IDs:;DNAJB6_meas3_240729A;02_DNAJB6_05_000_uM_compression_corrected;
Concentration [uM]:;5;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
7785.38;51.7891510282286;29.329;19.291
7786.37;51.8426540518507;29.332;19.293
7787.365;51.8191510282286;29.33;19.291
7788.364;51.8301510282286;29.329;19.291
7789.368;51.8266540518507;29.331;19.293
7790.373;51.842399559164;29.329;19.29
7791.382;51.7806540518507;29.332;19.293
7792.393;51.8359025257915;29.33;19.292
7793.374;51.8196481185996;29.328;19.289
7794.39;51.8486540518507;29.332;19.293
7795.409;51.8479025257915;29.33;19.292
7796.399;51.8491510282286;29.329;19.291
7797.397;51.7919025257915;29.331;19.292
7798.385;51.7719025257915;29.331;19.292
7799.38;51.8336540518507;29.332;19.293
7800.377;51.8001510282286;29.329;19.291
7801.371;51.8481510282286;29.33;19.291
7802.372;51.813399559164;29.329;19.29
7803.361;51.8239025257915;29.33;19.292
7804.346;51.8036481185996;29.328;19.289
7805.32;51.837399559164;29.328;19.29
7806.331;51.807399559164;29.328;19.29
7807.31;51.855399559164;29.329;19.29
7808.291;51.817399559164;29.328;19.29
7809.293;51.8606481185996;29.328;19.289
7810.274;51.8316481185996;29.328;19.289
7811.295;51.8571510282286;29.33;19.291
7812.293;51.8226540518507;29.331;19.293
7813.286;51.8359025257915;29.33;19.292
7814.304;51.7788967065375;29.326;19.288
7815.308;51.7838967065375;29.327;19.288
7816.31;51.8481510282286;29.33;19.291
7817.29;51.8526481185996;29.328;19.289
7818.302;51.8011510282286;29.33;19.291
7819.32;51.8481510282286;29.329;19.291
7820.341;51.805399559164;29.329;19.29
7821.337;51.8431510282286;29.329;19.291
7822.343;51.8036481185996;29.327;19.289
7823.325;51.8489025257915;29.331;19.292
7824.31;51.8401510282286;29.33;19.291
7825.301;51.8366481185996;29.328;19.289
7826.295;51.875399559164;29.329;19.29
7827.292;51.861399559164;29.327;19.29
7828.294;51.8551510282286;29.329;19.291
7829.298;51.7798967065375;29.327;19.288
7830.277;51.830399559164;29.327;19.29
7831.264;51.835399559164;29.328;19.29
7832.251;51.8378967065375;29.327;19.288
7833.243;51.8371510282286;29.329;19.291
7834.244;51.759399559164;29.328;19.29
7835.245;51.8409025257915;29.331;19.292
7836.254;51.783399559164;29.328;19.29
7837.246;51.8189025257915;29.331;19.292
7838.244;51.8168967065375;29.327;19.288
7839.241;51.8046481185996;29.327;19.289
7840.246;51.7956481185996;29.328;19.289
7841.241;51.828399559164;29.328;19.29
7842.253;51.803399559164;29.328;19.29
7843.243;51.7766481185996;29.329;19.289
7844.238;51.8441453229794;29.326;19.287
7845.236;51.8581510282286;29.329;19.291
7846.211;51.8346481185996;29.328;19.289
7847.222;51.8706481185996;29.328;19.289
7848.193;51.8261453229794;29.325;19.287
7849.202;51.8451510282286;29.329;19.291
7850.211;51.8528967065375;29.326;19.288
7851.202;51.8441453229794;29.325;19.287
7852.209;51.8646481185996;29.328;19.289
7853.225;51.7933939679275;29.324;19.286
7854.246;51.8256426413835;29.322;19.285
7855.239;51.8263939679275;29.323;19.286
7856.239;51.8196426413835;29.322;19.285
7857.24;51.8481400738274;29.32;19.283
7858.245;51.8681453229794;29.324;19.287
7859.254;51.7746376203267;29.318;19.281
7860.264;51.7863888328192;29.319;19.282
7861.249;51.7918913433495;29.322;19.284
7862.235;51.8311400738274;29.321;19.283
7863.225;51.8166376203267;29.318;19.281
7864.248;51.7933888328192;29.319;19.282
7865.245;51.808886436352;29.317;19.28
7866.241;51.7703888328192;29.319;19.282
7867.236;51.792886436352;29.317;19.28
7868.228;51.849135280897;29.316;19.279
7869.232;51.8236376203267;29.318;19.281
7870.219;51.8096376203267;29.317;19.281
7871.21;51.832135280897;29.316;19.279
7872.223;51.808886436352;29.317;19.28
7873.208;51.814886436352;29.317;19.28
7874.211;51.781135280897;29.315;19.279
7875.197;51.777886436352;29.316;19.28
7876.195;51.8166376203267;29.318;19.281
7877.198;51.829135280897;29.315;19.279
7878.208;51.846886436352;29.317;19.28
7879.203;51.787135280897;29.316;19.279
7880.185;51.798135280897;29.315;19.279
7881.201;51.8443841539636;29.314;19.278
7882.208;51.840135280897;29.315;19.279
7883.222;51.7156330555537;29.314;19.277
7884.211;51.831886436352;29.317;19.28
7885.213;51.801135280897;29.315;19.279
7886.215;51.8243841539636;29.314;19.278
7887.222;51.802886436352;29.317;19.28
7888.205;51.788135280897;29.316;19.279
7889.189;51.7983841539636;29.314;19.278
7890.18;51.7788819856694;29.312;19.276
7891.204;51.8036330555537;29.313;19.277
7892.203;51.7926330555537;29.313;19.277
7893.205;51.7606330555537;29.313;19.277
7894.21;51.762379931485;29.311;19.274
7895.221;51.7856330555537;29.313;19.277
7896.232;51.8021309443125;29.312;19.275
7897.218;51.7646330555537;29.313;19.277
7898.236;51.7988819856694;29.312;19.276
7899.226;51.8056330555537;29.314;19.277
7900.228;51.7968819856694;29.312;19.276
7901.228;51.7881309443125;29.311;19.275
7902.216;51.8398819856694;29.312;19.276
7903.211;51.7886330555537;29.313;19.277
7904.208;51.7626330555537;29.313;19.277
7905.207;51.8068819856694;29.312;19.276
7906.197;51.838135280897;29.315;19.279
7907.208;51.8048819856694;29.312;19.276
7908.192;51.7956330555537;29.313;19.277
7909.185;51.7893841539636;29.314;19.278
7910.162;51.7906330555537;29.313;19.277
7911.178;51.8068819856694;29.312;19.276
7912.174;51.7946330555537;29.313;19.277
7913.159;51.8088819856694;29.312;19.276
7914.146;51.8008819856694;29.312;19.276
7915.12;51.7511309443125;29.311;19.275
7916.131;51.7848819856694;29.312;19.276
7917.125;51.7698819856694;29.312;19.276
7918.102;51.8088819856694;29.312;19.276
7919.112;51.7898819856694;29.312;19.276
7920.097;51.7578819856694;29.312;19.276
7921.087;51.7913841539636;29.314;19.278
7922.093;51.8238819856694;29.312;19.276
7923.108;51.7998819856694;29.312;19.276
7924.1;51.8148819856694;29.311;19.276
7925.097;51.7711309443125;29.312;19.275
7926.099;51.8098819856694;29.312;19.276
7927.108;51.7818819856694;29.312;19.276
7928.12;51.7971309443125;29.311;19.275
7929.141;51.774379931485;29.309;19.274
7930.141;51.7688779914261;29.308;19.272
7931.14;51.7951309443125;29.311;19.275
7932.141;51.8028819856694;29.312;19.276
7933.146;51.8001309443125;29.31;19.275
7934.167;51.8021309443125;29.311;19.275
7935.161;51.8011309443125;29.31;19.275
7936.153;51.8061309443125;29.311;19.275
7937.149;51.782379931485;29.309;19.274
7938.146;51.7926289471889;29.308;19.273
7939.13;51.8421309443125;29.311;19.275
7940.124;51.816379931485;29.31;19.274
7941.118;51.7846289471889;29.308;19.273
7942.126;51.758379931485;29.309;19.274
7943.121;51.809379931485;29.31;19.274
7944.128;51.8211309443125;29.311;19.275
7945.127;51.8041309443125;29.311;19.275
7946.116;51.766379931485;29.311;19.274
7947.117;51.7998819856694;29.312;19.276
7948.128;51.7796289471889;29.309;19.273
7949.122;51.7886289471889;29.309;19.273
7950.124;51.8121309443125;29.31;19.275
7951.114;51.7816289471889;29.309;19.273
7952.109;51.799379931485;29.31;19.274
7953.111;51.7801309443125;29.31;19.275
7954.096;51.8016289471889;29.308;19.273
7955.088;51.7948779914261;29.308;19.272
7956.099;51.807379931485;29.309;19.274
7957.085;51.843379931485;29.309;19.274
7958.103;51.7646289471889;29.308;19.273
7959.09;51.7506289471889;29.309;19.273
7960.085;51.8021270641984;29.307;19.271
7961.098;51.799376165508;29.305;19.27
7962.093;51.754376165508;29.305;19.27
7963.074;51.793376165508;29.305;19.27
7964.084;51.7751270641984;29.306;19.271
7965.105;51.7941270641984;29.306;19.271
7966.099;51.8078779914261;29.307;19.272
7967.095;51.8258779914261;29.306;19.272
7968.094;51.7971270641984;29.306;19.271
7969.099;51.8311270641984;29.306;19.271
7970.108;51.8146252953567;29.304;19.269
7971.121;51.766376165508;29.305;19.27
7972.106;51.875376165508;29.305;19.27
7973.094;51.7916252953567;29.304;19.269
7974.087;51.844376165508;29.305;19.27
7975.084;51.8336252953567;29.304;19.269
7976.084;51.8006252953567;29.304;19.269
7977.085;51.782376165508;29.304;19.27
7978.089;51.7771236406792;29.302;19.267
7979.083;51.8236252953567;29.304;19.269
7980.084;51.7976252953567;29.304;19.269
7981.081;51.7711236406792;29.302;19.267
7982.071;51.7951236406792;29.301;19.267
7983.091;51.7628744537464;29.303;19.268
7984.098;51.7638744537464;29.303;19.268
7985.083;51.778376165508;29.304;19.27
7986.095;51.8158744537464;29.303;19.268
7987.091;51.8138744537464;29.303;19.268
7988.102;51.7798744537464;29.303;19.268
7989.106;51.7898744537464;29.302;19.268
7990.119;51.7981236406792;29.302;19.267
7991.109;51.8406252953567;29.304;19.269
7992.125;51.7706252953567;29.304;19.269
7993.123;51.8343728561569;29.301;19.266
7994.127;51.7831236406792;29.302;19.267
7995.135;51.8041236406792;29.302;19.267
7996.147;51.7863728561569;29.3;19.266
7997.139;51.8253728561569;29.3;19.266
7998.137;51.8473728561569;29.3;19.266
7999.142;51.8738713727549;29.298;19.264
8000.152;51.8171236406792;29.302;19.267
8001.139;51.8071236406792;29.301;19.267
8002.125;51.7908713727549;29.298;19.264
8003.115;51.8121206738792;29.297;19.263
8004.143;51.7878713727549;29.298;19.264
8005.149;51.7503728561569;29.301;19.266
8006.161;51.8186221001815;29.299;19.265
8007.172;51.7961236406792;29.302;19.267
8008.186;51.8136221001815;29.299;19.265
8009.172;51.7911236406792;29.302;19.267
8010.161;51.7971236406792;29.302;19.267
8011.151;51.7851236406792;29.301;19.267
8012.148;51.7516221001815;29.299;19.265
8013.145;51.8201236406792;29.302;19.267
8014.146;51.8093728561569;29.3;19.266
8015.148;51.7773728561569;29.301;19.266
8016.142;51.7953728561569;29.3;19.266
8017.134;51.8143728561569;29.3;19.266
8018.14;51.8333728561569;29.3;19.266
8019.149;51.8213728561569;29.3;19.266
8020.156;51.7873728561569;29.3;19.266
8021.157;51.7868713727549;29.299;19.264
8022.158;51.7806221001815;29.3;19.265
8023.143;51.7813728561569;29.301;19.266
8024.138;51.7511236406792;29.302;19.267
8025.126;51.8008713727549;29.299;19.264
8026.129;51.8506221001815;29.298;19.265
8027.114;51.7986221001815;29.299;19.265
8028.11;51.7948713727549;29.298;19.264
8029.11;51.8086221001815;29.299;19.265
8030.118;51.8053728561569;29.3;19.266
8031.123;51.8321206738792;29.297;19.263
8032.106;51.7731206738792;29.297;19.263
8033.093;51.7981206738792;29.297;19.263
8034.09;51.7706221001815;29.299;19.265
8035.1;51.7858713727549;29.298;19.264
8036.113;51.8366221001815;29.299;19.265
8037.102;51.8253728561569;29.301;19.266
8038.099;51.8011236406792;29.302;19.267
8039.1;51.8501236406792;29.301;19.267
8040.103;51.8728744537464;29.302;19.268
8041.108;51.8048744537464;29.303;19.268
8042.086;51.8403728561569;29.3;19.266
8043.1;51.7928744537464;29.303;19.268
8044.119;51.8618744537464;29.303;19.268
8045.141;51.8096252953567;29.304;19.269
8046.14;51.8416252953567;29.303;19.269
8047.145;51.8468744537464;29.303;19.268
8048.136;51.7978744537464;29.303;19.268
8049.132;51.798376165508;29.306;19.27
8050.134;51.785376165508;29.305;19.27
8051.133;51.7998744537464;29.302;19.268
8052.121;51.8436252953567;29.303;19.269
8053.113;51.8433728561569;29.3;19.266
8054.085;51.7996252953567;29.303;19.269
8055.09;51.8326252953567;29.303;19.269
8056.082;51.8096252953567;29.303;19.269
8057.059;51.819376165508;29.305;19.27
8058.051;51.8611270641984;29.306;19.271
8059.047;51.7996252953567;29.304;19.269
8060.059;51.7971236406792;29.302;19.267
8061.056;51.8048744537464;29.303;19.268
8062.059;51.8133728561569;29.301;19.266
8063.068;51.7928744537464;29.302;19.268
8064.056;51.8028744537464;29.303;19.268
8065.057;51.8578744537464;29.302;19.268
8066.065;51.8316252953567;29.304;19.269
8067.076;51.8301236406792;29.301;19.267
8068.069;51.7871236406792;29.302;19.267
8069.065;51.8323728561569;29.3;19.266
8070.066;51.8086252953567;29.304;19.269
8071.074;51.7901236406792;29.302;19.267
8072.063;51.7743728561569;29.301;19.266
8073.055;51.7963728561569;29.301;19.266
8074.052;51.8016221001815;29.299;19.265
8075.033;51.7616221001815;29.3;19.265
8076.017;51.8181206738792;29.297;19.263
8077.002;51.7848713727549;29.298;19.264
8077.996;51.8063728561569;29.3;19.266
8078.991;51.8243728561569;29.299;19.266
8079.989;51.7898713727549;29.298;19.264
8080.991;51.7988713727549;29.298;19.264
8081.996;51.8298713727549;29.297;19.264
8083.001;51.8048713727549;29.298;19.264
8083.979;51.8311236406792;29.302;19.267
8084.989;51.8361206738792;29.297;19.263
8085.972;51.8396193617878;29.294;19.261
8086.96;51.8243700035561;29.296;19.262
8087.951;51.8523728561569;29.301;19.266
8088.945;51.8506221001815;29.3;19.265
8089.936;51.8096221001815;29.299;19.265
8090.929;51.7983728561569;29.3;19.266
8091.929;51.8211206738792;29.298;19.263
8092.923;51.7978713727549;29.298;19.264
8093.928;51.7816221001815;29.299;19.265
8094.927;51.8178713727549;29.297;19.264
8095.902;51.8288713727549;29.298;19.264
8096.909;51.7983728561569;29.3;19.266
8097.91;51.8376221001815;29.299;19.265
8098.893;51.8226221001815;29.299;19.265
8099.885;51.8041236406792;29.302;19.267
8100.883;51.8321236406792;29.302;19.267
8101.888;51.8521236406792;29.301;19.267
8102.884;51.8161236406792;29.302;19.267
8103.892;51.8516221001815;29.299;19.265
8104.904;51.7988744537464;29.302;19.268
8105.897;51.8286221001815;29.299;19.265
8106.894;51.8488744537464;29.301;19.268
8107.895;51.8123728561569;29.3;19.266
8108.902;51.7968713727549;29.299;19.264
8109.914;51.8123728561569;29.3;19.266
8110.902;51.8243728561569;29.3;19.266
8111.903;51.8008744537464;29.303;19.268
8112.908;51.8043728561569;29.301;19.266
8113.919;51.8251236406792;29.301;19.267
8114.904;51.8386252953567;29.303;19.269
8115.891;51.8076221001815;29.3;19.265
8116.885;51.8531236406792;29.301;19.267
8117.883;51.8278713727549;29.298;19.264
8118.885;51.8146221001815;29.299;19.265
8119.902;51.8223728561569;29.3;19.266
8120.888;51.8113728561569;29.299;19.266
8121.897;51.7946221001815;29.299;19.265
8122.887;51.8466221001815;29.299;19.265
8123.882;51.8068713727549;29.298;19.264
8124.871;51.8043728561569;29.3;19.266
8125.88;51.7933728561569;29.3;19.266
8126.88;51.8028713727549;29.298;19.264
8127.867;51.8236221001815;29.299;19.265
8128.873;51.8216221001815;29.299;19.265
8129.883;51.7678713727549;29.298;19.264
8130.89;51.8048713727549;29.298;19.264
8131.878;51.8271236406792;29.301;19.267
8132.858;51.8066221001815;29.299;19.265
8133.856;51.8081181639228;29.293;19.259
8134.86;51.8341206738792;29.297;19.263
8135.849;51.8023700035561;29.296;19.262
8136.851;51.8436193617878;29.295;19.261
8137.858;51.823868748576;29.294;19.26
8138.851;51.810868748576;29.293;19.26
8139.851;51.808868748576;29.293;19.26
8140.856;51.8261181639228;29.292;19.259
8141.843;51.7771181639228;29.292;19.259
8142.832;51.7841181639228;29.292;19.259
8143.827;51.7921181639228;29.292;19.259
8144.815;51.7851181639228;29.292;19.259
8145.807;51.8026170802999;29.29;19.257
8146.798;51.787868748576;29.293;19.26
8147.792;51.7991181639228;29.292;19.259
8148.792;51.813866581334;29.289;19.256
8149.796;51.8701181639228;29.291;19.259
8150.804;51.879866581334;29.289;19.256
8151.816;51.7983676078301;29.291;19.258
8152.807;51.7946170802999;29.289;19.257
8153.796;51.797866581334;29.289;19.256
8154.792;51.827866581334;29.289;19.256
8155.796;51.8161161109345;29.288;19.255
8156.797;51.8176170802999;29.29;19.257
8157.788;51.802866581334;29.289;19.256
8158.794;51.8243656691033;29.287;19.254
8159.785;51.7963656691033;29.287;19.254
8160.788;51.8171161109345;29.287;19.255
8161.779;51.8083656691033;29.287;19.254
8162.787;51.8073656691033;29.286;19.254
8163.784;51.7793656691033;29.286;19.254
8164.792;51.7838648711534;29.284;19.252
8165.806;51.7966152558423;29.285;19.253
8166.807;51.8006152558423;29.285;19.253
8167.798;51.8121161109345;29.287;19.255
8168.784;51.8136152558423;29.284;19.253
8169.776;51.7793641875;29.282;19.25
8170.777;51.7581145150387;29.283;19.251
8171.76;51.7728648711534;29.284;19.252
8172.754;51.7948648711534;29.285;19.252
8173.728;51.8058648711534;29.284;19.252
8174.734;51.7476152558423;29.285;19.253
8175.721;51.8088648711534;29.285;19.252
8176.714;51.8081145150387;29.283;19.251
8177.715;51.7853641875;29.282;19.25
8178.725;51.8188648711534;29.284;19.252
8179.738;51.8001145150387;29.283;19.251
8180.73;51.8408648711534;29.284;19.252
8181.721;51.8026138885393;29.281;19.249
8182.722;51.8286152558423;29.285;19.253
8183.726;51.7781145150387;29.283;19.251
8184.737;51.7646138885393;29.281;19.249
8185.721;51.7983641875;29.281;19.25
8186.71;51.7803641875;29.283;19.25
8187.705;51.8133641875;29.281;19.25
8188.703;51.7671145150387;29.283;19.251
8189.704;51.7701145150387;29.283;19.251
8190.706;51.7671133763597;29.279;19.247
8191.715;51.8158636181586;29.28;19.248
8192.7;51.7616138885393;29.281;19.249
8193.724;51.8083641875;29.282;19.25
8194.716;51.6378636181586;29.279;19.248
8195.713;51.7641133763597;29.279;19.247
8196.713;51.6373631631447;29.277;19.246
8197.715;51.7441133763597;29.279;19.247
8198.711;51.7993641875;29.281;19.25
8199.71;51.7748636181586;29.28;19.248
8200.704;51.7931133763597;29.278;19.247
8201.694;51.7983631631447;29.277;19.246
8202.699;51.7948636181586;29.279;19.248
8203.691;51.7621133763597;29.278;19.247
8204.675;51.8178636181586;29.279;19.248
8205.671;51.7828636181586;29.28;19.248
8206.678;51.7283631631447;29.277;19.246
8207.67;51.8043631631447;29.278;19.246
8208.672;51.7531133763597;29.278;19.247
8209.662;51.7873631631447;29.277;19.246
8210.666;51.7923631631447;29.277;19.246
8211.674;51.8083631631447;29.277;19.246
8212.675;51.8186129785155;29.276;19.245
8213.659;51.7853631631447;29.277;19.246
8214.661;51.7616129785155;29.276;19.245
8215.639;51.772862822474;29.275;19.244
8216.637;51.7526129785155;29.276;19.245
8217.633;51.7533631631447;29.277;19.246
8218.636;51.7916129785155;29.275;19.245
8219.645;51.7886129785155;29.276;19.245
8220.662;51.771862822474;29.274;19.244
8221.654;51.7583631631447;29.277;19.246
8222.657;51.818862822474;29.275;19.244
8223.668;51.7596129785155;29.276;19.245
8224.664;51.8086129785155;29.276;19.245
8225.668;51.7606129785155;29.277;19.245
8226.676;51.7881133763597;29.278;19.247
8227.688;51.641862822474;29.274;19.244
8228.672;51.7381133763597;29.279;19.247
8229.66;51.8163631631447;29.276;19.246
8230.649;51.8463631631447;29.278;19.246
8231.64;51.7711133763597;29.278;19.247
8232.639;51.7836129785155;29.275;19.245
8233.64;51.8061133763598;29.278;19.247
8234.627;51.7863625961619;29.273;19.242
8235.618;51.825862822474;29.274;19.244
8236.615;51.7941126950221;29.274;19.243
8237.62;51.8091126950221;29.273;19.243
8238.617;51.722862822474;29.275;19.244
8239.621;51.7911126950221;29.273;19.243
8240.601;51.809862822474;29.275;19.244
8241.618;51.8556129785155;29.276;19.245
8242.605;51.7921126950221;29.274;19.243
8243.595;51.7833625961619;29.272;19.242
8244.571;51.7966125258952;29.271;19.241
8245.582;51.8093625961619;29.273;19.242
8246.579;51.6191124711503;29.269;19.239
8247.566;51.800862822474;29.274;19.244
8248.552;51.8011126950221;29.274;19.243
8249.546;51.7653625961619;29.272;19.242
8250.557;51.788862484224;29.27;19.24
8251.546;51.7933625961619;29.272;19.242
8252.551;51.749862484224;29.271;19.24
8253.552;51.7753625961619;29.272;19.242
8254.554;51.766862484224;29.27;19.24
8255.556;51.7426125258952;29.271;19.241
8256.567;51.7586125258952;29.272;19.241
8257.552;51.7623625961619;29.273;19.242
8258.573;51.7946129785155;29.275;19.245
8259.567;51.7571124711503;29.27;19.239
8260.564;51.7673625961619;29.273;19.242
8261.566;51.7456125258952;29.272;19.241
8262.571;51.7881126950221;29.273;19.243
8263.583;51.7491133763597;29.278;19.247
8264.565;51.8193625961619;29.272;19.242
8265.551;51.8141126950221;29.274;19.243
8266.541;51.775862822474;29.275;19.244
8267.539;51.6496125258952;29.27;19.241
8268.526;51.8241126950221;29.274;19.243
8269.525;51.7631126950221;29.274;19.243
8270.513;51.7501126950221;29.274;19.243
8271.495;51.8161126950221;29.274;19.243
8272.487;51.7976125258952;29.27;19.241
8273.475;51.8153625961619;29.272;19.242
8274.48;51.821862822474;29.274;19.244
8275.48;51.7673625961619;29.273;19.242
8276.472;51.797862484224;29.27;19.24
8277.45;51.797862484224;29.271;19.24
8278.457;51.7661124711503;29.27;19.239
8279.476;51.7916125258952;29.272;19.241
8280.473;51.7791124711503;29.269;19.239
8281.465;51.8131124711503;29.269;19.239
8282.477;51.786862484224;29.27;19.24
8283.465;51.796862484224;29.27;19.24
8284.459;51.7881124711503;29.268;19.239
8285.461;51.8183624866759;29.268;19.238
8286.45;51.788862484224;29.269;19.24
8287.445;51.7763624866759;29.268;19.238
8288.443;51.7811124711503;29.269;19.239
8289.451;51.8181124711503;29.269;19.239
8290.462;51.8096125258952;29.271;19.241
8291.455;51.784862484224;29.27;19.24
8292.449;51.8046125308028;29.267;19.237
8293.432;51.6401127048685;29.264;19.235
8294.445;51.8026125308028;29.267;19.237
8295.437;51.7756125308028;29.267;19.237
8296.434;51.7923624866759;29.268;19.238
8297.417;51.7961124711503;29.269;19.239
8298.434;51.7926125308028;29.267;19.237
8299.423;51.8021124711503;29.268;19.239
8300.418;51.7693624866759;29.267;19.238
8301.409;51.7968626035331;29.266;19.236
8302.404;51.7781127048685;29.265;19.235
8303.388;51.7641124711503;29.268;19.239
8304.367;51.7796125308028;29.267;19.237
8305.364;51.7938626035331;29.266;19.236
8306.338;51.7598631805256;29.261;19.232
8307.321;51.7931127048685;29.264;19.235
8308.311;51.7846125308028;29.267;19.237
8309.288;51.7403624866759;29.268;19.238
8310.303;51.7693628348111;29.264;19.234
8311.308;51.7871127048685;29.265;19.235
8312.319;51.7878631805256;29.262;19.232
8313.323;51.7211127048685;29.265;19.235
8314.311;51.7808626035331;29.266;19.236
8315.316;51.7408631805256;29.261;19.232
8316.305;51.8098626035331;29.265;19.236
8317.301;51.8093624866759;29.267;19.238
8318.291;51.8398626035331;29.266;19.236
8319.307;51.8081124711503;29.269;19.239
8320.298;51.8266129933628;29.262;19.233
8321.294;51.7971133963013;29.26;19.231
8322.298;51.8368626035331;29.264;19.236
8323.31;51.8013628348111;29.264;19.234
8324.302;51.7783628348111;29.263;19.234
8325.297;51.7833628348111;29.264;19.234
8326.301;51.657363640692;29.259;19.23
8327.275;51.7958631805256;29.26;19.232
8328.264;51.8733628348111;29.263;19.234
8329.259;51.7943628348111;29.264;19.234
8330.257;51.8206129933628;29.262;19.233
8331.263;51.8013628348111;29.263;19.234
8332.256;51.7933628348111;29.263;19.234
8333.256;51.7576129933628;29.262;19.233
8334.272;51.8063628348111;29.262;19.234
8335.27;51.8161133963013;29.26;19.231
8336.263;51.8088631805256;29.26;19.232
8337.266;51.7931133963013;29.26;19.231
8338.276;51.8043628348111;29.262;19.234
8339.265;51.6926139136996;29.257;19.229
8340.251;51.7811133963013;29.261;19.231
8341.233;51.830363640692;29.258;19.23
8342.231;51.765864215326;29.256;19.228
8343.241;51.7696139136996;29.258;19.229
8344.259;51.7916139136996;29.257;19.229
8345.271;51.800864215326;29.257;19.228
8346.284;51.8196139136996;29.258;19.229
8347.258;51.785864215326;29.256;19.228
8348.264;51.7411145455731;29.255;19.227
8349.277;51.752363640692;29.259;19.23
8350.268;51.740864215326;29.256;19.228
8351.262;51.8131145455731;29.256;19.227
8352.261;51.7676139136996;29.257;19.229
8353.268;51.8246139136996;29.257;19.229
8354.266;51.7791145455731;29.255;19.227
8355.266;51.7531145455731;29.256;19.227
8356.27;51.8186139136996;29.257;19.229
8357.278;51.7976139136996;29.258;19.229
8358.287;51.8096139136996;29.257;19.229
8359.299;51.8136139136996;29.258;19.229
8360.283;51.7616152919375;29.254;19.225
8361.273;51.725864215326;29.256;19.228
8362.265;51.792363640692;29.258;19.23
8363.26;51.7781145455731;29.255;19.227
8364.256;51.8291145455731;29.255;19.227
8365.259;51.7936139136996;29.257;19.229
8366.251;51.7926152919375;29.253;19.225
8367.247;51.771364904443;29.255;19.226
8368.241;51.801364904443;29.254;19.226
8369.261;51.786364904443;29.254;19.226
8370.263;51.8281145455731;29.255;19.227
8371.266;51.7638657080586;29.252;19.224
8372.25;51.742364904443;29.254;19.226
8373.254;51.7908657080586;29.252;19.224
8374.265;51.7746152919375;29.253;19.225
8375.263;51.8186152919375;29.252;19.225
8376.259;51.687867658848;29.247;19.22
8377.28;51.753364904443;29.254;19.226
8378.283;51.7898657080586;29.252;19.224
8379.288;51.779364904443;29.253;19.226
8380.276;51.8108657080586;29.251;19.224
8381.287;51.6316194226146;29.243;19.217
8382.303;51.7641161528083;29.25;19.223
8383.3;51.7743666261884;29.249;19.222
8384.302;51.7671161528083;29.251;19.223
8385.312;51.7781161528083;29.25;19.223
8386.303;51.7601161528083;29.25;19.223
8387.298;51.6661182181313;29.245;19.219
8388.301;51.764617128201;29.249;19.221
8389.281;51.7383666261884;29.25;19.222
8390.268;51.8111161528083;29.251;19.223
8391.256;51.7873666261884;29.25;19.222
8392.278;51.8058657080586;29.251;19.224
8393.276;51.7963666261884;29.249;19.222
8394.28;51.6543688060528;29.245;19.218
8395.29;51.7581161528083;29.25;19.223
8396.307;51.6191182181313;29.245;19.219
8397.324;51.7803666261884;29.249;19.222
8398.323;51.6563688060528;29.244;19.218
8399.326;51.735867658848;29.247;19.22
8400.326;51.6326194226146;29.243;19.217
8401.334;51.7633666261884;29.249;19.222
8402.355;51.754617128201;29.248;19.221
8403.358;51.771867658848;29.247;19.22
8404.349;51.815867658848;29.247;19.22
8405.356;51.6706194226146;29.243;19.217
8406.344;51.795867658848;29.247;19.22
8407.338;51.6368700678185;29.242;19.216
8408.351;51.8091182181313;29.246;19.219
8409.363;51.8071182181313;29.246;19.219
8410.352;51.7881182181313;29.246;19.219
8411.353;51.7931182181313;29.245;19.219
8412.362;51.777867658848;29.247;19.22
8413.357;51.771617128201;29.248;19.221
8414.349;51.8161182181313;29.246;19.219
8415.344;51.7713666261884;29.25;19.222
8416.35;51.7978700678185;29.242;19.216
8417.334;51.7526221753026;29.239;19.213
8418.35;51.8063714441606;29.241;19.214
8419.349;51.7743714441606;29.24;19.214
8420.361;51.8128729350945;29.238;19.212
8421.34;51.6296253863894;29.233;19.209
8422.325;51.6546253863894;29.234;19.209
8423.312;51.6766253863894;29.233;19.209
8424.3;51.7961237235384;29.237;19.211
8425.297;51.7648729350945;29.237;19.212
8426.306;51.804374540636;29.236;19.21
8427.289;51.7521237235384;29.238;19.211
8428.277;51.7141237235384;29.237;19.211
8429.266;51.7378729350945;29.238;19.212
8430.26;51.8001237235384;29.236;19.211
8431.253;51.7601237235384;29.237;19.211
8432.248;51.6256253863894;29.234;19.209
8433.246;51.7738729350945;29.238;19.212
8434.229;51.781374540636;29.236;19.21
8435.227;51.7881237235384;29.236;19.211
8436.234;51.6658762608005;29.232;19.208
8437.224;51.7761237235384;29.237;19.211
8438.221;51.7581237235384;29.238;19.211
8439.201;51.7301237235384;29.237;19.211
8440.189;51.8126221753026;29.239;19.213
8441.19;51.7848729350945;29.238;19.212
8442.174;51.8118729350945;29.237;19.212
8443.18;51.7686253863894;29.235;19.209
8444.173;51.7708762608005;29.233;19.208
8445.179;51.7568729350945;29.238;19.212
8446.171;51.7706253863894;29.234;19.209
8447.177;51.7971237235384;29.236;19.211
8448.188;51.7826253863894;29.235;19.209
8449.174;51.7816253863894;29.234;19.209
8450.168;51.7776253863894;29.235;19.209
