IDs:;DNAJB6_meas1;01_DNAJB6_00_439_uM_to_buffer;
Concentration [uM]:;0.439;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
4178.622;58.977;26.265;15.005
4179.626;59.102;26.265;15.005
4180.632;59.063;26.267;15.006
4181.628;58.945;26.268;15.007
4182.632;59.034;26.268;15.007
4183.631;58.93;26.269;15.008
4184.632;58.963;26.266;15.006
4185.687;58.956;26.267;15.006
4186.685;58.907;26.269;15.007
4187.703;59.02;26.269;15.008
4188.717;58.914;26.27;15.008
4189.748;58.915;26.271;15.009
4190.758;58.944;26.27;15.008
4191.75;59.159;26.271;15.01
4192.763;59.261;26.274;15.011
4193.762;58.97;26.273;15.011
4194.784;58.909;26.272;15.01
4195.776;59.032;26.271;15.01
4196.78;59.258;26.267;15.006
4197.781;59.088;26.269;15.007
4198.854;59.164;26.261;15.003
4199.845;58.937;26.262;15.003
4200.849;59.115;26.265;15.004
4201.886;59.065;26.264;15.005
4202.893;59.211;26.266;15.005
4203.899;59.062;26.266;15.006
4204.905;58.959;26.266;15.005
4205.935;58.826;26.265;15.004
4206.939;59.12;26.268;15.007
4207.938;58.996;26.262;15.002
4208.945;59.013;26.261;15.002
4209.956;58.923;26.261;15.002
4210.947;59.036;26.267;15.005
4211.956;59.037;26.265;15.005
4212.948;59.131;26.27;15.007
4213.944;59.034;26.266;15.006
4214.93;59.166;26.269;15.007
4215.935;58.932;26.268;15.007
4216.938;59.149;26.266;15.005
4217.97;58.906;26.26;15.001
4218.986;58.95;26.257;14.999
4220.022;58.988;26.257;14.998
4221.016;58.961;26.254;14.996
4222.004;58.949;26.254;14.997
4223.003;58.998;26.255;14.997
4224.04;59.074;26.258;14.998
4225.04;59.041;26.252;14.995
4226.071;58.966;26.251;14.994
4227.091;59.058;26.253;14.996
4228.089;58.983;26.254;14.997
4229.08;59.02;26.256;14.998
4230.107;59.059;26.256;14.998
4231.134;59.012;26.258;14.999
4232.134;58.879;26.258;14.999
4233.197;59.048;26.26;15.002
4234.193;59.016;26.266;15.004
4235.216;59.055;26.264;15.004
4236.219;58.955;26.264;15.004
4237.224;58.851;26.266;15.005
4238.252;59.013;26.264;15.004
4239.303;58.986;26.265;15.005
4240.298;58.373;26.269;15.004
4241.289;58.972;26.252;14.995
4242.275;59.009;26.26;14.999
4243.262;58.823;26.252;14.995
4244.274;59.008;26.251;14.995
4245.253;58.828;26.249;14.993
4246.254;59.132;26.252;14.995
4247.249;59.017;26.249;14.993
4248.258;58.884;26.248;14.991
4249.261;58.99;26.247;14.991
4250.248;58.991;26.248;14.992
4251.264;58.983;26.246;14.991
4252.253;58.976;26.245;14.989
4253.274;59.152;26.248;14.992
4254.283;58.926;26.243;14.988
4255.266;59;26.245;14.99
4256.264;58.942;26.244;14.989
4257.261;59.05;26.244;14.989
4258.242;59.099;26.249;14.992
4259.234;58.989;26.245;14.99
4260.23;58.832;26.243;14.988
4261.222;58.857;26.244;14.989
4262.231;58.907;26.244;14.989
4263.239;58.907;26.247;14.991
4264.223;58.934;26.248;14.992
4265.216;58.993;26.246;14.991
4266.191;58.888;26.248;14.992
4267.201;58.955;26.247;14.991
4268.217;58.948;26.248;14.991
4269.22;59.121;26.253;14.994
4270.219;59.076;26.254;14.995
4271.226;58.953;26.25;14.993
4272.219;58.944;26.253;14.995
4273.227;58.947;26.252;14.995
4274.224;58.975;26.256;14.998
4275.208;59.055;26.255;14.997
4276.207;58.948;26.253;14.996
4277.242;59.169;26.257;14.998
4278.223;59.091;26.258;14.998
4279.21;59.135;26.257;14.998
4280.21;58.899;26.256;14.997
4281.216;59.021;26.256;14.998
4282.204;58.989;26.26;15.001
4283.209;58.955;26.259;15
4284.198;58.989;26.258;14.999
4285.193;59.012;26.258;14.999
4286.192;58.976;26.259;15.001
4287.194;58.989;26.259;15.001
4288.21;58.955;26.259;15
4289.202;59.013;26.261;15.001
4290.207;58.979;26.263;15.004
4291.203;59.024;26.264;15.005
4292.198;58.962;26.264;15.004
4293.201;58.93;26.267;15.006
4294.197;58.97;26.264;15.005
4295.22;59.023;26.269;15.008
4296.249;58.968;26.269;15.009
4297.254;59.01;26.268;15.007
4298.253;59.002;26.272;15.01
4299.251;58.987;26.271;15.01
4300.251;59.126;26.276;15.013
4301.252;58.977;26.273;15.012
4302.247;58.984;26.274;15.011
4303.249;58.626;26.273;15.009
4304.258;58.937;26.265;15.005
4305.253;59.029;26.265;15.006
4306.271;58.825;26.266;15.006
4307.278;58.942;26.267;15.006
4308.296;59.02;26.265;15.005
4309.284;59.014;26.267;15.007
4310.289;59.014;26.268;15.008
4311.355;58.916;26.269;15.008
4312.34;58.942;26.27;15.009
4313.344;58.983;26.271;15.009
4314.36;58.928;26.272;15.01
4315.397;58.988;26.271;15.009
4316.474;58.978;26.275;15.012
4317.482;58.995;26.258;15
4318.488;58.943;26.258;14.999
4319.475;59.089;26.26;15
4320.47;59.07;26.261;15.001
4321.478;58.913;26.256;14.998
4322.463;58.89;26.256;14.998
4323.469;58.881;26.256;14.998
4324.468;58.917;26.257;14.999
4325.463;58.976;26.258;14.999
4326.451;58.854;26.258;14.999
4327.47;59.023;26.257;14.998
4328.468;58.899;26.257;14.998
4329.477;58.959;26.256;14.998
4330.454;59.032;26.258;15
4331.477;58.903;26.259;15
4332.474;58.958;26.259;15.001
4333.474;58.9;26.261;15.002
4334.488;58.985;26.261;15.002
4335.478;58.953;26.262;15.002
4336.484;59.057;26.261;15.002
4337.502;58.958;26.264;15.004
4338.483;59.008;26.266;15.006
4339.488;59.045;26.266;15.006
4340.493;58.954;26.267;15.007
4341.548;59.06;26.258;14.999
4342.585;58.934;26.255;14.997
4343.576;58.932;26.251;14.994
4344.584;58.955;26.252;14.996
4345.567;58.884;26.251;14.994
4346.571;58.874;26.251;14.994
4347.607;58.943;26.25;14.994
4348.63;58.973;26.252;14.995
4349.631;58.915;26.253;14.995
4350.611;58.996;26.252;14.995
4351.63;58.971;26.253;14.996
4352.635;58.948;26.255;14.997
4353.614;59.052;26.26;15
4354.612;58.943;26.256;14.998
4355.646;59.022;26.256;14.998
4356.669;59.004;26.255;14.998
4357.679;58.948;26.256;14.998
4358.685;58.872;26.259;15
4359.688;58.966;26.258;15
4360.703;58.991;26.258;14.999
4361.702;59.041;26.262;15.001
4362.714;59.077;26.264;15.003
4363.712;59.074;26.262;15.001
4364.701;58.937;26.258;15
4365.713;59.051;26.26;15.001
4366.725;58.95;26.26;15.001
4367.706;58.95;26.26;15.001
4368.704;58.938;26.26;15.001
4369.715;58.947;26.263;15.004
4370.711;58.945;26.264;15.004
4371.742;58.938;26.266;15.006
4372.764;58.898;26.268;15.007
4373.793;58.865;26.266;15.005
4374.775;58.933;26.267;15.006
4375.767;58.894;26.269;15.008
4376.776;59.031;26.266;15.006
4377.759;59.014;26.267;15.006
4378.766;58.889;26.268;15.007
4379.821;58.978;26.269;15.007
4380.821;58.861;26.271;15.009
4381.856;58.793;26.256;14.997
4382.852;58.915;26.255;14.998
4383.865;58.753;26.254;14.996
4384.893;58.976;26.259;14.999
4385.93;59.153;26.258;14.999
4386.934;58.895;26.255;14.997
4387.949;59.017;26.26;14.999
4388.943;58.935;26.257;14.998
4389.943;58.869;26.256;14.998
4390.933;58.971;26.258;14.999
4391.905;58.949;26.259;15
4392.905;58.951;26.259;15
4393.916;58.944;26.26;15.001
4394.908;58.983;26.261;15.002
4395.922;58.999;26.26;15.002
4396.91;58.935;26.26;15.001
4397.894;58.877;26.261;15.002
4398.895;59.142;26.267;15.006
4399.91;59.087;26.268;15.006
4400.919;58.975;26.263;15.004
4401.899;58.817;26.265;15.004
4402.893;58.891;26.266;15.005
4403.902;58.916;26.266;15.005
4404.886;59.025;26.27;15.007
4405.877;58.934;26.268;15.007
4406.874;58.887;26.263;15.002
4407.868;58.927;26.257;14.999
4408.86;58.925;26.254;14.996
4409.842;58.954;26.254;14.996
4410.856;59.048;26.253;14.996
4411.861;58.946;26.251;14.994
4412.885;59.109;26.253;14.995
4413.873;59.005;26.252;14.993
4414.869;58.828;26.248;14.992
4415.871;59.027;26.251;14.993
4416.94;58.962;26.248;14.992
4417.952;59.046;26.25;14.992
4418.947;58.938;26.248;14.992
4419.933;58.872;26.249;14.992
4420.914;58.876;26.247;14.991
4421.912;58.93;26.248;14.992
4422.934;58.819;26.25;14.993
4423.93;58.941;26.25;14.993
4424.935;58.887;26.25;14.993
4425.925;58.986;26.25;14.993
4426.949;58.931;26.253;14.996
4427.95;58.945;26.253;14.996
4428.923;58.966;26.254;14.996
4429.953;58.923;26.254;14.996
4430.986;58.944;26.255;14.997
4431.98;59.073;26.258;14.999
4433.019;58.95;26.256;14.997
4434.034;58.953;26.257;14.999
4435.038;58.92;26.257;14.999
4436.027;58.903;26.259;15
4437.039;58.96;26.261;15.001
4438.063;59.002;26.261;15.002
4439.091;58.919;26.261;15.002
4440.071;59.071;26.265;15.004
4441.11;58.922;26.261;15.001
4442.114;58.899;26.262;15.002
4443.144;58.948;26.264;15.004
4444.161;58.902;26.266;15.005
4445.149;58.963;26.266;15.005
4446.13;58.972;26.267;15.006
4447.174;58.961;26.267;15.006
4448.184;59.032;26.273;15.01
4449.264;58.86;26.274;15.011
4450.259;58.91;26.258;14.999
4451.252;59.007;26.262;15.001
4452.25;58.9;26.257;14.998
4453.244;58.856;26.256;14.998
4454.227;58.922;26.258;14.999
4455.222;58.917;26.257;14.998
4456.223;58.924;26.257;14.998
4457.223;58.918;26.258;14.999
4458.203;58.898;26.258;15
4459.211;58.922;26.258;14.999
4460.193;58.907;26.258;14.999
4461.184;59.011;26.258;15
4462.162;59.045;26.265;15.004
4463.154;58.89;26.26;15
4464.136;59.049;26.263;15.002
4465.145;58.921;26.261;15.001
4466.14;58.914;26.26;15.001
4467.132;58.929;26.262;15.002
4468.123;58.951;26.263;15.004
4469.139;58.97;26.262;15.003
4470.153;59.056;26.268;15.006
4471.135;59.098;26.269;15.007
4472.125;59.008;26.269;15.006
4473.135;58.95;26.266;15.005
4474.128;58.907;26.266;15.005
4475.12;58.973;26.265;15.005
4476.152;59.013;26.265;15.005
4477.147;58.966;26.267;15.006
4478.253;59.085;26.271;15.009
4479.244;58.949;26.256;14.998
4480.226;59.053;26.258;14.998
4481.242;59.137;26.257;14.998
4482.231;58.89;26.254;14.996
4483.219;58.92;26.253;14.995
4484.211;58.86;26.253;14.995
4485.23;58.943;26.255;14.997
4486.214;59.095;26.259;14.999
4487.208;58.943;26.256;14.998
4488.209;58.941;26.257;14.999
4489.224;59.096;26.26;15
4490.239;58.905;26.257;14.999
4491.23;58.905;26.259;15
4492.211;58.867;26.262;15.002
4493.217;58.818;26.261;15.001
4494.221;58.979;26.262;15.002
4495.214;59.057;26.266;15.004
4496.208;58.863;26.263;15.003
4497.203;58.84;26.263;15.003
4498.194;58.9;26.263;15.003
4499.187;58.996;26.268;15.006
4500.199;58.943;26.264;15.004
4501.2;58.738;26.267;15.005
4502.172;58.878;26.269;15.007
4503.164;58.996;26.258;14.998
4504.142;58.984;26.256;14.996
4505.183;58.951;26.25;14.993
4506.181;58.86;26.248;14.992
4507.179;58.864;26.248;14.991
4508.218;58.913;26.249;14.992
4509.236;58.846;26.25;14.993
4510.223;58.922;26.249;14.993
4511.258;58.868;26.249;14.992
4512.247;58.957;26.253;14.994
4513.283;58.998;26.255;14.996
4514.277;58.799;26.25;14.993
4515.267;58.908;26.254;14.996
4516.275;58.834;26.253;14.995
4517.27;58.915;26.255;14.997
4518.258;58.933;26.257;14.998
4519.256;58.93;26.257;14.998
4520.251;58.963;26.256;14.998
4521.256;58.938;26.26;15
4522.255;58.948;26.258;14.999
4523.262;58.952;26.258;14.999
4524.257;58.829;26.254;14.996
4525.26;58.946;26.257;14.999
4526.253;58.909;26.258;14.999
4527.245;58.933;26.259;15
4528.235;59.062;26.263;15.002
4529.246;59.004;26.262;15.003
4530.258;58.859;26.263;15.003
4531.255;58.929;26.265;15.004
4532.239;58.933;26.267;15.006
4533.23;58.831;26.265;15.004
4534.22;58.863;26.269;15.007
4535.213;58.936;26.271;15.009
4536.198;58.985;26.261;15.001
4537.187;58.913;26.258;14.999
4538.193;58.934;26.257;14.998
4539.185;58.92;26.256;14.998
4540.189;58.88;26.258;14.999
4541.198;58.949;26.258;14.999
4542.179;58.967;26.257;14.999
4543.189;59.026;26.263;15.002
4544.175;58.895;26.258;14.999
4545.175;58.876;26.263;15.001
4546.179;58.929;26.261;15
4547.195;58.916;26.256;14.998
4548.194;58.878;26.256;14.997
4549.197;58.865;26.258;14.999
4550.184;58.91;26.259;14.999
4551.165;58.919;26.258;14.999
4552.173;58.902;26.26;15.001
4553.164;58.856;26.259;15
4554.163;58.824;26.261;15.001
4555.163;58.939;26.26;15.001
4556.161;59.015;26.263;15.002
4557.149;59.104;26.264;15.003
4558.127;58.898;26.261;15.002
4559.107;58.909;26.261;15.002
4560.119;58.957;26.26;15.001
4561.13;58.962;26.262;15.002
4562.107;58.834;26.264;15.003
4563.119;58.876;26.265;15.004
4564.114;58.893;26.265;15.004
4565.119;58.837;26.267;15.005
4566.126;58.914;26.267;15.006
4567.132;59.082;26.269;15.006
4568.129;58.871;26.268;15.006
4569.134;58.793;26.257;14.998
4570.129;58.969;26.256;14.997
4571.114;58.956;26.254;14.996
4572.116;58.846;26.255;14.997
4573.11;58.905;26.256;14.998
4574.101;59.073;26.261;15.001
4575.106;58.881;26.257;14.998
4576.091;59.001;26.261;15
4577.099;58.923;26.259;15
4578.099;58.87;26.258;14.999
4579.119;58.858;26.259;15
4580.135;59.079;26.263;15.002
4581.137;59.017;26.262;15.001
4582.135;58.905;26.258;14.999
4583.159;58.812;26.258;14.999
4584.199;58.989;26.259;15
4585.207;58.892;26.259;15
4586.218;58.861;26.262;15.002
4587.207;58.872;26.261;15.001
4588.199;58.873;26.26;15.001
4589.179;59.043;26.265;15.004
4590.222;58.881;26.262;15.002
4591.211;59.076;26.265;15.003
4592.206;58.859;26.261;15.001
4593.195;58.837;26.263;15.002
4594.183;58.922;26.264;15.004
4595.163;58.876;26.265;15.005
4596.161;59.001;26.269;15.006
4597.157;58.872;26.267;15.005
4598.165;58.887;26.267;15.006
4599.148;58.923;26.267;15.005
4600.143;58.861;26.268;15.007
4601.152;58.913;26.258;14.998
4602.131;58.908;26.257;14.998
4603.139;58.96;26.26;14.999
4604.141;59.068;26.259;14.999
4605.143;58.812;26.257;14.998
4606.144;58.853;26.256;14.997
4607.158;59.045;26.26;15
4608.154;58.924;26.258;14.999
4609.154;58.967;26.257;14.998
4610.168;58.845;26.258;14.999
4611.168;58.863;26.259;15
4612.169;58.993;26.264;15.003
4613.183;58.926;26.259;15
4614.192;58.865;26.261;15.001
4615.223;58.83;26.264;15.003
4616.211;58.9;26.263;15.003
4617.202;58.829;26.262;15.002
4618.206;58.916;26.264;15.003
4619.201;58.848;26.263;15.003
4620.342;58.86;26.271;15.008
4621.341;58.897;26.248;14.992
4622.324;58.979;26.25;14.992
4623.313;58.944;26.249;14.991
4624.306;58.788;26.246;14.99
4625.279;58.848;26.246;14.99
4626.278;58.906;26.248;14.991
4627.298;58.892;26.247;14.991
4628.316;58.989;26.25;14.992
4629.328;58.997;26.253;14.994
4630.332;59.015;26.254;14.994
4631.337;59.033;26.255;14.996
4632.339;58.985;26.252;14.993
4633.331;58.897;26.25;14.993
4634.368;58.842;26.249;14.992
4635.378;58.865;26.252;14.994
4636.386;58.909;26.256;14.996
4637.382;59.029;26.258;14.998
4638.368;59.014;26.259;14.999
4639.384;58.882;26.255;14.996
4640.366;58.966;26.259;14.998
4641.378;58.882;26.254;14.996
4642.371;58.843;26.255;14.996
4643.378;58.79;26.252;14.994
4644.363;58.923;26.254;14.996
4645.404;59.049;26.257;14.997
4646.434;59.027;26.257;14.997
4647.44;59.02;26.262;15.001
4648.438;58.921;26.256;14.997
4649.456;58.809;26.257;14.998
4650.454;58.865;26.258;14.999
4651.449;58.922;26.259;15
4652.47;58.938;26.265;15.003
4653.472;58.791;26.262;15.001
4654.469;58.904;26.263;15.002
4655.482;58.989;26.266;15.004
4656.456;58.898;26.263;15.003
4657.495;58.936;26.266;15.004
4658.483;58.904;26.264;15.003
4659.492;58.85;26.262;15.002
4660.529;59.014;26.267;15.005
4661.508;58.856;26.264;15.003
4662.538;59.036;26.269;15.006
4663.526;58.933;26.267;15.006
4664.558;59.066;26.271;15.008
4665.58;58.861;26.27;15.008
4666.626;58.876;26.26;15
4667.642;58.892;26.257;14.998
4668.636;59.073;26.261;15
4669.644;58.928;26.258;14.999
4670.639;58.903;26.259;15
4671.64;59.02;26.261;15
4672.679;58.911;26.26;15
4673.678;58.887;26.259;15
4674.692;58.929;26.26;15
4675.679;58.814;26.261;15
4676.722;58.972;26.269;15.006
4677.747;58.911;26.268;15.006
4678.749;59.104;26.271;15.008
4679.754;58.794;26.269;15.007
4680.772;58.962;26.273;15.009
4681.787;58.922;26.266;15.005
4682.787;58.788;26.269;15.007
4683.787;58.839;26.266;15.005
4684.864;59.053;26.271;15.007
4685.851;58.819;26.252;14.994
4686.834;58.961;26.253;14.995
4687.818;58.972;26.257;14.997
4688.814;58.964;26.259;14.998
4689.796;59.048;26.262;15
4690.839;58.994;26.262;15.001
4691.829;58.949;26.264;15.002
4692.833;59.025;26.262;15
4693.829;58.811;26.26;15
4694.875;59.004;26.262;15
4695.881;58.865;26.257;14.997
4696.87;58.928;26.258;14.998
4697.877;58.886;26.263;15.001
4698.889;58.865;26.26;15
4699.89;59.041;26.265;15.003
4700.879;58.83;26.258;14.999
4701.879;58.862;26.259;15
4702.89;58.875;26.26;15
4703.897;58.89;26.262;15.002
4704.899;59.017;26.271;15.007
4705.902;58.851;26.269;15.007
4706.88;58.925;26.259;14.999
4707.895;58.861;26.252;14.994
4708.88;58.963;26.254;14.994
4709.937;58.93;26.25;14.993
4710.938;58.868;26.251;14.993
4711.938;58.933;26.25;14.993
4712.95;58.878;26.252;14.994
4713.94;58.99;26.255;14.995
4714.945;58.848;26.252;14.994
4715.936;58.955;26.252;14.993
4716.933;58.948;26.254;14.994
4717.941;59.023;26.256;14.996
4718.935;58.983;26.255;14.996
4719.937;58.924;26.257;14.997
4720.946;59.045;26.258;14.997
4721.941;58.957;26.258;14.997
4722.942;58.876;26.259;14.998
4723.941;59.021;26.251;14.995
4724.98;59.136;26.257;14.997
4725.968;59.054;26.259;14.998
4726.955;58.837;26.254;14.996
4727.95;59.08;26.259;14.999
4728.934;58.868;26.256;14.997
4729.927;59.042;26.262;15.001
4730.943;58.808;26.258;14.999
4731.955;58.998;26.266;15.003
4732.952;58.828;26.264;15.003
4733.961;58.804;26.264;15.003
4734.97;59.075;26.267;15.005
4736.007;59.047;26.268;15.005
4736.99;58.789;26.266;15.004
4737.987;58.901;26.266;15.005
4738.992;58.879;26.267;15.005
4740.046;59.057;26.27;15.007
4741.05;59.029;26.269;15.006
4742.064;58.926;26.269;15.005
4743.055;59.05;26.269;15.006
4744.034;58.821;26.27;15.007
4745.091;58.874;26.269;15.007
4746.067;58.839;26.271;15.008
4747.056;59.406;26.259;15.002
4748.055;58.947;26.258;14.999
4749.047;58.875;26.258;14.999
4750.049;58.972;26.26;14.999
4751.03;58.866;26.257;14.998
4752.035;59.007;26.26;14.999
4753.038;58.88;26.253;14.995
4754.025;58.925;26.258;14.997
4755.028;58.887;26.255;14.996
4756.058;58.903;26.255;14.996
4757.052;58.916;26.256;14.997
4758.046;59.031;26.262;15
4759.053;58.947;26.262;15.001
4760.073;58.903;26.259;15
4761.128;58.812;26.258;14.998
4762.131;58.97;26.261;15
4763.126;59.016;26.262;15
4764.111;58.974;26.263;15.001
4765.1;59.019;26.263;15.001
4766.086;59.033;26.263;15.001
4767.089;58.872;26.262;15.001
4768.071;58.893;26.26;15
4769.058;58.794;26.26;14.999
4770.04;58.951;26.263;15.001
4771.017;59;26.265;15.003
4772.039;58.914;26.266;15.003
4773.033;58.817;26.259;14.999
4774.038;58.804;26.261;15
4775.013;58.964;26.265;15.003
4776.026;58.833;26.259;14.999
4777.016;58.904;26.261;15.001
4778.032;58.871;26.262;15.002
4779.026;59.098;26.267;15.005
4780.025;58.959;26.267;15.004
4781.022;58.77;26.262;15.001
4782.014;59.032;26.266;15.003
4783.015;58.93;26.264;15.002
4784.03;58.828;26.26;15
4785.084;58.812;26.261;15.001
4786.085;58.942;26.262;15.001
4787.071;58.957;26.265;15.003
4788.092;58.867;26.268;15.005
4789.108;58.968;26.267;15.004
4790.102;58.907;26.268;15.004
4791.136;58.916;26.268;15.005
4792.133;58.903;26.27;15.006
4793.111;58.786;26.267;15.005
4794.113;58.841;26.27;15.008
4795.111;58.817;26.263;15.001
4796.093;58.789;26.254;14.995
4797.098;59.012;26.258;14.997
4798.087;59.06;26.257;14.997
4799.072;59.049;26.258;14.997
4800.052;58.897;26.258;14.997
4801.058;58.826;26.254;14.995
4802.053;58.871;26.257;14.996
4803.047;59.045;26.259;14.999
4804.037;58.975;26.262;15
4805.031;59;26.262;15
4806.035;58.927;26.258;14.999
4807.043;58.883;26.261;15.001
4808.03;58.911;26.261;15.001
4809.033;58.99;26.265;15.003
4810.045;58.846;26.26;15
4811.095;58.765;26.262;15.001
4812.091;58.791;26.264;15.003
4813.084;59.045;26.268;15.005
4814.094;58.999;26.267;15.004
4815.096;59.05;26.268;15.005
4816.091;58.947;26.267;15.004
4817.149;58.806;26.265;15.004
4818.139;58.967;26.27;15.007
4819.144;58.763;26.267;15.005
4820.272;58.807;26.273;15.008
4821.269;58.905;26.255;14.995
4822.263;58.783;26.247;14.99
4823.257;58.685;26.246;14.989
4824.265;58.925;26.25;14.991
4825.254;58.868;26.251;14.992
4826.26;58.988;26.251;14.992
4827.264;58.805;26.248;14.99
4828.271;58.93;26.251;14.992
4829.263;58.857;26.249;14.991
4830.249;58.793;26.249;14.991
4831.27;58.977;26.256;14.995
4832.258;59.007;26.255;14.996
4833.244;58.9;26.25;14.992
4834.23;58.969;26.256;14.996
4835.221;58.843;26.25;14.993
4836.219;58.844;26.251;14.993
4837.233;58.831;26.252;14.994
4838.237;59.031;26.258;14.997
4839.253;58.88;26.26;14.998
4840.25;59.032;26.261;14.999
4841.24;58.903;26.26;14.998
4842.241;58.886;26.257;14.998
4843.242;58.967;26.259;14.998
4844.259;58.872;26.262;15
4845.244;58.854;26.258;14.998
4846.217;58.947;26.262;15
4847.229;58.929;26.262;15
4848.229;58.869;26.262;15.001
4849.22;58.768;26.255;14.996
4850.213;58.859;26.257;14.997
4851.199;58.811;26.254;14.996
4852.187;58.809;26.255;14.996
4853.19;59.078;26.259;14.999
4854.199;58.95;26.263;15.001
4855.192;58.889;26.258;14.998
4856.19;58.854;26.259;14.999
4857.187;58.935;26.262;15.001
4858.199;58.875;26.256;14.997
4859.198;58.845;26.26;14.999
4860.175;58.938;26.257;14.997
4861.183;58.834;26.256;14.997
4862.213;58.878;26.261;14.999
4863.204;58.826;26.257;14.997
4864.221;58.817;26.257;14.997
4865.212;58.852;26.256;14.997
4866.198;58.847;26.256;14.997
4867.199;59.005;26.259;14.998
4868.177;58.993;26.259;14.998
4869.209;58.934;26.257;14.998
4870.193;58.973;26.259;14.998
4871.195;58.801;26.256;14.997
4872.19;58.886;26.261;15
4873.199;58.943;26.26;14.999
4874.189;58.953;26.26;14.999
4875.181;58.877;26.256;14.997
4876.171;58.95;26.261;15
4877.163;58.83;26.258;14.999
4878.156;58.779;26.257;14.998
4879.16;59.004;26.262;15
4880.158;58.964;26.263;15.001
4881.17;59.01;26.262;15.001
4882.181;58.88;26.261;15.001
4883.187;58.996;26.266;15.003
4884.233;58.876;26.262;15.002
4885.236;58.952;26.267;15.005
4886.289;58.83;26.266;15.004
4887.317;58.991;26.271;15.008
4888.306;58.79;26.268;15.006
4889.286;58.783;26.268;15.006
4890.292;58.85;26.269;15.006
4891.323;58.821;26.269;15.007
4892.428;59.016;26.279;15.013
4893.417;58.785;26.262;15.001
4894.421;58.782;26.261;15.001
4895.421;58.78;26.262;15.001
4896.43;58.857;26.262;15.002
4897.435;59.087;26.265;15.003
4898.416;58.767;26.261;15.001
4899.408;59.003;26.267;15.004
4900.43;58.92;26.268;15.004
4901.434;58.755;26.263;15.002
4902.428;58.808;26.262;15.002
4903.431;58.823;26.264;15.003
4904.428;58.843;26.265;15.003
4905.425;59.016;26.269;15.006
4906.423;58.838;26.263;15.002
4907.444;58.933;26.266;15.003
4908.485;58.748;26.263;15.002
4909.497;58.79;26.264;15.003
4910.509;58.964;26.268;15.005
4911.516;58.857;26.265;15.004
4912.522;58.741;26.268;15.006
4913.506;58.808;26.269;15.007
4914.512;58.765;26.261;14.999
4915.518;59.031;26.26;14.999
4916.52;58.969;26.258;14.998
4917.563;58.968;26.257;14.997
4918.576;58.847;26.255;14.996
4919.581;58.987;26.26;14.999
4920.584;58.937;26.26;14.999
4921.581;58.816;26.257;14.998
4922.592;58.828;26.258;14.998
4923.604;58.871;26.255;14.996
4924.596;58.941;26.26;14.999
4925.608;58.888;26.262;15
4926.616;58.795;26.26;15
4927.641;58.741;26.26;15
4928.629;58.965;26.264;15.002
4929.627;58.844;26.26;15
4930.651;58.924;26.266;15.004
4931.63;58.952;26.268;15.005
4932.665;58.974;26.268;15.005
4933.658;58.939;26.267;15.004
4934.673;58.839;26.264;15.003
4935.683;58.78;26.269;15.005
4936.668;58.948;26.27;15.006
4937.68;58.807;26.267;15.005
4938.679;58.945;26.26;14.999
4939.684;58.727;26.258;14.998
4940.689;58.974;26.261;14.999
4941.68;58.768;26.258;14.998
4942.673;58.941;26.261;14.999
4943.715;58.917;26.26;14.999
4944.699;59.025;26.261;14.999
4945.704;58.983;26.262;15
4946.709;58.94;26.263;15.001
4947.698;58.819;26.259;14.999
4948.698;58.838;26.265;15.002
4949.718;58.73;26.261;15.001
4950.724;58.91;26.266;15.003
4951.731;58.826;26.264;15.003
4952.726;58.859;26.272;15.008
4953.717;58.794;26.269;15.007
4954.722;59.077;26.271;15.007
4955.821;58.889;26.281;15.013
4956.816;58.859;26.253;14.994
4957.814;58.927;26.256;14.996
4958.811;58.87;26.256;14.995
4959.829;58.79;26.251;14.992
4960.814;58.747;26.25;14.992
4961.821;58.921;26.256;14.995
4962.797;58.903;26.256;14.996
4963.788;59;26.258;14.997
4964.771;58.916;26.259;14.997
4965.782;58.891;26.259;14.997
4966.768;58.895;26.258;14.998
4967.761;58.772;26.255;14.996
4968.752;58.832;26.255;14.996
4969.75;58.885;26.256;14.997
4970.742;58.771;26.256;14.996
4971.742;58.858;26.259;14.998
4972.74;58.784;26.258;14.998
4973.732;58.971;26.261;15
4974.741;58.808;26.26;15
4975.737;58.841;26.264;15.001
4976.733;58.904;26.262;15.001
4977.728;58.848;26.262;15.002
4978.723;58.786;26.265;15.004
4979.739;58.833;26.265;15.003
4980.744;58.756;26.265;15.003
4981.739;58.907;26.269;15.005
4982.74;58.867;26.271;15.007
4983.743;58.901;26.265;15.004
4984.76;58.828;26.266;15.004
4985.751;58.758;26.267;15.005
4986.735;58.834;26.271;15.007
4987.797;58.992;26.256;14.997
4988.788;58.946;26.259;14.998
4989.834;58.836;26.255;14.996
4990.879;58.658;26.255;14.995
4991.907;58.731;26.255;14.996
4992.934;58.895;26.258;14.997
4993.92;58.833;26.253;14.995
4994.929;58.94;26.257;14.997
4995.935;58.964;26.258;14.997
4996.961;58.833;26.254;14.995
4997.961;58.928;26.258;14.997
4998.967;58.948;26.258;14.997
4999.975;58.922;26.26;14.999
5000.969;58.922;26.258;14.997
