IDs:;DNAJB6_meas1;01_DNAJB6_00_439_uM_to_buffer;
Concentration [uM]:;0.439;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
1697.642;59.387;26.253;15.002
1698.648;59.426;26.251;15.001
1699.665;59.465;26.254;15.003
1700.669;59.363;26.256;15.004
1701.706;59.447;26.253;15.003
1702.685;59.464;26.257;15.005
1703.688;59.286;26.257;15.005
1704.695;59.238;26.252;15
1705.692;59.363;26.242;14.993
1706.696;59.335;26.239;14.99
1707.689;59.354;26.239;14.991
1708.689;59.381;26.239;14.991
1709.699;59.327;26.238;14.991
1710.695;59.327;26.239;14.991
1711.706;59.314;26.239;14.99
1712.708;59.353;26.24;14.992
1713.698;59.39;26.237;14.99
1714.702;59.348;26.239;14.991
1715.724;59.381;26.239;14.991
1716.723;59.349;26.24;14.992
1717.76;59.342;26.238;14.991
1718.771;59.27;26.234;14.987
1719.787;59.365;26.238;14.991
1720.783;59.339;26.239;14.991
1721.83;59.384;26.238;14.99
1722.826;59.432;26.241;14.993
1723.874;59.493;26.24;14.992
1724.882;59.378;26.241;14.992
1725.883;59.407;26.242;14.993
1726.886;59.477;26.242;14.994
1727.872;59.362;26.244;14.994
1728.893;59.353;26.244;14.994
1729.903;59.35;26.24;14.992
1730.886;59.363;26.241;14.992
1731.933;59.296;26.242;14.993
1732.949;59.398;26.241;14.993
1733.954;59.347;26.243;14.994
1734.939;59.317;26.243;14.994
1735.921;59.353;26.245;14.995
1736.921;59.431;26.248;14.998
1737.936;59.437;26.247;14.997
1738.985;59.421;26.249;14.998
1739.984;59.368;26.248;14.998
1740.988;59.452;26.25;14.999
1742.004;59.407;26.255;15.003
1742.983;59.407;26.255;15.003
1743.981;59.393;26.258;15.005
1744.993;59.474;26.261;15.007
1745.99;59.433;26.262;15.008
1746.968;59.388;26.263;15.009
1747.971;59.395;26.264;15.01
1748.974;59.457;26.264;15.01
1749.973;59.445;26.265;15.011
1750.959;59.443;26.266;15.012
1751.969;59.407;26.267;15.012
1752.959;59.411;26.256;15.004
1753.956;59.396;26.256;15.004
1754.956;59.445;26.256;15.004
1755.938;59.381;26.259;15.006
1756.921;59.398;26.261;15.007
1757.913;59.389;26.261;15.008
1758.923;59.452;26.261;15.008
1759.935;59.399;26.263;15.009
1760.933;59.351;26.266;15.011
1761.917;59.682;26.255;15.004
1762.925;59.439;26.247;14.998
1763.943;59.333;26.25;14.999
1764.939;59.411;26.249;14.999
1765.938;59.368;26.249;14.999
1766.92;59.438;26.25;14.999
1767.925;59.405;26.248;14.997
1768.929;59.389;26.247;14.997
1769.932;59.408;26.249;14.998
1770.938;59.39;26.25;14.999
1771.945;59.437;26.251;15
1772.929;59.354;26.25;15
1773.94;59.484;26.253;15.002
1774.933;59.406;26.253;15.001
1775.93;59.423;26.255;15.004
1776.929;59.394;26.255;15.003
1777.91;59.469;26.255;15.004
1778.914;59.442;26.255;15.003
1779.912;59.41;26.257;15.005
1780.898;59.394;26.258;15.005
1781.936;59.448;26.257;15.005
1782.942;59.385;26.258;15.005
1783.927;59.431;26.261;15.007
1784.928;59.432;26.261;15.008
1785.942;59.383;26.262;15.009
1786.919;59.853;26.253;15.004
1787.924;59.407;26.247;14.997
1788.961;59.349;26.249;14.998
1789.954;59.409;26.246;14.997
1790.978;59.378;26.246;14.997
1791.972;59.371;26.245;14.995
1792.98;59.324;26.245;14.995
1793.971;59.409;26.245;14.996
1794.961;59.389;26.246;14.996
1795.984;59.358;26.248;14.998
1797;59.383;26.251;15
1798.011;59.331;26.253;15.001
1799;59.43;26.25;14.999
1800.016;59.377;26.251;14.999
1801.006;59.428;26.252;15.001
1801.984;59.44;26.254;15.002
1802.974;59.426;26.255;15.003
1803.993;59.411;26.254;15.002
1805.023;59.352;26.254;15.002
1806.023;59.398;26.256;15.004
1807.018;59.393;26.256;15.003
1808.015;59.426;26.255;15.004
1809.019;59.418;26.258;15.005
1810.029;59.392;26.26;15.007
1811.031;59.421;26.26;15.007
1812.037;59.349;26.261;15.007
1813.045;59.391;26.261;15.008
1814.032;59.351;26.262;15.008
1815.034;59.421;26.25;14.999
1816.04;59.358;26.244;14.995
1817.016;59.391;26.242;14.993
1818.017;59.354;26.241;14.993
1819.034;59.292;26.238;14.99
1820.032;59.308;26.238;14.991
1821.033;59.35;26.238;14.991
1822.028;59.386;26.238;14.991
1822.999;59.356;26.239;14.991
1823.996;59.384;26.238;14.99
1825;59.28;26.237;14.99
1825.995;59.408;26.24;14.991
1827.002;59.354;26.24;14.991
1828.017;59.389;26.24;14.992
1829;59.387;26.241;14.992
1829.989;59.419;26.242;14.993
1830.972;59.348;26.241;14.992
1831.968;59.341;26.241;14.992
1832.961;59.516;26.24;14.992
1833.945;59.368;26.239;14.991
1834.936;59.36;26.24;14.992
1835.936;59.416;26.24;14.992
1836.936;59.378;26.24;14.991
1837.946;59.41;26.242;14.993
1838.941;59.43;26.24;14.993
1839.926;59.345;26.241;14.992
1840.909;59.306;26.243;14.993
1841.904;59.394;26.241;14.993
1842.913;59.401;26.241;14.992
1843.916;59.405;26.243;14.994
1844.92;59.44;26.243;14.995
1845.937;59.396;26.246;14.996
1846.946;59.421;26.244;14.995
1847.919;59.377;26.245;14.995
1848.941;59.304;26.244;14.995
1849.933;59.366;26.245;14.996
1850.929;59.399;26.247;14.997
1851.926;59.399;26.245;14.996
1852.91;59.351;26.244;14.994
1853.922;59.411;26.244;14.995
1854.918;59.358;26.243;14.994
1855.901;59.354;26.243;14.993
1856.9;59.356;26.245;14.996
1857.894;59.391;26.245;14.995
1858.915;59.405;26.244;14.995
1859.933;59.281;26.244;14.995
1860.915;59.349;26.244;14.994
1861.941;59.327;26.242;14.993
1862.961;59.373;26.244;14.995
1863.966;59.416;26.245;14.996
1864.97;59.371;26.245;14.995
1865.972;59.454;26.246;14.996
1867.015;59.401;26.246;14.996
1868.034;59.357;26.247;14.996
1869.032;59.365;26.247;14.997
1870.052;59.382;26.25;14.999
1871.053;59.409;26.251;15
1872.043;59.461;26.253;15.001
1873.047;59.449;26.252;15.001
1874.08;59.29;26.251;15
1875.097;59.352;26.253;15.002
1876.08;59.454;26.255;15.003
1877.074;59.382;26.254;15.002
1878.075;59.438;26.255;15.003
1879.09;59.448;26.256;15.004
1880.105;59.394;26.258;15.005
1881.125;59.365;26.26;15.006
1882.146;59.36;26.259;15.006
1883.13;59.431;26.262;15.008
1884.182;59.371;26.263;15.009
1885.165;59.43;26.265;15.01
1886.165;59.392;26.264;15.01
1887.144;59.376;26.263;15.009
1888.155;59.397;26.265;15.01
1889.185;59.404;26.267;15.012
1890.17;59.381;26.266;15.012
1891.158;59.431;26.269;15.014
1892.172;59.991;26.261;15.01
1893.183;59.456;26.26;15.007
1894.168;59.399;26.259;15.006
1895.167;59.355;26.261;15.007
1896.144;59.395;26.26;15.007
1897.125;59.443;26.258;15.006
1898.129;59.402;26.259;15.006
1899.114;59.371;26.262;15.008
1900.121;59.384;26.26;15.007
1901.122;59.504;26.263;15.009
1902.105;59.425;26.263;15.009
1903.099;59.398;26.263;15.009
1904.109;59.373;26.265;15.011
1905.115;59.368;26.264;15.01
1906.096;59.455;26.263;15.01
1907.097;59.393;26.266;15.012
1908.096;59.417;26.253;15.002
1909.102;59.411;26.251;15
1910.094;59.366;26.251;15
1911.091;59.422;26.249;14.999
1912.09;59.352;26.252;15
1913.093;59.388;26.252;15
1914.108;59.427;26.25;14.999
1915.101;59.422;26.252;15
1916.141;59.373;26.252;15.001
1917.15;59.357;26.251;15
1918.13;59.361;26.251;15
1919.156;59.374;26.251;15
1920.156;59.443;26.252;15.001
1921.162;59.45;26.251;15
1922.162;59.331;26.254;15.002
1923.209;59.348;26.253;15.002
1924.221;59.428;26.254;15.002
1925.233;59.381;26.256;15.004
1926.243;59.413;26.255;15.003
1927.221;59.346;26.257;15.004
1928.26;59.377;26.258;15.005
1929.271;59.359;26.26;15.007
1930.275;59.423;26.26;15.007
1931.28;59.404;26.261;15.007
1932.27;59.377;26.259;15.006
1933.269;59.441;26.262;15.008
1934.255;59.397;26.264;15.01
1935.268;59.38;26.249;14.998
1936.322;59.446;26.247;14.997
1937.352;59.396;26.243;14.993
1938.348;59.292;26.243;14.993
1939.357;59.362;26.242;14.993
1940.352;59.337;26.243;14.993
1941.335;59.417;26.242;14.994
1942.341;59.422;26.243;14.994
1943.36;59.38;26.243;14.993
1944.374;59.374;26.243;14.994
1945.381;59.35;26.242;14.993
1946.368;59.309;26.242;14.993
1947.357;59.4;26.242;14.993
1948.35;59.389;26.244;14.994
1949.33;59.364;26.245;14.995
1950.333;59.408;26.243;14.994
1951.339;59.326;26.246;14.996
1952.325;59.382;26.246;14.996
1953.321;59.474;26.247;14.998
1954.294;59.311;26.248;14.998
1955.304;59.45;26.248;14.998
1956.307;59.455;26.249;14.999
1957.302;59.437;26.253;15.001
1958.304;59.456;26.253;15.002
1959.303;59.435;26.254;15.003
1960.288;59.398;26.256;15.003
1961.284;59.323;26.256;15.004
1962.282;59.379;26.257;15.005
1963.31;59.39;26.256;15.004
1964.306;59.416;26.258;15.006
1965.309;59.413;26.257;15.005
1966.318;59.335;26.259;15.006
1967.309;59.412;26.261;15.007
1968.296;59.429;26.259;15.006
1969.315;59.427;26.261;15.008
1970.308;59.497;26.259;15.007
1971.316;59.377;26.261;15.008
1972.319;59.473;26.261;15.008
1973.314;59.478;26.264;15.01
1974.305;59.394;26.253;15.002
1975.298;59.341;26.252;15
1976.317;59.302;26.251;15
1977.298;59.297;26.25;14.999
1978.293;59.425;26.249;14.999
1979.283;59.337;26.25;14.999
1980.298;59.315;26.25;14.999
1981.29;59.31;26.25;14.999
1982.279;59.332;26.252;15
1983.289;59.443;26.251;15
1984.299;59.388;26.252;15
1985.305;59.434;26.251;14.999
1986.303;59.418;26.25;14.999
1987.305;59.403;26.251;15
1988.282;59.371;26.252;15.001
1989.324;59.349;26.254;15.002
1990.351;59.43;26.254;15.002
1991.352;59.405;26.254;15.002
1992.35;59.349;26.256;15.003
1993.368;59.348;26.257;15.004
1994.376;59.377;26.258;15.005
1995.398;59.395;26.258;15.005
1996.381;59.372;26.259;15.006
1997.388;59.362;26.259;15.006
1998.4;59.387;26.261;15.007
1999.422;59.375;26.262;15.008
2000.443;59.021;26.253;15
2001.46;59.425;26.25;14.999
2002.452;59.409;26.248;14.998
2003.466;59.367;26.246;14.996
2004.487;59.328;26.245;14.995
2005.488;59.407;26.246;14.996
2006.49;59.372;26.245;14.996
2007.476;59.341;26.244;14.995
2008.466;59.319;26.245;14.995
2009.477;59.387;26.246;14.996
2010.461;59.426;26.247;14.997
2011.443;59.325;26.251;15
2012.472;59.312;26.252;15
2013.467;59.407;26.253;15.001
2014.476;59.39;26.252;15.001
2015.462;59.359;26.253;15.001
2016.452;59.318;26.254;15.002
2017.462;59.431;26.254;15.002
2018.464;59.374;26.257;15.004
2019.469;59.395;26.257;15.004
2020.485;59.388;26.259;15.006
2021.507;59.489;26.258;15.005
2022.489;59.39;26.259;15.006
2023.488;59.378;26.261;15.007
2024.485;59.444;26.261;15.008
2025.493;59.387;26.263;15.009
2026.49;59.198;26.253;15
2027.517;59.376;26.25;14.999
2028.519;59.359;26.25;14.999
2029.522;59.372;26.252;15
2030.563;59.392;26.25;14.999
2031.576;59.347;26.25;14.999
2032.586;59.342;26.25;14.999
2033.569;59.396;26.25;14.999
2034.582;59.365;26.252;15.001
2035.579;59.421;26.252;15
2036.592;59.414;26.253;15.001
2037.612;59.388;26.253;15.002
2038.614;59.378;26.253;15.002
2039.619;59.446;26.254;15.002
2040.644;59.363;26.256;15.003
2041.627;59.342;26.256;15.003
2042.62;59.375;26.257;15.005
2043.63;59.375;26.257;15.004
2044.689;59.433;26.258;15.006
2045.761;59.416;26.261;15.007
2046.735;59.326;26.245;14.995
2047.729;59.259;26.241;14.992
2048.723;59.344;26.242;14.993
2049.732;59.252;26.241;14.992
2050.741;59.274;26.242;14.992
2051.739;59.326;26.242;14.993
2052.749;59.388;26.242;14.993
2053.802;59.395;26.243;14.994
2054.807;59.317;26.242;14.993
2055.798;59.338;26.242;14.993
2056.794;59.322;26.243;14.994
2057.803;59.391;26.243;14.993
2058.805;59.37;26.244;14.995
2059.785;59.403;26.246;14.996
2060.777;59.372;26.246;14.996
2061.769;59.36;26.247;14.996
2062.765;59.387;26.247;14.997
2063.765;59.368;26.244;14.995
2064.766;59.4;26.246;14.996
2065.785;59.338;26.247;14.997
2066.775;59.42;26.249;14.998
2067.768;59.444;26.248;14.998
2068.784;59.372;26.249;14.998
2069.786;59.39;26.25;14.999
2070.771;59.468;26.251;15
2071.733;59.406;26.253;15.001
2072.794;59.368;26.251;14.999
2073.81;59.405;26.252;15.001
2074.8;59.37;26.251;15
2075.81;59.408;26.254;15.002
2076.798;59.386;26.256;15.003
2077.803;59.341;26.258;15.004
2078.805;59.391;26.258;15.005
2079.838;59.359;26.259;15.006
2080.858;59.326;26.259;15.005
2081.866;59.37;26.26;15.006
2082.861;59.379;26.259;15.006
2083.851;59.397;26.262;15.008
2084.848;59.423;26.262;15.008
2085.86;59.298;26.255;15.002
2086.873;59.289;26.249;14.998
2087.878;59.347;26.244;14.994
2088.879;59.319;26.243;14.993
2089.88;59.34;26.242;14.992
2090.858;59.32;26.242;14.992
2091.876;59.38;26.243;14.993
2092.876;59.4;26.241;14.992
2093.869;59.264;26.242;14.993
2094.863;59.292;26.244;14.994
2095.871;59.364;26.243;14.993
2096.853;59.412;26.244;14.995
2097.829;59.287;26.242;14.993
2098.843;59.407;26.242;14.993
2099.842;59.375;26.245;14.995
2100.85;59.353;26.244;14.994
2101.843;59.243;26.246;14.995
2102.848;59.347;26.243;14.993
2103.854;59.37;26.244;14.995
2104.844;59.373;26.245;14.995
2105.844;59.382;26.245;14.995
2106.859;59.413;26.246;14.996
2107.879;59.402;26.247;14.997
2108.875;59.308;26.249;14.998
2109.878;59.354;26.249;14.998
2110.883;59.435;26.251;15
2111.878;59.366;26.253;15.001
2112.878;59.394;26.251;15
2113.936;59.338;26.254;15.002
2114.951;59.385;26.255;15.003
2115.942;59.364;26.257;15.004
2116.935;59.387;26.258;15.005
2117.938;59.367;26.26;15.006
2118.947;59.334;26.262;15.008
2119.967;59.339;26.262;15.008
2120.954;59.388;26.263;15.009
2121.95;59.346;26.265;15.01
2122.946;59.384;26.264;15.009
2123.951;59.4;26.267;15.012
2124.954;59.151;26.258;15.003
2125.967;59.259;26.232;14.985
2126.97;59.202;26.224;14.979
2127.972;59.247;26.222;14.978
2128.973;59.28;26.22;14.976
2129.966;59.248;26.222;14.978
2130.961;59.374;26.222;14.978
2131.95;59.234;26.221;14.977
2132.965;59.334;26.222;14.977
2133.938;59.236;26.223;14.978
2134.943;59.288;26.219;14.976
2135.94;59.308;26.228;14.982
2136.969;59.347;26.228;14.983
2137.982;59.277;26.229;14.983
2138.995;59.195;26.231;14.984
2140.033;59.346;26.232;14.985
2141.041;59.267;26.23;14.984
2142.037;59.271;26.232;14.985
2143.074;59.314;26.231;14.985
2144.096;59.395;26.232;14.985
2145.107;59.343;26.232;14.986
2146.117;59.319;26.231;14.985
2147.106;59.332;26.235;14.987
2148.117;59.346;26.235;14.988
2149.121;59.257;26.237;14.989
2150.11;59.319;26.238;14.99
2151.121;59.393;26.236;14.989
2152.114;59.313;26.239;14.99
2153.11;59.302;26.241;14.992
2154.099;59.356;26.243;14.993
2155.091;59.412;26.243;14.994
2156.092;59.414;26.245;14.995
2157.136;59.282;26.244;14.994
2158.134;59.346;26.244;14.995
2159.123;59.316;26.248;14.997
2160.155;59.372;26.248;14.997
2161.145;59.302;26.25;14.998
2162.197;59.342;26.25;14.999
2163.184;59.395;26.254;15.002
2164.199;59.394;26.255;15.003
2165.195;59.322;26.253;15.001
2166.198;59.47;26.246;14.996
2167.322;59.36;26.231;14.985
2168.325;59.411;26.262;15.008
2169.347;59.402;26.259;15.006
2170.353;59.376;26.262;15.008
2171.338;59.36;26.263;15.009
2172.337;59.401;26.264;15.009
2173.343;59.343;26.265;15.01
2174.356;59.369;26.265;15.01
2175.341;59.396;26.267;15.011
2176.338;59.395;26.268;15.012
2177.34;59.399;26.269;15.013
2178.338;59.329;26.271;15.014
2179.338;59.33;26.271;15.014
2180.334;59.343;26.268;15.012
2181.336;59.395;26.271;15.015
2182.352;59.354;26.271;15.015
2183.331;59.421;26.269;15.014
2184.329;59.417;26.271;15.015
2185.376;59.383;26.271;15.015
2186.384;59.346;26.272;15.015
2187.37;59.37;26.274;15.017
2188.364;59.425;26.275;15.017
2189.364;59.654;26.266;15.013
2190.354;59.373;26.27;15.014
2191.354;59.419;26.269;15.014
2192.352;59.381;26.269;15.013
2193.378;59.397;26.269;15.013
2194.372;59.407;26.268;15.013
2195.403;59.413;26.27;15.014
2196.403;59.284;26.266;15.011
2197.399;59.377;26.265;15.01
2198.385;59.323;26.265;15.009
2199.369;59.398;26.26;15.006
2200.348;59.38;26.264;15.009
2201.362;59.402;26.265;15.01
2202.368;59.353;26.264;15.009
2203.353;59.385;26.266;15.011
2204.34;59.334;26.267;15.012
2205.338;59.467;26.268;15.013
2206.338;59.481;26.268;15.013
2207.316;59.682;26.252;15.003
2208.308;59.384;26.25;14.999
2209.307;59.275;26.25;14.998
2210.291;59.358;26.249;14.998
2211.291;59.207;26.249;14.998
2212.284;59.354;26.246;14.996
2213.281;59.331;26.246;14.996
2214.301;59.375;26.246;14.996
2215.293;59.384;26.246;14.996
2216.283;59.349;26.246;14.996
2217.267;59.372;26.248;14.997
2218.277;59.42;26.25;14.999
2219.264;59.36;26.252;15
2220.265;59.398;26.253;15.001
2221.267;59.352;26.254;15.001
2222.278;59.35;26.254;15.001
2223.27;59.392;26.252;15.001
2224.266;59.359;26.256;15.003
2225.268;59.324;26.256;15.003
2226.283;59.33;26.257;15.004
2227.311;59.311;26.258;15.004
2228.305;59.354;26.255;15.002
2229.284;59.404;26.257;15.004
2230.268;59.384;26.257;15.004
2231.278;59.357;26.261;15.007
2232.26;59.337;26.261;15.007
2233.246;59.35;26.261;15.006
2234.231;59.385;26.262;15.008
2235.22;59.444;26.264;15.009
2236.233;59.368;26.263;15.009
2237.222;59.401;26.265;15.01
2238.226;59.395;26.265;15.01
2239.213;59.283;26.266;15.011
2240.211;59.093;26.256;15.002
2241.202;59.297;26.251;15
2242.21;59.383;26.25;14.999
2243.211;59.352;26.252;15
2244.211;59.281;26.253;15
2245.188;59.325;26.251;15
2246.201;59.387;26.252;15
2247.249;59.365;26.253;15.001
2248.269;59.324;26.253;15.001
2249.255;59.418;26.253;15.002
2250.247;59.266;26.253;15.001
2251.236;59.313;26.253;15.001
2252.218;59.404;26.254;15.002
2253.24;59.371;26.254;15.002
2254.265;59.477;26.256;15.004
2255.277;59.35;26.256;15.003
2256.27;59.313;26.258;15.005
2257.26;59.333;26.258;15.005
2258.267;59.397;26.259;15.005
2259.262;59.327;26.261;15.007
2260.263;59.352;26.261;15.007
2261.366;59.361;26.268;15.011
2262.359;59.356;26.248;14.997
2263.347;59.359;26.247;14.997
2264.352;59.31;26.247;14.996
2265.354;59.3;26.247;14.996
2266.348;59.398;26.246;14.996
2267.337;59.365;26.245;14.995
2268.313;59.389;26.245;14.995
2269.313;59.351;26.247;14.997
2270.318;59.353;26.249;14.998
2271.318;59.302;26.249;14.998
2272.308;59.374;26.248;14.997
2273.31;59.294;26.25;14.999
2274.373;59.347;26.249;14.998
2275.377;59.414;26.25;14.999
2276.364;59.347;26.249;14.998
2277.372;59.314;26.25;14.999
2278.355;59.266;26.251;14.999
2279.344;59.328;26.251;14.999
2280.393;59.449;26.251;14.999
2281.382;59.306;26.254;15.002
2282.379;59.417;26.251;15
2283.367;59.361;26.254;15.002
2284.37;59.383;26.254;15.002
2285.351;59.363;26.254;15.002
2286.35;59.356;26.256;15.003
2287.352;59.303;26.258;15.004
2288.36;59.324;26.26;15.005
2289.348;59.325;26.258;15.004
2290.353;59.36;26.26;15.006
2291.358;59.276;26.261;15.006
2292.349;59.388;26.259;15.006
2293.343;59.353;26.261;15.007
2294.351;59.295;26.263;15.008
2295.365;59.328;26.265;15.01
2296.379;59.318;26.25;14.999
2297.374;59.299;26.25;14.998
2298.369;59.279;26.248;14.997
2299.352;59.325;26.246;14.996
2300.356;59.407;26.246;14.996
2301.339;59.306;26.247;14.996
2302.331;59.289;26.245;14.994
2303.339;59.311;26.247;14.996
2304.311;59.311;26.246;14.996
2305.333;59.283;26.248;14.997
2306.336;59.364;26.247;14.996
2307.368;59.337;26.249;14.998
2308.373;59.402;26.249;14.998
2309.368;59.37;26.249;14.998
2310.369;59.361;26.249;14.998
2311.351;59.43;26.25;14.999
2312.345;59.377;26.252;15
2313.396;59.327;26.252;15
2314.386;59.369;26.255;15.003
2315.406;59.368;26.256;15.003
2316.398;59.244;26.256;15.003
2317.378;59.32;26.255;15.002
2318.434;59.388;26.256;15.003
2319.412;59.392;26.257;15.004
2320.453;59.296;26.26;15.006
2321.463;59.337;26.261;15.007
2322.465;59.335;26.261;15.007
2323.467;59.34;26.261;15.007
2324.465;59.014;26.256;15.001
2325.452;59.359;26.247;14.996
2326.467;59.309;26.246;14.996
2327.467;59.22;26.242;14.992
2328.46;59.301;26.243;14.993
2329.464;59.285;26.241;14.992
2330.447;59.3;26.243;14.993
2331.437;59.308;26.243;14.993
2332.428;59.38;26.244;14.994
2333.418;59.302;26.243;14.994
2334.406;59.308;26.24;14.991
2335.407;59.395;26.24;14.991
2336.412;59.31;26.241;14.992
2337.423;59.335;26.242;14.992
2338.422;59.367;26.242;14.993
2339.421;59.33;26.244;14.994
2340.429;59.356;26.246;14.996
2341.406;59.364;26.247;14.996
2342.429;59.378;26.247;14.996
2343.435;59.28;26.245;14.995
2344.443;59.343;26.247;14.996
2345.431;59.32;26.251;14.999
2346.418;59.342;26.255;15.002
2347.399;59.314;26.256;15.003
2348.431;59.363;26.257;15.004
2349.409;59.344;26.258;15.005
2350.417;59.359;26.259;15.005
2351.456;59.371;26.261;15.007
2352.498;59.342;26.263;15.008
2353.509;59.482;26.264;15.009
2354.521;59.285;26.267;15.011
2355.516;59.409;26.265;15.01
2356.533;59.346;26.254;15.002
2357.539;59.319;26.251;14.999
2358.566;59.391;26.248;14.997
2359.556;59.348;26.246;14.995
2360.555;59.379;26.246;14.996
2361.552;59.364;26.245;14.994
2362.549;59.279;26.247;14.995
2363.571;59.247;26.248;14.996
2364.559;59.262;26.249;14.998
2365.541;59.22;26.249;14.997
2366.544;59.406;26.249;14.998
2367.554;59.382;26.25;14.998
2368.545;59.364;26.251;14.999
2369.54;59.349;26.25;14.999
2370.514;59.382;26.251;14.999
2371.526;59.317;26.253;15.001
2372.517;59.254;26.254;15.001
2373.504;59.318;26.255;15.001
2374.502;59.444;26.255;15.003
2375.504;59.288;26.256;15.003
2376.512;59.368;26.258;15.005
2377.509;59.354;26.261;15.007
2378.495;59.387;26.264;15.009
2379.482;59.394;26.263;15.008
2380.491;59.387;26.264;15.009
2381.49;59.396;26.264;15.009
2382.478;59.397;26.263;15.009
2383.49;59.481;26.248;14.998
2384.544;59.299;26.246;14.996
2385.519;59.254;26.246;14.995
2386.518;59.34;26.245;14.995
2387.584;59.257;26.248;14.997
2388.564;59.376;26.246;14.995
2389.557;59.364;26.249;14.998
2390.562;59.312;26.251;14.998
2391.572;59.431;26.25;14.999
2392.609;59.274;26.252;15
2393.653;59.376;26.25;14.999
2394.63;59.394;26.251;14.999
2395.634;59.359;26.252;15
2396.612;59.31;26.253;15
2397.597;59.305;26.254;15.001
2398.576;59.26;26.25;14.998
2399.587;59.363;26.253;15.001
2400.599;59.356;26.252;15
2401.588;59.284;26.253;15
2402.584;59.243;26.252;14.999
2403.586;59.307;26.253;15
2404.591;59.392;26.253;15.001
2405.605;59.261;26.253;15
2406.604;59.26;26.255;15.001
2407.589;59.293;26.256;15.002
2408.57;59.333;26.255;15.002
2409.569;59.351;26.256;15.003
2410.596;59.337;26.257;15.004
2411.596;59.427;26.26;15.006
2412.584;59.311;26.26;15.006
2413.578;59.361;26.255;15.003
2414.585;59.354;26.257;15.003
2415.604;59.324;26.255;15.002
2416.584;59.355;26.255;15.002
2417.589;59.288;26.255;15.002
2418.589;59.332;26.256;15.003
2419.581;59.309;26.258;15.005
2420.57;59.356;26.258;15.005
2421.603;59.305;26.26;15.005
2422.587;59.383;26.258;15.004
2423.583;59.423;26.258;15.004
2424.626;59.327;26.26;15.005
2425.647;59.327;26.259;15.005
2426.624;59.255;26.26;15.005
2427.629;59.324;26.262;15.008
2428.637;59.343;26.261;15.007
2429.682;59.402;26.248;14.997
2430.711;59.418;26.248;14.998
2431.699;59.25;26.249;14.998
2432.703;59.28;26.251;14.999
2433.709;59.267;26.249;14.997
2434.769;59.326;26.247;14.997
2435.762;59.267;26.252;14.999
2436.75;59.392;26.251;14.999
2437.756;59.299;26.252;15
2438.737;59.361;26.252;15
2439.749;59.37;26.25;14.998
2440.787;59.291;26.252;14.999
2441.81;59.319;26.252;15
2442.822;59.282;26.254;15.002
2443.832;59.415;26.256;15.003
2444.841;59.296;26.257;15.003
2445.827;59.277;26.256;15.003
2446.829;59.276;26.256;15.003
2447.835;59.342;26.255;15.003
2448.828;59.311;26.252;14.999
2449.83;59.376;26.255;15.002
2450.828;59.34;26.255;15.002
2451.863;59.274;26.26;15.005
2452.886;59.342;26.258;15.004
2453.885;59.301;26.26;15.006
2454.869;59.295;26.259;15.004
2455.86;59.32;26.26;15.005
2456.968;59.36;26.261;15.006
2457.987;59.349;26.245;14.995
2458.988;59.223;26.246;14.994
2459.98;59.314;26.244;14.994
2460.974;59.384;26.246;14.995
2461.974;59.391;26.245;14.995
2462.955;59.204;26.246;14.994
2463.956;59.306;26.24;14.991
2464.958;59.244;26.242;14.991
2465.954;59.318;26.244;14.994
2466.966;59.356;26.244;14.994
2467.968;59.294;26.247;14.996
2468.972;59.286;26.246;14.995
2469.974;59.28;26.246;14.995
2470.999;59.279;26.246;14.995
2472.006;59.327;26.247;14.996
2473.042;59.285;26.246;14.995
2474.02;59.36;26.248;14.997
2474.999;59.26;26.248;14.997
2476.002;59.293;26.248;14.997
2476.996;59.216;26.248;14.997
2477.997;59.317;26.249;14.998
2478.972;59.301;26.248;14.996
2479.975;59.406;26.249;14.998
2480.97;59.395;26.248;14.997
2481.976;59.282;26.249;14.998
2482.983;59.334;26.253;15
2483.991;59.299;26.252;15
2484.981;59.313;26.253;15
2485.967;59.323;26.253;15.001
2486.977;59.252;26.253;15
2487.977;59.298;26.254;15.001
2488.978;59.391;26.253;15
2489.982;59.308;26.256;15.003
2490.973;59.287;26.255;15.002
2491.974;59.276;26.254;15.001
2492.97;59.01;26.273;15.012
2494.019;59.305;26.234;14.986
2495.034;59.241;26.217;14.973
2496.026;59.24;26.224;14.979
2497.03;59.264;26.221;14.976
2498.037;59.258;26.216;14.973
2499.037;58.952;26.218;14.972
2500.042;59.297;26.232;14.984
2501.03;59.195;26.23;14.983
2502.032;59.31;26.229;14.982
2503.033;59.269;26.231;14.984
2504.023;59.289;26.235;14.986
2505.024;59.25;26.235;14.986
2506.035;59.351;26.234;14.986
2507.028;59.274;26.233;14.985
2508.036;59.224;26.237;14.988
2509.035;59.276;26.236;14.987
2510.045;59.359;26.237;14.989
2511.055;59.23;26.239;14.989
2512.059;59.198;26.241;14.991
2513.043;59.327;26.239;14.99
2514.034;59.291;26.239;14.99
2515.041;59.311;26.239;14.99
2516.046;59.288;26.239;14.99
2517.065;59.382;26.242;14.991
2518.053;59.249;26.242;14.992
2519.066;59.273;26.243;14.993
2520.057;59.355;26.243;14.993
2521.074;59.3;26.243;14.992
2522.064;59.352;26.244;14.994
2523.084;59.339;26.245;14.994
2524.073;59.318;26.246;14.995
