Sample IDs:;251006_251002F_tht_4days;;
Wavelength [nm];Fluorescence intensity [a.u.];Fluorescence intensity [a.u.];Fluorescence intensity [a.u.]
531.039978027344;2.70747208595276;3.28558397293091;2.77580785751343
531.489990234375;2.61371469497681;3.20588254928589;2.68740200996399
531.940002441406;2.64770889282227;3.21127915382385;2.7447726726532
532.530029296875;2.53068685531616;3.14173412322998;2.59860992431641
532.97998046875;2.54262351989746;3.10113024711609;2.62410283088684
533.429992675781;2.5640287399292;3.07988405227661;2.58206224441528
534.02001953125;2.46215534210205;2.96512198448181;2.56551623344421
534.469970703125;2.4407000541687;2.95132875442505;2.51651978492737
535.070007324219;2.39517211914062;2.86251139640808;2.52374172210693
535.52001953125;2.407470703125;2.84900450706482;2.45451712608337
535.969970703125;2.38683938980103;2.78019213676453;2.46750402450562
536.559997558594;2.38668942451477;2.68377232551575;2.3834764957428
537.010009765625;2.34038352966309;2.69858145713806;2.37474417686462
537.460021972656;2.32218647003174;2.58629012107849;2.32163453102112
538.049987792969;2.26051330566406;2.53802418708801;2.29180884361267
538.5;2.27707409858704;2.44052600860596;2.23375034332275
538.950012207031;2.20335674285889;2.33222961425781;2.21056222915649
539.549987792969;2.22182559967041;2.30790543556213;2.15134143829346
540;2.22015357017517;2.26953911781311;2.12619781494141
540.440002441406;2.17670750617981;2.16668081283569;2.14382195472717
541.02001953125;2.17809438705444;2.09684085845947;2.09328198432922
541.469970703125;2.17606282234192;2.06733322143555;2.05430579185486
542.049987792969;2.09541702270508;1.92282295227051;1.98836779594421
542.5;2.10502076148987;1.8496298789978;1.9782543182373
542.940002441406;2.09620499610901;1.82772147655487;1.98225164413452
543.52001953125;2.05827927589417;1.69946348667145;1.91104423999786
543.969970703125;2.03832340240479;1.66874861717224;1.85503041744232
544.549987792969;1.97168564796448;1.63182842731476;1.8256002664566
545;1.9847366809845;1.58596420288086;1.76348853111267
545.440002441406;1.98277235031128;1.574662566185;1.77249455451965
546.02001953125;1.96321511268616;1.48973894119263;1.70563745498657
546.469970703125;1.9442834854126;1.48077750205994;1.68934464454651
547.049987792969;1.86600267887115;1.4345782995224;1.68204867839813
547.5;1.84373497962952;1.40655064582825;1.62722742557526
547.940002441406;1.87191271781921;1.39211201667786;1.57744526863098
548.52001953125;1.75537943840027;1.35863292217255;1.56211221218109
548.969970703125;1.73200714588165;1.32106721401215;1.57293295860291
549.549987792969;1.65506875514984;1.3011679649353;1.47121560573578
550;1.65939319133759;1.29837906360626;1.48507678508759
550.440002441406;1.60780894756317;1.29190480709076;1.39818441867828
551.039978027344;1.56215643882751;1.23681926727295;1.39216732978821
551.489990234375;1.52696716785431;1.192023396492;1.38594150543213
551.940002441406;1.5300931930542;1.19908249378204;1.34363114833832
552.530029296875;1.4310644865036;1.22188246250153;1.34719514846802
552.97998046875;1.412473320961;1.1532666683197;1.29805493354797
553.429992675781;1.38282179832458;1.15077888965607;1.21504974365234
554.02001953125;1.34791541099548;1.12303459644318;1.22354805469513
554.469970703125;1.33178901672363;1.08737647533417;1.2149338722229
555.070007324219;1.29917442798614;1.0607762336731;1.17936158180237
555.52001953125;1.29806053638458;1.10249805450439;1.12381792068481
555.969970703125;1.27906048297882;1.03008842468262;1.11061608791351
556.559997558594;1.22813487052917;1.01820707321167;1.11703205108643
557.010009765625;1.21971035003662;1.00222170352936;1.09188854694366
557.460021972656;1.20300650596619;0.976800739765167;1.08018326759338
558.049987792969;1.23063158988953;0.949008643627167;1.05271875858307
558.5;1.16018891334534;0.966245234012604;1.0486433506012
558.950012207031;1.16651916503906;0.927675008773804;1.01137101650238
559.549987792969;1.16036820411682;0.929396331310272;0.9878049492836
560;1.1455774307251;0.899409234523773;0.988202631473541
