Sample IDs:;251006_251002A_tht_4days;;
Wavelength [nm];Fluorescence intensity [a.u.];Fluorescence intensity [a.u.];Fluorescence intensity [a.u.]
522.940002441406;0.315501809120178;0.367612600326538;0.388732194900513
523.52001953125;0.294018507003784;0.324204206466675;0.337168097496033
523.969970703125;0.30668830871582;0.324935853481293;0.335218131542206
524.549987792969;0.28173565864563;0.320746302604675;0.332363247871399
525;0.268558502197266;0.309177935123444;0.303416550159454
525.440002441406;0.271894097328186;0.308063864707947;0.294385850429535
526.02001953125;0.242327228188515;0.293616056442261;0.263929486274719
526.469970703125;0.248317822813988;0.295909225940704;0.276296198368073
527.049987792969;0.24990351498127;0.287758708000183;0.25819993019104
527.5;0.222715213894844;0.287475645542145;0.251307785511017
527.940002441406;0.217759504914284;0.25929582118988;0.252582132816315
528.52001953125;0.208838984370232;0.243957415223122;0.246297582983971
528.969970703125;0.213754490017891;0.239646807312965;0.234162822365761
529.549987792969;0.201553955674171;0.232273027300835;0.237230226397514
530;0.230562850832939;0.237450942397118;0.223250344395638
530.440002441406;0.202906116843224;0.236463293433189;0.217325821518898
531.039978027344;0.202411487698555;0.22205625474453;0.215543106198311
531.489990234375;0.181045636534691;0.226794704794884;0.229075565934181
531.940002441406;0.19806607067585;0.217017307877541;0.219581559300423
532.530029296875;0.178035020828247;0.22959204018116;0.208240851759911
532.97998046875;0.180331766605377;0.210412845015526;0.217737272381783
533.429992675781;0.172068476676941;0.21698622405529;0.197376474738121
534.02001953125;0.169058546423912;0.201084956526756;0.195605233311653
534.469970703125;0.180659532546997;0.211762204766274;0.173708856105804
535.070007324219;0.165462583303452;0.197755470871925;0.193103119730949
535.52001953125;0.157521173357964;0.211468026041985;0.207006320357323
535.969970703125;0.149734258651733;0.217385783791542;0.178738206624985
536.559997558594;0.167529255151749;0.204790726304054;0.169721215963364
537.010009765625;0.15848745405674;0.192678943276405;0.186398789286613
537.460021972656;0.170340150594711;0.189081221818924;0.185951679944992
538.049987792969;0.161462247371674;0.182709366083145;0.173939540982246
538.5;0.153836414217949;0.173903718590736;0.170251399278641
538.950012207031;0.15377514064312;0.185066670179367;0.179708167910576
