IDs:;240715_08_240712F;08_DNAJB6_00_658_uM;;*shifted by 3 s
41849.45;51.345;45.602;33.266;
41850.45;51.344;45.604;33.269;
41851.44;51.338;45.601;33.266;
41852.43;51.327;45.601;33.267;
41853.44;51.336;45.6;33.266;
41854.42;51.341;45.604;33.269;
41855.41;51.353;45.604;33.27;
41856.41;51.337;45.601;33.266;
41857.41;51.34;45.6;33.264;
41858.43;51.351;45.603;33.269;
41859.42;51.349;45.602;33.267;
41860.41;51.352;45.603;33.269;
41861.41;51.35;45.603;33.268;
41862.42;51.347;45.604;33.269;
41863.43;51.346;45.602;33.266;
41864.42;51.347;45.602;33.267;
41865.41;51.348;45.603;33.269;
41866.39;51.382;45.605;33.269;
41867.38;51.351;45.601;33.267;
41868.36;51.334;45.601;33.267;
41869.35;51.35;45.602;33.268;
41870.37;51.34;45.599;33.265;
41871.36;51.345;45.602;33.267;
41872.35;51.339;45.6;33.266;
41873.34;51.344;45.599;33.264;
41874.33;51.344;45.601;33.266;
41875.33;51.335;45.6;33.264;
41876.33;51.333;45.597;33.262;
41877.32;51.353;45.599;33.264;
41878.31;51.345;45.599;33.264;
41879.32;51.331;45.597;33.263;
41880.32;51.343;45.597;33.263;
41881.33;51.332;45.597;33.262;
41882.31;51.343;45.598;33.264;
41883.32;51.331;45.595;33.26;
41884.33;51.349;45.598;33.264;
41885.34;51.342;45.597;33.262;
41886.34;51.345;45.598;33.263;
41887.33;51.35;45.597;33.262;
41888.33;51.325;45.596;33.262;
41889.31;51.341;45.597;33.263;
41890.32;51.336;45.595;33.26;
41891.31;51.329;45.598;33.263;
41892.3;51.385;45.6;33.265;
41893.3;51.332;45.594;33.26;
41894.31;51.332;45.596;33.262;
41895.32;51.335;45.596;33.263;
41896.31;51.333;45.595;33.261;
41897.3;51.33;45.595;33.26;
41898.3;51.343;45.595;33.261;
41899.3;51.332;45.594;33.26;
41900.28;51.342;45.597;33.263;
41901.29;51.346;45.595;33.262;
41902.29;51.333;45.595;33.26;
41903.28;51.343;45.595;33.26;
41904.29;51.329;45.594;33.26;
41905.31;51.331;45.593;33.259;
41906.3;51.33;45.592;33.259;
41907.3;51.37;45.593;33.26;
41908.3;51.343;45.595;33.26;
41909.3;51.333;45.592;33.258;
41910.31;51.33;45.594;33.26;
41911.32;51.33;45.594;33.259;
41912.34;51.344;45.593;33.26;
41913.35;51.342;45.594;33.261;
41914.32;51.339;45.593;33.259;
41915.32;51.332;45.591;33.258;
41916.31;51.346;45.592;33.258;
41917.31;51.341;45.594;33.261;
41918.3;51.329;45.592;33.258;
41919.29;51.337;45.593;33.26;
41920.28;51.333;45.593;33.258;
41921.28;51.328;45.592;33.258;
41922.27;51.332;45.592;33.258;
41923.27;51.331;45.591;33.257;
41924.24;51.366;45.595;33.26;
41925.26;51.33;45.59;33.257;
41926.25;51.331;45.592;33.258;
41927.25;51.336;45.59;33.255;
41928.24;51.343;45.593;33.26;
41929.21;51.338;45.593;33.261;
41930.22;51.326;45.59;33.257;
41931.21;51.324;45.59;33.256;
41932.19;51.371;45.591;33.257;
41933.22;51.329;45.589;33.255;
41934.22;51.33;45.591;33.257;
41935.23;51.328;45.589;33.256;
41936.25;51.323;45.589;33.256;
41937.24;51.321;45.592;33.257;
41938.24;51.329;45.59;33.257;
41939.25;51.334;45.588;33.255;
41940.26;51.35;45.591;33.258;
41941.27;51.334;45.59;33.257;
41942.29;51.326;45.589;33.256;
41943.28;51.352;45.59;33.256;
41944.28;51.345;45.589;33.256;
41945.28;51.332;45.588;33.256;
41946.28;51.373;45.591;33.257;
41947.29;51.334;45.588;33.256;
41948.27;51.331;45.589;33.256;
41949.25;51.343;45.591;33.258;
41950.24;51.333;45.587;33.255;
41951.23;51.336;45.586;33.254;
41952.22;51.334;45.588;33.255;
41953.22;51.332;45.587;33.254;
41954.23;51.343;45.59;33.256;
41955.24;51.328;45.588;33.255;
41956.23;51.334;45.584;33.252;
41957.24;51.333;45.585;33.254;
41958.25;51.342;45.588;33.255;
41959.25;51.343;45.589;33.256;
41960.24;51.343;45.586;33.253;
41961.23;51.33;45.587;33.254;
41962.22;51.365;45.591;33.257;
41963.21;51.332;45.585;33.253;
41964.21;51.322;45.587;33.255;
41965.23;51.331;45.585;33.252;
41966.24;51.32;45.583;33.251;
41967.25;51.33;45.586;33.253;
41968.25;51.345;45.586;33.254;
41969.25;51.33;45.585;33.252;
41970.26;51.341;45.587;33.254;
41971.25;51.324;45.586;33.252;
41972.25;51.327;45.585;33.253;
41973.24;51.328;45.584;33.252;
41974.23;51.33;45.583;33.25;
41975.23;51.341;45.585;33.252;
41976.23;51.324;45.582;33.25;
41977.21;51.341;45.584;33.252;
41978.22;51.34;45.585;33.253;
41979.25;51.329;45.583;33.251;
41980.24;51.333;45.584;33.252;
41981.24;51.339;45.583;33.252;
41982.25;51.344;45.585;33.252;
41983.25;51.34;45.585;33.252;
41984.23;51.325;45.583;33.251;
41985.22;51.361;45.586;33.253;
41986.21;51.329;45.582;33.249;
41987.2;51.339;45.582;33.25;
41988.19;51.334;45.583;33.251;
41989.19;51.326;45.581;33.249;
41990.21;51.325;45.583;33.251;
41991.2;51.323;45.581;33.249;
41992.21;51.338;45.582;33.25;
41993.19;51.327;45.582;33.25;
41994.18;51.339;45.581;33.248;
41995.18;51.323;45.583;33.251;
41996.18;51.321;45.582;33.25;
41997.19;51.326;45.581;33.249;
41998.18;51.329;45.579;33.248;
41999.19;51.345;45.581;33.249;
42000.19;51.334;45.579;33.248;
42001.2;51.325;45.581;33.249;
42002.19;51.325;45.581;33.249;
42003.19;51.332;45.58;33.247;
42004.19;51.324;45.579;33.247;
42005.19;51.338;45.582;33.251;
42006.21;51.328;45.58;33.249;
42007.2;51.354;45.581;33.248;
42008.2;51.321;45.58;33.249;
42009.22;51.32;45.58;33.248;
42010.21;51.329;45.58;33.248;
42011.21;51.324;45.579;33.247;
42012.21;51.329;45.58;33.248;
42013.23;51.343;45.581;33.249;
42014.25;51.341;45.581;33.25;
42015.24;51.335;45.581;33.25;
42016.25;51.327;45.579;33.247;
42017.26;51.319;45.576;33.245;
42018.27;51.344;45.58;33.249;
42019.26;51.325;45.577;33.246;
42020.26;51.339;45.58;33.248;
42021.26;51.338;45.58;33.248;
42022.26;51.323;45.577;33.245;
42023.27;51.337;45.58;33.248;
42024.26;51.343;45.579;33.248;
42025.27;51.317;45.577;33.246;
42026.25;51.361;45.58;33.248;
42027.23;51.311;45.575;33.243;
42028.23;51.32;45.577;33.247;
42029.24;51.336;45.578;33.247;
42030.23;51.328;45.576;33.245;
42031.23;51.342;45.58;33.248;
42032.22;51.339;45.578;33.247;
42033.22;51.331;45.578;33.246;
42034.22;51.339;45.58;33.249;
42035.2;51.328;45.576;33.245;
42036.2;51.343;45.578;33.247;
42037.21;51.341;45.578;33.247;
42038.21;51.328;45.574;33.244;
42039.22;51.332;45.578;33.248;
42040.2;51.337;45.579;33.247;
42041.21;51.334;45.578;33.247;
42042.21;51.339;45.577;33.245;
42043.21;51.326;45.577;33.246;
42044.22;51.33;45.574;33.243;
42045.2;51.325;45.576;33.245;
42046.2;51.343;45.577;33.246;
42047.2;51.326;45.575;33.243;
42048.2;51.327;45.575;33.245;
42049.18;51.327;45.575;33.244;
42050.19;51.337;45.577;33.245;
42051.2;51.358;45.578;33.246;
42052.2;51.363;45.576;33.244;
42053.22;51.37;45.58;33.247;
42054.23;51.326;45.576;33.245;
42055.21;51.324;45.576;33.246;
42056.23;51.32;45.575;33.244;
42057.22;51.331;45.577;33.246;
42058.22;51.353;45.576;33.244;
42059.22;51.327;45.574;33.244;
42060.22;51.329;45.572;33.24;
42061.22;51.318;45.575;33.244;
42062.22;51.326;45.574;33.243;
42063.21;51.323;45.573;33.242;
42064.21;51.325;45.574;33.243;
42065.21;51.328;45.573;33.242;
42066.2;51.325;45.572;33.241;
42067.2;51.324;45.573;33.242;
42068.19;51.333;45.573;33.242;
42069.18;51.313;45.571;33.24;
42070.17;51.323;45.572;33.241;
42071.17;51.334;45.572;33.242;
42072.18;51.325;45.571;33.241;
42073.17;51.323;45.569;33.239;
42074.17;51.32;45.57;33.239;
42075.16;51.33;45.571;33.239;
42076.17;51.333;45.572;33.242;
42077.16;51.338;45.572;33.241;
42078.16;51.344;45.57;33.239;
42079.16;51.319;45.57;33.239;
42080.15;51.324;45.57;33.24;
42081.17;51.319;45.569;33.238;
42082.16;51.324;45.57;33.24;
42083.17;51.312;45.569;33.238;
42084.18;51.323;45.57;33.24;
42085.19;51.333;45.571;33.241;
42086.21;51.321;45.568;33.238;
42087.19;51.314;45.569;33.239;
42088.17;51.318;45.568;33.238;
42089.18;51.31;45.567;33.237;
42090.15;51.32;45.567;33.237;
42091.16;51.323;45.567;33.237;
42092.16;51.332;45.568;33.238;
42093.17;51.315;45.567;33.237;
42094.16;51.316;45.569;33.24;
42095.15;51.314;45.567;33.237;
42096.14;51.334;45.568;33.239;
42097.14;51.329;45.57;33.24;
42098.13;51.317;45.567;33.236;
42099.13;51.313;45.569;33.239;
42100.12;51.32;45.567;33.237;
42101.12;51.324;45.566;33.236;
42102.11;51.317;45.567;33.237;
42103.1;51.323;45.567;33.237;
42104.09;51.32;45.565;33.235;
42105.1;51.332;45.567;33.237;
42106.1;51.319;45.565;33.235;
42107.1;51.311;45.564;33.235;
42108.12;51.319;45.562;33.233;
42109.12;51.318;45.565;33.235;
42110.13;51.309;45.565;33.235;
42111.11;51.324;45.566;33.237;
42112.09;51.318;45.566;33.235;
42113.08;51.311;45.562;33.233;
42114.09;51.324;45.566;33.236;
42115.09;51.334;45.567;33.236;
42116.07;51.319;45.563;33.235;
42117.09;51.315;45.564;33.235;
42118.08;51.318;45.565;33.236;
42119.08;51.336;45.565;33.235;
42120.06;51.316;45.565;33.235;
42121.06;51.336;45.564;33.234;
42122.05;51.359;45.565;33.235;
42123.04;51.325;45.565;33.235;
42124.03;51.329;45.566;33.236;
42125.03;51.319;45.563;33.234;
42126.03;51.319;45.564;33.235;
42127.04;51.322;45.563;33.233;
42128.06;51.32;45.566;33.237;
42129.07;51.333;45.566;33.236;
42130.09;51.329;45.566;33.235;
42131.08;51.314;45.564;33.234;
42132.07;51.316;45.562;33.233;
42133.07;51.331;45.564;33.235;
42134.07;51.31;45.562;33.234;
42135.08;51.312;45.561;33.233;
42136.07;51.31;45.561;33.232;
42137.07;51.323;45.562;33.233;
42138.08;51.329;45.561;33.233;
42139.08;51.311;45.559;33.23;
42140.07;51.328;45.563;33.233;
42141.09;51.315;45.56;33.231;
42142.08;51.307;45.56;33.23;
42143.07;51.305;45.559;33.231;
42144.07;51.326;45.561;33.232;
42145.06;51.345;45.563;33.233;
42146.06;51.312;45.561;33.232;
42147.07;51.315;45.56;33.232;
42148.06;51.316;45.559;33.23;
42149.06;51.302;45.558;33.229;
42150.06;51.308;45.561;33.231;
42151.06;51.315;45.559;33.231;
42152.07;51.316;45.559;33.23;
42153.06;51.316;45.559;33.23;
42154.06;51.314;45.559;33.23;
42155.04;51.314;45.559;33.23;
42156.03;51.319;45.56;33.231;
42157.03;51.349;45.561;33.232;
42158.04;51.314;45.559;33.23;
42159.06;51.324;45.56;33.232;
42160.06;51.334;45.56;33.231;
42161.05;51.354;45.56;33.231;
42162.04;51.312;45.559;33.231;
42163.02;51.357;45.559;33.228;
42164;51.309;45.558;33.23;
42164.99;51.321;45.558;33.229;
42165.99;51.318;45.558;33.23;
42166.99;51.306;45.556;33.227;
42167.97;51.306;45.556;33.228;
42168.98;51.31;45.558;33.229;
42169.97;51.302;45.556;33.228;
42170.97;51.325;45.557;33.229;
42171.96;51.314;45.558;33.23;
42172.96;51.325;45.558;33.23;
42173.97;51.314;45.557;33.228;
42174.95;51.311;45.557;33.229;
42175.95;51.309;45.555;33.226;
42176.95;51.298;45.555;33.227;
42177.94;51.314;45.557;33.228;
42178.94;51.307;45.556;33.227;
42179.93;51.317;45.557;33.228;
42180.92;51.31;45.555;33.226;
42181.93;51.317;45.556;33.228;
42182.92;51.326;45.558;33.229;
42183.9;51.308;45.557;33.228;
42184.88;51.286;45.551;33.223;
42185.89;51.312;45.556;33.228;
42186.9;51.35;45.557;33.227;
42187.9;51.312;45.555;33.227;
42188.89;51.322;45.556;33.228;
42189.9;51.32;45.556;33.227;
42190.92;51.306;45.553;33.225;
42191.93;51.325;45.556;33.228;
42192.93;51.31;45.554;33.226;
42193.94;51.316;45.554;33.227;
42194.92;51.338;45.555;33.226;
42195.9;51.308;45.553;33.225;
42196.9;51.294;45.552;33.224;
42197.9;51.32;45.553;33.224;
42198.9;51.314;45.552;33.224;
42199.91;51.297;45.552;33.224;
42200.89;51.311;45.552;33.223;
42201.88;51.306;45.553;33.225;
42202.87;51.306;45.553;33.225;
42203.87;51.313;45.552;33.225;
42204.88;51.309;45.554;33.226;
42205.86;51.311;45.554;33.226;
42206.84;51.309;45.553;33.224;
42207.83;51.305;45.55;33.223;
42208.83;51.323;45.555;33.227;
42209.83;51.325;45.553;33.225;
42210.83;51.324;45.551;33.222;
42211.83;51.297;45.55;33.223;
42212.82;51.288;45.55;33.223;
42213.81;51.308;45.552;33.224;
42214.81;51.31;45.553;33.225;
42215.8;51.296;45.551;33.223;
42216.8;51.31;45.551;33.224;
42217.82;51.311;45.553;33.225;
42218.81;51.314;45.552;33.224;
42219.79;51.314;45.552;33.224;
42220.8;51.288;45.547;33.22;
42221.81;51.307;45.552;33.225;
42222.82;51.292;45.549;33.223;
42223.82;51.308;45.549;33.221;
42224.81;51.307;45.548;33.22;
42225.8;51.299;45.549;33.222;
42226.81;51.31;45.55;33.222;
42227.8;51.311;45.548;33.221;
42228.79;51.303;45.548;33.221;
42229.8;51.301;45.546;33.219;
42230.8;51.308;45.55;33.222;
42231.82;51.31;45.55;33.222;
42232.82;51.302;45.548;33.221;
42233.82;51.312;45.548;33.221;
42234.79;51.306;45.548;33.22;
42235.78;51.31;45.549;33.221;
42236.78;51.32;45.548;33.221;
42237.76;51.307;45.548;33.22;
42238.76;51.305;45.548;33.221;
42239.74;51.307;45.548;33.22;
42240.76;51.305;45.547;33.219;
42241.78;51.306;45.546;33.218;
42242.78;51.297;45.544;33.217;
42243.76;51.306;45.548;33.22;
42244.77;51.307;45.546;33.219;
42245.78;51.304;45.548;33.221;
42246.77;51.301;45.548;33.22;
42247.75;51.303;45.546;33.219;
42248.74;51.34;45.55;33.222;
42249.73;51.31;45.546;33.219;
42250.72;51.296;45.543;33.216;
42251.71;51.305;45.545;33.218;
42252.69;51.306;45.543;33.217;
42253.68;51.295;45.543;33.217;
42254.7;51.301;45.545;33.218;
42255.7;51.314;45.545;33.217;
42256.7;51.299;45.544;33.217;
42257.7;51.281;45.542;33.215;
42258.69;51.306;45.543;33.216;
42259.69;51.302;45.545;33.218;
42260.67;51.306;45.544;33.218;
42261.67;51.306;45.542;33.216;
42262.68;51.334;45.545;33.218;
42263.67;51.335;45.545;33.218;
42264.67;51.328;45.545;33.217;
42265.68;51.294;45.54;33.213;
42266.68;51.317;45.543;33.216;
42267.67;51.29;45.543;33.216;
42268.66;51.303;45.541;33.214;
42269.66;51.292;45.542;33.215;
42270.66;51.321;45.544;33.216;
42271.67;51.308;45.542;33.215;
42272.68;51.308;45.542;33.216;
42273.69;51.294;45.542;33.215;
42274.69;51.302;45.541;33.215;
42275.68;51.328;45.542;33.214;
42276.68;51.302;45.543;33.216;
42277.69;51.305;45.541;33.214;
42278.66;51.302;45.541;33.215;
42279.68;51.306;45.54;33.214;
42280.69;51.293;45.539;33.213;
42281.68;51.313;45.542;33.216;
42282.71;51.288;45.541;33.215;
42283.71;51.298;45.538;33.212;
42284.7;51.305;45.539;33.213;
42285.7;51.299;45.54;33.213;
42286.69;51.296;45.539;33.213;
42287.68;51.334;45.54;33.213;
42288.68;51.302;45.54;33.212;
42289.68;51.294;45.539;33.213;
42290.69;51.307;45.541;33.214;
42291.7;51.292;45.536;33.21;
42292.7;51.294;45.537;33.212;
42293.69;51.325;45.541;33.213;
42294.67;51.298;45.538;33.212;
42295.66;51.32;45.54;33.213;
42296.65;51.307;45.537;33.211;
42297.64;51.291;45.537;33.211;
42298.65;51.283;45.537;33.211;
42299.67;51.285;45.539;33.212;
42300.67;51.297;45.536;33.21;
42301.67;51.308;45.539;33.213;
42302.65;51.284;45.537;33.211;
42303.67;51.309;45.538;33.212;
42304.67;51.314;45.537;33.211;
42305.68;51.337;45.538;33.211;
42306.7;51.305;45.537;33.211;
42307.7;51.304;45.538;33.212;
42308.71;51.34;45.54;33.213;
42309.69;51.321;45.538;33.211;
42310.68;51.305;45.537;33.212;
42311.67;51.31;45.535;33.209;
42312.67;51.29;45.534;33.209;
42313.67;51.303;45.537;33.212;
42314.67;51.278;45.532;33.206;
42315.68;51.306;45.537;33.211;
42316.69;51.295;45.535;33.21;
42317.68;51.305;45.537;33.211;
42318.67;51.303;45.534;33.208;
42319.66;51.318;45.535;33.209;
42320.66;51.29;45.533;33.207;
42321.66;51.338;45.537;33.211;
42322.65;51.293;45.533;33.207;
42323.63;51.276;45.531;33.206;
42324.63;51.331;45.538;33.212;
42325.65;51.297;45.533;33.208;
42326.65;51.315;45.535;33.21;
42327.65;51.291;45.532;33.206;
42328.63;51.322;45.535;33.209;
42329.62;51.299;45.537;33.211;
42330.6;51.28;45.53;33.205;
42331.58;51.302;45.532;33.206;
42332.56;51.304;45.534;33.208;
42333.55;51.29;45.531;33.206;
42334.55;51.315;45.534;33.209;
42335.56;51.292;45.531;33.207;
42336.55;51.279;45.529;33.204;
42337.54;51.303;45.532;33.206;
42338.54;51.308;45.533;33.208;
42339.55;51.289;45.53;33.204;
42340.53;51.29;45.529;33.204;
42341.52;51.296;45.533;33.207;
42342.52;51.283;45.531;33.207;
42343.51;51.304;45.53;33.205;
42344.52;51.311;45.531;33.205;
42345.5;51.327;45.532;33.206;
42346.48;51.302;45.532;33.206;
42347.48;51.3;45.531;33.206;
42348.48;51.309;45.53;33.205;
42349.48;51.29;45.528;33.203;
42350.48;51.299;45.531;33.206;
42351.49;51.302;45.53;33.204;
42352.5;51.296;45.53;33.205;
42353.48;51.303;45.53;33.205;
42354.47;51.303;45.53;33.205;
42355.45;51.321;45.531;33.206;
42356.44;51.296;45.529;33.204;
42357.44;51.265;45.522;33.198;
42358.44;51.306;45.529;33.205;
42359.41;51.31;45.529;33.204;
42360.41;51.32;45.531;33.204;
42361.4;51.303;45.527;33.202;
42362.4;51.284;45.525;33.201;
42363.4;51.293;45.523;33.2;
42364.39;51.287;45.525;33.2;
42365.4;51.304;45.525;33.2;
42366.4;51.297;45.527;33.203;
42367.42;51.286;45.522;33.198;
42368.4;51.285;45.523;33.198;
42369.39;51.286;45.524;33.2;
42370.39;51.295;45.523;33.198;
42371.38;51.29;45.524;33.199;
42372.39;51.282;45.522;33.198;
42373.4;51.297;45.526;33.201;
42374.42;51.288;45.522;33.197;
42375.42;51.285;45.522;33.198;
42376.43;51.296;45.522;33.197;
42377.41;51.295;45.523;33.199;
42378.4;51.3;45.525;33.201;
42379.4;51.299;45.522;33.197;
42380.41;51.296;45.523;33.2;
42381.39;51.306;45.522;33.198;
42382.39;51.322;45.524;33.199;
42383.39;51.337;45.525;33.2;
42384.4;51.3;45.521;33.197;
42385.41;51.295;45.52;33.197;
42386.4;51.3;45.522;33.197;
42387.42;51.284;45.52;33.196;
42388.42;51.331;45.524;33.2;
42389.43;51.282;45.518;33.195;
42390.44;51.29;45.521;33.197;
42391.42;51.293;45.523;33.199;
42392.41;51.287;45.521;33.197;
42393.4;51.288;45.519;33.195;
42394.39;51.29;45.519;33.195;
42395.39;51.302;45.523;33.199;
42396.38;51.312;45.522;33.198;
42397.37;51.279;45.518;33.195;
42398.36;51.341;45.523;33.199;
42399.35;51.303;45.52;33.197;
42400.34;51.31;45.522;33.198;
42401.33;51.289;45.519;33.195;
42402.33;51.295;45.521;33.198;
42403.33;51.317;45.523;33.199;
42404.33;51.3;45.523;33.199;
42405.33;51.302;45.52;33.196;
42406.31;51.288;45.518;33.195;
42407.31;51.297;45.519;33.195;
42408.3;51.295;45.515;33.192;
42409.3;51.285;45.515;33.192;
42410.3;51.301;45.52;33.197;
42411.31;51.322;45.52;33.196;
42412.31;51.311;45.517;33.193;
42413.31;51.282;45.518;33.194;
42414.33;51.32;45.518;33.194;
42415.33;51.297;45.52;33.196;
42416.33;51.293;45.521;33.196;
42417.32;51.29;45.516;33.192;
42418.32;51.306;45.518;33.195;
42419.33;51.309;45.516;33.191;
42420.32;51.303;45.518;33.195;
42421.31;51.293;45.515;33.192;
42422.31;51.322;45.519;33.195;
42423.32;51.306;45.517;33.194;
42424.32;51.302;45.519;33.195;
42425.34;51.286;45.517;33.194;
42426.35;51.299;45.518;33.195;
42427.33;51.299;45.515;33.193;
42428.33;51.285;45.514;33.191;
42429.33;51.317;45.518;33.195;
42430.32;51.302;45.518;33.195;
42431.31;51.32;45.515;33.192;
42432.32;51.301;45.517;33.194;
42433.32;51.287;45.515;33.192;
42434.31;51.307;45.514;33.192;
42435.32;51.309;45.516;33.191;
42436.32;51.298;45.515;33.192;
42437.34;51.291;45.512;33.19;
42438.34;51.286;45.514;33.191;
42439.34;51.342;45.516;33.193;
42440.35;51.299;45.515;33.192;
42441.34;51.285;45.514;33.191;
42442.33;51.302;45.513;33.191;
42443.33;51.288;45.513;33.192;
42444.32;51.328;45.514;33.191;
42445.33;51.306;45.514;33.192;
42446.33;51.309;45.513;33.189;
42447.33;51.289;45.513;33.19;
42448.32;51.298;45.512;33.19;
42449.31;51.306;45.515;33.192;
42450.31;51.332;45.516;33.192;
42451.32;51.28;45.509;33.187;
42452.31;51.302;45.512;33.189;
42453.31;51.295;45.511;33.189;
42454.31;51.316;45.514;33.191;
42455.32;51.288;45.511;33.189;
42456.33;51.307;45.51;33.188;
42457.32;51.329;45.511;33.188;
42458.31;51.293;45.509;33.187;
42459.31;51.332;45.51;33.187;
42460.31;51.302;45.511;33.19;
42461.3;51.291;45.508;33.186;
42462.33;51.288;45.509;33.187;
42463.32;51.293;45.506;33.184;
42464.31;51.307;45.51;33.188;
42465.31;51.291;45.507;33.185;
42466.31;51.288;45.507;33.185;
42467.32;51.29;45.509;33.187;
42468.32;51.296;45.508;33.186;
42469.32;51.3;45.509;33.187;
42470.31;51.339;45.508;33.184;
42471.3;51.292;45.507;33.185;
42472.28;51.295;45.504;33.183;
42473.27;51.295;45.507;33.185;
42474.27;51.306;45.505;33.183;
42475.27;51.288;45.508;33.186;
42476.27;51.34;45.509;33.187;
42477.24;51.291;45.503;33.182;
42478.24;51.315;45.506;33.185;
42479.25;51.337;45.506;33.185;
42480.24;51.294;45.504;33.183;
42481.24;51.296;45.505;33.183;
42482.23;51.299;45.506;33.184;
42483.24;51.289;45.504;33.182;
42484.26;51.325;45.506;33.184;
42485.26;51.291;45.504;33.183;
42486.26;51.291;45.503;33.181;
42487.25;51.289;45.504;33.182;
42488.23;51.293;45.504;33.183;
42489.21;51.284;45.506;33.184;
42490.2;51.303;45.504;33.182;
42491.19;51.303;45.504;33.183;
42492.19;51.288;45.504;33.183;
42493.19;51.292;45.501;33.18;
42494.18;51.294;45.502;33.18;
42495.16;51.29;45.502;33.181;
42496.16;51.304;45.502;33.181;
42497.13;51.304;45.503;33.181;
42498.1;51.275;45.502;33.181;
42499.11;51.296;45.506;33.185;
42500.09;51.291;45.503;33.182;
42501.08;51.299;45.502;33.181;
42502.07;51.3;45.501;33.18;
42503.09;51.287;45.501;33.18;
42504.09;51.32;45.503;33.181;
42505.09;51.297;45.501;33.18;
42506.09;51.293;45.497;33.177;
42507.09;51.292;45.5;33.18;
42508.11;51.289;45.499;33.178;
42509.11;51.293;45.5;33.178;
42510.1;51.287;45.499;33.178;
42511.1;51.304;45.502;33.181;
42512.08;51.286;45.499;33.179;
42513.08;51.302;45.501;33.179;
42514.06;51.288;45.499;33.178;
42515.06;51.287;45.5;33.179;
42516.05;51.29;45.499;33.177;
42517.04;51.293;45.498;33.177;
42518.03;51.307;45.499;33.177;
42519.02;51.289;45.496;33.175;
42520.02;51.292;45.498;33.178;
42521.03;51.287;45.499;33.178;
42522.04;51.295;45.5;33.179;
42523.03;51.296;45.498;33.177;
42524.02;51.311;45.498;33.176;
42525.01;51.339;45.502;33.18;
42526.01;51.301;45.498;33.177;
42527;51.292;45.496;33.175;
42527.98;51.304;45.497;33.176;
42528.97;51.335;45.502;33.18;
42529.96;51.272;45.495;33.175;
42530.97;51.292;45.498;33.178;
42531.97;51.342;45.5;33.18;
42532.95;51.287;45.496;33.175;
42533.96;51.285;45.497;33.177;
42534.96;51.291;45.494;33.175;
42535.97;51.312;45.497;33.177;
42536.98;51.292;45.496;33.176;
42537.99;51.286;45.495;33.175;
42539.01;51.286;45.495;33.174;
42540;51.289;45.495;33.175;
42541;51.287;45.494;33.174;
42541.99;51.305;45.497;33.177;
42542.99;51.305;45.496;33.175;
42544;51.319;45.496;33.174;
42545.01;51.329;45.497;33.175;
42546;51.307;45.495;33.174;
42547;51.292;45.494;33.174;
42547.98;51.276;45.493;33.173;
42548.98;51.288;45.493;33.172;
42549.97;51.293;45.492;33.173;
42550.94;51.295;45.495;33.175;
42551.95;51.319;45.496;33.174;
42552.94;51.298;45.494;33.175;
42553.93;51.284;45.493;33.173;
42554.92;51.307;45.494;33.174;
42555.92;51.283;45.491;33.172;
42556.91;51.29;45.493;33.173;
42557.9;51.285;45.492;33.171;
42558.91;51.29;45.493;33.173;
42559.91;51.276;45.489;33.169;
42560.88;51.279;45.489;33.17;
42561.89;51.291;45.491;33.172;
42562.88;51.303;45.493;33.173;
42563.87;51.288;45.49;33.17;
42564.87;51.292;45.491;33.171;
42565.87;51.322;45.493;33.172;
42566.87;51.291;45.49;33.17;
42567.88;51.289;45.49;33.17;
42568.9;51.286;45.49;33.171;
42569.89;51.321;45.49;33.17;
42570.89;51.317;45.493;33.171;
42571.89;51.285;45.492;33.172;
42572.9;51.289;45.491;33.172;
42573.88;51.296;45.489;33.17;
42574.86;51.299;45.491;33.172;
42575.85;51.287;45.491;33.171;
42576.84;51.275;45.489;33.17;
42577.84;51.3;45.493;33.173;
42578.83;51.306;45.49;33.171;
42579.83;51.27;45.489;33.17;
42580.84;51.286;45.489;33.169;
42581.85;51.322;45.493;33.172;
42582.87;51.286;45.489;33.169;
42583.89;51.286;45.488;33.168;
42584.91;51.284;45.49;33.17;
42585.9;51.302;45.489;33.17;
42586.9;51.289;45.489;33.17;
42587.9;51.277;45.489;33.17;
42588.9;51.29;45.486;33.167;
42589.91;51.283;45.488;33.168;
42590.89;51.315;45.487;33.166;
42591.89;51.288;45.486;33.167;
42592.88;51.304;45.487;33.169;
42593.88;51.28;45.486;33.166;
42594.86;51.318;45.486;33.166;
42595.85;51.323;45.49;33.17;
42596.85;51.284;45.486;33.167;
42597.86;51.29;45.486;33.168;
42598.86;51.333;45.488;33.168;
42599.85;51.292;45.487;33.168;
42600.86;51.33;45.49;33.169;
42601.86;51.284;45.486;33.167;
42602.87;51.296;45.487;33.169;
42603.88;51.289;45.487;33.168;
42604.88;51.292;45.485;33.166;
42605.87;51.334;45.49;33.169;
42606.87;51.286;45.487;33.168;
42607.88;51.276;45.484;33.166;
42608.86;51.283;45.485;33.166;
42609.85;51.292;45.487;33.168;
42610.85;51.277;45.485;33.166;
42611.86;51.297;45.488;33.169;
42612.87;51.283;45.485;33.165;
42613.86;51.285;45.485;33.166;
42614.85;51.286;45.486;33.168;
42615.84;51.281;45.485;33.166;
42616.84;51.282;45.486;33.167;
42617.83;51.297;45.487;33.169;
42618.84;51.289;45.486;33.167;
42619.85;51.324;45.488;33.169;
42620.86;51.285;45.485;33.167;
42621.84;51.288;45.486;33.168;
42622.85;51.288;45.486;33.167;
