IDs:;240715_03_240712B;03_DNAJB6_03_330_uM;
Concentration [uM]:;3.33;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
1683.7;55.09;51.977;38.736
1684.716;55.103;51.981;38.741
1685.713;55.101;51.979;38.739
1686.713;55.094;51.977;38.738
1687.721;55.086;51.977;38.736
1688.702;55.101;51.979;38.739
1689.691;55.101;51.981;38.74
1690.683;55.098;51.981;38.74
1691.677;55.096;51.979;38.738
1692.677;55.094;51.98;38.739
1693.681;55.088;51.977;38.736
1694.693;55.101;51.982;38.74
1695.704;55.104;51.981;38.738
1696.691;55.082;51.981;38.736
1697.68;55.089;51.984;38.741
1698.672;55.077;51.979;38.736
1699.679;55.092;51.984;38.742
1700.664;55.081;51.979;38.736
1701.662;55.072;51.979;38.734
1702.654;55.083;51.979;38.737
1703.663;55.069;51.978;38.734
1704.657;55.076;51.977;38.734
1705.634;55.087;51.979;38.736
1706.62;55.067;51.976;38.732
1707.628;55.083;51.976;38.732
1708.626;55.065;51.977;38.733
1709.628;55.067;51.975;38.731
1710.623;55.058;51.974;38.729
1711.627;55.066;51.974;38.73
1712.615;55.054;51.971;38.726
1713.607;55.049;51.973;38.729
1714.611;55.062;51.975;38.731
1715.599;55.058;51.973;38.728
1716.581;55.054;51.973;38.727
1717.559;55.059;51.976;38.731
1718.573;55.074;51.978;38.734
1719.593;55.062;51.977;38.732
1720.588;55.063;51.975;38.729
1721.59;55.059;51.975;38.73
1722.594;55.06;51.975;38.729
1723.571;55.059;51.974;38.727
1724.586;55.054;51.974;38.728
1725.58;55.071;51.978;38.732
1726.575;55.043;51.975;38.728
1727.576;55.063;51.977;38.732
1728.581;55.059;51.979;38.732
1729.589;55.061;51.978;38.732
1730.6;55.058;51.977;38.731
1731.609;55.056;51.977;38.73
1732.597;55.055;51.976;38.729
1733.598;55.052;51.98;38.732
1734.586;55.05;51.981;38.734
1735.601;55.048;51.981;38.733
1736.591;55.045;51.981;38.733
1737.58;55.045;51.977;38.728
1738.584;55.046;51.979;38.731
1739.573;55.051;51.981;38.732
1740.564;55.048;51.977;38.728
1741.565;55.051;51.978;38.73
1742.542;55.034;51.978;38.729
1743.531;55.041;51.977;38.728
1744.534;55.048;51.978;38.73
1745.516;55.051;51.977;38.729
1746.505;55.047;51.978;38.73
1747.501;55.035;51.977;38.727
1748.508;55.044;51.98;38.731
1749.514;55.031;51.978;38.728
1750.526;55.04;51.982;38.733
1751.516;55.041;51.977;38.727
1752.51;55.065;51.979;38.73
1753.517;55.052;51.979;38.73
1754.496;55.024;51.981;38.73
1755.515;55.028;51.98;38.73
1756.509;55.031;51.975;38.723
1757.506;55.023;51.98;38.729
1758.482;55.025;51.979;38.728
1759.49;55.022;51.977;38.725
1760.512;55.031;51.981;38.729
1761.508;55.02;51.979;38.728
1762.506;55.025;51.978;38.727
1763.511;55.033;51.98;38.728
1764.519;55.039;51.981;38.729
1765.502;55.036;51.981;38.731
1766.489;55.026;51.98;38.726
1767.476;55.031;51.979;38.725
1768.466;55.027;51.982;38.727
1769.46;55.026;51.982;38.73
1770.456;55.03;51.982;38.73
1771.457;55.025;51.982;38.728
1772.459;55.029;51.981;38.728
1773.446;55.032;51.986;38.732
1774.44;55.023;51.985;38.729
1775.434;55.039;51.984;38.73
1776.416;55.025;51.982;38.727
1777.412;55.016;51.985;38.732
1778.409;55.03;51.987;38.734
1779.408;55.032;51.987;38.731
1780.422;55.025;51.988;38.734
1781.412;55.028;51.983;38.728
1782.4;55.02;51.987;38.731
1783.393;55.026;51.985;38.729
1784.393;55.019;51.983;38.728
1785.377;55.015;51.989;38.731
1786.381;55.015;51.989;38.732
1787.362;55.015;51.987;38.729
1788.359;55.018;51.986;38.729
1789.358;55.016;51.987;38.729
1790.338;55.016;51.987;38.729
1791.349;55.009;51.99;38.735
1792.338;55.01;51.989;38.731
1793.359;55.012;51.989;38.73
1794.356;55.007;51.99;38.734
1795.357;55.019;51.991;38.735
1796.363;55.013;51.992;38.733
1797.36;55.012;51.988;38.729
1798.362;55.012;51.989;38.731
1799.367;55.016;51.987;38.728
1800.349;55.014;51.988;38.73
1801.333;54.997;51.993;38.736
1802.32;55;51.993;38.736
1803.311;55.008;51.99;38.73
1804.304;55.01;51.993;38.733
1805.302;55.013;51.991;38.732
1806.292;55.009;51.988;38.728
1807.287;55.011;51.99;38.731
1808.261;55.002;51.993;38.733
1809.249;55.005;51.992;38.731
1810.249;55.001;51.991;38.73
1811.246;55.002;51.993;38.732
1812.258;54.996;51.992;38.73
1813.24;55.01;51.994;38.735
1814.242;55.006;51.991;38.729
1815.219;54.998;51.995;38.733
1816.217;55.001;51.989;38.727
1817.231;55.004;51.992;38.73
1818.221;54.992;51.99;38.727
1819.225;54.998;51.995;38.733
1820.208;54.987;51.996;38.733
1821.195;54.993;51.992;38.729
1822.187;54.995;51.99;38.727
1823.169;54.993;51.989;38.726
1824.165;54.994;51.994;38.731
1825.153;54.996;51.99;38.726
1826.14;54.996;51.991;38.728
1827.132;54.986;51.995;38.731
1828.13;54.995;51.992;38.729
1829.118;55.009;51.997;38.736
1830.131;54.999;51.992;38.728
1831.119;54.988;51.993;38.729
1832.111;54.985;51.992;38.727
1833.107;54.984;51.996;38.732
1834.105;54.992;51.993;38.729
1835.107;54.987;51.995;38.73
1836.117;54.981;51.993;38.728
1837.1;54.984;51.995;38.729
1838.085;54.985;51.995;38.729
1839.081;54.992;51.995;38.73
1840.074;54.98;51.996;38.73
1841.074;54.984;51.996;38.73
1842.066;54.981;51.997;38.73
1843.066;54.983;51.996;38.73
1844.045;54.986;51.996;38.73
1845.032;54.983;51.995;38.729
1846.016;54.981;51.993;38.726
1847.013;54.978;51.993;38.727
1847.997;54.983;51.994;38.728
1849.014;54.981;51.994;38.727
1850.017;54.974;51.996;38.73
1850.999;54.98;51.995;38.728
1851.996;54.975;51.994;38.726
1853.009;54.979;51.996;38.728
1854.027;54.975;51.995;38.727
1855.028;54.977;51.995;38.727
1856.019;54.979;51.993;38.726
1857.02;54.97;51.997;38.73
1858.029;54.972;51.998;38.73
1859.015;54.977;51.996;38.728
1860.004;54.974;51.996;38.728
1860.998;54.969;51.994;38.725
1861.997;54.969;51.995;38.727
1863.007;54.964;51.993;38.724
1863.992;54.966;51.991;38.721
1865.011;54.969;51.993;38.724
1866.006;54.963;51.992;38.723
1867.008;54.966;51.994;38.725
1868.013;54.97;51.994;38.725
1869.022;54.964;51.995;38.725
1870.006;54.965;51.993;38.723
1870.991;54.958;51.993;38.722
1871.979;54.96;51.994;38.724
1872.98;54.956;51.995;38.726
1873.978;54.962;51.993;38.723
1874.977;54.965;51.993;38.722
1875.972;54.968;51.992;38.722
1876.967;54.961;51.994;38.723
1877.959;54.96;51.994;38.723
1878.961;54.951;51.994;38.723
1879.953;54.958;51.993;38.721
1880.943;54.957;51.994;38.724
1881.946;54.956;51.992;38.72
1882.941;54.956;51.994;38.723
1883.918;54.955;51.992;38.721
1884.919;54.944;51.993;38.721
1885.921;54.952;51.992;38.721
1886.907;54.949;51.993;38.721
1887.89;54.95;51.992;38.721
1888.887;54.947;51.992;38.719
1889.888;54.959;51.991;38.72
1890.876;54.954;51.994;38.723
1891.871;54.947;51.993;38.72
1892.877;54.954;51.993;38.72
1893.869;54.946;51.992;38.719
1894.879;54.943;51.994;38.722
1895.869;54.951;51.991;38.72
1896.892;54.946;51.994;38.722
1897.893;54.948;51.992;38.718
1898.9;54.948;51.992;38.72
1899.91;54.95;51.992;38.718
1900.925;54.94;51.994;38.721
1901.915;54.949;51.991;38.717
1902.908;54.949;51.991;38.718
1903.909;54.945;51.993;38.72
1904.913;54.939;51.993;38.719
1905.92;54.937;51.992;38.718
1906.93;54.938;51.993;38.718
1907.92;54.941;51.992;38.718
1908.908;54.94;51.991;38.718
1909.913;54.937;51.991;38.716
1910.904;54.942;51.994;38.72
1911.904;54.94;51.992;38.716
1912.897;54.941;51.993;38.719
1913.898;54.934;51.991;38.715
1914.887;54.932;51.991;38.713
1915.87;54.943;51.991;38.716
1916.867;54.934;51.994;38.719
1917.854;54.936;51.99;38.715
1918.867;54.928;51.991;38.715
1919.867;54.934;51.991;38.715
1920.871;54.931;51.992;38.717
1921.865;54.927;51.99;38.714
1922.851;54.926;51.991;38.716
1923.839;54.927;51.991;38.714
1924.861;54.923;51.99;38.713
1925.867;54.926;51.99;38.714
1926.848;54.924;51.988;38.711
1927.839;54.924;51.987;38.711
1928.833;54.917;51.988;38.711
1929.814;54.917;51.987;38.71
1930.797;54.919;51.988;38.711
1931.812;54.918;51.984;38.707
1932.801;54.914;51.985;38.708
1933.797;54.915;51.985;38.709
1934.802;54.914;51.985;38.708
1935.779;54.911;51.985;38.708
1936.791;54.913;51.983;38.705
1937.809;54.913;51.985;38.707
1938.801;54.909;51.983;38.705
1939.798;54.913;51.983;38.705
1940.801;54.907;51.981;38.703
1941.807;54.901;51.981;38.702
1942.826;54.901;51.982;38.705
1943.82;54.901;51.979;38.7
1944.811;54.905;51.981;38.702
1945.808;54.899;51.98;38.701
1946.807;54.903;51.981;38.701
1947.813;54.899;51.98;38.701
1948.808;54.897;51.981;38.702
1949.805;54.897;51.981;38.702
1950.802;54.899;51.978;38.697
1951.796;54.902;51.98;38.701
1952.784;54.902;51.981;38.703
1953.782;54.896;51.979;38.699
1954.77;54.905;51.979;38.7
1955.766;54.895;51.981;38.701
1956.754;54.901;51.978;38.698
1957.752;54.894;51.98;38.701
1958.749;54.898;51.98;38.701
1959.73;54.898;51.983;38.703
1960.716;54.896;51.978;38.699
1961.709;54.898;51.983;38.703
1962.707;54.898;51.981;38.702
1963.703;54.897;51.98;38.698
1964.699;54.897;51.982;38.702
1965.705;54.895;51.979;38.699
1966.714;54.891;51.984;38.703
1967.711;54.896;51.979;38.698
1968.71;54.895;51.978;38.699
1969.683;54.892;51.98;38.699
1970.691;54.891;51.979;38.697
1971.673;54.889;51.978;38.697
1972.692;54.89;51.98;38.699
1973.684;54.881;51.982;38.699
1974.679;54.891;51.978;38.698
1975.691;54.881;51.982;38.699
1976.703;54.88;51.978;38.696
1977.717;54.886;51.977;38.694
1978.732;54.881;51.978;38.697
1979.721;54.875;51.979;38.695
1980.709;54.89;51.98;38.698
1981.699;54.89;51.977;38.693
1982.693;54.885;51.976;38.692
1983.693;54.88;51.977;38.693
1984.686;54.883;51.977;38.695
1985.676;54.878;51.977;38.694
1986.672;54.877;51.979;38.696
1987.659;54.878;51.98;38.698
1988.643;54.884;51.98;38.698
1989.642;54.875;51.979;38.695
1990.651;54.875;51.98;38.696
1991.651;54.881;51.978;38.695
1992.641;54.873;51.978;38.695
1993.617;54.873;51.978;38.695
1994.601;54.875;51.978;38.694
1995.591;54.873;51.977;38.693
1996.595;54.878;51.977;38.693
1997.586;54.875;51.979;38.695
1998.592;54.875;51.979;38.695
1999.582;54.876;51.976;38.693
2000.579;54.874;51.977;38.694
2001.579;54.874;51.978;38.694
2002.572;54.872;51.979;38.695
2003.566;54.869;51.977;38.693
2004.582;54.873;51.977;38.692
2005.572;54.872;51.975;38.691
2006.569;54.864;51.977;38.692
2007.569;54.868;51.977;38.693
2008.576;54.871;51.977;38.692
2009.567;54.871;51.978;38.692
2010.577;54.868;51.975;38.69
2011.562;54.866;51.977;38.692
2012.555;54.87;51.978;38.693
2013.546;54.866;51.977;38.691
2014.539;54.868;51.978;38.692
2015.54;54.86;51.979;38.693
2016.544;54.867;51.976;38.689
2017.546;54.863;51.978;38.692
2018.542;54.865;51.977;38.691
2019.535;54.869;51.976;38.69
2020.512;54.865;51.976;38.689
2021.506;54.862;51.976;38.689
2022.488;54.865;51.976;38.691
2023.489;54.866;51.977;38.69
2024.479;54.866;51.979;38.693
2025.476;54.854;51.98;38.691
2026.478;54.864;51.977;38.69
2027.484;54.855;51.975;38.689
2028.466;54.858;51.977;38.688
2029.459;54.864;51.976;38.689
2030.452;54.856;51.977;38.69
2031.454;54.859;51.979;38.689
2032.446;54.867;51.977;38.69
2033.444;54.862;51.976;38.688
2034.43;54.855;51.976;38.688
2035.418;54.857;51.977;38.689
2036.41;54.857;51.975;38.688
2037.41;54.853;51.975;38.687
2038.387;54.857;51.976;38.686
2039.397;54.854;51.979;38.69
2040.384;54.852;51.976;38.687
2041.377;54.85;51.975;38.685
2042.371;54.87;51.972;38.686
2043.369;54.853;51.977;38.687
2044.373;54.853;51.978;38.689
2045.378;54.851;51.974;38.685
2046.357;54.846;51.977;38.687
2047.369;54.846;51.974;38.685
2048.382;54.843;51.977;38.687
2049.371;54.849;51.975;38.685
2050.395;54.847;51.976;38.687
2051.391;54.851;51.976;38.685
2052.378;54.842;51.977;38.688
2053.369;54.847;51.976;38.686
2054.365;54.854;51.976;38.686
2055.359;54.844;51.975;38.685
2056.353;54.848;51.976;38.684
2057.341;54.843;51.978;38.689
2058.345;54.848;51.973;38.682
2059.337;54.846;51.976;38.686
2060.344;54.852;51.98;38.69
2061.337;54.843;51.974;38.682
2062.347;54.838;51.977;38.686
2063.335;54.829;51.976;38.684
2064.332;54.841;51.971;38.68
2065.309;54.832;51.972;38.682
2066.321;54.837;51.971;38.679
2067.342;54.837;51.974;38.683
2068.337;54.84;51.972;38.681
2069.329;54.832;51.973;38.681
2070.325;54.833;51.971;38.679
2071.338;54.839;51.971;38.681
2072.328;54.833;51.972;38.681
2073.326;54.831;51.971;38.678
2074.335;54.839;51.97;38.677
2075.321;54.832;51.972;38.679
2076.311;54.83;51.968;38.675
2077.304;54.825;51.972;38.681
2078.3;54.826;51.969;38.676
2079.299;54.823;51.971;38.679
2080.303;54.83;51.971;38.678
2081.308;54.823;51.972;38.68
2082.323;54.822;51.972;38.68
2083.337;54.826;51.968;38.675
2084.335;54.828;51.968;38.676
2085.331;54.83;51.968;38.676
2086.33;54.819;51.97;38.676
2087.33;54.824;51.968;38.675
2088.319;54.821;51.969;38.675
2089.312;54.819;51.969;38.677
2090.322;54.816;51.966;38.673
2091.322;54.815;51.967;38.674
2092.338;54.813;51.963;38.67
2093.345;54.814;51.967;38.673
2094.334;54.812;51.966;38.672
2095.326;54.812;51.965;38.673
2096.321;54.812;51.969;38.676
2097.32;54.813;51.967;38.673
2098.302;54.811;51.967;38.672
2099.282;54.813;51.966;38.672
2100.291;54.812;51.964;38.67
2101.302;54.807;51.968;38.675
2102.31;54.816;51.964;38.668
2103.324;54.811;51.966;38.671
2104.313;54.814;51.963;38.67
2105.323;54.808;51.966;38.671
2106.33;54.805;51.964;38.669
2107.346;54.803;51.965;38.671
2108.334;54.808;51.962;38.666
2109.327;54.803;51.964;38.669
2110.313;54.807;51.964;38.67
2111.321;54.806;51.962;38.666
2112.332;54.809;51.962;38.667
2113.315;54.8;51.966;38.671
2114.302;54.801;51.963;38.669
2115.293;54.803;51.966;38.67
2116.288;54.805;51.968;38.671
2117.282;54.803;51.966;38.669
2118.284;54.806;51.965;38.668
2119.287;54.804;51.964;38.668
2120.284;54.805;51.965;38.667
2121.278;54.8;51.966;38.669
2122.283;54.8;51.964;38.668
2123.282;54.802;51.965;38.669
2124.276;54.803;51.966;38.669
2125.279;54.803;51.965;38.669
2126.275;54.8;51.966;38.669
2127.258;54.804;51.965;38.668
2128.23;54.801;51.966;38.668
2129.222;54.803;51.965;38.668
2130.223;54.8;51.967;38.67
2131.245;54.801;51.966;38.67
2132.229;54.799;51.967;38.67
2133.22;54.798;51.966;38.667
2134.227;54.796;51.964;38.667
2135.24;54.799;51.963;38.664
2136.229;54.795;51.965;38.667
2137.222;54.794;51.966;38.669
2138.227;54.792;51.963;38.665
2139.239;54.794;51.966;38.669
2140.239;54.796;51.964;38.665
2141.238;54.792;51.967;38.669
2142.243;54.795;51.969;38.669
2143.231;54.797;51.966;38.667
2144.217;54.794;51.969;38.669
2145.22;54.792;51.966;38.667
2146.202;54.794;51.965;38.666
2147.214;54.792;51.967;38.669
2148.21;54.79;51.965;38.666
2149.201;54.791;51.967;38.668
2150.204;54.792;51.966;38.668
2151.202;54.781;51.966;38.666
2152.199;54.789;51.966;38.667
2153.208;54.79;51.962;38.663
2154.196;54.786;51.967;38.667
2155.197;54.79;51.965;38.666
2156.212;54.791;51.968;38.668
2157.223;54.791;51.966;38.666
2158.222;54.786;51.968;38.667
2159.229;54.784;51.964;38.663
2160.231;54.785;51.967;38.666
2161.242;54.783;51.962;38.661
2162.241;54.781;51.963;38.663
2163.249;54.783;51.966;38.665
2164.24;54.781;51.964;38.663
2165.238;54.779;51.963;38.664
2166.241;54.779;51.962;38.662
2167.252;54.784;51.963;38.664
2168.24;54.78;51.963;38.661
2169.218;54.781;51.964;38.662
2170.225;54.777;51.963;38.663
2171.208;54.776;51.965;38.664
2172.194;54.779;51.963;38.661
2173.195;54.78;51.965;38.663
2174.196;54.779;51.964;38.663
2175.201;54.781;51.965;38.663
2176.214;54.786;51.964;38.662
2177.203;54.774;51.964;38.663
2178.2;54.784;51.967;38.666
2179.2;54.775;51.965;38.663
2180.204;54.781;51.966;38.663
2181.209;54.775;51.965;38.662
2182.217;54.778;51.966;38.663
2183.229;54.775;51.964;38.662
2184.247;54.773;51.964;38.662
2185.235;54.77;51.963;38.66
2186.226;54.773;51.964;38.661
2187.219;54.781;51.964;38.662
2188.219;54.766;51.964;38.66
2189.218;54.774;51.964;38.662
2190.218;54.767;51.965;38.662
2191.203;54.766;51.965;38.662
2192.214;54.766;51.965;38.663
2193.217;54.767;51.965;38.661
2194.219;54.769;51.967;38.663
2195.202;54.771;51.967;38.663
2196.211;54.77;51.965;38.66
2197.208;54.771;51.965;38.661
2198.201;54.773;51.963;38.658
2199.201;54.775;51.965;38.661
2200.207;54.763;51.963;38.659
2201.224;54.765;51.966;38.661
2202.224;54.767;51.965;38.659
2203.209;54.769;51.966;38.661
2204.207;54.767;51.966;38.661
2205.206;54.763;51.965;38.66
2206.192;54.76;51.965;38.661
2207.178;54.763;51.966;38.661
2208.172;54.758;51.966;38.662
2209.17;54.766;51.966;38.66
2210.177;54.768;51.966;38.661
2211.157;54.761;51.967;38.661
2212.14;54.76;51.964;38.658
2213.152;54.765;51.966;38.66
2214.169;54.761;51.965;38.658
2215.16;54.761;51.967;38.66
2216.15;54.759;51.963;38.657
2217.147;54.754;51.963;38.657
2218.145;54.758;51.962;38.657
2219.149;54.756;51.961;38.654
2220.149;54.751;51.961;38.655
2221.141;54.748;51.96;38.655
2222.141;54.75;51.959;38.651
2223.141;54.752;51.961;38.655
2224.141;54.75;51.958;38.651
2225.137;54.748;51.96;38.653
2226.134;54.748;51.959;38.652
2227.143;54.75;51.958;38.65
2228.144;54.745;51.959;38.651
2229.126;54.742;51.957;38.65
2230.134;54.742;51.959;38.651
2231.147;54.743;51.955;38.647
2232.14;54.746;51.956;38.649
2233.139;54.74;51.957;38.65
2234.145;54.746;51.957;38.649
2235.132;54.74;51.958;38.651
2236.137;54.741;51.957;38.65
2237.142;54.742;51.959;38.652
2238.118;54.737;51.956;38.648
2239.129;54.741;51.958;38.649
2240.118;54.74;51.958;38.65
2241.145;54.737;51.956;38.648
2242.147;54.739;51.957;38.65
2243.157;54.743;51.956;38.649
2244.169;54.739;51.956;38.648
2245.189;54.739;51.957;38.65
2246.184;54.742;51.957;38.648
2247.182;54.735;51.957;38.649
2248.184;54.743;51.957;38.649
2249.187;54.738;51.957;38.649
2250.166;54.737;51.957;38.649
2251.179;54.724;51.953;38.645
2252.164;54.743;51.957;38.648
2253.153;54.738;51.959;38.65
2254.145;54.738;51.961;38.652
2255.14;54.741;51.957;38.648
2256.136;54.739;51.962;38.652
2257.136;54.742;51.961;38.651
2258.137;54.736;51.96;38.65
2259.137;54.738;51.962;38.652
2260.132;54.734;51.958;38.648
2261.12;54.736;51.96;38.65
2262.123;54.737;51.96;38.65
2263.128;54.735;51.963;38.652
2264.106;54.733;51.963;38.653
2265.092;54.726;51.964;38.654
2266.074;54.733;51.963;38.653
2267.059;54.731;51.96;38.65
2268.052;54.726;51.963;38.653
2269.038;54.729;51.962;38.652
2270.029;54.726;51.962;38.652
2271.03;54.736;51.961;38.649
2272.01;54.724;51.968;38.655
2273.032;54.734;51.958;38.648
2274.033;54.736;51.96;38.649
2275.012;54.728;51.963;38.652
2275.999;54.725;51.962;38.65
2276.993;54.719;51.962;38.652
2277.996;54.728;51.963;38.651
2279.005;54.726;51.962;38.65
2279.987;54.727;51.96;38.648
2280.976;54.724;51.961;38.65
2281.971;54.729;51.961;38.649
2282.975;54.721;51.965;38.653
2283.962;54.723;51.964;38.651
2284.983;54.727;51.96;38.647
2285.976;54.705;51.957;38.645
2286.983;54.721;51.961;38.649
2287.981;54.716;51.963;38.651
2288.982;54.718;51.967;38.653
2289.987;54.726;51.966;38.654
2290.97;54.72;51.966;38.653
2291.967;54.72;51.965;38.65
2292.959;54.715;51.964;38.651
2293.963;54.718;51.962;38.649
2294.959;54.72;51.965;38.65
2295.94;54.711;51.964;38.651
2296.935;54.7;51.958;38.645
2297.947;54.713;51.96;38.646
2298.941;54.712;51.959;38.646
2299.935;54.711;51.961;38.648
2300.952;54.705;51.963;38.65
2301.933;54.715;51.962;38.648
2302.918;54.707;51.964;38.649
2303.917;54.711;51.963;38.649
2304.931;54.711;51.961;38.648
2305.952;54.704;51.964;38.65
2306.951;54.704;51.965;38.65
2307.931;54.693;51.961;38.647
2308.945;54.688;51.961;38.646
2309.935;54.701;51.966;38.65
2310.927;54.703;51.966;38.65
2311.926;54.702;51.96;38.644
2312.906;54.706;51.962;38.646
2313.889;54.71;51.963;38.647
2314.878;54.699;51.964;38.649
2315.87;54.708;51.966;38.651
2316.867;54.688;51.963;38.648
2317.868;54.683;51.961;38.646
2318.871;54.704;51.966;38.649
2319.886;54.686;51.962;38.646
2320.904;54.699;51.966;38.651
2321.906;54.7;51.964;38.647
2322.902;54.696;51.959;38.643
2323.902;54.706;51.965;38.648
2324.898;54.699;51.964;38.648
2325.884;54.69;51.963;38.646
2326.869;54.699;51.965;38.648
2327.882;54.678;51.959;38.642
2328.878;54.695;51.964;38.648
2329.885;54.69;51.963;38.646
2330.904;54.683;51.961;38.645
2331.916;54.701;51.962;38.645
2332.919;54.687;51.964;38.647
2333.931;54.681;51.96;38.643
2334.931;54.692;51.964;38.646
2335.94;54.694;51.966;38.648
2336.926;54.688;51.965;38.647
2337.918;54.7;51.963;38.645
2338.918;54.678;51.958;38.641
2339.912;54.678;51.962;38.645
2340.905;54.674;51.961;38.644
2341.903;54.673;51.961;38.643
2342.911;54.689;51.961;38.644
2343.91;54.689;51.964;38.645
2344.913;54.687;51.963;38.645
2345.89;54.685;51.967;38.647
2346.885;54.671;51.961;38.642
2347.882;54.668;51.961;38.644
2348.882;54.674;51.959;38.641
2349.857;54.67;51.961;38.643
2350.871;54.691;51.966;38.647
2351.889;54.676;51.961;38.64
2352.884;54.692;51.966;38.647
2353.877;54.671;51.961;38.642
2354.882;54.684;51.965;38.645
2355.875;54.692;51.965;38.645
2356.863;54.68;51.959;38.639
2357.861;54.683;51.966;38.647
2358.871;54.668;51.962;38.642
2359.874;54.664;51.963;38.644
2360.887;54.678;51.969;38.648
2361.889;54.667;51.964;38.644
2362.871;54.672;51.962;38.642
2363.869;54.662;51.961;38.642
2364.861;54.676;51.969;38.649
2365.852;54.683;51.966;38.646
2366.852;54.666;51.962;38.642
2367.857;54.68;51.967;38.647
2368.868;54.663;51.966;38.645
2369.885;54.662;51.964;38.644
2370.883;54.657;51.961;38.64
2371.887;54.658;51.963;38.641
2372.9;54.659;51.965;38.644
2373.895;54.67;51.962;38.642
2374.894;54.672;51.966;38.644
2375.897;54.66;51.964;38.643
2376.881;54.678;51.966;38.644
2377.869;54.667;51.966;38.643
2378.871;54.654;51.965;38.643
2379.875;54.674;51.966;38.643
2380.884;54.66;51.965;38.643
2381.897;54.658;51.963;38.64
2382.886;54.674;51.966;38.644
2383.889;54.656;51.965;38.642
2384.905;54.65;51.961;38.639
2385.934;54.655;51.964;38.641
2386.934;54.642;51.962;38.64
2387.942;54.667;51.965;38.642
2388.938;54.655;51.964;38.642
2389.941;54.653;51.962;38.64
2390.942;54.645;51.963;38.64
2391.941;54.638;51.962;38.639
2392.94;54.644;51.962;38.64
2393.918;54.643;51.963;38.64
2394.929;54.654;51.964;38.64
2395.907;54.673;51.965;38.641
2396.903;54.652;51.966;38.643
2397.903;54.65;51.964;38.64
2398.892;54.644;51.965;38.642
2399.891;54.653;51.967;38.643
2400.881;54.646;51.964;38.642
2401.867;54.642;51.963;38.639
2402.876;54.649;51.964;38.639
2403.887;54.641;51.964;38.64
2404.874;54.646;51.962;38.638
2405.876;54.641;51.962;38.636
2406.879;54.644;51.961;38.637
2407.856;54.646;51.962;38.639
2408.854;54.633;51.964;38.639
2409.852;54.636;51.963;38.64
2410.856;54.646;51.962;38.637
2411.864;54.641;51.962;38.636
2412.879;54.64;51.961;38.637
2413.863;54.632;51.96;38.635
2414.853;54.643;51.96;38.636
2415.875;54.637;51.962;38.636
2416.875;54.635;51.961;38.635
2417.881;54.638;51.957;38.631
2418.868;54.625;51.957;38.632
2419.867;54.638;51.957;38.63
2420.875;54.623;51.955;38.63
2421.872;54.625;51.955;38.63
2422.878;54.624;51.956;38.629
2423.887;54.633;51.957;38.632
2424.877;54.628;51.956;38.63
2425.857;54.624;51.956;38.629
2426.858;54.622;51.957;38.631
2427.855;54.622;51.957;38.631
2428.864;54.629;51.957;38.631
2429.852;54.624;51.958;38.632
2430.846;54.615;51.954;38.628
2431.858;54.629;51.958;38.631
2432.867;54.625;51.956;38.63
2433.857;54.63;51.957;38.63
2434.852;54.625;51.954;38.627
2435.82;54.618;51.953;38.627
2436.825;54.617;51.95;38.624
2437.838;54.62;51.953;38.625
2438.851;54.621;51.954;38.627
2439.841;54.624;51.954;38.626
2440.834;54.616;51.951;38.624
2441.835;54.612;51.955;38.627
2442.837;54.611;51.953;38.624
2443.843;54.611;51.954;38.627
2444.857;54.619;51.953;38.625
2445.873;54.623;51.953;38.626
2446.858;54.61;51.955;38.627
2447.847;54.618;51.954;38.626
2448.847;54.616;51.955;38.628
2449.844;54.614;51.952;38.623
2450.845;54.61;51.954;38.627
2451.844;54.612;51.954;38.626
2452.85;54.611;51.953;38.625
2453.834;54.613;51.954;38.626
2454.834;54.611;51.953;38.625
2455.82;54.611;51.955;38.627
2456.802;54.609;51.955;38.626
2457.807;54.609;51.954;38.625
2458.812;54.608;51.956;38.627
2459.81;54.615;51.956;38.626
2460.827;54.609;51.955;38.626
2461.826;54.603;51.955;38.625
2462.836;54.593;51.952;38.625
2463.853;54.604;51.952;38.623
2464.845;54.602;51.953;38.624
2465.85;54.601;51.955;38.626
2466.833;54.606;51.952;38.622
2467.82;54.599;51.955;38.625
2468.813;54.603;51.953;38.623
2469.818;54.603;51.951;38.622
2470.816;54.594;51.95;38.622
2471.824;54.607;51.951;38.621
2472.805;54.602;51.949;38.619
2473.791;54.599;51.952;38.621
2474.794;54.608;51.954;38.623
2475.81;54.597;51.951;38.624
2476.8;54.598;51.952;38.622
2477.796;54.598;51.95;38.621
2478.796;54.599;51.951;38.62
2479.799;54.593;51.95;38.62
2480.803;54.593;51.951;38.621
2481.797;54.597;51.949;38.619
2482.795;54.592;51.95;38.619
2483.79;54.593;51.952;38.621
2484.784;54.591;51.949;38.617
2485.793;54.594;51.951;38.619
2486.785;54.589;51.951;38.62
2487.788;54.592;51.948;38.617
2488.78;54.596;51.948;38.616
2489.78;54.59;51.949;38.617
2490.77;54.589;51.948;38.617
2491.768;54.59;51.952;38.621
2492.778;54.595;51.948;38.616
2493.782;54.588;51.948;38.617
2494.794;54.583;51.948;38.617
2495.779;54.587;51.95;38.619
2496.763;54.586;51.95;38.619
2497.761;54.586;51.947;38.616
2498.762;54.587;51.95;38.619
