IDs:;240715_06_240712E;06_DNAJB6_00_988_uM;
Concentration [uM]:;0.988;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
1681.43;56.517;51.733;38.821
1682.416;56.526;51.735;38.822
1683.413;56.504;51.73;38.817
1684.413;56.487;51.732;38.82
1685.414;56.55;51.731;38.813
1686.417;56.557;51.73;38.812
1687.428;56.555;51.731;38.813
1688.414;56.519;51.735;38.822
1689.415;56.516;51.733;38.819
1690.408;56.55;51.731;38.813
1691.391;56.523;51.732;38.815
1692.376;56.522;51.733;38.819
1693.372;56.506;51.736;38.823
1694.375;56.504;51.734;38.82
1695.384;56.506;51.735;38.822
1696.397;56.505;51.735;38.82
1697.418;56.503;51.736;38.822
1698.415;56.478;51.733;38.818
1699.419;56.506;51.738;38.822
1700.417;56.487;51.733;38.816
1701.412;56.474;51.734;38.819
1702.413;56.505;51.736;38.821
1703.424;56.512;51.736;38.82
1704.406;56.505;51.737;38.82
1705.396;56.498;51.738;38.822
1706.39;56.498;51.736;38.82
1707.387;56.496;51.738;38.821
1708.389;56.491;51.737;38.821
1709.395;56.495;51.736;38.818
1710.415;56.497;51.735;38.817
1711.404;56.512;51.735;38.815
1712.396;56.5;51.735;38.817
1713.396;56.516;51.732;38.811
1714.395;56.497;51.736;38.819
1715.375;56.472;51.732;38.815
1716.366;56.51;51.735;38.814
1717.368;56.468;51.731;38.813
1718.372;56.482;51.736;38.818
1719.376;56.49;51.734;38.816
1720.374;56.486;51.736;38.818
1721.358;56.504;51.734;38.812
1722.356;56.501;51.733;38.81
1723.347;56.504;51.735;38.813
1724.343;56.495;51.734;38.812
1725.349;56.504;51.732;38.81
1726.372;56.503;51.733;38.809
1727.369;56.498;51.734;38.81
1728.37;56.483;51.734;38.813
1729.376;56.454;51.733;38.812
1730.361;56.504;51.734;38.81
1731.352;56.473;51.736;38.814
1732.346;56.512;51.734;38.809
1733.343;56.447;51.734;38.813
1734.344;56.493;51.733;38.809
1735.321;56.491;51.734;38.81
1736.333;56.5;51.733;38.809
1737.323;56.5;51.731;38.806
1738.32;56.49;51.733;38.809
1739.322;56.493;51.733;38.808
1740.327;56.496;51.732;38.807
1741.336;56.49;51.733;38.807
1742.319;56.447;51.732;38.808
1743.309;56.484;51.735;38.81
1744.299;56.462;51.736;38.814
1745.291;56.444;51.732;38.808
1746.288;56.487;51.733;38.806
1747.278;56.478;51.734;38.808
1748.283;56.454;51.735;38.811
1749.283;56.455;51.727;38.8
1750.28;56.473;51.734;38.808
1751.26;56.456;51.735;38.811
1752.249;56.478;51.73;38.802
1753.249;56.483;51.732;38.804
1754.232;56.427;51.731;38.806
1755.231;56.444;51.726;38.797
1756.224;56.477;51.729;38.801
1757.246;56.482;51.731;38.802
1758.249;56.477;51.73;38.801
1759.234;56.465;51.73;38.802
1760.229;56.47;51.729;38.799
1761.232;56.466;51.731;38.802
1762.24;56.444;51.727;38.797
1763.229;56.434;51.729;38.8
1764.226;56.467;51.731;38.803
1765.23;56.459;51.732;38.803
1766.211;56.466;51.732;38.804
1767.228;56.459;51.731;38.802
1768.22;56.432;51.728;38.798
1769.222;56.457;51.734;38.805
1770.198;56.455;51.732;38.802
1771.184;56.451;51.731;38.801
1772.185;56.433;51.728;38.796
1773.193;56.424;51.729;38.798
1774.212;56.449;51.734;38.804
1775.204;56.45;51.734;38.803
1776.198;56.45;51.733;38.803
1777.2;56.451;51.736;38.805
1778.211;56.441;51.734;38.803
1779.219;56.448;51.734;38.802
1780.232;56.442;51.735;38.803
1781.23;56.455;51.733;38.801
1782.239;56.424;51.729;38.797
1783.253;56.414;51.728;38.796
1784.243;56.419;51.729;38.796
1785.246;56.444;51.733;38.801
1786.251;56.419;51.728;38.795
1787.242;56.441;51.732;38.799
1788.251;56.448;51.73;38.796
1789.244;56.435;51.733;38.8
1790.25;56.44;51.731;38.798
1791.246;56.437;51.734;38.8
1792.248;56.437;51.734;38.799
1793.246;56.406;51.727;38.791
1794.257;56.435;51.734;38.8
1795.264;56.435;51.733;38.798
1796.251;56.431;51.733;38.799
1797.246;56.431;51.734;38.799
1798.23;56.428;51.733;38.798
1799.217;56.424;51.731;38.796
1800.213;56.398;51.728;38.793
1801.212;56.428;51.733;38.798
1802.213;56.405;51.726;38.789
1803.208;56.42;51.733;38.797
1804.219;56.42;51.734;38.798
1805.23;56.431;51.732;38.797
1806.214;56.395;51.728;38.79
1807.205;56.416;51.733;38.796
1808.206;56.427;51.734;38.797
1809.21;56.396;51.727;38.79
1810.22;56.393;51.728;38.791
1811.204;56.417;51.732;38.794
1812.188;56.388;51.726;38.788
1813.177;56.419;51.731;38.794
1814.165;56.416;51.733;38.796
1815.158;56.41;51.733;38.795
1816.154;56.414;51.732;38.794
1817.158;56.41;51.733;38.795
1818.15;56.412;51.731;38.793
1819.151;56.381;51.729;38.79
1820.149;56.402;51.734;38.795
1821.141;56.404;51.733;38.794
1822.133;56.409;51.732;38.793
1823.126;56.405;51.732;38.793
1824.13;56.405;51.733;38.794
1825.128;56.41;51.731;38.792
1826.105;56.371;51.728;38.788
1827.097;56.4;51.731;38.791
1828.092;56.399;51.731;38.791
1829.1;56.396;51.729;38.789
1830.113;56.388;51.731;38.791
1831.131;56.395;51.73;38.79
1832.137;56.377;51.727;38.787
1833.144;56.394;51.73;38.79
1834.13;56.393;51.731;38.791
1835.148;56.391;51.73;38.789
1836.154;56.394;51.732;38.791
1837.145;56.382;51.733;38.791
1838.152;56.365;51.728;38.786
1839.154;56.381;51.732;38.789
1840.161;56.389;51.731;38.789
1841.175;56.374;51.73;38.787
1842.158;56.382;51.731;38.788
1843.144;56.384;51.731;38.789
1844.132;56.38;51.731;38.788
1845.127;56.381;51.731;38.789
1846.123;56.372;51.73;38.787
1847.113;56.377;51.731;38.788
1848.105;56.37;51.733;38.788
1849.101;56.371;51.731;38.788
1850.112;56.37;51.732;38.788
1851.085;56.371;51.731;38.788
1852.089;56.348;51.726;38.781
1853.086;56.362;51.732;38.787
1854.085;56.363;51.731;38.786
1855.088;56.365;51.732;38.786
1856.087;56.37;51.731;38.787
1857.073;56.372;51.73;38.785
1858.065;56.341;51.727;38.781
1859.049;56.366;51.73;38.785
1860.053;56.353;51.73;38.784
1861.037;56.359;51.731;38.785
1862.029;56.337;51.727;38.78
1863.027;56.358;51.732;38.786
1864.035;56.36;51.73;38.784
1865.046;56.357;51.728;38.782
1866.035;56.335;51.725;38.778
1867.029;56.334;51.727;38.78
1868.032;56.352;51.73;38.783
1869.038;56.333;51.725;38.778
1870.047;56.353;51.731;38.783
1871.033;56.35;51.73;38.783
1872.025;56.344;51.731;38.783
1873.023;56.34;51.73;38.782
1874.025;56.35;51.731;38.783
1875.029;56.346;51.732;38.784
1876.039;56.316;51.727;38.778
1877.05;56.339;51.731;38.783
1878.035;56.352;51.73;38.781
1879.023;56.332;51.733;38.783
1880.028;56.338;51.732;38.782
1881.027;56.347;51.73;38.781
1882.018;56.335;51.732;38.783
1882.999;56.337;51.733;38.783
1883.98;56.328;51.73;38.78
1884.987;56.329;51.732;38.783
1885.978;56.311;51.726;38.776
1886.988;56.34;51.73;38.779
1887.994;56.324;51.731;38.781
1888.987;56.321;51.732;38.78
1889.982;56.328;51.73;38.779
1890.975;56.322;51.731;38.781
1891.977;56.324;51.73;38.779
1892.961;56.305;51.731;38.78
1893.955;56.322;51.729;38.778
1894.928;56.324;51.73;38.779
1895.914;56.32;51.729;38.777
1896.913;56.303;51.729;38.778
1897.921;56.305;51.732;38.779
1898.901;56.298;51.73;38.778
1899.887;56.311;51.73;38.779
1900.88;56.294;51.732;38.78
1901.883;56.299;51.731;38.779
1902.892;56.276;51.728;38.775
1903.876;56.306;51.733;38.781
1904.863;56.275;51.728;38.774
1905.856;56.316;51.732;38.777
1906.859;56.301;51.734;38.78
1907.864;56.298;51.732;38.778
1908.877;56.292;51.734;38.78
1909.867;56.3;51.729;38.774
1910.89;56.295;51.734;38.78
1911.883;56.301;51.731;38.775
1912.88;56.282;51.734;38.78
1913.891;56.298;51.732;38.775
1914.867;56.257;51.727;38.771
1915.867;56.281;51.733;38.778
1916.857;56.281;51.733;38.776
1917.858;56.281;51.731;38.776
1918.852;56.276;51.733;38.778
1919.861;56.275;51.731;38.775
1920.854;56.262;51.734;38.778
1921.851;56.25;51.73;38.774
1922.852;56.282;51.734;38.778
1923.86;56.25;51.731;38.775
1924.855;56.266;51.735;38.777
1925.856;56.276;51.736;38.78
1926.854;56.261;51.735;38.778
1927.851;56.251;51.734;38.776
1928.865;56.253;51.734;38.777
1929.856;56.259;51.733;38.775
1930.857;56.254;51.734;38.776
1931.839;56.259;51.734;38.776
1932.831;56.27;51.736;38.777
1933.832;56.255;51.736;38.778
1934.816;56.257;51.738;38.779
1935.8;56.258;51.735;38.777
1936.794;56.229;51.733;38.774
1937.788;56.253;51.738;38.779
1938.78;56.253;51.736;38.777
1939.778;56.248;51.735;38.776
1940.779;56.259;51.736;38.778
1941.757;56.253;51.737;38.778
1942.755;56.242;51.736;38.776
1943.75;56.256;51.739;38.779
1944.747;56.247;51.737;38.777
1945.745;56.252;51.739;38.779
1946.711;56.245;51.738;38.778
1947.726;56.236;51.74;38.778
1948.723;56.245;51.736;38.775
1949.73;56.24;51.738;38.777
1950.726;56.245;51.74;38.778
1951.724;56.245;51.738;38.776
1952.711;56.239;51.739;38.778
1953.707;56.245;51.74;38.777
1954.704;56.244;51.738;38.776
1955.69;56.24;51.741;38.779
1956.691;56.21;51.74;38.777
1957.684;56.201;51.74;38.777
1958.679;56.231;51.744;38.781
1959.683;56.237;51.741;38.778
1960.69;56.234;51.743;38.78
1961.686;56.235;51.74;38.778
1962.688;56.197;51.741;38.777
1963.693;56.218;51.745;38.78
1964.681;56.232;51.746;38.781
1965.674;56.225;51.748;38.784
1966.673;56.234;51.747;38.782
1967.675;56.219;51.745;38.78
1968.652;56.223;51.746;38.781
1969.664;56.19;51.74;38.775
1970.682;56.235;51.746;38.781
1971.682;56.222;51.744;38.779
1972.688;56.211;51.746;38.781
1973.67;56.195;51.745;38.778
1974.683;56.211;51.746;38.779
1975.698;56.193;51.743;38.777
1976.687;56.223;51.747;38.78
1977.678;56.214;51.748;38.781
1978.705;56.206;51.746;38.779
1979.702;56.21;51.748;38.781
1980.704;56.221;51.748;38.78
1981.689;56.211;51.747;38.78
1982.69;56.203;51.747;38.78
1983.673;56.205;51.747;38.779
1984.684;56.218;51.749;38.781
1985.689;56.185;51.744;38.777
1986.681;56.187;51.743;38.774
1987.69;56.202;51.747;38.779
1988.68;56.209;51.746;38.777
1989.674;56.213;51.747;38.778
1990.677;56.201;51.75;38.781
1991.69;56.202;51.749;38.779
1992.687;56.198;51.747;38.777
1993.69;56.196;51.748;38.778
1994.677;56.21;51.747;38.778
1995.673;56.198;51.747;38.777
1996.688;56.197;51.749;38.779
1997.676;56.192;51.748;38.777
1998.67;56.198;51.747;38.776
1999.67;56.192;51.747;38.777
2000.677;56.189;51.747;38.776
2001.696;56.196;51.748;38.776
2002.719;56.189;51.749;38.777
2003.722;56.187;51.749;38.777
2004.728;56.198;51.748;38.776
2005.74;56.19;51.748;38.775
2006.759;56.177;51.749;38.776
2007.754;56.184;51.747;38.775
2008.754;56.19;51.748;38.776
2009.759;56.188;51.747;38.775
2010.766;56.169;51.746;38.773
2011.777;56.171;51.747;38.774
2012.793;56.185;51.748;38.776
2013.779;56.184;51.748;38.775
2014.772;56.178;51.748;38.774
2015.799;56.169;51.747;38.773
2016.785;56.179;51.746;38.772
2017.779;56.161;51.749;38.776
2018.771;56.177;51.746;38.772
2019.77;56.158;51.748;38.773
2020.768;56.165;51.748;38.775
2021.773;56.161;51.747;38.772
2022.78;56.176;51.749;38.775
2023.76;56.151;51.75;38.776
2024.745;56.165;51.747;38.772
2025.747;56.164;51.746;38.771
2026.736;56.172;51.748;38.773
2027.734;56.163;51.747;38.773
2028.746;56.157;51.748;38.773
2029.736;56.169;51.75;38.773
2030.728;56.155;51.748;38.771
2031.731;56.153;51.748;38.774
2032.742;56.156;51.747;38.77
2033.76;56.161;51.746;38.77
2034.757;56.147;51.746;38.77
2035.741;56.146;51.747;38.771
2036.734;56.146;51.747;38.772
2037.726;56.136;51.744;38.767
2038.725;56.143;51.748;38.771
2039.728;56.152;51.745;38.767
2040.735;56.131;51.747;38.77
2041.719;56.146;51.745;38.767
2042.704;56.146;51.747;38.77
2043.696;56.126;51.746;38.769
2044.703;56.139;51.747;38.771
2045.717;56.146;51.744;38.765
2046.704;56.146;51.745;38.767
2047.697;56.135;51.748;38.769
2048.696;56.135;51.746;38.767
2049.696;56.135;51.745;38.768
2050.7;56.132;51.747;38.769
2051.698;56.134;51.747;38.767
2052.696;56.143;51.747;38.767
2053.689;56.085;51.742;38.762
2054.67;56.13;51.745;38.766
2055.648;56.131;51.745;38.766
2056.65;56.119;51.744;38.765
2057.644;56.109;51.742;38.763
2058.622;56.128;51.742;38.763
2059.631;56.125;51.744;38.764
2060.64;56.121;51.744;38.765
2061.638;56.114;51.745;38.765
2062.617;56.118;51.745;38.764
2063.632;56.105;51.743;38.763
2064.652;56.115;51.741;38.76
2065.658;56.106;51.743;38.764
2066.65;56.118;51.742;38.76
2067.654;56.11;51.745;38.762
2068.645;56.121;51.743;38.762
2069.671;56.108;51.743;38.762
2070.675;56.095;51.743;38.761
2071.655;56.113;51.742;38.76
2072.65;56.118;51.74;38.758
2073.644;56.095;51.745;38.764
2074.642;56.097;51.742;38.759
2075.65;56.107;51.743;38.761
2076.66;56.102;51.742;38.759
2077.646;56.111;51.742;38.759
2078.635;56.068;51.737;38.755
2079.634;56.086;51.743;38.761
2080.635;56.104;51.744;38.761
2081.639;56.091;51.741;38.758
2082.65;56.109;51.742;38.758
2083.663;56.091;51.742;38.759
2084.683;56.083;51.743;38.761
2085.688;56.093;51.743;38.76
2086.668;56.095;51.743;38.76
2087.666;56.101;51.742;38.758
2088.649;56.086;51.743;38.76
2089.653;56.082;51.744;38.761
2090.651;56.084;51.743;38.76
2091.642;56.092;51.741;38.757
2092.653;56.073;51.741;38.758
2093.666;56.09;51.742;38.758
2094.673;56.083;51.741;38.757
2095.663;56.081;51.74;38.755
2096.672;56.082;51.742;38.758
2097.66;56.076;51.742;38.756
2098.654;56.072;51.74;38.755
2099.649;56.082;51.741;38.757
2100.651;56.07;51.741;38.755
2101.658;56.079;51.742;38.756
2102.64;56.082;51.743;38.756
2103.629;56.08;51.74;38.754
2104.655;56.078;51.741;38.754
2105.654;56.072;51.739;38.753
2106.654;56.07;51.74;38.754
2107.664;56.069;51.74;38.753
2108.674;56.062;51.741;38.754
2109.655;56.079;51.738;38.75
2110.64;56.06;51.738;38.752
2111.625;56.067;51.739;38.752
2112.618;56.073;51.739;38.751
2113.613;56.063;51.739;38.752
2114.609;56.051;51.739;38.752
2115.619;56.059;51.739;38.752
2116.605;56.054;51.738;38.751
2117.598;56.057;51.739;38.751
2118.591;56.06;51.736;38.749
2119.593;56.052;51.739;38.751
2120.595;56.058;51.738;38.751
2121.583;56.044;51.735;38.747
2122.587;56.056;51.737;38.748
2123.584;56.036;51.738;38.75
2124.589;56.031;51.734;38.746
2125.577;56.063;51.737;38.748
2126.572;56.059;51.739;38.751
2127.576;56.048;51.737;38.748
2128.566;56.042;51.739;38.749
2129.575;56.053;51.738;38.748
2130.581;56.051;51.738;38.748
2131.556;56.044;51.739;38.749
2132.545;56.037;51.737;38.748
2133.535;56.043;51.736;38.746
2134.53;56.026;51.734;38.744
2135.532;56.041;51.737;38.747
2136.506;56.037;51.738;38.747
2137.517;56.042;51.736;38.745
2138.501;56.028;51.736;38.746
2139.489;56.021;51.733;38.743
2140.488;56.022;51.735;38.745
2141.488;56.033;51.736;38.744
2142.46;56.026;51.735;38.744
2143.468;56.024;51.734;38.743
2144.453;56.032;51.734;38.743
2145.443;56.027;51.739;38.748
2146.466;56.037;51.735;38.743
2147.463;56.032;51.737;38.745
2148.456;56.022;51.738;38.745
2149.452;56.023;51.737;38.745
2150.454;56.021;51.737;38.745
2151.446;56.021;51.734;38.742
2152.439;56.023;51.738;38.746
2153.431;56.036;51.738;38.746
2154.43;56.034;51.735;38.741
2155.438;56.027;51.738;38.745
2156.415;56.025;51.737;38.744
2157.433;56.027;51.736;38.743
2158.438;56.024;51.736;38.743
2159.448;56.02;51.738;38.745
2160.458;56.02;51.735;38.741
2161.465;56.019;51.739;38.745
2162.48;56.013;51.736;38.741
2163.477;56.015;51.737;38.744
2164.491;56.013;51.736;38.742
2165.501;56.013;51.738;38.744
2166.494;56.01;51.737;38.742
2167.487;56.004;51.736;38.742
2168.491;56.012;51.737;38.742
2169.499;56.006;51.736;38.741
2170.487;56.019;51.734;38.739
2171.476;56.012;51.735;38.74
2172.475;56.003;51.736;38.741
2173.474;55.996;51.738;38.744
2174.476;56.005;51.735;38.739
2175.484;56.007;51.737;38.741
2176.461;56.003;51.739;38.742
2177.444;55.993;51.736;38.739
2178.461;55.994;51.737;38.741
2179.5;56.005;51.735;38.738
2180.491;56.001;51.737;38.74
2181.478;55.991;51.736;38.739
2182.474;56;51.736;38.738
2183.478;55.997;51.736;38.739
2184.481;55.982;51.737;38.74
2185.486;55.993;51.735;38.739
2186.474;55.98;51.737;38.74
2187.498;55.991;51.735;38.736
2188.495;55.991;51.736;38.737
2189.501;55.992;51.736;38.738
2190.507;55.992;51.735;38.736
2191.519;55.973;51.738;38.74
2192.524;55.97;51.738;38.741
2193.514;55.987;51.736;38.739
2194.506;55.99;51.735;38.737
2195.507;55.979;51.733;38.734
2196.514;55.968;51.736;38.738
2197.529;55.969;51.735;38.736
2198.53;55.963;51.737;38.738
2199.516;55.975;51.735;38.737
2200.505;55.958;51.737;38.739
2201.5;55.977;51.732;38.733
2202.499;55.979;51.734;38.733
2203.503;55.962;51.735;38.737
2204.482;55.959;51.737;38.737
2205.466;55.971;51.735;38.736
2206.458;55.978;51.734;38.734
2207.458;55.979;51.733;38.733
2208.46;55.974;51.734;38.732
2209.471;55.977;51.735;38.734
2210.448;55.975;51.736;38.735
2211.432;55.957;51.737;38.737
2212.45;55.973;51.735;38.735
2213.435;55.958;51.737;38.735
2214.421;55.964;51.736;38.735
2215.415;55.956;51.737;38.736
2216.41;55.965;51.736;38.736
2217.427;55.967;51.734;38.732
2218.434;55.945;51.739;38.738
2219.441;55.953;51.736;38.734
2220.434;55.953;51.737;38.737
2221.449;55.945;51.735;38.733
2222.442;55.946;51.737;38.735
2223.433;55.942;51.739;38.737
2224.435;55.954;51.738;38.735
2225.418;55.941;51.737;38.736
2226.423;55.952;51.737;38.735
2227.401;55.942;51.737;38.734
2228.417;55.952;51.737;38.735
2229.408;55.942;51.737;38.735
2230.39;55.933;51.737;38.733
2231.401;55.955;51.737;38.734
2232.401;55.943;51.736;38.731
2233.41;55.945;51.736;38.733
2234.421;55.933;51.737;38.734
2235.41;55.943;51.736;38.733
2236.404;55.944;51.737;38.734
2237.413;55.936;51.737;38.733
2238.399;55.935;51.738;38.735
2239.42;55.934;51.737;38.733
2240.419;55.932;51.739;38.735
2241.42;55.923;51.736;38.732
2242.425;55.941;51.738;38.733
2243.432;55.927;51.738;38.733
2244.415;55.931;51.738;38.734
2245.4;55.917;51.741;38.736
2246.39;55.918;51.741;38.736
2247.373;55.889;51.735;38.729
2248.364;55.925;51.739;38.734
2249.357;55.909;51.741;38.737
2250.334;55.912;51.741;38.735
2251.327;55.878;51.738;38.731
2252.32;55.917;51.741;38.734
2253.315;55.924;51.74;38.735
2254.293;55.922;51.742;38.735
2255.278;55.91;51.742;38.735
2256.274;55.912;51.738;38.732
2257.257;55.918;51.739;38.732
2258.257;55.92;51.742;38.734
2259.262;55.874;51.737;38.729
2260.271;55.903;51.741;38.733
2261.287;55.917;51.739;38.732
2262.299;55.903;51.741;38.733
2263.294;55.87;51.736;38.729
2264.289;55.871;51.736;38.728
2265.29;55.898;51.739;38.73
2266.292;55.898;51.741;38.734
2267.302;55.907;51.739;38.731
2268.304;55.865;51.738;38.73
2269.313;55.875;51.732;38.725
2270.291;55.898;51.74;38.73
2271.305;55.868;51.735;38.726
2272.297;55.899;51.739;38.729
2273.29;55.883;51.742;38.733
2274.289;55.901;51.741;38.731
2275.293;55.907;51.74;38.73
2276.297;55.858;51.737;38.728
2277.289;55.909;51.738;38.727
2278.281;55.861;51.734;38.724
2279.259;55.888;51.738;38.729
2280.271;55.895;51.737;38.727
2281.283;55.896;51.739;38.73
2282.283;55.852;51.734;38.725
2283.266;55.852;51.735;38.725
2284.266;55.888;51.739;38.73
2285.248;55.854;51.735;38.725
2286.247;55.894;51.738;38.726
2287.245;55.892;51.74;38.731
2288.248;55.892;51.738;38.726
2289.233;55.89;51.739;38.727
2290.227;55.851;51.735;38.723
2291.231;55.894;51.738;38.726
2292.225;55.879;51.738;38.726
2293.23;55.893;51.737;38.726
2294.241;55.842;51.735;38.723
2295.239;55.87;51.74;38.728
2296.241;55.851;51.733;38.721
2297.253;55.841;51.736;38.724
2298.243;55.845;51.733;38.722
2299.238;55.837;51.736;38.724
2300.235;55.839;51.736;38.723
2301.243;55.878;51.741;38.728
2302.253;55.843;51.735;38.722
2303.249;55.84;51.735;38.723
2304.246;55.868;51.744;38.731
2305.231;55.843;51.735;38.723
2306.241;55.846;51.734;38.722
2307.254;55.868;51.74;38.727
2308.244;55.839;51.736;38.722
2309.238;55.839;51.737;38.723
2310.235;55.861;51.741;38.728
2311.233;55.87;51.741;38.727
2312.214;55.835;51.736;38.723
2313.209;55.886;51.739;38.726
2314.203;55.832;51.737;38.722
2315.198;55.833;51.736;38.722
2316.186;55.838;51.736;38.721
2317.187;55.872;51.74;38.724
2318.166;55.83;51.737;38.723
2319.168;55.861;51.743;38.728
2320.176;55.833;51.737;38.722
2321.168;55.828;51.738;38.723
2322.173;55.826;51.737;38.722
2323.158;55.826;51.738;38.723
2324.156;55.82;51.739;38.724
2325.16;55.825;51.738;38.722
2326.16;55.853;51.745;38.729
2327.16;55.854;51.745;38.729
2328.138;55.825;51.739;38.723
2329.123;55.854;51.743;38.727
2330.117;55.849;51.746;38.73
2331.118;55.82;51.738;38.722
2332.111;55.821;51.736;38.72
2333.101;55.824;51.739;38.723
2334.102;55.851;51.744;38.727
2335.107;55.848;51.745;38.728
2336.121;55.85;51.743;38.726
2337.108;55.819;51.739;38.722
2338.102;55.848;51.745;38.728
2339.108;55.815;51.739;38.722
2340.117;55.867;51.744;38.726
2341.115;55.817;51.739;38.722
2342.132;55.818;51.738;38.72
2343.123;55.841;51.742;38.723
2344.107;55.814;51.74;38.721
2345.106;55.847;51.744;38.726
2346.091;55.818;51.74;38.721
2347.095;55.816;51.739;38.722
2348.086;55.821;51.74;38.721
2349.097;55.813;51.739;38.72
2350.098;55.818;51.738;38.719
2351.113;55.813;51.74;38.72
2352.087;55.811;51.739;38.719
2353.1;55.814;51.74;38.721
2354.107;55.816;51.739;38.719
2355.117;55.814;51.743;38.724
2356.136;55.808;51.742;38.721
2357.144;55.835;51.745;38.723
2358.133;55.807;51.738;38.719
2359.126;55.847;51.742;38.723
2360.13;55.81;51.736;38.716
2361.136;55.802;51.737;38.717
2362.118;55.801;51.737;38.717
2363.107;55.795;51.734;38.714
2364.104;55.801;51.735;38.714
2365.106;55.841;51.74;38.719
2366.09;55.795;51.733;38.712
2367.076;55.793;51.733;38.712
2368.069;55.794;51.735;38.715
2369.061;55.798;51.733;38.711
2370.066;55.836;51.739;38.717
2371.072;55.794;51.736;38.715
2372.081;55.793;51.736;38.714
2373.061;55.791;51.735;38.714
2374.045;55.822;51.74;38.718
2375.065;55.781;51.735;38.713
2376.054;55.796;51.733;38.712
2377.047;55.783;51.733;38.71
2378.042;55.814;51.737;38.714
2379.041;55.783;51.733;38.711
2380.043;55.779;51.731;38.708
2381.041;55.782;51.732;38.71
2382.047;55.812;51.735;38.713
2383.058;55.78;51.732;38.709
2384.059;55.782;51.73;38.707
2385.048;55.774;51.73;38.707
2386.031;55.777;51.73;38.707
2387.007;55.777;51.731;38.707
2388.005;55.78;51.732;38.709
2389.003;55.776;51.732;38.709
2389.996;55.779;51.732;38.708
2390.98;55.775;51.734;38.71
2391.97;55.779;51.732;38.708
2392.947;55.773;51.733;38.709
2393.957;55.778;51.731;38.708
2394.931;55.776;51.731;38.708
2395.935;55.771;51.73;38.706
2396.951;55.769;51.731;38.707
2397.942;55.77;51.731;38.707
2398.948;55.77;51.733;38.709
2399.956;55.771;51.732;38.707
2400.977;55.806;51.736;38.712
2401.989;55.771;51.731;38.707
2403.008;55.77;51.732;38.707
2403.998;55.771;51.735;38.708
2404.992;55.766;51.735;38.709
2405.989;55.765;51.734;38.708
2406.993;55.774;51.736;38.71
2408.001;55.765;51.734;38.708
2408.979;55.805;51.738;38.711
2409.959;55.77;51.736;38.71
2410.945;55.776;51.734;38.707
2411.983;55.769;51.733;38.707
2412.993;55.773;51.733;38.706
2414.001;55.769;51.735;38.709
2414.982;55.765;51.736;38.709
2415.972;55.794;51.738;38.712
2416.964;55.765;51.733;38.706
2417.973;55.767;51.736;38.709
2418.99;55.769;51.736;38.709
2419.998;55.791;51.74;38.712
2420.982;55.79;51.74;38.713
2421.993;55.762;51.736;38.708
2422.997;55.769;51.734;38.705
2423.987;55.758;51.735;38.707
2424.988;55.761;51.735;38.708
2425.981;55.766;51.735;38.707
2426.978;55.76;51.736;38.709
2427.982;55.768;51.735;38.706
2428.982;55.79;51.741;38.713
2429.972;55.762;51.735;38.707
2430.945;55.758;51.733;38.704
2431.944;55.79;51.739;38.71
2432.95;55.758;51.734;38.705
2433.94;55.753;51.733;38.704
2434.933;55.753;51.734;38.704
2435.943;55.749;51.735;38.706
2436.944;55.752;51.737;38.707
2437.956;55.753;51.737;38.707
2438.952;55.75;51.735;38.705
2439.939;55.755;51.734;38.704
2440.936;55.781;51.74;38.709
2441.915;55.748;51.736;38.705
2442.924;55.752;51.737;38.707
2443.903;55.745;51.737;38.706
2444.913;55.749;51.734;38.703
2445.955;55.748;51.734;38.705
2446.933;55.746;51.735;38.703
2447.942;55.772;51.739;38.71
2448.957;55.746;51.735;38.705
2449.976;55.74;51.735;38.704
2450.977;55.743;51.735;38.705
2451.982;55.743;51.735;38.704
2452.972;55.768;51.74;38.709
2453.989;55.743;51.734;38.703
2454.978;55.742;51.735;38.703
2455.973;55.739;51.736;38.704
2456.981;55.729;51.735;38.704
2457.974;55.76;51.742;38.711
2458.977;55.741;51.734;38.702
2459.983;55.739;51.734;38.702
2460.967;55.742;51.734;38.703
2461.956;55.763;51.742;38.709
2462.942;55.735;51.736;38.704
2463.917;55.738;51.736;38.703
2464.906;55.735;51.736;38.704
2465.899;55.736;51.737;38.705
2466.898;55.732;51.735;38.703
2467.901;55.732;51.737;38.704
2468.898;55.737;51.738;38.704
2469.904;55.731;51.736;38.702
2470.912;55.733;51.734;38.7
2471.902;55.734;51.736;38.702
2472.894;55.729;51.737;38.704
2473.896;55.726;51.736;38.702
2474.912;55.725;51.736;38.703
2475.925;55.73;51.734;38.7
2476.912;55.726;51.735;38.701
2477.905;55.763;51.747;38.706
2478.902;55.721;51.737;38.703
2479.904;55.749;51.741;38.706
2480.91;55.723;51.734;38.699
2481.921;55.753;51.739;38.705
2482.908;55.731;51.735;38.7
2483.902;55.748;51.736;38.701
2484.899;55.719;51.735;38.701
2485.903;55.725;51.734;38.698
2486.885;55.716;51.734;38.699
2487.898;55.718;51.735;38.699
2488.892;55.714;51.733;38.697
2489.879;55.709;51.733;38.698
2490.86;55.718;51.732;38.697
2491.85;55.716;51.733;38.696
2492.848;55.716;51.73;38.695
2493.846;55.743;51.735;38.699
2494.841;55.739;51.736;38.699
2495.84;55.715;51.73;38.694
2496.863;55.715;51.732;38.695
