IDs:;240715_06_240712E;06_DNAJB6_00_988_uM;
Concentration [uM]:;0.988;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
3314.835;55.224;51.705;38.589
3315.837;55.225;51.704;38.588
3316.844;55.223;51.704;38.586
3317.826;55.233;51.704;38.587
3318.813;55.232;51.707;38.59
3319.808;55.24;51.705;38.588
3320.808;55.23;51.706;38.589
3321.812;55.23;51.708;38.591
3322.822;55.227;51.704;38.586
3323.831;55.236;51.705;38.588
3324.816;55.228;51.707;38.589
3325.799;55.228;51.704;38.585
3326.788;55.228;51.703;38.586
3327.81;55.228;51.704;38.587
3328.804;55.235;51.704;38.588
3329.811;55.229;51.708;38.591
3330.81;55.22;51.704;38.587
3331.805;55.228;51.707;38.59
3332.789;55.218;51.709;38.591
3333.794;55.229;51.705;38.587
3334.789;55.218;51.708;38.59
3335.774;55.221;51.707;38.589
3336.768;55.223;51.708;38.587
3337.752;55.224;51.708;38.589
3338.738;55.214;51.708;38.59
3339.724;55.213;51.707;38.589
3340.722;55.223;51.706;38.587
3341.709;55.216;51.707;38.588
3342.697;55.213;51.708;38.59
3343.683;55.216;51.708;38.589
3344.668;55.218;51.707;38.587
3345.667;55.213;51.706;38.587
3346.669;55.215;51.706;38.588
3347.683;55.209;51.708;38.589
3348.668;55.222;51.707;38.588
3349.659;55.209;51.706;38.587
3350.655;55.207;51.707;38.589
3351.656;55.22;51.706;38.586
3352.635;55.203;51.706;38.586
3353.644;55.217;51.706;38.585
3354.629;55.22;51.709;38.588
3355.618;55.206;51.707;38.587
3356.611;55.21;51.704;38.583
3357.613;55.212;51.708;38.588
3358.627;55.21;51.704;38.582
3359.607;55.202;51.707;38.587
3360.62;55.215;51.705;38.584
3361.642;55.211;51.707;38.586
3362.629;55.204;51.707;38.587
3363.625;55.2;51.707;38.587
3364.622;55.21;51.708;38.586
3365.624;55.206;51.708;38.587
3366.644;55.201;51.707;38.587
3367.63;55.193;51.706;38.585
3368.642;55.206;51.706;38.584
3369.63;55.2;51.707;38.587
3370.633;55.194;51.707;38.586
3371.634;55.212;51.705;38.584
3372.632;55.206;51.704;38.584
3373.64;55.208;51.705;38.584
3374.62;55.209;51.708;38.586
3375.623;55.21;51.707;38.585
3376.607;55.203;51.707;38.586
3377.611;55.203;51.706;38.584
3378.606;55.202;51.701;38.578
3379.605;55.203;51.703;38.581
3380.613;55.202;51.703;38.581
3381.614;55.205;51.704;38.582
3382.617;55.198;51.704;38.583
3383.618;55.196;51.702;38.58
3384.62;55.192;51.703;38.582
3385.6;55.198;51.703;38.581
3386.589;55.19;51.703;38.579
3387.593;55.192;51.703;38.58
3388.596;55.194;51.702;38.579
3389.574;55.191;51.701;38.577
3390.586;55.194;51.704;38.581
3391.574;55.195;51.701;38.578
3392.563;55.194;51.701;38.577
3393.555;55.203;51.7;38.577
3394.555;55.195;51.698;38.575
3395.554;55.189;51.703;38.58
3396.557;55.183;51.702;38.578
3397.561;55.186;51.702;38.579
3398.539;55.19;51.702;38.578
3399.55;55.175;51.7;38.576
3400.535;55.191;51.698;38.575
3401.521;55.186;51.7;38.576
3402.513;55.185;51.7;38.577
3403.509;55.183;51.697;38.573
3404.506;55.19;51.697;38.573
3405.509;55.177;51.698;38.573
3406.505;55.178;51.698;38.575
3407.52;55.184;51.697;38.573
3408.539;55.181;51.699;38.576
3409.525;55.185;51.698;38.574
3410.521;55.179;51.696;38.572
3411.508;55.185;51.697;38.573
3412.512;55.182;51.698;38.572
3413.513;55.179;51.697;38.572
3414.5;55.18;51.698;38.573
3415.493;55.186;51.697;38.572
3416.503;55.177;51.698;38.573
3417.507;55.178;51.695;38.57
3418.523;55.166;51.695;38.571
3419.522;55.173;51.695;38.57
3420.537;55.181;51.697;38.572
3421.53;55.174;51.698;38.573
3422.529;55.17;51.697;38.573
3423.533;55.166;51.697;38.572
3424.521;55.174;51.698;38.572
3425.543;55.167;51.698;38.572
3426.541;55.177;51.697;38.571
3427.548;55.183;51.696;38.571
3428.541;55.171;51.695;38.569
3429.54;55.177;51.697;38.57
3430.544;55.171;51.698;38.573
3431.528;55.176;51.696;38.571
3432.514;55.172;51.692;38.567
3433.506;55.169;51.695;38.569
3434.5;55.17;51.697;38.571
3435.498;55.159;51.696;38.571
3436.497;55.166;51.698;38.573
3437.502;55.174;51.694;38.567
3438.512;55.168;51.697;38.571
3439.526;55.172;51.694;38.568
3440.511;55.168;51.696;38.569
3441.505;55.166;51.696;38.57
3442.498;55.166;51.693;38.564
3443.494;55.175;51.692;38.567
3444.493;55.169;51.693;38.565
3445.5;55.175;51.694;38.567
3446.492;55.165;51.695;38.569
3447.484;55.162;51.694;38.566
3448.495;55.164;51.693;38.567
3449.492;55.173;51.694;38.567
3450.487;55.159;51.693;38.566
3451.492;55.171;51.693;38.566
3452.502;55.16;51.693;38.566
3453.492;55.167;51.693;38.566
3454.494;55.149;51.692;38.566
3455.479;55.161;51.691;38.563
3456.484;55.151;51.691;38.564
3457.478;55.156;51.69;38.562
3458.466;55.153;51.691;38.563
3459.456;55.157;51.691;38.563
3460.45;55.155;51.693;38.564
3461.46;55.162;51.691;38.563
3462.456;55.156;51.691;38.563
3463.457;55.157;51.689;38.561
3464.46;55.159;51.692;38.565
3465.472;55.15;51.693;38.563
3466.461;55.153;51.691;38.564
3467.457;55.163;51.69;38.561
3468.463;55.158;51.69;38.561
3469.461;55.157;51.688;38.56
3470.483;55.153;51.69;38.56
3471.484;55.145;51.69;38.561
3472.467;55.151;51.689;38.56
3473.468;55.147;51.689;38.56
3474.446;55.146;51.691;38.561
3475.458;55.158;51.687;38.557
3476.473;55.155;51.688;38.558
3477.492;55.155;51.689;38.559
3478.481;55.149;51.685;38.557
3479.476;55.147;51.686;38.556
3480.465;55.145;51.686;38.558
3481.455;55.147;51.686;38.556
3482.449;55.146;51.685;38.556
3483.449;55.148;51.685;38.555
3484.433;55.168;51.693;38.563
3485.438;55.142;51.686;38.557
3486.416;55.137;51.687;38.558
3487.402;55.143;51.687;38.557
3488.405;55.143;51.686;38.557
3489.404;55.141;51.686;38.556
3490.408;55.142;51.687;38.558
3491.4;55.144;51.686;38.556
3492.399;55.132;51.687;38.557
3493.409;55.148;51.687;38.558
3494.402;55.146;51.684;38.554
3495.4;55.146;51.688;38.559
3496.392;55.146;51.686;38.555
3497.385;55.137;51.685;38.555
3498.386;55.147;51.685;38.555
3499.364;55.147;51.686;38.555
3500.382;55.131;51.688;38.557
3501.408;55.131;51.685;38.554
3502.412;55.146;51.688;38.557
3503.42;55.14;51.686;38.555
3504.436;55.139;51.687;38.555
3505.43;55.133;51.685;38.554
3506.43;55.142;51.687;38.557
3507.432;55.139;51.687;38.556
3508.444;55.144;51.687;38.556
3509.453;55.136;51.686;38.554
3510.446;55.141;51.686;38.555
3511.438;55.135;51.687;38.557
3512.422;55.137;51.687;38.556
3513.412;55.127;51.685;38.555
3514.421;55.134;51.688;38.556
3515.424;55.137;51.684;38.552
3516.401;55.135;51.685;38.554
3517.401;55.136;51.685;38.554
3518.415;55.123;51.685;38.555
3519.437;55.131;51.686;38.554
3520.448;55.126;51.686;38.555
3521.459;55.135;51.684;38.552
3522.47;55.132;51.686;38.553
3523.46;55.132;51.685;38.553
3524.455;55.136;51.685;38.553
3525.433;55.132;51.686;38.554
3526.421;55.137;51.687;38.554
3527.408;55.136;51.687;38.554
3528.401;55.131;51.684;38.551
3529.4;55.137;51.686;38.555
3530.385;55.13;51.687;38.554
3531.37;55.119;51.687;38.554
3532.368;55.126;51.687;38.554
3533.368;55.133;51.686;38.554
3534.374;55.13;51.687;38.553
3535.351;55.128;51.686;38.552
3536.365;55.13;51.684;38.551
3537.379;55.129;51.687;38.553
3538.399;55.121;51.687;38.553
3539.388;55.127;51.686;38.553
3540.38;55.128;51.688;38.554
3541.372;55.127;51.685;38.551
3542.358;55.126;51.686;38.552
3543.347;55.124;51.687;38.554
3544.345;55.121;51.686;38.552
3545.324;55.122;51.686;38.552
3546.32;55.116;51.688;38.555
3547.314;55.12;51.688;38.553
3548.289;55.127;51.686;38.551
3549.3;55.118;51.687;38.555
3550.295;55.125;51.686;38.553
3551.275;55.121;51.687;38.553
3552.266;55.125;51.687;38.553
3553.246;55.121;51.688;38.553
3554.232;55.116;51.688;38.555
3555.228;55.122;51.689;38.555
3556.229;55.122;51.688;38.553
3557.239;55.119;51.687;38.554
3558.228;55.123;51.688;38.553
3559.227;55.128;51.689;38.554
3560.237;55.117;51.689;38.553
3561.229;55.122;51.689;38.554
3562.226;55.123;51.689;38.554
3563.227;55.116;51.69;38.554
3564.235;55.123;51.688;38.553
3565.251;55.119;51.69;38.555
3566.242;55.122;51.69;38.555
3567.241;55.118;51.686;38.551
3568.243;55.114;51.689;38.555
3569.25;55.112;51.688;38.552
3570.245;55.116;51.688;38.553
3571.236;55.119;51.688;38.553
3572.23;55.12;51.69;38.554
3573.233;55.116;51.688;38.552
3574.248;55.119;51.688;38.551
3575.233;55.117;51.688;38.552
3576.22;55.12;51.688;38.552
3577.21;55.117;51.688;38.553
3578.201;55.12;51.687;38.55
3579.207;55.115;51.687;38.553
3580.191;55.117;51.689;38.553
3581.179;55.116;51.686;38.551
3582.17;55.118;51.686;38.55
3583.171;55.12;51.687;38.552
3584.147;55.115;51.689;38.553
3585.146;55.115;51.688;38.551
3586.147;55.113;51.689;38.553
3587.154;55.115;51.689;38.551
3588.151;55.11;51.689;38.553
3589.162;55.108;51.688;38.552
3590.184;55.116;51.688;38.551
3591.172;55.116;51.687;38.55
3592.177;55.113;51.688;38.551
3593.187;55.113;51.687;38.55
3594.181;55.111;51.688;38.55
3595.177;55.109;51.688;38.551
3596.18;55.115;51.686;38.55
3597.178;55.105;51.688;38.551
3598.175;55.105;51.687;38.55
3599.155;55.101;51.684;38.547
3600.139;55.112;51.685;38.548
3601.13;55.106;51.687;38.551
3602.131;55.104;51.688;38.55
3603.146;55.108;51.688;38.551
3604.16;55.106;51.687;38.549
3605.159;55.102;51.687;38.55
3606.157;55.102;51.687;38.548
3607.16;55.105;51.686;38.548
3608.167;55.108;51.686;38.547
3609.175;55.105;51.686;38.548
3610.154;55.099;51.687;38.55
3611.143;55.103;51.687;38.549
3612.133;55.104;51.686;38.546
3613.154;55.101;51.686;38.547
3614.152;55.085;51.682;38.544
3615.151;55.094;51.687;38.549
3616.141;55.098;51.685;38.547
3617.133;55.094;51.686;38.548
3618.15;55.097;51.688;38.548
3619.15;55.1;51.686;38.547
3620.15;55.102;51.687;38.549
3621.133;55.1;51.687;38.548
3622.126;55.098;51.685;38.546
3623.116;55.096;51.687;38.548
3624.103;55.099;51.687;38.548
3625.101;55.094;51.684;38.545
3626.085;55.1;51.686;38.546
3627.081;55.102;51.687;38.547
3628.085;55.091;51.685;38.546
3629.092;55.1;51.687;38.547
3630.08;55.091;51.686;38.546
3631.078;55.094;51.683;38.545
3632.087;55.094;51.685;38.546
3633.097;55.097;51.682;38.543
3634.091;55.073;51.681;38.542
3635.091;55.092;51.68;38.54
3636.096;55.094;51.682;38.543
3637.074;55.089;51.684;38.546
3638.092;55.091;51.683;38.542
3639.094;55.091;51.684;38.544
3640.092;55.074;51.68;38.54
3641.096;55.09;51.684;38.545
3642.072;55.09;51.684;38.543
3643.089;55.091;51.683;38.543
3644.103;55.091;51.684;38.543
3645.096;55.091;51.681;38.542
3646.087;55.085;51.684;38.544
3647.09;55.09;51.685;38.544
3648.083;55.086;51.683;38.542
3649.103;55.09;51.684;38.544
3650.094;55.084;51.684;38.544
3651.067;55.083;51.683;38.543
3652.083;55.091;51.684;38.543
3653.089;55.091;51.682;38.542
3654.087;55.074;51.683;38.542
3655.092;55.089;51.684;38.543
3656.086;55.093;51.685;38.544
3657.09;55.08;51.681;38.539
3658.097;55.08;51.684;38.542
3659.075;55.088;51.683;38.541
3660.069;55.085;51.682;38.542
3661.066;55.082;51.683;38.541
3662.044;55.08;51.684;38.542
3663.056;55.088;51.683;38.541
3664.051;55.085;51.682;38.541
3665.051;55.066;51.68;38.54
3666.062;55.084;51.682;38.542
3667.047;55.076;51.683;38.541
3668.044;55.077;51.682;38.541
3669.019;55.064;51.679;38.537
3669.998;55.067;51.679;38.537
3670.983;55.077;51.681;38.539
3671.974;55.074;51.683;38.541
3672.977;55.069;51.679;38.537
3673.98;55.079;51.682;38.54
3674.991;55.065;51.677;38.535
3676.006;55.076;51.682;38.54
3676.998;55.082;51.68;38.538
3677.992;55.077;51.681;38.538
3678.992;55.075;51.683;38.541
3679.997;55.078;51.681;38.537
3681.004;55.074;51.681;38.538
3682.003;55.059;51.678;38.536
3683.006;55.059;51.68;38.539
3684.008;55.058;51.678;38.535
3685.004;55.055;51.679;38.537
3685.997;55.076;51.684;38.54
3686.982;55.062;51.68;38.537
3687.959;55.059;51.679;38.537
3688.949;55.072;51.683;38.54
3689.959;55.063;51.678;38.536
3690.955;55.073;51.679;38.535
3691.964;55.072;51.68;38.538
3692.968;55.054;51.678;38.536
3693.964;55.069;51.682;38.539
3694.971;55.053;51.678;38.534
3695.971;55.074;51.683;38.54
3696.973;55.074;51.682;38.537
3697.98;55.06;51.681;38.537
3698.969;55.053;51.68;38.536
3699.965;55.073;51.679;38.535
3700.969;55.071;51.683;38.538
3701.962;55.073;51.682;38.539
3702.965;55.061;51.679;38.536
3703.975;55.071;51.682;38.538
3704.988;55.066;51.682;38.538
3705.976;55.064;51.682;38.539
3706.974;55.066;51.68;38.536
3707.976;55.07;51.683;38.539
3708.992;55.067;51.68;38.535
3710.01;55.073;51.682;38.537
3711.014;55.066;51.683;38.538
3712.015;55.063;51.681;38.537
3713.02;55.068;51.681;38.535
3714.027;55.055;51.679;38.535
3715.039;55.066;51.68;38.536
3716.057;55.047;51.679;38.534
3717.044;55.046;51.678;38.534
3718.035;55.054;51.677;38.534
3719.029;55.046;51.678;38.533
3720.025;55.053;51.678;38.532
3721.033;55.053;51.679;38.534
3722.04;55.063;51.68;38.536
3723.052;55.062;51.68;38.535
3724.057;55.06;51.681;38.535
3725.065;55.044;51.679;38.535
3726.065;55.061;51.681;38.535
3727.059;55.049;51.679;38.534
3728.049;55.045;51.678;38.533
3729.029;55.044;51.677;38.531
3730.017;55.045;51.679;38.532
3731.017;55.062;51.681;38.535
3732.009;55.046;51.677;38.532
3733.014;55.062;51.678;38.532
3734.001;55.04;51.676;38.531
3734.994;55.039;51.675;38.53
3735.996;55.043;51.676;38.53
3736.984;55.06;51.677;38.531
3737.978;55.054;51.678;38.531
3738.978;55.041;51.676;38.53
3739.988;55.034;51.674;38.528
3740.974;55.024;51.674;38.529
3741.969;55.036;51.676;38.529
3742.961;55.041;51.675;38.529
3743.954;55.041;51.674;38.528
3744.953;55.031;51.673;38.527
3745.955;55.038;51.672;38.526
3746.931;55.031;51.673;38.527
3747.94;55.03;51.674;38.528
3748.922;55.05;51.677;38.53
3749.916;55.037;51.673;38.526
3750.928;55.028;51.674;38.527
3751.929;55.026;51.672;38.525
3752.938;55.025;51.672;38.526
3753.935;55.027;51.671;38.525
3754.936;55.025;51.671;38.526
3755.934;55.041;51.675;38.527
3756.921;55.043;51.672;38.524
3757.908;55.065;51.674;38.527
3758.905;55.029;51.672;38.525
3759.907;55.017;51.671;38.523
3760.902;55.027;51.671;38.524
3761.904;55.021;51.671;38.524
3762.892;55.026;51.67;38.522
3763.89;55.022;51.671;38.524
3764.87;55.027;51.67;38.524
3765.882;55.023;51.67;38.523
3766.882;55.026;51.672;38.524
3767.898;55.022;51.671;38.523
3768.918;55.019;51.671;38.524
3769.918;55.027;51.67;38.523
3770.92;55.019;51.669;38.521
3771.915;55.023;51.671;38.522
3772.916;55.018;51.669;38.521
3773.918;55.022;51.671;38.523
3774.9;55.014;51.667;38.519
3775.884;55.024;51.669;38.52
3776.875;55.018;51.67;38.523
3777.869;55.023;51.669;38.521
3778.865;55.022;51.67;38.522
3779.868;55.018;51.669;38.521
3780.873;55.023;51.669;38.52
3781.888;55.016;51.67;38.522
3782.876;55.023;51.669;38.52
3783.872;55.019;51.67;38.522
3784.881;55.021;51.67;38.521
3785.885;55.016;51.67;38.522
3786.877;55.02;51.669;38.52
3787.868;55.02;51.668;38.519
3788.876;55.019;51.67;38.521
3789.855;55.017;51.67;38.522
3790.869;55.014;51.667;38.518
3791.869;55.024;51.668;38.518
3792.872;55.011;51.666;38.517
3793.875;55.014;51.667;38.518
3794.87;55.01;51.666;38.518
3795.87;55.012;51.669;38.519
3796.873;55.011;51.667;38.518
3797.851;55.01;51.666;38.517
3798.845;55.013;51.667;38.518
3799.846;55.013;51.667;38.518
3800.834;55.01;51.668;38.518
3801.827;55.005;51.667;38.519
3802.83;55.012;51.668;38.519
3803.837;55.014;51.668;38.518
3804.849;55.013;51.669;38.521
3805.841;55.007;51.667;38.517
3806.835;55.004;51.668;38.52
3807.833;55.012;51.67;38.521
3808.839;55.014;51.668;38.518
3809.847;55.014;51.667;38.518
3810.866;55.006;51.668;38.519
3811.859;55.005;51.671;38.521
3812.852;55.009;51.667;38.517
3813.849;55.008;51.668;38.518
3814.852;55.024;51.669;38.518
3815.857;55.004;51.667;38.517
3816.865;54.992;51.662;38.513
3817.882;55;51.665;38.516
3818.907;55.004;51.665;38.516
3819.899;54.998;51.666;38.515
3820.898;54.997;51.664;38.514
3821.9;55.004;51.666;38.516
3822.904;54.998;51.665;38.515
3823.9;55.003;51.665;38.514
3824.898;55.01;51.668;38.518
3825.907;55.005;51.666;38.515
3826.907;55.004;51.669;38.518
3827.894;55.001;51.666;38.515
3828.877;54.995;51.665;38.515
3829.876;55.002;51.666;38.515
3830.869;54.999;51.668;38.518
3831.871;55.002;51.667;38.515
3832.855;55.004;51.667;38.515
3833.848;55.001;51.668;38.516
3834.846;54.997;51.663;38.512
3835.852;54.997;51.665;38.514
3836.869;55;51.662;38.512
3837.89;55.001;51.663;38.513
3838.883;54.996;51.667;38.515
3839.881;54.995;51.665;38.514
3840.885;54.995;51.663;38.513
3841.873;54.995;51.665;38.513
3842.863;54.993;51.666;38.516
3843.836;54.991;51.666;38.514
3844.838;54.997;51.664;38.512
3845.845;54.998;51.665;38.513
3846.822;54.998;51.663;38.511
3847.836;54.995;51.665;38.514
3848.86;54.998;51.663;38.511
3849.852;54.993;51.664;38.513
3850.849;54.995;51.664;38.512
3851.844;54.992;51.663;38.51
3852.841;54.98;51.662;38.511
3853.835;54.996;51.664;38.512
3854.841;54.987;51.664;38.511
3855.852;54.991;51.664;38.511
3856.848;54.992;51.663;38.511
3857.856;54.991;51.665;38.512
3858.857;55;51.665;38.512
3859.846;54.994;51.665;38.512
3860.844;54.986;51.664;38.511
3861.837;54.987;51.663;38.511
3862.844;54.993;51.664;38.511
3863.828;54.984;51.661;38.509
3864.822;54.988;51.664;38.512
3865.824;54.978;51.664;38.511
3866.82;54.98;51.662;38.509
3867.826;54.986;51.666;38.514
3868.808;54.986;51.664;38.511
3869.8;54.981;51.663;38.51
3870.797;54.984;51.661;38.509
3871.803;54.988;51.662;38.509
3872.816;54.985;51.662;38.509
3873.802;54.984;51.662;38.51
3874.798;54.981;51.659;38.507
3875.806;54.979;51.662;38.509
3876.817;54.977;51.661;38.508
3877.834;54.982;51.661;38.507
3878.853;54.972;51.66;38.507
3879.848;54.981;51.659;38.505
3880.854;54.975;51.657;38.504
3881.862;54.975;51.657;38.503
3882.842;54.975;51.659;38.506
3883.826;54.98;51.658;38.503
3884.845;54.979;51.659;38.505
3885.839;54.96;51.659;38.506
3886.835;54.973;51.658;38.504
3887.835;54.973;51.655;38.501
3888.841;54.974;51.654;38.502
3889.85;54.972;51.655;38.501
3890.847;54.971;51.654;38.501
3891.848;54.974;51.655;38.501
3892.826;54.967;51.655;38.5
3893.834;54.975;51.656;38.502
3894.816;54.969;51.655;38.5
3895.805;54.956;51.654;38.5
3896.793;54.951;51.655;38.501
3897.792;54.968;51.654;38.5
3898.807;54.972;51.655;38.5
3899.808;54.969;51.654;38.501
3900.806;54.969;51.654;38.498
3901.791;54.953;51.651;38.496
3902.789;54.959;51.653;38.5
3903.794;54.964;51.652;38.496
3904.804;54.965;51.652;38.497
3905.799;54.962;51.652;38.497
3906.775;54.958;51.65;38.496
3907.762;54.962;51.652;38.496
3908.751;54.959;51.652;38.498
3909.749;54.963;51.655;38.501
3910.749;54.958;51.654;38.499
3911.738;54.961;51.653;38.499
3912.728;54.962;51.655;38.501
3913.721;54.951;51.652;38.497
3914.726;54.958;51.653;38.498
3915.712;54.957;51.651;38.497
3916.704;54.946;51.649;38.495
3917.699;54.951;51.653;38.498
3918.705;54.95;51.651;38.496
3919.681;54.955;51.653;38.498
3920.696;54.958;51.652;38.497
3921.711;54.954;51.649;38.493
3922.73;54.948;51.65;38.494
3923.726;54.955;51.649;38.493
3924.723;54.947;51.65;38.495
3925.735;54.946;51.648;38.493
3926.74;54.945;51.647;38.492
3927.75;54.951;51.65;38.494
3928.743;54.947;51.649;38.493
3929.731;54.945;51.651;38.496
3930.735;54.957;51.65;38.494
3931.731;54.953;51.65;38.494
3932.712;54.957;51.65;38.493
3933.697;54.951;51.648;38.492
3934.694;54.955;51.648;38.492
3935.684;54.952;51.65;38.495
3936.699;54.952;51.65;38.494
3937.696;54.954;51.649;38.494
3938.688;54.944;51.65;38.495
3939.698;54.953;51.649;38.493
3940.683;54.95;51.651;38.495
3941.681;54.942;51.65;38.494
3942.682;54.944;51.65;38.494
3943.687;54.945;51.652;38.496
3944.671;54.949;51.651;38.495
3945.658;54.944;51.649;38.493
3946.655;54.957;51.652;38.496
3947.657;54.941;51.65;38.493
3948.667;54.95;51.652;38.495
3949.685;54.942;51.649;38.493
3950.678;54.951;51.653;38.497
3951.678;54.941;51.651;38.495
3952.68;54.949;51.653;38.497
3953.666;54.947;51.652;38.496
3954.651;54.941;51.651;38.494
3955.642;54.936;51.649;38.492
3956.645;54.938;51.651;38.494
3957.661;54.949;51.65;38.493
3958.679;54.938;51.649;38.492
3959.685;54.948;51.649;38.493
3960.678;54.946;51.65;38.493
3961.68;54.935;51.648;38.491
3962.685;54.937;51.648;38.492
3963.696;54.947;51.65;38.494
3964.705;54.949;51.651;38.494
3965.695;54.942;51.65;38.493
3966.695;54.941;51.65;38.493
3967.711;54.933;51.648;38.491
3968.702;54.948;51.651;38.494
3969.698;54.942;51.65;38.493
3970.706;54.946;51.65;38.494
3971.692;54.941;51.651;38.494
3972.663;54.94;51.652;38.495
3973.668;54.954;51.649;38.491
3974.675;54.946;51.651;38.493
3975.659;54.947;51.651;38.493
3976.647;54.925;51.648;38.491
3977.643;54.947;51.65;38.492
3978.641;54.934;51.65;38.493
3979.615;54.953;51.647;38.492
3980.624;54.93;51.647;38.489
3981.617;54.933;51.651;38.493
3982.64;54.95;51.65;38.492
3983.637;54.928;51.649;38.492
3984.64;54.928;51.646;38.488
3985.642;54.937;51.651;38.494
3986.618;54.93;51.65;38.492
3987.606;54.933;51.649;38.49
3988.627;54.937;51.654;38.496
3989.619;54.939;51.652;38.493
3990.604;54.942;51.65;38.491
3991.597;54.942;51.651;38.492
3992.573;54.925;51.651;38.492
3993.579;54.934;51.651;38.492
3994.574;54.928;51.649;38.491
3995.553;54.951;51.65;38.492
3996.566;54.964;51.653;38.493
3997.559;54.939;51.651;38.493
3998.562;54.927;51.648;38.49
3999.568;54.941;51.65;38.491
4000.58;54.929;51.648;38.489
4001.575;54.924;51.65;38.49
4002.578;54.922;51.65;38.492
4003.572;54.927;51.649;38.489
4004.567;54.937;51.651;38.491
4005.571;54.924;51.646;38.487
4006.593;54.922;51.648;38.488
4007.595;54.917;51.647;38.486
4008.575;54.93;51.648;38.488
4009.565;54.933;51.648;38.488
4010.559;54.93;51.648;38.488
4011.563;54.927;51.647;38.487
4012.571;54.924;51.646;38.486
4013.564;54.957;51.651;38.492
4014.548;54.93;51.649;38.489
4015.536;54.923;51.648;38.488
4016.56;54.957;51.653;38.493
4017.557;54.933;51.648;38.489
4018.565;54.939;51.647;38.486
4019.589;54.933;51.648;38.489
4020.584;54.917;51.644;38.484
4021.582;54.912;51.645;38.485
4022.585;54.908;51.643;38.484
4023.578;54.949;51.65;38.489
4024.579;54.956;51.651;38.49
4025.572;54.908;51.645;38.485
4026.576;54.931;51.649;38.488
4027.571;54.921;51.644;38.483
4028.58;54.91;51.646;38.486
4029.571;54.915;51.647;38.487
4030.557;54.926;51.647;38.486
4031.548;54.93;51.646;38.485
4032.553;54.926;51.648;38.487
4033.562;54.926;51.646;38.485
4034.55;54.911;51.646;38.486
4035.543;54.951;51.648;38.488
4036.548;54.908;51.643;38.482
4037.543;54.927;51.645;38.485
4038.541;54.912;51.645;38.483
4039.551;54.921;51.647;38.487
4040.545;54.918;51.645;38.485
4041.55;54.908;51.644;38.483
4042.543;54.911;51.643;38.482
4043.54;54.908;51.644;38.483
4044.541;54.922;51.647;38.485
4045.548;54.924;51.644;38.483
4046.528;54.909;51.643;38.482
4047.512;54.93;51.648;38.486
4048.5;54.911;51.647;38.485
4049.493;54.905;51.645;38.484
4050.49;54.903;51.644;38.485
4051.493;54.909;51.645;38.482
4052.499;54.896;51.64;38.481
4053.475;54.903;51.64;38.479
4054.489;54.915;51.644;38.482
4055.504;54.9;51.641;38.48
4056.497;54.903;51.641;38.48
4057.493;54.897;51.641;38.479
4058.491;54.902;51.642;38.481
4059.492;54.904;51.64;38.478
4060.484;54.939;51.646;38.484
4061.481;54.941;51.646;38.483
4062.474;54.898;51.639;38.478
4063.482;54.936;51.646;38.483
4064.476;54.892;51.637;38.475
4065.473;54.931;51.64;38.478
4066.49;54.896;51.637;38.475
4067.492;54.9;51.638;38.475
4068.496;54.898;51.639;38.477
4069.484;54.892;51.638;38.476
4070.481;54.894;51.639;38.477
4071.475;54.899;51.64;38.478
4072.483;54.894;51.638;38.476
4073.482;54.893;51.639;38.477
4074.483;54.889;51.639;38.476
4075.461;54.894;51.639;38.476
4076.454;54.899;51.639;38.476
4077.467;54.895;51.639;38.476
4078.45;54.897;51.638;38.476
4079.442;54.9;51.638;38.475
4080.444;54.929;51.643;38.48
4081.455;54.887;51.64;38.478
4082.436;54.894;51.639;38.477
4083.421;54.897;51.638;38.475
4084.408;54.894;51.638;38.475
4085.401;54.892;51.639;38.476
4086.404;54.931;51.643;38.481
4087.394;54.894;51.639;38.477
4088.39;54.928;51.643;38.48
4089.363;54.897;51.64;38.477
4090.367;54.892;51.638;38.474
4091.369;54.929;51.645;38.481
4092.35;54.894;51.639;38.475
4093.357;54.893;51.637;38.475
4094.355;54.891;51.639;38.476
4095.346;54.89;51.639;38.477
4096.34;54.894;51.635;38.472
4097.339;54.892;51.639;38.475
4098.339;54.894;51.636;38.472
4099.337;54.889;51.638;38.475
4100.353;54.893;51.637;38.474
4101.363;54.888;51.639;38.475
4102.342;54.892;51.638;38.474
4103.326;54.921;51.642;38.478
4104.325;54.885;51.637;38.474
4105.331;54.895;51.639;38.475
4106.314;54.89;51.638;38.474
4107.308;54.928;51.643;38.478
4108.299;54.891;51.64;38.477
4109.298;54.893;51.639;38.475
4110.305;54.892;51.639;38.476
4111.319;54.894;51.639;38.475
4112.306;54.891;51.638;38.475
4113.297;54.889;51.639;38.475
4114.292;54.894;51.638;38.473
4115.292;54.927;51.644;38.48
4116.295;54.892;51.638;38.474
4117.283;54.882;51.637;38.473
4118.267;54.889;51.637;38.473
4119.253;54.883;51.638;38.476
4120.243;54.887;51.637;38.474
4121.248;54.881;51.636;38.472
4122.239;54.885;51.637;38.474
4123.25;54.889;51.636;38.472
4124.247;54.885;51.636;38.473
4125.25;54.881;51.637;38.473
4126.242;54.882;51.636;38.471
4127.234;54.88;51.636;38.472
4128.24;54.885;51.637;38.472
4129.247;54.919;51.643;38.478
4130.241;54.882;51.638;38.473
