IDs:;240910_01_240906B_drop;13_b01_DNAJB6_00_130_uM;
138.792;71.728;49.932;38.441
139.799;71.706;49.934;38.442
140.812;71.753;49.936;38.445
141.803;71.71;49.936;38.444
142.811;71.71;49.937;38.445
143.819;71.717;49.937;38.446
144.831;71.729;49.938;38.447
145.822;71.739;49.938;38.447
146.814;71.705;49.94;38.448
147.821;71.719;49.939;38.448
148.827;71.725;49.942;38.45
149.805;71.704;49.941;38.449
150.818;71.733;49.941;38.45
151.836;71.732;49.938;38.447
152.838;71.738;49.942;38.451
153.82;71.707;49.941;38.449
154.821;71.747;49.938;38.447
155.817;71.72;49.941;38.449
156.812;71.723;49.942;38.451
157.8;71.716;49.943;38.451
158.774;71.732;49.943;38.452
159.785;71.721;49.944;38.452
160.79;71.717;49.945;38.453
161.785;71.739;49.944;38.453
162.801;71.699;49.946;38.453
163.812;71.751;49.946;38.455
164.796;71.699;49.949;38.457
165.779;71.711;49.945;38.454
166.78;71.718;49.945;38.453
167.774;71.72;49.946;38.454
168.766;71.708;49.952;38.46
169.761;71.719;49.949;38.457
170.772;71.726;49.951;38.459
171.784;71.745;49.95;38.458
172.781;71.714;49.951;38.459
173.787;71.727;49.948;38.456
174.795;71.732;49.949;38.457
175.781;71.73;49.955;38.463
176.771;71.711;49.95;38.458
177.765;71.718;49.949;38.456
178.744;71.684;49.949;38.457
179.755;71.704;49.951;38.458
180.742;71.72;49.951;38.459
181.768;71.71;49.953;38.46
182.767;71.718;49.949;38.457
183.746;71.713;49.952;38.459
184.741;71.722;49.952;38.46
185.755;71.7;49.955;38.462
186.749;71.71;49.954;38.462
187.732;71.696;49.953;38.461
188.725;71.697;49.95;38.458
189.734;71.71;49.954;38.462
190.738;71.717;49.954;38.462
191.734;71.697;49.954;38.461
192.715;71.723;49.955;38.463
193.712;71.717;49.956;38.464
194.712;71.706;49.955;38.462
195.718;71.717;49.956;38.464
196.717;71.724;49.955;38.462
197.718;71.74;49.958;38.466
198.718;71.705;49.956;38.463
199.7;71.719;49.959;38.467
200.716;71.731;49.959;38.467
201.707;71.691;49.96;38.466
202.728;71.688;49.96;38.467
203.745;71.74;49.96;38.469
204.733;71.696;49.96;38.467
205.729;71.728;49.965;38.472
206.731;71.708;49.963;38.471
207.74;71.706;49.963;38.471
208.755;71.733;49.963;38.47
209.757;71.706;49.963;38.471
210.758;71.726;49.964;38.472
211.764;71.711;49.966;38.473
212.749;71.702;49.969;38.477
213.741;71.721;49.968;38.476
214.739;71.695;49.965;38.472
215.729;71.711;49.964;38.471
216.739;71.7;49.965;38.472
217.746;71.705;49.972;38.478
218.739;71.736;49.967;38.474
219.747;71.75;49.966;38.474
220.741;71.724;49.969;38.476
221.75;71.708;49.97;38.475
222.751;71.734;49.97;38.478
223.744;71.687;49.969;38.475
224.744;71.695;49.97;38.476
225.749;71.674;49.97;38.476
226.734;71.708;49.969;38.475
227.725;71.711;49.968;38.475
228.724;71.726;49.971;38.478
229.732;71.712;49.972;38.479
230.74;71.712;49.97;38.477
231.749;71.736;49.969;38.476
232.735;71.736;49.97;38.477
233.728;71.703;49.973;38.48
234.726;71.69;49.97;38.476
235.729;71.717;49.972;38.479
236.736;71.714;49.974;38.481
237.732;71.71;49.971;38.478
238.729;71.719;49.975;38.481
239.73;71.703;49.974;38.48
240.727;71.726;49.972;38.479
241.727;71.687;49.975;38.481
242.729;71.71;49.973;38.48
243.729;71.715;49.975;38.481
244.727;71.717;49.974;38.481
245.729;71.715;49.975;38.482
246.732;71.714;49.977;38.484
247.726;71.717;49.978;38.484
248.737;71.729;49.977;38.484
249.715;71.708;49.979;38.485
250.707;71.72;49.978;38.485
251.706;71.713;49.976;38.483
252.713;71.729;49.979;38.485
253.702;71.734;49.978;38.486
254.691;71.693;49.979;38.485
255.702;71.721;49.979;38.486
256.687;71.74;49.979;38.486
257.679;71.716;49.977;38.484
258.688;71.716;49.981;38.487
259.672;71.712;49.98;38.486
260.667;71.701;49.979;38.486
261.68;71.711;49.981;38.488
262.665;71.708;49.981;38.488
263.653;71.716;49.98;38.487
264.651;71.692;49.981;38.487
265.635;71.715;49.981;38.487
266.623;71.656;49.983;38.488
267.613;71.707;49.978;38.485
268.609;71.681;49.984;38.49
269.624;71.69;49.981;38.487
270.635;71.761;49.982;38.49
271.62;71.715;49.983;38.49
272.61;71.726;49.981;38.488
273.601;71.709;49.982;38.488
274.596;71.714;49.985;38.491
275.595;71.715;49.985;38.491
276.601;71.731;49.98;38.487
277.607;71.678;49.987;38.492
278.59;71.706;49.982;38.489
279.592;71.675;49.987;38.492
280.58;71.705;49.988;38.494
281.557;71.711;49.985;38.491
282.548;71.709;49.984;38.49
283.527;71.712;49.985;38.491
284.528;71.684;49.988;38.493
285.516;71.715;49.988;38.495
286.511;71.708;49.986;38.493
287.504;71.709;49.988;38.494
288.508;71.699;49.989;38.495
289.496;71.677;49.988;38.493
290.501;71.731;49.986;38.493
291.484;71.711;49.988;38.495
292.489;71.698;49.987;38.493
293.486;71.722;49.988;38.494
294.495;71.686;49.99;38.497
295.486;71.705;49.989;38.494
296.468;71.685;49.991;38.497
297.478;71.689;49.988;38.494
298.491;71.709;49.987;38.494
299.479;71.699;49.989;38.496
300.47;71.704;49.989;38.495
301.47;71.681;49.989;38.495
302.474;71.701;49.991;38.498
303.491;71.674;49.991;38.497
304.507;71.675;49.991;38.497
305.523;71.697;49.991;38.498
306.523;71.701;49.992;38.498
307.527;71.714;49.991;38.497
308.515;71.7;49.991;38.498
309.523;71.694;49.992;38.498
310.518;71.694;49.993;38.498
311.499;71.699;49.993;38.499
312.494;71.702;49.992;38.498
313.497;71.69;49.992;38.498
314.488;71.711;49.993;38.5
315.488;71.679;49.993;38.498
316.465;71.686;49.995;38.5
317.462;71.662;49.996;38.501
318.474;71.686;49.996;38.502
319.493;71.669;49.995;38.5
320.489;71.715;49.992;38.499
321.497;71.682;49.995;38.5
322.481;71.694;49.996;38.501
323.47;71.691;49.996;38.502
324.465;71.682;49.993;38.499
325.48;71.689;49.997;38.502
326.492;71.683;49.996;38.501
327.481;71.696;49.995;38.501
328.473;71.683;49.998;38.504
329.469;71.683;49.995;38.5
330.473;71.7;49.997;38.503
331.483;71.689;49.998;38.503
332.463;71.689;49.998;38.503
333.481;71.697;49.998;38.503
334.469;71.668;49.998;38.503
335.472;71.696;50;38.506
336.466;71.702;50.001;38.506
337.465;71.685;49.998;38.503
338.447;71.691;49.999;38.504
339.451;71.688;50.001;38.507
340.442;71.696;49.997;38.503
341.447;71.696;50.001;38.507
342.441;71.684;50.002;38.507
343.425;71.68;50.001;38.506
344.399;71.68;50;38.505
345.406;71.691;50.001;38.506
346.39;71.681;49.998;38.504
347.4;71.676;49.999;38.504
348.391;71.673;50.002;38.508
349.388;71.674;50.001;38.506
350.37;71.689;50.001;38.506
351.385;71.711;50.002;38.508
352.381;71.678;50;38.506
353.384;71.692;49.998;38.504
354.396;71.676;50.003;38.508
355.405;71.697;49.999;38.505
356.41;71.699;50.002;38.508
357.414;71.675;50;38.505
358.411;71.687;50.002;38.507
359.413;71.712;50;38.507
360.423;71.69;50.004;38.509
361.408;71.696;50.001;38.507
362.409;71.663;50.004;38.509
363.41;71.719;50.005;38.51
364.415;71.678;50.001;38.505
365.422;71.709;50.002;38.509
366.432;71.687;50.004;38.509
367.445;71.705;50.005;38.51
368.443;71.693;50.004;38.509
369.471;71.67;50.007;38.512
370.473;71.699;50.004;38.509
371.479;71.698;50.005;38.511
372.475;71.707;50.005;38.511
373.472;71.681;50.008;38.512
374.451;71.647;50.008;38.513
375.438;71.698;50.007;38.513
376.416;71.68;50.007;38.512
377.424;71.678;50.006;38.51
378.419;71.681;50.008;38.513
379.425;71.689;50.008;38.513
380.434;71.673;50.011;38.515
381.42;71.693;50.01;38.515
382.412;71.709;50.007;38.511
383.424;71.694;50.01;38.515
384.398;71.696;50.007;38.512
385.401;71.68;50.007;38.512
386.424;71.696;50.011;38.516
387.398;71.691;50.008;38.514
388.391;71.677;50.01;38.514
389.383;71.659;50.009;38.513
390.385;71.685;50.008;38.513
391.393;71.668;50.01;38.515
392.388;71.693;50.01;38.515
393.388;71.719;50.01;38.516
394.39;71.669;50.012;38.517
395.396;71.708;50.011;38.516
396.41;71.68;50.009;38.514
397.396;71.695;50.009;38.514
398.39;71.691;50.011;38.517
399.386;71.677;50.01;38.514
400.383;71.661;50.011;38.516
401.385;71.659;50.011;38.516
402.389;71.678;50.01;38.515
403.397;71.676;50.009;38.513
404.424;71.695;50.01;38.515
405.417;71.665;50.011;38.516
406.412;71.667;50.013;38.517
407.411;71.668;50.014;38.518
408.407;71.693;50.012;38.517
409.405;71.647;50.011;38.515
410.401;71.681;50.012;38.517
411.411;71.695;50.009;38.514
412.42;71.677;50.012;38.517
413.43;71.677;50.012;38.516
414.434;71.712;50.013;38.519
415.423;71.705;50.014;38.519
416.44;71.704;50.015;38.521
417.429;71.668;50.017;38.521
418.431;71.677;50.011;38.515
419.431;71.67;50.014;38.518
420.434;71.678;50.01;38.515
421.423;71.682;50.012;38.517
422.414;71.686;50.013;38.518
423.413;71.657;50.015;38.519
424.416;71.672;50.016;38.521
425.429;71.671;50.015;38.519
426.418;71.686;50.013;38.517
427.414;71.697;50.014;38.518
428.415;71.645;50.014;38.518
429.422;71.685;50.015;38.52
430.416;71.667;50.018;38.522
431.407;71.677;50.015;38.519
432.402;71.683;50.015;38.519
433.403;71.655;50.015;38.519
434.408;71.672;50.015;38.519
435.416;71.678;50.018;38.522
436.431;71.681;50.015;38.52
437.448;71.673;50.019;38.522
438.438;71.667;50.017;38.52
439.43;71.671;50.019;38.523
440.423;71.673;50.02;38.524
441.422;71.706;50.014;38.519
442.422;71.66;50.02;38.524
443.409;71.666;50.019;38.524
444.388;71.688;50.019;38.523
445.384;71.66;50.021;38.525
446.374;71.675;50.019;38.523
447.354;71.672;50.018;38.522
448.35;71.664;50.021;38.524
449.338;71.646;50.022;38.525
450.341;71.661;50.021;38.524
451.337;71.66;50.021;38.524
452.352;71.665;50.02;38.524
453.351;71.66;50.02;38.524
454.373;71.662;50.021;38.524
455.375;71.659;50.02;38.524
456.382;71.707;50.018;38.524
457.385;71.664;50.02;38.523
458.387;71.688;50.017;38.521
459.398;71.651;50.02;38.524
460.401;71.684;50.016;38.521
461.405;71.671;50.022;38.526
462.416;71.671;50.019;38.523
463.408;71.673;50.02;38.524
464.401;71.692;50.022;38.526
465.398;71.676;50.021;38.525
466.403;71.684;50.021;38.525
467.414;71.688;50.018;38.523
468.429;71.676;50.022;38.526
469.421;71.675;50.022;38.527
470.415;71.668;50.02;38.525
471.429;71.695;50.022;38.527
472.441;71.661;50.022;38.525
473.453;71.648;50.021;38.525
474.469;71.688;50.022;38.527
475.458;71.678;50.022;38.526
476.484;71.65;50.024;38.528
477.482;71.676;50.022;38.526
478.484;71.654;50.025;38.528
479.487;71.679;50.022;38.527
480.463;71.682;50.023;38.526
481.466;71.678;50.024;38.528
482.478;71.651;50.025;38.528
483.487;71.689;50.021;38.526
484.476;71.668;50.022;38.526
485.477;71.652;50.023;38.525
486.484;71.696;50.022;38.527
487.486;71.658;50.023;38.526
488.483;71.672;50.023;38.527
489.482;71.685;50.024;38.528
490.481;71.666;50.023;38.527
491.485;71.671;50.026;38.529
492.472;71.654;50.025;38.529
493.463;71.693;50.024;38.528
494.467;71.674;50.023;38.526
495.48;71.672;50.027;38.531
496.484;71.697;50.024;38.528
497.474;71.685;50.024;38.528
498.496;71.66;50.026;38.529
499.494;71.67;50.024;38.528
500.506;71.689;50.028;38.531
501.506;71.69;50.027;38.531
502.51;71.667;50.027;38.531
503.515;71.673;50.024;38.527
504.526;71.659;50.025;38.528
505.514;71.668;50.024;38.528
506.503;71.673;50.027;38.531
507.495;71.658;50.029;38.532
508.493;71.672;50.022;38.526
509.494;71.698;50.026;38.53
510.493;71.651;50.027;38.53
511.508;71.675;50.028;38.532
512.509;71.661;50.026;38.529
513.507;71.667;50.026;38.53
514.496;71.663;50.029;38.533
515.499;71.664;50.027;38.531
516.492;71.662;50.029;38.532
517.502;71.676;50.027;38.531
518.479;71.684;50.027;38.531
519.482;71.693;50.026;38.53
520.482;71.638;50.025;38.528
521.467;71.652;50.027;38.531
522.462;71.681;50.025;38.529
523.452;71.666;50.029;38.533
524.45;71.695;50.027;38.532
525.466;71.661;50.026;38.529
526.454;71.672;50.025;38.528
527.456;71.647;50.03;38.533
528.454;71.654;50.03;38.533
529.448;71.685;50.028;38.532
530.434;71.687;50.025;38.529
531.431;71.643;50.028;38.53
532.429;71.658;50.028;38.531
533.419;71.666;50.031;38.535
534.438;71.671;50.028;38.531
535.431;71.672;50.028;38.532
536.457;71.666;50.027;38.53
537.456;71.652;50.031;38.535
538.461;71.683;50.029;38.533
539.475;71.675;50.029;38.533
540.479;71.656;50.028;38.531
541.469;71.681;50.029;38.533
542.445;71.644;50.025;38.527
543.453;71.618;50.026;38.528
544.458;71.647;50.028;38.531
545.455;71.676;50.026;38.53
546.441;71.676;50.024;38.528
547.428;71.676;50.026;38.53
548.426;71.659;50.027;38.53
549.414;71.643;50.029;38.531
550.418;71.656;50.028;38.531
551.423;71.664;50.03;38.533
552.408;71.643;50.024;38.527
553.404;71.661;50.031;38.533
554.406;71.675;50.029;38.533
555.417;71.643;50.032;38.534
556.402;71.628;50.027;38.529
557.401;71.677;50.028;38.532
558.418;71.658;50.027;38.53
559.409;71.671;50.026;38.53
560.405;71.64;50.032;38.534
561.413;71.676;50.029;38.532
562.425;71.664;50.028;38.532
563.409;71.656;50.036;38.538
564.397;71.645;50.026;38.529
565.395;71.668;50.03;38.533
566.383;71.652;50.028;38.531
567.397;71.652;50.026;38.53
568.382;71.662;50.029;38.532
569.402;71.651;50.032;38.534
570.395;71.635;50.032;38.534
571.39;71.683;50.028;38.532
572.391;71.664;50.028;38.531
573.377;71.636;50.032;38.534
574.369;71.634;50.032;38.535
575.367;71.664;50.03;38.534
576.371;71.644;50.031;38.534
577.368;71.656;50.03;38.533
578.356;71.662;50.032;38.535
579.332;71.661;50.03;38.533
580.347;71.66;50.032;38.534
581.338;71.637;50.032;38.535
582.337;71.663;50.029;38.533
583.35;71.642;50.029;38.532
584.356;71.625;50.031;38.533
585.351;71.655;50.033;38.536
586.36;71.66;50.029;38.532
587.354;71.655;50.032;38.535
588.351;71.631;50.028;38.531
589.367;71.669;50.031;38.534
590.358;71.651;50.03;38.533
591.358;71.657;50.031;38.534
592.362;71.69;50.03;38.533
593.373;71.672;50.032;38.535
594.362;71.669;50.032;38.536
595.357;71.683;50.033;38.537
596.357;71.662;50.032;38.534
597.362;71.667;50.034;38.537
598.344;71.663;50.032;38.535
599.329;71.653;50.032;38.535
600.316;71.677;50.034;38.537
601.307;71.661;50.033;38.536
602.319;71.681;50.031;38.534
603.331;71.666;50.031;38.534
604.314;71.657;50.032;38.535
605.299;71.646;50.032;38.535
606.286;71.645;50.03;38.532
607.292;71.663;50.031;38.535
608.296;71.636;50.032;38.534
609.298;71.659;50.032;38.535
610.293;71.668;50.03;38.534
611.296;71.629;50.031;38.533
612.297;71.665;50.032;38.535
613.302;71.65;50.032;38.535
614.305;71.661;50.033;38.536
615.322;71.654;50.029;38.532
616.327;71.653;50.031;38.534
617.314;71.652;50.035;38.537
618.288;71.666;50.035;38.538
619.299;71.646;50.036;38.538
620.287;71.633;50.033;38.534
621.293;71.654;50.03;38.533
622.303;71.671;50.032;38.535
623.304;71.679;50.032;38.535
624.306;71.646;50.031;38.534
625.299;71.664;50.036;38.539
626.295;71.652;50.033;38.535
627.294;71.66;50.035;38.538
628.305;71.676;50.033;38.536
629.295;71.66;50.033;38.535
630.299;71.665;50.036;38.539
631.282;71.661;50.035;38.537
632.267;71.667;50.032;38.535
633.258;71.671;50.031;38.533
634.261;71.677;50.031;38.534
635.265;71.665;50.031;38.533
636.272;71.678;50.034;38.538
637.285;71.64;50.033;38.535
638.269;71.64;50.035;38.536
639.264;71.612;50.037;38.538
640.276;71.664;50.034;38.536
641.277;71.661;50.035;38.538
642.273;71.649;50.036;38.538
643.268;71.655;50.031;38.534
644.25;71.662;50.034;38.537
645.249;71.701;50.034;38.538
646.24;71.647;50.032;38.534
647.248;71.654;50.037;38.539
648.239;71.667;50.034;38.537
649.23;71.657;50.035;38.537
650.225;71.669;50.033;38.535
651.235;71.618;50.038;38.54
652.231;71.637;50.037;38.538
653.214;71.658;50.038;38.54
654.201;71.619;50.041;38.542
655.199;71.67;50.04;38.543
656.208;71.668;50.036;38.54
657.226;71.72;50.033;38.537
658.229;71.701;50.032;38.538
659.239;71.684;50.029;38.533
660.245;71.607;50.04;38.539
661.235;71.559;50.038;38.537
662.227;71.717;50.023;38.529
663.227;71.667;50.034;38.536
664.233;71.63;50.035;38.536
665.217;71.662;50.034;38.537
666.209;71.673;50.035;38.537
667.201;71.651;50.035;38.538
668.196;71.665;50.032;38.534
669.196;71.661;50.034;38.537
670.197;71.649;50.034;38.537
671.202;71.664;50.034;38.536
672.211;71.66;50.038;38.54
673.224;71.63;50.038;38.54
674.24;71.663;50.034;38.536
675.268;71.662;50.036;38.538
676.265;71.648;50.034;38.536
677.267;71.659;50.037;38.54
678.257;71.654;50.039;38.541
679.252;71.655;50.038;38.54
680.254;71.667;50.037;38.539
681.237;71.668;50.037;38.539
682.235;71.669;50.036;38.538
683.232;71.662;50.035;38.537
684.247;71.663;50.036;38.538
685.229;71.668;50.035;38.538
686.233;71.648;50.036;38.539
687.228;71.638;50.04;38.542
688.229;71.671;50.033;38.536
689.248;71.662;50.039;38.542
690.246;71.696;50.033;38.536
691.248;71.662;50.038;38.541
692.263;71.656;50.038;38.54
693.257;71.632;50.039;38.542
694.261;71.651;50.034;38.536
695.245;71.663;50.035;38.537
696.234;71.679;50.035;38.538
697.233;71.635;50.042;38.543
698.208;71.656;50.039;38.541
699.221;71.664;50.036;38.538
700.212;71.655;50.039;38.541
701.229;71.656;50.039;38.541
702.211;71.675;50.039;38.542
703.209;71.617;50.041;38.542
704.207;71.659;50.036;38.538
705.186;71.635;50.036;38.537
706.195;71.626;50.04;38.541
707.209;71.665;50.038;38.541
708.226;71.671;50.038;38.541
709.215;71.639;50.039;38.541
710.205;71.649;50.037;38.539
711.202;71.654;50.038;38.541
712.199;71.636;50.038;38.539
713.202;71.678;50.035;38.538
714.202;71.649;50.037;38.539
715.194;71.613;50.041;38.542
716.189;71.673;50.036;38.539
717.175;71.64;50.041;38.543
718.153;71.64;50.034;38.536
719.154;71.637;50.034;38.536
720.157;71.639;50.037;38.539
721.166;71.624;50.036;38.538
722.159;71.669;50.038;38.54
723.151;71.644;50.04;38.541
724.148;71.675;50.036;38.539
725.133;71.645;50.036;38.537
726.141;71.653;50.037;38.539
727.128;71.628;50.038;38.54
728.127;71.657;50.033;38.536
729.132;71.644;50.039;38.541
730.143;71.653;50.036;38.538
731.132;71.662;50.038;38.54
732.137;71.66;50.034;38.537
733.144;71.625;50.038;38.54
734.137;71.624;50.037;38.538
735.131;71.603;50.038;38.539
736.134;71.645;50.037;38.539
737.142;71.651;50.038;38.54
738.125;71.687;50.037;38.54
739.111;71.641;50.038;38.54
740.103;71.654;50.039;38.541
741.098;71.633;50.043;38.543
742.098;71.685;50.038;38.541
743.104;71.645;50.042;38.543
744.112;71.68;50.038;38.541
745.11;71.658;50.042;38.543
746.101;71.663;50.039;38.542
747.096;71.641;50.037;38.538
748.096;71.633;50.04;38.542
749.099;71.643;50.035;38.537
750.1;71.648;50.039;38.541
751.096;71.628;50.04;38.541
752.073;71.614;50.041;38.542
753.087;71.679;50.035;38.538
754.098;71.646;50.038;38.539
755.093;71.671;50.039;38.541
756.085;71.631;50.041;38.543
757.086;71.633;50.04;38.541
758.083;71.672;50.036;38.539
759.09;71.628;50.04;38.542
760.096;71.637;50.038;38.539
761.107;71.655;50.036;38.538
762.101;71.623;50.041;38.542
763.103;71.649;50.039;38.541
764.113;71.642;50.036;38.538
765.101;71.634;50.037;38.538
766.101;71.66;50.037;38.539
767.092;71.649;50.035;38.537
768.1;71.647;50.039;38.541
769.103;71.627;50.038;38.539
770.111;71.638;50.039;38.54
771.095;71.645;50.037;38.539
772.09;71.659;50.038;38.54
773.087;71.638;50.036;38.537
774.092;71.644;50.039;38.541
775.073;71.642;50.042;38.544
776.09;71.635;50.04;38.541
777.087;71.611;50.039;38.54
778.088;71.662;50.037;38.539
779.097;71.623;50.039;38.54
780.078;71.653;50.039;38.54
781.064;71.634;50.038;38.54
782.053;71.655;50.034;38.537
783.08;71.653;50.038;38.54
784.077;71.663;50.039;38.541
785.077;71.681;50.035;38.538
786.081;71.648;50.037;38.538
787.056;71.635;50.041;38.541
788.054;71.639;50.041;38.543
789.047;71.651;50.038;38.54
790.044;71.64;50.038;38.539
791.026;71.646;50.04;38.541
792.039;71.631;50.037;38.538
793.026;71.622;50.041;38.542
794.024;71.643;50.041;38.543
795.028;71.625;50.042;38.543
796.017;71.648;50.035;38.537
797.014;71.632;50.039;38.539
798.027;71.658;50.039;38.541
799.014;71.606;50.042;38.542
800.008;71.653;50.037;38.54
801.012;71.656;50.035;38.537
802.001;71.625;50.041;38.542
802.997;71.644;50.038;38.54
804.002;71.672;50.035;38.538
804.986;71.623;50.039;38.539
805.975;71.641;50.037;38.539
806.975;71.681;50.036;38.54
807.964;71.645;50.038;38.54
808.953;71.595;50.043;38.544
809.95;71.653;50.037;38.538
810.953;71.665;50.038;38.54
811.96;71.601;50.039;38.54
812.975;71.6;50.039;38.539
813.994;71.619;50.039;38.54
814.988;71.664;50.033;38.534
815.978;71.617;50.038;38.54
816.991;71.63;50.034;38.535
818.009;71.671;50.034;38.537
818.996;71.634;50.04;38.541
819.991;71.619;50.038;38.538
820.988;71.652;50.036;38.538
821.99;71.645;50.036;38.538
822.983;71.635;50.037;38.538
823.979;71.603;50.039;38.54
824.973;71.642;50.036;38.537
825.952;71.658;50.039;38.541
826.942;71.658;50.037;38.539
827.934;71.625;50.038;38.539
828.942;71.676;50.035;38.538
829.953;71.634;50.038;38.539
830.939;71.659;50.034;38.536
831.938;71.639;50.032;38.534
832.929;71.625;50.036;38.538
833.929;71.609;50.039;38.542
834.937;71.566;50.039;38.539
835.936;71.635;50.037;38.539
836.935;71.651;50.033;38.535
837.947;71.642;50.035;38.536
838.957;71.66;50.035;38.536
839.956;71.665;50.033;38.536
840.959;71.641;50.038;38.54
841.954;71.664;50.032;38.535
842.954;71.631;50.036;38.538
843.958;71.645;50.037;38.539
844.967;71.612;50.034;38.535
845.951;71.623;50.037;38.538
846.94;71.632;50.034;38.535
847.933;71.639;50.036;38.536
848.932;71.625;50.036;38.537
849.932;71.63;50.034;38.534
850.936;71.63;50.038;38.539
851.918;71.607;50.038;38.539
852.899;71.625;50.037;38.537
853.917;71.672;50.03;38.533
854.908;71.617;50.038;38.539
855.89;71.648;50.032;38.533
856.872;71.688;50.033;38.537
857.871;71.622;50.036;38.536
858.884;71.636;50.035;38.537
859.885;71.602;50.036;38.536
860.879;71.63;50.039;38.54
861.869;71.654;50.038;38.54
862.861;71.623;50.039;38.539
863.836;71.647;50.037;38.539
864.83;71.638;50.037;38.537
865.829;71.639;50.037;38.539
866.817;71.644;50.035;38.536
867.802;71.621;50.038;38.538
868.823;71.64;50.036;38.538
869.822;71.646;50.035;38.536
