IDs:;240715_05_240712D;05_DNAJB6_01_480_uM;
Concentration [uM]:;1.48;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
1669.726;55.723;51.914;38.828
1670.741;55.7;51.912;38.826
1671.737;55.697;51.914;38.828
1672.732;55.698;51.915;38.829
1673.724;55.7;51.91;38.825
1674.72;55.725;51.918;38.832
1675.733;55.679;51.915;38.83
1676.752;55.714;51.918;38.829
1677.749;55.72;51.918;38.832
1678.754;55.694;51.915;38.829
1679.765;55.695;51.914;38.827
1680.778;55.689;51.915;38.827
1681.758;55.677;51.913;38.827
1682.745;55.679;51.911;38.824
1683.736;55.691;51.913;38.826
1684.736;55.674;51.914;38.826
1685.746;55.709;51.914;38.825
1686.727;55.707;51.92;38.831
1687.712;55.691;51.915;38.827
1688.7;55.683;51.914;38.826
1689.69;55.716;51.918;38.829
1690.688;55.676;51.914;38.827
1691.688;55.677;51.916;38.826
1692.694;55.681;51.917;38.828
1693.699;55.709;51.918;38.829
1694.676;55.669;51.916;38.827
1695.686;55.711;51.92;38.829
1696.702;55.684;51.915;38.824
1697.687;55.683;51.917;38.826
1698.706;55.676;51.916;38.826
1699.728;55.706;51.917;38.827
1700.723;55.696;51.921;38.83
1701.723;55.7;51.921;38.831
1702.727;55.673;51.917;38.825
1703.724;55.662;51.918;38.828
1704.72;55.674;51.915;38.825
1705.733;55.675;51.916;38.824
1706.742;55.661;51.915;38.823
1707.727;55.673;51.916;38.824
1708.719;55.668;51.917;38.825
1709.731;55.658;51.916;38.824
1710.725;55.687;51.916;38.822
1711.708;55.668;51.917;38.823
1712.733;55.661;51.918;38.825
1713.728;55.655;51.916;38.824
1714.734;55.659;51.918;38.824
1715.753;55.647;51.916;38.823
1716.756;55.651;51.916;38.824
1717.76;55.661;51.915;38.822
1718.77;55.662;51.916;38.823
1719.766;55.651;51.917;38.824
1720.778;55.657;51.916;38.822
1721.76;55.679;51.922;38.827
1722.75;55.677;51.921;38.826
1723.772;55.654;51.918;38.823
1724.771;55.642;51.916;38.82
1725.776;55.657;51.916;38.822
1726.756;55.64;51.917;38.823
1727.737;55.663;51.921;38.825
1728.724;55.643;51.916;38.82
1729.714;55.649;51.914;38.818
1730.707;55.644;51.92;38.824
1731.723;55.646;51.916;38.819
1732.741;55.637;51.918;38.824
1733.729;55.631;51.918;38.822
1734.722;55.639;51.917;38.822
1735.719;55.649;51.917;38.821
1736.717;55.633;51.918;38.822
1737.714;55.631;51.918;38.822
1738.702;55.637;51.918;38.821
1739.693;55.643;51.917;38.819
1740.696;55.639;51.921;38.823
1741.693;55.659;51.923;38.825
1742.677;55.636;51.919;38.82
1743.68;55.657;51.925;38.826
1744.683;55.624;51.919;38.82
1745.668;55.649;51.921;38.823
1746.665;55.625;51.92;38.822
1747.667;55.628;51.918;38.818
1748.646;55.622;51.916;38.818
1749.631;55.625;51.921;38.821
1750.623;55.621;51.918;38.819
1751.62;55.623;51.921;38.819
1752.604;55.616;51.919;38.819
1753.594;55.611;51.917;38.817
1754.605;55.612;51.919;38.819
1755.581;55.615;51.919;38.819
1756.582;55.619;51.919;38.818
1757.589;55.613;51.918;38.818
1758.575;55.605;51.92;38.818
1759.564;55.612;51.919;38.818
1760.565;55.616;51.919;38.817
1761.568;55.607;51.92;38.819
1762.574;55.617;51.918;38.816
1763.553;55.608;51.918;38.818
1764.568;55.633;51.923;38.82
1765.56;55.601;51.919;38.817
1766.555;55.618;51.917;38.815
1767.558;55.61;51.92;38.817
1768.541;55.605;51.917;38.815
1769.523;55.611;51.92;38.816
1770.515;55.609;51.921;38.817
1771.513;55.597;51.921;38.817
1772.498;55.6;51.918;38.815
1773.496;55.595;51.92;38.817
1774.49;55.605;51.921;38.817
1775.471;55.602;51.921;38.817
1776.489;55.585;51.923;38.819
1777.499;55.587;51.92;38.816
1778.51;55.597;51.921;38.816
1779.497;55.593;51.92;38.816
1780.483;55.584;51.922;38.817
1781.478;55.602;51.921;38.816
1782.473;55.581;51.922;38.817
1783.484;55.595;51.922;38.816
1784.492;55.6;51.921;38.814
1785.482;55.581;51.92;38.813
1786.477;55.61;51.924;38.818
1787.479;55.582;51.92;38.814
1788.461;55.59;51.92;38.813
1789.457;55.584;51.921;38.815
1790.454;55.586;51.921;38.815
1791.457;55.58;51.92;38.814
1792.471;55.579;51.921;38.815
1793.488;55.586;51.922;38.814
1794.484;55.582;51.921;38.813
1795.485;55.571;51.921;38.814
1796.488;55.574;51.921;38.815
1797.499;55.589;51.92;38.812
1798.511;55.571;51.921;38.814
1799.526;55.571;51.922;38.814
1800.513;55.569;51.923;38.814
1801.506;55.567;51.919;38.811
1802.505;55.574;51.92;38.811
1803.508;55.568;51.918;38.811
1804.497;55.577;51.919;38.811
1805.483;55.565;51.921;38.812
1806.51;55.603;51.925;38.814
1807.502;55.567;51.923;38.812
1808.498;55.569;51.921;38.811
1809.497;55.568;51.919;38.809
1810.486;55.564;51.922;38.813
1811.479;55.563;51.923;38.813
1812.468;55.562;51.922;38.812
1813.467;55.56;51.92;38.811
1814.486;55.567;51.92;38.808
1815.47;55.557;51.921;38.81
1816.475;55.567;51.918;38.808
1817.475;55.558;51.918;38.805
1818.477;55.587;51.923;38.811
1819.466;55.566;51.92;38.808
1820.459;55.549;51.919;38.807
1821.457;55.564;51.921;38.81
1822.469;55.559;51.922;38.809
1823.487;55.55;51.921;38.809
1824.488;55.563;51.92;38.807
1825.478;55.551;51.922;38.812
1826.472;55.562;51.921;38.808
1827.479;55.549;51.921;38.809
1828.471;55.554;51.92;38.808
1829.464;55.556;51.921;38.808
1830.439;55.545;51.92;38.807
1831.454;55.537;51.922;38.81
1832.447;55.546;51.919;38.805
1833.442;55.551;51.922;38.808
1834.442;55.541;51.919;38.806
1835.448;55.566;51.922;38.809
1836.456;55.546;51.919;38.806
1837.44;55.537;51.92;38.806
1838.441;55.564;51.924;38.808
1839.448;55.552;51.919;38.804
1840.427;55.539;51.918;38.804
1841.41;55.544;51.92;38.806
1842.399;55.54;51.922;38.808
1843.393;55.535;51.92;38.805
1844.389;55.531;51.921;38.805
1845.386;55.539;51.919;38.805
1846.389;55.531;51.92;38.805
1847.376;55.532;51.919;38.804
1848.372;55.559;51.923;38.808
1849.361;55.541;51.92;38.804
1850.361;55.535;51.919;38.802
1851.363;55.553;51.924;38.808
1852.361;55.565;51.92;38.802
1853.355;55.531;51.919;38.804
1854.342;55.53;51.919;38.802
1855.331;55.529;51.917;38.801
1856.332;55.528;51.916;38.8
1857.33;55.536;51.918;38.801
1858.319;55.53;51.917;38.8
1859.319;55.535;51.916;38.799
1860.311;55.534;51.918;38.801
1861.306;55.518;51.916;38.799
1862.308;55.527;51.918;38.801
1863.303;55.526;51.917;38.801
1864.297;55.517;51.917;38.8
1865.311;55.524;51.916;38.797
1866.296;55.513;51.915;38.798
1867.315;55.536;51.922;38.804
1868.306;55.522;51.916;38.795
1869.316;55.518;51.917;38.798
1870.332;55.519;51.916;38.796
1871.321;55.521;51.917;38.798
1872.321;55.521;51.917;38.798
1873.327;55.511;51.917;38.798
1874.338;55.524;51.916;38.794
1875.349;55.521;51.918;38.797
1876.366;55.517;51.916;38.795
1877.353;55.518;51.919;38.798
1878.344;55.544;51.921;38.799
1879.34;55.507;51.917;38.795
1880.337;55.517;51.916;38.796
1881.338;55.513;51.915;38.793
1882.323;55.511;51.916;38.796
1883.305;55.497;51.918;38.796
1884.304;55.506;51.916;38.794
1885.298;55.528;51.919;38.795
1886.295;55.494;51.913;38.792
1887.283;55.506;51.915;38.794
1888.282;55.514;51.914;38.793
1889.281;55.493;51.914;38.793
1890.27;55.495;51.915;38.794
1891.267;55.495;51.912;38.789
1892.27;55.487;51.917;38.796
1893.271;55.489;51.914;38.792
1894.264;55.488;51.913;38.789
1895.239;55.48;51.915;38.792
1896.246;55.489;51.915;38.792
1897.238;55.492;51.914;38.789
1898.233;55.481;51.917;38.794
1899.236;55.483;51.915;38.792
1900.238;55.492;51.913;38.788
1901.245;55.488;51.913;38.789
1902.23;55.476;51.913;38.788
1903.223;55.477;51.916;38.793
1904.224;55.474;51.913;38.79
1905.203;55.484;51.912;38.787
1906.217;55.503;51.917;38.792
1907.203;55.491;51.912;38.786
1908.203;55.484;51.912;38.787
1909.213;55.471;51.914;38.79
1910.196;55.474;51.912;38.787
1911.211;55.471;51.913;38.789
1912.2;55.468;51.914;38.789
1913.191;55.464;51.911;38.787
1914.184;55.48;51.911;38.787
1915.184;55.488;51.915;38.787
1916.166;55.464;51.909;38.784
1917.154;55.475;51.909;38.782
1918.169;55.47;51.91;38.782
1919.149;55.465;51.912;38.786
1920.139;55.475;51.91;38.785
1921.13;55.466;51.912;38.785
1922.14;55.463;51.91;38.782
1923.158;55.463;51.91;38.783
1924.149;55.468;51.912;38.784
1925.149;55.467;51.913;38.786
1926.133;55.467;51.91;38.782
1927.128;55.457;51.912;38.786
1928.113;55.462;51.91;38.781
1929.106;55.454;51.911;38.783
1930.108;55.454;51.911;38.784
1931.117;55.456;51.912;38.785
1932.106;55.491;51.911;38.785
1933.102;55.492;51.912;38.783
1934.104;55.459;51.909;38.78
1935.099;55.451;51.911;38.782
1936.094;55.456;51.912;38.783
1937.106;55.461;51.911;38.782
1938.121;55.45;51.913;38.786
1939.101;55.45;51.912;38.783
1940.081;55.452;51.912;38.784
1941.097;55.461;51.911;38.782
1942.086;55.462;51.909;38.78
1943.082;55.451;51.912;38.784
1944.082;55.452;51.912;38.783
1945.085;55.471;51.912;38.781
1946.093;55.452;51.913;38.783
1947.103;55.465;51.911;38.779
1948.084;55.448;51.91;38.779
1949.075;55.452;51.911;38.782
1950.074;55.458;51.913;38.784
1951.061;55.442;51.912;38.781
1952.079;55.446;51.913;38.782
1953.094;55.441;51.912;38.782
1954.084;55.446;51.914;38.784
1955.089;55.45;51.913;38.782
1956.087;55.44;51.913;38.782
1957.068;55.445;51.913;38.783
1958.059;55.442;51.912;38.781
1959.039;55.449;51.911;38.779
1960.021;55.451;51.91;38.778
1961.031;55.449;51.912;38.779
1962.032;55.454;51.91;38.776
1963.018;55.44;51.91;38.777
1964.016;55.446;51.911;38.777
1965.02;55.447;51.91;38.777
1966.019;55.432;51.911;38.777
1967.022;55.445;51.909;38.776
1968.001;55.444;51.91;38.776
1968.991;55.47;51.913;38.78
1969.984;55.462;51.913;38.778
1970.98;55.441;51.91;38.776
1971.98;55.437;51.911;38.777
1972.958;55.466;51.914;38.78
1973.969;55.432;51.912;38.778
1974.983;55.442;51.908;38.773
1976.003;55.441;51.913;38.78
1976.998;55.428;51.907;38.772
1977.996;55.457;51.915;38.78
1979.011;55.472;51.915;38.778
1979.992;55.468;51.913;38.776
1980.975;55.457;51.913;38.777
1981.963;55.431;51.912;38.778
1982.96;55.441;51.91;38.775
1983.955;55.428;51.908;38.771
1984.956;55.441;51.914;38.78
1985.951;55.43;51.909;38.773
1986.941;55.458;51.915;38.778
1987.939;55.467;51.916;38.779
1988.941;55.419;51.91;38.774
1989.938;55.438;51.913;38.776
1990.927;55.459;51.915;38.777
1991.929;55.419;51.912;38.775
1992.918;55.45;51.912;38.774
1993.896;55.425;51.911;38.774
1994.888;55.448;51.915;38.777
1995.905;55.463;51.916;38.778
1996.908;55.429;51.912;38.773
1997.918;55.429;51.912;38.775
1998.914;55.415;51.914;38.777
1999.912;55.446;51.917;38.779
2000.912;55.415;51.914;38.776
2001.892;55.45;51.915;38.775
2002.876;55.42;51.912;38.773
2003.873;55.412;51.915;38.777
2004.871;55.447;51.918;38.778
2005.86;55.412;51.913;38.774
2006.884;55.405;51.913;38.775
2007.881;55.408;51.912;38.771
2008.893;55.42;51.912;38.773
2009.896;55.453;51.916;38.775
2010.901;55.436;51.919;38.779
2011.878;55.447;51.917;38.777
2012.873;55.403;51.91;38.772
2013.877;55.441;51.915;38.774
2014.876;55.406;51.909;38.77
2015.886;55.401;51.91;38.769
2016.882;55.402;51.913;38.773
2017.875;55.403;51.912;38.773
2018.885;55.399;51.914;38.774
2019.861;55.439;51.915;38.774
2020.857;55.417;51.913;38.77
2021.855;55.436;51.915;38.774
2022.831;55.408;51.914;38.774
2023.827;55.4;51.911;38.77
2024.819;55.435;51.914;38.77
2025.82;55.421;51.913;38.774
2026.827;55.402;51.914;38.773
2027.837;55.412;51.916;38.771
2028.849;55.429;51.916;38.774
2029.85;55.403;51.913;38.771
2030.854;55.423;51.913;38.77
2031.865;55.425;51.915;38.771
2032.882;55.409;51.914;38.772
2033.874;55.403;51.913;38.769
2034.872;55.395;51.911;38.768
2035.889;55.429;51.917;38.772
2036.886;55.394;51.913;38.769
2037.882;55.39;51.913;38.771
2038.888;55.421;51.915;38.77
2039.895;55.422;51.916;38.772
2040.883;55.428;51.916;38.771
2041.87;55.419;51.915;38.77
2042.863;55.418;51.915;38.77
2043.862;55.417;51.917;38.771
2044.865;55.42;51.913;38.767
2045.87;55.395;51.91;38.767
2046.848;55.418;51.914;38.769
2047.86;55.379;51.909;38.764
2048.876;55.415;51.913;38.766
2049.894;55.391;51.912;38.767
2050.885;55.412;51.915;38.769
2051.879;55.409;51.914;38.769
2052.877;55.418;51.916;38.77
2053.864;55.413;51.912;38.763
2054.858;55.381;51.911;38.765
2055.869;55.369;51.909;38.763
2056.872;55.4;51.913;38.766
2057.851;55.399;51.912;38.766
2058.861;55.405;51.912;38.763
2059.858;55.408;51.914;38.767
2060.863;55.407;51.913;38.765
2061.862;55.398;51.912;38.765
2062.867;55.401;51.915;38.768
2063.87;55.395;51.914;38.766
2064.878;55.403;51.914;38.766
2065.901;55.408;51.911;38.764
2066.9;55.399;51.915;38.767
2067.889;55.401;51.914;38.766
2068.877;55.373;51.911;38.765
2069.88;55.375;51.91;38.762
2070.898;55.366;51.913;38.767
2071.895;55.399;51.912;38.763
2072.899;55.395;51.913;38.765
2073.911;55.394;51.914;38.765
2074.897;55.365;51.911;38.762
2075.885;55.388;51.915;38.764
2076.879;55.395;51.916;38.767
2077.882;55.397;51.915;38.764
2078.887;55.399;51.914;38.764
2079.894;55.361;51.911;38.763
2080.906;55.392;51.915;38.765
2081.918;55.389;51.916;38.765
2082.906;55.394;51.917;38.767
2083.928;55.386;51.913;38.763
2084.931;55.39;51.914;38.764
2085.927;55.389;51.913;38.761
2086.941;55.375;51.915;38.763
2087.957;55.378;51.916;38.764
2088.963;55.337;51.911;38.76
2089.971;55.387;51.916;38.766
2090.975;55.353;51.911;38.76
2091.97;55.353;51.912;38.76
2092.977;55.383;51.917;38.764
2093.972;55.345;51.91;38.757
2094.963;55.389;51.915;38.763
2095.963;55.378;51.916;38.765
2096.946;55.341;51.91;38.76
2097.934;55.372;51.915;38.763
2098.932;55.377;51.916;38.764
2099.912;55.366;51.917;38.763
2100.895;55.38;51.915;38.762
2101.876;55.375;51.914;38.76
2102.869;55.375;51.916;38.761
2103.868;55.388;51.914;38.763
2104.875;55.377;51.915;38.76
2105.887;55.379;51.916;38.763
2106.876;55.362;51.915;38.762
2107.868;55.336;51.911;38.76
2108.865;55.338;51.909;38.755
2109.849;55.374;51.915;38.761
2110.834;55.342;51.909;38.755
2111.812;55.368;51.912;38.757
2112.813;55.375;51.916;38.761
2113.822;55.319;51.912;38.758
2114.829;55.327;51.912;38.758
2115.845;55.361;51.915;38.761
2116.834;55.319;51.912;38.758
2117.831;55.333;51.912;38.757
2118.829;55.327;51.912;38.757
2119.831;55.328;51.913;38.757
2120.818;55.365;51.913;38.757
2121.811;55.324;51.911;38.757
2122.813;55.355;51.917;38.76
2123.841;55.359;51.917;38.761
2124.825;55.309;51.912;38.755
2125.821;55.356;51.915;38.758
2126.822;55.321;51.914;38.758
2127.806;55.314;51.913;38.757
2128.8;55.347;51.916;38.758
2129.804;55.321;51.911;38.754
2130.789;55.354;51.916;38.759
2131.8;55.308;51.915;38.757
2132.789;55.307;51.914;38.756
2133.768;55.311;51.912;38.755
2134.753;55.297;51.914;38.756
2135.76;55.345;51.917;38.758
2136.769;55.354;51.916;38.759
2137.785;55.307;51.915;38.758
2138.782;55.346;51.914;38.755
2139.779;55.31;51.914;38.756
2140.766;55.339;51.918;38.759
2141.781;55.338;51.918;38.758
2142.771;55.303;51.912;38.753
2143.793;55.328;51.915;38.756
2144.788;55.297;51.913;38.754
2145.786;55.297;51.911;38.752
2146.778;55.295;51.914;38.753
2147.77;55.301;51.913;38.755
2148.763;55.301;51.911;38.751
2149.738;55.295;51.913;38.752
2150.728;55.298;51.914;38.754
2151.709;55.299;51.913;38.754
2152.691;55.329;51.917;38.757
2153.688;55.298;51.913;38.753
2154.694;55.291;51.915;38.755
2155.695;55.298;51.913;38.754
2156.703;55.291;51.915;38.753
2157.701;55.33;51.918;38.757
2158.716;55.326;51.917;38.756
2159.704;55.292;51.913;38.754
2160.712;55.288;51.913;38.752
2161.692;55.294;51.914;38.754
2162.708;55.284;51.912;38.75
2163.707;55.327;51.916;38.755
2164.708;55.284;51.914;38.752
2165.718;55.329;51.916;38.754
2166.704;55.284;51.915;38.753
2167.697;55.28;51.914;38.751
2168.694;55.283;51.913;38.75
2169.7;55.289;51.913;38.751
2170.683;55.277;51.916;38.754
2171.669;55.278;51.915;38.752
2172.658;55.273;51.913;38.75
2173.654;55.274;51.916;38.753
2174.656;55.283;51.912;38.748
2175.66;55.302;51.919;38.755
2176.656;55.273;51.914;38.75
2177.679;55.279;51.912;38.75
2178.671;55.275;51.911;38.747
2179.672;55.266;51.914;38.751
2180.683;55.317;51.915;38.75
2181.67;55.271;51.912;38.747
2182.687;55.272;51.912;38.747
2183.697;55.266;51.912;38.748
2184.699;55.266;51.91;38.746
2185.695;55.266;51.911;38.748
2186.697;55.271;51.912;38.748
2187.687;55.265;51.912;38.747
2188.684;55.264;51.913;38.749
2189.669;55.264;51.914;38.75
2190.666;55.259;51.913;38.749
2191.648;55.264;51.911;38.745
2192.654;55.257;51.915;38.748
2193.638;55.256;51.912;38.745
2194.618;55.258;51.91;38.745
2195.621;55.253;51.913;38.748
2196.623;55.254;51.912;38.746
2197.619;55.311;51.912;38.748
2198.627;55.256;51.912;38.745
2199.647;55.257;51.913;38.747
2200.625;55.256;51.913;38.746
2201.632;55.249;51.912;38.745
2202.614;55.255;51.912;38.745
2203.616;55.25;51.913;38.746
2204.619;55.254;51.912;38.744
2205.627;55.251;51.914;38.747
2206.638;55.247;51.913;38.745
2207.623;55.25;51.912;38.744
2208.611;55.247;51.913;38.746
2209.602;55.252;51.91;38.742
2210.596;55.258;51.911;38.744
2211.588;55.244;51.915;38.747
2212.571;55.242;51.915;38.747
2213.579;55.251;51.912;38.744
2214.571;55.248;51.912;38.744
2215.554;55.243;51.911;38.743
2216.54;55.245;51.911;38.743
2217.52;55.244;51.911;38.742
2218.521;55.242;51.913;38.744
2219.514;55.244;51.912;38.743
2220.507;55.244;51.911;38.741
2221.495;55.244;51.912;38.743
2222.494;55.245;51.911;38.743
2223.484;55.242;51.911;38.742
2224.475;55.238;51.913;38.743
2225.476;55.235;51.914;38.745
2226.49;55.242;51.915;38.745
2227.479;55.237;51.915;38.744
2228.477;55.232;51.913;38.743
2229.48;55.235;51.914;38.744
2230.463;55.231;51.915;38.744
2231.449;55.233;51.911;38.74
2232.439;55.229;51.913;38.743
2233.434;55.232;51.914;38.742
2234.434;55.236;51.914;38.744
2235.44;55.234;51.914;38.743
2236.455;55.227;51.913;38.741
2237.444;55.23;51.912;38.741
2238.438;55.227;51.913;38.742
2239.439;55.221;51.913;38.741
2240.441;55.231;51.912;38.741
2241.45;55.225;51.911;38.739
2242.459;55.219;51.914;38.743
2243.441;55.223;51.913;38.742
2244.46;55.228;51.912;38.741
2245.454;55.22;51.914;38.742
2246.457;55.224;51.913;38.741
2247.462;55.225;51.913;38.741
2248.459;55.222;51.911;38.738
2249.449;55.218;51.914;38.741
2250.436;55.217;51.913;38.74
2251.435;55.218;51.912;38.739
2252.432;55.216;51.912;38.739
2253.425;55.216;51.913;38.74
2254.435;55.214;51.91;38.737
2255.416;55.217;51.91;38.736
2256.408;55.216;51.912;38.74
2257.402;55.216;51.911;38.738
2258.379;55.21;51.91;38.736
2259.388;55.211;51.911;38.738
2260.389;55.212;51.91;38.735
2261.386;55.221;51.911;38.737
2262.381;55.215;51.91;38.736
2263.383;55.209;51.912;38.737
2264.369;55.209;51.911;38.737
2265.372;55.203;51.911;38.737
2266.381;55.212;51.911;38.736
2267.367;55.208;51.911;38.738
2268.376;55.207;51.911;38.737
2269.382;55.213;51.912;38.738
2270.397;55.209;51.91;38.736
2271.384;55.202;51.914;38.739
2272.38;55.207;51.91;38.735
2273.378;55.205;51.912;38.737
2274.38;55.206;51.911;38.735
2275.386;55.202;51.911;38.736
2276.365;55.205;51.911;38.736
2277.377;55.204;51.91;38.735
2278.361;55.205;51.909;38.733
2279.354;55.202;51.911;38.735
2280.346;55.213;51.912;38.735
2281.345;55.199;51.909;38.733
2282.341;55.195;51.913;38.737
2283.325;55.196;51.911;38.735
2284.318;55.198;51.909;38.732
2285.317;55.191;51.912;38.736
2286.313;55.201;51.909;38.733
2287.323;55.197;51.909;38.733
2288.319;55.196;51.909;38.734
2289.307;55.203;51.91;38.733
2290.307;55.193;51.908;38.732
2291.317;55.199;51.907;38.73
2292.309;55.194;51.907;38.73
2293.31;55.19;51.909;38.733
2294.304;55.19;51.909;38.732
2295.301;55.183;51.908;38.73
2296.308;55.188;51.909;38.731
2297.295;55.193;51.907;38.73
2298.295;55.186;51.909;38.732
2299.297;55.184;51.909;38.732
2300.316;55.184;51.908;38.73
2301.311;55.182;51.907;38.729
2302.313;55.185;51.909;38.731
2303.328;55.186;51.907;38.728
2304.323;55.186;51.908;38.73
2305.325;55.183;51.91;38.732
2306.328;55.178;51.909;38.73
2307.344;55.184;51.908;38.73
2308.337;55.182;51.909;38.73
2309.331;55.18;51.91;38.73
2310.328;55.182;51.906;38.728
2311.335;55.178;51.909;38.729
2312.341;55.18;51.909;38.729
2313.324;55.178;51.908;38.729
2314.307;55.18;51.91;38.73
2315.295;55.176;51.909;38.73
2316.287;55.176;51.907;38.727
2317.283;55.179;51.906;38.727
2318.274;55.173;51.908;38.728
2319.269;55.174;51.906;38.726
2320.264;55.167;51.906;38.726
2321.261;55.171;51.906;38.725
2322.255;55.167;51.903;38.724
2323.237;55.162;51.903;38.722
2324.236;55.168;51.906;38.724
2325.237;55.171;51.903;38.723
2326.229;55.167;51.905;38.724
2327.231;55.17;51.906;38.726
2328.225;55.163;51.906;38.725
2329.211;55.161;51.906;38.725
2330.198;55.167;51.904;38.724
2331.176;55.189;51.909;38.727
2332.168;55.158;51.905;38.725
2333.143;55.163;51.904;38.723
2334.134;55.165;51.903;38.721
2335.132;55.168;51.905;38.724
2336.131;55.167;51.903;38.721
2337.131;55.163;51.904;38.723
2338.11;55.158;51.905;38.722
2339.125;55.165;51.906;38.724
2340.144;55.161;51.907;38.725
2341.135;55.165;51.905;38.724
2342.131;55.16;51.906;38.724
2343.129;55.162;51.905;38.724
2344.132;55.157;51.904;38.722
2345.136;55.158;51.905;38.722
2346.118;55.159;51.905;38.722
2347.132;55.153;51.907;38.724
2348.118;55.158;51.906;38.723
2349.109;55.157;51.905;38.721
2350.135;55.16;51.905;38.722
2351.13;55.156;51.905;38.721
2352.129;55.159;51.906;38.722
2353.13;55.153;51.906;38.722
2354.126;55.153;51.907;38.723
2355.141;55.152;51.907;38.724
2356.134;55.149;51.906;38.722
2357.135;55.167;51.908;38.724
2358.11;55.155;51.907;38.723
2359.101;55.152;51.906;38.721
2360.104;55.151;51.907;38.724
2361.091;55.151;51.907;38.723
2362.101;55.152;51.905;38.72
2363.101;55.151;51.906;38.722
2364.085;55.15;51.906;38.721
2365.076;55.154;51.906;38.721
2366.056;55.15;51.907;38.722
2367.051;55.153;51.906;38.721
2368.054;55.15;51.904;38.719
2369.038;55.144;51.905;38.719
2370.028;55.151;51.906;38.721
2371.008;55.153;51.907;38.722
2371.995;55.144;51.906;38.721
2372.996;55.149;51.906;38.72
2373.97;55.148;51.907;38.721
2374.981;55.15;51.905;38.719
2375.968;55.142;51.906;38.72
2376.968;55.147;51.906;38.72
2377.977;55.144;51.904;38.718
2378.987;55.144;51.906;38.72
2380;55.141;51.907;38.72
2380.988;55.146;51.905;38.719
2381.98;55.139;51.906;38.719
2382.977;55.142;51.907;38.72
2383.982;55.145;51.906;38.721
2384.986;55.138;51.907;38.72
2385.996;55.148;51.906;38.719
2387.009;55.143;51.906;38.719
2387.993;55.138;51.907;38.72
2388.979;55.12;51.906;38.72
2389.976;55.138;51.904;38.717
2390.974;55.138;51.908;38.72
2391.958;55.142;51.905;38.718
2392.947;55.139;51.905;38.718
2393.94;55.132;51.906;38.717
2394.942;55.135;51.908;38.72
2395.939;55.134;51.905;38.717
2396.926;55.13;51.906;38.717
2397.925;55.132;51.906;38.718
2398.909;55.134;51.906;38.718
2399.915;55.129;51.907;38.718
2400.899;55.13;51.907;38.719
2401.89;55.134;51.903;38.715
2402.899;55.13;51.904;38.716
2403.896;55.131;51.904;38.716
2404.895;55.123;51.903;38.713
2405.891;55.129;51.905;38.715
2406.888;55.129;51.904;38.715
2407.89;55.121;51.902;38.713
2408.896;55.122;51.902;38.713
2409.881;55.123;51.901;38.711
2410.868;55.123;51.902;38.713
2411.861;55.119;51.903;38.713
2412.86;55.118;51.898;38.709
2413.865;55.12;51.902;38.713
2414.846;55.121;51.903;38.713
2415.835;55.114;51.902;38.711
2416.831;55.107;51.899;38.709
2417.827;55.117;51.904;38.713
2418.832;55.117;51.901;38.71
2419.841;55.118;51.902;38.712
2420.852;55.117;51.903;38.712
2421.866;55.114;51.901;38.711
2422.854;55.119;51.903;38.711
2423.846;55.115;51.902;38.711
2424.843;55.115;51.903;38.712
2425.842;55.113;51.903;38.712
2426.82;55.113;51.903;38.713
2427.807;55.119;51.904;38.712
2428.806;55.11;51.902;38.711
2429.809;55.11;51.904;38.712
2430.789;55.115;51.903;38.712
2431.787;55.111;51.905;38.713
2432.795;55.112;51.905;38.713
2433.788;55.121;51.908;38.716
2434.782;55.111;51.903;38.711
2435.782;55.12;51.907;38.714
2436.779;55.11;51.905;38.712
2437.763;55.108;51.904;38.712
2438.754;55.111;51.904;38.711
2439.752;55.106;51.904;38.711
2440.762;55.106;51.903;38.711
2441.745;55.095;51.901;38.708
2442.737;55.107;51.903;38.71
2443.733;55.103;51.903;38.71
2444.748;55.109;51.905;38.712
2445.74;55.103;51.903;38.71
2446.737;55.108;51.903;38.711
2447.738;55.112;51.906;38.713
2448.746;55.101;51.903;38.71
2449.729;55.103;51.905;38.711
2450.717;55.088;51.901;38.708
2451.712;55.099;51.905;38.711
2452.715;55.105;51.905;38.711
2453.688;55.099;51.906;38.712
2454.694;55.098;51.903;38.709
2455.704;55.084;51.902;38.707
2456.716;55.109;51.905;38.71
2457.698;55.102;51.9;38.707
2458.686;55.098;51.904;38.709
2459.707;55.095;51.902;38.706
2460.702;55.098;51.904;38.71
2461.699;55.103;51.904;38.708
2462.699;55.089;51.904;38.709
2463.693;55.101;51.902;38.708
2464.692;55.09;51.904;38.709
2465.678;55.084;51.9;38.705
2466.675;55.083;51.9;38.704
2467.673;55.094;51.902;38.706
2468.68;55.089;51.903;38.707
2469.675;55.092;51.901;38.706
2470.68;55.088;51.904;38.709
2471.678;55.095;51.902;38.707
2472.665;55.093;51.901;38.705
2473.655;55.084;51.903;38.706
2474.66;55.083;51.903;38.707
2475.641;55.088;51.901;38.704
2476.647;55.092;51.903;38.707
2477.643;55.073;51.902;38.706
2478.643;55.077;51.901;38.705
2479.627;55.077;51.901;38.705
2480.614;55.085;51.902;38.706
2481.613;55.085;51.901;38.704
2482.615;55.069;51.9;38.704
2483.624;55.078;51.902;38.705
2484.61;55.075;51.899;38.702
