IDs:;240715_05_240712D;05_DNAJB6_01_480_uM;
Concentration [uM]:;1.48;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
4119.674;54.378;51.764;38.472
4120.663;54.39;51.765;38.472
4121.662;54.38;51.762;38.47
4122.672;54.384;51.759;38.467
4123.685;54.381;51.762;38.47
4124.681;54.391;51.761;38.469
4125.676;54.385;51.764;38.471
4126.684;54.377;51.759;38.467
4127.668;54.38;51.759;38.467
4128.655;54.386;51.763;38.47
4129.648;54.379;51.76;38.468
4130.66;54.381;51.759;38.467
4131.675;54.384;51.759;38.467
4132.666;54.379;51.76;38.467
4133.662;54.378;51.762;38.47
4134.647;54.385;51.763;38.47
4135.643;54.388;51.761;38.468
4136.659;54.38;51.76;38.468
4137.662;54.371;51.76;38.467
4138.659;54.383;51.761;38.468
4139.643;54.381;51.76;38.467
4140.639;54.381;51.763;38.469
4141.625;54.378;51.762;38.469
4142.616;54.383;51.764;38.471
4143.609;54.38;51.759;38.467
4144.612;54.372;51.759;38.466
4145.599;54.374;51.76;38.468
4146.602;54.376;51.758;38.465
4147.603;54.381;51.758;38.466
4148.611;54.382;51.759;38.466
4149.624;54.373;51.759;38.466
4150.619;54.374;51.758;38.466
4151.62;54.375;51.757;38.465
4152.628;54.374;51.758;38.465
4153.639;54.372;51.759;38.466
4154.651;54.374;51.757;38.464
4155.656;54.377;51.758;38.466
4156.67;54.383;51.756;38.464
4157.657;54.367;51.76;38.467
4158.659;54.369;51.757;38.464
4159.66;54.368;51.757;38.464
4160.667;54.366;51.758;38.465
4161.65;54.371;51.757;38.464
4162.635;54.372;51.756;38.464
4163.624;54.374;51.757;38.464
4164.619;54.368;51.757;38.463
4165.617;54.385;51.755;38.463
4166.621;54.365;51.758;38.465
4167.627;54.369;51.755;38.462
4168.636;54.363;51.757;38.464
4169.616;54.373;51.756;38.463
4170.6;54.366;51.756;38.463
4171.617;54.37;51.756;38.463
4172.609;54.369;51.756;38.463
4173.599;54.366;51.755;38.462
4174.596;54.37;51.756;38.463
4175.596;54.37;51.754;38.461
4176.6;54.366;51.755;38.462
4177.598;54.362;51.753;38.459
4178.615;54.364;51.754;38.461
4179.608;54.366;51.753;38.46
4180.606;54.36;51.754;38.46
4181.599;54.369;51.757;38.463
4182.607;54.369;51.754;38.46
4183.589;54.359;51.752;38.459
4184.593;54.364;51.753;38.46
4185.609;54.36;51.752;38.459
4186.606;54.361;51.752;38.459
4187.591;54.357;51.754;38.46
4188.58;54.358;51.75;38.456
4189.568;54.363;51.751;38.458
4190.572;54.367;51.752;38.459
4191.553;54.355;51.752;38.458
4192.542;54.362;51.753;38.459
4193.538;54.365;51.754;38.46
4194.539;54.364;51.754;38.46
4195.534;54.367;51.752;38.459
4196.538;54.355;51.752;38.458
4197.548;54.359;51.75;38.457
4198.566;54.358;51.749;38.456
4199.557;54.356;51.75;38.456
4200.555;54.356;51.751;38.457
4201.555;54.363;51.752;38.458
4202.568;54.362;51.748;38.455
4203.556;54.352;51.751;38.457
4204.551;54.358;51.75;38.457
4205.548;54.362;51.75;38.457
4206.554;54.355;51.749;38.455
4207.56;54.359;51.749;38.455
4208.544;54.355;51.749;38.455
4209.528;54.352;51.75;38.456
4210.545;54.362;51.752;38.458
4211.535;54.352;51.749;38.455
4212.53;54.352;51.749;38.455
4213.52;54.354;51.749;38.455
4214.509;54.352;51.748;38.454
4215.486;54.35;51.748;38.454
4216.499;54.346;51.749;38.455
4217.498;54.351;51.749;38.454
4218.491;54.353;51.749;38.455
4219.483;54.359;51.752;38.458
4220.482;54.36;51.749;38.455
4221.475;54.352;51.749;38.455
4222.479;54.361;51.751;38.456
4223.488;54.36;51.751;38.456
4224.487;54.36;51.749;38.455
4225.485;54.351;51.748;38.453
4226.491;54.357;51.749;38.455
4227.492;54.351;51.748;38.454
4228.489;54.35;51.749;38.455
4229.484;54.358;51.751;38.456
4230.479;54.358;51.751;38.456
4231.482;54.352;51.748;38.454
4232.457;54.348;51.749;38.455
4233.467;54.348;51.745;38.451
4234.449;54.353;51.75;38.455
4235.446;54.349;51.748;38.454
4236.444;54.349;51.746;38.451
4237.445;54.359;51.749;38.454
4238.45;54.347;51.746;38.451
4239.427;54.351;51.746;38.451
4240.44;54.356;51.748;38.454
4241.427;54.352;51.747;38.451
4242.416;54.342;51.745;38.449
4243.408;54.342;51.747;38.452
4244.406;54.345;51.745;38.45
4245.409;54.342;51.746;38.45
4246.414;54.344;51.745;38.449
4247.405;54.339;51.744;38.448
4248.419;54.351;51.746;38.45
4249.41;54.347;51.747;38.451
4250.411;54.351;51.745;38.45
4251.399;54.344;51.743;38.449
4252.402;54.35;51.743;38.449
4253.396;54.339;51.745;38.45
4254.397;54.339;51.742;38.447
4255.387;54.337;51.743;38.448
4256.383;54.353;51.746;38.451
4257.382;54.34;51.743;38.448
4258.382;54.341;51.744;38.449
4259.377;54.341;51.745;38.449
4260.373;54.341;51.741;38.446
4261.381;54.337;51.744;38.448
4262.392;54.341;51.741;38.447
4263.384;54.339;51.743;38.448
4264.378;54.341;51.742;38.447
4265.387;54.342;51.744;38.448
4266.371;54.338;51.741;38.446
4267.364;54.339;51.74;38.445
4268.361;54.338;51.739;38.444
4269.371;54.336;51.741;38.446
4270.354;54.333;51.739;38.443
4271.34;54.334;51.74;38.444
4272.331;54.347;51.743;38.448
4273.322;54.336;51.741;38.446
4274.319;54.346;51.74;38.445
4275.321;54.332;51.741;38.446
4276.323;54.335;51.739;38.444
4277.3;54.34;51.743;38.446
4278.283;54.339;51.739;38.444
4279.273;54.335;51.741;38.445
4280.265;54.333;51.741;38.445
4281.262;54.344;51.741;38.446
4282.238;54.339;51.743;38.446
4283.245;54.343;51.743;38.447
4284.229;54.334;51.739;38.443
4285.21;54.334;51.739;38.444
4286.211;54.334;51.74;38.445
4287.196;54.332;51.742;38.446
4288.171;54.337;51.741;38.446
4289.166;54.341;51.742;38.446
4290.15;54.339;51.745;38.449
4291.136;54.334;51.741;38.446
4292.112;54.336;51.74;38.445
4293.118;54.343;51.742;38.446
4294.111;54.333;51.741;38.445
4295.123;54.33;51.74;38.443
4296.12;54.329;51.74;38.444
4297.125;54.333;51.74;38.444
4298.14;54.339;51.743;38.447
4299.139;54.332;51.742;38.446
4300.143;54.344;51.741;38.445
4301.141;54.343;51.742;38.447
4302.123;54.335;51.741;38.445
4303.108;54.335;51.738;38.442
4304.098;54.341;51.741;38.446
4305.092;54.334;51.741;38.445
4306.064;54.332;51.741;38.446
4307.069;54.33;51.74;38.444
4308.077;54.339;51.743;38.447
4309.093;54.336;51.74;38.444
4310.11;54.329;51.741;38.444
4311.104;54.337;51.739;38.443
4312.099;54.327;51.741;38.445
4313.098;54.327;51.738;38.442
4314.101;54.326;51.741;38.444
4315.118;54.341;51.742;38.446
4316.107;54.334;51.74;38.444
4317.101;54.338;51.742;38.445
4318.097;54.328;51.739;38.442
4319.097;54.327;51.741;38.445
4320.087;54.337;51.743;38.446
4321.081;54.325;51.74;38.443
4322.078;54.33;51.742;38.446
4323.077;54.332;51.742;38.446
4324.068;54.342;51.742;38.445
4325.048;54.332;51.741;38.445
4326.047;54.333;51.741;38.445
4327.045;54.331;51.741;38.444
4328.045;54.33;51.742;38.446
4329.03;54.331;51.742;38.446
4330.035;54.331;51.742;38.445
4331.046;54.335;51.742;38.446
4332.06;54.337;51.746;38.449
4333.049;54.342;51.746;38.45
4334.054;54.332;51.743;38.446
4335.034;54.331;51.743;38.446
4336.017;54.332;51.744;38.448
4337.008;54.329;51.743;38.447
4338.006;54.33;51.741;38.444
4339.014;54.334;51.743;38.446
4339.993;54.329;51.743;38.446
4340.979;54.326;51.743;38.445
4341.972;54.34;51.745;38.448
4342.974;54.341;51.745;38.448
4343.979;54.325;51.743;38.445
4344.956;54.33;51.741;38.444
4345.944;54.326;51.742;38.445
4346.935;54.326;51.742;38.445
4347.933;54.325;51.742;38.444
4348.935;54.329;51.742;38.445
4349.942;54.324;51.741;38.443
4350.952;54.324;51.742;38.445
4351.967;54.325;51.741;38.444
4352.956;54.326;51.741;38.444
4353.978;54.324;51.74;38.443
4354.979;54.324;51.741;38.444
4355.976;54.329;51.742;38.444
4356.967;54.331;51.745;38.447
4357.973;54.324;51.74;38.443
4358.972;54.326;51.742;38.444
4359.962;54.327;51.741;38.444
4360.944;54.322;51.742;38.444
4361.932;54.327;51.74;38.442
4362.937;54.333;51.743;38.446
4363.953;54.331;51.744;38.445
4364.942;54.321;51.742;38.444
4365.935;54.323;51.741;38.444
4366.937;54.321;51.74;38.441
4367.957;54.322;51.74;38.442
4368.951;54.319;51.74;38.442
4369.949;54.324;51.743;38.445
4370.955;54.327;51.74;38.442
4371.953;54.333;51.743;38.445
4372.959;54.324;51.741;38.443
4373.97;54.329;51.743;38.445
4374.987;54.32;51.742;38.443
4375.98;54.327;51.742;38.445
4376.977;54.322;51.743;38.444
4377.978;54.333;51.745;38.447
4378.984;54.324;51.743;38.445
4379.995;54.318;51.744;38.446
4380.98;54.334;51.747;38.448
4381.969;54.332;51.744;38.446
4382.97;54.323;51.742;38.443
4383.972;54.323;51.743;38.445
4384.974;54.317;51.742;38.443
4385.978;54.321;51.742;38.444
4386.985;54.327;51.74;38.442
4388;54.324;51.743;38.444
4389.019;54.321;51.743;38.444
4390.009;54.318;51.743;38.444
4391.001;54.32;51.74;38.441
4391.999;54.321;51.742;38.443
4393;54.32;51.743;38.444
4393.998;54.324;51.742;38.443
4394.99;54.326;51.746;38.447
4395.986;54.321;51.743;38.443
4396.981;54.321;51.743;38.444
4397.965;54.318;51.742;38.443
4398.963;54.321;51.742;38.443
4399.945;54.322;51.74;38.441
4400.95;54.319;51.742;38.442
4401.936;54.322;51.745;38.446
4402.931;54.328;51.745;38.446
4403.937;54.32;51.744;38.445
4404.93;54.323;51.745;38.446
4405.933;54.321;51.743;38.444
4406.92;54.319;51.745;38.447
4407.942;54.317;51.743;38.444
4408.947;54.323;51.741;38.442
4409.94;54.326;51.745;38.446
4410.939;54.319;51.744;38.445
4411.948;54.313;51.742;38.442
4412.946;54.327;51.745;38.446
4413.945;54.319;51.742;38.443
4414.949;54.315;51.742;38.442
4415.935;54.323;51.744;38.445
4416.923;54.322;51.744;38.444
4417.92;54.31;51.739;38.439
4418.923;54.324;51.74;38.441
4419.932;54.313;51.741;38.44
4420.911;54.309;51.742;38.442
4421.928;54.31;51.741;38.44
4422.92;54.318;51.739;38.439
4423.923;54.319;51.742;38.442
4424.927;54.312;51.74;38.439
4425.934;54.309;51.742;38.441
4426.914;54.311;51.74;38.44
4427.898;54.308;51.739;38.439
4428.916;54.31;51.74;38.44
4429.908;54.318;51.738;38.438
4430.9;54.308;51.74;38.439
4431.897;54.309;51.739;38.439
4432.901;54.314;51.74;38.44
4433.894;54.309;51.738;38.438
4434.89;54.308;51.74;38.44
4435.886;54.304;51.74;38.439
4436.882;54.312;51.741;38.44
4437.873;54.312;51.74;38.44
4438.86;54.306;51.739;38.439
4439.874;54.314;51.739;38.439
4440.891;54.315;51.739;38.439
4441.91;54.316;51.739;38.438
4442.921;54.309;51.736;38.436
4443.937;54.309;51.737;38.436
4444.954;54.305;51.737;38.437
4445.962;54.303;51.738;38.436
4446.963;54.315;51.741;38.44
4447.962;54.304;51.736;38.436
4448.963;54.303;51.738;38.437
4449.952;54.304;51.736;38.436
4450.959;54.303;51.737;38.436
4451.949;54.302;51.736;38.436
4452.939;54.3;51.735;38.434
4453.942;54.309;51.734;38.433
4454.953;54.303;51.736;38.434
4455.97;54.304;51.737;38.436
4456.967;54.301;51.733;38.432
4457.948;54.3;51.734;38.434
4458.936;54.302;51.737;38.436
4459.947;54.299;51.735;38.434
4460.934;54.303;51.733;38.432
4461.921;54.301;51.733;38.432
4462.923;54.31;51.735;38.434
4463.931;54.301;51.734;38.433
4464.919;54.297;51.735;38.434
4465.914;54.303;51.73;38.429
4466.913;54.292;51.733;38.432
4467.918;54.296;51.731;38.43
4468.927;54.298;51.732;38.431
4469.94;54.295;51.733;38.431
4470.959;54.296;51.732;38.431
4471.954;54.301;51.734;38.432
4472.955;54.292;51.733;38.432
4473.965;54.299;51.732;38.43
4474.979;54.288;51.733;38.431
4475.969;54.302;51.733;38.432
4476.961;54.293;51.73;38.428
4477.96;54.289;51.732;38.431
4478.953;54.295;51.729;38.428
4479.966;54.294;51.731;38.429
4480.961;54.294;51.732;38.43
4481.944;54.297;51.731;38.429
4482.927;54.291;51.729;38.428
4483.905;54.288;51.729;38.427
4484.924;54.29;51.727;38.425
4485.91;54.287;51.727;38.425
4486.923;54.287;51.729;38.427
4487.921;54.286;51.726;38.424
4488.924;54.287;51.726;38.425
4489.932;54.293;51.728;38.426
4490.92;54.284;51.728;38.426
4491.914;54.282;51.727;38.425
4492.92;54.291;51.728;38.425
4493.91;54.291;51.729;38.427
4494.913;54.281;51.726;38.423
4495.893;54.286;51.724;38.422
4496.907;54.291;51.725;38.424
4497.927;54.285;51.723;38.422
4498.921;54.288;51.726;38.424
4499.931;54.291;51.726;38.424
4500.913;54.291;51.726;38.424
4501.899;54.282;51.725;38.423
4502.89;54.28;51.724;38.422
4503.914;54.29;51.727;38.425
4504.914;54.284;51.728;38.425
4505.915;54.281;51.725;38.423
4506.922;54.281;51.724;38.422
4507.934;54.29;51.727;38.425
4508.919;54.283;51.725;38.423
4509.922;54.281;51.725;38.423
4510.926;54.282;51.725;38.423
4511.919;54.28;51.724;38.421
4512.904;54.282;51.724;38.422
4513.879;54.279;51.726;38.423
4514.869;54.285;51.724;38.422
4515.873;54.276;51.722;38.42
4516.876;54.277;51.724;38.423
4517.87;54.282;51.723;38.421
4518.852;54.281;51.723;38.422
4519.839;54.278;51.722;38.419
4520.842;54.279;51.724;38.422
4521.826;54.279;51.723;38.421
4522.819;54.273;51.724;38.421
4523.82;54.277;51.723;38.422
4524.82;54.279;51.724;38.421
4525.809;54.274;51.724;38.421
4526.805;54.276;51.723;38.421
4527.82;54.285;51.725;38.423
4528.837;54.278;51.723;38.421
4529.838;54.285;51.725;38.423
4530.843;54.277;51.723;38.42
4531.857;54.283;51.725;38.423
4532.847;54.278;51.722;38.421
4533.848;54.278;51.724;38.422
4534.85;54.286;51.725;38.423
4535.865;54.274;51.722;38.419
4536.852;54.285;51.727;38.425
4537.851;54.281;51.725;38.423
4538.854;54.28;51.723;38.421
4539.858;54.281;51.722;38.42
4540.867;54.272;51.723;38.42
4541.878;54.28;51.722;38.42
4542.89;54.276;51.725;38.423
4543.905;54.279;51.723;38.42
4544.922;54.275;51.723;38.42
4545.911;54.286;51.724;38.422
4546.902;54.275;51.724;38.422
4547.899;54.274;51.725;38.422
4548.898;54.279;51.724;38.421
4549.905;54.277;51.725;38.422
4550.885;54.275;51.725;38.422
4551.876;54.275;51.725;38.421
4552.876;54.284;51.724;38.421
4553.883;54.275;51.724;38.421
4554.862;54.271;51.725;38.421
4555.844;54.28;51.723;38.42
4556.858;54.275;51.723;38.419
4557.84;54.281;51.725;38.421
4558.838;54.284;51.726;38.423
4559.829;54.276;51.724;38.421
4560.821;54.281;51.725;38.421
4561.806;54.276;51.725;38.422
4562.802;54.278;51.727;38.424
4563.808;54.27;51.724;38.42
4564.816;54.277;51.725;38.423
4565.82;54.275;51.722;38.419
4566.799;54.273;51.724;38.42
4567.815;54.273;51.722;38.418
4568.806;54.272;51.721;38.418
4569.803;54.277;51.726;38.422
4570.807;54.268;51.722;38.418
4571.793;54.267;51.723;38.419
4572.781;54.281;51.722;38.419
4573.772;54.269;51.721;38.417
4574.767;54.269;51.72;38.416
4575.755;54.274;51.723;38.419
4576.743;54.273;51.72;38.418
4577.74;54.274;51.72;38.417
4578.738;54.275;51.72;38.417
4579.738;54.267;51.72;38.417
4580.746;54.273;51.721;38.417
4581.754;54.277;51.719;38.415
4582.765;54.267;51.721;38.416
4583.75;54.266;51.723;38.418
4584.747;54.272;51.721;38.418
4585.745;54.266;51.72;38.416
4586.737;54.275;51.719;38.416
4587.731;54.254;51.717;38.412
4588.726;54.263;51.718;38.414
4589.726;54.274;51.719;38.416
4590.716;54.263;51.718;38.414
4591.719;54.267;51.718;38.415
4592.714;54.264;51.719;38.416
4593.714;54.264;51.718;38.414
4594.701;54.273;51.719;38.416
4595.699;54.262;51.718;38.415
4596.688;54.265;51.716;38.413
4597.707;54.271;51.719;38.416
4598.694;54.262;51.72;38.415
4599.69;54.259;51.718;38.414
4600.693;54.261;51.719;38.415
4601.711;54.258;51.72;38.415
4602.702;54.263;51.719;38.415
4603.702;54.261;51.718;38.413
4604.707;54.26;51.716;38.412
4605.719;54.262;51.718;38.414
4606.737;54.265;51.718;38.413
4607.736;54.264;51.721;38.416
4608.726;54.257;51.716;38.412
4609.716;54.257;51.72;38.415
4610.709;54.26;51.716;38.412
4611.717;54.266;51.719;38.415
4612.711;54.27;51.716;38.412
4613.71;54.258;51.717;38.412
4614.713;54.257;51.719;38.414
4615.698;54.256;51.715;38.41
4616.723;54.256;51.716;38.411
4617.718;54.257;51.713;38.408
4618.714;54.249;51.716;38.411
4619.708;54.263;51.716;38.41
4620.701;54.256;51.714;38.41
4621.696;54.252;51.716;38.411
4622.694;54.255;51.716;38.411
4623.687;54.268;51.718;38.413
4624.697;54.244;51.713;38.408
4625.674;54.254;51.713;38.409
4626.687;54.256;51.716;38.411
4627.685;54.253;51.712;38.407
4628.662;54.259;51.716;38.41
4629.652;54.238;51.712;38.407
4630.626;54.255;51.714;38.41
4631.64;54.252;51.713;38.408
4632.659;54.256;51.714;38.41
4633.662;54.254;51.714;38.409
4634.671;54.242;51.712;38.407
4635.691;54.246;51.714;38.409
4636.677;54.256;51.717;38.411
4637.666;54.252;51.715;38.41
4638.669;54.25;51.714;38.409
4639.648;54.246;51.714;38.409
4640.664;54.258;51.714;38.409
4641.662;54.253;51.714;38.409
4642.661;54.25;51.713;38.408
4643.639;54.247;51.713;38.408
4644.622;54.246;51.712;38.406
4645.612;54.248;51.712;38.407
4646.61;54.248;51.711;38.406
4647.615;54.231;51.709;38.403
4648.622;54.25;51.712;38.407
4649.608;54.248;51.711;38.406
4650.629;54.246;51.711;38.406
4651.62;54.242;51.711;38.404
4652.612;54.249;51.713;38.407
4653.599;54.245;51.712;38.406
4654.595;54.247;51.71;38.406
4655.593;54.245;51.711;38.406
4656.605;54.245;51.712;38.407
4657.593;54.244;51.709;38.404
4658.586;54.24;51.711;38.406
4659.577;54.249;51.713;38.409
4660.56;54.242;51.714;38.408
4661.546;54.232;51.712;38.406
4662.546;54.243;51.713;38.407
4663.546;54.246;51.711;38.406
4664.552;54.253;51.714;38.409
4665.555;54.243;51.711;38.406
4666.54;54.248;51.711;38.406
4667.53;54.252;51.713;38.407
4668.536;54.255;51.714;38.408
4669.544;54.245;51.713;38.407
4670.535;54.241;51.714;38.407
4671.531;54.248;51.713;38.407
4672.54;54.238;51.712;38.406
4673.529;54.232;51.709;38.404
4674.523;54.24;51.709;38.403
4675.523;54.247;51.711;38.405
4676.532;54.238;51.711;38.404
4677.546;54.239;51.712;38.405
4678.567;54.234;51.708;38.403
4679.574;54.248;51.713;38.407
4680.579;54.244;51.71;38.405
4681.593;54.243;51.712;38.406
4682.581;54.24;51.712;38.405
4683.573;54.239;51.712;38.407
4684.574;54.238;51.711;38.404
4685.573;54.241;51.712;38.406
4686.573;54.229;51.712;38.405
4687.563;54.228;51.71;38.404
4688.581;54.239;51.713;38.406
4689.598;54.224;51.712;38.404
4690.594;54.244;51.715;38.409
4691.588;54.235;51.708;38.402
4692.586;54.232;51.709;38.403
4693.571;54.246;51.712;38.407
4694.564;54.252;51.714;38.407
4695.559;54.244;51.712;38.406
4696.537;54.254;51.715;38.409
4697.536;54.241;51.714;38.407
4698.552;54.249;51.712;38.407
4699.542;54.242;51.712;38.406
4700.545;54.237;51.708;38.402
4701.534;54.245;51.713;38.406
4702.542;54.244;51.713;38.406
4703.529;54.222;51.708;38.401
4704.522;54.247;51.713;38.406
4705.514;54.234;51.71;38.403
4706.487;54.242;51.714;38.406
4707.495;54.236;51.708;38.401
4708.481;54.234;51.706;38.399
4709.467;54.229;51.706;38.398
4710.479;54.219;51.702;38.395
4711.469;54.23;51.703;38.397
4712.491;54.22;51.704;38.397
4713.506;54.217;51.703;38.396
4714.52;54.246;51.708;38.401
4715.517;54.222;51.706;38.398
4716.517;54.224;51.704;38.397
4717.521;54.219;51.699;38.392
4718.535;54.234;51.708;38.399
4719.521;54.223;51.706;38.398
4720.513;54.221;51.701;38.394
4721.508;54.236;51.703;38.396
4722.506;54.225;51.701;38.394
4723.509;54.231;51.702;38.395
4724.512;54.225;51.701;38.395
4725.488;54.241;51.705;38.398
4726.498;54.221;51.701;38.394
4727.482;54.217;51.701;38.393
4728.467;54.233;51.701;38.395
4729.455;54.209;51.696;38.39
4730.452;54.219;51.699;38.392
4731.448;54.221;51.7;38.392
4732.451;54.217;51.698;38.39
4733.422;54.208;51.695;38.388
4734.431;54.207;51.696;38.389
4735.429;54.208;51.697;38.389
4736.424;54.22;51.7;38.392
4737.427;54.225;51.699;38.392
4738.436;54.205;51.696;38.389
4739.442;54.202;51.695;38.388
4740.427;54.232;51.7;38.392
4741.427;54.215;51.697;38.39
4742.414;54.202;51.697;38.389
4743.396;54.213;51.699;38.391
4744.381;54.198;51.691;38.384
4745.378;54.202;51.695;38.388
4746.376;54.201;51.694;38.387
4747.377;54.199;51.692;38.385
4748.397;54.212;51.695;38.387
4749.394;54.205;51.695;38.387
4750.397;54.199;51.695;38.388
4751.404;54.203;51.695;38.388
4752.377;54.225;51.699;38.392
4753.38;54.196;51.692;38.385
4754.391;54.203;51.695;38.387
4755.382;54.226;51.698;38.391
4756.378;54.202;51.692;38.386
4757.386;54.206;51.694;38.387
4758.373;54.193;51.69;38.383
4759.369;54.194;51.69;38.382
4760.365;54.196;51.69;38.383
4761.373;54.193;51.692;38.383
4762.367;54.192;51.685;38.379
4763.356;54.188;51.692;38.383
4764.35;54.212;51.693;38.385
4765.355;54.194;51.692;38.384
4766.332;54.211;51.695;38.387
4767.322;54.205;51.693;38.385
4768.3;54.191;51.689;38.38
4769.285;54.183;51.688;38.38
4770.289;54.185;51.687;38.379
4771.283;54.188;51.686;38.378
4772.29;54.196;51.686;38.379
4773.285;54.183;51.687;38.38
4774.283;54.192;51.685;38.377
4775.27;54.184;51.687;38.379
4776.26;54.185;51.687;38.378
4777.263;54.184;51.685;38.376
4778.25;54.185;51.687;38.378
4779.247;54.186;51.688;38.38
4780.252;54.184;51.686;38.377
4781.265;54.179;51.687;38.379
4782.291;54.186;51.683;38.376
4783.294;54.193;51.686;38.377
4784.271;54.201;51.688;38.379
4785.281;54.178;51.685;38.377
4786.273;54.186;51.686;38.378
4787.273;54.179;51.683;38.375
4788.279;54.187;51.682;38.374
4789.288;54.181;51.683;38.375
4790.301;54.177;51.679;38.371
4791.316;54.171;51.681;38.372
4792.307;54.177;51.681;38.373
4793.304;54.177;51.679;38.37
4794.305;54.177;51.681;38.373
4795.309;54.175;51.679;38.371
4796.285;54.174;51.678;38.37
4797.275;54.184;51.681;38.373
4798.263;54.185;51.68;38.372
4799.26;54.167;51.678;38.369
4800.257;54.174;51.678;38.37
4801.256;54.179;51.678;38.37
4802.257;54.176;51.677;38.37
4803.242;54.167;51.68;38.371
4804.233;54.177;51.677;38.37
4805.204;54.171;51.677;38.369
4806.204;54.169;51.676;38.368
4807.209;54.194;51.682;38.373
4808.214;54.179;51.676;38.368
4809.205;54.173;51.676;38.368
4810.226;54.168;51.674;38.366
4811.216;54.169;51.678;38.37
4812.2;54.171;51.675;38.368
4813.177;54.173;51.68;38.372
4814.184;54.166;51.677;38.368
4815.183;54.171;51.677;38.369
4816.161;54.175;51.677;38.37
4817.147;54.162;51.677;38.369
4818.14;54.163;51.672;38.364
4819.138;54.164;51.674;38.366
4820.116;54.176;51.673;38.366
4821.11;54.181;51.674;38.367
4822.12;54.189;51.677;38.369
4823.099;54.171;51.672;38.365
4824.089;54.188;51.676;38.369
4825.08;54.18;51.675;38.368
4826.076;54.163;51.674;38.366
4827.049;54.168;51.674;38.366
4828.044;54.174;51.675;38.366
4829.037;54.167;51.676;38.367
4830.035;54.158;51.677;38.368
4831.022;54.161;51.672;38.363
4832.01;54.164;51.674;38.365
4833.003;54.166;51.675;38.367
4834.014;54.159;51.673;38.364
4835.011;54.162;51.674;38.365
4836.003;54.179;51.674;38.367
4837.005;54.176;51.673;38.365
4838.003;54.168;51.672;38.364
4838.994;54.162;51.67;38.362
4839.991;54.16;51.674;38.366
4840.981;54.159;51.674;38.364
4841.982;54.158;51.671;38.362
4842.965;54.156;51.67;38.361
4843.944;54.165;51.669;38.361
4844.953;54.169;51.673;38.364
4845.962;54.164;51.669;38.361
4846.969;54.167;51.669;38.36
4847.98;54.156;51.671;38.362
4848.973;54.165;51.673;38.364
4849.971;54.158;51.669;38.36
4850.975;54.166;51.671;38.363
4851.966;54.167;51.67;38.362
4852.96;54.172;51.671;38.363
4853.964;54.159;51.669;38.361
4854.971;54.159;51.67;38.361
4855.984;54.154;51.668;38.359
4857.002;54.155;51.669;38.36
4857.992;54.165;51.67;38.361
4858.995;54.169;51.668;38.36
4859.999;54.184;51.672;38.364
4861.008;54.156;51.668;38.359
4862.018;54.154;51.668;38.358
4863.03;54.156;51.669;38.361
4864.043;54.155;51.667;38.359
4865.03;54.161;51.666;38.358
4866.018;54.164;51.67;38.361
4867.008;54.159;51.672;38.363
4868.003;54.148;51.668;38.358
4868.988;54.156;51.667;38.358
4869.984;54.158;51.668;38.36
4870.991;54.163;51.665;38.357
4871.995;54.152;51.667;38.359
4872.99;54.15;51.669;38.36
4873.983;54.179;51.67;38.361
4874.994;54.165;51.666;38.358
4875.984;54.183;51.67;38.361
4876.982;54.158;51.668;38.36
4877.976;54.181;51.671;38.363
4878.976;54.159;51.668;38.359
4879.972;54.149;51.669;38.36
4880.967;54.151;51.668;38.359
4881.951;54.163;51.667;38.358
4882.936;54.168;51.668;38.359
4883.959;54.143;51.666;38.357
4884.976;54.162;51.667;38.359
4885.969;54.161;51.666;38.357
4886.973;54.162;51.667;38.358
4887.954;54.164;51.667;38.359
4888.97;54.161;51.671;38.362
4889.975;54.163;51.671;38.362
4890.985;54.151;51.666;38.357
4891.973;54.15;51.668;38.36
4892.992;54.167;51.668;38.359
4893.992;54.168;51.669;38.36
4894.995;54.182;51.669;38.361
4895.97;54.153;51.666;38.357
4896.982;54.135;51.665;38.355
4897.963;54.148;51.667;38.359
4898.953;54.142;51.667;38.358
4899.945;54.149;51.666;38.357
4900.94;54.155;51.666;38.358
4901.921;54.141;51.664;38.354
4902.905;54.158;51.664;38.355
4903.881;54.147;51.667;38.357
4904.868;54.148;51.668;38.359
4905.869;54.158;51.663;38.355
4906.846;54.149;51.666;38.356
4907.853;54.154;51.666;38.358
4908.844;54.149;51.669;38.359
4909.838;54.155;51.67;38.359
4910.816;54.145;51.665;38.356
4911.828;54.15;51.669;38.36
4912.831;54.143;51.666;38.357
4913.843;54.149;51.665;38.356
4914.84;54.147;51.665;38.356
4915.833;54.164;51.667;38.358
4916.826;54.148;51.666;38.357
4917.823;54.142;51.669;38.36
4918.82;54.144;51.667;38.358
4919.822;54.152;51.665;38.356
4920.812;54.146;51.667;38.358
4921.81;54.153;51.671;38.362
4922.812;54.175;51.668;38.36
4923.797;54.171;51.671;38.361
4924.791;54.147;51.67;38.36
4925.79;54.155;51.668;38.358
4926.794;54.147;51.669;38.359
4927.777;54.146;51.669;38.36
4928.766;54.151;51.667;38.358
4929.789;54.141;51.668;38.358
4930.785;54.156;51.664;38.356
4931.782;54.156;51.667;38.358
4932.793;54.15;51.669;38.359
4933.779;54.146;51.668;38.358
4934.771;54.146;51.67;38.36
