IDs:;240716_11_240712I;11_DNAJB6_00_195_uM;
Concentration [uM]:;0.195;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
5059.853;60.287;50.244;38.062
5060.86;60.283;50.245;38.064
5061.872;60.29;50.243;38.062
5062.857;60.267;50.24;38.059
5063.85;60.293;50.244;38.063
5064.876;60.264;50.242;38.061
5065.875;60.265;50.242;38.061
5066.879;60.261;50.239;38.058
5067.87;60.298;50.245;38.064
5068.861;60.267;50.244;38.062
5069.853;60.261;50.24;38.059
5070.853;60.284;50.245;38.063
5071.853;60.273;50.244;38.061
5072.86;60.285;50.245;38.063
5073.851;60.288;50.245;38.063
5074.848;60.259;50.24;38.058
5075.852;60.256;50.241;38.06
5076.842;60.28;50.246;38.064
5077.852;60.256;50.242;38.06
5078.859;60.281;50.244;38.062
5079.842;60.281;50.243;38.061
5080.816;60.285;50.244;38.062
5081.806;60.254;50.239;38.057
5082.796;60.261;50.24;38.059
5083.774;60.262;50.241;38.06
5084.755;60.259;50.242;38.06
5085.78;60.261;50.241;38.06
5086.791;60.25;50.239;38.057
5087.779;60.238;50.24;38.057
5088.774;60.246;50.241;38.059
5089.775;60.28;50.243;38.06
5090.782;60.279;50.245;38.063
5091.765;60.247;50.239;38.057
5092.752;60.233;50.239;38.057
5093.744;60.284;50.243;38.061
5094.75;60.27;50.242;38.059
5095.756;60.245;50.241;38.059
5096.767;60.248;50.24;38.057
5097.753;60.255;50.24;38.058
5098.748;60.274;50.244;38.062
5099.744;60.241;50.237;38.055
5100.74;60.27;50.24;38.057
5101.745;60.248;50.239;38.057
5102.744;60.239;50.238;38.056
5103.741;60.245;50.243;38.06
5104.733;60.25;50.241;38.057
5105.724;60.247;50.238;38.055
5106.725;60.242;50.24;38.057
5107.717;60.245;50.238;38.056
5108.727;60.262;50.242;38.059
5109.737;60.253;50.242;38.059
5110.726;60.241;50.239;38.056
5111.73;60.264;50.244;38.06
5112.733;60.241;50.241;38.058
5113.743;60.241;50.239;38.056
5114.736;60.254;50.241;38.058
5115.733;60.236;50.24;38.056
5116.739;60.247;50.238;38.056
5117.752;60.248;50.24;38.056
5118.755;60.243;50.238;38.054
5119.764;60.244;50.239;38.056
5120.757;60.242;50.24;38.057
5121.757;60.247;50.24;38.055
5122.765;60.237;50.239;38.056
5123.756;60.227;50.237;38.053
5124.752;60.237;50.238;38.054
5125.75;60.236;50.238;38.055
5126.754;60.221;50.239;38.055
5127.732;60.227;50.239;38.055
5128.715;60.228;50.236;38.052
5129.705;60.23;50.236;38.052
5130.699;60.22;50.234;38.05
5131.697;60.22;50.237;38.053
5132.697;60.235;50.238;38.055
5133.703;60.226;50.235;38.051
5134.711;60.221;50.233;38.049
5135.721;60.223;50.235;38.051
5136.702;60.22;50.237;38.052
5137.686;60.231;50.236;38.052
5138.674;60.232;50.233;38.05
5139.664;60.237;50.236;38.052
5140.657;60.227;50.236;38.051
5141.653;60.225;50.232;38.048
5142.653;60.225;50.235;38.052
5143.656;60.235;50.234;38.05
5144.666;60.215;50.234;38.049
5145.686;60.24;50.236;38.051
5146.685;60.217;50.234;38.05
5147.686;60.235;50.235;38.05
5148.682;60.216;50.232;38.048
5149.691;60.236;50.235;38.05
5150.699;60.221;50.233;38.048
5151.681;60.216;50.233;38.048
5152.691;60.227;50.23;38.046
5153.69;60.222;50.232;38.047
5154.697;60.221;50.23;38.046
5155.682;60.222;50.232;38.048
5156.68;60.206;50.232;38.047
5157.681;60.21;50.231;38.046
5158.702;60.225;50.231;38.047
5159.704;60.21;50.231;38.046
5160.7;60.231;50.234;38.049
5161.7;60.214;50.229;38.044
5162.713;60.2;50.231;38.046
5163.732;60.214;50.23;38.045
5164.728;60.21;50.23;38.045
5165.713;60.201;50.232;38.046
5166.715;60.211;50.229;38.044
5167.711;60.203;50.228;38.043
5168.712;60.205;50.227;38.042
5169.717;60.208;50.23;38.045
5170.727;60.218;50.229;38.044
5171.742;60.214;50.233;38.048
5172.759;60.216;50.23;38.045
5173.748;60.214;50.23;38.045
5174.744;60.194;50.228;38.042
5175.743;60.2;50.23;38.044
5176.743;60.205;50.23;38.045
5177.754;60.216;50.229;38.044
5178.748;60.209;50.23;38.046
5179.731;60.207;50.229;38.044
5180.718;60.206;50.227;38.042
5181.718;60.207;50.229;38.044
5182.708;60.193;50.227;38.042
5183.712;60.199;50.227;38.041
5184.703;60.212;50.227;38.042
5185.705;60.199;50.226;38.041
5186.694;60.212;50.229;38.043
5187.691;60.206;50.226;38.042
5188.686;60.22;50.225;38.04
5189.683;60.194;50.226;38.04
5190.688;60.21;50.228;38.042
5191.683;60.212;50.228;38.042
5192.666;60.196;50.226;38.04
5193.656;60.21;50.228;38.042
5194.652;60.208;50.226;38.04
5195.652;60.202;50.227;38.041
5196.67;60.197;50.225;38.039
5197.687;60.199;50.228;38.041
5198.675;60.189;50.224;38.039
5199.668;60.204;50.226;38.04
5200.669;60.194;50.226;38.04
5201.663;60.207;50.226;38.04
5202.681;60.187;50.224;38.038
5203.684;60.199;50.226;38.04
5204.677;60.193;50.223;38.037
5205.676;60.191;50.222;38.036
5206.66;60.18;50.221;38.034
5207.656;60.196;50.223;38.038
5208.659;60.196;50.223;38.037
5209.663;60.206;50.223;38.037
5210.677;60.187;50.221;38.035
5211.663;60.19;50.222;38.036
5212.663;60.191;50.222;38.036
5213.67;60.192;50.223;38.036
5214.68;60.199;50.224;38.038
5215.689;60.186;50.222;38.035
5216.673;60.198;50.225;38.038
5217.663;60.206;50.224;38.038
5218.66;60.19;50.223;38.036
5219.663;60.192;50.223;38.037
5220.653;60.179;50.221;38.034
5221.643;60.169;50.219;38.032
5222.635;60.175;50.219;38.033
5223.635;60.183;50.22;38.033
5224.644;60.177;50.219;38.032
5225.654;60.173;50.22;38.033
5226.637;60.196;50.22;38.033
5227.624;60.177;50.219;38.032
5228.615;60.181;50.22;38.033
5229.619;60.187;50.222;38.035
5230.622;60.175;50.219;38.032
5231.628;60.184;50.219;38.032
5232.637;60.179;50.22;38.034
5233.649;60.173;50.219;38.031
5234.665;60.176;50.218;38.031
5235.654;60.168;50.218;38.031
5236.649;60.187;50.221;38.033
5237.651;60.188;50.221;38.034
5238.653;60.189;50.219;38.031
5239.649;60.196;50.221;38.034
5240.639;60.189;50.221;38.034
5241.632;60.19;50.22;38.032
5242.625;60.175;50.217;38.03
5243.631;60.173;50.218;38.031
5244.648;60.176;50.219;38.032
5245.65;60.178;50.217;38.029
5246.634;60.173;50.218;38.03
5247.636;60.185;50.219;38.032
5248.621;60.17;50.217;38.03
5249.622;60.182;50.218;38.03
5250.602;60.18;50.219;38.031
5251.606;60.175;50.217;38.029
5252.594;60.166;50.215;38.028
5253.594;60.158;50.218;38.03
5254.602;60.161;50.218;38.03
5255.612;60.175;50.218;38.03
5256.601;60.166;50.216;38.028
5257.596;60.153;50.215;38.027
5258.58;60.176;50.218;38.03
5259.576;60.164;50.219;38.031
5260.573;60.161;50.217;38.028
5261.58;60.17;50.218;38.03
5262.564;60.158;50.218;38.03
5263.579;60.156;50.218;38.03
5264.571;60.183;50.219;38.03
5265.566;60.183;50.218;38.029
5266.568;60.173;50.217;38.03
5267.573;60.184;50.218;38.029
5268.582;60.18;50.22;38.032
5269.565;60.164;50.217;38.029
5270.553;60.17;50.218;38.029
5271.575;60.161;50.219;38.031
5272.572;60.15;50.216;38.027
5273.575;60.165;50.218;38.029
5274.565;60.167;50.218;38.03
5275.561;60.18;50.218;38.029
5276.555;60.166;50.217;38.028
5277.552;60.16;50.215;38.026
5278.561;60.178;50.218;38.029
5279.56;60.179;50.218;38.03
5280.568;60.165;50.217;38.029
5281.581;60.168;50.217;38.028
5282.571;60.166;50.217;38.028
5283.579;60.154;50.216;38.027
5284.578;60.149;50.214;38.025
5285.556;60.162;50.216;38.027
5286.572;60.151;50.215;38.026
5287.593;60.153;50.216;38.027
5288.593;60.149;50.216;38.027
5289.594;60.157;50.216;38.026
5290.6;60.164;50.216;38.027
5291.614;60.172;50.217;38.028
5292.602;60.169;50.216;38.027
5293.602;60.157;50.213;38.024
5294.608;60.171;50.216;38.027
5295.62;60.171;50.215;38.025
5296.607;60.172;50.215;38.025
5297.599;60.144;50.214;38.025
5298.598;60.148;50.214;38.025
5299.6;60.151;50.213;38.024
5300.61;60.142;50.212;38.022
5301.62;60.159;50.215;38.026
5302.636;60.141;50.213;38.023
5303.632;60.135;50.214;38.024
5304.631;60.136;50.212;38.022
5305.636;60.17;50.217;38.027
5306.63;60.144;50.212;38.022
5307.629;60.16;50.213;38.023
5308.612;60.161;50.215;38.026
5309.586;60.134;50.214;38.024
5310.59;60.138;50.212;38.021
5311.581;60.141;50.213;38.023
5312.558;60.155;50.214;38.025
5313.546;60.145;50.213;38.023
5314.542;60.147;50.211;38.021
5315.537;60.159;50.213;38.024
5316.547;60.141;50.211;38.021
5317.53;60.124;50.21;38.019
5318.523;60.133;50.21;38.02
5319.525;60.151;50.212;38.022
5320.526;60.133;50.208;38.018
5321.528;60.141;50.21;38.02
5322.516;60.134;50.21;38.02
5323.507;60.129;50.209;38.018
5324.513;60.136;50.21;38.02
5325.498;60.147;50.21;38.02
5326.486;60.135;50.21;38.019
5327.477;60.128;50.209;38.019
5328.473;60.13;50.209;38.018
5329.473;60.123;50.209;38.018
5330.487;60.13;50.21;38.019
5331.483;60.117;50.208;38.017
5332.48;60.14;50.212;38.022
5333.481;60.12;50.208;38.017
5334.484;60.13;50.209;38.018
5335.471;60.153;50.212;38.022
5336.463;60.117;50.209;38.017
5337.453;60.132;50.21;38.019
5338.439;60.134;50.209;38.019
5339.433;60.131;50.209;38.018
5340.423;60.138;50.208;38.017
5341.417;60.13;50.208;38.017
5342.4;60.137;50.209;38.018
5343.402;60.122;50.208;38.017
5344.406;60.122;50.208;38.017
5345.398;60.126;50.208;38.018
5346.399;60.123;50.208;38.017
5347.395;60.129;50.205;38.015
5348.388;60.116;50.207;38.016
5349.394;60.12;50.207;38.016
5350.379;60.122;50.208;38.017
5351.369;60.127;50.208;38.017
5352.366;60.11;50.208;38.016
5353.375;60.112;50.208;38.016
5354.376;60.109;50.206;38.014
5355.381;60.128;50.207;38.016
5356.392;60.124;50.207;38.016
5357.392;60.115;50.209;38.017
5358.392;60.115;50.206;38.014
5359.389;60.11;50.207;38.016
5360.38;60.117;50.206;38.015
5361.399;60.117;50.206;38.015
5362.394;60.117;50.206;38.015
5363.382;60.118;50.205;38.014
5364.388;60.113;50.207;38.015
5365.379;60.115;50.206;38.015
5366.389;60.114;50.206;38.014
5367.386;60.124;50.208;38.017
5368.394;60.113;50.206;38.014
5369.386;60.109;50.205;38.013
5370.39;60.104;50.205;38.013
5371.377;60.107;50.203;38.011
5372.359;60.109;50.205;38.013
5373.348;60.132;50.208;38.017
5374.337;60.111;50.204;38.012
5375.338;60.108;50.207;38.015
5376.343;60.11;50.205;38.013
5377.334;60.124;50.206;38.014
5378.33;60.112;50.204;38.013
5379.313;60.108;50.205;38.013
5380.304;60.106;50.204;38.012
5381.298;60.104;50.203;38.011
5382.297;60.1;50.205;38.013
5383.303;60.106;50.203;38.011
5384.315;60.101;50.203;38.011
5385.306;60.105;50.202;38.009
5386.3;60.107;50.203;38.011
5387.302;60.106;50.203;38.011
5388.307;60.112;50.202;38.01
5389.315;60.095;50.203;38.011
5390.324;60.096;50.203;38.011
5391.313;60.098;50.204;38.011
5392.3;60.107;50.202;38.01
5393.291;60.093;50.201;38.008
5394.285;60.095;50.202;38.009
5395.28;60.101;50.202;38.01
5396.279;60.092;50.202;38.009
5397.271;60.114;50.202;38.011
5398.272;60.095;50.201;38.008
5399.263;60.092;50.2;38.007
5400.266;60.099;50.2;38.008
5401.242;60.098;50.2;38.008
5402.247;60.099;50.2;38.006
5403.247;60.097;50.2;38.008
5404.241;60.085;50.198;38.005
5405.251;60.098;50.199;38.007
5406.246;60.087;50.198;38.005
5407.243;60.092;50.198;38.005
5408.252;60.093;50.198;38.006
5409.252;60.102;50.199;38.006
5410.232;60.094;50.198;38.005
5411.242;60.08;50.199;38.006
5412.262;60.095;50.2;38.007
5413.259;60.087;50.198;38.005
5414.266;60.093;50.2;38.007
5415.253;60.084;50.198;38.005
5416.241;60.088;50.198;38.006
5417.246;60.091;50.198;38.006
5418.228;60.093;50.197;38.004
5419.24;60.082;50.196;38.003
5420.255;60.095;50.198;38.005
5421.245;60.087;50.197;38.004
5422.24;60.087;50.197;38.004
5423.237;60.092;50.197;38.004
5424.243;60.09;50.196;38.003
5425.248;60.089;50.199;38.006
5426.258;60.085;50.197;38.003
5427.269;60.071;50.198;38.004
5428.256;60.089;50.197;38.003
5429.278;60.085;50.198;38.005
5430.269;60.081;50.196;38.002
5431.266;60.077;50.197;38.004
5432.269;60.076;50.198;38.004
5433.272;60.083;50.196;38.002
5434.263;60.086;50.196;38.003
5435.238;60.092;50.197;38.003
5436.229;60.066;50.194;38
5437.235;60.073;50.194;38.001
5438.234;60.082;50.193;38
5439.229;60.071;50.192;37.998
5440.233;60.074;50.193;37.999
5441.233;60.075;50.192;37.999
5442.24;60.07;50.195;38.001
5443.237;60.071;50.193;37.999
5444.223;60.073;50.192;37.999
5445.219;60.081;50.193;38
5446.234;60.076;50.192;37.998
5447.228;60.064;50.192;37.999
5448.232;60.063;50.191;37.997
5449.227;60.069;50.194;38
5450.231;60.071;50.192;37.999
5451.235;60.072;50.192;37.998
5452.218;60.077;50.193;37.999
5453.206;60.074;50.192;37.999
5454.202;60.073;50.191;37.997
5455.202;60.069;50.193;37.999
5456.182;60.077;50.193;37.999
5457.167;60.067;50.192;37.998
5458.16;60.077;50.191;37.997
5459.159;60.068;50.192;37.998
5460.153;60.067;50.192;37.998
5461.126;60.066;50.191;37.996
5462.128;60.071;50.191;37.997
5463.115;60.06;50.192;37.997
5464.104;60.074;50.19;37.996
5465.094;60.072;50.189;37.994
5466.091;60.06;50.19;37.996
5467.089;60.063;50.191;37.997
5468.094;60.063;50.19;37.995
5469.1;60.057;50.19;37.996
5470.102;60.051;50.188;37.994
5471.083;60.051;50.188;37.993
5472.081;60.054;50.189;37.995
5473.077;60.055;50.187;37.993
5474.064;60.06;50.188;37.993
5475.045;60.065;50.187;37.993
5476.042;60.051;50.187;37.992
5477.051;60.052;50.188;37.993
5478.032;60.05;50.187;37.993
5479.042;60.052;50.186;37.99
5480.051;60.056;50.186;37.991
5481.041;60.056;50.186;37.991
5482.034;60.059;50.184;37.989
5483.024;60.058;50.186;37.991
5484.014;60.057;50.184;37.99
5484.999;60.052;50.186;37.991
5485.994;60.045;50.184;37.989
5486.99;60.052;50.184;37.99
5487.993;60.051;50.183;37.988
5489.004;60.059;50.183;37.989
5489.99;60.054;50.184;37.99
5490.98;60.043;50.183;37.988
5491.977;60.054;50.182;37.988
5492.98;60.056;50.183;37.988
5493.984;60.051;50.183;37.989
5494.963;60.046;50.184;37.989
5495.976;60.04;50.182;37.987
5496.964;60.046;50.184;37.988
5497.938;60.04;50.183;37.988
5498.942;60.047;50.182;37.987
5499.913;60.051;50.182;37.987
5500.919;60.046;50.182;37.987
5501.914;60.055;50.182;37.988
5502.906;60.046;50.18;37.985
5503.891;60.049;50.18;37.985
5504.888;60.042;50.181;37.986
5505.886;60.038;50.18;37.985
5506.901;60.031;50.182;37.987
5507.908;60.046;50.18;37.984
5508.893;60.045;50.181;37.986
5509.876;60.037;50.182;37.986
5510.866;60.044;50.181;37.986
5511.858;60.04;50.18;37.985
5512.856;60.04;50.182;37.987
5513.839;60.043;50.181;37.986
5514.841;60.038;50.18;37.984
5515.842;60.044;50.18;37.985
5516.85;60.043;50.179;37.984
5517.862;60.041;50.18;37.985
5518.868;60.036;50.179;37.983
5519.87;60.035;50.18;37.985
5520.884;60.038;50.177;37.981
5521.901;60.035;50.179;37.984
5522.923;60.042;50.179;37.984
5523.914;60.041;50.178;37.982
5524.924;60.023;50.177;37.982
5525.918;60.034;50.178;37.983
5526.92;60.028;50.176;37.98
5527.916;60.028;50.178;37.982
5528.922;60.023;50.175;37.98
5529.907;60.034;50.176;37.98
5530.899;60.029;50.176;37.981
5531.895;60.028;50.177;37.981
5532.881;60.028;50.174;37.979
5533.898;60.034;50.176;37.98
5534.909;60.029;50.176;37.981
5535.903;60.028;50.176;37.98
5536.88;60.022;50.175;37.98
5537.901;60.024;50.174;37.978
5538.91;60.026;50.174;37.978
5539.89;60.021;50.174;37.978
5540.88;60.019;50.175;37.979
5541.874;60.027;50.175;37.98
5542.873;60.027;50.174;37.978
5543.86;60.03;50.174;37.978
5544.859;60.02;50.175;37.979
5545.862;60.027;50.174;37.978
5546.839;60.025;50.173;37.978
5547.822;60.019;50.173;37.977
5548.809;60.024;50.174;37.978
5549.801;60.02;50.173;37.977
5550.798;60.02;50.174;37.978
5551.797;60.022;50.175;37.978
5552.804;60.03;50.175;37.979
5553.812;60.024;50.175;37.979
5554.791;60.011;50.175;37.979
5555.806;60.025;50.174;37.978
5556.793;60.028;50.173;37.978
5557.785;60.024;50.172;37.976
5558.781;60.022;50.173;37.977
5559.778;60.018;50.172;37.976
5560.768;60.017;50.172;37.975
5561.743;60.009;50.173;37.976
5562.75;60.018;50.172;37.976
5563.73;60.018;50.172;37.976
5564.716;60.018;50.171;37.974
5565.708;60.013;50.171;37.974
5566.722;59.996;50.172;37.974
5567.723;60.015;50.171;37.974
5568.732;60.025;50.171;37.975
5569.732;60.009;50.171;37.974
5570.728;60.006;50.171;37.975
5571.726;60.01;50.169;37.972
5572.724;60.019;50.171;37.975
5573.727;60.003;50.169;37.972
5574.724;60.016;50.168;37.972
5575.717;60.01;50.17;37.974
5576.717;60.005;50.169;37.972
5577.725;60.009;50.17;37.973
5578.738;60.003;50.168;37.971
5579.735;60.002;50.17;37.974
5580.732;60.009;50.169;37.973
5581.744;60.005;50.169;37.972
5582.741;60.005;50.169;37.972
5583.743;60.001;50.168;37.972
5584.745;59.999;50.169;37.972
5585.725;59.997;50.17;37.973
5586.736;60.004;50.166;37.969
5587.752;59.993;50.167;37.969
5588.738;60;50.166;37.969
5589.738;60.007;50.167;37.97
5590.722;59.998;50.167;37.97
5591.719;59.995;50.165;37.968
5592.709;59.99;50.166;37.969
5593.716;59.989;50.166;37.969
5594.714;59.998;50.164;37.967
5595.701;60.009;50.165;37.968
5596.699;59.996;50.163;37.966
5597.696;59.999;50.163;37.966
5598.708;59.994;50.164;37.967
5599.701;59.998;50.163;37.966
5600.698;59.989;50.164;37.967
5601.682;59.987;50.163;37.967
5602.669;59.991;50.162;37.965
5603.669;59.992;50.164;37.967
5604.676;59.988;50.163;37.965
5605.664;59.99;50.162;37.965
5606.666;60;50.163;37.966
5607.675;59.981;50.162;37.965
5608.684;59.994;50.162;37.965
5609.7;59.985;50.162;37.965
5610.679;59.991;50.162;37.965
5611.676;59.997;50.163;37.966
5612.65;59.983;50.162;37.965
5613.658;59.982;50.162;37.964
5614.655;59.984;50.16;37.962
5615.649;59.986;50.159;37.962
5616.661;59.991;50.161;37.964
5617.678;59.978;50.161;37.964
5618.673;59.982;50.162;37.964
5619.657;59.972;50.161;37.963
5620.654;59.975;50.159;37.961
5621.656;59.989;50.16;37.962
5622.641;59.98;50.158;37.96
5623.637;59.974;50.159;37.961
5624.638;59.974;50.159;37.962
5625.647;59.975;50.158;37.96
5626.655;59.984;50.159;37.961
5627.639;59.971;50.158;37.96
5628.639;59.981;50.159;37.961
5629.653;59.974;50.159;37.961
5630.667;59.982;50.158;37.961
5631.661;59.978;50.16;37.962
5632.657;59.98;50.159;37.96
5633.635;59.976;50.16;37.962
5634.651;59.97;50.156;37.958
5635.639;59.974;50.158;37.96
5636.634;59.966;50.16;37.962
5637.63;59.979;50.157;37.96
5638.631;59.963;50.159;37.961
5639.635;59.985;50.155;37.958
5640.642;59.975;50.159;37.961
5641.622;59.975;50.159;37.961
5642.637;59.962;50.158;37.959
5643.629;59.974;50.158;37.959
5644.622;59.963;50.159;37.96
5645.618;59.969;50.156;37.958
5646.617;59.974;50.157;37.959
5647.622;59.977;50.157;37.958
5648.619;59.96;50.157;37.958
5649.619;59.971;50.156;37.958
5650.628;59.976;50.156;37.958
5651.608;59.968;50.158;37.959
5652.601;59.965;50.157;37.958
5653.611;59.971;50.157;37.959
5654.591;59.968;50.156;37.958
5655.576;59.969;50.158;37.959
5656.578;59.968;50.154;37.956
5657.564;59.974;50.156;37.958
5658.565;59.968;50.157;37.959
5659.555;59.967;50.155;37.956
5660.55;59.966;50.155;37.956
5661.546;59.96;50.157;37.958
5662.542;59.961;50.154;37.955
5663.54;59.97;50.155;37.956
5664.543;59.962;50.156;37.957
5665.558;59.959;50.156;37.957
5666.554;59.952;50.157;37.958
5667.558;59.954;50.156;37.956
5668.566;59.957;50.154;37.956
5669.549;59.966;50.152;37.953
5670.536;59.964;50.153;37.955
5671.532;59.958;50.155;37.956
5672.535;59.967;50.153;37.955
5673.527;59.961;50.154;37.955
5674.521;59.964;50.154;37.955
5675.525;59.963;50.151;37.952
5676.523;59.961;50.153;37.954
5677.541;59.956;50.151;37.952
5678.528;59.949;50.156;37.956
5679.516;59.952;50.154;37.955
5680.527;59.955;50.153;37.954
5681.52;59.956;50.153;37.954
5682.52;59.952;50.152;37.953
5683.515;59.954;50.151;37.951
5684.518;59.952;50.153;37.954
5685.514;59.95;50.151;37.951
5686.49;59.964;50.151;37.951
5687.5;59.949;50.152;37.952
5688.495;59.94;50.151;37.951
5689.496;59.943;50.153;37.954
5690.479;59.944;50.15;37.951
5691.464;59.962;50.148;37.948
5692.482;59.949;50.15;37.951
5693.479;59.95;50.151;37.951
5694.48;59.953;50.15;37.95
5695.495;59.94;50.148;37.949
5696.48;59.952;50.147;37.948
5697.475;59.95;50.148;37.949
5698.48;59.945;50.146;37.947
5699.488;59.944;50.148;37.949
5700.467;59.942;50.147;37.949
5701.458;59.946;50.148;37.949
5702.48;59.943;50.148;37.949
5703.479;59.942;50.148;37.948
5704.48;59.956;50.146;37.948
5705.488;59.955;50.146;37.947
5706.473;59.945;50.147;37.948
5707.489;59.937;50.148;37.948
5708.484;59.93;50.149;37.948
5709.475;59.946;50.147;37.947
5710.476;59.939;50.146;37.946
5711.482;59.938;50.149;37.949
5712.494;59.947;50.147;37.947
5713.496;59.941;50.146;37.947
5714.487;59.933;50.148;37.948
5715.484;59.95;50.143;37.944
5716.486;59.938;50.145;37.946
5717.487;59.943;50.141;37.942
5718.471;59.937;50.143;37.943
5719.46;59.935;50.143;37.944
5720.463;59.932;50.144;37.944
5721.447;59.931;50.144;37.944
5722.441;59.93;50.144;37.944
5723.443;59.919;50.145;37.945
5724.451;59.923;50.143;37.944
5725.439;59.925;50.144;37.944
5726.435;59.915;50.144;37.943
5727.411;59.941;50.142;37.942
5728.423;59.929;50.142;37.943
5729.411;59.927;50.144;37.944
5730.404;59.931;50.142;37.942
5731.405;59.935;50.143;37.943
5732.411;59.928;50.142;37.941
5733.422;59.924;50.141;37.941
5734.41;59.922;50.141;37.941
5735.404;59.929;50.14;37.94
5736.405;59.925;50.142;37.942
5737.406;59.923;50.142;37.941
5738.414;59.925;50.143;37.943
5739.422;59.922;50.142;37.941
5740.437;59.917;50.141;37.941
5741.421;59.93;50.139;37.939
5742.412;59.924;50.14;37.94
5743.411;59.925;50.143;37.942
5744.416;59.919;50.14;37.939
5745.416;59.931;50.141;37.941
5746.409;59.932;50.14;37.94
5747.422;59.927;50.141;37.94
5748.417;59.923;50.138;37.938
5749.413;59.913;50.139;37.938
5750.42;59.918;50.14;37.939
5751.421;59.912;50.137;37.936
5752.406;59.909;50.138;37.938
5753.403;59.913;50.14;37.939
5754.395;59.915;50.136;37.935
5755.395;59.91;50.137;37.937
5756.384;59.908;50.139;37.938
5757.376;59.909;50.138;37.937
5758.379;59.92;50.138;37.938
5759.363;59.913;50.138;37.938
5760.36;59.916;50.136;37.936
5761.364;59.908;50.137;37.936
5762.358;59.915;50.137;37.936
5763.342;59.907;50.135;37.934
5764.33;59.904;50.136;37.934
5765.32;59.914;50.138;37.937
5766.316;59.909;50.137;37.936
5767.289;59.913;50.136;37.935
5768.299;59.906;50.135;37.934
5769.282;59.899;50.137;37.936
5770.275;59.902;50.134;37.933
5771.279;59.911;50.136;37.935
5772.292;59.934;50.132;37.932
5773.306;59.899;50.138;37.936
5774.294;59.907;50.136;37.935
5775.285;59.913;50.132;37.931
5776.28;59.9;50.135;37.934
5777.278;59.906;50.136;37.935
5778.284;59.901;50.134;37.932
5779.275;59.9;50.133;37.932
5780.287;59.894;50.131;37.929
5781.283;59.898;50.134;37.933
5782.279;59.896;50.131;37.93
5783.273;59.901;50.13;37.929
5784.27;59.901;50.131;37.93
5785.278;59.901;50.13;37.929
5786.273;59.9;50.13;37.929
5787.263;59.897;50.131;37.93
5788.243;59.898;50.13;37.929
5789.234;59.9;50.129;37.928
5790.235;59.894;50.132;37.931
5791.217;59.899;50.13;37.929
5792.229;59.904;50.128;37.927
5793.217;59.894;50.129;37.928
5794.217;59.888;50.13;37.929
5795.222;59.886;50.13;37.928
5796.207;59.89;50.129;37.928
5797.197;59.901;50.128;37.927
5798.195;59.882;50.129;37.928
5799.201;59.892;50.129;37.928
5800.212;59.882;50.128;37.926
5801.2;59.897;50.129;37.928
5802.191;59.89;50.128;37.926
5803.198;59.89;50.127;37.925
5804.209;59.887;50.128;37.926
5805.202;59.878;50.127;37.926
5806.196;59.888;50.128;37.927
5807.194;59.884;50.126;37.924
5808.197;59.881;50.128;37.926
5809.204;59.895;50.126;37.925
5810.182;59.886;50.127;37.925
5811.164;59.886;50.126;37.925
5812.158;59.886;50.126;37.925
5813.151;59.88;50.126;37.924
5814.152;59.88;50.126;37.924
5815.149;59.887;50.126;37.924
5816.142;59.876;50.126;37.924
5817.138;59.874;50.126;37.924
5818.122;59.889;50.126;37.924
5819.125;59.881;50.124;37.922
5820.118;59.883;50.124;37.922
5821.129;59.882;50.125;37.924
5822.125;59.887;50.123;37.921
5823.127;59.888;50.125;37.923
5824.114;59.882;50.125;37.923
5825.09;59.888;50.126;37.924
5826.087;59.879;50.128;37.925
5827.089;59.89;50.126;37.924
5828.1;59.875;50.125;37.922
5829.129;59.863;50.125;37.923
5830.121;59.874;50.124;37.922
5831.114;59.877;50.124;37.922
5832.139;59.879;50.123;37.921
5833.134;59.882;50.122;37.921
5834.136;59.87;50.123;37.921
5835.152;59.886;50.122;37.92
5836.145;59.877;50.122;37.921
5837.147;59.877;50.125;37.923
5838.151;59.874;50.122;37.92
5839.158;59.867;50.124;37.921
5840.137;59.878;50.123;37.921
5841.13;59.865;50.122;37.919
5842.129;59.872;50.124;37.922
5843.13;59.88;50.121;37.918
5844.142;59.879;50.122;37.92
5845.139;59.862;50.121;37.919
5846.126;59.869;50.121;37.919
5847.131;59.866;50.123;37.921
5848.129;59.864;50.121;37.919
5849.121;59.876;50.121;37.919
5850.115;59.872;50.121;37.919
5851.126;59.869;50.12;37.917
5852.112;59.872;50.12;37.918
5853.1;59.869;50.122;37.919
5854.12;59.869;50.121;37.918
5855.124;59.87;50.119;37.917
5856.133;59.866;50.117;37.914
5857.137;59.863;50.118;37.915
5858.119;59.87;50.117;37.914
5859.107;59.857;50.118;37.916
5860.1;59.863;50.118;37.916
5861.106;59.865;50.116;37.914
5862.113;59.857;50.119;37.916
5863.099;59.857;50.118;37.915
5864.126;59.855;50.118;37.915
5865.118;59.856;50.116;37.914
5866.116;59.853;50.117;37.915
5867.099;59.859;50.117;37.915
5868.116;59.858;50.115;37.912
5869.136;59.864;50.117;37.915
5870.128;59.851;50.116;37.912
5871.123;59.858;50.116;37.913
5872.122;59.864;50.118;37.915
5873.127;59.855;50.116;37.913
5874.12;59.857;50.117;37.915
5875.113;59.847;50.116;37.913
5876.106;59.861;50.117;37.914
