IDs:;240716_11_240712I;11_DNAJB6_00_195_uM;
Concentration [uM]:;0.195;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
3035.426;62.041;50.542;38.479
3036.418;62.025;50.543;38.481
3037.41;62.026;50.542;38.479
3038.406;62.033;50.543;38.48
3039.406;62.017;50.542;38.48
3040.417;62.028;50.544;38.482
3041.43;62.021;50.543;38.479
3042.417;62.006;50.544;38.48
3043.409;62.013;50.544;38.481
3044.406;62.017;50.538;38.475
3045.409;62.018;50.543;38.479
3046.387;62.013;50.54;38.477
3047.397;62.013;50.541;38.478
3048.387;62.007;50.542;38.479
3049.367;62;50.542;38.477
3050.364;61.998;50.543;38.478
3051.351;62.01;50.54;38.476
3052.368;62.003;50.543;38.479
3053.352;61.996;50.542;38.477
3054.355;62.004;50.541;38.476
3055.367;62.009;50.541;38.477
3056.366;62.003;50.541;38.476
3057.377;62.007;50.54;38.476
3058.374;61.989;50.541;38.476
3059.358;61.993;50.54;38.475
3060.348;62;50.541;38.477
3061.347;61.995;50.541;38.476
3062.348;61.986;50.543;38.478
3063.341;61.984;50.541;38.475
3064.335;61.989;50.541;38.475
3065.345;61.979;50.543;38.477
3066.333;61.989;50.541;38.475
3067.352;61.98;50.542;38.476
3068.355;61.983;50.539;38.473
3069.362;61.983;50.541;38.476
3070.344;61.985;50.54;38.474
3071.334;61.987;50.54;38.474
3072.327;61.969;50.541;38.474
3073.328;61.979;50.541;38.475
3074.331;61.983;50.54;38.473
3075.337;61.982;50.537;38.471
3076.353;61.978;50.538;38.471
3077.339;61.983;50.539;38.473
3078.335;61.976;50.536;38.469
3079.33;61.968;50.54;38.473
3080.33;61.964;50.54;38.473
3081.332;61.951;50.54;38.473
3082.342;61.976;50.539;38.473
3083.322;61.967;50.538;38.471
3084.338;61.955;50.54;38.473
3085.333;61.948;50.54;38.472
3086.333;61.944;50.539;38.471
3087.333;61.957;50.54;38.473
3088.345;61.961;50.538;38.471
3089.328;61.955;50.539;38.471
3090.316;61.957;50.54;38.472
3091.294;61.956;50.54;38.471
3092.293;61.951;50.538;38.47
3093.282;61.986;50.533;38.465
3094.282;61.951;50.537;38.468
3095.266;61.967;50.533;38.464
3096.261;61.948;50.538;38.469
3097.265;61.945;50.536;38.467
3098.249;61.944;50.537;38.468
3099.242;61.959;50.535;38.466
3100.242;61.946;50.538;38.469
3101.25;61.951;50.534;38.465
3102.233;61.946;50.535;38.466
3103.237;61.939;50.536;38.466
3104.21;61.936;50.536;38.466
3105.222;61.955;50.537;38.469
3106.21;61.93;50.537;38.467
3107.213;61.939;50.538;38.468
3108.217;61.932;50.538;38.468
3109.197;61.936;50.537;38.467
3110.186;61.919;50.536;38.466
3111.178;61.934;50.537;38.467
3112.175;61.931;50.537;38.467
3113.175;61.927;50.536;38.466
3114.178;61.929;50.537;38.467
3115.183;61.928;50.535;38.464
3116.171;61.904;50.538;38.467
3117.164;61.929;50.535;38.465
3118.162;61.926;50.535;38.464
3119.161;61.93;50.535;38.465
3120.153;61.926;50.535;38.464
3121.134;61.922;50.535;38.464
3122.131;61.911;50.536;38.464
3123.118;61.919;50.536;38.465
3124.131;61.916;50.534;38.462
3125.14;61.91;50.536;38.465
3126.145;61.903;50.536;38.464
3127.129;61.919;50.536;38.464
3128.128;61.91;50.535;38.463
3129.113;61.917;50.532;38.46
3130.104;61.907;50.533;38.461
3131.102;61.9;50.535;38.463
3132.093;61.905;50.533;38.461
3133.09;61.898;50.532;38.46
3134.073;61.911;50.533;38.461
3135.066;61.902;50.533;38.461
3136.078;61.898;50.534;38.461
3137.063;61.897;50.534;38.462
3138.06;61.884;50.534;38.461
3139.06;61.901;50.533;38.46
3140.058;61.882;50.535;38.462
3141.068;61.878;50.533;38.459
3142.082;61.892;50.532;38.459
3143.103;61.888;50.534;38.461
3144.099;61.904;50.531;38.458
3145.1;61.895;50.533;38.459
3146.106;61.891;50.533;38.459
3147.118;61.884;50.534;38.461
3148.136;61.884;50.533;38.459
3149.124;61.883;50.534;38.459
3150.114;61.892;50.533;38.458
3151.111;61.872;50.531;38.457
3152.107;61.858;50.533;38.458
3153.096;61.883;50.531;38.457
3154.095;61.869;50.531;38.456
3155.069;61.883;50.529;38.455
3156.07;61.879;50.531;38.457
3157.071;61.864;50.531;38.456
3158.071;61.877;50.53;38.456
3159.081;61.877;50.53;38.456
3160.051;61.885;50.528;38.453
3161.058;61.866;50.531;38.456
3162.084;61.881;50.528;38.453
3163.09;61.861;50.532;38.456
3164.082;61.865;50.529;38.453
3165.085;61.864;50.529;38.454
3166.095;61.875;50.528;38.452
3167.081;61.856;50.53;38.454
3168.08;61.868;50.53;38.455
3169.083;61.861;50.529;38.453
3170.065;61.845;50.53;38.453
3171.056;61.852;50.53;38.454
3172.051;61.843;50.528;38.451
3173.05;61.84;50.529;38.453
3174.026;61.849;50.53;38.453
3175.035;61.852;50.531;38.454
3176.019;61.849;50.529;38.452
3177.009;61.835;50.531;38.454
3178.002;61.839;50.532;38.455
3178.999;61.835;50.529;38.452
3180;61.835;50.53;38.453
3181.003;61.836;50.53;38.452
3181.981;61.851;50.528;38.451
3182.995;61.839;50.531;38.453
3183.98;61.843;50.531;38.453
3184.967;61.834;50.527;38.449
3185.973;61.848;50.528;38.452
3186.966;61.835;50.529;38.451
3187.962;61.83;50.528;38.45
3188.948;61.836;50.528;38.451
3189.939;61.837;50.527;38.45
3190.946;61.828;50.528;38.449
3191.959;61.831;50.527;38.448
3192.973;61.824;50.528;38.45
3193.964;61.831;50.526;38.448
3194.969;61.823;50.527;38.448
3195.976;61.813;50.53;38.45
3196.963;61.827;50.527;38.447
3197.971;61.819;50.529;38.451
3198.956;61.82;50.528;38.449
3199.935;61.812;50.527;38.449
3200.932;61.814;50.529;38.449
3201.931;61.819;50.528;38.449
3202.932;61.816;50.526;38.446
3203.94;61.815;50.528;38.449
3204.919;61.806;50.528;38.448
3205.913;61.804;50.526;38.446
3206.938;61.817;50.527;38.447
3207.933;61.805;50.528;38.448
3208.935;61.807;50.528;38.448
3209.939;61.782;50.529;38.448
3210.946;61.811;50.527;38.448
3211.958;61.781;50.529;38.448
3212.973;61.797;50.53;38.449
3213.959;61.802;50.526;38.446
3214.961;61.796;50.529;38.448
3215.965;61.771;50.531;38.449
3216.979;61.795;50.527;38.446
3217.967;61.801;50.528;38.447
3218.961;61.806;50.526;38.445
3219.964;61.8;50.528;38.447
3220.962;61.787;50.529;38.447
3221.958;61.782;50.528;38.446
3222.93;61.785;50.528;38.446
3223.943;61.78;50.53;38.448
3224.943;61.793;50.527;38.445
3225.945;61.787;50.528;38.447
3226.931;61.767;50.529;38.447
3227.923;61.788;50.527;38.445
3228.926;61.775;50.53;38.448
3229.936;61.78;50.527;38.445
3230.926;61.782;50.529;38.447
3231.94;61.762;50.529;38.446
3232.932;61.767;50.529;38.446
3233.926;61.774;50.528;38.445
3234.928;61.77;50.529;38.445
3235.939;61.758;50.53;38.447
3236.922;61.765;50.529;38.445
3237.914;61.778;50.529;38.447
3238.907;61.77;50.53;38.447
3239.897;61.761;50.528;38.446
3240.917;61.762;50.529;38.445
3241.907;61.766;50.527;38.444
3242.903;61.764;50.529;38.446
3243.893;61.774;50.528;38.445
3244.883;61.764;50.53;38.446
3245.884;61.765;50.529;38.445
3246.875;61.765;50.529;38.445
3247.865;61.751;50.528;38.444
3248.863;61.765;50.526;38.442
3249.845;61.749;50.528;38.443
3250.841;61.757;50.528;38.444
3251.821;61.751;50.53;38.445
3252.81;61.762;50.527;38.443
3253.788;61.762;50.527;38.443
3254.769;61.756;50.528;38.443
3255.745;61.735;50.528;38.443
3256.73;61.749;50.527;38.442
3257.717;61.753;50.528;38.444
3258.717;61.759;50.525;38.441
3259.701;61.747;50.528;38.442
3260.69;61.739;50.53;38.444
3261.68;61.744;50.53;38.444
3262.677;61.731;50.528;38.442
3263.678;61.741;50.528;38.442
3264.688;61.733;50.526;38.441
3265.672;61.734;50.528;38.442
3266.66;61.739;50.527;38.442
3267.658;61.738;50.527;38.441
3268.657;61.714;50.529;38.442
3269.662;61.728;50.526;38.441
3270.67;61.729;50.527;38.441
3271.684;61.728;50.526;38.44
3272.671;61.737;50.525;38.439
3273.663;61.727;50.526;38.44
3274.661;61.731;50.524;38.437
3275.691;61.718;50.524;38.438
3276.699;61.724;50.523;38.437
3277.71;61.734;50.524;38.437
3278.702;61.71;50.524;38.437
3279.696;61.721;50.524;38.437
3280.69;61.72;50.523;38.437
3281.676;61.714;50.521;38.435
3282.682;61.707;50.525;38.437
3283.669;61.704;50.523;38.436
3284.667;61.708;50.521;38.434
3285.655;61.719;50.523;38.436
3286.648;61.713;50.523;38.436
3287.656;61.71;50.523;38.435
3288.647;61.705;50.524;38.436
3289.645;61.703;50.523;38.435
3290.631;61.71;50.52;38.433
3291.621;61.713;50.52;38.433
3292.618;61.709;50.52;38.433
3293.62;61.703;50.52;38.432
3294.628;61.702;50.52;38.432
3295.61;61.704;50.519;38.431
3296.597;61.694;50.518;38.43
3297.587;61.702;50.52;38.432
3298.58;61.701;50.519;38.431
3299.58;61.685;50.518;38.429
3300.556;61.703;50.518;38.43
3301.564;61.71;50.521;38.432
3302.544;61.697;50.521;38.432
3303.53;61.697;50.52;38.431
3304.521;61.683;50.519;38.431
3305.512;61.699;50.519;38.431
3306.512;61.684;50.519;38.43
3307.513;61.688;50.519;38.43
3308.502;61.681;50.519;38.43
3309.496;61.68;50.519;38.429
3310.491;61.676;50.521;38.431
3311.502;61.682;50.519;38.43
3312.508;61.681;50.519;38.43
3313.503;61.698;50.518;38.429
3314.493;61.68;50.518;38.428
3315.491;61.677;50.519;38.429
3316.5;61.665;50.518;38.428
3317.491;61.676;50.518;38.428
3318.481;61.673;50.519;38.429
3319.486;61.665;50.517;38.427
3320.466;61.665;50.52;38.43
3321.471;61.671;50.521;38.431
3322.448;61.67;50.52;38.429
3323.448;61.661;50.518;38.427
3324.427;61.661;50.519;38.428
3325.42;61.659;50.521;38.43
3326.418;61.659;50.52;38.429
3327.418;61.657;50.519;38.428
3328.424;61.656;50.518;38.428
3329.434;61.68;50.517;38.427
3330.421;61.667;50.516;38.426
3331.411;61.657;50.517;38.426
3332.431;61.66;50.517;38.426
3333.431;61.664;50.515;38.424
3334.433;61.662;50.514;38.424
3335.425;61.656;50.516;38.424
3336.423;61.639;50.516;38.424
3337.423;61.653;50.516;38.424
3338.417;61.641;50.516;38.424
3339.431;61.647;50.515;38.424
3340.422;61.659;50.515;38.424
3341.426;61.658;50.515;38.423
3342.441;61.645;50.515;38.423
3343.439;61.639;50.517;38.425
3344.429;61.649;50.514;38.423
3345.426;61.65;50.515;38.423
3346.424;61.649;50.513;38.421
3347.423;61.642;50.514;38.421
3348.403;61.631;50.515;38.423
3349.39;61.651;50.513;38.421
3350.387;61.636;50.515;38.422
3351.398;61.642;50.512;38.42
3352.39;61.637;50.514;38.421
3353.385;61.637;50.514;38.421
3354.397;61.63;50.513;38.42
3355.397;61.63;50.515;38.422
3356.403;61.629;50.514;38.421
3357.385;61.639;50.514;38.421
3358.374;61.636;50.515;38.422
3359.364;61.635;50.515;38.422
3360.357;61.617;50.515;38.42
3361.355;61.626;50.516;38.421
3362.357;61.618;50.513;38.419
3363.335;61.64;50.515;38.42
3364.348;61.613;50.514;38.42
3365.364;61.615;50.513;38.419
3366.352;61.635;50.514;38.421
3367.347;61.634;50.513;38.419
3368.343;61.638;50.512;38.419
3369.341;61.619;50.514;38.42
3370.333;61.614;50.512;38.417
3371.349;61.623;50.514;38.42
3372.345;61.634;50.512;38.418
3373.344;61.622;50.514;38.419
3374.34;61.608;50.515;38.42
3375.329;61.618;50.513;38.418
3376.315;61.617;50.512;38.418
3377.309;61.611;50.512;38.417
3378.311;61.609;50.512;38.416
3379.294;61.622;50.512;38.417
3380.287;61.605;50.514;38.418
3381.275;61.604;50.514;38.418
3382.264;61.601;50.513;38.417
3383.256;61.599;50.512;38.416
3384.255;61.592;50.513;38.417
3385.269;61.592;50.512;38.415
3386.262;61.606;50.513;38.417
3387.258;61.599;50.51;38.414
3388.264;61.602;50.514;38.417
3389.276;61.602;50.512;38.416
3390.264;61.608;50.513;38.416
3391.256;61.595;50.513;38.417
3392.254;61.571;50.512;38.415
3393.265;61.59;50.514;38.417
3394.251;61.6;50.512;38.415
3395.251;61.598;50.51;38.413
3396.253;61.588;50.513;38.416
3397.231;61.6;50.511;38.415
3398.245;61.581;50.512;38.415
3399.26;61.587;50.51;38.413
3400.245;61.6;50.512;38.415
3401.244;61.589;50.512;38.415
3402.24;61.583;50.511;38.414
3403.239;61.576;50.511;38.413
3404.221;61.599;50.512;38.415
3405.215;61.582;50.512;38.415
3406.216;61.58;50.511;38.413
3407.217;61.571;50.512;38.414
3408.21;61.569;50.511;38.413
3409.224;61.59;50.512;38.414
3410.223;61.585;50.51;38.413
3411.237;61.58;50.509;38.412
3412.236;61.587;50.509;38.411
3413.228;61.579;50.508;38.41
3414.229;61.578;50.511;38.413
3415.218;61.583;50.509;38.41
3416.218;61.567;50.508;38.41
3417.217;61.576;50.512;38.413
3418.207;61.567;50.511;38.412
3419.205;61.572;50.51;38.411
3420.187;61.569;50.512;38.413
3421.17;61.57;50.51;38.411
3422.174;61.566;50.509;38.41
3423.158;61.549;50.51;38.411
3424.173;61.565;50.508;38.409
3425.171;61.553;50.511;38.412
3426.171;61.562;50.509;38.409
3427.157;61.567;50.509;38.409
3428.14;61.553;50.508;38.408
3429.157;61.573;50.509;38.41
3430.154;61.568;50.509;38.409
3431.153;61.552;50.509;38.409
3432.157;61.572;50.509;38.409
3433.154;61.558;50.509;38.409
3434.132;61.55;50.509;38.409
3435.123;61.556;50.509;38.409
3436.121;61.551;50.507;38.406
3437.125;61.566;50.508;38.407
3438.129;61.552;50.506;38.406
3439.118;61.541;50.508;38.407
3440.098;61.562;50.508;38.408
3441.088;61.532;50.505;38.405
3442.097;61.547;50.506;38.406
3443.094;61.558;50.505;38.405
3444.101;61.554;50.504;38.404
3445.09;61.546;50.506;38.405
3446.085;61.517;50.507;38.405
3447.081;61.534;50.506;38.405
3448.078;61.54;50.505;38.404
3449.081;61.518;50.504;38.403
3450.07;61.544;50.506;38.404
3451.092;61.519;50.506;38.404
3452.091;61.544;50.506;38.404
3453.097;61.534;50.505;38.403
3454.085;61.534;50.505;38.403
3455.104;61.509;50.502;38.4
3456.099;61.534;50.504;38.402
3457.099;61.528;50.504;38.403
3458.106;61.539;50.503;38.402
3459.093;61.542;50.503;38.402
3460.084;61.495;50.502;38.4
3461.078;61.525;50.503;38.401
3462.073;61.515;50.505;38.402
3463.074;61.513;50.505;38.402
3464.076;61.494;50.498;38.397
3465.083;61.523;50.504;38.402
3466.094;61.516;50.503;38.401
3467.075;61.517;50.502;38.4
3468.09;61.476;50.498;38.396
3469.108;61.485;50.498;38.396
3470.099;61.513;50.502;38.398
3471.096;61.513;50.501;38.398
3472.095;61.494;50.498;38.396
3473.068;61.512;50.501;38.398
3474.073;61.485;50.499;38.396
3475.084;61.511;50.502;38.399
3476.101;61.494;50.499;38.396
3477.114;61.484;50.498;38.395
3478.129;61.476;50.498;38.395
3479.111;61.468;50.499;38.395
3480.112;61.481;50.499;38.395
3481.094;61.501;50.504;38.4
3482.089;61.467;50.499;38.395
3483.079;61.466;50.498;38.395
3484.072;61.47;50.499;38.396
3485.079;61.483;50.5;38.396
3486.071;61.482;50.497;38.394
3487.077;61.469;50.5;38.395
3488.09;61.496;50.503;38.398
3489.097;61.47;50.499;38.395
3490.081;61.508;50.5;38.396
3491.058;61.473;50.498;38.394
3492.069;61.464;50.497;38.393
3493.086;61.461;50.498;38.393
3494.077;61.456;50.497;38.393
3495.076;61.452;50.497;38.392
3496.08;61.472;50.497;38.392
3497.087;61.458;50.497;38.392
3498.071;61.446;50.498;38.393
3499.089;61.457;50.498;38.393
3500.109;61.466;50.499;38.394
3501.112;61.468;50.496;38.391
3502.116;61.459;50.498;38.393
3503.125;61.442;50.495;38.39
3504.106;61.458;50.497;38.392
3505.09;61.464;50.497;38.392
3506.082;61.478;50.502;38.396
3507.074;61.436;50.496;38.39
3508.061;61.463;50.496;38.391
3509.053;61.437;50.496;38.389
3510.045;61.441;50.499;38.393
3511.054;61.46;50.496;38.39
3512.057;61.47;50.5;38.393
3513.066;61.475;50.502;38.396
3514.067;61.45;50.497;38.391
3515.062;61.423;50.496;38.388
3516.063;61.434;50.497;38.391
3517.048;61.454;50.497;38.391
3518.037;61.429;50.495;38.388
3519.054;61.438;50.496;38.39
3520.046;61.429;50.493;38.386
3521.043;61.431;50.496;38.389
3522.032;61.431;50.497;38.39
3523.007;61.433;50.497;38.39
3524.014;61.434;50.494;38.388
3524.999;61.424;50.496;38.389
3525.99;61.462;50.5;38.393
3526.998;61.427;50.495;38.388
3527.983;61.422;50.496;38.388
3528.98;61.448;50.495;38.388
3529.98;61.422;50.495;38.388
3530.982;61.422;50.495;38.388
3531.989;61.434;50.496;38.389
3532.998;61.44;50.497;38.389
3534.008;61.418;50.496;38.388
3535.024;61.421;50.496;38.389
3536.011;61.414;50.494;38.386
3537.025;61.412;50.495;38.387
3538.041;61.407;50.494;38.385
3539.039;61.417;50.494;38.386
3540.042;61.415;50.493;38.385
3541.038;61.422;50.495;38.387
3542.049;61.403;50.492;38.383
3543.028;61.42;50.493;38.385
3544.025;61.398;50.49;38.381
3545.03;61.42;50.493;38.384
3546.047;61.405;50.494;38.384
3547.051;61.403;50.492;38.383
3548.038;61.406;50.493;38.383
3549.033;61.399;50.491;38.382
3550.046;61.42;50.495;38.385
3551.047;61.406;50.492;38.382
3552.041;61.401;50.49;38.38
3553.059;61.396;50.491;38.381
3554.064;61.409;50.49;38.381
3555.046;61.411;50.491;38.382
3556.031;61.399;50.489;38.38
3557.024;61.406;50.488;38.379
3558.022;61.417;50.491;38.382
3559.027;61.405;50.492;38.382
3560.008;61.387;50.489;38.379
3561.027;61.422;50.49;38.381
3562.02;61.396;50.487;38.378
3562.993;61.4;50.488;38.378
3563.996;61.387;50.489;38.379
3565.005;61.394;50.488;38.377
3566.023;61.406;50.491;38.381
3567.013;61.385;50.488;38.377
3568.004;61.377;50.488;38.377
3569.004;61.377;50.489;38.378
3569.978;61.381;50.491;38.379
3570.978;61.395;50.485;38.376
3571.985;61.395;50.491;38.381
3572.974;61.389;50.488;38.377
3573.983;61.394;50.49;38.379
3574.983;61.389;50.488;38.377
3575.972;61.383;50.485;38.374
3576.952;61.387;50.486;38.375
3577.942;61.389;50.488;38.377
3578.944;61.398;50.489;38.377
3579.959;61.377;50.486;38.375
3580.971;61.384;50.487;38.375
3581.97;61.398;50.489;38.377
3582.955;61.398;50.488;38.377
3583.941;61.394;50.487;38.375
3584.933;61.393;50.486;38.375
3585.939;61.407;50.486;38.375
3586.926;61.387;50.486;38.374
3587.919;61.388;50.486;38.374
3588.909;61.373;50.485;38.374
3589.899;61.374;50.486;38.374
3590.899;61.387;50.486;38.374
3591.911;61.37;50.485;38.373
3592.912;61.373;50.486;38.373
3593.914;61.346;50.485;38.372
3594.919;61.366;50.484;38.372
3595.899;61.355;50.483;38.371
3596.888;61.389;50.487;38.375
3597.882;61.376;50.486;38.374
3598.879;61.365;50.483;38.371
3599.881;61.349;50.485;38.372
3600.876;61.368;50.485;38.372
3601.871;61.366;50.482;38.37
3602.873;61.368;50.485;38.372
3603.877;61.347;50.484;38.37
3604.864;61.374;50.485;38.372
3605.843;61.375;50.485;38.372
3606.829;61.353;50.481;38.368
3607.805;61.372;50.485;38.372
3608.795;61.367;50.485;38.371
3609.795;61.349;50.482;38.369
3610.782;61.376;50.485;38.371
3611.762;61.37;50.485;38.371
3612.747;61.369;50.483;38.37
3613.728;61.37;50.485;38.372
3614.733;61.369;50.485;38.371
3615.737;61.372;50.485;38.371
3616.721;61.373;50.486;38.372
3617.725;61.355;50.482;38.368
3618.731;61.365;50.484;38.37
3619.737;61.345;50.48;38.367
3620.714;61.372;50.483;38.369
3621.711;61.334;50.481;38.366
3622.711;61.343;50.482;38.367
3623.723;61.369;50.482;38.369
3624.711;61.343;50.482;38.368
3625.703;61.357;50.481;38.366
3626.702;61.356;50.483;38.368
3627.707;61.348;50.48;38.366
3628.684;61.34;50.481;38.366
3629.694;61.363;50.481;38.367
3630.682;61.312;50.48;38.365
3631.7;61.344;50.479;38.364
3632.693;61.34;50.481;38.366
3633.687;61.335;50.48;38.364
3634.681;61.33;50.479;38.364
3635.668;61.339;50.479;38.365
3636.663;61.344;50.478;38.363
3637.655;61.34;50.479;38.364
3638.645;61.315;50.477;38.363
3639.633;61.327;50.478;38.362
3640.636;61.343;50.479;38.363
3641.622;61.307;50.48;38.365
3642.624;61.342;50.478;38.362
3643.62;61.336;50.477;38.361
3644.622;61.332;50.479;38.364
3645.636;61.305;50.478;38.361
3646.617;61.321;50.478;38.362
3647.604;61.314;50.476;38.36
3648.602;61.345;50.479;38.363
3649.601;61.306;50.477;38.362
3650.605;61.329;50.476;38.36
3651.619;61.312;50.477;38.361
3652.605;61.325;50.477;38.361
3653.604;61.3;50.477;38.36
3654.607;61.303;50.474;38.359
3655.614;61.313;50.477;38.359
3656.623;61.302;50.475;38.358
3657.612;61.297;50.473;38.356
3658.604;61.304;50.476;38.359
3659.6;61.33;50.477;38.361
3660.599;61.319;50.475;38.358
3661.602;61.306;50.477;38.36
3662.61;61.295;50.473;38.356
3663.62;61.311;50.475;38.359
3664.604;61.311;50.474;38.357
3665.591;61.309;50.473;38.356
3666.583;61.31;50.473;38.357
3667.575;61.292;50.475;38.357
3668.572;61.307;50.475;38.357
3669.569;61.314;50.475;38.357
3670.569;61.324;50.475;38.358
3671.572;61.284;50.473;38.355
3672.561;61.303;50.473;38.356
3673.537;61.293;50.473;38.355
3674.534;61.308;50.472;38.354
3675.516;61.303;50.47;38.353
3676.514;61.287;50.473;38.355
3677.519;61.295;50.472;38.354
3678.527;61.307;50.473;38.355
3679.516;61.291;50.471;38.353
3680.514;61.29;50.471;38.353
3681.498;61.28;50.471;38.353
3682.496;61.303;50.472;38.355
3683.475;61.299;50.471;38.353
3684.469;61.273;50.47;38.351
3685.477;61.287;50.471;38.353
