IDs:;240717_14_240712K;14_DNAJB6_00_087_uM;
Concentration [uM]:;0.087;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
17359.44;68.319;47.174;35.713
17360.43;68.34;47.173;35.713
17361.42;68.368;47.17;35.711
17362.41;68.354;47.175;35.714
17363.39;68.319;47.174;35.714
17364.38;68.328;47.173;35.712
17365.38;68.357;47.17;35.71
17366.38;68.317;47.173;35.712
17367.38;68.33;47.171;35.711
17368.39;68.345;47.17;35.711
17369.4;68.318;47.171;35.71
17370.39;68.345;47.172;35.712
17371.39;68.331;47.172;35.711
17372.39;68.328;47.171;35.711
17373.39;68.314;47.172;35.711
17374.39;68.327;47.17;35.709
17375.38;68.336;47.171;35.711
17376.39;68.329;47.169;35.709
17377.39;68.336;47.171;35.71
17378.38;68.34;47.168;35.708
17379.39;68.304;47.17;35.708
17380.39;68.315;47.17;35.708
17381.38;68.326;47.165;35.705
17382.39;68.32;47.169;35.708
17383.38;68.328;47.166;35.705
17384.38;68.334;47.168;35.708
17385.37;68.341;47.168;35.708
17386.37;68.31;47.165;35.704
17387.38;68.325;47.167;35.707
17388.38;68.323;47.166;35.705
17389.39;68.324;47.166;35.706
17390.4;68.341;47.164;35.704
17391.4;68.3;47.167;35.706
17392.41;68.337;47.165;35.705
17393.44;68.314;47.166;35.705
17394.43;68.294;47.166;35.705
17395.44;68.31;47.166;35.705
17396.43;68.286;47.166;35.704
17397.41;68.315;47.162;35.702
17398.41;68.342;47.163;35.703
17399.41;68.331;47.165;35.704
17400.41;68.326;47.164;35.704
17401.4;68.32;47.162;35.701
17402.4;68.346;47.162;35.702
17403.41;68.3;47.164;35.703
17404.4;68.304;47.16;35.7
17405.39;68.303;47.162;35.701
17406.4;68.305;47.16;35.7
17407.4;68.294;47.163;35.702
17408.39;68.305;47.163;35.702
17409.38;68.333;47.16;35.7
17410.4;68.311;47.162;35.702
17411.39;68.318;47.16;35.7
17412.39;68.327;47.162;35.701
17413.4;68.323;47.161;35.7
17414.4;68.335;47.157;35.698
17415.4;68.309;47.161;35.701
17416.39;68.295;47.161;35.7
17417.39;68.302;47.16;35.7
17418.39;68.296;47.161;35.7
17419.37;68.296;47.158;35.698
17420.38;68.303;47.16;35.699
17421.37;68.277;47.161;35.7
17422.36;68.315;47.158;35.697
17423.36;68.319;47.16;35.7
17424.38;68.298;47.158;35.697
17425.36;68.304;47.159;35.699
17426.36;68.314;47.157;35.698
17427.35;68.284;47.159;35.697
17428.33;68.314;47.16;35.7
17429.33;68.34;47.156;35.697
17430.32;68.299;47.156;35.695
17431.31;68.268;47.158;35.697
17432.3;68.329;47.157;35.697
17433.3;68.29;47.156;35.695
17434.28;68.291;47.155;35.693
17435.26;68.308;47.155;35.695
17436.25;68.283;47.156;35.695
17437.24;68.31;47.157;35.697
17438.23;68.299;47.154;35.693
17439.23;68.31;47.153;35.693
17440.23;68.308;47.152;35.692
17441.24;68.307;47.153;35.693
17442.24;68.312;47.151;35.691
17443.23;68.296;47.152;35.692
17444.22;68.31;47.153;35.693
17445.22;68.303;47.152;35.692
17446.2;68.289;47.151;35.691
17447.19;68.327;47.151;35.691
17448.22;68.291;47.151;35.69
17449.22;68.304;47.154;35.694
17450.21;68.288;47.148;35.688
17451.2;68.299;47.15;35.69
17452.2;68.289;47.151;35.69
17453.2;68.294;47.15;35.69
17454.21;68.309;47.149;35.689
17455.22;68.31;47.15;35.69
17456.23;68.271;47.149;35.688
17457.22;68.284;47.149;35.688
17458.21;68.295;47.149;35.689
17459.2;68.3;47.147;35.687
17460.18;68.287;47.148;35.687
17461.19;68.301;47.149;35.689
17462.18;68.304;47.147;35.688
17463.17;68.296;47.146;35.686
17464.16;68.283;47.146;35.685
17465.15;68.292;47.146;35.686
17466.16;68.284;47.147;35.686
17467.15;68.32;47.145;35.685
17468.15;68.297;47.147;35.687
17469.14;68.3;47.143;35.683
17470.13;68.276;47.145;35.684
17471.13;68.292;47.147;35.687
17472.14;68.311;47.146;35.686
17473.13;68.305;47.146;35.686
17474.13;68.278;47.144;35.682
17475.14;68.275;47.146;35.685
17476.12;68.299;47.144;35.684
17477.12;68.278;47.144;35.684
17478.12;68.279;47.147;35.687
17479.13;68.272;47.147;35.685
17480.12;68.282;47.145;35.685
17481.12;68.274;47.143;35.683
17482.1;68.259;47.143;35.682
17483.1;68.279;47.143;35.683
17484.1;68.282;47.145;35.684
17485.11;68.273;47.144;35.683
17486.1;68.291;47.145;35.685
17487.09;68.261;47.144;35.683
17488.09;68.257;47.144;35.683
17489.09;68.293;47.141;35.682
17490.1;68.268;47.146;35.685
17491.11;68.272;47.141;35.68
17492.12;68.284;47.142;35.683
17493.11;68.275;47.143;35.682
17494.09;68.281;47.141;35.681
17495.09;68.29;47.143;35.683
17496.08;68.26;47.145;35.685
17497.07;68.269;47.141;35.68
17498.07;68.281;47.141;35.68
17499.06;68.282;47.142;35.682
17500.05;68.283;47.141;35.68
17501.05;68.278;47.141;35.681
17502.05;68.263;47.14;35.679
17503.02;68.278;47.141;35.68
17504.01;68.291;47.14;35.679
17505.01;68.254;47.142;35.681
17506.02;68.28;47.14;35.68
17507.02;68.271;47.141;35.679
17508.02;68.294;47.139;35.679
17508.99;68.265;47.14;35.679
17510;68.278;47.138;35.677
17510.99;68.263;47.141;35.68
17511.98;68.271;47.136;35.676
17512.97;68.268;47.14;35.679
17513.97;68.277;47.139;35.678
17514.98;68.268;47.139;35.678
17515.97;68.266;47.14;35.68
17516.96;68.276;47.138;35.678
17517.96;68.27;47.136;35.676
17518.96;68.26;47.136;35.676
17519.97;68.258;47.135;35.675
17520.96;68.274;47.138;35.677
17521.98;68.256;47.139;35.677
17522.98;68.264;47.137;35.676
17523.97;68.27;47.135;35.674
17525;68.278;47.136;35.675
17525.99;68.26;47.136;35.675
17526.98;68.259;47.136;35.675
17527.98;68.264;47.136;35.676
17528.97;68.292;47.134;35.674
17529.98;68.25;47.135;35.675
17530.99;68.259;47.135;35.674
17531.98;68.269;47.136;35.675
17532.97;68.262;47.134;35.674
17533.95;68.247;47.135;35.674
17534.93;68.264;47.133;35.672
17535.92;68.26;47.136;35.675
17536.91;68.263;47.133;35.672
17537.92;68.269;47.135;35.674
17538.91;68.24;47.135;35.674
17539.92;68.251;47.134;35.673
17540.93;68.284;47.133;35.673
17541.95;68.261;47.133;35.673
17542.94;68.257;47.134;35.673
17543.94;68.242;47.133;35.672
17544.95;68.269;47.133;35.673
17545.94;68.254;47.131;35.67
17546.93;68.232;47.132;35.67
17547.9;68.253;47.131;35.67
17548.91;68.267;47.129;35.669
17549.93;68.256;47.131;35.67
17550.92;68.264;47.13;35.67
17551.91;68.237;47.128;35.667
17552.91;68.245;47.132;35.67
17553.91;68.26;47.129;35.668
17554.94;68.243;47.129;35.668
17555.95;68.258;47.13;35.669
17556.94;68.262;47.129;35.668
17557.94;68.237;47.127;35.666
17558.92;68.254;47.128;35.667
17559.92;68.255;47.131;35.67
17560.92;68.246;47.128;35.667
17561.91;68.242;47.127;35.667
17562.89;68.236;47.128;35.667
17563.9;68.249;47.126;35.665
17564.9;68.248;47.125;35.665
17565.88;68.25;47.127;35.666
17566.88;68.242;47.126;35.664
17567.88;68.256;47.125;35.664
17568.87;68.237;47.126;35.665
17569.87;68.247;47.125;35.664
17570.87;68.242;47.127;35.666
17571.86;68.238;47.124;35.663
17572.84;68.228;47.125;35.664
17573.83;68.235;47.124;35.663
17574.83;68.242;47.125;35.665
17575.83;68.242;47.124;35.663
17576.85;68.257;47.123;35.663
17577.84;68.246;47.122;35.661
17578.83;68.253;47.123;35.662
17579.83;68.248;47.123;35.662
17580.83;68.233;47.123;35.662
17581.84;68.231;47.123;35.661
17582.83;68.242;47.122;35.662
17583.81;68.24;47.122;35.662
17584.81;68.242;47.123;35.662
17585.8;68.246;47.12;35.659
17586.79;68.246;47.12;35.659
17587.8;68.257;47.121;35.66
17588.8;68.221;47.121;35.66
17589.79;68.253;47.122;35.662
17590.78;68.221;47.122;35.661
17591.77;68.22;47.122;35.661
17592.76;68.243;47.121;35.66
17593.76;68.225;47.12;35.659
17594.75;68.252;47.119;35.658
17595.74;68.242;47.121;35.66
17596.74;68.226;47.122;35.661
17597.74;68.24;47.12;35.658
17598.74;68.221;47.12;35.659
17599.73;68.245;47.12;35.66
17600.72;68.23;47.118;35.657
17601.73;68.248;47.119;35.658
17602.73;68.229;47.12;35.658
17603.72;68.254;47.119;35.658
17604.71;68.233;47.118;35.658
17605.71;68.223;47.118;35.657
17606.7;68.207;47.119;35.657
17607.71;68.221;47.118;35.656
17608.72;68.231;47.118;35.657
17609.72;68.22;47.116;35.654
17610.71;68.227;47.116;35.655
17611.74;68.229;47.116;35.655
17612.72;68.231;47.117;35.656
17613.74;68.215;47.115;35.654
17614.76;68.21;47.117;35.655
17615.75;68.226;47.114;35.653
17616.75;68.235;47.115;35.654
17617.75;68.217;47.116;35.655
17618.75;68.227;47.116;35.655
17619.72;68.243;47.115;35.655
17620.72;68.205;47.114;35.653
17621.72;68.229;47.115;35.654
17622.72;68.208;47.116;35.655
17623.71;68.202;47.113;35.652
17624.71;68.236;47.113;35.652
17625.71;68.231;47.114;35.653
17626.69;68.194;47.112;35.65
17627.69;68.224;47.112;35.652
17628.71;68.215;47.112;35.651
17629.7;68.223;47.112;35.651
17630.71;68.224;47.111;35.65
17631.7;68.203;47.112;35.651
17632.69;68.228;47.112;35.651
17633.7;68.241;47.11;35.65
17634.68;68.223;47.11;35.649
17635.68;68.211;47.111;35.651
17636.67;68.213;47.112;35.651
17637.67;68.205;47.111;35.65
17638.67;68.208;47.111;35.65
17639.66;68.21;47.11;35.649
17640.65;68.218;47.11;35.65
17641.64;68.209;47.111;35.65
17642.64;68.217;47.111;35.65
17643.64;68.213;47.11;35.649
17644.65;68.187;47.11;35.648
17645.65;68.206;47.111;35.65
17646.66;68.211;47.109;35.648
17647.66;68.198;47.11;35.649
17648.68;68.21;47.107;35.646
17649.67;68.252;47.108;35.646
17650.66;68.221;47.11;35.649
17651.66;68.218;47.107;35.646
17652.66;68.214;47.109;35.648
17653.67;68.188;47.108;35.646
17654.67;68.209;47.109;35.648
17655.65;68.199;47.108;35.648
17656.63;68.207;47.107;35.646
17657.62;68.202;47.108;35.647
17658.62;68.213;47.108;35.647
17659.6;68.191;47.108;35.646
17660.6;68.178;47.107;35.645
17661.61;68.199;47.108;35.647
17662.61;68.185;47.106;35.644
17663.59;68.211;47.105;35.644
17664.58;68.198;47.105;35.645
17665.58;68.194;47.105;35.643
17666.56;68.203;47.106;35.645
17667.55;68.201;47.104;35.643
17668.55;68.204;47.105;35.644
17669.55;68.183;47.105;35.643
17670.55;68.204;47.105;35.644
17671.55;68.211;47.104;35.642
17672.55;68.212;47.104;35.644
17673.56;68.19;47.103;35.641
17674.55;68.186;47.103;35.642
17675.54;68.229;47.104;35.643
17676.55;68.182;47.105;35.643
17677.56;68.203;47.104;35.643
17678.55;68.195;47.102;35.641
17679.54;68.182;47.103;35.642
17680.53;68.188;47.104;35.642
17681.53;68.227;47.102;35.641
17682.53;68.211;47.103;35.642
17683.52;68.196;47.104;35.643
17684.5;68.188;47.101;35.64
17685.49;68.174;47.1;35.638
17686.48;68.182;47.101;35.64
17687.47;68.216;47.101;35.641
17688.46;68.206;47.099;35.639
17689.46;68.206;47.1;35.639
17690.46;68.183;47.101;35.639
17691.48;68.181;47.101;35.64
17692.49;68.185;47.099;35.637
17693.5;68.196;47.101;35.64
17694.49;68.175;47.1;35.639
17695.47;68.192;47.096;35.635
17696.46;68.191;47.099;35.637
17697.45;68.191;47.099;35.638
17698.44;68.208;47.097;35.636
17699.42;68.182;47.097;35.636
17700.42;68.18;47.1;35.638
17701.41;68.192;47.1;35.638
17702.4;68.2;47.097;35.635
17703.4;68.182;47.098;35.637
17704.38;68.179;47.099;35.638
17705.4;68.178;47.097;35.636
17706.39;68.203;47.095;35.634
17707.39;68.166;47.096;35.634
17708.37;68.2;47.093;35.633
17709.35;68.187;47.096;35.635
17710.35;68.184;47.095;35.634
17711.35;68.158;47.095;35.634
17712.36;68.169;47.096;35.635
17713.36;68.197;47.094;35.632
17714.35;68.18;47.094;35.632
17715.35;68.173;47.094;35.632
17716.36;68.193;47.094;35.633
17717.36;68.216;47.091;35.631
17718.37;68.176;47.094;35.634
17719.38;68.161;47.093;35.631
17720.37;68.186;47.092;35.631
17721.36;68.179;47.093;35.631
17722.37;68.208;47.091;35.63
17723.38;68.188;47.092;35.631
17724.37;68.19;47.091;35.63
17725.37;68.174;47.092;35.631
17726.38;68.179;47.092;35.631
17727.36;68.173;47.091;35.63
17728.36;68.166;47.092;35.63
17729.35;68.183;47.091;35.63
17730.33;68.169;47.09;35.628
17731.33;68.175;47.091;35.63
17732.31;68.204;47.09;35.629
17733.3;68.177;47.091;35.629
17734.31;68.183;47.088;35.627
17735.32;68.173;47.089;35.627
17736.33;68.189;47.088;35.628
17737.34;68.198;47.09;35.628
17738.33;68.146;47.091;35.629
17739.33;68.163;47.089;35.628
17740.33;68.194;47.087;35.627
17741.31;68.177;47.088;35.627
17742.31;68.162;47.088;35.626
17743.31;68.155;47.089;35.626
17744.3;68.178;47.087;35.626
17745.3;68.174;47.086;35.624
17746.31;68.193;47.087;35.626
17747.32;68.2;47.088;35.627
17748.34;68.18;47.087;35.626
17749.33;68.171;47.088;35.626
17750.34;68.178;47.087;35.626
17751.35;68.178;47.086;35.625
17752.37;68.174;47.086;35.624
17753.36;68.171;47.085;35.624
17754.35;68.168;47.086;35.625
17755.36;68.158;47.085;35.623
17756.36;68.152;47.088;35.627
17757.35;68.18;47.086;35.625
17758.35;68.158;47.085;35.623
17759.34;68.195;47.087;35.626
17760.34;68.152;47.086;35.625
17761.33;68.152;47.086;35.624
17762.33;68.157;47.085;35.624
17763.3;68.197;47.084;35.623
17764.3;68.162;47.084;35.622
17765.29;68.163;47.086;35.624
17766.29;68.137;47.087;35.625
17767.29;68.147;47.085;35.623
17768.29;68.169;47.086;35.624
17769.31;68.152;47.085;35.623
17770.32;68.156;47.086;35.624
17771.32;68.197;47.084;35.623
17772.32;68.145;47.085;35.623
17773.33;68.157;47.082;35.62
17774.31;68.148;47.085;35.622
17775.32;68.139;47.084;35.621
17776.33;68.178;47.083;35.622
17777.34;68.164;47.082;35.621
17778.33;68.159;47.083;35.621
17779.33;68.187;47.082;35.621
17780.33;68.149;47.083;35.621
17781.34;68.189;47.082;35.621
17782.34;68.152;47.081;35.62
17783.33;68.154;47.083;35.621
17784.31;68.156;47.084;35.622
17785.32;68.172;47.08;35.619
17786.3;68.139;47.084;35.623
17787.29;68.172;47.082;35.62
17788.29;68.154;47.082;35.619
17789.29;68.184;47.083;35.621
17790.28;68.147;47.082;35.62
17791.26;68.146;47.08;35.618
17792.26;68.174;47.081;35.62
17793.26;68.155;47.08;35.619
17794.26;68.176;47.079;35.618
17795.26;68.182;47.079;35.618
17796.27;68.138;47.079;35.617
17797.28;68.194;47.079;35.618
17798.28;68.148;47.08;35.618
17799.29;68.16;47.078;35.617
17800.3;68.186;47.078;35.618
17801.33;68.175;47.079;35.618
17802.33;68.177;47.077;35.616
17803.34;68.157;47.077;35.616
17804.32;68.15;47.079;35.616
17805.33;68.191;47.077;35.616
17806.31;68.136;47.077;35.614
17807.3;68.15;47.078;35.616
17808.29;68.18;47.076;35.615
17809.29;68.152;47.075;35.613
17810.29;68.162;47.076;35.615
17811.29;68.159;47.076;35.615
17812.3;68.161;47.078;35.617
17813.32;68.164;47.074;35.613
17814.3;68.156;47.077;35.615
17815.29;68.174;47.076;35.615
17816.29;68.166;47.075;35.613
17817.29;68.155;47.075;35.614
17818.27;68.167;47.075;35.614
17819.28;68.137;47.073;35.611
17820.27;68.167;47.074;35.613
17821.27;68.167;47.075;35.614
17822.25;68.166;47.074;35.612
17823.26;68.15;47.074;35.612
17824.27;68.159;47.071;35.609
17825.26;68.165;47.073;35.611
17826.25;68.162;47.073;35.611
17827.26;68.132;47.073;35.61
17828.25;68.167;47.071;35.61
17829.25;68.146;47.068;35.606
17830.27;68.156;47.07;35.609
17831.26;68.153;47.071;35.609
17832.24;68.141;47.07;35.608
17833.25;68.134;47.072;35.61
17834.24;68.125;47.07;35.608
17835.24;68.157;47.069;35.608
17836.25;68.133;47.069;35.607
17837.26;68.145;47.071;35.609
17838.28;68.171;47.069;35.607
17839.27;68.153;47.069;35.607
17840.27;68.134;47.067;35.605
17841.27;68.165;47.069;35.607
17842.28;68.128;47.068;35.606
17843.3;68.145;47.069;35.607
17844.28;68.146;47.069;35.608
17845.28;68.162;47.068;35.606
17846.28;68.145;47.068;35.607
17847.28;68.123;47.068;35.605
17848.26;68.151;47.067;35.605
17849.28;68.167;47.067;35.606
17850.29;68.132;47.067;35.605
17851.28;68.161;47.068;35.607
17852.27;68.14;47.064;35.602
17853.3;68.14;47.067;35.605
17854.3;68.124;47.066;35.604
17855.29;68.133;47.067;35.605
17856.29;68.139;47.066;35.604
17857.28;68.134;47.068;35.605
17858.28;68.158;47.067;35.606
17859.28;68.142;47.065;35.603
17860.26;68.136;47.065;35.603
17861.25;68.137;47.064;35.603
17862.24;68.143;47.064;35.603
17863.25;68.142;47.067;35.605
17864.24;68.149;47.064;35.603
17865.25;68.134;47.064;35.602
17866.23;68.125;47.065;35.603
17867.23;68.123;47.064;35.602
17868.21;68.142;47.063;35.6
17869.2;68.133;47.063;35.601
17870.19;68.139;47.064;35.602
17871.18;68.116;47.062;35.6
17872.2;68.135;47.063;35.601
17873.19;68.154;47.062;35.601
17874.19;68.143;47.062;35.6
17875.16;68.129;47.062;35.6
17876.18;68.125;47.062;35.6
17877.19;68.126;47.063;35.601
17878.19;68.122;47.061;35.598
17879.19;68.127;47.061;35.6
17880.18;68.131;47.063;35.601
17881.17;68.151;47.06;35.599
17882.16;68.145;47.062;35.599
17883.14;68.155;47.059;35.598
17884.13;68.123;47.059;35.598
17885.12;68.127;47.058;35.597
17886.11;68.124;47.059;35.597
17887.11;68.142;47.06;35.598
17888.12;68.132;47.058;35.596
17889.11;68.137;47.058;35.596
17890.09;68.133;47.06;35.598
17891.08;68.131;47.061;35.598
17892.05;68.122;47.059;35.596
17893.04;68.141;47.058;35.596
17894.05;68.13;47.058;35.597
17895.05;68.125;47.057;35.595
17896.06;68.114;47.058;35.596
17897.06;68.118;47.057;35.595
17898.06;68.137;47.057;35.596
17899.06;68.143;47.057;35.595
17900.06;68.126;47.058;35.596
17901.05;68.133;47.056;35.595
17902.05;68.124;47.055;35.593
17903.05;68.107;47.058;35.596
17904.04;68.115;47.055;35.593
17905.03;68.138;47.056;35.594
17906.03;68.139;47.055;35.594
17907.04;68.121;47.055;35.593
17908.05;68.121;47.057;35.595
17909.08;68.115;47.056;35.593
17910.07;68.127;47.055;35.593
17911.08;68.106;47.056;35.593
17912.06;68.12;47.053;35.592
17913.05;68.138;47.052;35.591
17914.04;68.093;47.054;35.591
17915.04;68.093;47.057;35.594
17916.04;68.11;47.054;35.591
17917.04;68.136;47.055;35.593
17918.06;68.12;47.053;35.59
17919.06;68.128;47.054;35.591
17920.06;68.091;47.053;35.59
17921.03;68.093;47.053;35.59
17922.03;68.125;47.051;35.589
17923.01;68.132;47.052;35.59
17924.01;68.109;47.052;35.59
17925.01;68.121;47.053;35.591
17926.01;68.124;47.051;35.589
17927;68.114;47.053;35.59
17928;68.109;47.052;35.59
17928.99;68.11;47.053;35.59
17930;68.129;47.051;35.588
17931;68.121;47.053;35.591
17931.98;68.11;47.051;35.589
17932.96;68.125;47.049;35.588
17933.96;68.104;47.051;35.589
17934.97;68.104;47.051;35.588
17935.96;68.122;47.051;35.588
17936.97;68.092;47.053;35.589
17937.98;68.116;47.051;35.588
17938.96;68.144;47.051;35.589
17939.95;68.123;47.049;35.587
17940.96;68.088;47.051;35.589
17941.93;68.111;47.05;35.588
17942.95;68.122;47.048;35.586
17943.97;68.11;47.05;35.587
17944.96;68.1;47.051;35.588
17945.97;68.124;47.048;35.586
17946.98;68.109;47.048;35.586
17947.99;68.111;47.049;35.586
17949;68.132;47.048;35.586
17949.99;68.115;47.048;35.585
17951.01;68.12;47.049;35.586
17952;68.12;47.047;35.585
17953;68.086;47.047;35.584
17954;68.093;47.049;35.586
17954.99;68.094;47.047;35.585
17955.98;68.092;47.046;35.584
17956.98;68.099;47.048;35.586
17957.97;68.084;47.047;35.584
17958.97;68.097;47.048;35.585
17959.98;68.126;47.045;35.583
17960.97;68.104;47.045;35.583
17961.95;68.104;47.045;35.583
17962.94;68.089;47.046;35.583
17963.94;68.106;47.046;35.583
17964.93;68.115;47.045;35.582
17965.93;68.123;47.045;35.583
17966.94;68.111;47.043;35.581
17967.93;68.109;47.044;35.582
17968.94;68.1;47.044;35.581
17969.94;68.109;47.044;35.583
17970.93;68.115;47.045;35.583
17971.92;68.108;47.043;35.58
17972.92;68.116;47.045;35.582
17973.94;68.095;47.042;35.58
17974.93;68.1;47.043;35.58
17975.92;68.12;47.041;35.579
17976.93;68.136;47.042;35.58
17977.94;68.104;47.042;35.58
17978.92;68.109;47.039;35.576
17979.91;68.096;47.041;35.579
17980.91;68.1;47.043;35.58
17981.91;68.088;47.043;35.58
17982.92;68.103;47.04;35.577
17983.93;68.099;47.041;35.578
17984.92;68.102;47.04;35.578
17985.92;68.085;47.04;35.577
17986.9;68.074;47.039;35.577
17987.9;68.111;47.04;35.578
17988.89;68.103;47.039;35.576
17989.88;68.079;47.041;35.577
17990.88;68.1;47.04;35.577
17991.88;68.121;47.038;35.576
17992.87;68.101;47.039;35.578
17993.86;68.089;47.04;35.577
17994.86;68.072;47.039;35.576
17995.85;68.093;47.04;35.578
17996.85;68.076;47.042;35.579
17997.84;68.1;47.038;35.575
17998.83;68.092;47.038;35.576
17999.83;68.11;47.039;35.577
18000.82;68.103;47.038;35.575
18001.81;68.105;47.037;35.575
18002.81;68.102;47.037;35.575
18003.82;68.094;47.038;35.575
18004.8;68.08;47.039;35.576
18005.79;68.095;47.04;35.578
18006.78;68.101;47.036;35.573
18007.79;68.121;47.035;35.574
18008.8;68.103;47.036;35.574
18009.79;68.106;47.036;35.574
18010.79;68.088;47.038;35.575
18011.79;68.097;47.036;35.573
18012.79;68.089;47.037;35.574
18013.77;68.094;47.036;35.573
18014.77;68.09;47.034;35.571
18015.77;68.077;47.037;35.575
18016.74;68.081;47.036;35.573
18017.74;68.111;47.033;35.57
18018.73;68.076;47.036;35.573
18019.73;68.1;47.034;35.572
18020.73;68.087;47.033;35.57
18021.73;68.091;47.036;35.573
18022.71;68.086;47.033;35.57
18023.73;68.096;47.032;35.57
18024.73;68.101;47.033;35.57
18025.71;68.08;47.033;35.569
18026.7;68.101;47.032;35.569
18027.69;68.106;47.031;35.568
18028.7;68.071;47.031;35.568
18029.71;68.088;47.031;35.569
18030.7;68.094;47.03;35.567
18031.7;68.092;47.03;35.568
18032.72;68.097;47.031;35.568
18033.71;68.099;47.031;35.568
18034.71;68.115;47.028;35.566
18035.72;68.101;47.029;35.567
18036.71;68.103;47.029;35.566
18037.7;68.091;47.028;35.565
18038.69;68.098;47.028;35.566
18039.7;68.099;47.025;35.562
18040.7;68.095;47.026;35.563
18041.69;68.102;47.029;35.567
18042.67;68.103;47.028;35.565
18043.66;68.091;47.026;35.563
18044.67;68.114;47.026;35.564
18045.67;68.08;47.026;35.563
18046.65;68.096;47.023;35.561
18047.67;68.091;47.024;35.561
18048.67;68.103;47.022;35.56
18049.66;68.096;47.024;35.562
18050.65;68.102;47.025;35.563
18051.65;68.089;47.023;35.561
18052.65;68.102;47.023;35.561
18053.64;68.097;47.023;35.561
18054.64;68.07;47.027;35.563
18055.64;68.102;47.023;35.56
18056.63;68.102;47.022;35.56
18057.61;68.09;47.023;35.561
18058.61;68.094;47.024;35.562
18059.6;68.072;47.026;35.562
18060.6;68.083;47.025;35.563
18061.61;68.069;47.024;35.56
18062.59;68.098;47.023;35.56
18063.6;68.087;47.024;35.562
18064.61;68.098;47.024;35.562
18065.64;68.077;47.023;35.559
18066.64;68.093;47.025;35.562
18067.64;68.079;47.023;35.56
18068.64;68.094;47.024;35.561
18069.65;68.083;47.023;35.56
18070.66;68.131;47.019;35.557
18071.65;68.09;47.022;35.559
18072.65;68.083;47.022;35.559
18073.64;68.109;47.021;35.559
18074.64;68.075;47.019;35.556
18075.63;68.092;47.021;35.559
18076.63;68.1;47.02;35.558
18077.61;68.097;47.02;35.558
18078.59;68.065;47.019;35.556
18079.58;68.096;47.018;35.556
18080.57;68.071;47.022;35.559
18081.57;68.097;47.018;35.555
18082.58;68.094;47.021;35.558
18083.56;68.067;47.023;35.56
18084.56;68.104;47.019;35.557
18085.56;68.107;47.018;35.555
18086.56;68.105;47.019;35.556
18087.57;68.099;47.017;35.555
18088.58;68.076;47.019;35.556
18089.57;68.07;47.02;35.557
18090.58;68.069;47.022;35.559
18091.58;68.097;47.017;35.555
18092.59;68.119;47.016;35.553
18093.6;68.115;47.015;35.553
18094.6;68.097;47.015;35.553
18095.59;68.085;47.016;35.553
18096.59;68.106;47.018;35.555
18097.59;68.091;47.015;35.553
18098.59;68.091;47.018;35.555
18099.59;68.069;47.016;35.554
18100.58;68.059;47.016;35.553
18101.55;68.109;47.013;35.551
18102.56;68.083;47.015;35.552
18103.54;68.085;47.015;35.552
18104.54;68.07;47.016;35.553
18105.54;68.076;47.016;35.553
18106.56;68.101;47.014;35.551
18107.55;68.074;47.013;35.55
18108.52;68.113;47.012;35.551
18109.53;68.089;47.014;35.551
18110.52;68.086;47.014;35.552
18111.51;68.08;47.012;35.549
18112.51;68.103;47.011;35.548
18113.52;68.085;47.011;35.548
18114.54;68.07;47.016;35.553
18115.53;68.083;47.014;35.551
18116.52;68.084;47.012;35.549
18117.55;68.077;47.014;35.551
18118.55;68.088;47.014;35.552
18119.56;68.1;47.011;35.548
18120.54;68.083;47.011;35.548
18121.53;68.084;47.012;35.549
18122.54;68.09;47.01;35.547
18123.54;68.088;47.01;35.547
18124.54;68.1;47.01;35.547
18125.53;68.08;47.01;35.547
18126.53;68.079;47.008;35.545
18127.54;68.053;47.012;35.548
18128.53;68.085;47.01;35.547
18129.53;68.076;47.009;35.546
18130.52;68.082;47.007;35.544
18131.53;68.059;47.01;35.547
18132.53;68.081;47.007;35.544
18133.52;68.085;47.008;35.545
18134.51;68.089;47.008;35.545
18135.51;68.082;47.007;35.544
18136.5;68.092;47.007;35.545
18137.51;68.086;47.006;35.544
18138.51;68.069;47.008;35.545
18139.51;68.064;47.008;35.545
18140.49;68.075;47.008;35.544
18141.48;68.076;47.006;35.543
18142.48;68.076;47.007;35.544
18143.49;68.072;47.006;35.543
18144.49;68.078;47.008;35.545
18145.49;68.083;47.005;35.542
18146.47;68.08;47.006;35.543
18147.47;68.064;47.008;35.545
18148.46;68.051;47.006;35.543
18149.46;68.073;47.005;35.542
18150.48;68.073;47.006;35.543
18151.47;68.067;47.007;35.543
18152.46;68.071;47.004;35.542
18153.46;68.075;47.005;35.542
18154.46;68.102;47.006;35.543
18155.47;68.063;47.004;35.54
18156.45;68.073;47.003;35.54
18157.44;68.09;47.005;35.542
18158.45;68.078;47.004;35.54
18159.44;68.071;47.003;35.54
18160.44;68.064;47.005;35.542
18161.44;68.057;47.004;35.54
18162.43;68.056;47.005;35.541
18163.42;68.101;47;35.538
18164.42;68.079;47.002;35.538
18165.41;68.093;47.002;35.539
18166.4;68.061;47.004;35.54
18167.42;68.077;47.002;35.539
18168.43;68.075;47.001;35.538
18169.42;68.06;47.001;35.538
18170.4;68.078;47.002;35.539
18171.4;68.066;47;35.537
18172.4;68.059;46.999;35.536
18173.39;68.071;47.002;35.539
18174.37;68.072;46.999;35.537
18175.36;68.058;47;35.536
18176.34;68.052;46.999;35.536
