IDs:;240715_04_240712C;04_DNAJB6_02_220_uM;
Concentration [uM]:;2.22;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
3307.407;54.465;52.018;38.649
3308.401;54.464;52.016;38.648
3309.389;54.471;52.017;38.648
3310.369;54.472;52.016;38.649
3311.36;54.475;52.018;38.649
3312.35;54.464;52.017;38.648
3313.341;54.457;52.016;38.648
3314.335;54.468;52.015;38.648
3315.341;54.469;52.017;38.65
3316.327;54.471;52.017;38.65
3317.322;54.467;52.016;38.647
3318.323;54.46;52.015;38.647
3319.312;54.469;52.017;38.648
3320.309;54.47;52.018;38.649
3321.313;54.47;52.016;38.648
3322.297;54.459;52.015;38.647
3323.27;54.467;52.015;38.646
3324.282;54.473;52.014;38.646
3325.297;54.468;52.016;38.649
3326.29;54.468;52.015;38.648
3327.287;54.473;52.015;38.647
3328.295;54.464;52.017;38.649
3329.288;54.455;52.016;38.647
3330.31;54.469;52.016;38.648
3331.312;54.454;52.013;38.644
3332.311;54.472;52.015;38.647
3333.317;54.457;52.014;38.644
3334.334;54.455;52.016;38.645
3335.353;54.461;52.014;38.644
3336.35;54.458;52.015;38.647
3337.36;54.458;52.013;38.644
3338.347;54.452;52.014;38.644
3339.361;54.466;52.013;38.644
3340.342;54.463;52.013;38.644
3341.339;54.464;52.017;38.648
3342.327;54.464;52.014;38.644
3343.302;54.459;52.014;38.645
3344.314;54.461;52.016;38.647
3345.31;54.463;52.013;38.645
3346.317;54.468;52.014;38.643
3347.314;54.455;52.012;38.642
3348.309;54.462;52.015;38.644
3349.302;54.454;52.011;38.64
3350.309;54.449;52.009;38.638
3351.319;54.459;52.012;38.643
3352.316;54.448;52.01;38.64
3353.315;54.457;52.013;38.644
3354.318;54.458;52.013;38.643
3355.332;54.462;52.014;38.643
3356.329;54.463;52.014;38.644
3357.327;54.458;52.012;38.642
3358.304;54.459;52.013;38.643
3359.314;54.451;52.011;38.64
3360.304;54.44;52.011;38.639
3361.3;54.444;52.012;38.642
3362.297;54.443;52.01;38.639
3363.273;54.458;52.012;38.641
3364.283;54.446;52.011;38.64
3365.279;54.447;52.009;38.638
3366.278;54.444;52.01;38.638
3367.285;54.448;52.011;38.639
3368.264;54.455;52.012;38.641
3369.275;54.442;52.01;38.639
3370.259;54.443;52.01;38.64
3371.25;54.452;52.011;38.641
3372.246;54.445;52.011;38.641
3373.242;54.442;52.011;38.64
3374.258;54.451;52.011;38.639
3375.258;54.453;52.013;38.642
3376.262;54.451;52.013;38.643
3377.249;54.45;52.011;38.64
3378.254;54.438;52.008;38.637
3379.224;54.45;52.01;38.638
3380.232;54.44;52.011;38.638
3381.229;54.442;52.008;38.637
3382.23;54.448;52.009;38.639
3383.23;54.443;52.009;38.637
3384.209;54.441;52.012;38.641
3385.223;54.442;52.011;38.64
3386.216;54.445;52.013;38.641
3387.2;54.45;52.01;38.638
3388.212;54.443;52.009;38.638
3389.229;54.446;52.007;38.636
3390.236;54.439;52.01;38.637
3391.221;54.443;52.007;38.634
3392.209;54.439;52.006;38.635
3393.202;54.433;52.005;38.633
3394.2;54.427;52.005;38.633
3395.203;54.451;52.004;38.634
3396.187;54.446;52.01;38.638
3397.171;54.442;52.009;38.636
3398.158;54.44;52.006;38.634
3399.151;54.443;52.007;38.634
3400.147;54.448;52.009;38.637
3401.154;54.444;52.006;38.635
3402.129;54.435;52.006;38.634
3403.143;54.433;52.008;38.636
3404.129;54.445;52.007;38.635
3405.151;54.431;52.008;38.634
3406.145;54.434;52.007;38.634
3407.149;54.438;52.007;38.635
3408.153;54.427;52.004;38.631
3409.16;54.429;52.005;38.633
3410.141;54.438;52.008;38.634
3411.136;54.436;52.006;38.633
3412.131;54.424;52.006;38.633
3413.139;54.435;52.005;38.633
3414.132;54.435;52.005;38.632
3415.125;54.423;52.005;38.632
3416.101;54.433;52.007;38.635
3417.115;54.429;52.001;38.628
3418.131;54.426;52.004;38.631
3419.152;54.428;52.002;38.629
3420.133;54.433;52.005;38.632
3421.143;54.436;52.005;38.631
3422.126;54.422;52.003;38.63
3423.105;54.42;52.006;38.632
3424.116;54.423;52.003;38.629
3425.132;54.418;52.005;38.631
3426.132;54.423;52.003;38.628
3427.136;54.419;52.004;38.631
3428.15;54.421;52.003;38.629
3429.147;54.435;52.005;38.632
3430.151;54.432;52.003;38.628
3431.161;54.432;52.006;38.633
3432.178;54.435;52.005;38.63
3433.197;54.433;52.005;38.63
3434.195;54.436;52.006;38.632
3435.198;54.423;52.003;38.629
3436.207;54.429;52.007;38.633
3437.217;54.431;52.004;38.63
3438.204;54.431;52.005;38.63
3439.191;54.432;52.007;38.632
3440.181;54.424;52.004;38.629
3441.176;54.418;52.005;38.629
3442.174;54.425;52.007;38.633
3443.149;54.419;52.005;38.629
3444.139;54.42;52.004;38.63
3445.128;54.418;52.002;38.627
3446.123;54.424;52.004;38.631
3447.132;54.427;52.004;38.629
3448.143;54.423;52.003;38.628
3449.142;54.428;52.004;38.63
3450.125;54.432;52.004;38.628
3451.105;54.43;52.005;38.631
3452.103;54.421;52.005;38.629
3453.122;54.429;52.005;38.63
3454.122;54.419;52.006;38.631
3455.105;54.421;52.005;38.629
3456.107;54.417;52.004;38.629
3457.087;54.428;52.005;38.631
3458.079;54.421;52.006;38.632
3459.072;54.426;52.006;38.631
3460.075;54.428;52.007;38.631
3461.064;54.42;52.005;38.629
3462.065;54.418;52.004;38.628
3463.037;54.424;52.005;38.631
3464.024;54.421;52.004;38.628
3465.038;54.415;52.004;38.627
3466.062;54.415;52.002;38.626
3467.051;54.415;52.003;38.627
3468.04;54.424;52.007;38.631
3469.032;54.423;52.007;38.631
3470.028;54.424;52.005;38.629
3471.024;54.423;52.008;38.632
3472.003;54.414;52.004;38.629
3472.981;54.425;52.007;38.63
3473.979;54.422;52.005;38.629
3474.985;54.41;52.006;38.63
3475.968;54.427;52.006;38.63
3476.97;54.421;52.006;38.631
3477.97;54.423;52.008;38.632
3478.962;54.424;52.006;38.63
3479.942;54.423;52.006;38.629
3480.943;54.427;52.006;38.631
3481.959;54.421;52.005;38.628
3482.964;54.413;52.007;38.63
3483.945;54.421;52.01;38.634
3484.948;54.427;52.007;38.631
3485.945;54.425;52.009;38.632
3486.932;54.415;52.007;38.63
3487.944;54.411;52.006;38.628
3488.944;54.414;52.007;38.63
3489.947;54.424;52.007;38.629
3490.944;54.42;52.009;38.633
3491.96;54.416;52.005;38.628
3492.958;54.417;52.008;38.63
3493.962;54.422;52.008;38.63
3494.968;54.41;52.009;38.632
3495.963;54.419;52.008;38.631
3496.953;54.411;52.007;38.63
3497.931;54.422;52.008;38.632
3498.931;54.415;52.008;38.629
3499.933;54.423;52.007;38.63
3500.922;54.416;52.007;38.63
3501.923;54.411;52.006;38.626
3502.902;54.426;52.007;38.628
3503.904;54.412;52.007;38.629
3504.925;54.409;52.006;38.628
3505.911;54.422;52.008;38.63
3506.909;54.413;52.008;38.629
3507.909;54.405;52.007;38.628
3508.886;54.416;52.006;38.627
3509.875;54.412;52.006;38.627
3510.857;54.407;52.007;38.629
3511.853;54.418;52.007;38.628
3512.856;54.407;52.007;38.628
3513.867;54.418;52.007;38.629
3514.838;54.413;52.007;38.628
3515.822;54.407;52.005;38.626
3516.818;54.417;52.008;38.628
3517.819;54.417;52.005;38.627
3518.829;54.407;52.006;38.627
3519.819;54.416;52.006;38.626
3520.813;54.412;52.008;38.629
3521.809;54.417;52.007;38.628
3522.815;54.403;52.005;38.625
3523.825;54.404;52.006;38.626
3524.807;54.417;52.005;38.626
3525.801;54.416;52.006;38.627
3526.821;54.41;52.007;38.63
3527.823;54.401;52.005;38.625
3528.839;54.401;52.005;38.625
3529.839;54.413;52.007;38.629
3530.846;54.416;52.006;38.627
3531.838;54.4;52.004;38.625
3532.819;54.409;52.009;38.629
3533.836;54.412;52.006;38.626
3534.831;54.4;52.005;38.625
3535.825;54.414;52.007;38.628
3536.83;54.413;52.006;38.626
3537.817;54.396;52.007;38.628
3538.793;54.402;52.007;38.627
3539.8;54.412;52.006;38.625
3540.797;54.408;52.008;38.629
3541.796;54.404;52.005;38.624
3542.8;54.409;52.007;38.627
3543.783;54.403;52.005;38.624
3544.771;54.406;52.008;38.627
3545.764;54.397;52.004;38.623
3546.763;54.408;52.004;38.624
3547.766;54.399;52.003;38.623
3548.774;54.402;52.004;38.622
3549.788;54.403;52.006;38.626
3550.804;54.396;52.004;38.624
3551.8;54.403;52.005;38.623
3552.798;54.403;52.006;38.625
3553.799;54.398;52.003;38.622
3554.814;54.396;52.002;38.62
3555.8;54.396;52.002;38.622
3556.789;54.397;52.004;38.624
3557.78;54.398;52.004;38.622
3558.775;54.389;52.003;38.622
3559.772;54.387;52.001;38.619
3560.778;54.399;52.004;38.623
3561.76;54.403;52.004;38.623
3562.776;54.383;52.003;38.621
3563.765;54.4;52.005;38.625
3564.744;54.388;52.005;38.622
3565.725;54.397;52.004;38.623
3566.736;54.394;52.004;38.622
3567.713;54.388;52.001;38.619
3568.717;54.396;52.002;38.62
3569.698;54.395;52.003;38.621
3570.695;54.395;52.003;38.622
3571.697;54.382;52.004;38.622
3572.702;54.396;52.002;38.62
3573.693;54.395;52.004;38.622
3574.691;54.395;52.002;38.62
3575.697;54.389;52.001;38.619
3576.688;54.397;52.003;38.621
3577.682;54.401;52.001;38.618
3578.683;54.384;52.003;38.622
3579.677;54.394;52.004;38.621
3580.675;54.38;51.999;38.616
3581.648;54.391;52.002;38.62
3582.632;54.383;52.001;38.618
3583.622;54.385;52;38.617
3584.615;54.383;52.001;38.617
3585.617;54.38;52.002;38.619
3586.604;54.387;52.002;38.619
3587.62;54.381;52.003;38.62
3588.637;54.376;52.001;38.616
3589.626;54.389;52.002;38.62
3590.619;54.379;52.001;38.619
3591.609;54.389;52.001;38.618
3592.604;54.39;52.002;38.618
3593.6;54.378;52;38.616
3594.605;54.379;51.998;38.614
3595.61;54.373;52;38.617
3596.606;54.383;52.001;38.617
3597.609;54.388;52.001;38.619
3598.602;54.376;52.001;38.616
3599.615;54.385;52.001;38.619
3600.617;54.375;52;38.616
3601.634;54.387;52.002;38.618
3602.638;54.387;52;38.616
3603.628;54.383;52;38.615
3604.632;54.378;52.001;38.618
3605.613;54.382;52;38.617
3606.618;54.385;52.002;38.619
3607.619;54.387;51.999;38.615
3608.625;54.382;52.001;38.618
3609.612;54.387;52.002;38.618
3610.604;54.379;52.001;38.617
3611.603;54.381;52.001;38.616
3612.618;54.383;52;38.616
3613.64;54.384;52;38.616
3614.635;54.385;51.996;38.612
3615.638;54.386;51.999;38.615
3616.643;54.384;51.997;38.613
3617.629;54.365;51.997;38.612
3618.619;54.376;52;38.615
3619.614;54.384;51.998;38.614
3620.613;54.37;51.994;38.61
3621.616;54.378;51.999;38.614
3622.619;54.368;51.995;38.609
3623.628;54.369;51.996;38.612
3624.615;54.375;51.998;38.614
3625.604;54.365;51.996;38.611
3626.595;54.38;51.998;38.614
3627.588;54.367;51.998;38.614
3628.599;54.368;51.996;38.611
3629.613;54.367;51.996;38.611
3630.618;54.372;51.996;38.611
3631.613;54.368;51.997;38.612
3632.606;54.372;51.999;38.614
3633.585;54.374;52;38.615
3634.583;54.378;51.999;38.614
3635.574;54.368;51.995;38.609
3636.561;54.378;51.997;38.611
3637.56;54.366;51.997;38.611
3638.546;54.376;51.999;38.614
3639.542;54.373;51.998;38.614
3640.533;54.375;51.998;38.613
3641.527;54.367;51.999;38.614
3642.528;54.362;51.998;38.611
3643.527;54.365;51.999;38.614
3644.536;54.377;51.999;38.613
3645.522;54.362;51.999;38.613
3646.516;54.375;51.999;38.614
3647.516;54.378;51.997;38.612
3648.524;54.361;51.999;38.612
3649.537;54.36;51.997;38.611
3650.528;54.367;51.998;38.612
3651.52;54.362;52;38.613
3652.528;54.359;51.999;38.612
3653.537;54.362;51.998;38.611
3654.519;54.369;52;38.613
3655.505;54.375;51.998;38.612
3656.528;54.366;51.998;38.611
3657.524;54.362;51.996;38.609
3658.524;54.372;52.001;38.614
3659.529;54.357;51.998;38.611
3660.54;54.369;52;38.613
3661.554;54.369;51.999;38.613
3662.57;54.37;51.998;38.611
3663.562;54.36;51.997;38.609
3664.556;54.359;51.999;38.612
3665.558;54.353;51.997;38.61
3666.547;54.357;51.996;38.608
3667.543;54.355;51.998;38.611
3668.545;54.367;51.996;38.61
3669.539;54.354;51.997;38.61
3670.546;54.362;51.999;38.613
3671.544;54.367;51.998;38.61
3672.532;54.357;51.997;38.61
3673.542;54.355;51.998;38.61
3674.552;54.363;52.001;38.613
3675.572;54.349;51.997;38.61
3676.567;54.366;51.998;38.611
3677.563;54.363;51.997;38.611
3678.569;54.35;51.996;38.609
3679.556;54.352;51.995;38.607
3680.557;54.353;51.996;38.609
3681.548;54.352;51.997;38.609
3682.546;54.363;51.996;38.609
3683.523;54.359;51.996;38.607
3684.535;54.363;51.997;38.61
3685.529;54.349;51.995;38.607
3686.535;54.36;51.998;38.611
3687.52;54.368;51.997;38.61
3688.538;54.361;51.995;38.608
3689.529;54.359;51.996;38.608
3690.526;54.361;51.996;38.608
3691.528;54.365;51.996;38.609
3692.535;54.364;51.996;38.607
3693.548;54.364;51.998;38.609
3694.532;54.347;51.999;38.61
3695.518;54.342;51.998;38.609
3696.511;54.346;51.996;38.607
3697.506;54.348;51.997;38.608
3698.51;54.345;51.997;38.608
3699.496;54.363;51.997;38.609
3700.489;54.361;51.998;38.609
3701.511;54.355;51.996;38.607
3702.506;54.354;51.997;38.609
3703.516;54.344;51.995;38.606
3704.516;54.355;51.997;38.608
3705.503;54.346;51.994;38.604
3706.5;54.341;51.995;38.607
3707.511;54.349;51.994;38.604
3708.506;54.356;51.995;38.605
3709.512;54.354;51.996;38.606
3710.508;54.352;51.994;38.604
3711.493;54.352;51.996;38.607
3712.484;54.351;51.996;38.607
3713.482;54.351;51.994;38.605
3714.471;54.337;51.995;38.605
3715.474;54.348;51.997;38.607
3716.477;54.339;51.992;38.603
3717.482;54.348;51.995;38.605
3718.479;54.351;51.992;38.603
3719.488;54.349;51.995;38.605
3720.504;54.338;51.992;38.601
3721.498;54.337;51.995;38.606
3722.492;54.335;51.993;38.602
3723.493;54.343;51.993;38.603
3724.498;54.334;51.993;38.603
3725.484;54.342;51.995;38.604
3726.472;54.337;51.993;38.603
3727.465;54.347;51.995;38.605
3728.464;54.344;51.995;38.604
3729.468;54.348;51.995;38.605
3730.474;54.337;51.994;38.602
3731.488;54.348;51.997;38.607
3732.47;54.348;51.995;38.605
3733.458;54.348;51.993;38.603
3734.478;54.342;51.995;38.605
3735.501;54.333;51.995;38.603
3736.51;54.332;51.993;38.602
3737.512;54.333;51.994;38.603
3738.506;54.348;51.994;38.603
3739.512;54.345;51.996;38.604
3740.519;54.343;51.996;38.606
3741.512;54.341;51.995;38.603
3742.499;54.344;51.995;38.604
3743.494;54.346;51.996;38.605
3744.503;54.334;51.995;38.604
3745.495;54.341;51.997;38.607
3746.494;54.345;51.995;38.604
3747.486;54.342;51.995;38.604
3748.462;54.348;51.995;38.604
3749.449;54.341;51.997;38.606
3750.441;54.34;51.996;38.604
3751.45;54.345;51.996;38.604
3752.439;54.344;51.998;38.607
3753.435;54.348;51.995;38.603
3754.445;54.349;51.998;38.607
3755.457;54.34;51.995;38.604
3756.44;54.331;51.996;38.604
3757.43;54.344;51.998;38.606
3758.421;54.339;51.995;38.603
3759.417;54.333;51.996;38.603
3760.414;54.33;51.992;38.6
3761.422;54.334;51.994;38.601
3762.43;54.343;51.998;38.607
3763.44;54.342;51.996;38.604
3764.424;54.347;51.996;38.604
3765.419;54.344;51.998;38.606
3766.415;54.339;51.997;38.605
3767.414;54.327;51.996;38.603
3768.421;54.328;51.991;38.597
3769.414;54.336;51.995;38.603
3770.42;54.323;51.992;38.598
3771.415;54.327;51.992;38.598
3772.404;54.328;51.994;38.601
3773.401;54.339;51.995;38.602
3774.387;54.338;51.995;38.604
3775.384;54.323;51.995;38.603
3776.386;54.339;51.997;38.604
3777.39;54.336;51.996;38.602
3778.381;54.336;51.997;38.604
3779.38;54.338;51.997;38.604
3780.367;54.334;51.998;38.605
3781.37;54.338;51.999;38.605
3782.378;54.333;51.996;38.602
3783.377;54.331;51.998;38.605
3784.359;54.333;51.996;38.603
3785.36;54.335;51.995;38.601
3786.339;54.332;51.996;38.602
3787.341;54.321;51.994;38.601
3788.346;54.327;51.996;38.603
3789.327;54.337;51.998;38.604
3790.331;54.332;51.994;38.6
3791.332;54.331;51.996;38.603
3792.334;54.33;51.995;38.602
3793.361;54.331;51.997;38.604
3794.355;54.324;51.995;38.6
3795.358;54.331;51.996;38.602
3796.361;54.333;51.994;38.6
3797.354;54.335;51.994;38.6
3798.349;54.329;51.995;38.601
3799.353;54.329;51.992;38.598
3800.365;54.33;51.995;38.602
3801.356;54.328;51.993;38.598
3802.358;54.325;51.993;38.598
3803.345;54.326;51.993;38.599
3804.331;54.328;51.993;38.599
3805.32;54.317;51.991;38.595
3806.32;54.323;51.995;38.602
3807.315;54.329;51.993;38.598
3808.3;54.311;51.992;38.596
3809.285;54.313;51.992;38.597
3810.285;54.316;51.99;38.596
3811.286;54.328;51.993;38.599
3812.295;54.312;51.992;38.596
3813.279;54.309;51.991;38.596
3814.275;54.319;51.991;38.596
3815.275;54.321;51.994;38.599
3816.279;54.317;51.992;38.596
3817.29;54.326;51.995;38.599
3818.304;54.324;51.994;38.599
3819.325;54.321;51.993;38.596
3820.321;54.32;51.993;38.597
3821.323;54.313;51.991;38.596
3822.327;54.32;51.993;38.598
3823.305;54.324;51.992;38.597
3824.315;54.326;51.993;38.597
3825.298;54.32;51.992;38.596
3826.281;54.311;51.992;38.595
3827.267;54.322;51.993;38.598
3828.257;54.315;51.99;38.595
3829.252;54.32;51.992;38.596
3830.245;54.32;51.992;38.597
3831.244;54.321;51.992;38.597
3832.252;54.319;51.991;38.595
3833.247;54.32;51.994;38.598
3834.241;54.323;51.99;38.593
3835.238;54.323;51.991;38.596
3836.239;54.317;51.991;38.596
3837.247;54.316;51.992;38.597
3838.228;54.317;51.992;38.597
3839.21;54.306;51.988;38.591
3840.198;54.316;51.989;38.592
3841.199;54.318;51.99;38.595
3842.206;54.312;51.991;38.595
3843.196;54.319;51.991;38.594
3844.206;54.313;51.993;38.597
3845.192;54.312;51.989;38.592
3846.185;54.311;51.991;38.595
3847.184;54.316;51.991;38.594
3848.168;54.306;51.99;38.595
3849.156;54.313;51.989;38.591
3850.148;54.3;51.991;38.593
3851.156;54.315;51.991;38.595
3852.163;54.308;51.99;38.594
3853.159;54.304;51.988;38.591
3854.151;54.291;51.986;38.588
3855.152;54.308;51.993;38.596
3856.133;54.301;51.987;38.591
3857.148;54.309;51.988;38.591
3858.152;54.302;51.987;38.589
3859.161;54.31;51.99;38.593
3860.174;54.297;51.986;38.588
3861.159;54.306;51.99;38.592
3862.15;54.313;51.988;38.592
3863.146;54.298;51.989;38.591
3864.159;54.306;51.99;38.592
3865.137;54.298;51.987;38.59
3866.129;54.309;51.99;38.594
3867.128;54.309;51.988;38.592
3868.109;54.307;51.988;38.59
3869.102;54.294;51.988;38.59
3870.096;54.309;51.987;38.59
3871.1;54.312;51.99;38.593
3872.097;54.305;51.99;38.592
3873.099;54.309;51.989;38.592
3874.097;54.309;51.989;38.593
3875.078;54.305;51.99;38.591
3876.071;54.305;51.989;38.591
3877.075;54.307;51.99;38.591
3878.067;54.299;51.988;38.591
3879.078;54.307;51.99;38.592
3880.065;54.3;51.99;38.592
3881.063;54.302;51.987;38.589
3882.067;54.296;51.99;38.592
3883.077;54.29;51.986;38.587
3884.071;54.304;51.989;38.591
3885.072;54.302;51.987;38.588
3886.08;54.299;51.989;38.59
3887.078;54.304;51.988;38.589
3888.084;54.297;51.988;38.589
3889.095;54.29;51.987;38.589
3890.08;54.302;51.987;38.588
3891.07;54.306;51.989;38.591
3892.069;54.291;51.985;38.586
3893.07;54.303;51.988;38.589
3894.075;54.293;51.988;38.59
3895.083;54.3;51.987;38.588
3896.094;54.304;51.987;38.589
3897.077;54.301;51.987;38.587
3898.072;54.289;51.984;38.584
3899.074;54.287;51.988;38.589
3900.058;54.3;51.988;38.589
3901.051;54.3;51.987;38.587
3902.045;54.3;51.989;38.59
3903.027;54.3;51.989;38.59
3904.019;54.295;51.985;38.585
3905.01;54.302;51.989;38.59
3906.019;54.298;51.988;38.589
3907.009;54.295;51.985;38.586
3908.016;54.282;51.985;38.585
3908.995;54.297;51.987;38.587
3910;54.287;51.989;38.59
3910.995;54.294;51.99;38.591
3911.98;54.302;51.988;38.589
3912.975;54.288;51.985;38.585
3913.985;54.29;51.987;38.588
3914.972;54.29;51.984;38.584
3915.966;54.291;51.986;38.586
3916.967;54.284;51.982;38.582
3917.951;54.287;51.984;38.584
3918.939;54.286;51.982;38.582
3919.932;54.278;51.982;38.582
3920.937;54.284;51.983;38.582
3921.921;54.29;51.984;38.583
3922.912;54.289;51.985;38.585
3923.902;54.291;51.985;38.585
3924.919;54.294;51.985;38.584
3925.911;54.293;51.985;38.586
3926.91;54.292;51.984;38.584
3927.913;54.288;51.985;38.584
3928.902;54.295;51.986;38.585
3929.917;54.271;51.986;38.584
3930.935;54.27;51.982;38.581
3931.924;54.292;51.984;38.584
3932.919;54.287;51.985;38.584
3933.916;54.285;51.983;38.582
3934.919;54.288;51.984;38.584
3935.926;54.287;51.985;38.583
3936.92;54.285;51.987;38.587
3937.914;54.273;51.982;38.581
3938.91;54.281;51.983;38.581
3939.899;54.286;51.982;38.582
3940.881;54.288;51.984;38.583
3941.885;54.287;51.984;38.584
3942.875;54.286;51.984;38.584
3943.881;54.278;51.986;38.585
3944.873;54.285;51.984;38.582
3945.873;54.283;51.985;38.585
3946.878;54.285;51.985;38.583
3947.868;54.271;51.983;38.581
3948.85;54.285;51.987;38.586
3949.853;54.288;51.987;38.585
3950.854;54.287;51.984;38.583
3951.861;54.289;51.986;38.585
3952.849;54.289;51.985;38.583
3953.848;54.286;51.984;38.582
3954.823;54.287;51.985;38.584
3955.837;54.287;51.984;38.582
3956.835;54.284;51.984;38.583
3957.839;54.285;51.986;38.584
3958.847;54.285;51.985;38.583
3959.831;54.269;51.984;38.583
3960.827;54.271;51.982;38.579
3961.826;54.278;51.986;38.584
3962.831;54.283;51.985;38.583
3963.814;54.29;51.987;38.585
3964.8;54.271;51.986;38.583
3965.792;54.286;51.987;38.585
3966.788;54.281;51.984;38.582
3967.785;54.281;51.986;38.584
3968.786;54.286;51.985;38.583
3969.788;54.285;51.985;38.583
3970.793;54.29;51.984;38.583
3971.807;54.282;51.986;38.583
3972.827;54.287;51.984;38.581
3973.819;54.27;51.986;38.583
3974.846;54.277;51.982;38.579
3975.843;54.278;51.985;38.582
3976.844;54.264;51.983;38.58
3977.849;54.277;51.988;38.585
3978.855;54.282;51.987;38.584
3979.855;54.284;51.984;38.582
3980.869;54.261;51.983;38.579
3981.867;54.275;51.987;38.583
3982.866;54.284;51.987;38.583
3983.87;54.275;51.985;38.582
3984.861;54.275;51.986;38.583
3985.869;54.272;51.985;38.583
3986.877;54.28;51.986;38.583
3987.872;54.273;51.985;38.58
3988.882;54.275;51.986;38.582
3989.898;54.27;51.982;38.579
3990.895;54.273;51.983;38.581
3991.9;54.271;51.983;38.579
3992.883;54.269;51.984;38.58
3993.882;54.276;51.982;38.58
3994.888;54.273;51.981;38.577
3995.87;54.258;51.98;38.575
3996.86;54.271;51.983;38.579
3997.86;54.27;51.982;38.578
3998.869;54.269;51.984;38.58
3999.889;54.273;51.98;38.577
4000.882;54.268;51.982;38.58
4001.887;54.27;51.983;38.579
4002.864;54.257;51.981;38.577
4003.879;54.271;51.986;38.582
4004.901;54.273;51.984;38.579
4005.894;54.268;51.985;38.582
4006.903;54.273;51.984;38.579
4007.911;54.269;51.983;38.578
4008.925;54.252;51.981;38.575
4009.909;54.256;51.981;38.576
4010.899;54.264;51.981;38.575
4011.892;54.266;51.982;38.577
4012.866;54.269;51.98;38.576
4013.856;54.251;51.98;38.575
4014.847;54.26;51.981;38.576
4015.84;54.265;51.981;38.576
4016.833;54.27;51.982;38.578
4017.836;54.264;51.982;38.577
4018.838;54.269;51.983;38.578
4019.829;54.25;51.983;38.577
4020.805;54.264;51.981;38.576
4021.813;54.259;51.982;38.576
4022.801;54.264;51.981;38.576
4023.821;54.263;51.98;38.575
4024.833;54.26;51.981;38.576
4025.851;54.258;51.983;38.577
4026.853;54.248;51.978;38.572
4027.851;54.25;51.979;38.573
4028.849;54.266;51.983;38.579
4029.868;54.249;51.979;38.574
4030.859;54.264;51.983;38.578
4031.858;54.26;51.982;38.577
4032.862;54.266;51.982;38.578
4033.845;54.264;51.981;38.576
4034.833;54.263;51.981;38.575
4035.828;54.263;51.981;38.575
4036.831;54.261;51.981;38.575
4037.81;54.262;51.982;38.576
4038.791;54.264;51.981;38.575
4039.808;54.261;51.982;38.576
4040.8;54.259;51.982;38.575
4041.795;54.262;51.983;38.577
4042.796;54.262;51.981;38.575
4043.797;54.266;51.981;38.575
4044.81;54.259;51.982;38.575
4045.795;54.254;51.98;38.574
4046.815;54.255;51.982;38.575
4047.806;54.26;51.979;38.574
4048.814;54.266;51.981;38.577
4049.796;54.26;51.981;38.575
4050.789;54.258;51.981;38.573
4051.786;54.259;51.981;38.575
4052.796;54.258;51.981;38.575
4053.777;54.256;51.981;38.575
4054.779;54.257;51.983;38.577
4055.792;54.255;51.983;38.576
4056.806;54.257;51.983;38.577
4057.81;54.251;51.981;38.573
4058.806;54.253;51.983;38.576
4059.808;54.241;51.977;38.569
4060.801;54.26;51.982;38.575
4061.795;54.248;51.979;38.573
4062.8;54.253;51.978;38.571
4063.785;54.238;51.978;38.57
4064.777;54.255;51.98;38.573
4065.777;54.255;51.979;38.573
4066.763;54.251;51.98;38.573
4067.749;54.254;51.979;38.573
4068.747;54.245;51.976;38.568
4069.758;54.231;51.977;38.57
4070.743;54.249;51.98;38.573
4071.766;54.254;51.977;38.57
4072.766;54.238;51.976;38.568
4073.784;54.248;51.977;38.57
4074.772;54.256;51.976;38.57
4075.765;54.235;51.974;38.566
4076.76;54.246;51.979;38.572
4077.76;54.243;51.977;38.568
4078.765;54.229;51.976;38.567
4079.769;54.244;51.978;38.57
4080.745;54.245;51.976;38.568
4081.744;54.243;51.976;38.568
4082.745;54.241;51.978;38.571
4083.739;54.229;51.976;38.567
4084.746;54.242;51.976;38.568
4085.754;54.232;51.974;38.565
4086.727;54.244;51.976;38.568
4087.721;54.241;51.978;38.57
4088.708;54.242;51.977;38.569
4089.703;54.24;51.974;38.567
4090.707;54.243;51.975;38.567
4091.715;54.24;51.975;38.566
4092.722;54.238;51.973;38.565
4093.731;54.237;51.974;38.565
4094.742;54.239;51.976;38.568
4095.738;54.22;51.971;38.562
4096.74;54.242;51.975;38.567
4097.743;54.238;51.973;38.565
4098.749;54.235;51.974;38.565
4099.734;54.238;51.975;38.567
4100.725;54.24;51.972;38.563
4101.731;54.235;51.975;38.566
4102.743;54.232;51.973;38.565
4103.756;54.239;51.973;38.565
4104.774;54.231;51.972;38.563
4105.764;54.232;51.973;38.564
4106.76;54.218;51.969;38.56
4107.764;54.231;51.973;38.564
4108.771;54.228;51.973;38.564
4109.782;54.233;51.971;38.563
4110.766;54.228;51.969;38.56
4111.751;54.229;51.969;38.56
4112.738;54.227;51.97;38.56
4113.761;54.231;51.972;38.563
4114.756;54.229;51.971;38.563
4115.76;54.221;51.968;38.56
4116.763;54.231;51.97;38.56
4117.758;54.231;51.971;38.562
4118.747;54.229;51.971;38.563
4119.741;54.211;51.969;38.558
4120.749;54.228;51.97;38.561
4121.728;54.216;51.967;38.558
4122.726;54.225;51.97;38.56
4123.729;54.233;51.972;38.563
4124.725;54.219;51.97;38.561
