IDs:;240715_04_240712C;04_DNAJB6_02_220_uM;
Concentration [uM]:;2.22;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
1674.563;55.46;52.049;38.857
1675.565;55.462;52.048;38.855
1676.545;55.45;52.05;38.857
1677.557;55.461;52.052;38.859
1678.539;55.449;52.053;38.86
1679.559;55.451;52.051;38.86
1680.559;55.449;52.049;38.857
1681.549;55.447;52.052;38.859
1682.546;55.445;52.054;38.86
1683.535;55.454;52.051;38.858
1684.539;55.453;52.051;38.858
1685.538;55.452;52.052;38.857
1686.526;55.445;52.053;38.859
1687.513;55.444;52.053;38.859
1688.514;55.446;52.054;38.859
1689.496;55.439;52.054;38.859
1690.505;55.447;52.05;38.855
1691.5;55.445;52.054;38.859
1692.477;55.441;52.055;38.859
1693.489;55.439;52.053;38.857
1694.491;55.438;52.054;38.858
1695.474;55.439;52.054;38.858
1696.494;55.439;52.055;38.859
1697.492;55.433;52.054;38.857
1698.501;55.434;52.055;38.858
1699.491;55.44;52.053;38.858
1700.512;55.437;52.053;38.857
1701.51;55.433;52.052;38.856
1702.512;55.437;52.054;38.857
1703.52;55.43;52.054;38.857
1704.533;55.43;52.054;38.857
1705.52;55.427;52.054;38.856
1706.516;55.433;52.052;38.854
1707.514;55.43;52.054;38.856
1708.516;55.426;52.051;38.854
1709.53;55.427;52.053;38.856
1710.516;55.429;52.053;38.855
1711.518;55.425;52.053;38.854
1712.489;55.433;52.054;38.856
1713.504;55.425;52.053;38.855
1714.495;55.431;52.052;38.853
1715.486;55.425;52.055;38.856
1716.466;55.424;52.054;38.855
1717.462;55.414;52.053;38.852
1718.451;55.416;52.053;38.854
1719.448;55.417;52.051;38.852
1720.434;55.419;52.049;38.849
1721.415;55.416;52.05;38.849
1722.403;55.416;52.049;38.848
1723.401;55.419;52.052;38.851
1724.418;55.412;52.052;38.85
1725.425;55.414;52.051;38.85
1726.42;55.41;52.05;38.848
1727.418;55.407;52.052;38.85
1728.427;55.405;52.05;38.848
1729.441;55.402;52.052;38.85
1730.443;55.406;52.049;38.847
1731.437;55.403;52.051;38.849
1732.438;55.404;52.048;38.847
1733.446;55.403;52.049;38.847
1734.456;55.407;52.046;38.844
1735.478;55.405;52.048;38.845
1736.477;55.405;52.047;38.844
1737.483;55.401;52.049;38.847
1738.489;55.397;52.047;38.845
1739.501;55.404;52.047;38.845
1740.498;55.392;52.048;38.844
1741.501;55.4;52.048;38.845
1742.507;55.393;52.047;38.844
1743.519;55.4;52.048;38.845
1744.503;55.398;52.047;38.843
1745.491;55.394;52.047;38.843
1746.482;55.391;52.049;38.845
1747.473;55.39;52.049;38.845
1748.489;55.397;52.047;38.843
1749.485;55.39;52.05;38.846
1750.472;55.391;52.047;38.842
1751.451;55.392;52.048;38.843
1752.432;55.389;52.049;38.844
1753.43;55.393;52.05;38.845
1754.421;55.385;52.049;38.843
1755.423;55.388;52.049;38.843
1756.409;55.392;52.047;38.842
1757.404;55.381;52.048;38.843
1758.384;55.374;52.05;38.843
1759.369;55.378;52.048;38.841
1760.361;55.386;52.048;38.842
1761.334;55.386;52.049;38.843
1762.345;55.383;52.047;38.841
1763.33;55.387;52.047;38.841
1764.328;55.379;52.049;38.842
1765.33;55.375;52.048;38.841
1766.311;55.383;52.047;38.84
1767.308;55.38;52.048;38.841
1768.306;55.37;52.047;38.84
1769.314;55.376;52.048;38.839
1770.298;55.371;52.047;38.839
1771.303;55.377;52.048;38.84
1772.323;55.371;52.048;38.84
1773.324;55.365;52.052;38.845
1774.327;55.37;52.047;38.839
1775.337;55.369;52.051;38.843
1776.342;55.37;52.047;38.837
1777.344;55.371;52.047;38.838
1778.319;55.372;52.047;38.838
1779.312;55.369;52.049;38.84
1780.306;55.365;52.047;38.837
1781.311;55.363;52.05;38.842
1782.316;55.36;52.049;38.84
1783.317;55.368;52.048;38.838
1784.325;55.364;52.046;38.836
1785.32;55.368;52.045;38.835
1786.305;55.359;52.047;38.838
1787.32;55.361;52.045;38.834
1788.319;55.362;52.048;38.838
1789.323;55.354;52.047;38.837
1790.323;55.352;52.048;38.838
1791.311;55.352;52.049;38.839
1792.299;55.353;52.046;38.836
1793.294;55.359;52.046;38.834
1794.274;55.351;52.047;38.837
1795.284;55.356;52.044;38.832
1796.271;55.349;52.044;38.833
1797.29;55.349;52.046;38.835
1798.285;55.341;52.047;38.835
1799.298;55.353;52.045;38.831
1800.292;55.347;52.044;38.833
1801.278;55.342;52.049;38.838
1802.259;55.347;52.047;38.834
1803.243;55.348;52.044;38.833
1804.259;55.341;52.047;38.835
1805.25;55.346;52.047;38.835
1806.235;55.353;52.045;38.832
1807.222;55.347;52.045;38.834
1808.215;55.347;52.047;38.835
1809.218;55.346;52.045;38.833
1810.203;55.344;52.044;38.832
1811.201;55.347;52.047;38.834
1812.209;55.352;52.045;38.831
1813.21;55.346;52.047;38.834
1814.221;55.34;52.048;38.833
1815.23;55.343;52.048;38.836
1816.219;55.345;52.046;38.833
1817.2;55.34;52.05;38.836
1818.185;55.34;52.051;38.837
1819.182;55.339;52.05;38.836
1820.183;55.342;52.049;38.835
1821.175;55.341;52.051;38.837
1822.174;55.347;52.05;38.836
1823.18;55.34;52.05;38.835
1824.196;55.339;52.049;38.834
1825.186;55.337;52.05;38.835
1826.184;55.338;52.052;38.837
1827.163;55.341;52.052;38.837
1828.174;55.336;52.05;38.835
1829.165;55.336;52.054;38.838
1830.166;55.333;52.054;38.837
1831.169;55.334;52.053;38.836
1832.162;55.335;52.052;38.836
1833.155;55.332;52.05;38.834
1834.149;55.328;52.048;38.832
1835.15;55.328;52.049;38.832
1836.158;55.327;52.05;38.832
1837.166;55.327;52.048;38.83
1838.156;55.321;52.05;38.832
1839.162;55.32;52.05;38.832
1840.167;55.315;52.047;38.829
1841.16;55.324;52.047;38.83
1842.154;55.319;52.046;38.828
1843.153;55.319;52.046;38.828
1844.139;55.321;52.049;38.831
1845.139;55.317;52.05;38.83
1846.134;55.318;52.046;38.827
1847.129;55.319;52.048;38.83
1848.126;55.315;52.046;38.828
1849.121;55.316;52.048;38.829
1850.126;55.32;52.046;38.828
1851.115;55.315;52.046;38.827
1852.114;55.315;52.047;38.828
1853.119;55.31;52.047;38.826
1854.125;55.313;52.048;38.828
1855.124;55.313;52.047;38.827
1856.104;55.314;52.049;38.829
1857.118;55.311;52.049;38.829
1858.116;55.31;52.046;38.826
1859.12;55.313;52.048;38.828
1860.1;55.312;52.05;38.829
1861.115;55.307;52.048;38.828
1862.114;55.315;52.048;38.827
1863.121;55.312;52.048;38.827
1864.105;55.307;52.048;38.827
1865.092;55.306;52.048;38.827
1866.08;55.307;52.048;38.828
1867.077;55.301;52.048;38.826
1868.059;55.304;52.048;38.826
1869.071;55.303;52.047;38.825
1870.091;55.303;52.049;38.827
1871.08;55.303;52.046;38.824
1872.073;55.303;52.047;38.825
1873.068;55.303;52.047;38.825
1874.067;55.298;52.045;38.822
1875.075;55.296;52.047;38.825
1876.065;55.299;52.048;38.825
1877.055;55.292;52.045;38.822
1878.055;55.299;52.048;38.825
1879.051;55.298;52.047;38.824
1880.043;55.292;52.047;38.823
1881.047;55.291;52.048;38.825
1882.023;55.297;52.048;38.825
1883.024;55.294;52.045;38.821
1884.01;55.291;52.047;38.824
1885.012;55.298;52.045;38.822
1885.999;55.296;52.046;38.822
1886.989;55.291;52.048;38.823
1887.989;55.288;52.048;38.824
1889.006;55.292;52.049;38.824
1890.004;55.287;52.049;38.824
1891.006;55.294;52.046;38.821
1891.996;55.293;52.046;38.822
1893;55.295;52.046;38.821
1893.991;55.277;52.048;38.823
1894.986;55.281;52.047;38.822
1895.985;55.286;52.048;38.822
1896.989;55.288;52.045;38.82
1897.999;55.282;52.048;38.822
1898.987;55.276;52.053;38.825
1899.98;55.275;52.052;38.825
1900.98;55.276;52.047;38.82
1901.987;55.277;52.049;38.822
1902.992;55.276;52.045;38.819
1904.009;55.278;52.046;38.819
1905.028;55.273;52.049;38.821
1906.019;55.267;52.048;38.82
1907.047;55.275;52.048;38.821
1908.047;55.275;52.052;38.823
1909.048;55.262;52.049;38.821
1910.04;55.273;52.049;38.822
1911.055;55.279;52.043;38.815
1912.049;55.276;52.049;38.82
1913.027;55.263;52.048;38.819
1914.018;55.265;52.046;38.817
1914.997;55.26;52.046;38.818
1915.993;55.268;52.047;38.818
1916.978;55.266;52.048;38.819
1917.974;55.26;52.047;38.818
1918.986;55.264;52.046;38.817
1919.979;55.256;52.046;38.817
1920.991;55.264;52.043;38.815
1921.99;55.255;52.045;38.816
1922.998;55.266;52.044;38.815
1923.988;55.258;52.046;38.816
1924.985;55.259;52.046;38.815
1925.97;55.251;52.048;38.818
1926.963;55.258;52.047;38.818
1927.959;55.255;52.045;38.814
1928.964;55.256;52.047;38.818
1929.947;55.247;52.048;38.818
1930.934;55.244;52.046;38.814
1931.928;55.252;52.044;38.813
1932.94;55.247;52.046;38.815
1933.929;55.241;52.047;38.816
1934.954;55.245;52.047;38.815
1935.954;55.243;52.043;38.812
1936.958;55.242;52.045;38.813
1937.968;55.244;52.047;38.814
1938.953;55.253;52.044;38.813
1939.945;55.236;52.048;38.817
1940.954;55.24;52.046;38.813
1941.934;55.232;52.048;38.816
1942.95;55.24;52.043;38.81
1943.942;55.231;52.044;38.812
1944.935;55.229;52.047;38.814
1945.922;55.232;52.044;38.811
1946.916;55.229;52.046;38.814
1947.916;55.236;52.045;38.813
1948.92;55.23;52.044;38.81
1949.916;55.236;52.043;38.81
1950.913;55.225;52.045;38.812
1951.895;55.225;52.046;38.812
1952.893;55.223;52.046;38.813
1953.896;55.229;52.044;38.809
1954.913;55.225;52.046;38.813
1955.907;55.214;52.047;38.812
1956.882;55.234;52.041;38.807
1957.868;55.221;52.043;38.81
1958.857;55.227;52.041;38.809
1959.869;55.217;52.042;38.809
1960.883;55.227;52.044;38.809
1961.894;55.238;52.042;38.807
1962.878;55.224;52.044;38.81
1963.871;55.22;52.043;38.809
1964.871;55.215;52.043;38.807
1965.876;55.214;52.045;38.811
1966.864;55.212;52.044;38.81
1967.854;55.212;52.043;38.808
1968.85;55.212;52.046;38.811
1969.856;55.218;52.044;38.807
1970.863;55.207;52.045;38.809
1971.876;55.211;52.045;38.809
1972.862;55.213;52.044;38.809
1973.849;55.206;52.047;38.811
1974.844;55.212;52.044;38.808
1975.837;55.212;52.047;38.811
1976.84;55.206;52.044;38.808
1977.847;55.201;52.043;38.806
1978.831;55.19;52.045;38.808
1979.82;55.199;52.047;38.809
1980.811;55.207;52.044;38.806
1981.803;55.204;52.047;38.809
1982.8;55.202;52.046;38.81
1983.799;55.209;52.041;38.804
1984.78;55.195;52.047;38.809
1985.774;55.201;52.045;38.807
1986.79;55.195;52.045;38.806
1987.793;55.202;52.045;38.807
1988.799;55.198;52.046;38.808
1989.79;55.195;52.046;38.808
1990.796;55.199;52.044;38.806
1991.789;55.195;52.046;38.808
1992.793;55.186;52.046;38.807
1993.791;55.193;52.042;38.804
1994.778;55.192;52.043;38.805
1995.772;55.197;52.044;38.806
1996.775;55.191;52.042;38.803
1997.788;55.19;52.044;38.805
1998.785;55.187;52.043;38.804
1999.776;55.191;52.042;38.803
2000.776;55.19;52.044;38.804
2001.761;55.185;52.042;38.802
2002.768;55.185;52.042;38.802
2003.775;55.178;52.042;38.802
2004.77;55.184;52.044;38.804
2005.793;55.177;52.043;38.802
2006.799;55.185;52.045;38.805
2007.776;55.182;52.043;38.802
2008.76;55.197;52.044;38.803
2009.762;55.187;52.042;38.802
2010.766;55.181;52.044;38.803
2011.745;55.179;52.043;38.802
2012.727;55.18;52.043;38.802
2013.715;55.184;52.045;38.804
2014.707;55.173;52.045;38.804
2015.696;55.17;52.045;38.803
2016.687;55.176;52.043;38.802
2017.677;55.166;52.047;38.804
2018.678;55.183;52.041;38.8
2019.696;55.176;52.047;38.804
2020.703;55.178;52.043;38.799
2021.695;55.169;52.046;38.803
2022.71;55.17;52.045;38.803
2023.71;55.172;52.044;38.802
2024.704;55.173;52.042;38.8
2025.7;55.166;52.045;38.802
2026.681;55.175;52.046;38.803
2027.668;55.174;52.046;38.804
2028.656;55.175;52.044;38.801
2029.644;55.152;52.05;38.805
2030.638;55.171;52.047;38.804
2031.64;55.171;52.045;38.802
2032.625;55.165;52.045;38.801
2033.615;55.167;52.045;38.801
2034.612;55.171;52.046;38.802
2035.616;55.166;52.042;38.798
2036.626;55.159;52.045;38.8
2037.612;55.17;52.043;38.798
2038.602;55.175;52.048;38.803
2039.599;55.166;52.048;38.803
2040.606;55.161;52.047;38.801
2041.616;55.16;52.049;38.804
2042.63;55.161;52.048;38.802
2043.621;55.162;52.049;38.804
2044.622;55.164;52.047;38.801
2045.626;55.164;52.046;38.801
2046.636;55.156;52.047;38.8
2047.648;55.156;52.047;38.802
2048.67;55.153;52.048;38.802
2049.665;55.155;52.048;38.801
2050.667;55.151;52.046;38.799
2051.67;55.148;52.048;38.801
2052.689;55.15;52.046;38.799
2053.672;55.154;52.047;38.801
2054.659;55.156;52.047;38.8
2055.65;55.147;52.047;38.8
2056.653;55.161;52.047;38.8
2057.656;55.154;52.048;38.8
2058.651;55.145;52.048;38.8
2059.644;55.144;52.047;38.8
2060.619;55.145;52.047;38.798
2061.628;55.144;52.046;38.798
2062.635;55.143;52.044;38.796
2063.623;55.14;52.046;38.797
2064.612;55.143;52.046;38.797
2065.594;55.138;52.046;38.798
2066.58;55.141;52.047;38.799
2067.577;55.137;52.045;38.796
2068.573;55.137;52.046;38.797
2069.581;55.133;52.045;38.796
2070.558;55.136;52.046;38.798
2071.57;55.142;52.048;38.8
2072.56;55.138;52.047;38.798
2073.559;55.13;52.047;38.798
2074.567;55.126;52.048;38.8
2075.586;55.121;52.052;38.801
2076.577;55.132;52.048;38.798
2077.556;55.134;52.045;38.795
2078.536;55.133;52.046;38.796
2079.535;55.144;52.047;38.797
2080.537;55.129;52.048;38.798
2081.551;55.129;52.048;38.797
2082.534;55.13;52.048;38.798
2083.527;55.131;52.047;38.796
2084.519;55.128;52.046;38.796
2085.519;55.134;52.046;38.796
2086.52;55.131;52.046;38.795
2087.527;55.128;52.047;38.796
2088.51;55.122;52.049;38.798
2089.53;55.132;52.047;38.796
2090.523;55.133;52.045;38.793
2091.523;55.121;52.046;38.795
2092.524;55.125;52.046;38.796
2093.508;55.126;52.046;38.795
2094.5;55.123;52.046;38.795
2095.494;55.125;52.047;38.796
2096.481;55.128;52.047;38.795
2097.481;55.125;52.047;38.794
2098.473;55.121;52.048;38.797
2099.453;55.125;52.047;38.795
2100.454;55.121;52.045;38.793
2101.441;55.111;52.047;38.795
2102.418;55.122;52.047;38.794
2103.412;55.123;52.047;38.795
2104.409;55.112;52.048;38.795
2105.39;55.121;52.045;38.793
2106.383;55.119;52.046;38.793
2107.377;55.115;52.046;38.793
2108.351;55.119;52.047;38.793
2109.36;55.117;52.046;38.794
2110.352;55.116;52.047;38.794
2111.348;55.108;52.046;38.793
2112.363;55.113;52.046;38.792
2113.348;55.111;52.045;38.792
2114.339;55.117;52.046;38.792
2115.336;55.111;52.047;38.794
2116.339;55.114;52.047;38.792
2117.348;55.108;52.049;38.795
2118.329;55.114;52.048;38.793
2119.316;55.112;52.045;38.79
2120.308;55.116;52.047;38.792
2121.305;55.108;52.048;38.794
2122.313;55.101;52.047;38.793
2123.318;55.103;52.048;38.794
2124.331;55.106;52.048;38.793
2125.321;55.103;52.049;38.794
2126.308;55.106;52.049;38.795
2127.304;55.109;52.047;38.792
2128.303;55.107;52.049;38.795
2129.303;55.104;52.048;38.793
2130.298;55.107;52.047;38.792
2131.298;55.093;52.052;38.796
2132.294;55.107;52.047;38.79
2133.274;55.091;52.045;38.79
2134.275;55.099;52.05;38.794
2135.268;55.092;52.05;38.793
2136.258;55.106;52.048;38.791
2137.268;55.101;52.05;38.794
2138.247;55.095;52.049;38.793
2139.231;55.092;52.05;38.793
2140.226;55.101;52.049;38.792
2141.227;55.092;52.051;38.794
2142.221;55.099;52.051;38.794
2143.219;55.107;52.05;38.794
2144.222;55.095;52.051;38.794
2145.212;55.095;52.051;38.794
2146.205;55.096;52.052;38.794
2147.181;55.101;52.053;38.795
2148.19;55.092;52.052;38.794
2149.174;55.101;52.053;38.795
2150.169;55.091;52.054;38.796
2151.173;55.103;52.052;38.794
2152.182;55.097;52.054;38.795
2153.193;55.093;52.054;38.794
2154.209;55.085;52.052;38.794
2155.231;55.102;52.053;38.795
2156.23;55.089;52.054;38.795
2157.232;55.098;52.054;38.795
2158.242;55.092;52.054;38.794
2159.255;55.087;52.054;38.795
2160.246;55.088;52.053;38.793
2161.237;55.1;52.053;38.794
2162.233;55.09;52.054;38.794
2163.231;55.088;52.053;38.793
2164.209;55.09;52.054;38.794
2165.221;55.092;52.053;38.793
2166.207;55.085;52.056;38.795
2167.202;55.089;52.055;38.795
2168.194;55.09;52.055;38.795
2169.191;55.083;52.056;38.796
2170.184;55.077;52.057;38.796
2171.176;55.088;52.057;38.796
2172.177;55.085;52.055;38.794
2173.17;55.084;52.058;38.797
2174.152;55.08;52.057;38.796
2175.159;55.079;52.054;38.792
2176.159;55.088;52.056;38.795
2177.142;55.085;52.056;38.795
2178.119;55.081;52.056;38.793
2179.128;55.084;52.056;38.795
2180.1;55.077;52.057;38.795
2181.106;55.081;52.057;38.795
2182.099;55.078;52.055;38.792
2183.096;55.084;52.057;38.795
2184.105;55.068;52.056;38.793
2185.095;55.085;52.056;38.794
2186.075;55.077;52.057;38.794
2187.068;55.074;52.057;38.794
2188.067;55.076;52.056;38.794
2189.07;55.084;52.056;38.794
2190.079;55.074;52.057;38.793
2191.066;55.073;52.057;38.794
2192.088;55.074;52.056;38.792
2193.092;55.072;52.057;38.793
2194.099;55.071;52.056;38.792
2195.115;55.069;52.056;38.792
2196.1;55.069;52.055;38.789
2197.098;55.069;52.057;38.793
2198.115;55.07;52.056;38.791
2199.137;55.072;52.056;38.791
2200.135;55.065;52.056;38.792
2201.134;55.07;52.058;38.795
2202.134;55.071;52.056;38.792
2203.141;55.071;52.057;38.793
2204.122;55.066;52.058;38.794
2205.119;55.068;52.056;38.791
2206.113;55.072;52.058;38.794
2207.102;55.06;52.059;38.794
2208.101;55.067;52.057;38.791
2209.09;55.071;52.058;38.793
2210.087;55.07;52.058;38.793
2211.1;55.06;52.057;38.791
2212.11;55.065;52.058;38.792
2213.127;55.062;52.058;38.792
2214.125;55.068;52.058;38.791
2215.115;55.07;52.056;38.79
2216.119;55.065;52.06;38.794
2217.128;55.064;52.057;38.791
2218.116;55.064;52.061;38.794
2219.138;55.06;52.06;38.792
2220.138;55.061;52.06;38.793
2221.14;55.058;52.06;38.793
2222.14;55.066;52.058;38.79
2223.145;55.063;52.058;38.79
2224.155;55.056;52.061;38.793
2225.153;55.061;52.059;38.791
2226.152;55.061;52.06;38.792
2227.131;55.061;52.059;38.79
2228.146;55.061;52.057;38.787
2229.162;55.055;52.061;38.793
2230.154;55.052;52.061;38.792
2231.152;55.065;52.06;38.792
2232.156;55.054;52.057;38.786
2233.165;55.063;52.058;38.788
2234.145;55.06;52.059;38.789
2235.162;55.057;52.058;38.787
2236.159;55.051;52.06;38.79
2237.158;55.056;52.058;38.787
2238.136;55.058;52.058;38.787
2239.13;55.056;52.059;38.789
2240.122;55.052;52.061;38.79
2241.114;55.055;52.059;38.788
2242.135;55.053;52.059;38.788
2243.139;55.051;52.061;38.791
2244.15;55.056;52.059;38.787
2245.145;55.041;52.06;38.789
2246.154;55.041;52.061;38.79
2247.146;55.043;52.059;38.786
2248.152;55.046;52.061;38.788
2249.162;55.04;52.06;38.788
2250.18;55.049;52.061;38.79
2251.176;55.039;52.061;38.789
2252.181;55.046;52.061;38.79
2253.191;55.048;52.06;38.788
2254.184;55.047;52.059;38.787
2255.18;55.045;52.059;38.786
2256.185;55.029;52.059;38.787
2257.194;55.018;52.055;38.781
2258.189;55.037;52.059;38.786
2259.186;55.037;52.058;38.786
2260.196;55.039;52.057;38.785
2261.208;55.037;52.059;38.785
2262.203;55.037;52.058;38.785
2263.208;55.039;52.059;38.786
2264.227;55.032;52.058;38.785
2265.217;55.037;52.061;38.788
2266.208;55.034;52.057;38.783
2267.205;55.031;52.059;38.785
2268.208;55.038;52.058;38.784
2269.23;55.028;52.06;38.786
2270.229;55.037;52.057;38.784
2271.232;55.042;52.06;38.786
2272.241;55.032;52.059;38.785
2273.253;55.043;52.056;38.782
2274.232;55.027;52.062;38.787
2275.221;55.001;52.058;38.782
2276.227;55.026;52.057;38.782
2277.227;55.019;52.057;38.782
2278.218;55.023;52.057;38.782
2279.198;55.02;52.058;38.782
2280.212;55.018;52.058;38.783
2281.228;55.026;52.056;38.781
2282.226;55.022;52.055;38.78
2283.23;55.026;52.056;38.78
2284.246;55.023;52.054;38.777
2285.241;55.014;52.056;38.781
2286.24;55.024;52.056;38.781
2287.256;55.022;52.054;38.778
2288.272;55.012;52.055;38.777
2289.295;55.001;52.055;38.778
2290.308;54.999;52.059;38.782
2291.322;55.016;52.055;38.777
2292.312;54.991;52.056;38.778
2293.303;55.017;52.058;38.781
2294.299;55.005;52.056;38.778
2295.3;55.007;52.057;38.779
2296.303;55.004;52.058;38.78
2297.313;55.015;52.057;38.78
2298.294;55.008;52.057;38.779
2299.309;55.008;52.054;38.776
2300.297;55.013;52.056;38.779
2301.286;55.005;52.056;38.778
2302.275;54.943;52.055;38.772
2303.265;55.007;52.052;38.767
2304.25;55.019;52.053;38.775
2305.233;55.004;52.055;38.777
2306.229;54.988;52.051;38.772
2307.218;54.984;52.053;38.774
2308.227;54.984;52.052;38.772
2309.225;54.995;52.056;38.776
2310.241;55;52.056;38.777
2311.24;54.986;52.053;38.774
2312.247;54.98;52.056;38.775
2313.247;55.001;52.054;38.775
2314.237;55.011;52.053;38.774
2315.228;55.003;52.053;38.774
2316.248;54.983;52.051;38.772
2317.236;55;52.053;38.774
2318.232;55.009;52.056;38.776
2319.215;54.981;52.051;38.771
2320.201;54.993;52.054;38.774
2321.199;55.005;52.054;38.774
2322.199;54.99;52.051;38.771
2323.19;54.998;52.053;38.772
2324.182;54.982;52.053;38.772
2325.181;54.989;52.052;38.771
2326.189;54.969;52.053;38.772
2327.173;54.969;52.051;38.77
2328.158;54.963;52.05;38.768
2329.152;54.984;52.054;38.773
2330.148;54.971;52.052;38.77
2331.154;54.964;52.049;38.768
2332.144;54.961;52.051;38.769
2333.144;54.963;52.05;38.768
2334.14;54.964;52.052;38.77
2335.134;54.941;52.049;38.764
2336.116;54.99;52.05;38.77
2337.12;54.959;52.048;38.765
2338.12;54.961;52.053;38.77
2339.133;54.964;52.048;38.766
2340.144;54.967;52.051;38.769
2341.147;54.956;52.051;38.768
2342.148;54.963;52.05;38.767
2343.149;54.98;52.05;38.768
2344.141;54.984;52.05;38.768
2345.145;54.948;52.047;38.764
2346.164;54.989;52.05;38.768
2347.163;54.963;52.049;38.766
2348.148;54.962;52.05;38.766
2349.144;54.959;52.051;38.768
2350.143;54.953;52.051;38.766
2351.121;54.957;52.05;38.766
2352.127;54.973;52.053;38.77
2353.102;54.953;52.052;38.768
2354.11;54.949;52.05;38.766
2355.095;54.963;52.053;38.769
2356.084;54.97;52.054;38.77
2357.082;54.954;52.05;38.765
2358.084;54.964;52.054;38.77
2359.087;54.932;52.049;38.763
2360.093;54.956;52.05;38.766
2361.075;54.969;52.05;38.766
2362.062;54.952;52.048;38.763
2363.058;54.969;52.052;38.767
2364.051;54.966;52.052;38.766
2365.046;54.943;52.048;38.763
2366.045;54.95;52.051;38.765
2367.052;54.955;52.05;38.765
2368.056;54.965;52.05;38.765
2369.071;54.965;52.051;38.766
2370.059;54.948;52.05;38.764
2371.055;54.931;52.051;38.764
2372.053;54.961;52.051;38.766
2373.059;54.99;52.053;38.768
2374.055;54.962;52.053;38.767
2375.066;54.944;52.053;38.767
2376.065;54.978;52.054;38.768
2377.044;54.941;52.052;38.766
2378.028;54.957;52.052;38.765
2379.031;54.975;52.056;38.77
2380.018;54.938;52.054;38.767
2381.016;54.925;52.051;38.763
2382.017;54.939;52.056;38.769
2383.004;54.93;52.054;38.765
2384.009;54.922;52.055;38.767
2385.014;54.963;52.057;38.77
2385.996;54.923;52.054;38.765
2387.011;54.94;52.054;38.766
2388.006;54.929;52.052;38.764
2389.004;54.929;52.055;38.767
2390.01;54.941;52.055;38.767
2391.019;54.925;52.053;38.764
2392.032;54.926;52.053;38.765
2393.017;54.917;52.053;38.764
2394.007;54.927;52.053;38.765
2394.998;54.922;52.053;38.764
2395.995;54.93;52.053;38.764
2396.994;54.913;52.056;38.767
2397.999;54.942;52.054;38.765
2399.009;54.928;52.056;38.765
2400.022;54.927;52.054;38.764
2401.018;54.923;52.054;38.765
2402.012;54.935;52.054;38.765
2403;54.922;52.055;38.766
2403.994;54.917;52.054;38.764
2405.001;54.912;52.055;38.764
2405.996;54.945;52.056;38.766
2407.011;54.916;52.054;38.763
2408.004;54.916;52.054;38.763
2408.979;54.911;52.053;38.763
2409.963;54.929;52.056;38.765
2410.957;54.915;52.057;38.766
2411.963;54.928;52.057;38.766
2412.979;54.916;52.054;38.763
2413.974;54.924;52.056;38.765
2414.968;54.926;52.055;38.765
2415.968;54.915;52.055;38.763
2416.966;54.921;52.056;38.765
2417.96;54.926;52.055;38.763
2418.961;54.926;52.056;38.764
2419.967;54.919;52.055;38.763
2420.96;54.922;52.056;38.763
2421.954;54.914;52.054;38.763
2422.952;54.925;52.056;38.764
2423.93;54.914;52.053;38.761
2424.94;54.918;52.058;38.766
2425.929;54.928;52.06;38.767
2426.931;54.909;52.054;38.761
2427.936;54.917;52.058;38.765
2428.947;54.91;52.056;38.762
2429.944;54.896;52.058;38.765
2430.942;54.915;52.055;38.762
2431.943;54.905;52.055;38.762
2432.947;54.898;52.055;38.76
2433.955;54.91;52.055;38.762
2434.963;54.913;52.056;38.763
2435.977;54.9;52.055;38.762
2436.965;54.905;52.055;38.761
2437.956;54.902;52.053;38.759
2438.951;54.888;52.058;38.764
2439.948;54.894;52.054;38.76
2440.951;54.891;52.056;38.761
2441.957;54.888;52.058;38.763
2442.948;54.893;52.056;38.761
2443.959;54.909;52.057;38.764
2444.954;54.896;52.055;38.761
2445.954;54.889;52.057;38.763
2446.938;54.897;52.057;38.763
2447.938;54.893;52.057;38.76
2448.921;54.897;52.057;38.761
2449.916;54.894;52.057;38.763
2450.932;54.89;52.056;38.76
2451.937;54.89;52.057;38.762
2452.922;54.884;52.059;38.763
2453.923;54.883;52.058;38.762
2454.925;54.88;52.058;38.762
2455.935;54.889;52.057;38.761
2456.951;54.885;52.057;38.76
2457.948;54.882;52.056;38.76
2458.951;54.881;52.061;38.764
2459.957;54.901;52.061;38.764
2460.939;54.9;52.061;38.765
2461.929;54.888;52.06;38.763
2462.95;54.883;52.06;38.764
2463.948;54.891;52.057;38.76
2464.958;54.886;52.06;38.763
2465.973;54.885;52.059;38.761
2466.964;54.888;52.059;38.761
2467.955;54.879;52.062;38.765
2468.954;54.879;52.061;38.763
2469.957;54.884;52.062;38.764
2470.961;54.878;52.06;38.762
2471.974;54.882;52.062;38.765
2472.991;54.883;52.059;38.76
2474.013;54.884;52.059;38.761
2475.007;54.882;52.062;38.764
2476.006;54.88;52.061;38.764
2477.001;54.877;52.061;38.763
2477.984;54.877;52.062;38.763
2478.984;54.88;52.063;38.763
2479.98;54.873;52.062;38.762
2480.964;54.902;52.063;38.764
2481.956;54.879;52.061;38.761
2482.944;54.876;52.063;38.763
2483.952;54.878;52.06;38.76
2484.94;54.886;52.064;38.765
2485.937;54.876;52.06;38.761
2486.92;54.877;52.06;38.76
2487.91;54.866;52.061;38.761
2488.906;54.917;52.066;38.767
2489.883;54.873;52.06;38.761
2490.867;54.89;52.061;38.76
