IDs:;240716_10_240712H;10_DNAJB6_00_293_uM;
Concentration [uM]:;0.293;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
8283.541;56.479;49.986;37.453
8284.539;56.513;49.99;37.457
8285.537;56.516;49.987;37.454
8286.548;56.506;49.99;37.457
8287.528;56.541;49.986;37.448
8288.511;56.505;49.989;37.455
8289.5;56.539;49.984;37.447
8290.498;56.514;49.988;37.453
8291.498;56.477;49.985;37.453
8292.474;56.502;49.99;37.455
8293.484;56.481;49.984;37.452
8294.469;56.528;49.987;37.453
8295.456;56.522;49.985;37.448
8296.45;56.504;49.985;37.451
8297.451;56.478;49.983;37.451
8298.449;56.472;49.985;37.452
8299.442;56.511;49.985;37.45
8300.448;56.483;49.982;37.449
8301.446;56.479;49.981;37.447
8302.435;56.506;49.985;37.452
8303.415;56.474;49.983;37.45
8304.407;56.489;49.988;37.454
8305.382;56.526;49.984;37.446
8306.385;56.483;49.982;37.448
8307.391;56.508;49.983;37.449
8308.393;56.525;49.984;37.447
8309.399;56.476;49.98;37.445
8310.391;56.467;49.982;37.45
8311.373;56.47;49.98;37.446
8312.374;56.496;49.985;37.451
8313.356;56.506;49.986;37.453
8314.348;56.498;49.986;37.451
8315.341;56.532;49.983;37.444
8316.346;56.507;49.983;37.447
8317.322;56.477;49.979;37.444
8318.337;56.506;49.982;37.447
8319.325;56.469;49.977;37.443
8320.32;56.51;49.983;37.449
8321.321;56.491;49.983;37.451
8322.324;56.531;49.979;37.441
8323.303;56.5;49.981;37.447
8324.286;56.489;49.982;37.45
8325.307;56.497;49.979;37.445
8326.301;56.467;49.978;37.444
8327.302;56.503;49.98;37.445
8328.308;56.496;49.981;37.446
8329.318;56.471;49.975;37.441
8330.333;56.467;49.977;37.444
8331.328;56.465;49.975;37.443
8332.328;56.512;49.983;37.451
8333.329;56.516;49.984;37.451
8334.326;56.524;49.979;37.441
8335.321;56.47;49.977;37.445
8336.318;56.455;49.977;37.443
8337.324;56.493;49.978;37.445
8338.315;56.491;49.98;37.446
8339.314;56.504;49.976;37.44
8340.29;56.49;49.979;37.445
8341.296;56.486;49.98;37.446
8342.275;56.514;49.983;37.45
8343.278;56.496;49.977;37.442
8344.273;56.451;49.978;37.446
8345.271;56.484;49.978;37.445
8346.276;56.463;49.976;37.443
8347.264;56.499;49.979;37.445
8348.259;56.486;49.978;37.443
8349.261;56.517;49.977;37.439
8350.255;56.456;49.974;37.441
8351.253;56.487;49.976;37.442
8352.255;56.462;49.972;37.434
8353.267;56.469;49.972;37.434
8354.254;56.503;49.982;37.45
8355.253;56.486;49.977;37.444
8356.266;56.514;49.974;37.436
8357.244;56.479;49.976;37.441
8358.231;56.493;49.974;37.439
8359.227;56.484;49.974;37.439
8360.227;56.502;49.975;37.438
8361.231;56.474;49.975;37.44
8362.237;56.462;49.97;37.434
8363.215;56.498;49.98;37.447
8364.199;56.446;49.972;37.439
8365.22;56.451;49.972;37.44
8366.195;56.458;49.972;37.44
8367.181;56.453;49.972;37.438
8368.193;56.459;49.972;37.439
8369.188;56.45;49.972;37.438
8370.169;56.466;49.977;37.443
8371.151;56.505;49.972;37.434
8372.147;56.483;49.975;37.441
8373.146;56.447;49.971;37.437
8374.16;56.48;49.973;37.439
8375.154;56.448;49.971;37.437
8376.137;56.453;49.973;37.44
8377.13;56.474;49.972;37.438
8378.141;56.477;49.973;37.439
8379.143;56.481;49.972;37.438
8380.138;56.47;49.974;37.44
8381.117;56.507;49.97;37.432
8382.128;56.449;49.969;37.437
8383.144;56.483;49.969;37.434
8384.139;56.493;49.97;37.434
8385.14;56.445;49.97;37.437
8386.119;56.476;49.972;37.438
8387.104;56.503;49.969;37.431
8388.122;56.473;49.971;37.437
8389.12;56.472;49.97;37.435
8390.12;56.442;49.967;37.434
8391.124;56.444;49.966;37.433
8392.107;56.447;49.967;37.433
8393.093;56.438;49.968;37.435
8394.088;56.441;49.967;37.433
8395.086;56.437;49.966;37.432
8396.088;56.442;49.967;37.434
8397.095;56.469;49.969;37.434
8398.075;56.483;49.969;37.433
8399.095;56.471;49.969;37.434
8400.081;56.462;49.97;37.436
8401.074;56.467;49.97;37.435
8402.07;56.431;49.966;37.433
8403.06;56.47;49.969;37.434
8404.052;56.469;49.97;37.436
8405.051;56.444;49.965;37.432
8406.054;56.495;49.968;37.429
8407.054;56.458;49.966;37.431
8408.037;56.468;49.969;37.434
8409.027;56.434;49.966;37.433
8410.032;56.464;49.97;37.435
8411.016;56.45;49.97;37.436
8412.01;56.446;49.963;37.43
8412.995;56.431;49.967;37.433
8413.987;56.435;49.967;37.433
8414.995;56.435;49.964;37.43
8415.989;56.447;49.964;37.429
8416.98;56.435;49.966;37.432
8417.962;56.463;49.967;37.432
8418.959;56.431;49.967;37.432
8419.964;56.5;49.966;37.427
8420.945;56.46;49.966;37.431
8421.938;56.465;49.965;37.43
8422.934;56.47;49.965;37.431
8423.934;56.457;49.964;37.429
8424.941;56.471;49.965;37.428
8425.955;56.436;49.96;37.426
8426.947;56.432;49.962;37.428
8427.938;56.438;49.96;37.427
8428.948;56.434;49.96;37.427
8429.96;56.429;49.961;37.427
8430.947;56.49;49.96;37.421
8431.934;56.422;49.961;37.428
8432.922;56.422;49.963;37.43
8433.916;56.429;49.959;37.423
8434.904;56.466;49.96;37.423
8435.898;56.458;49.962;37.426
8436.889;56.433;49.958;37.426
8437.885;56.445;49.954;37.416
8438.881;56.491;49.96;37.422
8439.896;56.45;49.959;37.424
8440.898;56.455;49.962;37.427
8441.902;56.424;49.958;37.425
8442.9;56.439;49.955;37.417
8443.905;56.429;49.958;37.425
8444.903;56.42;49.958;37.425
8445.88;56.445;49.963;37.428
8446.867;56.429;49.959;37.425
8447.857;56.452;49.96;37.424
8448.842;56.433;49.957;37.42
8449.833;56.437;49.956;37.422
8450.833;56.457;49.96;37.424
8451.839;56.432;49.957;37.422
8452.85;56.46;49.958;37.422
8453.851;56.428;49.956;37.422
8454.841;56.456;49.961;37.425
8455.831;56.432;49.956;37.422
8456.815;56.431;49.955;37.419
8457.827;56.447;49.961;37.425
8458.81;56.429;49.955;37.42
8459.801;56.419;49.955;37.422
8460.793;56.427;49.957;37.421
8461.791;56.421;49.954;37.418
8462.791;56.419;49.957;37.423
8463.795;56.458;49.957;37.421
8464.802;56.414;49.957;37.423
8465.81;56.489;49.955;37.417
8466.822;56.45;49.957;37.422
8467.811;56.439;49.958;37.424
8468.801;56.451;49.956;37.422
8469.792;56.423;49.953;37.42
8470.788;56.437;49.953;37.416
8471.792;56.425;49.952;37.419
8472.782;56.42;49.953;37.419
8473.773;56.449;49.956;37.421
8474.764;56.428;49.951;37.416
8475.769;56.445;49.955;37.42
8476.766;56.436;49.949;37.41
8477.756;56.45;49.953;37.418
8478.762;56.433;49.955;37.421
8479.737;56.445;49.953;37.418
8480.743;56.415;49.95;37.415
8481.742;56.42;49.951;37.416
8482.753;56.406;49.952;37.417
8483.744;56.449;49.953;37.417
8484.743;56.43;49.948;37.41
8485.758;56.453;49.953;37.418
8486.739;56.476;49.952;37.412
8487.725;56.448;49.953;37.417
8488.714;56.412;49.949;37.414
8489.711;56.419;49.949;37.414
8490.716;56.406;49.949;37.414
8491.713;56.402;49.947;37.412
8492.712;56.441;49.952;37.417
8493.693;56.415;49.95;37.415
8494.706;56.443;49.951;37.416
8495.723;56.389;49.947;37.413
8496.722;56.413;49.948;37.412
8497.723;56.42;49.947;37.411
8498.746;56.402;49.949;37.417
8499.744;56.403;49.947;37.411
8500.735;56.434;49.95;37.415
8501.722;56.432;49.952;37.418
8502.715;56.401;49.946;37.41
8503.708;56.435;49.949;37.413
8504.703;56.407;49.947;37.412
8505.696;56.426;49.943;37.405
8506.691;56.418;49.943;37.405
8507.693;56.41;49.946;37.412
8508.701;56.406;49.946;37.412
8509.702;56.407;49.946;37.412
8510.693;56.4;49.946;37.413
8511.699;56.436;49.95;37.416
8512.699;56.397;49.947;37.414
8513.69;56.395;49.945;37.411
8514.692;56.403;49.946;37.412
8515.686;56.424;49.949;37.415
8516.685;56.422;49.94;37.401
8517.68;56.4;49.945;37.412
8518.684;56.427;49.947;37.411
8519.666;56.394;49.942;37.408
8520.659;56.401;49.945;37.411
8521.664;56.393;49.945;37.411
8522.676;56.432;49.947;37.412
8523.663;56.398;49.941;37.406
8524.665;56.408;49.943;37.406
8525.664;56.401;49.945;37.411
8526.665;56.432;49.945;37.41
8527.671;56.404;49.944;37.41
8528.652;56.402;49.945;37.41
8529.666;56.4;49.944;37.41
8530.658;56.405;49.944;37.41
8531.658;56.411;49.939;37.401
8532.663;56.407;49.944;37.409
8533.672;56.409;49.943;37.408
8534.653;56.431;49.947;37.41
8535.636;56.387;49.943;37.408
8536.623;56.412;49.942;37.406
8537.616;56.418;49.938;37.4
8538.609;56.4;49.944;37.41
8539.583;56.406;49.942;37.407
8540.587;56.411;49.941;37.405
8541.601;56.397;49.943;37.409
8542.591;56.399;49.943;37.408
8543.582;56.393;49.942;37.407
8544.579;56.43;49.946;37.41
8545.559;56.386;49.942;37.407
8546.556;56.394;49.942;37.408
8547.539;56.391;49.94;37.405
8548.547;56.384;49.94;37.406
8549.538;56.416;49.936;37.397
8550.536;56.411;49.937;37.398
8551.529;56.4;49.942;37.408
8552.52;56.394;49.941;37.405
8553.534;56.385;49.941;37.405
8554.523;56.402;49.941;37.405
8555.532;56.393;49.94;37.405
8556.516;56.406;49.942;37.408
8557.506;56.399;49.943;37.408
8558.5;56.404;49.94;37.403
8559.489;56.399;49.941;37.405
8560.482;56.398;49.942;37.406
8561.461;56.406;49.938;37.403
8562.45;56.404;49.938;37.402
8563.437;56.386;49.938;37.404
8564.429;56.397;49.941;37.406
8565.428;56.407;49.934;37.395
8566.43;56.391;49.94;37.405
8567.434;56.376;49.937;37.402
8568.441;56.386;49.937;37.402
8569.447;56.388;49.938;37.403
8570.43;56.385;49.936;37.401
8571.414;56.394;49.937;37.402
8572.404;56.396;49.938;37.403
8573.396;56.39;49.937;37.402
8574.392;56.409;49.933;37.394
8575.379;56.388;49.94;37.405
8576.371;56.408;49.933;37.395
8577.366;56.381;49.935;37.399
8578.375;56.39;49.937;37.402
8579.375;56.382;49.934;37.4
8580.353;56.397;49.938;37.401
8581.354;56.396;49.938;37.402
8582.351;56.384;49.938;37.405
8583.355;56.387;49.937;37.402
8584.348;56.386;49.937;37.402
8585.347;56.406;49.932;37.393
8586.37;56.378;49.935;37.4
8587.371;56.39;49.932;37.396
8588.383;56.379;49.934;37.401
8589.385;56.395;49.935;37.402
8590.4;56.379;49.933;37.398
8591.396;56.376;49.934;37.399
8592.396;56.385;49.936;37.401
8593.405;56.374;49.932;37.397
8594.387;56.401;49.929;37.39
8595.376;56.375;49.933;37.4
8596.377;56.387;49.933;37.398
8597.384;56.394;49.937;37.403
8598.364;56.392;49.937;37.403
8599.38;56.383;49.932;37.399
8600.373;56.373;49.934;37.4
8601.371;56.387;49.931;37.396
8602.375;56.373;49.933;37.399
8603.379;56.395;49.93;37.393
8604.388;56.367;49.931;37.396
8605.372;56.383;49.933;37.396
8606.374;56.383;49.93;37.396
8607.373;56.409;49.928;37.385
8608.366;56.377;49.931;37.395
8609.363;56.384;49.933;37.397
8610.369;56.395;49.931;37.394
8611.366;56.393;49.927;37.387
8612.372;56.377;49.928;37.393
8613.372;56.369;49.928;37.393
8614.373;56.363;49.928;37.394
8615.38;56.383;49.928;37.393
8616.366;56.37;49.927;37.392
8617.352;56.385;49.926;37.389
8618.346;56.382;49.929;37.393
8619.347;56.357;49.93;37.394
8620.354;56.39;49.924;37.384
8621.367;56.393;49.925;37.385
8622.355;56.4;49.924;37.384
8623.348;56.373;49.928;37.392
8624.368;56.365;49.927;37.392
8625.364;56.366;49.927;37.391
8626.361;56.364;49.925;37.39
8627.363;56.382;49.924;37.388
8628.367;56.377;49.927;37.392
8629.372;56.374;49.923;37.388
8630.354;56.379;49.925;37.39
8631.372;56.375;49.927;37.391
8632.361;56.379;49.926;37.389
8633.35;56.358;49.925;37.39
8634.345;56.385;49.924;37.385
8635.34;56.364;49.926;37.391
8636.338;56.37;49.925;37.389
8637.348;56.38;49.928;37.392
8638.36;56.366;49.927;37.392
8639.348;56.358;49.927;37.391
8640.345;56.361;49.926;37.391
8641.342;56.36;49.925;37.39
8642.341;56.365;49.925;37.39
8643.328;56.382;49.926;37.389
8644.308;56.384;49.922;37.383
8645.308;56.377;49.924;37.386
8646.298;56.359;49.927;37.394
8647.276;56.374;49.926;37.391
8648.269;56.363;49.925;37.39
8649.276;56.377;49.925;37.389
8650.26;56.379;49.923;37.386
8651.241;56.381;49.924;37.387
8652.228;56.382;49.921;37.382
8653.222;56.361;49.923;37.388
8654.224;56.381;49.922;37.386
8655.233;56.375;49.925;37.389
8656.218;56.377;49.922;37.385
8657.208;56.372;49.923;37.387
8658.213;56.369;49.924;37.387
8659.22;56.356;49.923;37.386
8660.24;56.373;49.922;37.386
8661.232;56.365;49.921;37.386
8662.21;56.355;49.921;37.386
8663.22;56.359;49.919;37.383
8664.203;56.375;49.918;37.378
8665.192;56.339;49.922;37.388
8666.189;56.373;49.92;37.381
8667.188;56.35;49.919;37.384
8668.195;56.359;49.922;37.387
8669.209;56.379;49.917;37.379
8670.194;56.351;49.92;37.384
8671.186;56.374;49.921;37.385
8672.181;56.349;49.92;37.384
8673.179;56.379;49.918;37.378
8674.18;56.344;49.921;37.386
8675.176;56.36;49.923;37.387
8676.172;56.367;49.922;37.386
8677.165;56.399;49.917;37.377
8678.145;56.364;49.919;37.383
8679.149;56.361;49.92;37.384
8680.144;56.337;49.92;37.385
8681.151;56.346;49.918;37.382
8682.15;56.375;49.914;37.375
8683.156;56.351;49.917;37.38
8684.161;56.382;49.916;37.376
8685.157;56.372;49.915;37.375
8686.154;56.356;49.919;37.383
8687.155;56.36;49.917;37.383
8688.143;56.353;49.917;37.38
8689.138;56.358;49.918;37.383
8690.115;56.343;49.917;37.382
8691.116;56.359;49.916;37.38
8692.114;56.344;49.917;37.381
8693.122;56.348;49.914;37.378
8694.133;56.347;49.916;37.381
8695.119;56.342;49.915;37.38
8696.121;56.349;49.913;37.377
8697.125;56.342;49.916;37.381
8698.103;56.368;49.916;37.379
8699.113;56.356;49.917;37.382
8700.13;56.389;49.914;37.373
8701.129;56.35;49.916;37.381
8702.139;56.369;49.912;37.372
8703.147;56.358;49.918;37.382
8704.166;56.345;49.914;37.377
8705.154;56.353;49.917;37.381
8706.146;56.364;49.914;37.374
8707.141;56.349;49.914;37.379
8708.137;56.353;49.917;37.381
8709.125;56.346;49.914;37.379
8710.114;56.356;49.914;37.377
8711.13;56.345;49.915;37.379
8712.128;56.357;49.913;37.378
8713.136;56.343;49.914;37.378
8714.13;56.361;49.912;37.375
8715.125;56.355;49.911;37.371
8716.12;56.356;49.909;37.372
8717.116;56.363;49.91;37.37
8718.124;56.347;49.914;37.379
8719.109;56.342;49.915;37.38
8720.104;56.354;49.912;37.376
8721.111;56.363;49.911;37.371
8722.089;56.349;49.914;37.378
8723.078;56.355;49.914;37.377
8724.073;56.334;49.91;37.375
8725.077;56.36;49.909;37.37
8726.054;56.338;49.913;37.377
8727.041;56.334;49.911;37.374
8728.032;56.364;49.909;37.369
8729.027;56.348;49.914;37.378
8730.026;56.361;49.909;37.368
8731.032;56.352;49.909;37.374
8732.01;56.346;49.913;37.377
8732.996;56.357;49.911;37.373
8733.987;56.342;49.912;37.376
8734.986;56.33;49.909;37.374
8735.985;56.353;49.91;37.374
8736.988;56.35;49.91;37.374
8737.995;56.351;49.907;37.371
8739.013;56.337;49.91;37.373
8739.999;56.336;49.909;37.373
8740.99;56.355;49.909;37.37
8741.983;56.334;49.911;37.374
8742.982;56.343;49.913;37.378
8743.98;56.369;49.908;37.367
8744.972;56.349;49.91;37.375
8745.966;56.335;49.908;37.373
8746.976;56.344;49.909;37.374
8747.963;56.368;49.906;37.365
8748.959;56.345;49.908;37.372
8749.95;56.347;49.909;37.373
8750.932;56.342;49.908;37.373
8751.926;56.341;49.91;37.373
8752.927;56.339;49.91;37.374
8753.934;56.343;49.909;37.373
8754.938;56.33;49.908;37.371
8755.942;56.321;49.909;37.373
8756.936;56.326;49.907;37.37
8757.938;56.341;49.908;37.372
8758.928;56.348;49.907;37.367
8759.924;56.339;49.909;37.371
8760.912;56.338;49.909;37.373
8761.925;56.353;49.907;37.365
8762.918;56.338;49.906;37.371
8763.916;56.336;49.908;37.373
8764.895;56.323;49.907;37.37
8765.906;56.346;49.907;37.37
8766.897;56.338;49.911;37.374
8767.887;56.326;49.908;37.371
8768.883;56.348;49.906;37.368
8769.871;56.34;49.908;37.372
8770.862;56.34;49.906;37.37
8771.857;56.343;49.903;37.363
8772.856;56.347;49.903;37.362
8773.856;56.324;49.904;37.366
8774.86;56.338;49.907;37.371
8775.864;56.337;49.906;37.37
8776.874;56.343;49.904;37.369
8777.854;56.324;49.903;37.367
8778.839;56.357;49.901;37.361
8779.856;56.334;49.907;37.37
8780.847;56.351;49.903;37.366
8781.843;56.329;49.904;37.368
8782.841;56.357;49.9;37.36
8783.84;56.343;49.902;37.365
8784.843;56.314;49.905;37.368
8785.835;56.334;49.906;37.369
8786.833;56.338;49.9;37.359
8787.837;56.349;49.9;37.36
8788.833;56.338;49.902;37.365
8789.832;56.345;49.9;37.359
8790.816;56.326;49.902;37.368
8791.833;56.335;49.903;37.366
8792.832;56.337;49.9;37.365
8793.83;56.338;49.902;37.364
8794.833;56.333;49.901;37.365
8795.822;56.335;49.902;37.366
8796.805;56.328;49.905;37.368
8797.798;56.34;49.899;37.362
8798.778;56.335;49.901;37.364
8799.774;56.326;49.902;37.366
8800.781;56.325;49.9;37.364
8801.793;56.345;49.899;37.362
8802.789;56.353;49.896;37.354
8803.8;56.337;49.899;37.362
8804.813;56.36;49.897;37.355
8805.804;56.329;49.897;37.359
8806.797;56.334;49.899;37.361
8807.799;56.341;49.896;37.354
8808.772;56.335;49.901;37.364
8809.785;56.313;49.899;37.364
8810.768;56.311;49.897;37.361
8811.764;56.33;49.899;37.363
8812.762;56.313;49.898;37.36
8813.766;56.335;49.898;37.36
8814.749;56.337;49.897;37.36
8815.736;56.32;49.897;37.361
8816.721;56.325;49.9;37.363
8817.712;56.324;49.897;37.361
8818.701;56.329;49.899;37.362
8819.693;56.315;49.897;37.36
8820.693;56.338;49.896;37.355
8821.706;56.334;49.897;37.36
8822.682;56.332;49.896;37.355
8823.676;56.322;49.898;37.362
8824.677;56.323;49.904;37.365
8825.678;56.338;49.895;37.357
8826.694;56.332;49.896;37.355
8827.693;56.317;49.895;37.358
8828.702;56.331;49.897;37.36
8829.675;56.308;49.896;37.36
8830.683;56.313;49.897;37.362
8831.671;56.321;49.897;37.362
8832.671;56.322;49.896;37.36
8833.653;56.343;49.892;37.351
8834.644;56.307;49.894;37.358
8835.643;56.309;49.896;37.359
8836.657;56.324;49.895;37.358
8837.645;56.334;49.894;37.353
8838.646;56.32;49.895;37.359
8839.656;56.338;49.893;37.352
8840.641;56.311;49.895;37.358
8841.633;56.305;49.893;37.357
8842.63;56.321;49.895;37.358
8843.633;56.313;49.893;37.356
8844.645;56.33;49.894;37.355
8845.633;56.328;49.893;37.356
8846.62;56.31;49.892;37.356
8847.605;56.3;49.891;37.354
8848.595;56.315;49.894;37.357
8849.581;56.343;49.887;37.347
8850.582;56.301;49.892;37.354
8851.593;56.318;49.888;37.351
8852.564;56.33;49.893;37.352
8853.562;56.335;49.888;37.347
8854.539;56.319;49.889;37.352
8855.54;56.325;49.888;37.348
8856.526;56.322;49.891;37.354
8857.519;56.314;49.889;37.352
8858.512;56.297;49.888;37.351
8859.518;56.309;49.891;37.355
8860.528;56.328;49.884;37.344
8861.526;56.304;49.887;37.35
8862.532;56.329;49.885;37.344
8863.513;56.309;49.886;37.349
8864.502;56.33;49.887;37.349
8865.496;56.312;49.887;37.35
8866.496;56.299;49.887;37.35
8867.474;56.329;49.884;37.343
8868.466;56.326;49.881;37.34
8869.46;56.317;49.886;37.349
8870.459;56.308;49.89;37.354
8871.466;56.299;49.884;37.348
8872.458;56.328;49.886;37.344
8873.477;56.319;49.887;37.349
8874.467;56.325;49.885;37.344
8875.461;56.303;49.885;37.348
8876.461;56.324;49.881;37.34
8877.469;56.302;49.884;37.348
8878.462;56.298;49.884;37.346
8879.46;56.301;49.884;37.346
8880.452;56.317;49.886;37.349
8881.458;56.318;49.882;37.341
8882.47;56.324;49.88;37.34
8883.471;56.328;49.879;37.338
8884.481;56.297;49.882;37.345
8885.484;56.323;49.878;37.337
8886.48;56.302;49.883;37.346
8887.492;56.303;49.882;37.346
8888.48;56.329;49.878;37.336
8889.484;56.295;49.88;37.343
8890.481;56.308;49.879;37.343
8891.484;56.304;49.879;37.342
8892.502;56.294;49.882;37.347
8893.498;56.312;49.88;37.343
8894.476;56.321;49.88;37.343
8895.487;56.305;49.879;37.341
8896.503;56.293;49.879;37.342
8897.497;56.302;49.881;37.347
8898.495;56.319;49.878;37.337
8899.502;56.294;49.88;37.343
8900.512;56.295;49.878;37.341
8901.523;56.287;49.879;37.342
8902.512;56.313;49.88;37.343
8903.505;56.291;49.878;37.341
8904.503;56.312;49.879;37.342
8905.506;56.316;49.879;37.341
8906.512;56.302;49.881;37.343
8907.507;56.292;49.879;37.341
8908.507;56.302;49.878;37.342
8909.494;56.306;49.878;37.341
8910.486;56.303;49.879;37.343
8911.474;56.325;49.877;37.336
8912.471;56.307;49.879;37.343
8913.461;56.308;49.878;37.343
8914.461;56.286;49.879;37.344
8915.453;56.317;49.873;37.333
8916.455;56.295;49.877;37.34
8917.457;56.307;49.877;37.34
8918.471;56.296;49.876;37.339
8919.494;56.285;49.876;37.339
8920.483;56.304;49.874;37.335
8921.457;56.315;49.875;37.338
8922.468;56.312;49.873;37.333
8923.462;56.294;49.874;37.336
8924.461;56.287;49.875;37.337
8925.466;56.289;49.876;37.338
8926.452;56.308;49.876;37.339
8927.444;56.301;49.875;37.338
8928.452;56.308;49.875;37.334
8929.461;56.297;49.874;37.334
8930.48;56.302;49.876;37.34
8931.471;56.312;49.87;37.33
8932.467;56.29;49.873;37.337
8933.469;56.306;49.87;37.33
8934.473;56.303;49.875;37.339
8935.486;56.31;49.872;37.334
8936.473;56.305;49.873;37.337
8937.463;56.301;49.874;37.337
8938.459;56.288;49.87;37.333
8939.46;56.303;49.868;37.328
8940.467;56.295;49.872;37.335
8941.475;56.28;49.873;37.335
8942.485;56.29;49.87;37.333
8943.464;56.291;49.87;37.333
8944.48;56.311;49.869;37.328
8945.47;56.3;49.871;37.334
8946.46;56.305;49.867;37.327
8947.455;56.281;49.872;37.337
8948.457;56.293;49.873;37.336
8949.46;56.278;49.872;37.336
8950.451;56.304;49.871;37.334
8951.447;56.287;49.872;37.336
8952.428;56.296;49.871;37.336
8953.42;56.285;49.87;37.334
8954.425;56.309;49.866;37.326
8955.446;56.292;49.873;37.335
8956.436;56.299;49.871;37.334
8957.423;56.289;49.872;37.336
8958.398;56.275;49.869;37.334
8959.38;56.299;49.872;37.335
8960.374;56.291;49.87;37.333
8961.366;56.303;49.867;37.327
8962.367;56.3;49.871;37.334
8963.383;56.303;49.866;37.325
8964.394;56.282;49.87;37.334
8965.405;56.283;49.87;37.333
8966.408;56.293;49.871;37.334
8967.408;56.296;49.87;37.333
8968.412;56.308;49.866;37.326
8969.411;56.299;49.869;37.331
8970.412;56.277;49.87;37.333
8971.415;56.293;49.865;37.327
8972.427;56.295;49.868;37.326
8973.441;56.296;49.869;37.332
8974.427;56.294;49.868;37.331
8975.425;56.297;49.869;37.332
8976.436;56.275;49.867;37.328
8977.417;56.285;49.87;37.334
8978.401;56.288;49.868;37.332
8979.387;56.278;49.865;37.328
8980.378;56.274;49.865;37.328
8981.374;56.293;49.869;37.332
8982.357;56.293;49.867;37.33
8983.349;56.283;49.865;37.327
8984.367;56.286;49.867;37.328
8985.37;56.273;49.865;37.329
8986.361;56.292;49.866;37.329
8987.362;56.297;49.864;37.327
8988.369;56.301;49.862;37.322
8989.363;56.271;49.866;37.33
8990.37;56.291;49.866;37.329
8991.372;56.275;49.863;37.327
8992.373;56.273;49.864;37.328
8993.364;56.296;49.865;37.328
8994.356;56.287;49.864;37.327
8995.356;56.267;49.863;37.325
8996.365;56.27;49.865;37.327
8997.351;56.283;49.865;37.327
8998.349;56.272;49.862;37.326
8999.337;56.279;49.867;37.33
9000.332;56.3;49.858;37.318
9001.333;56.287;49.866;37.33
9002.347;56.285;49.863;37.326
9003.334;56.269;49.864;37.326
9004.355;56.29;49.86;37.321
9005.361;56.293;49.864;37.327
9006.342;56.292;49.864;37.327
9007.353;56.29;49.862;37.325
9008.37;56.294;49.863;37.326
9009.367;56.274;49.862;37.324
9010.378;56.28;49.86;37.323
9011.394;56.279;49.864;37.328
9012.414;56.27;49.861;37.325
9013.406;56.275;49.865;37.329
9014.4;56.273;49.862;37.325
9015.391;56.3;49.858;37.316
9016.382;56.296;49.858;37.317
9017.382;56.294;49.858;37.316
9018.371;56.266;49.859;37.322
9019.37;56.281;49.863;37.326
9020.363;56.306;49.861;37.323
9021.377;56.294;49.855;37.314
9022.379;56.3;49.857;37.321
9023.39;56.267;49.86;37.323
9024.399;56.296;49.859;37.321
9025.386;56.276;49.86;37.322
9026.383;56.279;49.858;37.322
9027.387;56.262;49.859;37.321
9028.381;56.285;49.86;37.322
9029.38;56.267;49.86;37.323
9030.387;56.267;49.857;37.321
9031.369;56.284;49.861;37.324
9032.365;56.272;49.862;37.326
9033.366;56.274;49.854;37.317
9034.37;56.287;49.857;37.321
9035.381;56.275;49.858;37.322
9036.365;56.289;49.856;37.319
9037.364;56.286;49.857;37.32
9038.366;56.282;49.858;37.32
9039.38;56.265;49.854;37.317
9040.399;56.269;49.856;37.319
9041.389;56.266;49.856;37.319
9042.382;56.274;49.855;37.316
9043.378;56.283;49.852;37.316
9044.379;56.269;49.853;37.316
9045.382;56.279;49.857;37.32
9046.39;56.28;49.856;37.318
9047.399;56.283;49.856;37.319
9048.411;56.283;49.854;37.317
9049.401;56.26;49.855;37.317
9050.395;56.288;49.855;37.317
9051.391;56.311;49.85;37.308
9052.39;56.275;49.852;37.314
9053.375;56.299;49.854;37.315
9054.372;56.263;49.854;37.317
9055.371;56.278;49.856;37.318
9056.355;56.271;49.853;37.315
9057.343;56.274;49.855;37.317
9058.316;56.296;49.853;37.314
9059.311;56.288;49.853;37.314
9060.307;56.263;49.853;37.316
9061.301;56.256;49.857;37.321
9062.298;56.292;49.853;37.314
9063.298;56.275;49.854;37.317
9064.306;56.254;49.852;37.315
9065.306;56.261;49.852;37.315
9066.312;56.268;49.85;37.314
9067.304;56.258;49.853;37.317
9068.317;56.284;49.848;37.306
9069.336;56.281;49.852;37.316
9070.33;56.29;49.846;37.305
9071.331;56.274;49.851;37.314
9072.336;56.257;49.848;37.311
9073.346;56.278;49.849;37.312
9074.332;56.289;49.845;37.305
9075.354;56.261;49.85;37.312
9076.349;56.283;49.851;37.313
9077.362;56.278;49.85;37.313
9078.348;56.282;49.851;37.313
9079.368;56.275;49.847;37.307
9080.36;56.267;49.846;37.309
9081.353;56.287;49.843;37.302
9082.349;56.283;49.848;37.311
9083.353;56.276;49.848;37.311
9084.359;56.276;49.849;37.313
9085.342;56.282;49.847;37.309
9086.319;56.26;49.847;37.31
9087.323;56.272;49.847;37.309
9088.322;56.272;49.844;37.307
9089.322;56.286;49.847;37.309
9090.317;56.274;49.846;37.308
9091.315;56.288;49.843;37.303
9092.324;56.271;49.846;37.309
9093.314;56.285;49.843;37.302
9094.316;56.259;49.844;37.306
9095.323;56.276;49.846;37.31
9096.321;56.267;49.847;37.311
9097.322;56.282;49.842;37.301
9098.317;56.289;49.84;37.3
