IDs:;240911_03_240712D;15_b01_DNAJB6_00_087_uM;
Concentration [uM]:;0.087;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
850.214;71.665;49.908;38.412
851.212;71.646;49.905;38.41
852.185;71.664;49.908;38.413
853.163;71.669;49.908;38.411
854.175;71.665;49.906;38.411
855.164;71.661;49.908;38.412
856.162;71.679;49.908;38.413
857.145;71.635;49.91;38.414
858.142;71.685;49.907;38.412
859.15;71.668;49.909;38.415
860.136;71.7;49.908;38.414
861.143;71.67;49.908;38.414
862.135;71.669;49.909;38.415
863.142;71.645;49.909;38.413
864.152;71.674;49.909;38.414
865.14;71.66;49.908;38.412
866.161;71.673;49.908;38.413
867.149;71.649;49.91;38.414
868.159;71.676;49.907;38.412
869.173;71.691;49.904;38.409
870.161;71.674;49.907;38.412
871.155;71.655;49.909;38.413
872.158;71.688;49.906;38.412
873.161;71.677;49.908;38.413
874.173;71.652;49.908;38.413
875.189;71.679;49.907;38.412
876.207;71.702;49.903;38.409
877.196;71.708;49.908;38.414
878.19;71.659;49.911;38.415
879.188;71.675;49.907;38.412
880.199;71.644;49.909;38.414
881.192;71.667;49.91;38.415
882.185;71.674;49.907;38.412
883.165;71.672;49.908;38.413
884.156;71.651;49.91;38.415
885.158;71.68;49.907;38.412
886.152;71.678;49.907;38.412
887.138;71.679;49.907;38.412
888.144;71.685;49.909;38.413
889.159;71.686;49.908;38.413
890.156;71.633;49.906;38.411
891.166;71.679;49.907;38.412
892.166;71.658;49.91;38.415
893.144;71.67;49.907;38.412
894.145;71.659;49.91;38.414
895.152;71.686;49.907;38.412
896.141;71.685;49.907;38.413
897.134;71.672;49.906;38.411
898.137;71.683;49.908;38.414
899.142;71.658;49.907;38.411
900.133;71.638;49.905;38.41
901.123;71.682;49.907;38.412
902.122;71.659;49.905;38.409
903.128;71.654;49.907;38.412
904.14;71.658;49.909;38.413
905.124;71.669;49.907;38.412
906.114;71.66;49.909;38.413
907.11;71.659;49.909;38.414
908.107;71.689;49.905;38.41
909.107;71.693;49.909;38.415
910.112;71.684;49.907;38.412
911.123;71.67;49.908;38.413
912.105;71.69;49.904;38.41
913.088;71.664;49.905;38.41
914.076;71.636;49.906;38.409
915.07;71.674;49.904;38.409
916.069;71.673;49.905;38.41
917.075;71.678;49.904;38.41
918.077;71.675;49.907;38.413
919.071;71.632;49.907;38.412
920.084;71.658;49.909;38.414
921.094;71.702;49.904;38.409
922.102;71.679;49.906;38.411
923.11;71.646;49.904;38.409
924.1;71.676;49.904;38.409
925.098;71.686;49.904;38.41
926.094;71.665;49.905;38.409
927.098;71.679;49.907;38.411
928.091;71.686;49.906;38.411
929.096;71.676;49.903;38.408
930.105;71.668;49.907;38.412
931.097;71.667;49.905;38.41
932.093;71.645;49.902;38.407
933.103;71.639;49.903;38.408
934.116;71.693;49.904;38.41
935.108;71.678;49.904;38.41
936.079;71.667;49.907;38.412
937.083;71.687;49.902;38.407
938.095;71.679;49.904;38.41
939.116;71.664;49.907;38.412
940.112;71.678;49.906;38.411
941.111;71.668;49.905;38.41
942.117;71.659;49.907;38.412
943.127;71.603;49.907;38.411
944.141;71.663;49.906;38.41
945.128;71.672;49.905;38.41
946.119;71.649;49.906;38.411
947.111;71.672;49.905;38.41
948.132;71.667;49.904;38.409
949.145;71.674;49.903;38.409
950.166;71.681;49.902;38.408
951.156;71.672;49.905;38.409
952.153;71.645;49.906;38.411
953.151;71.681;49.904;38.409
954.154;71.668;49.905;38.41
955.157;71.678;49.903;38.408
956.157;71.676;49.905;38.41
957.15;71.675;49.904;38.409
958.139;71.7;49.902;38.408
959.137;71.654;49.903;38.408
960.133;71.686;49.903;38.409
961.141;71.654;49.903;38.407
962.142;71.675;49.903;38.409
963.134;71.675;49.904;38.409
964.117;71.684;49.904;38.41
965.114;71.664;49.905;38.41
966.104;71.667;49.907;38.412
967.102;71.698;49.904;38.41
968.091;71.63;49.907;38.411
969.083;71.658;49.906;38.41
970.083;71.663;49.904;38.409
971.065;71.673;49.902;38.407
972.049;71.654;49.905;38.41
973.048;71.648;49.906;38.411
974.059;71.665;49.905;38.41
975.042;71.66;49.904;38.409
976.034;71.694;49.904;38.411
977.054;71.677;49.904;38.409
978.071;71.672;49.905;38.41
979.091;71.682;49.904;38.409
980.089;71.638;49.907;38.411
981.095;71.657;49.905;38.409
982.107;71.662;49.905;38.41
983.121;71.682;49.905;38.41
984.108;71.662;49.905;38.41
985.099;71.683;49.904;38.409
986.092;71.668;49.902;38.407
987.095;71.688;49.903;38.408
988.097;71.663;49.902;38.407
989.088;71.678;49.903;38.408
990.084;71.683;49.904;38.409
991.078;71.682;49.898;38.404
992.075;71.699;49.9;38.406
993.067;71.673;49.902;38.408
994.061;71.677;49.904;38.409
995.059;71.657;49.903;38.408
996.046;71.662;49.904;38.409
997.037;71.656;49.902;38.409
998.036;71.647;49.904;38.408
999.051;71.682;49.904;38.41
1000.045;71.689;49.904;38.408
1001.021;71.685;49.902;38.407
1002.007;71.68;49.903;38.408
1002.998;71.646;49.903;38.408
1003.995;71.648;49.904;38.409
1004.973;71.668;49.905;38.41
1005.985;71.668;49.906;38.41
1006.999;71.676;49.902;38.408
1008.009;71.666;49.902;38.408
1008.994;71.686;49.905;38.411
1009.989;71.661;49.905;38.408
1010.99;71.702;49.904;38.41
1011.997;71.685;49.905;38.41
1012.978;71.677;49.901;38.407
1013.963;71.661;49.901;38.407
1014.952;71.68;49.905;38.41
1015.947;71.666;49.906;38.411
1016.944;71.663;49.901;38.406
1017.946;71.66;49.904;38.41
1018.954;71.662;49.902;38.407
1019.966;71.693;49.9;38.405
1020.95;71.684;49.904;38.41
1021.94;71.671;49.902;38.407
1022.934;71.688;49.902;38.408
1023.929;71.676;49.904;38.409
1024.928;71.657;49.903;38.407
1025.91;71.665;49.903;38.408
1026.908;71.684;49.904;38.409
1027.906;71.666;49.903;38.408
1028.91;71.683;49.903;38.409
1029.916;71.677;49.902;38.408
1030.911;71.67;49.903;38.408
1031.893;71.647;49.903;38.407
1032.889;71.692;49.903;38.409
1033.881;71.676;49.902;38.408
1034.881;71.679;49.9;38.405
1035.878;71.69;49.903;38.409
1036.882;71.674;49.905;38.41
1037.872;71.66;49.906;38.41
1038.85;71.684;49.903;38.408
1039.854;71.663;49.906;38.411
1040.863;71.653;49.905;38.409
1041.883;71.661;49.904;38.408
1042.88;71.692;49.902;38.408
1043.892;71.671;49.904;38.409
1044.906;71.679;49.905;38.41
1045.917;71.667;49.903;38.408
1046.924;71.676;49.904;38.41
1047.939;71.685;49.903;38.409
1048.958;71.675;49.905;38.41
1049.95;71.669;49.902;38.407
1050.947;71.679;49.903;38.408
1051.948;71.65;49.904;38.409
1052.954;71.714;49.9;38.407
1053.963;71.645;49.905;38.409
1054.974;71.681;49.901;38.407
1055.96;71.649;49.906;38.41
1056.98;71.667;49.903;38.407
1057.971;71.657;49.902;38.407
1058.964;71.689;49.902;38.408
1059.96;71.654;49.901;38.406
1060.969;71.671;49.903;38.408
1061.966;71.66;49.905;38.41
1062.958;71.669;49.901;38.406
1063.959;71.682;49.903;38.408
1064.941;71.69;49.901;38.407
1065.946;71.661;49.902;38.407
1066.938;71.661;49.903;38.408
1067.943;71.671;49.902;38.408
1068.947;71.681;49.902;38.407
1069.941;71.683;49.902;38.408
1070.96;71.654;49.902;38.407
1071.963;71.667;49.903;38.408
1072.951;71.67;49.901;38.405
1073.947;71.664;49.901;38.405
1074.96;71.67;49.902;38.408
1075.95;71.662;49.902;38.406
1076.947;71.692;49.901;38.407
1077.927;71.668;49.903;38.408
1078.91;71.669;49.902;38.407
1079.904;71.691;49.903;38.408
1080.899;71.653;49.903;38.407
1081.9;71.674;49.903;38.408
1082.909;71.678;49.9;38.405
1083.894;71.672;49.9;38.406
1084.89;71.678;49.902;38.407
1085.889;71.668;49.902;38.406
1086.89;71.68;49.901;38.406
1087.896;71.673;49.9;38.406
1088.904;71.663;49.902;38.407
1089.914;71.664;49.902;38.407
1090.904;71.66;49.902;38.406
1091.893;71.685;49.902;38.407
1092.889;71.714;49.899;38.405
1093.885;71.657;49.9;38.404
1094.885;71.679;49.901;38.407
1095.888;71.655;49.902;38.406
1096.873;71.656;49.901;38.405
1097.89;71.671;49.902;38.407
1098.906;71.667;49.901;38.406
1099.911;71.683;49.902;38.407
1100.913;71.66;49.901;38.406
1101.901;71.663;49.902;38.407
1102.908;71.683;49.901;38.406
1103.911;71.697;49.902;38.408
1104.897;71.645;49.9;38.406
1105.891;71.681;49.902;38.407
1106.898;71.679;49.902;38.408
1107.898;71.669;49.9;38.406
1108.888;71.668;49.898;38.403
1109.884;71.666;49.899;38.404
1110.886;71.648;49.903;38.408
1111.895;71.658;49.902;38.407
1112.893;71.67;49.901;38.406
1113.894;71.666;49.9;38.405
1114.902;71.689;49.9;38.406
1115.891;71.665;49.901;38.406
1116.883;71.668;49.9;38.404
1117.885;71.676;49.898;38.404
1118.863;71.66;49.9;38.405
1119.878;71.676;49.897;38.403
1120.871;71.651;49.902;38.407
1121.868;71.66;49.903;38.407
1122.877;71.661;49.904;38.408
1123.891;71.691;49.901;38.407
1124.879;71.615;49.897;38.401
1125.883;71.679;49.9;38.406
1126.886;71.677;49.898;38.404
1127.891;71.68;49.899;38.405
1128.905;71.677;49.899;38.404
1129.888;71.665;49.901;38.406
1130.874;71.66;49.903;38.408
1131.868;71.672;49.901;38.406
1132.867;71.697;49.896;38.402
1133.871;71.654;49.899;38.404
1134.864;71.688;49.899;38.405
1135.862;71.648;49.901;38.405
1136.862;71.674;49.901;38.406
1137.865;71.675;49.898;38.403
1138.848;71.677;49.899;38.404
1139.861;71.659;49.901;38.406
1140.866;71.678;49.896;38.402
1141.859;71.66;49.899;38.404
1142.85;71.676;49.9;38.405
1143.858;71.676;49.899;38.404
1144.843;71.667;49.899;38.404
1145.844;71.671;49.898;38.403
1146.856;71.655;49.898;38.403
1147.845;71.643;49.899;38.405
1148.846;71.671;49.896;38.401
1149.851;71.679;49.897;38.402
1150.864;71.666;49.899;38.404
1151.863;71.671;49.899;38.403
1152.868;71.654;49.9;38.404
1153.878;71.67;49.899;38.404
1154.871;71.673;49.898;38.403
1155.864;71.666;49.898;38.403
1156.865;71.663;49.897;38.402
1157.875;71.67;49.9;38.405
1158.864;71.651;49.895;38.4
1159.854;71.665;49.896;38.401
1160.847;71.669;49.896;38.402
1161.859;71.661;49.892;38.397
1162.874;71.669;49.895;38.4
1163.891;71.67;49.895;38.401
1164.907;71.666;49.895;38.4
1165.92;71.675;49.896;38.401
1166.923;71.65;49.893;38.398
1167.915;71.674;49.895;38.4
1168.902;71.666;49.895;38.401
1169.884;71.66;49.897;38.401
1170.871;71.653;49.898;38.402
1171.866;71.686;49.892;38.398
1172.854;71.675;49.895;38.4
1173.854;71.679;49.896;38.401
1174.846;71.672;49.894;38.398
1175.856;71.674;49.896;38.402
1176.839;71.667;49.894;38.4
1177.831;71.631;49.892;38.397
1178.828;71.683;49.893;38.398
1179.832;71.656;49.896;38.4
1180.848;71.664;49.894;38.399
1181.843;71.643;49.894;38.4
1182.843;71.651;49.894;38.398
1183.848;71.661;49.894;38.399
1184.831;71.651;49.896;38.401
1185.848;71.62;49.895;38.4
1186.868;71.659;49.892;38.398
1187.863;71.648;49.893;38.398
1188.864;71.687;49.893;38.4
1189.87;71.642;49.896;38.4
1190.879;71.698;49.893;38.399
1191.896;71.678;49.893;38.399
1192.888;71.647;49.895;38.4
1193.882;71.637;49.894;38.399
1194.88;71.675;49.891;38.396
1195.881;71.644;49.894;38.399
1196.871;71.676;49.893;38.399
1197.845;71.66;49.893;38.398
1198.855;71.676;49.892;38.398
1199.84;71.688;49.895;38.4
1200.844;71.66;49.894;38.398
1201.843;71.689;49.892;38.397
1202.838;71.67;49.892;38.397
1203.833;71.677;49.892;38.397
1204.814;71.665;49.893;38.398
1205.814;71.668;49.893;38.398
1206.803;71.68;49.891;38.397
1207.799;71.664;49.89;38.396
1208.807;71.69;49.891;38.397
1209.791;71.675;49.891;38.397
1210.783;71.661;49.892;38.397
1211.79;71.656;49.893;38.399
1212.774;71.661;49.893;38.398
1213.769;71.676;49.89;38.396
1214.772;71.668;49.893;38.399
1215.765;71.659;49.893;38.398
1216.759;71.677;49.888;38.394
1217.756;71.661;49.893;38.397
1218.756;71.664;49.893;38.399
1219.76;71.662;49.89;38.395
1220.769;71.681;49.889;38.395
1221.782;71.641;49.892;38.397
1222.775;71.659;49.891;38.396
1223.765;71.656;49.889;38.395
1224.763;71.666;49.888;38.393
1225.747;71.682;49.889;38.395
1226.745;71.663;49.889;38.395
1227.74;71.654;49.889;38.394
1228.744;71.693;49.89;38.396
1229.747;71.613;49.891;38.395
1230.739;71.701;49.888;38.394
1231.737;71.658;49.889;38.394
1232.728;71.675;49.889;38.395
1233.71;71.7;49.887;38.393
1234.698;71.698;49.886;38.392
1235.693;71.661;49.891;38.396
1236.678;71.727;49.887;38.395
1237.677;71.657;49.889;38.394
1238.683;71.644;49.89;38.396
1239.678;71.648;49.89;38.395
1240.685;71.663;49.891;38.396
1241.669;71.67;49.89;38.395
1242.646;71.67;49.893;38.399
1243.65;71.636;49.889;38.394
1244.638;71.675;49.891;38.396
1245.627;71.646;49.888;38.395
1246.618;71.656;49.887;38.393
1247.62;71.659;49.888;38.394
1248.625;71.644;49.894;38.397
1249.637;71.667;49.889;38.394
1250.629;71.651;49.89;38.395
1251.625;71.663;49.891;38.396
1252.626;71.652;49.889;38.394
1253.63;71.671;49.891;38.396
1254.637;71.664;49.887;38.392
1255.651;71.629;49.891;38.395
1256.642;71.702;49.885;38.392
1257.664;71.687;49.886;38.392
1258.658;71.638;49.887;38.391
1259.664;71.709;49.887;38.393
1260.658;71.65;49.888;38.394
1261.651;71.651;49.889;38.394
1262.651;71.685;49.888;38.394
1263.646;71.678;49.891;38.397
1264.636;71.656;49.886;38.391
1265.634;71.699;49.888;38.394
1266.639;71.627;49.888;38.393
1267.638;71.689;49.886;38.392
1268.617;71.682;49.887;38.392
1269.604;71.671;49.89;38.396
1270.6;71.676;49.888;38.394
1271.607;71.654;49.889;38.394
1272.6;71.685;49.889;38.395
1273.599;71.654;49.889;38.394
1274.608;71.66;49.889;38.394
1275.598;71.675;49.891;38.397
1276.6;71.664;49.887;38.392
1277.606;71.653;49.89;38.395
1278.588;71.655;49.89;38.395
1279.574;71.657;49.891;38.396
1280.572;71.651;49.89;38.395
1281.574;71.63;49.889;38.394
1282.583;71.682;49.885;38.391
1283.579;71.644;49.891;38.396
1284.58;71.654;49.888;38.392
1285.583;71.632;49.89;38.395
1286.588;71.683;49.888;38.394
1287.599;71.676;49.889;38.395
1288.584;71.638;49.89;38.395
1289.572;71.698;49.887;38.393
1290.565;71.64;49.888;38.393
1291.573;71.689;49.887;38.394
1292.57;71.655;49.89;38.396
1293.564;71.658;49.888;38.393
1294.555;71.672;49.889;38.394
1295.557;71.682;49.887;38.393
1296.546;71.62;49.89;38.395
1297.544;71.673;49.888;38.393
1298.534;71.684;49.887;38.393
1299.55;71.633;49.888;38.393
1300.561;71.659;49.889;38.394
1301.55;71.673;49.886;38.392
1302.544;71.666;49.887;38.392
1303.544;71.653;49.888;38.393
1304.523;71.652;49.886;38.392
1305.539;71.686;49.886;38.392
1306.519;71.654;49.887;38.392
1307.528;71.614;49.885;38.39
1308.518;71.627;49.886;38.391
1309.527;71.664;49.889;38.395
1310.535;71.657;49.888;38.393
1311.517;71.655;49.888;38.393
1312.512;71.668;49.887;38.393
1313.508;71.65;49.888;38.392
1314.513;71.7;49.886;38.392
1315.522;71.657;49.886;38.391
1316.507;71.629;49.885;38.39
1317.502;71.665;49.888;38.393
1318.5;71.667;49.885;38.391
1319.503;71.661;49.888;38.393
1320.508;71.677;49.888;38.394
1321.517;71.671;49.885;38.39
1322.547;71.661;49.887;38.392
1323.552;71.674;49.888;38.393
1324.535;71.674;49.889;38.395
1325.531;71.638;49.884;38.389
1326.545;71.654;49.887;38.392
1327.532;71.64;49.886;38.391
1328.535;71.677;49.885;38.391
1329.533;71.66;49.888;38.393
1330.539;71.686;49.885;38.391
1331.539;71.607;49.888;38.393
1332.549;71.684;49.883;38.389
1333.568;71.662;49.888;38.393
1334.576;71.626;49.889;38.393
1335.565;71.658;49.885;38.391
1336.577;71.671;49.885;38.391
1337.581;71.647;49.889;38.394
1338.586;71.663;49.885;38.391
1339.599;71.675;49.884;38.39
1340.601;71.655;49.885;38.39
1341.607;71.666;49.885;38.391
1342.589;71.626;49.889;38.393
1343.576;71.64;49.889;38.395
1344.555;71.624;49.889;38.394
1345.566;71.672;49.886;38.391
1346.572;71.675;49.886;38.391
1347.558;71.679;49.886;38.392
1348.544;71.634;49.885;38.391
1349.538;71.653;49.886;38.391
1350.531;71.672;49.885;38.39
1351.529;71.671;49.889;38.394
1352.531;71.689;49.888;38.393
1353.536;71.629;49.884;38.389
1354.525;71.648;49.886;38.391
1355.514;71.632;49.885;38.39
1356.505;71.637;49.886;38.391
1357.505;71.676;49.884;38.39
1358.512;71.644;49.887;38.392
1359.519;71.651;49.881;38.386
1360.521;71.623;49.884;38.389
1361.527;71.671;49.883;38.389
1362.533;71.675;49.886;38.391
1363.536;71.661;49.883;38.389
1364.534;71.661;49.883;38.388
1365.527;71.664;49.883;38.389
1366.521;71.622;49.882;38.386
1367.524;71.686;49.881;38.388
1368.502;71.626;49.881;38.387
1369.513;71.675;49.885;38.39
1370.505;71.616;49.881;38.386
1371.507;71.649;49.885;38.39
1372.498;71.678;49.884;38.389
1373.482;71.633;49.884;38.39
1374.472;71.635;49.885;38.388
1375.466;71.691;49.884;38.39
1376.468;71.644;49.882;38.387
1377.477;71.695;49.882;38.388
1378.46;71.644;49.884;38.39
1379.448;71.689;49.884;38.389
1380.442;71.636;49.881;38.387
1381.444;71.663;49.884;38.389
1382.455;71.679;49.882;38.387
1383.464;71.66;49.886;38.392
1384.449;71.692;49.883;38.389
1385.441;71.668;49.881;38.386
1386.435;71.686;49.882;38.388
1387.439;71.66;49.882;38.387
1388.446;71.631;49.88;38.386
1389.426;71.634;49.883;38.388
1390.411;71.672;49.882;38.387
1391.428;71.657;49.88;38.386
1392.425;71.677;49.882;38.388
1393.424;71.649;49.881;38.385
1394.411;71.674;49.881;38.387
1395.409;71.669;49.882;38.388
1396.428;71.64;49.879;38.384
1397.438;71.65;49.884;38.39
1398.432;71.663;49.88;38.385
1399.433;71.674;49.88;38.386
1400.421;71.653;49.882;38.388
1401.404;71.654;49.883;38.389
1402.398;71.673;49.881;38.386
1403.411;71.672;49.881;38.388
1404.416;71.65;49.878;38.383
1405.413;71.664;49.882;38.388
1406.415;71.677;49.882;38.388
1407.422;71.663;49.879;38.385
1408.437;71.657;49.879;38.384
1409.457;71.664;49.879;38.384
1410.457;71.698;49.879;38.384
1411.478;71.648;49.88;38.384
1412.478;71.616;49.878;38.384
1413.464;71.649;49.879;38.384
1414.457;71.672;49.881;38.387
1415.452;71.649;49.88;38.385
1416.457;71.673;49.878;38.384
1417.442;71.676;49.88;38.385
1418.46;71.671;49.878;38.383
1419.45;71.65;49.879;38.384
1420.446;71.666;49.881;38.386
1421.448;71.658;49.878;38.383
1422.457;71.636;49.881;38.386
1423.473;71.664;49.879;38.384
1424.464;71.669;49.879;38.386
1425.459;71.658;49.876;38.381
1426.459;71.667;49.877;38.382
1427.455;71.659;49.88;38.385
1428.446;71.633;49.877;38.382
1429.446;71.646;49.877;38.382
1430.432;71.677;49.877;38.383
1431.427;71.642;49.879;38.384
1432.424;71.643;49.875;38.38
1433.431;71.612;49.879;38.385
1434.426;71.648;49.878;38.383
1435.431;71.674;49.878;38.384
1436.419;71.703;49.878;38.385
1437.413;71.659;49.878;38.383
1438.416;71.687;49.878;38.383
1439.406;71.694;49.878;38.384
1440.411;71.664;49.877;38.383
1441.432;71.667;49.879;38.384
1442.429;71.661;49.875;38.38
1443.434;71.682;49.876;38.381
1444.42;71.602;49.876;38.382
1445.414;71.655;49.876;38.381
1446.399;71.616;49.874;38.38
1447.392;71.655;49.877;38.383
1448.388;71.645;49.876;38.382
1449.392;71.688;49.877;38.383
1450.398;71.646;49.88;38.386
1451.423;71.678;49.878;38.384
1452.419;71.656;49.878;38.383
1453.418;71.646;49.877;38.382
1454.422;71.673;49.878;38.384
1455.429;71.628;49.875;38.38
1456.441;71.659;49.877;38.382
1457.456;71.664;49.875;38.381
1458.475;71.657;49.878;38.383
1459.464;71.662;49.876;38.381
1460.457;71.674;49.878;38.383
1461.451;71.678;49.877;38.383
1462.448;71.663;49.875;38.381
1463.449;71.666;49.877;38.383
1464.443;71.67;49.876;38.381
1465.441;71.673;49.874;38.379
1466.44;71.665;49.874;38.38
1467.429;71.648;49.874;38.38
1468.425;71.639;49.874;38.379
1469.416;71.645;49.876;38.382
1470.411;71.68;49.875;38.381
1471.395;71.633;49.875;38.379
1472.387;71.655;49.871;38.376
1473.389;71.665;49.872;38.378
1474.399;71.662;49.871;38.377
1475.396;71.637;49.871;38.376
1476.403;71.67;49.871;38.377
1477.386;71.652;49.871;38.376
1478.384;71.642;49.874;38.379
1479.383;71.672;49.872;38.378
1480.36;71.631;49.875;38.381
1481.373;71.679;49.872;38.378
1482.361;71.672;49.872;38.378
1483.355;71.666;49.872;38.378
1484.352;71.681;49.873;38.379
1485.355;71.679;49.872;38.378
1486.366;71.662;49.87;38.376
1487.352;71.655;49.872;38.378
1488.339;71.681;49.871;38.377
1489.334;71.67;49.87;38.377
1490.346;71.615;49.869;38.375
1491.367;71.664;49.87;38.376
1492.358;71.599;49.873;38.378
1493.35;71.663;49.871;38.377
1494.345;71.662;49.869;38.375
1495.348;71.66;49.872;38.378
1496.336;71.662;49.872;38.379
1497.333;71.652;49.872;38.377
1498.312;71.633;49.87;38.375
1499.318;71.605;49.875;38.38
1500.32;71.659;49.872;38.377
1501.322;71.653;49.876;38.381
1502.308;71.663;49.874;38.379
1503.289;71.671;49.872;38.378
1504.285;71.627;49.872;38.377
