IDs:;240911_03_240712D;15_b01_DNAJB6_00_087_uM;
Concentration [uM]:;0.087;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
31462.86;67.352;47.093;35.554
31463.84;67.33;47.095;35.556
31464.87;67.327;47.096;35.556
31465.86;67.352;47.095;35.556
31466.87;67.348;47.097;35.558
31467.88;67.351;47.095;35.557
31468.87;67.33;47.098;35.558
31469.86;67.351;47.094;35.555
31470.87;67.347;47.095;35.556
31471.89;67.341;47.095;35.556
31472.87;67.338;47.095;35.555
31473.86;67.336;47.095;35.556
31474.85;67.332;47.095;35.556
31475.84;67.337;47.096;35.556
31476.84;67.334;47.095;35.556
31477.83;67.33;47.095;35.556
31478.83;67.327;47.094;35.554
31479.83;67.334;47.093;35.554
31480.84;67.334;47.092;35.552
31481.85;67.331;47.094;35.555
31482.85;67.323;47.092;35.552
31483.84;67.347;47.09;35.55
31484.82;67.343;47.092;35.553
31485.82;67.319;47.094;35.554
31486.81;67.346;47.091;35.551
31487.82;67.348;47.093;35.554
31488.82;67.328;47.093;35.553
31489.8;67.322;47.091;35.551
31490.82;67.346;47.092;35.553
31491.82;67.31;47.092;35.551
31492.8;67.329;47.093;35.553
31493.81;67.354;47.091;35.552
31494.8;67.31;47.092;35.552
31495.79;67.336;47.092;35.552
31496.79;67.34;47.092;35.553
31497.79;67.327;47.09;35.551
31498.81;67.349;47.092;35.553
31499.82;67.338;47.091;35.552
31500.82;67.33;47.092;35.553
31501.81;67.326;47.091;35.552
31502.82;67.337;47.093;35.553
31503.84;67.327;47.09;35.551
31504.82;67.34;47.092;35.553
31505.81;67.315;47.093;35.554
31506.84;67.333;47.09;35.55
31507.84;67.333;47.093;35.554
31508.82;67.334;47.088;35.548
31509.81;67.325;47.088;35.549
31510.81;67.341;47.09;35.551
31511.8;67.318;47.09;35.55
31512.8;67.303;47.09;35.55
31513.8;67.336;47.091;35.551
31514.79;67.332;47.089;35.549
31515.8;67.328;47.091;35.551
31516.79;67.338;47.091;35.552
31517.77;67.339;47.091;35.552
31518.79;67.309;47.092;35.552
31519.79;67.344;47.091;35.551
31520.79;67.312;47.091;35.551
31521.78;67.338;47.09;35.551
31522.78;67.324;47.09;35.55
31523.8;67.331;47.092;35.553
31524.82;67.33;47.093;35.554
31525.81;67.341;47.091;35.552
31526.81;67.341;47.093;35.553
31527.81;67.335;47.091;35.552
31528.79;67.334;47.093;35.553
31529.8;67.314;47.092;35.552
31530.79;67.314;47.092;35.552
31531.78;67.329;47.09;35.551
31532.77;67.318;47.091;35.551
31533.77;67.327;47.088;35.548
31534.78;67.332;47.09;35.55
31535.77;67.319;47.09;35.551
31536.75;67.336;47.089;35.549
31537.75;67.312;47.09;35.55
31538.76;67.309;47.088;35.549
31539.76;67.316;47.09;35.55
31540.76;67.319;47.091;35.551
31541.74;67.333;47.088;35.549
31542.74;67.329;47.088;35.549
31543.73;67.339;47.09;35.55
31544.71;67.317;47.09;35.55
31545.71;67.324;47.087;35.547
31546.7;67.324;47.088;35.548
31547.69;67.329;47.089;35.55
31548.7;67.329;47.088;35.549
31549.68;67.325;47.088;35.548
31550.69;67.326;47.088;35.548
31551.69;67.322;47.088;35.549
31552.67;67.311;47.09;35.55
31553.67;67.344;47.086;35.547
31554.68;67.335;47.089;35.55
31555.67;67.321;47.091;35.551
31556.67;67.318;47.09;35.55
31557.68;67.314;47.09;35.55
31558.66;67.308;47.091;35.552
31559.66;67.331;47.088;35.549
31560.67;67.326;47.09;35.55
31561.65;67.314;47.09;35.55
31562.63;67.316;47.09;35.55
31563.62;67.323;47.089;35.55
31564.62;67.329;47.091;35.551
31565.61;67.299;47.086;35.546
31566.63;67.325;47.086;35.547
31567.62;67.316;47.088;35.549
31568.62;67.322;47.085;35.544
31569.63;67.318;47.088;35.548
31570.64;67.332;47.084;35.545
31571.64;67.323;47.085;35.546
31572.64;67.336;47.082;35.542
31573.64;67.327;47.084;35.545
31574.65;67.317;47.083;35.543
31575.64;67.317;47.086;35.546
31576.65;67.313;47.084;35.544
31577.65;67.308;47.084;35.544
31578.64;67.31;47.085;35.545
31579.64;67.306;47.084;35.544
31580.66;67.319;47.084;35.544
31581.65;67.342;47.083;35.544
31582.65;67.301;47.084;35.544
31583.67;67.313;47.085;35.545
31584.67;67.323;47.085;35.546
31585.69;67.332;47.084;35.545
31586.68;67.316;47.085;35.545
31587.68;67.319;47.086;35.547
31588.68;67.314;47.084;35.544
31589.66;67.31;47.083;35.543
31590.65;67.326;47.083;35.544
31591.65;67.307;47.084;35.544
31592.65;67.304;47.081;35.541
31593.65;67.328;47.083;35.544
31594.63;67.317;47.084;35.545
31595.62;67.305;47.081;35.54
31596.62;67.309;47.083;35.543
31597.62;67.303;47.083;35.544
31598.63;67.318;47.08;35.541
31599.61;67.312;47.082;35.542
31600.63;67.3;47.082;35.541
31601.63;67.315;47.083;35.543
31602.64;67.321;47.081;35.541
31603.64;67.31;47.084;35.545
31604.64;67.327;47.081;35.541
31605.64;67.32;47.083;35.544
31606.63;67.303;47.084;35.544
31607.62;67.315;47.08;35.54
31608.61;67.303;47.082;35.542
31609.61;67.301;47.082;35.541
31610.59;67.307;47.082;35.542
31611.57;67.31;47.084;35.544
31612.56;67.327;47.081;35.541
31613.54;67.291;47.08;35.54
31614.54;67.314;47.079;35.54
31615.54;67.314;47.08;35.54
31616.57;67.311;47.081;35.542
31617.57;67.322;47.084;35.545
31618.58;67.312;47.083;35.543
31619.6;67.306;47.082;35.543
31620.58;67.318;47.08;35.541
31621.59;67.303;47.078;35.538
31622.61;67.289;47.081;35.541
31623.62;67.302;47.077;35.537
31624.61;67.289;47.079;35.538
31625.62;67.3;47.077;35.537
31626.62;67.232;47.075;35.536
31627.61;67.297;47.078;35.538
31628.61;67.305;47.077;35.537
31629.61;67.331;47.077;35.538
31630.59;67.316;47.078;35.538
31631.59;67.31;47.077;35.537
31632.59;67.284;47.078;35.538
31633.58;67.29;47.078;35.538
31634.58;67.306;47.075;35.535
31635.57;67.316;47.075;35.535
31636.57;67.305;47.075;35.535
31637.57;67.306;47.074;35.534
31638.58;67.302;47.078;35.538
31639.59;67.306;47.075;35.536
31640.59;67.308;47.075;35.536
31641.58;67.292;47.074;35.534
31642.56;67.299;47.074;35.534
31643.56;67.24;47.072;35.533
31644.56;67.276;47.076;35.535
31645.57;67.31;47.074;35.535
31646.56;67.3;47.077;35.537
31647.55;67.303;47.077;35.537
31648.55;67.314;47.077;35.537
31649.55;67.305;47.076;35.536
31650.56;67.289;47.079;35.538
31651.54;67.3;47.078;35.538
31652.53;67.293;47.08;35.54
31653.52;67.31;47.077;35.537
31654.52;67.289;47.078;35.538
31655.53;67.278;47.078;35.537
31656.53;67.302;47.075;35.536
31657.54;67.313;47.077;35.537
31658.53;67.302;47.076;35.536
31659.52;67.31;47.079;35.539
31660.51;67.304;47.078;35.538
31661.5;67.307;47.075;35.535
31662.51;67.297;47.075;35.536
31663.5;67.313;47.076;35.537
31664.5;67.301;47.075;35.535
31665.49;67.297;47.076;35.536
31666.49;67.294;47.075;35.535
31667.5;67.3;47.075;35.535
31668.49;67.299;47.074;35.535
31669.49;67.293;47.074;35.534
31670.49;67.287;47.074;35.534
31671.47;67.308;47.075;35.535
31672.46;67.285;47.076;35.536
31673.45;67.283;47.072;35.532
31674.44;67.287;47.072;35.532
31675.45;67.292;47.075;35.534
31676.44;67.305;47.07;35.53
31677.44;67.296;47.073;35.533
31678.45;67.3;47.074;35.534
31679.44;67.304;47.072;35.532
31680.44;67.317;47.071;35.531
31681.43;67.292;47.07;35.529
31682.41;67.295;47.068;35.528
31683.41;67.303;47.07;35.53
31684.41;67.287;47.072;35.532
31685.41;67.294;47.071;35.531
31686.4;67.277;47.072;35.532
31687.4;67.286;47.072;35.532
31688.4;67.29;47.07;35.53
31689.41;67.291;47.07;35.53
31690.42;67.305;47.073;35.533
31691.44;67.275;47.073;35.532
31692.43;67.308;47.073;35.533
31693.42;67.281;47.075;35.534
31694.42;67.289;47.07;35.53
31695.39;67.29;47.073;35.533
31696.4;67.296;47.072;35.532
31697.39;67.296;47.073;35.534
31698.36;67.304;47.073;35.533
31699.35;67.287;47.071;35.532
31700.36;67.297;47.071;35.531
31701.34;67.294;47.072;35.532
31702.33;67.296;47.072;35.531
31703.32;67.298;47.071;35.531
31704.32;67.283;47.072;35.531
31705.33;67.287;47.069;35.529
31706.32;67.288;47.07;35.529
31707.32;67.291;47.073;35.533
31708.33;67.287;47.071;35.531
31709.33;67.282;47.07;35.529
31710.33;67.292;47.069;35.529
31711.35;67.271;47.071;35.53
31712.35;67.282;47.069;35.528
31713.34;67.279;47.071;35.531
31714.33;67.291;47.071;35.532
31715.33;67.303;47.071;35.531
31716.33;67.269;47.073;35.532
31717.34;67.294;47.069;35.529
31718.31;67.291;47.069;35.529
31719.32;67.301;47.069;35.53
31720.32;67.282;47.069;35.528
31721.32;67.268;47.073;35.533
31722.34;67.302;47.068;35.528
31723.32;67.3;47.07;35.53
31724.32;67.306;47.072;35.532
31725.31;67.278;47.07;35.529
31726.31;67.278;47.071;35.53
31727.31;67.28;47.07;35.529
31728.3;67.288;47.068;35.528
31729.29;67.291;47.066;35.526
31730.3;67.295;47.069;35.529
31731.28;67.288;47.066;35.526
31732.29;67.275;47.068;35.527
31733.28;67.291;47.069;35.529
31734.3;67.276;47.067;35.526
31735.3;67.288;47.069;35.529
31736.3;67.271;47.068;35.527
31737.3;67.299;47.067;35.528
31738.32;67.286;47.067;35.527
31739.31;67.281;47.069;35.529
31740.31;67.276;47.071;35.531
31741.29;67.274;47.068;35.527
31742.28;67.274;47.068;35.528
31743.28;67.283;47.07;35.53
31744.27;67.287;47.068;35.528
31745.26;67.29;47.07;35.53
31746.25;67.269;47.07;35.53
31747.25;67.291;47.068;35.527
31748.26;67.287;47.07;35.53
31749.26;67.273;47.07;35.53
31750.27;67.297;47.066;35.527
31751.28;67.287;47.066;35.526
31752.26;67.275;47.068;35.527
31753.25;67.28;47.068;35.527
31754.25;67.288;47.07;35.53
31755.25;67.285;47.068;35.527
31756.25;67.293;47.069;35.529
31757.26;67.27;47.067;35.526
31758.24;67.284;47.065;35.525
31759.23;67.275;47.068;35.527
31760.22;67.291;47.067;35.528
31761.22;67.285;47.065;35.525
31762.23;67.269;47.066;35.526
31763.22;67.289;47.065;35.525
31764.22;67.276;47.065;35.525
31765.23;67.284;47.066;35.525
31766.23;67.285;47.066;35.526
31767.23;67.282;47.068;35.527
31768.24;67.296;47.065;35.525
31769.24;67.276;47.068;35.528
31770.24;67.255;47.068;35.527
31771.24;67.277;47.066;35.526
31772.23;67.274;47.068;35.528
31773.23;67.273;47.068;35.526
31774.23;67.284;47.069;35.528
31775.21;67.267;47.069;35.529
31776.22;67.276;47.066;35.525
31777.22;67.271;47.069;35.528
31778.21;67.278;47.069;35.528
31779.2;67.281;47.067;35.527
31780.19;67.273;47.068;35.527
31781.18;67.261;47.067;35.527
31782.18;67.269;47.064;35.523
31783.17;67.28;47.068;35.527
31784.18;67.273;47.068;35.527
31785.18;67.278;47.066;35.526
31786.19;67.276;47.068;35.527
31787.19;67.271;47.067;35.527
31788.18;67.274;47.071;35.53
31789.18;67.272;47.068;35.528
31790.17;67.269;47.068;35.527
31791.15;67.276;47.069;35.527
31792.14;67.279;47.068;35.528
31793.13;67.278;47.067;35.526
31794.13;67.283;47.067;35.526
31795.12;67.281;47.067;35.527
31796.11;67.269;47.07;35.529
31797.08;67.268;47.071;35.53
31798.09;67.274;47.068;35.527
31799.1;67.287;47.067;35.527
31800.11;67.28;47.067;35.526
31801.09;67.266;47.07;35.528
31802.1;67.274;47.069;35.528
31803.09;67.287;47.068;35.528
31804.09;67.291;47.068;35.527
31805.07;67.254;47.069;35.529
31806.06;67.274;47.067;35.527
31807.07;67.252;47.07;35.529
31808.06;67.298;47.068;35.528
31809.05;67.269;47.066;35.525
31810.06;67.268;47.067;35.526
31811.04;67.274;47.068;35.527
31812.05;67.272;47.067;35.526
31813.05;67.264;47.068;35.528
31814.04;67.299;47.068;35.528
31815.03;67.269;47.068;35.527
31816.03;67.273;47.07;35.529
31817;67.27;47.07;35.529
31818.01;67.271;47.068;35.527
31819;67.278;47.068;35.527
31819.99;67.272;47.069;35.528
31820.98;67.27;47.068;35.527
31821.99;67.268;47.069;35.528
31822.99;67.267;47.067;35.527
31824;67.283;47.066;35.526
31825.01;67.263;47.066;35.525
31826;67.262;47.065;35.524
31827;67.278;47.067;35.526
31828;67.262;47.068;35.527
31829;67.271;47.069;35.528
31830.01;67.272;47.065;35.524
31830.99;67.266;47.066;35.525
31831.99;67.278;47.065;35.524
31832.99;67.279;47.065;35.525
31833.99;67.27;47.064;35.523
31834.99;67.263;47.066;35.526
31835.99;67.28;47.063;35.523
31837.01;67.27;47.064;35.524
31838.01;67.268;47.063;35.522
31839;67.276;47.062;35.521
31840.01;67.257;47.065;35.524
31841;67.267;47.064;35.523
31842.02;67.281;47.067;35.526
31843.03;67.269;47.064;35.523
31844.04;67.272;47.065;35.525
31845.03;67.269;47.063;35.522
31846.02;67.251;47.062;35.521
31847.03;67.254;47.063;35.521
31848.05;67.256;47.064;35.523
31849.05;67.261;47.064;35.523
31850.05;67.257;47.064;35.523
31851.03;67.254;47.064;35.522
31852.03;67.264;47.061;35.521
31853.02;67.26;47.062;35.521
31854.03;67.262;47.065;35.524
31855.01;67.275;47.061;35.521
31855.99;67.264;47.06;35.519
31856.98;67.263;47.059;35.518
31857.98;67.252;47.062;35.522
31858.98;67.272;47.059;35.518
31859.99;67.259;47.061;35.521
31861;67.256;47.061;35.52
31861.98;67.251;47.062;35.52
31862.97;67.269;47.061;35.521
31863.95;67.272;47.062;35.521
31864.95;67.256;47.062;35.521
31865.94;67.253;47.062;35.521
31866.94;67.233;47.063;35.521
31867.95;67.259;47.06;35.519
31868.95;67.264;47.061;35.52
31869.95;67.264;47.06;35.519
31870.94;67.248;47.061;35.52
31871.95;67.262;47.062;35.521
31872.94;67.252;47.062;35.52
31873.94;67.257;47.06;35.519
31874.94;67.248;47.062;35.521
31875.95;67.254;47.064;35.524
31876.93;67.245;47.062;35.521
31877.92;67.226;47.063;35.521
31878.94;67.264;47.064;35.523
31879.94;67.254;47.063;35.522
31880.95;67.255;47.064;35.523
31881.94;67.259;47.061;35.52
31882.95;67.248;47.06;35.519
31883.93;67.263;47.06;35.52
31884.92;67.27;47.062;35.521
31885.92;67.271;47.059;35.519
31886.9;67.277;47.06;35.52
31887.89;67.257;47.062;35.521
31888.89;67.257;47.062;35.521
31889.9;67.237;47.062;35.521
31890.91;67.278;47.059;35.519
31891.89;67.254;47.061;35.519
31892.88;67.263;47.058;35.517
31893.88;67.249;47.061;35.52
31894.88;67.258;47.061;35.52
31895.88;67.258;47.061;35.52
31896.88;67.248;47.06;35.518
31897.9;67.243;47.063;35.521
31898.89;67.244;47.06;35.519
31899.88;67.257;47.061;35.52
31900.87;67.185;47.055;35.516
31901.86;67.24;47.059;35.518
31902.85;67.25;47.06;35.52
31903.85;67.246;47.061;35.519
31904.83;67.259;47.059;35.519
31905.84;67.248;47.059;35.518
31906.83;67.269;47.057;35.517
31907.83;67.26;47.06;35.519
31908.83;67.264;47.06;35.519
31909.8;67.243;47.058;35.517
31910.8;67.262;47.057;35.517
31911.79;67.261;47.06;35.52
31912.78;67.257;47.061;35.52
31913.77;67.248;47.057;35.515
31914.78;67.242;47.061;35.519
31915.76;67.241;47.062;35.52
31916.75;67.261;47.057;35.516
31917.74;67.256;47.058;35.517
31918.74;67.273;47.058;35.517
31919.73;67.242;47.058;35.516
31920.72;67.244;47.057;35.515
31921.72;67.266;47.056;35.516
31922.73;67.235;47.056;35.514
31923.74;67.263;47.058;35.518
31924.76;67.268;47.058;35.518
31925.75;67.239;47.056;35.515
31926.75;67.27;47.055;35.515
31927.76;67.244;47.059;35.517
31928.77;67.264;47.057;35.516
31929.78;67.267;47.057;35.516
31930.77;67.236;47.057;35.515
31931.76;67.174;47.051;35.512
31932.75;67.243;47.058;35.517
31933.75;67.242;47.056;35.514
31934.75;67.256;47.056;35.515
31935.75;67.235;47.057;35.516
31936.75;67.247;47.055;35.513
31937.75;67.25;47.054;35.512
31938.76;67.242;47.055;35.514
31939.75;67.188;47.05;35.511
31940.76;67.237;47.054;35.513
31941.75;67.249;47.053;35.511
31942.75;67.243;47.055;35.514
31943.74;67.259;47.054;35.513
31944.73;67.258;47.052;35.511
31945.73;67.259;47.052;35.511
31946.72;67.263;47.052;35.512
31947.69;67.246;47.056;35.515
31948.68;67.237;47.049;35.508
31949.67;67.233;47.052;35.51
31950.68;67.27;47.051;35.51
31951.67;67.255;47.051;35.51
31952.67;67.237;47.053;35.512
31953.68;67.25;47.052;35.51
31954.66;67.239;47.052;35.511
31955.65;67.245;47.053;35.511
31956.64;67.23;47.053;35.512
31957.65;67.261;47.05;35.509
31958.65;67.232;47.052;35.512
31959.66;67.248;47.049;35.509
31960.69;67.242;47.052;35.512
31961.69;67.245;47.053;35.512
31962.69;67.249;47.053;35.512
31963.67;67.259;47.051;35.51
31964.68;67.243;47.053;35.512
31965.67;67.174;47.046;35.506
31966.66;67.234;47.053;35.512
31967.65;67.224;47.052;35.51
31968.65;67.235;47.052;35.511
31969.65;67.246;47.051;35.51
31970.65;67.193;47.046;35.507
31971.63;67.241;47.053;35.512
31972.63;67.228;47.053;35.511
31973.63;67.163;47.047;35.507
31974.63;67.169;47.048;35.508
31975.63;67.154;47.048;35.508
31976.61;67.234;47.051;35.51
31977.61;67.264;47.052;35.511
31978.63;67.242;47.05;35.509
31979.61;67.227;47.052;35.51
31980.62;67.215;47.052;35.509
31981.6;67.184;47.044;35.504
31982.6;67.251;47.049;35.508
31983.6;67.235;47.051;35.509
31984.6;67.269;47.047;35.506
31985.6;67.241;47.049;35.509
31986.58;67.228;47.05;35.509
31987.57;67.245;47.049;35.507
31988.57;67.174;47.042;35.503
31989.59;67.217;47.048;35.506
31990.58;67.224;47.047;35.506
31991.57;67.259;47.048;35.507
31992.57;67.238;47.045;35.503
31993.58;67.228;47.048;35.506
31994.59;67.244;47.046;35.505
31995.57;67.185;47.042;35.502
31996.56;67.241;47.049;35.508
31997.55;67.23;47.049;35.507
31998.55;67.266;47.046;35.506
31999.56;67.235;47.048;35.507
32000.55;67.249;47.047;35.506
32001.56;67.239;47.048;35.506
32002.54;67.236;47.052;35.511
32003.52;67.153;47.045;35.505
32004.52;67.221;47.047;35.505
32005.53;67.23;47.048;35.506
32006.51;67.251;47.047;35.507
32007.52;67.245;47.048;35.507
32008.52;67.237;47.047;35.506
32009.52;67.161;47.04;35.499
32010.53;67.265;47.046;35.505
32011.51;67.216;47.048;35.506
32012.49;67.178;47.04;35.5
32013.48;67.182;47.04;35.501
32014.48;67.251;47.045;35.504
32015.48;67.227;47.044;35.502
32016.49;67.227;47.045;35.503
32017.48;67.253;47.045;35.504
32018.48;67.245;47.047;35.506
32019.48;67.173;47.043;35.503
32020.49;67.22;47.046;35.505
32021.47;67.228;47.045;35.504
32022.49;67.161;47.041;35.501
32023.51;67.239;47.045;35.504
32024.51;67.219;47.048;35.506
32025.51;67.15;47.043;35.502
32026.52;67.242;47.043;35.502
32027.52;67.245;47.045;35.505
32028.54;67.216;47.044;35.503
32029.52;67.236;47.046;35.504
32030.54;67.153;47.041;35.5
32031.53;67.142;47.04;35.499
32032.53;67.16;47.041;35.5
32033.53;67.167;47.039;35.499
32034.53;67.145;47.042;35.501
32035.53;67.214;47.046;35.505
32036.52;67.236;47.044;35.503
32037.53;67.228;47.046;35.504
32038.54;67.223;47.043;35.501
32039.55;67.241;47.045;35.504
32040.54;67.222;47.044;35.502
32041.55;67.242;47.044;35.503
32042.55;67.24;47.044;35.504
32043.55;67.246;47.043;35.502
32044.56;67.172;47.04;35.5
32045.54;67.158;47.041;35.5
32046.55;67.219;47.045;35.503
32047.54;67.209;47.046;35.504
32048.54;67.236;47.043;35.501
32049.53;67.166;47.039;35.499
32050.51;67.146;47.04;35.499
32051.52;67.241;47.042;35.502
32052.53;67.222;47.044;35.503
32053.53;67.22;47.045;35.503
32054.53;67.248;47.044;35.503
32055.51;67.249;47.042;35.502
32056.52;67.24;47.041;35.5
32057.51;67.155;47.039;35.499
32058.51;67.224;47.044;35.502
32059.51;67.174;47.037;35.498
32060.52;67.238;47.043;35.502
32061.52;67.227;47.043;35.502
32062.52;67.136;47.04;35.499
32063.51;67.224;47.045;35.503
32064.51;67.232;47.041;35.5
32065.51;67.226;47.042;35.501
32066.52;67.231;47.041;35.5
32067.53;67.158;47.038;35.498
32068.55;67.149;47.041;35.501
32069.57;67.152;47.04;35.5
32070.57;67.15;47.038;35.498
32071.56;67.183;47.04;35.5
32072.56;67.155;47.037;35.497
32073.55;67.237;47.042;35.501
32074.56;67.233;47.044;35.503
32075.56;67.239;47.042;35.501
32076.56;67.227;47.044;35.502
32077.55;67.224;47.043;35.501
32078.55;67.239;47.043;35.502
32079.56;67.179;47.04;35.5
32080.55;67.158;47.038;35.497
32081.55;67.16;47.038;35.499
32082.54;67.179;47.037;35.498
32083.52;67.212;47.042;35.499
32084.52;67.158;47.038;35.498
32085.52;67.215;47.044;35.502
32086.51;67.158;47.038;35.498
32087.51;67.231;47.044;35.503
32088.52;67.153;47.042;35.502
32089.5;67.15;47.041;35.501
32090.49;67.237;47.044;35.503
32091.49;67.217;47.047;35.506
32092.5;67.216;47.044;35.502
32093.47;67.243;47.044;35.503
32094.46;67.238;47.045;35.504
32095.44;67.191;47.047;35.505
32096.44;67.216;47.045;35.503
32097.44;67.159;47.041;35.501
32098.45;67.16;47.04;35.5
32099.47;67.22;47.048;35.506
32100.48;67.16;47.041;35.5
32101.47;67.155;47.041;35.5
32102.45;67.244;47.045;35.504
32103.48;67.142;47.04;35.5
32104.47;67.223;47.046;35.504
32105.47;67.175;47.038;35.499
32106.47;67.22;47.045;35.503
32107.49;67.214;47.044;35.502
32108.49;67.226;47.046;35.505
32109.48;67.237;47.044;35.503
32110.48;67.234;47.043;35.502
32111.48;67.2;47.045;35.503
32112.49;67.158;47.038;35.498
32113.5;67.163;47.04;35.5
32114.49;67.148;47.038;35.497
32115.48;67.144;47.037;35.497
32116.47;67.216;47.044;35.503
32117.48;67.154;47.038;35.498
32118.47;67.159;47.038;35.497
32119.48;67.227;47.044;35.502
32120.48;67.226;47.043;35.501
32121.48;67.228;47.044;35.502
32122.46;67.215;47.043;35.502
32123.45;67.216;47.042;35.5
32124.45;67.144;47.039;35.498
32125.45;67.227;47.042;35.5
32126.46;67.237;47.042;35.5
32127.45;67.219;47.045;35.503
32128.45;67.137;47.036;35.495
32129.44;67.157;47.038;35.498
32130.45;67.2;47.045;35.503
32131.43;67.219;47.043;35.501
32132.44;67.149;47.04;35.499
32133.43;67.148;47.038;35.497
32134.43;67.223;47.04;35.498
32135.42;67.155;47.039;35.499
32136.43;67.21;47.045;35.504
32137.44;67.171;47.039;35.499
32138.42;67.152;47.038;35.498
32139.4;67.227;47.043;35.501
32140.4;67.135;47.039;35.498
32141.39;67.151;47.041;35.5
32142.37;67.175;47.038;35.498
32143.36;67.224;47.043;35.501
32144.37;67.215;47.044;35.502
32145.37;67.158;47.039;35.499
32146.39;67.129;47.037;35.496
32147.4;67.21;47.042;35.499
32148.4;67.224;47.043;35.502
32149.38;67.202;47.043;35.5
32150.37;67.229;47.042;35.501
32151.37;67.208;47.042;35.5
32152.36;67.169;47.037;35.498
32153.37;67.15;47.037;35.497
32154.35;67.139;47.037;35.495
32155.35;67.144;47.039;35.498
32156.36;67.216;47.043;35.502
32157.34;67.223;47.042;35.5
32158.33;67.144;47.038;35.498
32159.33;67.15;47.037;35.496
32160.32;67.148;47.035;35.494
32161.3;67.219;47.04;35.498
32162.31;67.155;47.036;35.496
32163.3;67.225;47.04;35.499
32164.3;67.146;47.033;35.492
32165.3;67.164;47.035;35.495
32166.31;67.232;47.039;35.498
32167.3;67.138;47.036;35.495
32168.29;67.219;47.041;35.499
32169.29;67.14;47.036;35.495
32170.3;67.211;47.04;35.498
32171.29;67.215;47.039;35.498
32172.29;67.197;47.04;35.497
32173.29;67.141;47.035;35.494
32174.28;67.222;47.038;35.496
32175.27;67.137;47.037;35.496
32176.28;67.203;47.039;35.497
32177.27;67.204;47.037;35.495
32178.28;67.145;47.035;35.494
32179.29;67.13;47.035;35.495
32180.28;67.131;47.036;35.495
32181.29;67.203;47.038;35.496
32182.29;67.21;47.037;35.495
32183.3;67.14;47.031;35.49
32184.3;67.143;47.033;35.492
32185.32;67.142;47.032;35.491
32186.33;67.138;47.034;35.493
32187.32;67.14;47.034;35.493
32188.32;67.146;47.031;35.49
32189.32;67.16;47.032;35.492
32190.31;67.15;47.03;35.489
32191.32;67.134;47.031;35.489
32192.33;67.229;47.036;35.494
32193.31;67.199;47.036;35.494
32194.3;67.141;47.033;35.492
32195.3;67.182;47.031;35.492
32196.32;67.14;47.033;35.492
32197.31;67.147;47.034;35.493
32198.3;67.211;47.034;35.492
32199.29;67.148;47.031;35.49
32200.29;67.117;47.032;35.49
32201.29;67.203;47.035;35.493
32202.3;67.217;47.037;35.495
32203.31;67.146;47.03;35.489
32204.33;67.168;47.03;35.49
32205.35;67.158;47.03;35.489
32206.34;67.145;47.03;35.489
32207.34;67.143;47.03;35.488
32208.31;67.127;47.03;35.489
32209.33;67.211;47.034;35.492
32210.33;67.106;47.031;35.489
32211.32;67.207;47.036;35.493
32212.31;67.233;47.033;35.491
32213.32;67.141;47.028;35.487
32214.33;67.117;47.028;35.486
32215.32;67.134;47.029;35.488
32216.33;67.139;47.032;35.491
32217.32;67.119;47.032;35.49
32218.32;67.165;47.03;35.49
32219.33;67.141;47.031;35.49
32220.34;67.143;47.031;35.489
32221.33;67.116;47.029;35.488
32222.33;67.229;47.033;35.491
32223.33;67.142;47.031;35.49
32224.34;67.125;47.03;35.489
32225.32;67.134;47.031;35.49
32226.31;67.147;47.03;35.489
32227.31;67.207;47.032;35.491
32228.28;67.221;47.03;35.488
32229.3;67.143;47.028;35.488
32230.32;67.217;47.032;35.49
32231.31;67.203;47.034;35.492
32232.28;67.143;47.029;35.488
32233.29;67.136;47.028;35.487
32234.28;67.117;47.03;35.488
32235.26;67.135;47.031;35.489
32236.26;67.159;47.026;35.486
32237.26;67.199;47.032;35.489
32238.27;67.239;47.033;35.492
32239.28;67.2;47.034;35.492
32240.26;67.141;47.028;35.487
32241.25;67.224;47.032;35.491
32242.24;67.129;47.026;35.485
32243.24;67.148;47.027;35.487
32244.25;67.208;47.033;35.491
32245.24;67.145;47.026;35.486
32246.24;67.135;47.028;35.487
32247.23;67.15;47.027;35.487
32248.23;67.136;47.025;35.485
32249.22;67.157;47.026;35.486
32250.22;67.166;47.025;35.485
32251.2;67.137;47.026;35.485
32252.2;67.124;47.025;35.484
32253.19;67.227;47.027;35.486
32254.18;67.132;47.028;35.486
32255.19;67.219;47.029;35.488
32256.18;67.153;47.026;35.486
32257.19;67.165;47.025;35.483
32258.2;67.124;47.027;35.486
32259.19;67.151;47.025;35.484
32260.17;67.142;47.025;35.484
32261.2;67.131;47.025;35.483
32262.2;67.103;47.028;35.486
32263.22;67.146;47.027;35.486
32264.21;67.152;47.024;35.484
32265.2;67.139;47.028;35.487
32266.21;67.178;47.033;35.49
32267.22;67.199;47.031;35.489
32268.21;67.125;47.023;35.481
32269.21;67.141;47.025;35.484
32270.2;67.129;47.028;35.487
32271.19;67.137;47.025;35.484
32272.18;67.121;47.025;35.483
32273.18;67.16;47.026;35.485
32274.19;67.108;47.024;35.482
32275.18;67.148;47.022;35.482
32276.18;67.165;47.024;35.484
32277.17;67.13;47.025;35.483
32278.14;67.148;47.022;35.482
32279.14;67.11;47.024;35.483
