IDs:;240911_02_240906B_drop;13_b02_DNAJB6_00_130_uM;
Concentration [uM]:;0.13;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
15329.07;60.896;49.83;37.677
15330.05;60.907;49.83;37.677
15331.05;60.897;49.829;37.676
15332.05;60.903;49.828;37.676
15333.05;60.903;49.829;37.677
15334.06;60.898;49.829;37.676
15335.08;60.897;49.83;37.677
15336.06;60.879;49.829;37.676
15337.05;60.896;49.828;37.675
15338.05;60.901;49.828;37.676
15339.05;60.899;49.828;37.676
15340.04;60.908;49.828;37.675
15341.04;60.891;49.83;37.677
15342.05;60.903;49.826;37.674
15343.04;60.899;49.828;37.676
15344.04;60.897;49.83;37.677
15345.04;60.899;49.829;37.677
15346.05;60.9;49.828;37.676
15347.05;60.911;49.826;37.673
15348.03;60.898;49.829;37.676
15349.03;60.891;49.831;37.678
15350.03;60.889;49.828;37.676
15351.03;60.902;49.83;37.677
15352.01;60.894;49.83;37.677
15353.02;60.885;49.831;37.677
15354;60.896;49.83;37.677
15354.98;60.911;49.829;37.676
15355.99;60.902;49.828;37.675
15356.97;60.901;49.828;37.675
15357.95;60.908;49.83;37.677
15358.97;60.91;49.829;37.677
15359.97;60.9;49.828;37.675
15360.96;60.882;49.832;37.679
15361.94;60.904;49.829;37.677
15362.96;60.892;49.827;37.674
15363.96;60.879;49.827;37.675
15364.96;60.896;49.828;37.675
15365.97;60.918;49.826;37.674
15366.97;60.901;49.826;37.674
15367.99;60.895;49.828;37.676
15368.98;60.913;49.828;37.675
15369.97;60.898;49.826;37.673
15370.97;60.89;49.827;37.675
15371.96;60.89;49.828;37.676
15372.95;60.886;49.826;37.674
15373.94;60.889;49.825;37.672
15374.92;60.889;49.826;37.673
15375.91;60.883;49.828;37.675
15376.91;60.889;49.826;37.674
15377.9;60.898;49.822;37.669
15378.9;60.901;49.826;37.674
15379.9;60.886;49.824;37.67
15380.92;60.884;49.826;37.673
15381.92;60.903;49.824;37.671
15382.91;60.895;49.825;37.672
15383.9;60.89;49.826;37.673
15384.91;60.896;49.824;37.671
15385.9;60.886;49.826;37.673
15386.89;60.919;49.825;37.673
15387.9;60.889;49.824;37.671
15388.91;60.893;49.826;37.673
15389.91;60.898;49.827;37.674
15390.92;60.885;49.827;37.673
15391.9;60.89;49.829;37.675
15392.9;60.89;49.826;37.674
15393.9;60.888;49.826;37.673
15394.91;60.895;49.825;37.672
15395.9;60.891;49.824;37.671
15396.9;60.899;49.824;37.672
15397.91;60.888;49.824;37.672
15398.89;60.888;49.824;37.671
15399.88;60.896;49.825;37.672
15400.87;60.878;49.827;37.674
15401.87;60.878;49.825;37.672
15402.88;60.903;49.825;37.672
15403.89;60.893;49.823;37.67
15404.88;60.896;49.823;37.67
15405.88;60.878;49.825;37.672
15406.89;60.873;49.824;37.671
15407.88;60.872;49.825;37.671
15408.88;60.888;49.823;37.669
15409.89;60.892;49.824;37.672
15410.87;60.902;49.823;37.671
15411.87;60.878;49.824;37.671
15412.87;60.865;49.825;37.671
15413.89;60.899;49.824;37.672
15414.88;60.885;49.823;37.67
15415.9;60.886;49.823;37.67
15416.9;60.893;49.824;37.672
15417.91;60.923;49.82;37.668
15418.9;60.895;49.823;37.671
15419.9;60.898;49.822;37.669
15420.92;60.894;49.823;37.67
15421.91;60.887;49.826;37.673
15422.92;60.875;49.825;37.671
15423.93;60.894;49.826;37.673
15424.93;60.89;49.824;37.67
15425.93;60.894;49.824;37.671
15426.95;60.879;49.823;37.67
15427.94;60.9;49.823;37.67
15428.95;60.886;49.824;37.67
15429.96;60.889;49.825;37.672
15430.95;60.89;49.825;37.672
15431.94;60.893;49.822;37.669
15432.94;60.882;49.824;37.67
15433.94;60.88;49.826;37.673
15434.94;60.903;49.823;37.67
15435.95;60.884;49.827;37.674
15436.94;60.874;49.823;37.67
15437.92;60.902;49.824;37.671
15438.92;60.884;49.824;37.67
15439.92;60.892;49.824;37.671
15440.93;60.9;49.822;37.669
15441.9;60.896;49.821;37.668
15442.9;60.9;49.819;37.666
15443.9;60.851;49.825;37.671
15444.91;60.881;49.826;37.673
15445.91;60.903;49.822;37.669
15446.9;60.875;49.823;37.669
15447.9;60.887;49.824;37.671
15448.91;60.897;49.82;37.667
15449.92;60.893;49.823;37.67
15450.91;60.891;49.825;37.672
15451.91;60.878;49.821;37.668
15452.89;60.887;49.824;37.671
15453.88;60.869;49.825;37.671
15454.88;60.878;49.823;37.669
15455.86;60.903;49.817;37.664
15456.85;60.877;49.822;37.669
15457.85;60.895;49.82;37.668
15458.86;60.897;49.817;37.664
15459.84;60.887;49.819;37.666
15460.83;60.893;49.819;37.667
15461.83;60.877;49.823;37.669
15462.81;60.879;49.82;37.667
15463.8;60.881;49.819;37.665
15464.8;60.881;49.822;37.668
15465.8;60.881;49.817;37.664
15466.81;60.884;49.819;37.666
15467.82;60.886;49.819;37.666
15468.84;60.884;49.819;37.666
15469.84;60.898;49.818;37.665
15470.84;60.872;49.823;37.669
15471.84;60.877;49.818;37.665
15472.85;60.895;49.817;37.665
15473.87;60.891;49.817;37.664
15474.88;60.864;49.82;37.666
15475.9;60.889;49.82;37.667
15476.9;60.891;49.82;37.667
15477.89;60.875;49.82;37.667
15478.89;60.871;49.821;37.668
15479.89;60.879;49.82;37.666
15480.89;60.894;49.817;37.665
15481.88;60.892;49.82;37.666
15482.88;60.878;49.821;37.667
15483.87;60.876;49.82;37.667
15484.87;60.879;49.821;37.668
15485.87;60.877;49.819;37.665
15486.87;60.875;49.819;37.666
15487.87;60.895;49.817;37.665
15488.86;60.891;49.818;37.665
15489.84;60.886;49.817;37.664
15490.82;60.913;49.816;37.664
15491.84;60.89;49.817;37.665
15492.83;60.879;49.82;37.666
15493.81;60.883;49.82;37.666
15494.8;60.899;49.82;37.667
15495.78;60.869;49.82;37.666
15496.76;60.869;49.82;37.667
15497.75;60.877;49.82;37.666
15498.75;60.881;49.82;37.667
15499.75;60.883;49.82;37.666
15500.75;60.875;49.819;37.665
15501.74;60.891;49.819;37.666
15502.73;60.888;49.818;37.666
15503.73;60.886;49.82;37.666
15504.72;60.886;49.817;37.663
15505.73;60.883;49.819;37.666
15506.75;60.883;49.819;37.666
15507.74;60.849;49.822;37.667
15508.74;60.887;49.818;37.665
15509.75;60.88;49.82;37.666
15510.75;60.868;49.82;37.666
15511.76;60.878;49.821;37.668
15512.77;60.856;49.821;37.666
15513.79;60.877;49.818;37.665
15514.79;60.888;49.815;37.662
15515.79;60.888;49.817;37.664
15516.77;60.878;49.82;37.667
15517.77;60.866;49.818;37.664
15518.76;60.879;49.817;37.664
15519.77;60.876;49.818;37.664
15520.77;60.867;49.818;37.664
15521.78;60.878;49.817;37.664
15522.77;60.881;49.819;37.665
15523.77;60.873;49.817;37.663
15524.75;60.876;49.816;37.662
15525.75;60.855;49.819;37.665
15526.73;60.875;49.815;37.661
15527.71;60.87;49.815;37.661
15528.71;60.881;49.818;37.665
15529.7;60.86;49.819;37.666
15530.69;60.879;49.816;37.663
15531.68;60.867;49.817;37.663
15532.67;60.857;49.819;37.665
15533.67;60.888;49.816;37.663
15534.66;60.894;49.813;37.66
15535.67;60.862;49.819;37.666
15536.68;60.879;49.816;37.662
15537.7;60.865;49.817;37.663
15538.69;60.869;49.815;37.661
15539.7;60.865;49.817;37.663
15540.7;60.88;49.814;37.661
15541.71;60.886;49.815;37.662
15542.72;60.858;49.817;37.663
15543.74;60.876;49.816;37.663
15544.72;60.884;49.816;37.662
15545.71;60.888;49.816;37.662
15546.71;60.875;49.818;37.664
15547.71;60.874;49.818;37.665
15548.72;60.874;49.817;37.663
15549.72;60.863;49.818;37.664
15550.72;60.868;49.817;37.662
15551.71;60.854;49.82;37.665
15552.71;60.872;49.819;37.666
15553.69;60.884;49.815;37.661
15554.68;60.878;49.816;37.662
15555.68;60.875;49.817;37.664
15556.67;60.873;49.817;37.664
15557.67;60.869;49.818;37.664
15558.65;60.881;49.816;37.663
15559.65;60.884;49.814;37.661
15560.65;60.879;49.815;37.661
15561.64;60.867;49.817;37.664
15562.64;60.864;49.817;37.663
15563.64;60.872;49.815;37.661
15564.63;60.873;49.815;37.662
15565.64;60.876;49.816;37.663
15566.63;60.877;49.815;37.661
15567.62;60.862;49.816;37.662
15568.62;60.877;49.817;37.663
15569.6;60.862;49.815;37.66
15570.62;60.855;49.816;37.663
15571.64;60.854;49.816;37.661
15572.65;60.871;49.814;37.661
15573.64;60.875;49.817;37.663
15574.63;60.884;49.816;37.663
15575.63;60.878;49.818;37.665
15576.63;60.882;49.815;37.662
15577.64;60.879;49.815;37.662
15578.63;60.874;49.811;37.657
15579.65;60.848;49.817;37.663
15580.65;60.872;49.816;37.662
15581.65;60.881;49.815;37.662
15582.66;60.854;49.817;37.662
15583.67;60.867;49.815;37.66
15584.69;60.868;49.81;37.656
15585.68;60.863;49.815;37.66
15586.7;60.869;49.813;37.659
15587.69;60.853;49.815;37.661
15588.71;60.88;49.811;37.658
15589.7;60.858;49.814;37.66
15590.7;60.878;49.813;37.659
15591.7;60.874;49.814;37.66
15592.7;60.88;49.813;37.66
15593.7;60.875;49.816;37.662
15594.69;60.846;49.817;37.663
15595.66;60.858;49.816;37.661
15596.66;60.85;49.816;37.661
15597.66;60.874;49.814;37.661
15598.65;60.851;49.815;37.66
15599.66;60.872;49.814;37.66
15600.67;60.879;49.815;37.661
15601.66;60.864;49.815;37.661
15602.67;60.856;49.816;37.662
15603.65;60.865;49.814;37.66
15604.65;60.862;49.812;37.659
15605.62;60.875;49.812;37.658
15606.63;60.86;49.814;37.66
15607.62;60.864;49.814;37.659
15608.62;60.862;49.814;37.66
15609.62;60.873;49.813;37.659
15610.63;60.864;49.814;37.66
15611.65;60.875;49.814;37.659
15612.65;60.847;49.815;37.661
15613.65;60.874;49.814;37.66
15614.63;60.888;49.81;37.657
15615.64;60.873;49.814;37.66
15616.64;60.877;49.815;37.661
15617.63;60.865;49.812;37.658
15618.63;60.892;49.811;37.658
15619.63;60.863;49.811;37.657
15620.63;60.882;49.812;37.658
15621.64;60.871;49.812;37.658
15622.62;60.841;49.813;37.658
15623.61;60.873;49.808;37.655
15624.6;60.852;49.813;37.659
15625.59;60.868;49.813;37.659
15626.59;60.839;49.813;37.659
15627.59;60.865;49.812;37.658
15628.59;60.861;49.811;37.657
15629.59;60.859;49.809;37.655
15630.59;60.852;49.813;37.659
15631.57;60.842;49.814;37.66
15632.57;60.858;49.811;37.656
15633.57;60.862;49.812;37.659
15634.56;60.86;49.811;37.657
15635.56;60.85;49.81;37.656
15636.55;60.843;49.813;37.658
15637.55;60.871;49.813;37.659
15638.54;60.861;49.811;37.656
15639.53;60.864;49.81;37.655
15640.54;60.863;49.809;37.655
15641.55;60.865;49.811;37.657
15642.56;60.859;49.81;37.656
15643.55;60.876;49.808;37.654
15644.55;60.858;49.811;37.657
15645.55;60.846;49.81;37.656
15646.53;60.839;49.813;37.658
15647.52;60.873;49.81;37.656
15648.51;60.869;49.81;37.655
15649.52;60.846;49.81;37.656
15650.5;60.851;49.81;37.656
15651.49;60.846;49.812;37.657
15652.51;60.857;49.808;37.654
15653.51;60.866;49.812;37.658
15654.49;60.876;49.81;37.656
15655.5;60.852;49.809;37.655
15656.49;60.861;49.809;37.655
15657.5;60.854;49.809;37.655
15658.5;60.849;49.809;37.655
15659.51;60.851;49.809;37.654
15660.52;60.863;49.809;37.655
15661.54;60.833;49.812;37.657
15662.53;60.866;49.807;37.653
15663.53;60.869;49.809;37.655
15664.53;60.859;49.806;37.652
15665.54;60.868;49.81;37.656
15666.53;60.845;49.81;37.655
15667.53;60.869;49.807;37.653
15668.52;60.844;49.813;37.659
15669.5;60.858;49.812;37.658
15670.51;60.871;49.809;37.655
15671.5;60.866;49.811;37.657
15672.51;60.848;49.812;37.657
15673.52;60.856;49.811;37.656
15674.53;60.866;49.808;37.653
15675.53;60.86;49.808;37.654
15676.53;60.86;49.81;37.656
15677.53;60.858;49.808;37.654
15678.51;60.85;49.81;37.655
15679.5;60.867;49.809;37.655
15680.5;60.843;49.81;37.655
15681.52;60.859;49.809;37.655
15682.51;60.863;49.809;37.655
15683.5;60.84;49.807;37.652
15684.5;60.852;49.807;37.652
15685.48;60.851;49.809;37.654
15686.49;60.856;49.807;37.653
15687.48;60.86;49.808;37.654
15688.48;60.856;49.808;37.654
15689.48;60.845;49.809;37.654
15690.49;60.871;49.807;37.654
15691.48;60.843;49.809;37.655
15692.48;60.857;49.805;37.65
15693.48;60.861;49.807;37.653
15694.49;60.858;49.806;37.652
15695.5;60.854;49.809;37.655
15696.48;60.839;49.81;37.655
15697.47;60.846;49.806;37.651
15698.46;60.868;49.808;37.654
15699.46;60.852;49.808;37.654
15700.46;60.854;49.806;37.652
15701.47;60.848;49.811;37.656
15702.49;60.844;49.81;37.655
15703.49;60.851;49.809;37.655
15704.48;60.833;49.807;37.651
15705.48;60.867;49.803;37.65
15706.49;60.85;49.806;37.651
15707.46;60.854;49.804;37.65
15708.47;60.843;49.804;37.65
15709.47;60.861;49.805;37.651
15710.45;60.869;49.803;37.65
15711.44;60.848;49.804;37.65
15712.45;60.856;49.807;37.652
15713.44;60.865;49.804;37.65
15714.45;60.856;49.804;37.65
15715.45;60.837;49.807;37.653
15716.45;60.857;49.806;37.651
15717.44;60.855;49.806;37.651
15718.43;60.854;49.807;37.652
15719.42;60.853;49.808;37.653
15720.43;60.853;49.806;37.651
15721.41;60.869;49.804;37.65
15722.4;60.864;49.804;37.649
15723.39;60.834;49.808;37.652
15724.4;60.861;49.807;37.652
15725.4;60.848;49.806;37.652
15726.39;60.861;49.804;37.65
15727.38;60.848;49.802;37.648
15728.4;60.858;49.803;37.649
15729.39;60.845;49.805;37.651
15730.39;60.852;49.804;37.65
15731.37;60.863;49.805;37.651
15732.36;60.85;49.806;37.652
15733.35;60.853;49.804;37.65
15734.34;60.863;49.804;37.651
15735.33;60.862;49.803;37.649
15736.31;60.845;49.801;37.647
15737.3;60.837;49.804;37.649
15738.3;60.849;49.803;37.649
15739.29;60.85;49.803;37.649
15740.28;60.852;49.802;37.647
15741.27;60.851;49.804;37.65
15742.27;60.849;49.803;37.649
15743.25;60.848;49.801;37.647
15744.24;60.847;49.802;37.647
15745.22;60.846;49.803;37.648
15746.22;60.87;49.798;37.646
15747.22;60.848;49.801;37.646
15748.23;60.847;49.802;37.648
15749.22;60.852;49.8;37.646
15750.22;60.85;49.801;37.646
15751.21;60.839;49.803;37.648
15752.22;60.837;49.8;37.645
15753.23;60.839;49.802;37.648
15754.24;60.86;49.801;37.647
15755.26;60.85;49.802;37.648
15756.25;60.835;49.801;37.646
15757.25;60.848;49.799;37.645
15758.26;60.852;49.798;37.644
15759.26;60.851;49.801;37.647
15760.25;60.833;49.803;37.649
15761.23;60.854;49.8;37.645
15762.25;60.846;49.8;37.645
15763.24;60.857;49.799;37.645
15764.23;60.842;49.799;37.644
15765.23;60.844;49.8;37.645
15766.23;60.844;49.802;37.647
15767.21;60.852;49.801;37.647
15768.2;60.84;49.802;37.647
15769.2;60.831;49.801;37.646
15770.2;60.831;49.803;37.647
15771.19;60.846;49.799;37.644
15772.19;60.867;49.799;37.645
15773.16;60.853;49.8;37.646
15774.16;60.846;49.802;37.647
15775.16;60.848;49.8;37.646
15776.15;60.834;49.801;37.647
15777.14;60.865;49.802;37.648
15778.15;60.85;49.802;37.647
15779.15;60.837;49.802;37.648
15780.15;60.836;49.802;37.647
15781.16;60.84;49.805;37.65
15782.17;60.849;49.801;37.646
15783.16;60.838;49.801;37.646
15784.16;60.842;49.801;37.646
15785.16;60.849;49.798;37.644
15786.18;60.851;49.802;37.648
15787.17;60.837;49.8;37.645
15788.16;60.831;49.802;37.646
15789.17;60.84;49.802;37.647
15790.15;60.844;49.802;37.647
15791.14;60.839;49.8;37.645
15792.13;60.841;49.8;37.645
15793.12;60.838;49.801;37.646
15794.12;60.848;49.798;37.643
15795.14;60.845;49.799;37.644
15796.16;60.838;49.8;37.645
15797.17;60.851;49.801;37.646
15798.17;60.841;49.801;37.646
15799.16;60.853;49.8;37.646
15800.17;60.846;49.801;37.646
15801.15;60.835;49.8;37.645
15802.16;60.859;49.798;37.644
15803.18;60.838;49.802;37.647
15804.19;60.838;49.801;37.645
15805.17;60.85;49.798;37.643
15806.17;60.84;49.8;37.645
15807.18;60.845;49.799;37.645
15808.16;60.839;49.799;37.644
15809.17;60.842;49.802;37.647
15810.16;60.847;49.801;37.646
15811.16;60.845;49.799;37.644
15812.15;60.83;49.802;37.647
15813.13;60.843;49.799;37.645
15814.12;60.846;49.798;37.644
15815.12;60.838;49.8;37.644
15816.11;60.84;49.803;37.647
15817.11;60.847;49.797;37.643
15818.11;60.836;49.799;37.644
15819.12;60.852;49.798;37.643
15820.11;60.851;49.798;37.644
15821.1;60.832;49.801;37.646
15822.11;60.837;49.801;37.646
15823.1;60.837;49.797;37.643
15824.1;60.855;49.797;37.643
15825.11;60.826;49.802;37.646
15826.09;60.825;49.798;37.643
15827.11;60.846;49.798;37.643
15828.1;60.828;49.797;37.642
15829.1;60.835;49.799;37.643
15830.1;60.839;49.8;37.645
15831.11;60.837;49.798;37.643
15832.09;60.826;49.799;37.643
15833.08;60.837;49.798;37.643
15834.06;60.827;49.799;37.644
15835.05;60.83;49.797;37.641
15836.07;60.838;49.796;37.642
15837.08;60.834;49.796;37.641
15838.06;60.837;49.796;37.642
15839.05;60.831;49.799;37.644
15840.05;60.833;49.798;37.642
15841.04;60.832;49.799;37.644
15842.04;60.84;49.799;37.643
15843.05;60.819;49.799;37.643
15844.05;60.856;49.796;37.642
15845.03;60.841;49.797;37.643
15846.01;60.828;49.797;37.642
15847.01;60.839;49.796;37.642
15848.01;60.828;49.799;37.643
15849.02;60.835;49.795;37.64
15850.04;60.836;49.797;37.642
15851.04;60.837;49.794;37.64
15852.05;60.849;49.797;37.643
15853.04;60.836;49.796;37.642
15854.03;60.834;49.795;37.64
15855.02;60.837;49.796;37.641
15856.02;60.828;49.796;37.64
15857.03;60.837;49.794;37.639
15858.03;60.817;49.797;37.642
15859.03;60.832;49.794;37.639
15860.04;60.828;49.797;37.643
15861.01;60.843;49.794;37.64
15862.03;60.83;49.796;37.64
15863.04;60.829;49.795;37.64
15864.03;60.835;49.794;37.639
15865.02;60.839;49.794;37.639
15866.01;60.828;49.795;37.64
15867.02;60.832;49.793;37.638
15868.02;60.83;49.797;37.641
15869.02;60.833;49.795;37.64
15870.01;60.822;49.795;37.639
15871.03;60.819;49.797;37.642
15872.03;60.816;49.797;37.641
15873.02;60.826;49.796;37.641
15873.99;60.827;49.797;37.642
15875.01;60.834;49.795;37.64
15876.01;60.844;49.796;37.641
15877.03;60.829;49.795;37.64
15878.03;60.827;49.798;37.642
15879.03;60.845;49.795;37.641
15880.03;60.829;49.795;37.639
15881.04;60.821;49.796;37.641
15882.04;60.839;49.793;37.638
15883.05;60.816;49.796;37.641
15884.03;60.838;49.794;37.639
15885.02;60.826;49.795;37.64
15886.03;60.838;49.795;37.64
15887.01;60.831;49.794;37.639
15888;60.838;49.791;37.636
15888.99;60.832;49.794;37.639
15890;60.841;49.793;37.638
15891.01;60.825;49.794;37.639
15892;60.833;49.795;37.64
15893;60.833;49.794;37.639
15894;60.835;49.793;37.638
15895;60.836;49.794;37.639
15895.99;60.839;49.796;37.641
15896.98;60.824;49.795;37.639
15897.97;60.822;49.797;37.641
15898.98;60.829;49.793;37.638
15899.99;60.835;49.794;37.639
15901;60.837;49.793;37.638
15901.98;60.819;49.797;37.641
15902.97;60.816;49.797;37.641
15903.96;60.828;49.796;37.641
15904.96;60.842;49.791;37.636
15905.96;60.837;49.793;37.638
15906.96;60.837;49.79;37.635
15907.96;60.833;49.793;37.638
15908.97;60.836;49.795;37.64
15909.96;60.821;49.795;37.639
15910.95;60.821;49.793;37.638
15911.95;60.863;49.791;37.636
15912.95;60.822;49.794;37.639
15913.95;60.838;49.792;37.638
15914.96;60.817;49.793;37.638
15915.96;60.836;49.795;37.64
15916.96;60.828;49.794;37.639
15917.95;60.824;49.793;37.638
15918.95;60.822;49.794;37.638
15919.94;60.823;49.794;37.639
15920.92;60.827;49.792;37.637
15921.91;60.835;49.789;37.634
15922.92;60.829;49.795;37.639
15923.93;60.823;49.792;37.636
15924.93;60.829;49.793;37.638
15925.94;60.839;49.791;37.636
15926.92;60.81;49.794;37.638
15927.92;60.828;49.792;37.637
15928.93;60.817;49.793;37.637
15929.91;60.834;49.791;37.635
15930.9;60.817;49.794;37.638
15931.89;60.836;49.792;37.637
15932.89;60.823;49.792;37.636
15933.88;60.817;49.792;37.636
15934.86;60.82;49.793;37.637
15935.85;60.814;49.795;37.639
15936.84;60.826;49.792;37.636
15937.85;60.82;49.792;37.637
15938.85;60.819;49.792;37.637
15939.84;60.819;49.79;37.635
15940.83;60.821;49.791;37.636
15941.83;60.836;49.792;37.637
15942.82;60.83;49.791;37.635
15943.82;60.834;49.791;37.636
15944.83;60.859;49.789;37.635
15945.82;60.815;49.791;37.635
15946.82;60.832;49.792;37.636
15947.82;60.818;49.792;37.636
15948.83;60.821;49.79;37.635
15949.82;60.811;49.794;37.638
15950.81;60.818;49.793;37.638
15951.79;60.826;49.79;37.635
15952.81;60.814;49.791;37.635
15953.8;60.817;49.791;37.635
15954.78;60.803;49.79;37.634
15955.79;60.821;49.789;37.634
15956.8;60.821;49.79;37.634
15957.79;60.819;49.792;37.637
15958.79;60.828;49.79;37.635
15959.81;60.809;49.791;37.635
15960.81;60.816;49.791;37.635
15961.81;60.824;49.787;37.632
15962.82;60.804;49.793;37.637
15963.8;60.826;49.787;37.633
15964.8;60.818;49.789;37.633
15965.79;60.815;49.791;37.635
15966.78;60.809;49.791;37.636
15967.77;60.831;49.791;37.636
15968.78;60.823;49.79;37.635
15969.78;60.812;49.789;37.633
15970.79;60.823;49.788;37.633
15971.8;60.819;49.787;37.632
15972.8;60.816;49.788;37.632
15973.79;60.797;49.791;37.635
15974.79;60.811;49.785;37.63
15975.8;60.812;49.789;37.633
15976.81;60.808;49.788;37.632
15977.79;60.776;49.792;37.635
15978.8;60.825;49.788;37.633
15979.83;60.815;49.788;37.632
15980.82;60.818;49.789;37.633
15981.82;60.812;49.786;37.63
15982.83;60.812;49.789;37.634
15983.83;60.815;49.787;37.631
15984.81;60.81;49.788;37.632
15985.82;60.819;49.789;37.634
15986.82;60.811;49.786;37.63
15987.84;60.811;49.786;37.631
15988.84;60.82;49.785;37.629
15989.84;60.818;49.789;37.633
15990.83;60.814;49.789;37.633
15991.83;60.817;49.787;37.631
15992.81;60.813;49.787;37.631
15993.82;60.823;49.785;37.63
15994.81;60.809;49.784;37.628
15995.81;60.819;49.786;37.631
15996.82;60.809;49.787;37.632
15997.81;60.802;49.786;37.63
15998.81;60.834;49.786;37.631
15999.81;60.814;49.784;37.628
16000.8;60.813;49.787;37.632
16001.79;60.809;49.787;37.631
16002.79;60.823;49.784;37.628
16003.8;60.818;49.784;37.629
16004.79;60.819;49.788;37.632
16005.79;60.816;49.786;37.63
16006.79;60.814;49.786;37.631
16007.81;60.814;49.785;37.629
16008.82;60.811;49.787;37.631
16009.82;60.813;49.786;37.629
16010.82;60.814;49.787;37.631
16011.82;60.819;49.785;37.629
16012.83;60.822;49.784;37.629
16013.82;60.823;49.785;37.63
16014.81;60.823;49.785;37.63
16015.8;60.818;49.784;37.629
16016.81;60.81;49.786;37.631
16017.8;60.821;49.783;37.627
16018.81;60.803;49.785;37.63
16019.8;60.823;49.786;37.631
16020.8;60.812;49.785;37.629
16021.78;60.815;49.787;37.631
16022.78;60.82;49.786;37.631
16023.78;60.823;49.785;37.63
16024.77;60.809;49.786;37.63
16025.77;60.819;49.787;37.632
16026.75;60.81;49.788;37.632
16027.74;60.815;49.785;37.63
16028.73;60.814;49.786;37.63
16029.73;60.817;49.787;37.631
16030.72;60.806;49.788;37.632
16031.71;60.825;49.785;37.629
16032.72;60.821;49.783;37.628
16033.71;60.815;49.784;37.629
16034.71;60.796;49.787;37.63
16035.72;60.817;49.786;37.63
16036.7;60.819;49.781;37.625
16037.69;60.815;49.782;37.626
16038.69;60.809;49.786;37.63
16039.66;60.808;49.785;37.629
16040.68;60.806;49.783;37.627
16041.68;60.815;49.783;37.627
16042.67;60.819;49.783;37.627
16043.67;60.817;49.783;37.627
16044.66;60.811;49.784;37.629
16045.65;60.803;49.786;37.63
16046.65;60.821;49.779;37.624
16047.66;60.809;49.783;37.628
16048.64;60.81;49.784;37.629
16049.63;60.817;49.783;37.627
16050.61;60.805;49.782;37.627
16051.61;60.819;49.783;37.627
16052.6;60.806;49.784;37.628
16053.6;60.805;49.781;37.625
16054.61;60.808;49.783;37.628
16055.6;60.803;49.781;37.625
16056.6;60.797;49.783;37.627
16057.59;60.804;49.784;37.628
16058.59;60.807;49.782;37.625
16059.59;60.801;49.783;37.627
16060.58;60.809;49.783;37.628
16061.58;60.803;49.783;37.627
16062.56;60.809;49.782;37.626
16063.56;60.801;49.784;37.628
16064.58;60.799;49.782;37.626
16065.57;60.816;49.783;37.627
16066.59;60.811;49.783;37.627
16067.58;60.805;49.782;37.626
16068.59;60.811;49.78;37.625
16069.57;60.789;49.783;37.626
16070.57;60.805;49.782;37.627
16071.58;60.805;49.781;37.625
16072.56;60.808;49.781;37.625
16073.55;60.803;49.781;37.625
16074.58;60.815;49.779;37.623
16075.57;60.811;49.78;37.625
16076.59;60.794;49.781;37.625
16077.57;60.796;49.779;37.624
16078.56;60.816;49.779;37.624
16079.56;60.809;49.781;37.626
16080.56;60.812;49.779;37.623
16081.56;60.812;49.781;37.625
16082.57;60.796;49.782;37.626
16083.59;60.813;49.782;37.627
16084.6;60.805;49.782;37.626
16085.63;60.8;49.78;37.624
16086.62;60.809;49.78;37.625
16087.62;60.818;49.781;37.625
16088.61;60.796;49.78;37.624
16089.6;60.798;49.781;37.624
16090.59;60.8;49.782;37.625
16091.6;60.814;49.777;37.622
16092.61;60.792;49.781;37.626
16093.61;60.8;49.782;37.627
16094.6;60.798;49.78;37.624
16095.59;60.812;49.782;37.626
16096.57;60.813;49.779;37.624
16097.59;60.791;49.78;37.624
16098.59;60.811;49.781;37.626
16099.6;60.805;49.78;37.624
16100.59;60.802;49.781;37.625
16101.6;60.807;49.78;37.625
16102.6;60.792;49.78;37.624
16103.61;60.809;49.781;37.626
16104.62;60.798;49.781;37.625
16105.61;60.799;49.781;37.625
16106.61;60.809;49.778;37.622
16107.6;60.805;49.78;37.624
16108.6;60.814;49.78;37.625
16109.6;60.801;49.78;37.624
16110.62;60.822;49.78;37.625
16111.63;60.795;49.781;37.625
16112.65;60.786;49.781;37.624
16113.65;60.803;49.78;37.624
16114.66;60.807;49.779;37.623
16115.66;60.796;49.779;37.623
16116.67;60.814;49.78;37.624
16117.66;60.805;49.775;37.62
16118.65;60.768;49.785;37.626
16119.64;60.777;49.782;37.625
16120.64;60.793;49.78;37.624
16121.64;60.794;49.778;37.621
16122.64;60.803;49.778;37.622
16123.64;60.79;49.78;37.623
16124.63;60.808;49.775;37.619
16125.61;60.793;49.778;37.622
16126.61;60.793;49.782;37.626
16127.6;60.796;49.781;37.625
16128.59;60.81;49.781;37.625
16129.59;60.805;49.781;37.625
16130.58;60.804;49.781;37.625
16131.58;60.781;49.783;37.626
16132.58;60.804;49.782;37.626
16133.58;60.786;49.779;37.623
16134.57;60.798;49.778;37.622
16135.57;60.839;49.773;37.619
16136.58;60.799;49.775;37.62
16137.59;60.801;49.779;37.623
16138.61;60.805;49.778;37.622
16139.61;60.805;49.778;37.622
16140.61;60.808;49.779;37.622
16141.59;60.796;49.779;37.623
16142.58;60.804;49.779;37.623
16143.58;60.806;49.776;37.62
16144.58;60.799;49.779;37.622
16145.58;60.794;49.78;37.623
