IDs:;240716_09_240712G;09_DNAJB6_00_439_uM;
Concentration [uM]:;0.439;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
1683.892;59.548;51.186;38.815
1684.898;59.543;51.188;38.816
1685.879;59.544;51.187;38.815
1686.862;59.557;51.186;38.815
1687.851;59.541;51.187;38.815
1688.847;59.558;51.188;38.815
1689.848;59.555;51.186;38.814
1690.855;59.544;51.186;38.814
1691.868;59.531;51.185;38.813
1692.857;59.543;51.187;38.815
1693.85;59.534;51.187;38.813
1694.847;59.53;51.186;38.812
1695.855;59.532;51.187;38.814
1696.831;59.534;51.187;38.813
1697.844;59.526;51.184;38.81
1698.828;59.544;51.186;38.813
1699.823;59.536;51.185;38.811
1700.817;59.534;51.186;38.813
1701.817;59.531;51.185;38.812
1702.818;59.518;51.186;38.811
1703.826;59.521;51.186;38.812
1704.833;59.526;51.186;38.811
1705.832;59.519;51.187;38.813
1706.833;59.528;51.185;38.811
1707.836;59.522;51.187;38.812
1708.828;59.52;51.185;38.81
1709.822;59.525;51.186;38.811
1710.827;59.517;51.186;38.81
1711.839;59.519;51.186;38.81
1712.857;59.511;51.185;38.808
1713.874;59.518;51.186;38.81
1714.884;59.514;51.185;38.809
1715.893;59.522;51.186;38.81
1716.9;59.515;51.185;38.809
1717.904;59.511;51.186;38.809
1718.895;59.51;51.185;38.808
1719.888;59.513;51.186;38.81
1720.89;59.502;51.185;38.808
1721.894;59.509;51.184;38.808
1722.886;59.498;51.185;38.808
1723.885;59.495;51.187;38.809
1724.891;59.499;51.183;38.805
1725.904;59.507;51.184;38.806
1726.926;59.507;51.182;38.805
1727.918;59.487;51.184;38.806
1728.918;59.504;51.185;38.807
1729.924;59.498;51.184;38.805
1730.945;59.495;51.182;38.804
1731.952;59.503;51.183;38.805
1732.957;59.496;51.182;38.804
1733.956;59.5;51.182;38.804
1734.945;59.5;51.185;38.806
1735.927;59.491;51.184;38.806
1736.927;59.487;51.183;38.804
1737.923;59.482;51.183;38.804
1738.905;59.495;51.183;38.804
1739.909;59.478;51.186;38.806
1740.908;59.481;51.184;38.804
1741.909;59.483;51.184;38.804
1742.895;59.483;51.183;38.804
1743.891;59.484;51.184;38.804
1744.9;59.484;51.183;38.803
1745.889;59.482;51.183;38.803
1746.911;59.485;51.182;38.803
1747.887;59.48;51.182;38.802
1748.907;59.477;51.182;38.801
1749.907;59.483;51.183;38.803
1750.899;59.476;51.183;38.802
1751.891;59.479;51.183;38.802
1752.887;59.466;51.184;38.803
1753.893;59.466;51.183;38.801
1754.904;59.471;51.185;38.803
1755.892;59.465;51.182;38.8
1756.891;59.466;51.182;38.8
1757.892;59.464;51.183;38.802
1758.896;59.468;51.183;38.801
1759.9;59.458;51.185;38.802
1760.909;59.47;51.184;38.802
1761.911;59.469;51.183;38.801
1762.905;59.464;51.182;38.799
1763.903;59.462;51.182;38.8
1764.905;59.461;51.183;38.8
1765.909;59.464;51.183;38.8
1766.898;59.457;51.182;38.8
1767.875;59.45;51.185;38.802
1768.861;59.453;51.182;38.799
1769.853;59.463;51.18;38.798
1770.864;59.443;51.183;38.799
1771.847;59.46;51.18;38.796
1772.843;59.451;51.182;38.799
1773.847;59.447;51.18;38.797
1774.837;59.447;51.181;38.798
1775.833;59.45;51.183;38.799
1776.835;59.446;51.18;38.795
1777.817;59.438;51.181;38.796
1778.806;59.432;51.182;38.797
1779.806;59.44;51.182;38.798
1780.805;59.434;51.181;38.796
1781.804;59.44;51.183;38.798
1782.81;59.433;51.18;38.795
1783.827;59.437;51.181;38.796
1784.831;59.437;51.182;38.797
1785.838;59.433;51.181;38.795
1786.828;59.438;51.18;38.795
1787.826;59.431;51.183;38.797
1788.822;59.429;51.181;38.795
1789.811;59.437;51.181;38.796
1790.808;59.428;51.18;38.794
1791.805;59.426;51.181;38.794
1792.791;59.439;51.18;38.794
1793.793;59.422;51.181;38.794
1794.804;59.424;51.181;38.795
1795.811;59.428;51.18;38.794
1796.821;59.422;51.183;38.796
1797.81;59.417;51.182;38.796
1798.81;59.424;51.181;38.794
1799.818;59.42;51.183;38.796
1800.811;59.421;51.181;38.793
1801.805;59.399;51.177;38.79
1802.81;59.416;51.179;38.792
1803.819;59.422;51.182;38.795
1804.816;59.408;51.179;38.791
1805.815;59.417;51.18;38.793
1806.821;59.407;51.183;38.794
1807.832;59.405;51.18;38.792
1808.818;59.409;51.181;38.793
1809.813;59.408;51.178;38.79
1810.813;59.409;51.179;38.791
1811.815;59.409;51.18;38.792
1812.824;59.406;51.18;38.791
1813.833;59.402;51.181;38.791
1814.846;59.376;51.177;38.788
1815.833;59.404;51.181;38.792
1816.826;59.396;51.182;38.792
1817.824;59.398;51.182;38.793
1818.823;59.395;51.18;38.79
1819.825;59.377;51.178;38.788
1820.839;59.397;51.181;38.792
1821.845;59.385;51.182;38.791
1822.842;59.39;51.181;38.791
1823.842;59.381;51.18;38.789
1824.853;59.394;51.18;38.789
1825.855;59.385;51.181;38.79
1826.856;59.385;51.181;38.79
1827.854;59.376;51.18;38.789
1828.856;59.385;51.181;38.791
1829.859;59.355;51.176;38.785
1830.853;59.375;51.181;38.79
1831.837;59.384;51.181;38.789
1832.827;59.379;51.18;38.789
1833.825;59.365;51.18;38.789
1834.819;59.35;51.179;38.787
1835.801;59.38;51.18;38.788
1836.783;59.387;51.18;38.789
1837.785;59.374;51.181;38.789
1838.8;59.362;51.179;38.787
1839.794;59.375;51.18;38.788
1840.791;59.361;51.179;38.787
1841.764;59.346;51.175;38.783
1842.751;59.369;51.178;38.786
1843.736;59.365;51.179;38.787
1844.755;59.345;51.175;38.782
1845.748;59.367;51.178;38.785
1846.749;59.331;51.177;38.782
1847.751;59.366;51.18;38.787
1848.761;59.366;51.18;38.787
1849.779;59.375;51.179;38.786
1850.773;59.371;51.177;38.784
1851.769;59.357;51.18;38.785
1852.762;59.324;51.176;38.782
1853.766;59.351;51.176;38.782
1854.767;59.353;51.179;38.785
1855.776;59.353;51.179;38.784
1856.775;59.321;51.175;38.78
1857.772;59.354;51.178;38.783
1858.767;59.321;51.177;38.781
1859.751;59.35;51.179;38.784
1860.737;59.352;51.179;38.784
1861.735;59.344;51.178;38.782
1862.72;59.315;51.176;38.78
1863.717;59.343;51.18;38.784
1864.721;59.32;51.175;38.779
1865.712;59.312;51.177;38.781
1866.697;59.317;51.176;38.78
1867.684;59.315;51.175;38.779
1868.679;59.341;51.177;38.781
1869.68;59.326;51.18;38.783
1870.685;59.328;51.177;38.781
1871.673;59.321;51.179;38.782
1872.664;59.307;51.177;38.78
1873.651;59.33;51.178;38.781
1874.636;59.33;51.178;38.781
1875.632;59.338;51.179;38.782
1876.636;59.304;51.176;38.779
1877.645;59.314;51.175;38.778
1878.629;59.324;51.18;38.783
1879.612;59.306;51.173;38.776
1880.6;59.323;51.177;38.779
1881.591;59.321;51.18;38.782
1882.588;59.303;51.174;38.776
1883.582;59.314;51.18;38.781
1884.579;59.299;51.176;38.779
1885.579;59.308;51.177;38.778
1886.577;59.287;51.178;38.779
1887.565;59.282;51.179;38.779
1888.566;59.286;51.177;38.778
1889.573;59.302;51.182;38.783
1890.565;59.282;51.178;38.778
1891.543;59.275;51.177;38.777
1892.575;59.274;51.179;38.779
1893.562;59.305;51.18;38.78
1894.559;59.28;51.178;38.778
1895.573;59.262;51.18;38.779
1896.553;59.27;51.179;38.778
1897.563;59.249;51.182;38.78
1898.555;59.255;51.179;38.778
1899.56;59.296;51.179;38.779
1900.572;59.304;51.178;38.778
1901.544;59.255;51.18;38.779
1902.544;59.272;51.178;38.778
1903.551;59.294;51.178;38.777
1904.554;59.252;51.176;38.774
1905.553;59.291;51.177;38.776
1906.557;59.254;51.18;38.778
1907.567;59.26;51.179;38.777
1908.55;59.265;51.178;38.777
1909.566;59.256;51.175;38.773
1910.567;59.262;51.179;38.777
1911.57;59.266;51.177;38.775
1912.556;59.279;51.182;38.78
1913.539;59.253;51.18;38.778
1914.521;59.246;51.178;38.776
1915.517;59.246;51.177;38.774
1916.518;59.248;51.178;38.775
1917.514;59.251;51.178;38.776
1918.528;59.242;51.179;38.776
1919.529;59.261;51.181;38.778
1920.518;59.272;51.179;38.776
1921.53;59.243;51.179;38.775
1922.521;59.226;51.178;38.774
1923.534;59.234;51.178;38.775
1924.521;59.248;51.175;38.772
1925.517;59.238;51.181;38.777
1926.521;59.238;51.179;38.774
1927.513;59.225;51.178;38.773
1928.506;59.232;51.176;38.772
1929.507;59.239;51.178;38.774
1930.5;59.237;51.177;38.772
1931.496;59.229;51.179;38.774
1932.499;59.221;51.175;38.77
1933.506;59.23;51.18;38.775
1934.493;59.227;51.179;38.774
1935.482;59.23;51.18;38.774
1936.48;59.236;51.181;38.775
1937.483;59.229;51.179;38.774
1938.49;59.226;51.178;38.773
1939.474;59.227;51.177;38.772
1940.49;59.22;51.178;38.773
1941.48;59.222;51.175;38.769
1942.473;59.23;51.178;38.772
1943.469;59.225;51.178;38.772
1944.472;59.222;51.179;38.773
1945.469;59.205;51.175;38.769
1946.466;59.2;51.176;38.77
1947.464;59.206;51.179;38.772
1948.486;59.204;51.176;38.77
1949.486;59.202;51.177;38.77
1950.475;59.182;51.176;38.771
1951.47;59.217;51.181;38.774
1952.458;59.18;51.175;38.768
1953.455;59.19;51.177;38.77
1954.445;59.166;51.175;38.768
1955.424;59.192;51.177;38.769
1956.447;59.207;51.179;38.771
1957.43;59.167;51.178;38.77
1958.418;59.17;51.174;38.768
1959.416;59.204;51.176;38.768
1960.421;59.193;51.171;38.763
1961.403;59.191;51.172;38.764
1962.392;59.165;51.176;38.768
1963.396;59.189;51.178;38.77
1964.374;59.163;51.174;38.766
1965.361;59.161;51.175;38.767
1966.38;59.156;51.175;38.766
1967.377;59.164;51.171;38.764
1968.384;59.163;51.176;38.767
1969.393;59.16;51.173;38.765
1970.405;59.173;51.173;38.763
1971.401;59.199;51.172;38.763
1972.396;59.181;51.176;38.767
1973.396;59.152;51.174;38.764
1974.401;59.151;51.175;38.766
1975.409;59.142;51.176;38.765
1976.422;59.148;51.175;38.766
1977.42;59.147;51.174;38.763
1978.424;59.167;51.175;38.765
1979.432;59.166;51.173;38.763
1980.424;59.168;51.175;38.764
1981.428;59.162;51.173;38.762
1982.43;59.173;51.175;38.764
1983.421;59.142;51.174;38.763
1984.405;59.164;51.173;38.762
1985.404;59.164;51.176;38.764
1986.418;59.137;51.174;38.763
1987.417;59.135;51.174;38.763
1988.404;59.162;51.176;38.764
1989.4;59.133;51.172;38.761
1990.381;59.129;51.173;38.762
1991.369;59.141;51.175;38.763
1992.363;59.159;51.176;38.764
1993.364;59.127;51.173;38.761
1994.378;59.129;51.173;38.761
1995.367;59.159;51.174;38.761
1996.363;59.13;51.173;38.761
1997.367;59.135;51.172;38.761
1998.376;59.129;51.174;38.762
1999.398;59.151;51.173;38.76
2000.397;59.149;51.175;38.762
2001.377;59.128;51.175;38.762
2002.362;59.114;51.172;38.759
2003.38;59.126;51.174;38.761
2004.375;59.139;51.173;38.759
2005.374;59.116;51.173;38.76
2006.376;59.14;51.175;38.76
2007.387;59.142;51.173;38.76
2008.4;59.119;51.172;38.758
2009.39;59.103;51.172;38.758
2010.403;59.113;51.175;38.759
2011.417;59.143;51.176;38.762
2012.401;59.11;51.175;38.76
2013.392;59.111;51.173;38.758
2014.39;59.101;51.174;38.759
2015.392;59.112;51.172;38.758
2016.374;59.139;51.173;38.758
2017.375;59.154;51.175;38.76
2018.371;59.113;51.175;38.76
2019.373;59.095;51.171;38.756
2020.373;59.119;51.172;38.757
2021.366;59.107;51.174;38.759
2022.351;59.1;51.17;38.755
2023.35;59.087;51.17;38.754
2024.337;59.101;51.172;38.756
2025.333;59.089;51.171;38.756
2026.317;59.097;51.172;38.757
2027.318;59.084;51.171;38.755
2028.299;59.096;51.171;38.755
2029.299;59.096;51.174;38.757
2030.3;59.095;51.173;38.757
2031.308;59.092;51.174;38.758
2032.32;59.093;51.174;38.758
2033.317;59.098;51.174;38.758
2034.296;59.093;51.176;38.759
2035.278;59.092;51.174;38.757
2036.297;59.094;51.174;38.757
2037.287;59.078;51.172;38.754
2038.291;59.09;51.176;38.758
2039.297;59.083;51.174;38.756
2040.307;59.091;51.173;38.756
2041.296;59.079;51.171;38.754
2042.289;59.071;51.172;38.754
2043.272;59.087;51.175;38.757
2044.284;59.084;51.173;38.755
2045.272;59.087;51.172;38.753
2046.261;59.081;51.174;38.756
2047.253;59.108;51.176;38.757
2048.244;59.085;51.172;38.754
2049.213;59.078;51.172;38.753
2050.206;59.07;51.171;38.753
2051.212;59.081;51.172;38.754
2052.214;59.067;51.17;38.751
2053.21;59.078;51.173;38.753
2054.197;59.074;51.172;38.753
2055.169;59.063;51.173;38.754
2056.161;59.074;51.173;38.754
2057.149;59.101;51.176;38.756
2058.138;59.072;51.171;38.751
2059.136;59.076;51.174;38.754
2060.149;59.07;51.174;38.755
2061.142;59.074;51.172;38.752
2062.152;59.065;51.175;38.755
2063.138;59.073;51.174;38.754
2064.132;59.063;51.172;38.752
2065.116;59.064;51.174;38.753
2066.108;59.066;51.175;38.754
2067.113;59.069;51.172;38.75
2068.097;59.064;51.174;38.753
2069.088;59.069;51.174;38.752
2070.085;59.063;51.174;38.752
2071.07;59.07;51.174;38.753
2072.063;59.073;51.174;38.752
2073.062;59.057;51.172;38.749
2074.068;59.061;51.174;38.753
2075.076;59.055;51.172;38.75
2076.087;59.053;51.173;38.751
2077.082;59.066;51.172;38.75
2078.081;59.057;51.175;38.753
2079.085;59.052;51.174;38.751
2080.081;59.051;51.172;38.75
2081.085;59.071;51.175;38.752
2082.069;59.055;51.172;38.75
2083.071;59.065;51.174;38.75
2084.062;59.048;51.172;38.75
2085.058;59.044;51.173;38.75
2086.057;59.053;51.172;38.748
2087.045;59.043;51.175;38.751
2088.032;59.044;51.172;38.749
2089.02;59.044;51.172;38.749
2090.025;59.061;51.174;38.75
2091.011;59.05;51.171;38.747
2092.005;59.045;51.173;38.748
2093.005;59.031;51.175;38.751
2093.991;59.041;51.17;38.745
2094.984;59.034;51.173;38.749
2095.999;59.044;51.172;38.747
2096.988;59.031;51.175;38.751
2097.983;59.014;51.173;38.749
2098.983;59.013;51.172;38.747
2099.994;59.045;51.173;38.748
2100.98;59.031;51.173;38.747
2102;59.036;51.173;38.748
2103.002;59.005;51.173;38.747
2104.005;59.002;51.172;38.747
2104.989;59.031;51.171;38.745
2105.974;59.035;51.172;38.745
2106.967;59.035;51.172;38.745
2107.963;59.033;51.175;38.748
2108.968;59.001;51.17;38.744
2109.975;59.041;51.174;38.748
2110.951;59.023;51.174;38.747
2111.932;58.994;51.17;38.743
2112.916;59.026;51.173;38.745
2113.907;59.036;51.173;38.746
2114.93;59.022;51.172;38.744
2115.921;59.02;51.172;38.745
2116.913;59.019;51.174;38.748
2117.913;58.997;51.17;38.743
2118.9;59.015;51.174;38.747
2119.888;59.019;51.173;38.746
2120.888;59.006;51.173;38.745
2121.893;58.995;51.171;38.745
2122.887;58.985;51.172;38.744
2123.888;58.986;51.171;38.744
2124.886;58.987;51.171;38.744
2125.887;59.02;51.171;38.743
2126.898;58.988;51.171;38.743
2127.887;58.989;51.171;38.742
2128.889;59.007;51.173;38.744
2129.898;59.007;51.17;38.741
2130.887;58.984;51.169;38.742
2131.885;58.986;51.171;38.743
2132.869;59.003;51.17;38.741
2133.846;58.985;51.169;38.74
2134.858;58.996;51.171;38.742
2135.874;58.977;51.17;38.741
2136.866;58.977;51.168;38.74
2137.867;58.973;51.168;38.739
2138.871;58.98;51.171;38.741
2139.88;58.969;51.168;38.738
2140.894;58.969;51.17;38.741
2141.883;58.993;51.171;38.741
2142.877;58.989;51.171;38.741
2143.875;58.999;51.17;38.741
2144.877;59.014;51.171;38.74
2145.882;58.968;51.168;38.738
2146.892;58.967;51.167;38.737
2147.872;58.958;51.168;38.737
2148.886;58.989;51.169;38.738
2149.904;58.96;51.168;38.737
2150.893;58.956;51.167;38.736
2151.89;58.984;51.167;38.737
2152.878;58.963;51.166;38.736
2153.872;58.954;51.165;38.734
2154.872;58.962;51.166;38.735
2155.86;58.947;51.167;38.735
2156.862;58.956;51.166;38.735
2157.865;58.949;51.167;38.736
2158.876;58.956;51.166;38.735
2159.877;58.944;51.167;38.736
2160.876;58.95;51.165;38.733
2161.876;58.948;51.166;38.734
2162.878;58.951;51.167;38.735
2163.877;58.981;51.168;38.736
2164.879;58.977;51.167;38.735
2165.893;58.943;51.166;38.733
2166.887;58.97;51.167;38.734
2167.896;58.943;51.166;38.733
2168.88;58.975;51.168;38.734
2169.868;58.939;51.166;38.733
2170.87;58.942;51.164;38.732
2171.845;58.942;51.164;38.731
2172.854;58.94;51.166;38.733
2173.839;58.931;51.163;38.73
2174.835;58.933;51.163;38.73
2175.836;58.965;51.167;38.733
2176.812;58.935;51.163;38.729
2177.8;58.933;51.165;38.731
2178.79;58.932;51.165;38.732
2179.784;58.974;51.17;38.735
2180.786;58.926;51.163;38.729
2181.79;58.949;51.167;38.733
2182.764;58.925;51.163;38.73
2183.776;58.928;51.164;38.73
2184.79;58.922;51.161;38.727
2185.777;58.922;51.164;38.729
2186.768;58.923;51.165;38.73
2187.76;58.918;51.164;38.729
2188.759;58.921;51.164;38.729
2189.739;58.923;51.163;38.728
2190.719;58.916;51.162;38.727
2191.709;58.915;51.161;38.726
2192.709;58.94;51.164;38.728
2193.7;58.912;51.161;38.726
2194.697;58.914;51.16;38.725
2195.692;58.931;51.162;38.726
2196.691;58.937;51.162;38.726
2197.682;58.915;51.161;38.725
2198.673;58.931;51.162;38.726
2199.67;58.904;51.162;38.726
2200.673;58.936;51.162;38.725
2201.656;58.94;51.163;38.727
2202.642;58.91;51.162;38.726
2203.62;58.934;51.163;38.727
2204.636;58.931;51.163;38.726
2205.658;58.933;51.162;38.725
2206.658;58.907;51.163;38.727
2207.665;58.896;51.161;38.724
2208.672;58.903;51.165;38.727
2209.684;58.902;51.162;38.725
2210.703;58.905;51.163;38.725
2211.699;58.898;51.161;38.723
2212.697;58.922;51.163;38.725
2213.7;58.892;51.159;38.721
2214.709;58.935;51.165;38.726
2215.69;58.915;51.161;38.722
2216.674;58.898;51.16;38.722
2217.662;58.924;51.162;38.724
2218.651;58.895;51.162;38.724
2219.645;58.917;51.16;38.722
2220.632;58.909;51.161;38.722
2221.613;58.893;51.16;38.722
2222.612;58.912;51.161;38.723
2223.613;58.906;51.16;38.721
2224.616;58.917;51.161;38.723
2225.623;58.909;51.161;38.721
2226.633;58.916;51.162;38.723
2227.606;58.9;51.161;38.722
2228.609;58.887;51.162;38.723
2229.603;58.885;51.162;38.723
2230.597;58.879;51.161;38.722
2231.599;58.911;51.162;38.722
2232.583;58.884;51.161;38.722
2233.579;58.899;51.161;38.72
2234.593;58.905;51.163;38.723
2235.58;58.873;51.159;38.719
2236.576;58.9;51.16;38.719
2237.581;58.891;51.162;38.721
2238.566;58.896;51.16;38.719
2239.557;58.883;51.158;38.719
2240.553;58.876;51.16;38.72
2241.554;58.895;51.16;38.719
2242.562;58.918;51.161;38.72
2243.575;58.891;51.157;38.715
2244.599;58.886;51.158;38.716
2245.595;58.875;51.158;38.717
2246.599;58.895;51.161;38.719
2247.605;58.887;51.16;38.719
2248.618;58.896;51.161;38.719
2249.604;58.865;51.161;38.719
2250.596;58.887;51.163;38.721
2251.59;58.862;51.16;38.718
2252.59;58.865;51.16;38.719
2253.593;58.884;51.162;38.72
2254.6;58.885;51.162;38.719
2255.58;58.881;51.16;38.718
2256.594;58.878;51.16;38.717
2257.612;58.86;51.16;38.718
2258.6;58.88;51.161;38.718
2259.595;58.875;51.161;38.717
2260.596;58.882;51.16;38.717
2261.598;58.877;51.157;38.714
2262.601;58.883;51.16;38.717
2263.598;58.868;51.158;38.714
2264.596;58.878;51.16;38.717
2265.603;58.871;51.159;38.714
2266.606;58.869;51.162;38.718
2267.598;58.844;51.161;38.718
2268.607;58.847;51.159;38.716
2269.602;58.873;51.161;38.717
2270.606;58.876;51.159;38.715
2271.618;58.865;51.16;38.716
2272.613;58.864;51.16;38.715
2273.617;58.871;51.161;38.717
2274.615;58.87;51.158;38.713
2275.595;58.87;51.16;38.715
2276.611;58.864;51.16;38.716
2277.589;58.865;51.159;38.714
2278.567;58.862;51.16;38.714
2279.582;58.829;51.16;38.716
2280.574;58.852;51.157;38.712
2281.559;58.817;51.159;38.714
2282.563;58.821;51.159;38.714
2283.569;58.858;51.157;38.712
2284.58;58.82;51.16;38.714
2285.577;58.818;51.158;38.712
2286.58;58.847;51.162;38.716
2287.589;58.848;51.159;38.713
2288.603;58.819;51.156;38.711
2289.592;58.818;51.156;38.711
2290.584;58.853;51.16;38.714
2291.589;58.846;51.158;38.712
2292.594;58.817;51.158;38.712
2293.599;58.835;51.158;38.711
2294.577;58.842;51.158;38.712
2295.561;58.805;51.157;38.71
2296.58;58.845;51.158;38.711
2297.571;58.85;51.159;38.711
2298.563;58.843;51.16;38.713
2299.558;58.841;51.158;38.711
2300.564;58.837;51.16;38.712
2301.564;58.838;51.16;38.713
2302.563;58.835;51.159;38.711
2303.573;58.832;51.16;38.712
2304.548;58.836;51.159;38.711
2305.543;58.843;51.158;38.711
2306.533;58.826;51.159;38.711
2307.528;58.79;51.156;38.708
2308.514;58.796;51.155;38.707
2309.509;58.828;51.158;38.71
2310.488;58.829;51.161;38.712
2311.478;58.786;51.156;38.707
2312.48;58.826;51.159;38.711
2313.498;58.839;51.158;38.709
2314.504;58.827;51.159;38.71
2315.497;58.83;51.159;38.71
2316.482;58.789;51.157;38.708
2317.495;58.787;51.159;38.71
2318.49;58.809;51.159;38.71
2319.489;58.816;51.159;38.709
2320.493;58.775;51.157;38.707
2321.479;58.788;51.159;38.709
2322.471;58.814;51.161;38.711
2323.467;58.813;51.159;38.709
2324.471;58.819;51.16;38.71
2325.449;58.806;51.16;38.709
2326.466;58.775;51.157;38.707
2327.487;58.802;51.158;38.707
2328.488;58.768;51.158;38.707
2329.49;58.773;51.158;38.707
2330.494;58.771;51.158;38.708
2331.491;58.814;51.159;38.709
2332.486;58.76;51.158;38.707
2333.471;58.773;51.156;38.705
2334.469;58.789;51.161;38.708
2335.458;58.795;51.161;38.709
2336.442;58.794;51.158;38.706
2337.418;58.765;51.157;38.706
2338.428;58.766;51.158;38.706
2339.433;58.791;51.159;38.706
2340.449;58.766;51.158;38.706
2341.447;58.76;51.157;38.705
2342.443;58.782;51.163;38.709
2343.424;58.79;51.16;38.707
2344.416;58.757;51.157;38.705
2345.425;58.787;51.159;38.706
2346.439;58.783;51.158;38.705
2347.436;58.75;51.159;38.706
2348.437;58.777;51.159;38.705
2349.443;58.781;51.161;38.708
2350.434;58.755;51.157;38.705
2351.427;58.756;51.156;38.703
2352.426;58.748;51.159;38.705
2353.432;58.782;51.157;38.703
2354.412;58.769;51.161;38.706
2355.398;58.745;51.158;38.705
2356.39;58.775;51.16;38.706
2357.387;58.772;51.159;38.704
2358.393;58.768;51.161;38.706
2359.371;58.769;51.16;38.705
2360.377;58.745;51.157;38.703
2361.388;58.744;51.157;38.702
2362.39;58.767;51.16;38.705
2363.385;58.77;51.16;38.705
2364.378;58.765;51.158;38.703
2365.362;58.757;51.16;38.704
2366.361;58.758;51.159;38.704
2367.358;58.736;51.156;38.702
2368.363;58.754;51.16;38.705
2369.371;58.763;51.158;38.702
2370.361;58.76;51.158;38.702
2371.364;58.75;51.161;38.705
2372.378;58.752;51.162;38.705
2373.378;58.759;51.159;38.702
2374.363;58.755;51.159;38.702
2375.356;58.74;51.161;38.704
2376.364;58.738;51.16;38.703
2377.377;58.747;51.162;38.705
2378.366;58.744;51.16;38.703
2379.362;58.744;51.16;38.703
2380.346;58.748;51.16;38.703
2381.347;58.753;51.159;38.702
2382.326;58.746;51.159;38.701
2383.309;58.738;51.159;38.701
2384.315;58.749;51.16;38.703
2385.321;58.753;51.158;38.701
2386.333;58.707;51.159;38.702
2387.344;58.712;51.157;38.701
2388.36;58.728;51.16;38.702
2389.382;58.726;51.16;38.702
2390.377;58.731;51.159;38.7
2391.388;58.732;51.161;38.703
2392.405;58.734;51.162;38.703
2393.393;58.737;51.16;38.701
2394.389;58.738;51.158;38.7
2395.388;58.739;51.159;38.7
2396.387;58.727;51.162;38.702
2397.388;58.745;51.158;38.699
2398.385;58.728;51.16;38.701
2399.396;58.724;51.161;38.702
2400.38;58.73;51.159;38.7
2401.378;58.72;51.16;38.7
2402.375;58.723;51.159;38.7
2403.381;58.72;51.161;38.701
2404.386;58.707;51.16;38.7
2405.402;58.718;51.159;38.699
2406.399;58.725;51.158;38.699
2407.397;58.724;51.16;38.7
2408.375;58.713;51.158;38.697
2409.359;58.724;51.158;38.697
2410.377;58.714;51.159;38.699
2411.374;58.725;51.157;38.697
2412.373;58.717;51.16;38.699
2413.374;58.702;51.16;38.698
2414.384;58.715;51.159;38.698
2415.366;58.716;51.159;38.698
2416.352;58.712;51.157;38.696
2417.343;58.719;51.156;38.696
2418.338;58.715;51.158;38.697
2419.34;58.708;51.159;38.697
2420.346;58.704;51.159;38.698
2421.358;58.706;51.158;38.696
2422.372;58.701;51.158;38.696
2423.368;58.705;51.159;38.697
2424.362;58.706;51.158;38.696
2425.355;58.695;51.159;38.697
2426.354;58.703;51.159;38.697
2427.335;58.705;51.158;38.696
2428.32;58.697;51.159;38.696
2429.32;58.696;51.158;38.695
2430.314;58.694;51.158;38.696
2431.309;58.701;51.159;38.696
2432.304;58.701;51.16;38.697
2433.282;58.693;51.157;38.694
2434.277;58.702;51.157;38.694
2435.297;58.698;51.158;38.695
2436.287;58.696;51.158;38.694
2437.271;58.697;51.157;38.694
2438.269;58.687;51.156;38.692
2439.286;58.691;51.157;38.694
2440.301;58.688;51.156;38.692
2441.292;58.685;51.156;38.692
2442.286;58.683;51.155;38.691
2443.273;58.687;51.155;38.691
2444.256;58.682;51.156;38.692
2445.245;58.684;51.156;38.692
2446.239;58.676;51.155;38.69
2447.235;58.673;51.157;38.693
2448.242;58.677;51.154;38.69
2449.22;58.681;51.154;38.689
2450.231;58.682;51.154;38.69
2451.244;58.634;51.151;38.687
2452.233;58.673;51.155;38.69
2453.227;58.671;51.153;38.688
2454.228;58.671;51.153;38.688
2455.225;58.673;51.154;38.689
2456.224;58.669;51.152;38.687
2457.21;58.667;51.154;38.689
2458.208;58.669;51.155;38.689
2459.205;58.672;51.153;38.687
2460.204;58.67;51.155;38.689
2461.203;58.675;51.152;38.686
2462.215;58.659;51.154;38.688
2463.225;58.633;51.15;38.685
2464.215;58.667;51.153;38.687
2465.21;58.674;51.152;38.687
2466.198;58.661;51.152;38.686
2467.191;58.669;51.153;38.687
2468.171;58.66;51.153;38.687
2469.158;58.649;51.153;38.686
2470.153;58.661;51.154;38.687
2471.152;58.665;51.154;38.687
2472.144;58.62;51.149;38.683
2473.144;58.657;51.153;38.686
2474.148;58.623;51.149;38.683
2475.143;58.652;51.151;38.684
2476.15;58.657;51.154;38.687
2477.132;58.621;51.15;38.684
2478.122;58.665;51.154;38.687
2479.128;58.664;51.155;38.687
2480.133;58.642;51.15;38.682
2481.113;58.659;51.153;38.685
2482.1;58.605;51.15;38.682
2483.1;58.644;51.153;38.684
2484.099;58.606;51.15;38.683
2485.088;58.653;51.154;38.686
2486.076;58.606;51.149;38.681
2487.079;58.642;51.151;38.682
2488.064;58.611;51.149;38.682
2489.064;58.652;51.153;38.685
2490.067;58.637;51.152;38.684
2491.08;58.629;51.149;38.68
2492.059;58.602;51.148;38.679
2493.074;58.648;51.153;38.684
2494.059;58.613;51.147;38.679
2495.057;58.643;51.154;38.684
2496.032;58.602;51.148;38.68
2497.022;58.638;51.15;38.681
2498.017;58.614;51.148;38.678
2499.02;58.637;51.153;38.684
