IDs:;240814 04_240812A_elasticity2;04_DNAJB6_00_439_uM_expansion_corrected;
Concentration [uM]:;0.439;;
Time [s];Surface tension [mJ/m^2];Area [mm^2];Volume [mm^3]
7768.762;57.0233608337663;49.304;36.937
7769.757;56.9786738904723;49.3;36.932
7770.755;56.974799063369;49.298;36.93
7771.757;56.9737364804751;49.299;36.931
7772.742;57.0075486891334;49.303;36.934
7773.734;57.0246112933589;49.302;36.933
7774.729;57.0124860777939;49.303;36.935
7775.728;56.974799063369;49.298;36.93
7776.721;56.9869242078372;49.296;36.928
7777.741;56.9768616391558;49.298;36.929
7778.735;57.0094860777939;49.303;36.935
7779.735;57.0134234593388;49.304;36.936
7780.741;56.9757364804751;49.299;36.931
7781.748;56.9806112933589;49.3;36.933
7782.735;56.9916112933589;49.301;36.933
7783.722;56.980799063369;49.298;36.93
7784.744;57.0264234593388;49.303;36.936
7785.737;56.9758616391558;49.298;36.929
7786.733;56.977799063369;49.297;36.93
7787.748;57.0154234593388;49.304;36.936
7788.75;56.9771118712656;49.293;36.925
7789.756;56.9748616391558;49.297;36.929
7790.749;56.9650493238904;49.295;36.926
7791.74;56.9740493238904;49.295;36.926
7792.746;57.0174860777939;49.303;36.935
7793.736;56.9679242078372;49.297;36.928
7794.755;56.970799063369;49.299;36.93
7795.763;56.9708616391558;49.298;36.929
7796.776;56.968799063369;49.298;36.93
7797.783;56.9679867694148;49.296;36.927
7798.796;56.9649242078372;49.297;36.928
7799.788;56.9799242078372;49.297;36.928
7800.771;56.9669242078372;49.297;36.928
7801.756;57.0046112933589;49.302;36.933
7802.75;56.975799063369;49.299;36.93
7803.752;57.0096112933589;49.302;36.933
7804.759;56.9749867694148;49.296;36.927
7805.743;56.9669242078372;49.297;36.928
7806.735;56.9688616391558;49.298;36.929
7807.728;56.9619242078372;49.298;36.928
7808.727;57.0106112933589;49.302;36.933
7809.704;57.0014860777939;49.304;36.935
7810.716;56.9607364804751;49.301;36.931
7811.7;57.0163608337663;49.306;36.937
7812.696;56.9716738904723;49.302;36.932
7813.697;56.9994234593388;49.307;36.936
7814.699;56.9756112933589;49.302;36.933
7815.705;56.974799063369;49.299;36.93
7816.715;56.966799063369;49.299;36.93
7817.703;57.0006738904723;49.302;36.932
7818.725;57.0046112933589;49.303;36.933
7819.717;56.9699242078372;49.297;36.928
7820.714;56.9700493238904;49.296;36.926
7821.711;56.9667364804751;49.301;36.931
7822.707;56.9486738904723;49.303;36.932
7823.702;56.9749242078372;49.297;36.928
7824.713;56.9728616391558;49.3;36.929
7825.704;56.9659242078372;49.298;36.928
7826.71;57.0115486891334;49.304;36.934
7827.701;57.0104860777939;49.304;36.935
7828.678;56.9936112933589;49.304;36.933
7829.673;56.9651744115422;49.295;36.924
7830.664;56.9691118712656;49.295;36.925
7831.645;56.9580493238904;49.296;36.926
7832.642;56.9589867694148;49.297;36.927
7833.646;56.9469867694148;49.298;36.927
7834.634;56.9559242078372;49.299;36.928
7835.626;56.9579242078372;49.298;36.928
7836.628;57.0029242078372;49.299;36.928
7837.613;56.9560493238904;49.296;36.926
7838.629;57.0046738904723;49.303;36.932
7839.63;56.987799063369;49.302;36.93
7840.634;56.9502994708062;49.294;36.922
7841.616;56.9551744115422;49.296;36.924
7842.635;56.995799063369;49.301;36.93
7843.638;56.9572994708062;49.293;36.922
7844.647;56.9561744115422;49.294;36.924
7845.658;56.9562994708062;49.293;36.922
7846.673;56.9481118712656;49.295;36.925
7847.665;56.9532369447218;49.294;36.923
7848.662;56.9481118712656;49.296;36.925
7849.659;56.9531118712656;49.296;36.925
7850.668;56.9551118712656;49.297;36.925
7851.682;56.9570493238904;49.297;36.926
7852.694;56.9492369447218;49.293;36.923
7853.684;56.9571744115422;49.296;36.924
7854.675;56.9869242078372;49.301;36.928
7855.668;56.945424501696;49.293;36.92
7856.663;56.9502369447218;49.295;36.923
7857.664;56.9462369447218;49.294;36.923
7858.668;56.9572994708062;49.293;36.922
7859.671;56.954361989797;49.293;36.921
7860.663;56.9602994708062;49.294;36.922
7861.66;56.9371118712656;49.297;36.925
7862.644;56.9808616391558;49.301;36.929
7863.646;56.9472994708062;49.294;36.922
7864.635;56.952424501696;49.292;36.92
7865.63;56.9452369447218;49.295;36.923
7866.62;56.945361989797;49.293;36.921
7867.618;56.9435495042251;49.29;36.918
7868.629;56.955361989797;49.293;36.921
7869.609;56.9981118712656;49.296;36.925
7870.64;56.9462994708062;49.294;36.922
7871.645;56.9326119948587;49.29;36.917
7872.638;56.9520493238904;49.298;36.926
7873.636;56.9461744115422;49.297;36.924
7874.643;56.9471118712656;49.297;36.925
7875.634;56.950424501696;49.292;36.92
7876.643;56.9512994708062;49.294;36.922
7877.667;56.943361989797;49.294;36.921
7878.663;56.9496119948587;49.289;36.917
7879.666;56.9841118712656;49.298;36.925
7880.639;56.950361989797;49.292;36.921
7881.616;56.9412994708062;49.294;36.922
7882.619;56.950361989797;49.294;36.921
7883.618;56.954424501696;49.293;36.92
7884.618;56.9432994708062;49.295;36.922
7885.611;56.937424501696;49.294;36.92
7886.615;56.9382369447218;49.296;36.923
7887.604;56.9352369447218;49.296;36.923
7888.604;56.9555495042251;49.291;36.918
7889.591;56.9397994242558;49.288;36.914
7890.587;56.9326744784072;49.29;36.916
7891.582;56.9297369548724;49.289;36.915
7892.582;56.9316119948587;49.289;36.917
7893.594;56.9442994708062;49.294;36.922
7894.602;56.9505495042251;49.289;36.918
7895.592;56.9314870065048;49.292;36.919
7896.59;56.9357369548724;49.288;36.915
7897.566;56.9326119948587;49.291;36.917
7898.554;56.9276744784072;49.29;36.916
7899.542;56.9711744115422;49.296;36.924
7900.545;56.9266119948587;49.292;36.917
7901.528;56.9407994242558;49.288;36.914
7902.512;56.9306744784072;49.289;36.916
7903.509;56.924424501696;49.293;36.92
7904.508;56.9445495042251;49.291;36.918
7905.516;56.9295495042251;49.291;36.918
7906.526;56.9482369447218;49.296;36.923
7907.515;56.9404870065048;49.292;36.919
7908.506;56.9254870065048;49.292;36.919
7909.499;56.9336744784072;49.291;36.916
7910.5;56.9167369548724;49.289;36.915
7911.504;56.9327369548724;49.29;36.915
7912.521;56.9226744784072;49.291;36.916
7913.541;56.9347369548724;49.29;36.915
7914.534;56.9177369548724;49.29;36.915
7915.52;56.9247369548724;49.289;36.915
7916.51;56.9276119948587;49.291;36.917
7917.506;56.9406744784072;49.288;36.916
7918.515;56.9427369548724;49.288;36.915
7919.518;56.9397994242558;49.288;36.914
7920.508;56.9127369548724;49.29;36.915
7921.515;56.9206119948587;49.29;36.917
7922.506;56.9109867899332;49.286;36.911
7923.485;56.9615495042251;49.291;36.918
7924.502;56.9188618865594;49.287;36.913
7925.516;56.9289243417846;49.285;36.912
7926.52;56.9287994242558;49.288;36.914
7927.505;56.9157994242558;49.288;36.914
7928.5;56.9089243417846;49.286;36.912
7929.512;56.9177369548724;49.289;36.915
7930.498;56.9137369548724;49.29;36.915
7931.499;56.9187369548724;49.289;36.915
7932.485;56.9179243417846;49.287;36.912
7933.505;56.8864237289723;49.282;36.904
7934.507;56.9178618865594;49.288;36.913
7935.511;56.9319867899332;49.286;36.911
7936.494;56.9169867899332;49.287;36.911
7937.485;56.9141116650076;49.284;36.909
7938.49;56.9181116650076;49.284;36.909
7939.497;56.915049231007;49.284;36.91
7940.475;56.926049231007;49.284;36.91
7941.458;56.9232989245873;49.281;36.906
7942.449;56.9237369548724;49.289;36.915
7943.442;56.9129243417846;49.287;36.912
7944.438;56.9159867899332;49.285;36.911
7945.442;56.9102989245873;49.281;36.906
7946.45;56.9078618865594;49.288;36.913
7947.428;56.9189243417846;49.286;36.912
7948.417;56.9149243417846;49.286;36.912
7949.407;56.9123613303121;49.282;36.905
7950.407;56.9121740919367;49.284;36.908
7951.406;56.9091116650076;49.284;36.909
7952.402;56.9201116650076;49.285;36.909
7953.397;56.9121116650076;49.285;36.909
7954.397;56.9259867899332;49.286;36.911
7955.399;56.907236511796;49.282;36.907
7956.377;56.906236511796;49.283;36.907
7957.371;56.9101116650076;49.285;36.909
7958.362;56.9021740919367;49.285;36.908
7959.353;56.913236511796;49.282;36.907
7960.336;56.9112989245873;49.283;36.906
7961.333;56.9041740919367;49.284;36.908
7962.34;56.9084237289723;49.28;36.904
7963.331;56.9014237289723;49.281;36.904
7964.326;56.8983613303121;49.281;36.905
7965.333;56.8974237289723;49.28;36.904
7966.345;56.9013613303121;49.28;36.905
7967.347;56.9036108825816;49.278;36.901
7968.35;56.9055485051053;49.277;36.902
7969.341;56.8954861205695;49.279;36.903
7970.33;56.8957356163622;49.276;36.899
7971.348;56.8986108825816;49.277;36.901
7972.344;56.8857356163622;49.276;36.899
7973.344;56.9026108825816;49.277;36.901
7974.347;56.8957979726699;49.274;36.898
7975.356;56.909673253;49.275;36.9
7976.337;56.902673253;49.276;36.9
7977.324;56.8957979726699;49.273;36.898
7978.315;56.9107356163622;49.275;36.899
7979.323;56.8916108825816;49.277;36.901
7980.302;56.888673253;49.276;36.9
7981.318;56.8998603219248;49.271;36.897
7982.305;56.894673253;49.275;36.9
7983.297;56.9026108825816;49.277;36.901
7984.314;56.8947356163622;49.274;36.899
7985.307;56.9017979726699;49.274;36.898
7986.306;56.8947979726699;49.274;36.898
7987.295;56.8867979726699;49.275;36.898
7988.295;56.8987979726699;49.273;36.898
7989.29;56.8987979726699;49.274;36.898
7990.291;56.8857979726699;49.274;36.898
7991.278;56.8888603219247;49.274;36.897
7992.25;56.8889226641285;49.272;36.896
7993.255;56.8829849992829;49.272;36.895
7994.256;56.8967979726699;49.274;36.898
7995.247;56.9205485051053;49.278;36.902
7996.252;56.8839849992829;49.271;36.895
7997.269;56.8868603219248;49.273;36.897
7998.269;56.8841096484502;49.27;36.893
7999.283;56.8919849992829;49.271;36.895
8000.278;56.8971096484502;49.27;36.893
8001.278;56.8919849992829;49.272;36.895
8002.283;56.8898603219248;49.273;36.897
8003.307;56.8828603219247;49.273;36.897
8004.302;56.8868603219248;49.273;36.897
8005.302;56.8989849992829;49.271;36.895
8006.308;56.8889226641285;49.273;36.896
8007.317;56.8927979726699;49.275;36.898
8008.302;56.8997979726699;49.274;36.898
8009.32;56.8879226641285;49.272;36.896
8010.315;56.8947979726699;49.274;36.898
8011.314;56.888673253;49.276;36.9
8012.302;56.8909226641285;49.272;36.896
8013.288;56.8757979726699;49.275;36.898
8014.281;56.8848603219248;49.275;36.897
8015.279;56.8779849992829;49.273;36.895
8016.278;56.8889849992829;49.272;36.895
8017.262;56.8899849992829;49.272;36.895
8018.252;56.8779849992829;49.272;36.895
8019.247;56.8762342694402;49.269;36.891
8020.241;56.8811719624665;49.269;36.892
8021.247;56.8839849992829;49.272;36.895
8022.234;56.8710473273895;49.272;36.894
8023.251;56.8850473273895;49.271;36.894
8024.256;56.8912342694402;49.269;36.891
8025.244;56.8779849992829;49.273;36.895
8026.236;56.8829226641285;49.274;36.896
8027.246;56.8871096484502;49.271;36.893
8028.237;56.8788603219248;49.275;36.897
8029.234;56.8857979726699;49.274;36.898
8030.237;56.8809849992829;49.272;36.895
8031.221;56.8760473273895;49.272;36.894
8032.211;56.8659849992829;49.272;36.895
8033.208;56.8908603219248;49.274;36.897
8034.215;56.8799849992829;49.272;36.895
8035.2;56.8829849992829;49.272;36.895
8036.19;56.8789849992829;49.273;36.895
8037.183;56.8691719624665;49.271;36.892
8038.184;56.8739849992829;49.272;36.895
8039.166;56.8899849992829;49.273;36.895
8040.156;56.8611096484502;49.272;36.893
8041.145;56.873296569373;49.268;36.89
8042.141;56.8791719624665;49.271;36.892
8043.143;56.8771719624665;49.27;36.892
8044.15;56.8740473273895;49.272;36.894
8045.161;56.8839226641285;49.274;36.896
8046.181;56.8771096484502;49.271;36.893
8047.173;56.8732342694402;49.269;36.891
8048.165;56.865296569373;49.269;36.89
8049.162;56.8791719624665;49.27;36.892
8050.149;56.8679226641285;49.274;36.896
8051.141;56.8701096484502;49.272;36.893
8052.142;56.8721719624665;49.27;36.892
8053.126;56.8692342694402;49.27;36.891
8054.132;56.872296569373;49.269;36.89
8055.123;56.8624834269429;49.266;36.887
8056.103;56.864296569373;49.269;36.89
8057.099;56.8802342694402;49.269;36.891
8058.108;56.8634211481226;49.267;36.888
8059.109;56.870296569373;49.268;36.89
8060.118;56.8644211481226;49.267;36.888
8061.107;56.8644211481226;49.268;36.888
8062.083;56.8672342694402;49.269;36.891
8063.091;56.8622342694402;49.269;36.891
8064.076;56.867296569373;49.269;36.89
8065.091;56.879296569373;49.268;36.89
8066.113;56.880296569373;49.268;36.89
8067.109;56.871296569373;49.269;36.89
8068.127;56.864296569373;49.269;36.89
8069.12;56.8631719624665;49.271;36.892
8070.117;56.876296569373;49.269;36.89
8071.118;56.8782342694402;49.269;36.891
8072.104;56.8631096484502;49.273;36.893
8073.089;56.8570473273895;49.273;36.894
8074.084;56.8712342694402;49.271;36.891
8075.082;56.8702342694402;49.271;36.891
8076.084;56.8641719624665;49.271;36.892
8077.093;56.8541096484502;49.273;36.893
8078.102;56.8561096484502;49.272;36.893
8079.086;56.866296569373;49.27;36.89
8080.072;56.867296569373;49.27;36.89
8081.079;56.873296569373;49.269;36.89
8082.091;56.869296569373;49.27;36.89
8083.074;56.8641719624665;49.271;36.892
8084.064;56.8631096484502;49.273;36.893
8085.06;56.8562342694402;49.271;36.891
8086.06;56.8631719624665;49.272;36.892
8087.056;56.8552342694402;49.271;36.891
8088.058;56.8622342694402;49.271;36.891
8089.061;56.8672342694402;49.271;36.891
8090.077;56.8621096484502;49.273;36.893
8091.078;56.8680473273895;49.274;36.894
8092.086;56.8652342694402;49.271;36.891
8093.074;56.8651719624665;49.272;36.892
8094.075;56.8591096484502;49.273;36.893
8095.059;56.8661719624665;49.272;36.892
8096.054;56.8642342694402;49.272;36.891
8097.054;56.8652342694402;49.271;36.891
8098.058;56.8633588622666;49.269;36.889
8099.041;56.8492342694402;49.272;36.891
8100.022;56.853296569373;49.272;36.89
8101.032;56.8551719624665;49.273;36.892
8102.046;56.8552342694402;49.272;36.891
8103.056;56.8531096484502;49.274;36.893
8104.041;56.8581096484502;49.274;36.893
8105.026;56.8661719624665;49.273;36.892
8106.018;56.8709849992829;49.275;36.895
8107.013;56.8781096484502;49.273;36.893
8108.017;56.8631719624665;49.273;36.892
8109.006;56.8671096484502;49.275;36.893
8110.02;56.8572342694402;49.272;36.891
8111.023;56.8591096484502;49.274;36.893
8112.007;56.8491096484502;49.273;36.893
8112.997;56.863296569373;49.272;36.89
8113.995;56.8621096484502;49.274;36.893
8114.98;56.8679849992829;49.276;36.895
8115.958;56.8511096484502;49.275;36.893
8116.968;56.8522342694402;49.273;36.891
8117.982;56.8531719624665;49.274;36.892
8118.975;56.8622342694402;49.272;36.891
8119.971;56.8561719624665;49.273;36.892
8120.972;56.8601719624665;49.274;36.892
8121.978;56.8542342694402;49.273;36.891
8122.962;56.8511719624665;49.273;36.892
8123.938;56.8590473273895;49.276;36.894
8124.963;56.8692342694402;49.273;36.891
8125.953;56.8561096484502;49.274;36.893
8126.951;56.8531719624665;49.274;36.892
8127.951;56.856296569373;49.272;36.89
8128.956;56.8541096484502;49.275;36.893
8129.963;56.846296569373;49.273;36.89
8130.944;56.8502342694402;49.273;36.891
8131.931;56.8561719624665;49.273;36.892
8132.922;56.845296569373;49.272;36.89
8133.917;56.858296569373;49.272;36.89
8134.913;56.854296569373;49.272;36.89
8135.903;56.8511719624665;49.274;36.892
8136.898;56.8492342694402;49.273;36.891
8137.896;56.849296569373;49.273;36.89
8138.9;56.8432342694402;49.274;36.891
8139.896;56.8473588622666;49.271;36.889
8140.904;56.8402342694402;49.274;36.891
8141.894;56.8621096484502;49.275;36.893
8142.893;56.8433588622666;49.272;36.889
8143.884;56.846296569373;49.273;36.89
8144.882;56.8541719624665;49.274;36.892
8145.87;56.8433588622666;49.272;36.889
8146.852;56.8463588622666;49.272;36.889
8147.836;56.847296569373;49.272;36.89
8148.835;56.847296569373;49.273;36.89
8149.82;56.8452342694402;49.274;36.891
8150.809;56.8423588622666;49.272;36.889
8151.809;56.848296569373;49.273;36.89
8152.791;56.841296569373;49.272;36.89
8153.79;56.8413588622666;49.273;36.889
8154.792;56.842296569373;49.273;36.89
8155.78;56.8471719624665;49.275;36.892
8156.799;56.8413588622666;49.272;36.889
8157.799;56.848296569373;49.273;36.89
8158.811;56.8434211481226;49.27;36.888
8159.822;56.833296569373;49.273;36.89
8160.806;56.8373588622666;49.272;36.889
8161.793;56.8434211481226;49.272;36.888
8162.786;56.839296569373;49.274;36.89
8163.783;56.8381719624665;49.276;36.892
8164.782;56.8454834269429;49.27;36.887
8165.786;56.8443588622666;49.273;36.889
8166.794;56.8375456987289;49.27;36.886
8167.777;56.8313588622666;49.272;36.889
8168.764;56.8503588622666;49.272;36.889
8169.762;56.8404211481226;49.272;36.888
8170.758;56.8376079634826;49.268;36.885
8171.765;56.8423588622666;49.272;36.889
8172.758;56.836545698729;49.269;36.886
8173.757;56.832296569373;49.274;36.89
8174.755;56.8413588622666;49.273;36.889
8175.747;56.8434834269429;49.27;36.887
8176.728;56.842545698729;49.27;36.886
8177.732;56.835296569373;49.274;36.89
8178.723;56.8393588622666;49.273;36.889
8179.721;56.8274211481226;49.272;36.888
8180.738;56.8363588622666;49.273;36.889
8181.747;56.8314211481226;49.273;36.888
8182.744;56.829296569373;49.273;36.89
8183.749;56.8394834269429;49.272;36.887
8184.771;56.8482342694402;49.274;36.891
8185.784;56.8383588622666;49.273;36.889
8186.799;56.8662342694402;49.276;36.891
8187.793;56.8353588622666;49.273;36.889
8188.797;56.8403588622666;49.273;36.889
8189.81;56.8284211481226;49.272;36.888
8190.798;56.8203588622666;49.273;36.889
8191.814;56.8406079634826;49.269;36.885
8192.803;56.8366079634826;49.27;36.885
8193.798;56.8375456987289;49.271;36.886
8194.805;56.8257324718995;49.268;36.883
8195.811;56.8573588622666;49.275;36.889
8196.828;56.8417324718995;49.268;36.883
8197.816;56.8315456987289;49.271;36.886
8198.808;56.8276079634826;49.27;36.885
8199.804;56.8237324718995;49.268;36.883
8200.803;56.8206702212056;49.268;36.884
8201.807;56.8266702212056;49.269;36.884
8202.814;56.8256079634826;49.269;36.885
8203.824;56.823856952207;49.266;36.881
8204.806;56.8277947155661;49.267;36.882
8205.79;56.8297324718995;49.267;36.883
8206.778;56.8255456987289;49.27;36.886
8207.771;56.8234834269429;49.271;36.887
8208.771;56.8216702212056;49.269;36.884
8209.77;56.821545698729;49.271;36.886
8210.764;56.8206079634826;49.269;36.885
8211.766;56.821545698729;49.271;36.886
8212.766;56.8284834269429;49.271;36.887
8213.758;56.8076702212056;49.269;36.884
8214.751;56.811545698729;49.271;36.886
8215.763;56.805296569373;49.275;36.89
8216.78;56.8203588622666;49.275;36.889
8217.806;56.8286079634826;49.271;36.885
8218.788;56.799545698729;49.27;36.886
8219.78;56.8274211481226;49.275;36.888
8220.778;56.818545698729;49.272;36.886
8221.762;56.823545698729;49.272;36.886
8222.751;56.829545698729;49.272;36.886
8223.756;56.8224211481226;49.275;36.888
8224.739;56.8225456987289;49.272;36.886
8225.729;56.8453588622666;49.276;36.889
8226.726;56.8014211481226;49.274;36.888
8227.731;56.8454211481226;49.274;36.888
8228.721;56.813545698729;49.273;36.886
8229.715;56.8094211481226;49.273;36.888
8230.713;56.8166079634826;49.271;36.885
8231.705;56.8195456987289;49.272;36.886
8232.725;56.8326702212056;49.269;36.884
8233.723;56.847545698729;49.273;36.886
8234.727;56.8086079634826;49.271;36.885
8235.738;56.8504834269429;49.273;36.887
8236.723;56.8266079634826;49.271;36.885
8237.711;56.8286702212056;49.269;36.884
8238.711;56.8197324718995;49.27;36.883
8239.687;56.806545698729;49.273;36.886
8240.699;56.8482342694402;49.276;36.891
8241.683;56.8244834269429;49.273;36.887
8242.672;56.8176079634826;49.271;36.885
8243.664;56.8166702212056;49.271;36.884
8244.651;56.8176702212056;49.271;36.884
8245.647;56.8217324718995;49.269;36.883
8246.661;56.8116702212056;49.27;36.884
8247.658;56.8204834269429;49.273;36.887
8248.664;56.8177324718995;49.27;36.883
8249.654;56.8206079634826;49.271;36.885
8250.65;56.8117324718995;49.27;36.883
8251.657;56.810856952207;49.267;36.881
8252.657;56.8176702212056;49.27;36.884
8253.665;56.7947947155661;49.269;36.882
8254.658;56.7907947155661;49.27;36.882
8255.66;56.806856952207;49.268;36.881
8256.669;56.797856952207;49.269;36.881
8257.641;56.7906702212056;49.271;36.884
8258.643;56.8003588622666;49.275;36.889
8259.656;56.836296569373;49.278;36.89
8260.676;56.8126702212056;49.272;36.884
8261.682;56.8067947155661;49.269;36.882
8262.663;56.8086079634826;49.273;36.885
8263.65;56.8354834269429;49.274;36.887
8264.629;56.8284834269429;49.273;36.887
8265.635;56.8036702212056;49.271;36.884
8266.619;56.812856952207;49.268;36.881
8267.622;56.8056702212056;49.271;36.884
8268.629;56.7957324718995;49.27;36.883
8269.622;56.7966079634826;49.273;36.885
8270.622;56.7836702212056;49.271;36.884
8271.626;56.7836079634826;49.271;36.885
8272.635;56.8137324718995;49.271;36.883
8273.617;56.789856952207;49.269;36.881
8274.603;56.7896079634826;49.272;36.885
8275.591;56.8037947155661;49.27;36.882
8276.581;56.791919181824;49.269;36.88
8277.576;56.795043619993;49.266;36.878
8278.571;56.8007947155661;49.269;36.882
8279.571;56.7937324718995;49.27;36.883
8280.575;56.7957947155661;49.27;36.882
8281.549;56.804545698729;49.274;36.886
8282.549;56.7907324718995;49.27;36.883
8283.545;56.802856952207;49.27;36.881
8284.533;56.7806079634826;49.271;36.885
8285.538;56.8256079634826;49.273;36.885
8286.533;56.778919181824;49.267;36.88
8287.537;56.7757324718995;49.27;36.883
8288.549;56.8019814044188;49.268;36.879
8289.56;56.795856952207;49.27;36.881
8290.568;56.790043619993;49.266;36.878
8291.579;56.798856952207;49.27;36.881
8292.572;56.799919181824;49.269;36.88
8293.563;56.798856952207;49.269;36.881
8294.575;56.7977324718995;49.272;36.883
8295.56;56.7997324718995;49.271;36.883
8296.586;56.8066079634826;49.273;36.885
8297.577;56.7987947155661;49.272;36.882
8298.564;56.772919181824;49.269;36.88
8299.557;56.8035456987289;49.275;36.886
8300.56;56.7666079634826;49.272;36.885
8301.536;56.796856952207;49.27;36.881
8302.518;56.7857947155661;49.271;36.882
8303.504;56.7697947155661;49.27;36.882
8304.494;56.7927324718995;49.272;36.883
8305.488;56.795856952207;49.27;36.881
8306.494;56.7737947155661;49.271;36.882
8307.501;56.773919181824;49.268;36.88
8308.517;56.7687324718995;49.271;36.883
8309.504;56.7636702212056;49.272;36.884
8310.497;56.7867947155661;49.273;36.882
8311.497;56.7686702212056;49.273;36.884
8312.499;56.7897324718995;49.273;36.883
8313.506;56.796856952207;49.271;36.881
8314.514;56.7947324718995;49.273;36.883
8315.53;56.7977324718995;49.273;36.883
8316.547;56.7617947155661;49.271;36.882
8317.534;56.775919181824;49.27;36.88
8318.524;56.7787947155661;49.272;36.882
8319.518;56.8104834269429;49.277;36.887
8320.52;56.763856952207;49.27;36.881
8321.525;56.7757324718995;49.273;36.883
8322.512;56.7687324718995;49.272;36.883
8323.503;56.763856952207;49.27;36.881
8324.498;56.7847947155661;49.272;36.882
8325.479;56.7706079634826;49.273;36.885
8326.458;56.7827324718995;49.273;36.883
8327.452;56.7887947155661;49.273;36.882
8328.448;56.780919181824;49.27;36.88
8329.427;56.7947324718995;49.274;36.883
8330.437;56.767856952207;49.271;36.881
8331.437;56.774043619993;49.269;36.878
8332.435;56.7607324718995;49.273;36.883
8333.437;56.7831680300866;49.267;36.876
8334.435;56.780856952207;49.272;36.881
8335.406;56.7887324718995;49.273;36.883
8336.403;56.7626702212056;49.273;36.884
8337.399;56.7797947155661;49.273;36.882
8338.4;56.7846702212056;49.275;36.884
8339.399;56.7857324718995;49.274;36.883
8340.394;56.792856952207;49.271;36.881
8341.394;56.7826702212056;49.275;36.884
8342.409;56.7936079634826;49.275;36.885
8343.399;56.7637947155661;49.273;36.882
8344.399;56.7606702212056;49.274;36.884
8345.401;56.763919181824;49.27;36.88
8346.38;56.7976702212056;49.275;36.884
8347.368;56.7527324718995;49.273;36.883
8348.36;56.7737324718995;49.273;36.883
8349.356;56.7691058285484;49.27;36.877
8350.356;56.7751680300866;49.267;36.876
8351.36;56.741043619993;49.269;36.878
8352.371;56.753856952207;49.272;36.881
8353.386;56.758043619993;49.268;36.878
8354.402;56.7897324718995;49.273;36.883
8355.389;56.7579814044188;49.268;36.879
8356.389;56.7721058285484;49.268;36.877
8357.382;56.749856952207;49.271;36.881
8358.381;56.748919181824;49.27;36.88
8359.375;56.7707947155661;49.271;36.882
8360.386;56.746919181824;49.27;36.88
8361.37;56.7399814044188;49.27;36.879
8362.363;56.750919181824;49.27;36.88
8363.366;56.7469814044188;49.27;36.879
8364.382;56.7907947155661;49.273;36.882
8365.385;56.7681680300866;49.267;36.876
8366.378;56.752043619993;49.269;36.878
8367.389;56.749856952207;49.271;36.881
8368.362;56.763919181824;49.27;36.88
8369.372;56.7569814044188;49.269;36.879
8370.356;56.7499814044188;49.27;36.879
8371.364;56.751919181824;49.27;36.88
8372.343;56.742043619993;49.269;36.878
8373.342;56.759043619993;49.27;36.878
8374.341;56.7761058285484;49.269;36.877
8375.317;56.7529814044188;49.27;36.879
8376.328;56.7541680300866;49.268;36.876
8377.316;56.7479814044188;49.27;36.879
8378.32;56.7562924121184;49.267;36.874
8379.325;56.744919181824;49.271;36.88
8380.304;56.7591680300866;49.268;36.876
8381.286;56.7611058285484;49.269;36.877
8382.277;56.744043619993;49.27;36.878
8383.27;56.7531680300866;49.266;36.876
8384.267;56.7521058285484;49.269;36.877
8385.267;56.7439814044188;49.269;36.879
8386.269;56.740043619993;49.269;36.878
8387.277;56.7781058285484;49.269;36.877
8388.255;56.7681058285484;49.269;36.877
8389.267;56.7382302246094;49.267;36.875
8390.281;56.7461680300866;49.267;36.876
8391.269;56.7311058285484;49.269;36.877
8392.261;56.7361058285484;49.268;36.877
8393.254;56.7419814044188;49.271;36.879
8394.243;56.7831680300866;49.27;36.876
8395.237;56.750416766102;49.266;36.872
8396.242;56.7421058285484;49.268;36.877
8397.243;56.7411058285484;49.269;36.877
8398.246;56.7441058285484;49.267;36.877
8399.241;56.7352924121184;49.266;36.874
8400.247;56.7422924121184;49.266;36.874
8401.235;56.782919181824;49.273;36.88
8402.242;56.7412924121184;49.266;36.874
8403.234;56.7342924121184;49.266;36.874
8404.238;56.7709814044188;49.272;36.879
8405.236;56.773919181824;49.272;36.88
8406.237;56.7627947155661;49.274;36.882
8407.254;56.7352924121184;49.266;36.874
8408.249;56.737043619993;49.271;36.878
8409.257;56.7342924121184;49.267;36.874
8410.247;56.747043619993;49.271;36.878
8411.245;56.745043619993;49.269;36.878
8412.249;56.7302924121184;49.266;36.874
8413.259;56.7411058285484;49.269;36.877
8414.245;56.766919181824;49.271;36.88
8415.24;56.7542924121184;49.268;36.874
8416.24;56.7292302246094;49.268;36.875
8417.243;56.7253545926154;49.266;36.873
8418.251;56.7592302246094;49.268;36.875
8419.264;56.7382924121184;49.267;36.874
8420.257;56.7232924121184;49.266;36.874
8421.25;56.736416766102;49.265;36.872
8422.248;56.7406653899789;49.263;36.868
8423.248;56.7202924121184;49.267;36.874
8424.253;56.726416766102;49.266;36.872
8425.262;56.7181058285484;49.271;36.877
8426.245;56.730043619993;49.271;36.878
8427.232;56.7597947155661;49.275;36.882
8428.224;56.7871680300866;49.271;36.876
8429.23;56.7192302246094;49.268;36.875
8430.232;56.7312924121184;49.267;36.874
8431.225;56.7322924121184;49.268;36.874
8432.223;56.7321058285484;49.27;36.877
8433.215;56.7371058285484;49.271;36.877
8434.224;56.7271058285484;49.27;36.877
