time/h	3 uM CTDSTA	3 uM CTDSTA	3 uM CTDSTA	3 uM CTDSTA	750 nM CTDSTA	750 nM CTDSTA	750 nM CTDSTA	750 nM CTDSTA	187 nM CTDSTA	187 nM CTDSTA	187 nM CTDSTA	187 nM CTDSTA	Ab42	Ab42	Ab42	Ab42
37.339	70906	76165	83062	72451	53362	51993	53245	53372	75983	73285	73584	75521	1.0099e+05	1.0258e+05	1.1122e+05	95970
37.375	71700	76675	82647	72562	52615	52345	52503	54061	76963	72810	74199	74116	1.0185e+05	1.0282e+05	1.1147e+05	95370
37.411	70867	75863	83396	73367	52851	52807	52481	53592	76334	71568	74250	75654	1.0058e+05	1.0224e+05	1.1059e+05	95420
37.447	70643	76822	83404	72393	52863	53004	52039	54112	76334	72527	74666	74844	1.0014e+05	1.0200e+05	1.1235e+05	93883
37.483	70663	76080	82031	73335	53445	52885	52871	53434	75792	72964	74726	74400	1.0203e+05	1.0277e+05	1.0986e+05	96254
37.519	70613	75864	83224	72659	53391	53231	53007	53885	76952	72604	73828	74249	1.0088e+05	1.0279e+05	1.1106e+05	95717
37.556	71675	76414	82526	73388	54095	52991	53666	54409	76276	72469	73762	74929	1.0090e+05	1.0248e+05	1.1172e+05	95222
37.592	69990	75666	83199	72865	53629	52230	53132	53664	75805	72480	74094	75030	1.0034e+05	1.0105e+05	1.1192e+05	95668
37.628	70576	76282	82948	72419	53377	52584	52769	53599	76448	72700	74192	74232	1.0123e+05	1.0293e+05	1.1140e+05	95240
37.664	70574	75843	83012	73892	52751	52134	52235	53570	76850	72962	74591	75526	99875	1.0238e+05	1.0998e+05	94748
37.700	70535	76403	82382	73310	53761	52307	52813	53576	75916	72439	74302	74823	1.0043e+05	1.0276e+05	1.1136e+05	94683
37.736	70813	75963	83333	72742	52855	52546	52984	54499	76045	72435	74350	73960	1.0235e+05	1.0213e+05	1.1085e+05	96460
37.772	71715	75369	82858	73315	53529	52624	52786	53537	75909	73216	73588	74620	1.0162e+05	1.0250e+05	1.1101e+05	94936
37.808	70964	75171	82677	71843	53765	52676	52847	54347	76510	73230	74295	74067	1.0114e+05	1.0219e+05	1.1039e+05	95420
37.844	70693	75017	82691	72783	53732	53119	52878	53709	75885	72607	74338	74786	1.0156e+05	1.0343e+05	1.1167e+05	94602
37.881	71004	76499	81842	72909	53546	51911	53072	54058	76632	72546	74554	74215	1.0139e+05	1.0268e+05	1.1197e+05	96362
37.917	70847	76507	82872	72418	53490	52444	53031	54259	76381	72390	73713	74628	1.0165e+05	1.0290e+05	1.1143e+05	95712
37.953	70773	76731	82658	72366	52994	52900	53234	54197	75862	72383	74586	73916	1.0002e+05	1.0196e+05	1.1135e+05	95607
37.989	70507	76174	82718	72150	53299	52742	52829	53232	75988	72799	74168	74596	1.0090e+05	1.0267e+05	1.1148e+05	95236
38.025	70804	75994	82264	72651	53524	53106	53039	52910	76512	73400	74230	75161	1.0207e+05	1.0248e+05	1.1209e+05	95411
38.061	70837	75513	82151	71821	53178	52377	52421	54002	76753	73147	73920	75017	1.0140e+05	1.0265e+05	1.1088e+05	94525
38.097	70405	75356	82172	72696	53255	52734	52613	54037	76698	72824	75115	74853	1.0122e+05	1.0281e+05	1.1081e+05	95083
38.133	71464	76468	82901	72925	53700	52979	53238	52973	76840	72594	74142	73972	1.0074e+05	1.0236e+05	1.1174e+05	96212
38.169	70974	75837	82790	72615	53303	52618	53152	54173	77435	72768	74295	74783	1.0119e+05	1.0378e+05	1.1213e+05	95140
38.206	71109	75823	82295	72377	53253	52067	52113	53730	76969	72971	74334	74406	1.0212e+05	1.0216e+05	1.1236e+05	96288
38.242	71598	75915	82341	73035	53344	52575	53310	53655	76349	72848	73650	75140	1.0177e+05	1.0291e+05	1.1139e+05	95789
38.278	71567	76484	82328	72665	52913	53403	52970	53753	77325	72705	74260	74383	1.0105e+05	1.0205e+05	1.1188e+05	95473
38.314	70384	76795	82408	73033	53922	52615	52584	53549	76095	72454	74715	74369	1.0218e+05	1.0275e+05	1.1255e+05	95997
38.350	70602	76322	83248	72819	53327	52158	52222	53059	76792	72704	74341	73721	1.0209e+05	1.0206e+05	1.1076e+05	95395
38.386	70535	75452	82787	72239	53629	51871	52693	53310	76800	71973	73833	75300	1.0261e+05	1.0355e+05	1.1147e+05	95015
38.422	71386	76345	82857	72781	53244	52147	53127	53783	76721	73383	74050	75715	1.0158e+05	1.0324e+05	1.1143e+05	95310
38.458	70663	76451	83191	72449	53743	52541	53071	53757	76697	73174	74809	74843	1.0130e+05	1.0249e+05	1.1214e+05	95582
38.494	70546	75556	82886	72841	53527	52429	52767	54039	76777	72647	74279	74789	1.0064e+05	1.0363e+05	1.1116e+05	95208
38.531	71612	75869	82571	72211	53401	52175	52984	53199	76647	72704	74619	74906	1.0115e+05	1.0292e+05	1.1194e+05	96011
38.567	70509	76114	83633	73436	53805	53176	52934	53635	76729	72860	73883	75172	1.0156e+05	1.0258e+05	1.1239e+05	95840
38.603	71252	76064	83766	72948	53698	53023	52231	53508	76388	71645	73982	73951	1.0157e+05	1.0339e+05	1.1146e+05	95212
38.639	71268	76536	82008	73582	52979	52768	53096	53359	77003	72576	74856	75202	1.0092e+05	1.0253e+05	1.1090e+05	95132
38.675	71574	76218	82727	72470	52847	52931	52060	53588	76630	72096	73636	73916	1.0173e+05	1.0350e+05	1.1084e+05	95633
38.711	70000	75724	82792	71828	53474	52235	52645	53184	76646	72453	74499	74460	1.0175e+05	1.0339e+05	1.1132e+05	95625
38.747	70544	75997	82388	72683	53646	52250	53194	54398	76098	72524	74510	74571	1.0158e+05	1.0307e+05	1.1062e+05	95758
38.783	70431	75870	82686	72738	53465	52265	52457	53013	76579	72603	74172	74491	1.0119e+05	1.0286e+05	1.1206e+05	95803
38.819	70190	76150	83091	72638	53074	52305	52261	53837	76637	72487	74425	75707	1.0215e+05	1.0222e+05	1.1121e+05	95863
38.856	70968	76030	83359	72237	53381	52454	52555	53280	76439	72566	73976	75155	1.0213e+05	1.0305e+05	1.1164e+05	94928
38.892	71262	75340	82155	73227	53707	52239	52822	53226	76769	72846	74294	74752	1.0142e+05	1.0265e+05	1.1162e+05	96322
38.928	70548	75950	82047	72614	53776	52185	52313	54104	77321	72067	75151	74538	1.0133e+05	1.0239e+05	1.1098e+05	95170
38.964	70837	77283	82954	72864	53561	52481	52896	53319	76452	72798	74908	75199	1.0100e+05	1.0265e+05	1.1083e+05	95252
39.000	68655	76360	82862	73277	53495	53282	52972	53152	76477	72132	74664	75148	1.0217e+05	1.0333e+05	1.1081e+05	96317
39.036	67724	76413	82928	73195	53084	53052	52632	53381	76354	72928	74469	74935	1.0150e+05	1.0336e+05	1.1029e+05	95814
39.072	69250	75323	82745	72655	53018	51829	52664	53710	77356	72269	74605	75149	1.0233e+05	1.0274e+05	1.1108e+05	95488
39.108	70322	76316	82694	72379	52881	52685	52648	53879	77072	73657	75288	73759	1.0199e+05	1.0290e+05	1.1227e+05	96583
39.144	70671	75828	82726	72892	53510	53064	52247	53263	78211	72160	75080	74292	1.0132e+05	1.0255e+05	1.1200e+05	95428
39.181	71545	76289	82146	72482	53569	52478	52575	54275	76556	73312	74765	75255	1.0138e+05	1.0263e+05	1.1168e+05	96226
39.217	70398	75795	82765	73221	53955	52602	52272	53381	76519	72567	74696	74546	1.0118e+05	1.0336e+05	1.1104e+05	95523
39.253	70909	75621	82386	72389	53792	52632	52984	53536	75991	72617	74780	74788	1.0289e+05	1.0233e+05	1.0998e+05	96290
39.289	71233	75518	82574	72421	52636	52748	52383	53850	76796	72847	75110	74948	1.0204e+05	1.0344e+05	1.1138e+05	96440
39.325	70535	76185	82778	72383	53755	52568	53521	54118	76256	72834	74338	74917	1.0202e+05	1.0283e+05	1.1130e+05	95417
39.361	70295	75546	82056	72896	53517	51840	52032	53200	76906	72272	74931	73803	1.0130e+05	1.0311e+05	1.1060e+05	96069
39.397	70825	75749	82355	72647	53917	52358	52152	53254	76519	71815	75110	75108	1.0223e+05	1.0186e+05	1.1019e+05	95436
39.433	71326	75140	83104	73528	53693	52563	52007	53969	76077	71826	74513	74279	1.0104e+05	1.0378e+05	1.1251e+05	95363
39.469	71040	75671	82425	72896	53459	52523	52233	53302	76455	72252	73672	74415	1.0105e+05	1.0301e+05	1.1115e+05	95776
39.506	71223	76098	82035	72201	53246	52680	52156	54158	75633	72262	74125	74952	1.0113e+05	1.0323e+05	1.1258e+05	95769
39.542	70644	75964	83461	72557	53194	52827	53110	53535	76397	73231	73618	74431	1.0098e+05	1.0155e+05	1.1095e+05	95534
39.578	70768	76029	82252	72757	53820	52768	52086	53999	76397	71939	74284	74150	1.0152e+05	1.0279e+05	1.1116e+05	95557
39.614	70998	76881	83284	72352	53241	52363	53591	53722	76960	72001	74773	74562	1.0141e+05	1.0209e+05	1.1234e+05	96290
39.650	70861	75093	82366	73051	53971	52776	52971	53814	76315	71828	74299	75063	1.0143e+05	1.0308e+05	1.1165e+05	96195
39.686	70916	76192	83196	72935	53398	52314	52611	53794	77629	73544	74334	73473	1.0263e+05	1.0340e+05	1.1184e+05	95877
39.722	70499	76009	82429	71555	52883	51916	52215	52762	76782	72410	73043	74307	1.0227e+05	1.0198e+05	1.1113e+05	95687
39.758	70375	76043	82071	72814	53635	51989	52026	53415	77330	72789	73969	74174	1.0221e+05	1.0212e+05	1.1066e+05	96683
39.794	70737	76316	82901	72972	53153	52531	52297	53674	76301	72479	73732	74468	1.0244e+05	1.0375e+05	1.1050e+05	94759
39.831	70223	76339	81970	72300	54090	52158	53136	53995	77137	72238	74509	74380	1.0134e+05	1.0289e+05	1.1163e+05	95256
39.867	70519	76058	81961	72495	52989	52367	52798	53531	77060	72691	74425	75201	1.0109e+05	1.0375e+05	1.1047e+05	97086
39.903	69262	75872	83379	72334	52903	52704	52439	53577	76166	72307	74968	74785	1.0172e+05	1.0363e+05	1.1101e+05	95669
39.939	69807	76487	82035	72898	53134	52164	52594	53603	76267	72229	75329	74984	1.0150e+05	1.0358e+05	1.1099e+05	96190
39.975	69035	75930	82247	72506	53274	51814	52827	53730	76215	72418	75220	74620	1.0159e+05	1.0346e+05	1.1112e+05	95444
40.011	69379	75759	82588	72332	52744	52917	52516	52814	76997	73242	74203	74633	1.0265e+05	1.0333e+05	1.1153e+05	95222
40.047	69427	76059	82395	71593	52913	52709	53189	52741	76050	72358	74783	75048	1.0222e+05	1.0325e+05	1.1019e+05	94286
40.083	69301	77074	82285	72511	53353	51747	52910	53567	76002	72451	74472	74230	1.0251e+05	1.0352e+05	1.1070e+05	95254
40.119	69428	75776	82115	71280	53280	52482	52418	54082	77004	71932	74582	74889	1.0170e+05	1.0292e+05	1.1121e+05	95519
40.156	69579	75145	81923	72120	53351	51727	52700	53104	76807	72911	75031	75239	1.0250e+05	1.0332e+05	1.1157e+05	95700
40.192	69390	75236	82141	72139	53452	53039	52916	54102	76940	73117	74668	74346	1.0127e+05	1.0337e+05	1.1022e+05	95789
40.228	69371	76156	81577	70774	53106	51819	52251	53807	76638	72638	74474	74973	1.0200e+05	1.0385e+05	1.1114e+05	95704
40.264	69336	76675	82288	71776	53692	52793	52512	53676	77189	72904	74458	74607	1.0222e+05	1.0272e+05	1.1106e+05	95014
40.300	68913	75957	82172	71916	53688	52985	53139	53756	76997	72734	74531	74454	1.0204e+05	1.0270e+05	1.1140e+05	94823
40.336	69203	75962	83161	71414	52845	52044	52670	53226	76511	72665	74703	74046	1.0229e+05	1.0410e+05	1.1212e+05	95060
40.372	68447	76325	82654	71752	52729	51907	52760	53666	76545	72023	74505	74764	1.0197e+05	1.0151e+05	1.1059e+05	95841
40.408	68146	75655	82509	71630	53250	52903	52544	53310	76963	72393	74545	74364	1.0129e+05	1.0285e+05	1.1085e+05	94602
40.444	68647	75852	81129	72150	54023	52548	52292	53591	76711	73578	74437	74367	1.0260e+05	1.0361e+05	1.1004e+05	95335
40.481	69065	75908	82423	71831	53885	51809	52374	52950	76080	72694	75484	74301	1.0191e+05	1.0278e+05	1.1257e+05	95444
40.517	69083	75338	81769	71444	53712	52020	52096	53567	76895	71837	74886	74290	1.0114e+05	1.0213e+05	1.1240e+05	95300
40.553	69077	75748	81817	71622	53169	51654	52078	53182	77272	72260	74661	75834	1.0264e+05	1.0303e+05	1.1198e+05	95173
40.589	68226	75706	82450	71365	53615	51907	52671	54371	76625	73619	74876	75163	1.0248e+05	1.0336e+05	1.1196e+05	95915
40.625	69126	75631	81698	71828	52880	51961	53040	52333	76848	72690	74475	74216	1.0235e+05	1.0378e+05	1.1231e+05	95435
40.661	68728	76509	81926	71361	52434	52085	52387	52264	76844	72587	74031	74184	1.0261e+05	1.0372e+05	1.1119e+05	94232
40.697	68238	76079	82284	71390	53531	52263	53033	52750	76961	73697	74297	74083	1.0139e+05	1.0338e+05	1.1085e+05	94679
40.733	69361	76460	81962	71230	53035	51959	52466	53555	76515	72806	75026	74124	1.0174e+05	1.0224e+05	1.1060e+05	94942
40.769	68403	75703	82595	71709	52948	52427	52527	54073	76824	73015	74869	74242	1.0235e+05	1.0327e+05	1.1070e+05	96277
40.806	68314	75625	81930	71461	53021	52357	52171	54114	77539	72254	74689	73767	1.0208e+05	1.0220e+05	1.1037e+05	94018
40.842	68985	75200	82783	71348	53367	52560	53145	53540	76052	72358	75042	73667	1.0182e+05	1.0330e+05	1.1130e+05	94896
40.878	68221	75391	82327	71052	53300	51788	52467	53106	77072	72535	74326	73939	1.0202e+05	1.0314e+05	1.1120e+05	94860
40.914	68464	75798	81480	71273	53121	52530	52951	53991	75436	72481	74634	74625	1.0198e+05	1.0359e+05	1.1169e+05	95180
40.950	67758	75574	83042	70585	53547	52264	52706	53597	76962	71832	74910	74032	1.0239e+05	1.0460e+05	1.1065e+05	95070
40.986	69243	75232	83029	70417	53019	51670	52750	53363	77209	72707	75236	75019	1.0107e+05	1.0339e+05	1.1103e+05	94519
41.022	67812	75792	81927	71249	53585	51774	52432	53148	77307	72448	74972	75277	1.0221e+05	1.0356e+05	1.1008e+05	94443
41.058	68470	76666	82203	70786	53715	52590	53061	53304	77152	73034	74534	73791	1.0211e+05	1.0402e+05	1.1006e+05	95152
41.094	68312	75192	82459	71570	53266	52295	52415	53572	77654	73138	74198	75274	1.0157e+05	1.0273e+05	1.1088e+05	95804
41.131	68985	75547	82144	71753	53301	51623	52543	53402	76087	73563	74610	74028	1.0229e+05	1.0330e+05	1.1160e+05	95116
41.167	69347	76784	81599	71658	52855	51890	52696	52699	77440	72304	74896	74605	1.0192e+05	1.0404e+05	1.1145e+05	95655
41.203	68722	76165	82803	71650	53226	51516	53357	53507	76904	72233	74874	75212	1.0249e+05	1.0394e+05	1.1148e+05	95044
41.239	68569	74985	81903	71353	53156	51902	52409	52852	77091	71811	73877	73693	1.0142e+05	1.0260e+05	1.1205e+05	94589
41.275	68154	75486	82324	72460	53061	52721	52451	54381	76870	72734	74609	73392	1.0232e+05	1.0264e+05	1.1153e+05	95377
41.311	67610	76298	82012	71871	53112	52082	52502	53327	77081	73122	75047	73107	1.0265e+05	1.0260e+05	1.1145e+05	94749
41.347	68196	75890	82249	71438	53452	52700	53336	53820	76411	72607	74133	73788	1.0198e+05	1.0306e+05	1.1142e+05	94507
41.383	68734	76043	81769	71379	52785	52627	52816	52960	77370	72439	74990	75015	1.0213e+05	1.0446e+05	1.1032e+05	95543
41.419	68020	76249	81163	71232	53397	52048	52871	53580	76859	72961	75111	74909	1.0221e+05	1.0244e+05	1.1165e+05	94958
41.456	68242	75206	82208	70865	53389	52120	52851	53322	77166	71900	74559	75379	1.0158e+05	1.0327e+05	1.1078e+05	95112
41.492	68308	76505	81494	70910	53150	52255	52763	53130	76979	72971	74613	75416	1.0067e+05	1.0421e+05	1.1145e+05	94699
41.528	68663	76184	82301	71218	52741	52574	52859	53151	77460	72632	74622	74619	1.0229e+05	1.0439e+05	1.1168e+05	95245
41.564	67223	76206	82733	71203	51996	52567	52208	53741	77250	71747	74626	74529	1.0223e+05	1.0380e+05	1.1055e+05	95045
41.600	67435	76019	83254	71529	53178	52345	52099	53711	77579	72843	74609	75199	1.0114e+05	1.0343e+05	1.1114e+05	95638
41.636	67878	76013	82706	70765	52497	52546	53040	53368	77689	72978	73899	73973	1.0189e+05	1.0268e+05	1.0999e+05	94835
41.672	67518	75667	81371	71086	53063	51673	52544	53100	77410	73078	75543	74573	1.0165e+05	1.0289e+05	1.1122e+05	94499
41.708	67745	75828	81301	71472	53722	52425	52724	53519	78061	72249	74235	74733	1.0172e+05	1.0334e+05	1.1003e+05	94210
41.744	68120	76479	81376	70625	53352	52387	52560	53608	76780	72260	74562	73709	1.0218e+05	1.0342e+05	1.1017e+05	95444
41.781	68134	76372	81883	71233	53065	52157	53115	53421	77069	72056	73601	74697	1.0171e+05	1.0300e+05	1.1110e+05	94760
41.817	67614	75648	81707	71493	52617	51996	53345	54027	77157	72146	74050	74363	1.0295e+05	1.0357e+05	1.1040e+05	95201
41.853	67799	75642	80709	71196	52574	52735	52957	53014	77477	72200	74644	75048	1.0180e+05	1.0324e+05	1.1066e+05	94925
41.889	68276	75600	81814	70893	52840	52183	52451	53783	77878	72380	74987	74597	1.0221e+05	1.0330e+05	1.1100e+05	93888
41.925	68408	76481	82327	71060	53902	52564	53199	53475	76734	72553	74291	74412	1.0294e+05	1.0302e+05	1.1034e+05	93760
41.961	67159	75314	82016	71391	52958	51897	53254	53269	76619	72925	74584	75057	1.0219e+05	1.0316e+05	1.1138e+05	95019
41.997	68586	76296	80980	71869	52466	51799	52635	53212	77183	72017	74303	74799	1.0221e+05	1.0354e+05	1.1092e+05	94898
42.033	67026	75529	81619	72038	53074	51695	53078	53792	76361	73036	74799	74770	1.0222e+05	1.0299e+05	1.1177e+05	94288
42.069	67741	76171	81972	70760	53528	52649	52921	52964	76318	72693	74325	75193	1.0201e+05	1.0293e+05	1.0993e+05	95438
42.106	67580	75969	82114	72190	52551	51797	52843	53120	77053	72601	73948	74750	1.0278e+05	1.0302e+05	1.1084e+05	94707
42.142	67466	75533	82561	71017	52225	52515	52285	52819	77136	72464	75101	75181	1.0210e+05	1.0380e+05	1.1045e+05	94371
42.178	68942	75931	81344	70789	52750	52118	52874	52247	77364	72326	74608	75078	1.0322e+05	1.0332e+05	1.1035e+05	94431
42.214	68073	76323	82323	70820	53279	52066	52995	53348	77151	72416	75389	74509	1.0192e+05	1.0473e+05	1.1141e+05	94784
42.250	67639	75727	82209	71125	52851	52586	53045	53603	77080	72234	74736	75231	1.0223e+05	1.0347e+05	1.1092e+05	94619
42.286	68365	75570	81703	71077	52378	52216	52823	53594	76952	73173	73861	75431	1.0247e+05	1.0424e+05	1.1227e+05	94734
42.322	68637	76446	82591	70966	53005	52018	52834	53443	76983	72623	73656	75065	1.0137e+05	1.0383e+05	1.1145e+05	94168
42.358	68102	76099	82063	71249	52605	52796	52636	53841	76530	72231	74493	75889	1.0155e+05	1.0421e+05	1.1074e+05	95478
42.394	68111	75585	82338	70633	52815	51872	52711	54317	76628	73233	73776	74592	1.0240e+05	1.0362e+05	1.1102e+05	95502
42.431	68097	77125	81334	71591	52209	51830	52502	53644	76778	72566	74510	74853	1.0211e+05	1.0402e+05	1.1072e+05	94683
42.467	67165	76842	81464	71140	53538	52418	53338	52731	76956	72827	74955	74894	1.0168e+05	1.0346e+05	1.1072e+05	94872
42.503	68548	76352	82138	71109	53023	52965	53351	53384	77140	73311	75123	74641	1.0098e+05	1.0328e+05	1.1077e+05	94611
42.539	68256	75944	81263	70613	53389	52254	52541	53142	76484	73626	75246	74822	1.0202e+05	1.0339e+05	1.1078e+05	95110
42.575	68477	76261	82540	70255	52798	51543	52853	53426	77470	72556	74572	74907	1.0184e+05	1.0281e+05	1.1065e+05	96076
42.611	68319	76105	82442	71277	52347	52106	51837	53377	77671	72684	74696	74818	1.0255e+05	1.0305e+05	1.1097e+05	96120
42.647	68242	76216	81989	71957	53441	51430	52268	53500	77004	72065	74987	74407	1.0140e+05	1.0375e+05	1.1144e+05	94391
42.683	68429	75822	81690	70166	52813	52204	52807	53228	77420	72530	74204	75693	1.0221e+05	1.0438e+05	1.1106e+05	94074
42.719	68017	76150	81511	71046	52758	51781	52853	53675	77200	72374	74304	74602	1.0186e+05	1.0410e+05	1.1228e+05	95222
42.756	68351	75799	81919	71231	53321	52697	52865	53727	77345	72914	74698	75026	1.0238e+05	1.0259e+05	1.1155e+05	95174
42.792	67221	76379	81991	70791	52605	51706	52414	52609	76688	72597	74708	75369	1.0122e+05	1.0219e+05	1.1092e+05	95293
42.828	68571	75694	82443	70663	53475	51876	52937	53999	76879	72246	74271	75694	1.0220e+05	1.0361e+05	1.1053e+05	94336
42.864	68531	76768	81207	70858	53140	51781	52673	52978	76731	72303	75031	74562	1.0214e+05	1.0329e+05	1.1082e+05	95205
42.900	67983	76256	80781	70510	53046	52701	52814	53173	76705	72757	74273	75578	1.0215e+05	1.0325e+05	1.1079e+05	95638
42.936	67907	75814	81941	70735	52595	52408	52928	53135	77208	72680	73957	75203	1.0160e+05	1.0365e+05	1.1110e+05	94576
42.972	67932	76944	82086	71001	53477	52357	53290	53453	76186	73204	74872	74492	1.0219e+05	1.0424e+05	1.1058e+05	95008
43.008	67704	75755	81370	70726	52432	52145	53354	54095	77926	72617	74873	75311	1.0178e+05	1.0314e+05	1.1072e+05	94284
43.044	67498	76404	82385	70500	53135	51784	53028	53301	76571	72745	74758	75016	1.0215e+05	1.0326e+05	1.1087e+05	94465
43.081	67576	76031	82143	70102	53487	52481	52242	53546	77431	72390	73817	74103	1.0191e+05	1.0311e+05	1.1195e+05	94867
43.117	66891	75377	81952	69964	53095	51953	52412	52669	77063	73180	74075	75222	1.0185e+05	1.0404e+05	1.1095e+05	94473
43.153	68137	76101	81209	70942	53362	52253	52756	52437	76870	72414	73949	73921	1.0156e+05	1.0397e+05	1.0988e+05	94165
43.189	67850	75843	81581	70792	53023	52073	53330	53632	77132	72431	74328	75595	1.0207e+05	1.0431e+05	1.1016e+05	94134
43.225	66827	76148	82284	71011	52360	52073	52361	53616	76210	72234	73638	74288	1.0183e+05	1.0371e+05	1.1115e+05	94783
43.261	67893	75300	82210	71214	53117	51948	52315	53044	76953	72595	73820	74438	1.0216e+05	1.0357e+05	1.1125e+05	95146
43.297	68457	75394	81465	70499	52643	51760	52443	53075	78168	73718	75093	75133	1.0229e+05	1.0407e+05	1.1159e+05	93875
43.333	67908	76391	81359	70378	52831	52050	52876	53864	78183	72813	75005	74185	1.0143e+05	1.0429e+05	1.1177e+05	94556
43.369	68571	76186	82019	71120	53830	51886	52421	53710	77509	72896	73750	75799	1.0196e+05	1.0234e+05	1.1131e+05	94143
43.406	68071	75521	81375	69246	53199	52050	53114	54178	78236	73119	74788	74853	1.0206e+05	1.0333e+05	1.1219e+05	94771
43.442	67377	75841	82071	70975	53124	52257	52797	52917	77734	73414	74846	75263	1.0184e+05	1.0317e+05	1.1173e+05	94215
43.478	68587	75449	81498	70911	53255	52199	52798	54372	77276	72666	73657	74950	1.0117e+05	1.0434e+05	1.1070e+05	94943
43.514	67867	75715	82137	71000	53090	51956	52527	53284	76727	73149	73923	75470	1.0320e+05	1.0458e+05	1.1137e+05	95298
43.550	67379	75649	81825	71197	53207	51758	52270	53027	77279	72920	73968	74959	1.0142e+05	1.0340e+05	1.1088e+05	94849
43.586	68614	76214	82004	70743	52444	52114	52341	52922	77396	72837	74943	75594	1.0249e+05	1.0351e+05	1.1022e+05	94557
43.622	68750	76318	81869	70808	53330	52034	52977	53448	77986	72059	74361	75496	1.0208e+05	1.0334e+05	1.1117e+05	95410
43.658	67559	76140	82697	70562	52273	52123	52919	52708	77907	72126	74150	74952	1.0160e+05	1.0336e+05	1.1202e+05	94883
43.694	67843	75354	81934	70717	53300	52778	52809	53428	76729	72888	75027	74764	1.0261e+05	1.0344e+05	1.0946e+05	94641
43.731	68360	75585	81690	70007	52832	51437	52206	53682	76591	72773	74251	74721	1.0222e+05	1.0360e+05	1.1066e+05	94758
43.767	67864	75808	82019	71204	52532	52399	52654	53607	77111	72450	74040	74518	1.0194e+05	1.0482e+05	1.1099e+05	94750
43.803	68313	76143	81974	71084	52360	51764	52343	53766	77158	72764	75685	73880	1.0225e+05	1.0354e+05	1.1078e+05	94095
43.839	67558	76869	80926	69850	52909	51932	52821	53414	77511	73131	74148	74952	1.0346e+05	1.0216e+05	1.1155e+05	94486
43.875	67644	76756	81613	70738	52768	52783	53004	53719	77902	72565	74286	74859	1.0271e+05	1.0411e+05	1.1123e+05	94947
43.911	67329	75819	81745	71115	52806	51645	52565	53816	77072	72846	74235	74810	1.0188e+05	1.0258e+05	1.1061e+05	94728
43.947	67947	75405	82001	70944	53062	51824	52301	53346	76444	72629	74005	74429	1.0216e+05	1.0353e+05	1.1098e+05	95168
43.983	67535	75896	82602	71389	53271	51845	52447	53837	77492	72900	73860	74324	1.0251e+05	1.0324e+05	1.1162e+05	94044
44.019	67701	76667	82336	70506	52653	52331	52642	52944	77555	72917	73731	75910	1.0301e+05	1.0346e+05	1.1169e+05	94388
44.056	67798	76144	81596	70484	52818	51767	52874	53376	76245	72212	74431	74817	1.0153e+05	1.0333e+05	1.1205e+05	95215
44.092	67409	75596	82222	70393	52438	51943	51825	53533	77462	72400	73979	74761	1.0230e+05	1.0246e+05	1.1117e+05	94640
44.128	68797	75399	81951	70220	53696	53029	52890	53502	77287	72825	74653	74497	1.0177e+05	1.0367e+05	1.1191e+05	94488
44.164	67823	75834	81372	70631	53113	52228	52961	52920	77041	72829	74176	74173	1.0255e+05	1.0262e+05	1.1067e+05	94976
44.200	68295	75377	81838	70902	53253	52057	52881	52222	77309	72569	74133	73696	1.0187e+05	1.0415e+05	1.1077e+05	94700
44.236	68179	75740	82450	71121	52588	52456	52808	53634	76766	72831	74387	75378	1.0245e+05	1.0376e+05	1.1108e+05	94664
44.272	68295	75577	81601	70678	52590	52215	52968	53524	77442	72354	74077	75794	1.0292e+05	1.0407e+05	1.0981e+05	94974
44.308	67603	76292	81901	70643	52089	51903	52660	53274	76762	73002	74687	75037	1.0241e+05	1.0308e+05	1.1222e+05	96616
44.344	68188	75594	80810	70011	52295	52041	52642	53552	77181	72688	73783	74277	1.0218e+05	1.0422e+05	1.1165e+05	95220
44.381	68121	76339	81476	70350	53693	52178	52863	53251	77545	72637	73802	75199	1.0118e+05	1.0378e+05	1.0967e+05	94308
44.417	67754	76582	81402	70225	52598	52295	52292	53592	77073	73016	73494	73891	1.0248e+05	1.0358e+05	1.1082e+05	95605
44.453	68350	75848	81804	69947	53010	52419	52703	52914	77182	72562	74144	75188	1.0322e+05	1.0357e+05	1.1150e+05	94811
44.489	67940	75795	81929	70350	52518	52242	52864	53240	77886	73614	73998	75004	1.0194e+05	1.0362e+05	1.1122e+05	95333
44.525	67829	76156	82140	70731	53237	52000	52919	53368	77049	72264	73562	75149	1.0242e+05	1.0375e+05	1.1132e+05	94747
44.561	67109	75988	81665	71292	52792	52181	52128	53238	77153	72882	73821	75386	1.0210e+05	1.0366e+05	1.1123e+05	94630
44.597	68169	75122	82310	70368	52319	52584	52238	53048	76848	73178	73265	74428	1.0223e+05	1.0384e+05	1.1167e+05	95316
44.633	68042	75071	82334	70943	52244	51834	52716	52962	77139	72964	73971	75163	1.0178e+05	1.0365e+05	1.1045e+05	94953
44.669	68290	75551	81666	70977	52920	52117	52699	53450	77608	73208	73571	75634	1.0284e+05	1.0336e+05	1.1120e+05	93892
44.706	68440	76083	80638	71060	52844	52914	52882	53247	77624	73085	74824	74366	1.0143e+05	1.0279e+05	1.1131e+05	96080
44.742	67343	75554	81704	70806	53436	51796	52492	53846	76710	72414	72818	76085	1.0248e+05	1.0237e+05	1.1100e+05	95726
