time/h	3 uM CTDSTA	3 uM CTDSTA	3 uM CTDSTA	3 uM CTDSTA	750 nM CTDSTA	750 nM CTDSTA	750 nM CTDSTA	750 nM CTDSTA	187 nM CTDSTA	187 nM CTDSTA	187 nM CTDSTA	187 nM CTDSTA	Ab42	Ab42	Ab42	Ab42
8.8472	30844	37700	33278	32092	54807	55064	54864	55645	70825	67913	69400	69912	89521	89688	1.0090e+05	89819
8.8833	31816	37929	33073	33525	55441	55654	54595	56650	70666	67498	69713	69822	90057	90543	1.0149e+05	89437
8.9194	31039	37239	33406	33139	55091	55345	55685	56945	70826	68087	69284	69796	89296	91397	1.0086e+05	89985
8.9556	31714	37923	33815	33271	55265	55278	55011	55744	70842	68322	69384	69727	89726	90657	1.0108e+05	89898
8.9917	32481	38141	33931	33837	55016	54643	55036	56327	70196	67835	69557	69849	89588	90252	1.0054e+05	89269
9.0278	32607	38265	34100	34075	54377	54649	55094	56339	70466	68245	69145	70166	89121	90154	1.0256e+05	90174
9.0639	32633	38218	35003	34054	54841	55481	55280	56028	70759	68371	70119	69459	91382	91469	1.0274e+05	90430
9.1000	33034	39246	34891	34748	54960	54900	54494	55887	70691	67638	69570	69948	90161	91450	1.0249e+05	89515
9.1361	33008	38480	34890	34276	55709	54971	55100	56424	70762	67692	69416	70136	90411	89332	1.0195e+05	89527
9.1722	33385	39127	34967	34764	55130	55621	54819	56115	69843	67578	69900	70201	90695	90995	1.0243e+05	89879
9.2083	33341	39183	34611	35109	54634	55627	55556	55534	69870	67250	69375	70238	90835	91573	1.0224e+05	89927
9.2444	33973	39731	35490	34831	54699	55682	55569	56169	70730	68304	69278	69235	91359	90942	1.0239e+05	90400
9.2806	33803	39416	35655	35411	54942	55799	54927	55458	70596	67831	69759	70093	90915	90962	1.0181e+05	90113
9.3167	34071	39801	36284	35669	54418	55029	54801	56288	70266	67611	70128	70788	90527	90934	1.0140e+05	88851
9.3528	34412	40137	35378	35631	54357	54970	54526	55819	70749	67673	70016	70702	91243	91126	1.0208e+05	90496
9.3889	34443	40571	36870	35798	55837	54840	55064	55654	71196	66907	69848	69975	91061	91407	1.0175e+05	90598
9.4250	34410	41373	36407	36479	54722	54734	54441	55785	70742	68014	70197	71072	90315	91583	1.0223e+05	89996
9.4611	34800	41265	36506	36752	54847	54971	55582	55563	70341	67802	69570	70135	90359	91526	1.0193e+05	90064
9.4972	35268	40863	36998	36509	55775	55174	55079	56531	71018	67666	70508	69464	90504	90807	1.0228e+05	90251
9.5333	35475	41749	36611	36449	54899	55366	55097	55689	69893	68209	70374	69823	90912	91486	1.0159e+05	90733
9.5694	35365	42074	37277	37436	55197	55087	54753	56774	70619	68184	69174	69831	91519	91768	1.0151e+05	89710
9.6056	35734	42840	37989	36939	55110	54952	54880	56416	69721	67714	69930	69328	91180	91113	1.0232e+05	90333
9.6417	35361	42506	37777	37382	54757	54193	54764	55474	70636	67768	69718	70042	90617	91699	1.0275e+05	89326
9.6778	36682	42624	38542	37478	54727	55407	55461	55615	71755	68567	69955	69556	91073	90066	1.0235e+05	89735
9.7139	35786	42199	38847	37764	54948	53599	55119	56858	70800	68213	70179	70647	90343	91762	1.0174e+05	89329
9.7500	36250	43533	38901	38504	54779	54413	55126	55328	71165	68632	70408	70712	90430	91319	1.0133e+05	89820
9.7861	36990	43217	39697	38158	55140	55157	54791	56479	70625	68161	70223	69992	91452	92045	1.0305e+05	90500
9.8222	37117	43747	39116	38446	55207	54716	55198	56652	71177	68439	69559	70302	91247	91511	1.0287e+05	89933
9.8583	37311	44637	39558	39025	54814	54535	54504	55175	70805	67463	69718	70281	90680	92267	1.0247e+05	89793
9.8944	37666	44047	39159	39137	55354	54744	54675	55544	70888	67616	69556	70385	90595	91232	1.0103e+05	90586
9.9306	38014	43980	39876	39388	54776	54414	54199	55616	70458	67608	69660	70491	91579	91435	1.0250e+05	89880
9.9667	37343	44728	40510	39748	54027	54546	55441	56046	71289	67951	69841	70204	90444	92686	1.0233e+05	91382
10.003	38036	45583	40012	39476	55165	55434	54487	55770	69947	69187	69538	69812	89840	92012	1.0163e+05	91081
10.039	38177	45250	40763	39747	54357	54714	54947	55655	70655	68197	69735	71118	91319	91668	1.0280e+05	90001
10.075	38571	45204	40830	40090	54716	54522	55155	56264	70668	67920	69798	70224	91163	91344	1.0162e+05	90411
10.111	39231	45866	41632	40250	54336	54623	55435	56118	71422	68641	70172	70404	91005	91808	1.0387e+05	90016
10.147	38939	46509	40970	39804	54507	55113	54719	56165	70780	67714	69759	70287	91957	92232	1.0251e+05	91949
10.183	39959	45893	42283	40649	54667	54920	55249	55792	70708	68346	69594	71223	90859	92047	1.0284e+05	90773
10.219	39649	46305	41494	40858	54994	54583	55552	56117	70850	68717	70081	70415	91392	92436	1.0348e+05	90590
10.256	39635	46902	42195	40890	54485	54304	54719	56161	70946	68415	70083	69701	90625	92410	1.0257e+05	90569
10.292	40197	47570	43012	41887	54481	54900	54557	55936	71124	67476	70012	70570	91804	91625	1.0247e+05	90717
10.328	39853	47073	43166	41873	54696	54461	55122	55708	71035	68013	70674	69836	91105	91728	1.0305e+05	90620
10.364	41013	47700	43453	41337	54963	54507	54432	56030	70332	67291	70755	69920	91602	92403	1.0353e+05	91363
10.400	40300	47906	44405	42229	54343	55302	54887	55853	71324	69000	70241	70178	91127	92079	1.0231e+05	90575
10.436	40395	48506	43554	42844	54792	54491	54533	55991	70873	68316	71030	70785	91964	93125	1.0272e+05	90648
10.472	41152	48566	43003	41996	54897	55036	54591	56427	70934	68236	70875	70311	91428	91699	1.0269e+05	91052
10.508	41520	48434	45411	42101	55306	55585	54166	55968	71147	68234	70015	70343	91518	92539	1.0239e+05	90753
10.544	41627	48643	45142	43469	54424	55330	54601	56222	70779	67879	69348	69682	90637	93567	1.0311e+05	90242
10.581	41532	47867	45013	43164	53121	54866	54698	55842	71944	67900	70379	70297	91118	92211	1.0202e+05	90564
10.617	41780	49575	44445	43587	55348	54662	54204	56012	71127	67365	70541	70556	91836	91440	1.0261e+05	90573
10.653	42957	49035	46157	43836	54901	54335	55096	56058	71124	68332	69853	70126	91013	91458	1.0225e+05	90451
10.689	43252	49233	46290	43244	55473	54591	55061	56549	70892	68581	69578	70240	91994	91501	1.0260e+05	89468
10.725	43460	50223	45874	44649	54475	54647	54936	55867	71675	68434	70664	70501	91793	91840	1.0396e+05	90281
10.761	42762	50092	46926	43536	54618	54751	54501	55775	70834	68373	70161	70734	91590	92637	1.0250e+05	90719
10.797	43045	50128	46611	44088	54252	54739	55125	55228	70702	68292	70192	70096	91672	92383	1.0222e+05	90046
10.833	44204	50615	46241	44842	53925	54200	54368	56055	70897	68734	70905	69753	92111	92064	1.0297e+05	89885
10.869	42733	50989	46687	44900	54747	55063	54950	55733	70776	68199	69879	70296	91043	91969	1.0310e+05	90613
10.906	44128	50967	47021	45284	53630	54928	55021	55440	70930	68737	69974	69701	91779	93148	1.0370e+05	90337
10.942	44299	52276	47963	45718	54794	54863	54756	56326	70637	67618	70004	70869	91949	92032	1.0198e+05	89411
10.978	44092	52075	47109	46912	54129	54772	54952	55638	71833	68278	70304	70439	91596	93437	1.0294e+05	90644
11.014	44589	52713	47589	45472	53586	54878	54749	55539	70106	68089	69740	70556	91733	92571	1.0295e+05	91232
11.050	43730	52238	47491	46518	54899	54846	54475	56191	71388	69007	69644	70276	91537	92496	1.0340e+05	90705
11.086	45711	53099	48678	46491	54316	55076	54760	55820	72043	68418	69961	70749	92333	92275	1.0357e+05	90347
11.122	43994	53665	48576	47114	54776	54699	54696	55236	71453	68478	70588	70308	92142	92295	1.0323e+05	91706
11.158	45118	53346	47437	46416	54190	53451	54906	55214	71039	68802	70786	70993	93051	92297	1.0390e+05	90878
11.194	45195	54845	49327	47546	54824	54598	54932	56177	70863	68639	70526	69808	92038	93142	1.0287e+05	90933
11.231	44713	55270	48632	47374	55124	54485	54657	56646	71337	68236	70927	71309	92218	93050	1.0397e+05	90988
11.267	45782	55560	49374	46593	54065	54235	54237	55875	71582	68476	70363	70349	92156	93513	1.0340e+05	89581
11.303	46967	56477	49971	47863	53857	55323	54234	56190	70842	67813	70007	71233	92435	93449	1.0364e+05	91540
11.339	45578	57078	49954	47969	54382	54398	55102	56176	70862	68792	71133	70274	92396	93603	1.0439e+05	91456
11.375	47225	58605	48680	47867	54600	54469	54183	55316	71496	68511	69587	70085	92702	92427	1.0477e+05	90163
11.411	46566	59017	50726	48246	54543	54294	55112	55694	71118	68445	70498	71287	91746	92625	1.0383e+05	91351
11.447	46900	59064	49564	48281	54128	54680	55258	55550	71108	68866	69901	70847	91507	93272	1.0362e+05	90164
11.483	47343	59802	52258	48686	55158	53833	54609	55888	71281	69000	70232	71197	92567	92406	1.0418e+05	91388
11.519	47312	59996	50862	49312	54171	54396	54748	55788	71483	68812	70172	70429	90724	94047	1.0422e+05	90516
11.556	48031	61152	52725	48462	53655	55040	54865	55668	71195	69064	69951	70647	91832	93871	1.0391e+05	90619
11.592	48403	61175	50783	48870	54504	54283	54723	55604	71261	68754	70759	70777	92308	92913	1.0399e+05	91147
11.628	48357	62301	54744	48987	54387	54364	55149	55750	71402	68887	70931	71657	92328	93133	1.0466e+05	91089
11.664	48244	62593	54647	49987	54671	55116	54610	55681	71684	68772	70795	70282	92325	93438	1.0465e+05	91453
11.700	49029	63823	52800	50012	55287	54516	54140	55369	70881	67739	69949	70604	92807	94213	1.0378e+05	90446
11.736	48015	64340	53483	50422	54997	55024	54769	55779	70936	68148	70899	70465	92488	93178	1.0400e+05	90710
11.772	47827	64880	52542	49781	54018	54765	55096	55785	71364	68612	70420	70686	92626	93072	1.0419e+05	91418
11.808	48042	64648	52304	49802	54180	53784	53944	55482	71267	68497	71107	69830	92046	93254	1.0432e+05	90428
11.844	48779	65588	53817	49891	54172	54750	54935	56168	71211	68587	70060	71035	92681	92790	1.0412e+05	90933
11.881	48864	65198	55033	50304	54324	54850	54509	55701	70981	68250	70912	70432	92306	92603	1.0379e+05	90608
11.917	49813	65752	51839	51271	53860	54168	54706	55765	71667	68613	70863	70634	92260	93408	1.0437e+05	90651
11.953	49668	66893	55172	51176	54308	54200	54677	55611	71587	69076	71352	70320	92289	93528	1.0406e+05	89404
11.989	48974	66906	54112	50858	53883	53875	54056	56275	71352	68904	70340	70554	92822	93070	1.0277e+05	90545
12.025	50617	66020	55605	50586	54724	54616	54784	55500	71033	69182	70824	70660	92250	93334	1.0459e+05	91432
12.061	50336	63681	54759	51761	54123	54445	53965	56186	71842	68301	70857	70961	93359	93170	1.0410e+05	91644
12.097	50061	58128	56183	52325	53975	53894	55264	54978	70442	68789	70441	71428	92644	93397	1.0430e+05	91416
12.133	51024	56609	54783	52386	54559	53813	54025	55326	71477	68908	70158	72114	93215	93954	1.0400e+05	90339
12.169	51025	57236	56911	52857	54286	54129	53999	55776	71732	68479	70450	70675	91724	92852	1.0420e+05	92042
12.206	51255	53345	55944	52415	54718	53978	54869	56409	71519	69224	70666	71145	92589	93156	1.0352e+05	90502
12.242	50887	53100	55703	52209	54020	54655	53715	55605	71311	68510	70305	70047	93782	93772	1.0460e+05	90824
12.278	52642	56406	56798	53520	54882	54204	54026	55596	71908	68055	71020	71240	92122	93115	1.0427e+05	91225
12.314	49679	55268	56404	52776	54159	54312	54126	55890	72280	68208	71333	70911	92694	93918	1.0454e+05	90852
12.350	52004	56708	58042	52741	54373	54236	54197	55854	71681	68146	69816	70431	92621	93499	1.0368e+05	90602
12.386	51179	55252	56508	53768	54493	54534	54162	55764	71983	68736	70677	70443	92555	94141	1.0395e+05	90037
12.422	53819	58693	57365	54702	54363	53780	54642	55269	71061	68547	70992	70444	92308	92834	1.0406e+05	91488
12.458	52935	55415	56807	53070	54183	53934	55135	55465	71262	69186	70741	70751	92573	93800	1.0349e+05	91958
12.494	52644	57228	56642	52420	53779	54775	54293	55238	71871	68481	70934	70136	92164	93238	1.0356e+05	90278
12.531	52691	57924	57863	54281	54321	54181	54252	55106	71494	69017	70367	71007	93123	93171	1.0438e+05	90484
12.567	51077	57669	58350	53501	54120	54535	54496	55770	71630	68578	70556	70677	92417	93366	1.0490e+05	91586
12.603	53775	58801	58593	54633	54624	54694	54691	55619	70975	68926	70580	70590	93006	93999	1.0452e+05	90482
12.639	52463	57100	57980	54396	53688	53865	53889	55222	71318	68643	71170	70954	92614	94287	1.0420e+05	90588
12.675	51782	57886	58764	54150	54678	54308	54851	55580	71958	68131	70526	71131	92931	93421	1.0378e+05	90471
12.711	53966	57463	58570	54382	54161	54507	55249	55096	71937	68454	70693	71327	92816	93510	1.0399e+05	91552
12.747	54093	58062	59541	53896	53740	54501	54246	55581	70942	67940	70523	70905	92513	94465	1.0381e+05	91622
12.783	53797	59429	58525	55467	53860	54221	55086	55343	70621	68854	71020	71386	93327	93562	1.0460e+05	90602
12.819	54031	59060	58683	54431	53902	54214	54482	55687	71821	68374	70821	70441	93342	95053	1.0517e+05	90893
12.856	53944	58203	60197	55970	53805	54511	54301	55816	71110	68485	70947	70814	92233	93839	1.0427e+05	90087
12.892	53813	58471	58386	55258	53807	54662	54278	55043	71727	69759	71336	70774	93304	94203	1.0479e+05	90410
12.928	54863	59367	59193	55214	54437	54254	54106	55285	71506	68792	71207	70833	93344	93846	1.0439e+05	90566
12.964	55055	59749	59996	55886	53874	54269	54067	56143	71760	67825	70948	71182	92772	94410	1.0459e+05	90697
13.000	53525	59650	59190	54925	53641	53683	54703	55307	71139	69189	71200	70732	93359	94804	1.0464e+05	91268
13.036	55160	60158	58842	56407	54324	54288	54859	55321	70867	68420	71313	71147	92845	93955	1.0464e+05	90469
13.072	54926	60856	60355	56066	53754	54494	54068	55200	71866	68478	70294	70321	93956	94275	1.0505e+05	90754
13.108	55268	59449	58996	57266	53383	53990	54450	55322	71861	68741	70384	70372	93048	93450	1.0351e+05	90822
13.144	54897	61164	60735	56262	54333	54748	54708	56079	71359	68041	69754	71398	93559	93978	1.0508e+05	90455
13.181	56675	61346	59350	56579	53882	54003	54482	55886	71220	69035	70451	71275	94103	93896	1.0527e+05	90857
13.217	53878	60871	60704	55896	54462	54012	54314	55999	71478	68320	70851	71586	93755	93686	1.0316e+05	91030
13.253	55098	62502	61647	56322	54157	54069	53778	55358	71789	67971	71116	71819	93183	93740	1.0476e+05	90908
13.289	55158	62128	60718	57316	52940	54225	54736	56125	72359	68923	71387	70758	93668	94739	1.0533e+05	91111
13.325	56410	62279	61009	57535	54469	54047	54290	54825	71416	69062	69785	72180	93680	95062	1.0494e+05	91639
13.361	56596	62874	62269	57469	54532	54901	54329	55550	72355	69286	71318	71539	94892	95468	1.0566e+05	92322
13.397	56700	63794	62356	58317	54588	54899	55146	56053	72904	69867	72168	72248	95473	94356	1.0548e+05	92605
13.433	57728	63805	62206	58383	55419	54885	56118	55682	72725	69945	71976	71777	94995	95509	1.0644e+05	92250
13.469	57582	64117	61927	57798	56046	55486	56410	56753	73514	70260	71952	72652	96106	96426	1.0629e+05	91959
13.506	57548	65955	63819	58881	55570	56175	56043	57551	73973	71266	72695	73029	95000	96651	1.0668e+05	93606
13.542	59353	65526	67918	60084	56040	56981	56916	57806	74970	70888	73398	73146	95951	97260	1.0826e+05	94141
13.578	59938	65626	65065	60135	56834	57698	57199	57845	74840	70975	73781	73515	97221	98019	1.0718e+05	93922
13.614	59469	66966	67574	61101	57300	57415	57122	58138	74920	71839	74727	73746	97822	98515	1.0721e+05	93373
13.650	59825	68414	68739	61382	57847	58042	57403	58616	75417	71668	75849	74717	98131	98110	1.0735e+05	94095
13.686	61018	68935	70290	62416	58239	58449	57804	59031	76514	72582	75428	74456	98603	97728	1.0729e+05	93769
13.722	60551	70535	70755	62647	57941	58386	58389	58628	75812	72621	75264	74446	98670	98051	1.0707e+05	94800
13.758	61596	69326	72102	62460	58577	58241	58249	58669	76061	73133	75036	75278	98822	98641	1.0819e+05	93518
13.794	59069	70843	72509	62838	57863	59168	59044	58753	75930	72800	75087	75603	98184	99046	1.0892e+05	94442
13.831	59374	70167	74525	63511	58929	59146	59211	58888	75826	74078	75801	75282	98319	1.0033e+05	1.0903e+05	93513
13.867	63227	70523	76021	64296	58543	58409	58580	60088	76048	72533	75153	74927	97174	99631	1.0758e+05	93158
13.903	61241	71835	76254	64815	58551	58994	58972	58344	75507	72819	75731	75538	96567	99827	1.0823e+05	94553
13.939	66769	71793	75636	65274	58359	58799	58801	59270	76182	73240	74964	74671	97029	98647	1.0720e+05	95353
13.975	58691	71134	78464	65464	59270	59083	58812	59556	76339	72835	74630	75244	96433	98965	1.0741e+05	94663
14.011	67227	71222	77622	67241	57952	58368	59733	59461	76514	73425	75015	74981	97255	97348	1.0596e+05	94689
14.047	60874	71821	77229	66629	59174	59138	58617	59076	77126	72294	74756	75290	96156	98129	1.0768e+05	94872
14.083	67691	71717	76848	64752	58227	58634	58391	58634	76040	73473	74641	76050	97426	98790	1.0747e+05	95212
14.119	68990	70480	75572	64994	57683	59213	59126	59237	75922	74110	75036	74602	96217	96759	1.0715e+05	95950
14.156	71979	69622	75300	65836	57537	58331	58317	59548	75710	72927	74564	74424	96081	97696	1.0734e+05	94916
14.192	71763	67901	75108	65329	57873	58443	58381	59010	75689	73283	74814	74649	95605	96852	1.0683e+05	95219
14.228	70351	69438	74173	65475	57579	57937	58231	59329	76608	72389	74279	74657	97115	98269	1.0815e+05	94938
14.264	69087	69354	74095	65466	57765	58097	58456	59078	74538	73013	74540	74504	96458	98094	1.0694e+05	94909
14.300	69645	70194	77399	65767	57144	58869	58152	59480	75464	72243	74158	75103	95950	97102	1.0695e+05	93576
14.336	69356	70576	76554	65274	57163	58163	58347	59687	75339	73007	73905	74252	96169	96562	1.0725e+05	94102
14.372	63774	71748	79020	67159	56940	58000	59169	58786	75852	71759	73760	73814	95438	97956	1.0701e+05	93897
14.408	62223	71175	75370	66555	56474	58024	57366	58327	75569	72225	74302	74743	95353	96892	1.0756e+05	94325
14.444	61803	70993	75050	66541	56870	58256	56972	59060	74715	72738	73949	74194	96510	97290	1.0768e+05	94285
14.481	61636	70696	76712	64770	56573	57995	57794	58939	75246	72072	73484	74157	95270	96559	1.0595e+05	94747
14.517	62207	70821	75473	64559	55737	57850	57198	58644	75093	71839	74204	74846	95408	96699	1.0705e+05	95180
14.553	62895	70374	77295	62768	57118	58632	57329	58268	75806	71967	72848	74442	95925	97223	1.0719e+05	93720
14.589	63101	71356	76542	63385	56630	57745	57253	58912	74377	71902	73697	74252	96870	96010	1.0754e+05	93002
14.625	64600	72315	76587	63382	56732	57304	57036	58363	74498	71479	74272	75155	94479	96439	1.0766e+05	94255
14.661	66855	71165	77060	63464	56368	57693	56582	57747	74705	71705	73332	74489	96303	96645	1.0716e+05	93937
14.697	65470	72154	76543	65028	56220	57561	56439	58343	73991	71607	73354	73883	95733	96039	1.0674e+05	93699
14.733	65577	71469	78160	63768	55279	57649	57210	57922	74406	71199	73631	73756	95859	97298	1.0696e+05	94315
14.769	64093	72060	77767	65541	56378	56848	56513	58234	75268	72212	73970	73616	95500	97415	1.0692e+05	93492
14.806	64186	70767	78106	64364	55490	57075	56281	58252	74474	70960	73157	73892	95841	97326	1.0582e+05	94288
14.842	67200	72674	77119	63856	55856	57016	56638	58064	75187	70686	73146	73780	95932	96848	1.0704e+05	93536
14.878	65201	73816	77139	65208	56104	56763	56759	58161	75239	72180	73680	74464	95796	96357	1.0760e+05	94711
14.914	65905	73863	77197	66693	55274	56624	56675	57455	73691	70979	73134	72940	94801	95812	1.0787e+05	93800
14.950	65961	72849	78808	64684	56077	55911	55507	57427	75724	71838	73616	74358	96323	96321	1.0649e+05	94407
14.986	66362	73563	78069	65313	55469	56774	55914	58331	75297	71372	74394	74014	95037	95897	1.0666e+05	94477
15.022	66967	73976	77991	66499	55398	56131	56801	58218	74340	71049	72623	73784	96134	96694	1.0640e+05	93588
15.058	68406	72833	78791	65923	56001	56390	56007	57499	75281	71301	73874	73507	95841	96290	1.0648e+05	93810
15.094	67265	72651	78277	66601	54972	56017	55662	56636	74792	70846	73039	73811	95838	96393	1.0691e+05	94452
15.131	68052	72103	79541	66431	55974	56191	56445	57096	74344	71902	73299	73649	96077	96151	1.0601e+05	93859
15.167	67845	73007	78467	66954	55083	55719	55017	57595	73885	71018	72913	73893	96425	96896	1.0694e+05	94277
