Temperature for Cap.1 (Â°C)	Ratio 350 nm / 330 nm for Cap.1 	Temperature (refolding) for Cap.1 (Â°C)	Ratio 350 nm / 330 nm for Cap.1 	Temperature for Cap.1 (Â°C)	350 nm for Cap.1 	Temperature (refolding) for Cap.1 (Â°C)	350 nm for Cap.1 	Temperature for Cap.1 (Â°C)	330 nm for Cap.1 	Temperature (refolding) for Cap.1 (Â°C)	330 nm for Cap.1 	Temperature for Cap.2 (Â°C)	Ratio 350 nm / 330 nm for Cap.2 	Temperature (refolding) for Cap.2 (Â°C)	Ratio 350 nm / 330 nm for Cap.2 	Temperature for Cap.2 (Â°C)	350 nm for Cap.2 	Temperature (refolding) for Cap.2 (Â°C)	350 nm for Cap.2 	Temperature for Cap.2 (Â°C)	330 nm for Cap.2 	Temperature (refolding) for Cap.2 (Â°C)	330 nm for Cap.2 	Temperature for Cap.3 (Â°C)	Ratio 350 nm / 330 nm for Cap.3 	Temperature (refolding) for Cap.3 (Â°C)	Ratio 350 nm / 330 nm for Cap.3 	Temperature for Cap.3 (Â°C)	350 nm for Cap.3 	Temperature (refolding) for Cap.3 (Â°C)	350 nm for Cap.3 	Temperature for Cap.3 (Â°C)	330 nm for Cap.3 	Temperature (refolding) for Cap.3 (Â°C)	330 nm for Cap.3 	Temperature for Cap.4 (Â°C)	Ratio 350 nm / 330 nm for Cap.4 	Temperature (refolding) for Cap.4 (Â°C)	Ratio 350 nm / 330 nm for Cap.4 	Temperature for Cap.4 (Â°C)	350 nm for Cap.4 	Temperature (refolding) for Cap.4 (Â°C)	350 nm for Cap.4 	Temperature for Cap.4 (Â°C)	330 nm for Cap.4 	Temperature (refolding) for Cap.4 (Â°C)	330 nm for Cap.4 	Temperature for Cap.5 (Â°C)	Ratio 350 nm / 330 nm for Cap.5 	Temperature (refolding) for Cap.5 (Â°C)	Ratio 350 nm / 330 nm for Cap.5 	Temperature for Cap.5 (Â°C)	350 nm for Cap.5 	Temperature (refolding) for Cap.5 (Â°C)	350 nm for Cap.5 	Temperature for Cap.5 (Â°C)	330 nm for Cap.5 	Temperature (refolding) for Cap.5 (Â°C)	330 nm for Cap.5 	Temperature for Cap.6 (Â°C)	Ratio 350 nm / 330 nm for Cap.6 	Temperature (refolding) for Cap.6 (Â°C)	Ratio 350 nm / 330 nm for Cap.6 	Temperature for Cap.6 (Â°C)	350 nm for Cap.6 	Temperature (refolding) for Cap.6 (Â°C)	350 nm for Cap.6 	Temperature for Cap.6 (Â°C)	330 nm for Cap.6 	Temperature (refolding) for Cap.6 (Â°C)	330 nm for Cap.6 	Temperature for Cap.7 (Â°C)	Ratio 350 nm / 330 nm for Cap.7 	Temperature (refolding) for Cap.7 (Â°C)	Ratio 350 nm / 330 nm for Cap.7 	Temperature for Cap.7 (Â°C)	350 nm for Cap.7 	Temperature (refolding) for Cap.7 (Â°C)	350 nm for Cap.7 	Temperature for Cap.7 (Â°C)	330 nm for Cap.7 	Temperature (refolding) for Cap.7 (Â°C)	330 nm for Cap.7 	Temperature for Cap.8 (Â°C)	Ratio 350 nm / 330 nm for Cap.8 	Temperature (refolding) for Cap.8 (Â°C)	Ratio 350 nm / 330 nm for Cap.8 	Temperature for Cap.8 (Â°C)	350 nm for Cap.8 	Temperature (refolding) for Cap.8 (Â°C)	350 nm for Cap.8 	Temperature for Cap.8 (Â°C)	330 nm for Cap.8 	Temperature (refolding) for Cap.8 (Â°C)	330 nm for Cap.8 	Temperature for Cap.9 (Â°C)	Ratio 350 nm / 330 nm for Cap.9 	Temperature (refolding) for Cap.9 (Â°C)	Ratio 350 nm / 330 nm for Cap.9 	Temperature for Cap.9 (Â°C)	350 nm for Cap.9 	Temperature (refolding) for Cap.9 (Â°C)	350 nm for Cap.9 	Temperature for Cap.9 (Â°C)	330 nm for Cap.9 	Temperature (refolding) for Cap.9 (Â°C)	330 nm for Cap.9 	Temperature for Cap.10 (Â°C)	Ratio 350 nm / 330 nm for Cap.10 	Temperature (refolding) for Cap.10 (Â°C)	Ratio 350 nm / 330 nm for Cap.10 	Temperature for Cap.10 (Â°C)	350 nm for Cap.10 	Temperature (refolding) for Cap.10 (Â°C)	350 nm for Cap.10 	Temperature for Cap.10 (Â°C)	330 nm for Cap.10 	Temperature (refolding) for Cap.10 (Â°C)	330 nm for Cap.10 	Temperature for Cap.11 (Â°C)	Ratio 350 nm / 330 nm for Cap.11 	Temperature (refolding) for Cap.11 (Â°C)	Ratio 350 nm / 330 nm for Cap.11 	Temperature for Cap.11 (Â°C)	350 nm for Cap.11 	Temperature (refolding) for Cap.11 (Â°C)	350 nm for Cap.11 	Temperature for Cap.11 (Â°C)	330 nm for Cap.11 	Temperature (refolding) for Cap.11 (Â°C)	330 nm for Cap.11 	Temperature for Cap.12 (Â°C)	Ratio 350 nm / 330 nm for Cap.12 	Temperature (refolding) for Cap.12 (Â°C)	Ratio 350 nm / 330 nm for Cap.12 	Temperature for Cap.12 (Â°C)	350 nm for Cap.12 	Temperature (refolding) for Cap.12 (Â°C)	350 nm for Cap.12 	Temperature for Cap.12 (Â°C)	330 nm for Cap.12 	Temperature (refolding) for Cap.12 (Â°C)	330 nm for Cap.12 	Temperature for Cap.13 (Â°C)	Ratio 350 nm / 330 nm for Cap.13 	Temperature (refolding) for Cap.13 (Â°C)	Ratio 350 nm / 330 nm for Cap.13 	Temperature for Cap.13 (Â°C)	350 nm for Cap.13 	Temperature (refolding) for Cap.13 (Â°C)	350 nm for Cap.13 	Temperature for Cap.13 (Â°C)	330 nm for Cap.13 	Temperature (refolding) for Cap.13 (Â°C)	330 nm for Cap.13 	Temperature for Cap.14 (Â°C)	Ratio 350 nm / 330 nm for Cap.14 	Temperature (refolding) for Cap.14 (Â°C)	Ratio 350 nm / 330 nm for Cap.14 	Temperature for Cap.14 (Â°C)	350 nm for Cap.14 	Temperature (refolding) for Cap.14 (Â°C)	350 nm for Cap.14 	Temperature for Cap.14 (Â°C)	330 nm for Cap.14 	Temperature (refolding) for Cap.14 (Â°C)	330 nm for Cap.14 	Temperature for Cap.15 (Â°C)	Ratio 350 nm / 330 nm for Cap.15 	Temperature (refolding) for Cap.15 (Â°C)	Ratio 350 nm / 330 nm for Cap.15 	Temperature for Cap.15 (Â°C)	350 nm for Cap.15 	Temperature (refolding) for Cap.15 (Â°C)	350 nm for Cap.15 	Temperature for Cap.15 (Â°C)	330 nm for Cap.15 	Temperature (refolding) for Cap.15 (Â°C)	330 nm for Cap.15 	Temperature for Cap.16 (Â°C)	Ratio 350 nm / 330 nm for Cap.16 	Temperature (refolding) for Cap.16 (Â°C)	Ratio 350 nm / 330 nm for Cap.16 	Temperature for Cap.16 (Â°C)	350 nm for Cap.16 	Temperature (refolding) for Cap.16 (Â°C)	350 nm for Cap.16 	Temperature for Cap.16 (Â°C)	330 nm for Cap.16 	Temperature (refolding) for Cap.16 (Â°C)	330 nm for Cap.16 
60.7176	0.8279852	61.50651	0.8386508	60.7176	2502.567	61.50651	1995.26	60.7176	3022.478	61.50651	2379.131	60.71712	0.8120989	61.50564	0.8193913	60.71712	2227.495	61.50564	1754.578	60.71712	2742.886	61.50564	2141.319	60.71663	0.8216049	61.50478	0.8298717	60.71663	1903.825	61.50478	1478.318	60.71663	2317.202	61.50478	1781.382	60.71614	0.8446122	61.50391	0.8486518	60.71614	1172.318	61.50391	936.7241	60.71614	1387.996	61.50391	1103.779	60.71566	0.8699	61.50304	0.8758455	60.71566	859.5325	61.50304	752.5349	60.71566	988.082	61.50304	859.2097	60.71517	0.8872899	61.50218	0.8664486	60.71517	797.8563	61.50218	757.6138	60.71517	899.2059	61.50218	874.3898	60.71469	0.8929737	61.50131	0.8961583	60.71469	751.4719	61.50131	706.6152	60.71469	841.5388	61.50131	788.4938	60.7142	0.8825368	61.50045	0.8924169	60.7142	788.5736	61.50045	732.9083	60.7142	893.5306	61.50045	821.2623	60.71371	0.9140782	61.49958	0.9167651	60.71371	771.2422	61.49958	721.1934	60.71371	843.7376	61.49958	786.6721	60.71323	0.9160998	61.49871	0.9192458	60.71323	774.6734	61.49871	723.4722	60.71323	845.6212	61.49871	787.028	60.71275	0.9066393	61.49785	0.911802	60.71275	807.2712	61.49785	747.2914	60.71275	890.3996	61.49785	819.5764	60.71226	0.9108635	61.49698	0.917457	60.71226	857.7482	61.49698	801.3141	60.71226	941.6868	61.49698	873.4078	60.71177	0.916497	61.49611	0.9220508	60.71177	833.4572	61.49611	774.5125	60.71177	909.3943	61.49611	839.989	60.71129	0.9358053	61.49525	0.935952	60.71129	855.1323	61.49525	803.7653	60.71129	913.793	61.49525	858.7677	60.7108	0.9415128	61.49438	0.6460477	60.7108	933.3625	61.49438	15.95088	60.7108	991.3434	61.49438	24.68995	60.71032	0.9339636	61.49352	0.9328926	60.71032	929.1937	61.49352	873.2609	60.71032	994.8928	61.49352	936.0788
60.8361	0.8290279	61.64463	0.8383703	60.8361	2488.942	61.64463	1983.111	60.8361	3002.242	61.64463	2365.435	60.83692	0.8154844	61.64517	0.8223501	60.83692	2221.889	61.64517	1742.419	60.83692	2724.625	61.64517	2118.828	60.83775	0.8234244	61.6457	0.8309449	60.83775	1895.541	61.6457	1460.172	60.83775	2302.022	61.6457	1757.244	60.83857	0.8454186	61.64623	0.8532014	60.83857	1161.966	61.64623	927.0832	60.83857	1374.427	61.64623	1086.594	60.83939	0.8694209	61.64676	0.8757317	60.83939	856.2023	61.64676	744.0717	60.83939	984.7961	61.64676	849.6572	60.84021	0.8844985	61.64729	0.8671296	60.84021	797.1265	61.64729	754.1023	60.84021	901.2186	61.64729	869.6534	60.84103	0.8922702	61.64782	0.895455	60.84103	750.5341	61.64782	702.6061	60.84103	841.1512	61.64782	784.6359	60.84185	0.8866711	61.64835	0.8927979	60.84185	789.3188	61.64835	729.2846	60.84185	890.2048	61.64835	816.853	60.84268	0.9122126	61.64889	0.9190671	60.84268	771.0108	61.64889	719.625	60.84268	845.2097	61.64889	782.9951	60.8435	0.9162074	61.64942	0.9239258	60.8435	774.349	61.64942	720.9625	60.8435	845.1678	61.64942	780.3252	60.84432	0.9054016	61.64995	0.9111168	60.84432	807.0812	61.64995	745.9557	60.84432	891.4068	61.64995	818.7267	60.84514	0.9171742	61.65048	0.9193585	60.84514	858.3338	61.65048	798.546	60.84514	935.8461	61.65048	868.5904	60.84597	0.9126412	61.65101	0.9200417	60.84597	830	61.65101	771.0317	60.84597	909.4484	61.65101	838.04	60.84679	0.9334579	61.65154	0.9378835	60.84679	852.1772	61.65154	800.6895	60.84679	912.9252	61.65154	853.7195	60.84761	0.9396647	61.65207	0.6446745	60.84761	931.9772	61.65207	16.04732	60.84761	991.819	61.65207	24.89213	60.84843	0.92706	61.6526	0.9356859	60.84843	924.3881	61.6526	872.5812	60.84843	997.1179	61.6526	932.5577
60.86047	0.8288701	61.66758	0.8372885	60.86047	2490.621	61.66758	1982.847	60.86047	3004.839	61.66758	2368.176	60.85985	0.8133909	61.66675	0.8216879	60.85985	2218.839	61.66675	1744.204	60.85985	2727.888	61.66675	2122.708	60.85923	0.8259691	61.66593	0.8286658	60.85923	1893.595	61.66593	1461.509	60.85923	2292.573	61.66593	1763.689	60.85861	0.8447827	61.66511	0.8562822	60.85861	1156.391	61.66511	931.8089	60.85861	1368.862	61.66511	1088.203	60.85799	0.8723488	61.66428	0.8744983	60.85799	853.3981	61.66428	745.0966	60.85799	978.2762	61.66428	852.0275	60.85736	0.8869016	61.66346	0.8646935	60.85736	796.2125	61.66346	754.3541	60.85736	897.7461	61.66346	872.3948	60.85674	0.8950759	61.66264	0.897471	60.85674	750.8613	61.66264	704.6681	60.85674	838.8801	61.66264	785.1709	60.85612	0.8847407	61.66182	0.8916869	60.85612	786.9763	61.66182	729.2681	60.85612	889.4993	61.66182	817.8522	60.8555	0.911303	61.66099	0.9129448	60.8555	767.7976	61.66099	718.0319	60.8555	842.5272	61.66099	786.501	60.85488	0.914656	61.66017	0.9187037	60.85488	773.5178	61.66017	720.8268	60.85488	845.6926	61.66017	784.6129	60.85426	0.9075488	61.65935	0.914156	60.85426	807.5237	61.65935	745.6873	60.85426	889.7855	61.65935	815.7112	60.85364	0.9138882	61.65852	0.9202674	60.85364	856.1857	61.65852	799.8054	60.85364	936.8605	61.65852	869.101	60.85302	0.9160997	61.6577	0.9236422	60.85302	831.0898	61.6577	774.7011	60.85302	907.2045	61.6577	838.7459	60.85239	0.9320507	61.65688	0.941593	60.85239	853.9387	61.65688	799.9164	60.85239	916.1934	61.65688	849.5352	60.85177	0.9403522	61.65606	0.6326275	60.85177	929.8932	61.65606	15.73449	60.85177	988.8776	61.65606	24.87164	60.85115	0.9307562	61.65523	0.9362594	60.85115	924.3375	61.65523	874.6199	60.85115	993.1038	61.65523	934.164
61.00096	0.8284496	61.78596	0.8364773	61.00096	2477.306	61.78596	1969.662	61.00096	2990.292	61.78596	2354.71	61.00181	0.8154032	61.78646	0.8203649	61.00181	2207.195	61.78646	1726.52	61.00181	2706.876	61.78646	2104.576	61.00266	0.8239291	61.78697	0.8316341	61.00266	1873.615	61.78697	1443.978	61.00266	2274	61.78697	1736.314	61.00351	0.8457304	61.78748	0.8524258	61.00351	1149.249	61.78748	916.8316	61.00351	1358.883	61.78748	1075.556	61.00437	0.870478	61.78798	0.8774133	61.00437	850.4059	61.78798	740.6074	61.00437	976.9413	61.78798	844.0804	61.00522	0.8831547	61.78849	0.8656444	61.00522	791.0742	61.78849	750.2369	61.00522	895.7368	61.78849	866.6803	61.00607	0.8944638	61.78899	0.8958784	61.00607	749.8746	61.78899	701.0963	61.00607	838.351	61.78899	782.5797	61.00692	0.8849816	61.7895	0.8902262	61.00692	787.2126	61.7895	726.0262	61.00692	889.5242	61.7895	815.5524	61.00778	0.9102288	61.79	0.914847	61.00778	765.9887	61.79	715.2042	61.00778	841.5342	61.79	781.7746	61.00863	0.9160118	61.79051	0.9209639	61.00863	772.5656	61.79051	720.5837	61.00863	843.4014	61.79051	782.4233	61.00948	0.9091147	61.79101	0.9116547	61.00948	805.4688	61.79101	742.916	61.00948	885.9924	61.79101	814.9094	61.01033	0.911099	61.79152	0.9174746	61.01033	854.0734	61.79152	796.5034	61.01033	937.4102	61.79152	868.1476	61.01119	0.9085826	61.79202	0.9226571	61.01119	826.2649	61.79202	770.7077	61.01119	909.3999	61.79202	835.3133	61.01204	0.9325083	61.79253	0.9393822	61.01204	846.4028	61.79253	800.3497	61.01204	907.6625	61.79253	851.9958	61.01289	0.9423544	61.79303	0.6338222	61.01289	931.363	61.79303	15.88819	61.01289	988.3362	61.79303	25.06726	61.01375	0.9293705	61.79354	0.9336941	61.01375	920.582	61.79354	870.4208	61.01375	990.5437	61.79354	932.2333
61.02372	0.8295093	61.80712	0.8388706	61.02372	2477.131	61.80712	1973.253	61.02372	2986.261	61.80712	2352.273	61.02321	0.8145266	61.80628	0.8232761	61.02321	2202.516	61.80628	1731.655	61.02321	2704.045	61.80628	2103.37	61.0227	0.8235999	61.80544	0.8312656	61.0227	1861.538	61.80544	1444.398	61.0227	2260.246	61.80544	1737.589	61.02219	0.8477225	61.8046	0.8551447	61.02219	1143.856	61.8046	919.2933	61.02219	1349.329	61.8046	1075.015	61.02169	0.8718479	61.80376	0.8781856	61.02169	846.9722	61.80376	743.7913	61.02169	971.4679	61.80376	846.9637	61.02118	0.8824155	61.80292	0.8686917	61.02118	788.5184	61.80292	751.7632	61.02118	893.5909	61.80292	865.397	61.02067	0.8988053	61.80208	0.8946595	61.02067	749.204	61.80208	699.9614	61.02067	833.5554	61.80208	782.3774	61.02017	0.8831952	61.80124	0.8884166	61.02017	783.8876	61.80124	725.3802	61.02017	887.5587	61.80124	816.4866	61.01966	0.9104066	61.8004	0.9131292	61.01966	766.6637	61.8004	715.3342	61.01966	842.1113	61.8004	783.3878	61.01915	0.9153865	61.79955	0.921144	61.01915	771.2684	61.79955	719.0287	61.01915	842.5604	61.79955	780.5823	61.01865	0.9067452	61.79871	0.9135134	61.01865	805.6782	61.79871	745.1824	61.01865	888.5386	61.79871	815.7324	61.01814	0.9115127	61.79787	0.920922	61.01814	853.6207	61.79787	798.9066	61.01814	936.4879	61.79787	867.5073	61.01763	0.9110067	61.79703	0.9248884	61.01763	824.519	61.79703	772.85	61.01763	905.0636	61.79703	835.6143	61.01712	0.935027	61.79619	0.9383851	61.01712	849.8179	61.79619	798.9408	61.01712	908.8699	61.79619	851.3997	61.01662	0.9409637	61.79535	0.6473292	61.01662	926.2241	61.79535	15.59577	61.01662	984.3356	61.79535	24.09249	61.01611	0.9319425	61.79451	0.9342349	61.01611	925.6414	61.79451	870.4344	61.01611	993.2387	61.79451	931.7083
61.14003	0.8288507	61.92372	0.8392566	61.14003	2468.296	61.92372	1961.524	61.14003	2977.974	61.92372	2337.216	61.14092	0.8142709	61.92424	0.8201773	61.14092	2189.554	61.92424	1716.733	61.14092	2688.976	61.92424	2093.125	61.14181	0.8233225	61.92476	0.8308535	61.14181	1851.522	61.92476	1427.609	61.14181	2248.842	61.92476	1718.244	61.1427	0.8441296	61.92528	0.8563026	61.1427	1134.244	61.92528	909.4097	61.1427	1343.685	61.92528	1062.019	61.1436	0.8715138	61.9258	0.8796024	61.1436	844.2487	61.9258	737.4549	61.1436	968.7153	61.9258	838.3958	61.14449	0.8828458	61.92632	0.869478	61.14449	789.2496	61.92632	749.1911	61.14449	893.9835	61.92632	861.6561	61.14538	0.8963081	61.92683	0.8916517	61.14538	747.0403	61.92683	697.519	61.14538	833.4637	61.92683	782.2775	61.14627	0.8851333	61.92735	0.8881903	61.14627	783.7813	61.92735	722.4391	61.14627	885.4952	61.92735	813.3832	61.14716	0.9102821	61.92787	0.9104884	61.14716	763.1257	61.92787	712.3364	61.14716	838.3399	61.92787	782.3673	61.14805	0.9158139	61.92839	0.9188881	61.14805	769.7618	61.92839	718.6182	61.14805	840.5222	61.92839	782.0519	61.14894	0.9083124	61.92891	0.9131143	61.14894	805.947	61.92891	742.6409	61.14894	887.3016	61.92891	813.3056	61.14983	0.9151283	61.92943	0.9218881	61.14983	851.3406	61.92943	794.4479	61.14983	930.2964	61.92943	861.7618	61.15072	0.9112111	61.92995	0.9284055	61.15072	826.7048	61.92995	771.6425	61.15072	907.2593	61.92995	831.1481	61.15162	0.9319739	61.93047	0.9356935	61.15162	845.6454	61.93047	794.0993	61.15162	907.3702	61.93047	848.6746	61.15251	0.9396783	61.93098	0.6632578	61.15251	925.8719	61.93098	15.98336	61.15251	985.3074	61.93098	24.09826	61.1534	0.9273169	61.9315	0.9328068	61.1534	919.1172	61.9315	868.3636	61.1534	991.1575	61.9315	930.9148
61.16357	0.8300441	61.94759	0.8413386	61.16357	2466.332	61.94759	1965.378	61.16357	2971.327	61.94759	2336.013	61.16299	0.8149725	61.94674	0.8229701	61.16299	2188.32	61.94674	1720.47	61.16299	2685.146	61.94674	2090.562	61.16242	0.8251669	61.94588	0.8327416	61.16242	1843.351	61.94588	1433.191	61.16242	2233.913	61.94588	1721.051	61.16185	0.8461044	61.94502	0.8530049	61.16185	1128.023	61.94502	910.9468	61.16185	1333.196	61.94502	1067.927	61.16127	0.8699482	61.94417	0.8780931	61.16127	840.0958	61.94417	738.058	61.16127	965.6849	61.94417	840.5236	61.1607	0.8873091	61.94331	0.8666775	61.1607	787.7784	61.94331	749.8204	61.1607	887.8287	61.94331	865.1665	61.16013	0.8975303	61.94246	0.8926316	61.16013	746.8599	61.94246	699.1725	61.16013	832.1278	61.94246	783.2711	61.15955	0.8853724	61.9416	0.8868941	61.15955	782.9703	61.9416	722.5038	61.15955	884.3401	61.9416	814.645	61.15897	0.9115416	61.94075	0.913665	61.15897	763.1078	61.94075	714.5058	61.15897	837.1619	61.94075	782.0217	61.1584	0.9143301	61.93989	0.921185	61.1584	767.3027	61.93989	719.7465	61.1584	839.1966	61.93989	781.3268	61.15783	0.9043795	61.93904	0.9124392	61.15783	802.553	61.93904	742.4133	61.15783	887.4073	61.93904	813.6579	61.15725	0.9142551	61.93818	0.9177723	61.15725	848.367	61.93818	794.3885	61.15725	927.9325	61.93818	865.5617	61.15668	0.9151019	61.93733	0.9204279	61.15668	824.715	61.93733	767.5795	61.15668	901.2274	61.93733	833.9377	61.15611	0.9327995	61.93647	0.9400063	61.15611	846.9907	61.93647	795.0154	61.15611	908.0093	61.93647	845.7554	61.15553	0.9396674	61.93562	0.6481169	61.15553	923.8669	61.93562	15.76245	61.15553	983.1851	61.93562	24.32038	61.15496	0.9321305	61.93476	0.9310542	61.15496	922.0728	61.93476	868.5309	61.15496	989.21	61.93476	932.8469
61.28088	0.828758	62.06448	0.8381326	61.28088	2458.415	62.06448	1948.954	61.28088	2966.384	62.06448	2325.353	61.28175	0.814284	62.06508	0.8228063	61.28175	2182.516	62.06508	1708.63	61.28175	2680.288	62.06508	2076.588	61.28263	0.824271	62.06567	0.8338279	61.28263	1838.018	62.06567	1418.937	61.28263	2229.871	62.06567	1701.714	61.2835	0.8458139	62.06627	0.8562323	61.2835	1123.061	62.06627	900.5387	61.2835	1327.788	62.06627	1051.746	61.28438	0.8732738	62.06687	0.8751117	61.28438	839.3239	62.06687	730.7261	61.28438	961.1235	62.06687	835.0089	61.28525	0.886023	62.06747	0.8670639	61.28525	786.446	62.06747	743.7337	61.28525	887.6135	62.06747	857.7611	61.28613	0.8949862	62.06807	0.89722	61.28613	745.4844	62.06807	696.1738	61.28613	832.9564	62.06807	775.9231	61.287	0.883092	62.06866	0.8899241	61.287	781.6909	62.06866	723.0435	61.287	885.1749	62.06866	812.4777	61.28788	0.9133225	62.06926	0.916436	61.28788	761.967	62.06926	711.9458	61.28788	834.2803	62.06926	776.8636	61.28875	0.9150866	62.06986	0.9224914	61.28875	767.6049	62.06986	715.8845	61.28875	838.8331	62.06986	776.0338	61.28963	0.9060108	62.07046	0.9138188	61.28963	801.6347	62.07046	740.696	61.28963	884.796	62.07046	810.5502	61.2905	0.9119719	62.07106	0.9222096	61.2905	848.0711	62.07106	794.5942	61.2905	929.9312	62.07106	861.62	61.29138	0.9137781	62.07166	0.9213296	61.29138	824.2145	62.07166	767.6752	61.29138	901.9854	62.07166	833.2254	61.29225	0.9328222	62.07225	0.9370619	61.29225	841.9012	62.07225	793.7529	61.29225	902.5313	62.07225	847.0656	61.29313	0.9389741	62.07285	0.6547008	61.29313	923.3469	62.07285	16.06244	61.29313	983.3571	62.07285	24.53402	61.294	0.9318249	62.07345	0.9335944	61.294	918.4698	62.07345	867.8475	61.294	985.6678	62.07345	929.5765
61.30442	0.831301	62.08788	0.8378085	61.30442	2458.899	62.08788	1949.49	61.30442	2957.893	62.08788	2326.892	61.30379	0.8148943	62.08697	0.8242862	61.30379	2178.442	62.08697	1711.081	61.30379	2673.281	62.08697	2075.834	61.30317	0.8243061	62.08606	0.8329026	61.30317	1828.263	62.08606	1418.134	61.30317	2217.942	62.08606	1702.641	61.30254	0.8464278	62.08515	0.8523252	61.30254	1116.746	62.08515	901.2217	61.30254	1319.363	62.08515	1057.368	61.30191	0.8721765	62.08423	0.8804045	61.30191	834.8857	62.08423	735.2658	61.30191	957.2439	62.08423	835.1454	61.30129	0.8827274	62.08332	0.8677146	61.30129	784.8062	62.08332	747.6434	61.30129	889.0696	62.08332	861.6236	61.30066	0.8948815	62.08241	0.8924915	61.30066	743.8565	62.08241	695.491	61.30066	831.2346	62.08241	779.269	61.30003	0.8862318	62.08149	0.8900574	61.30003	781.0919	62.08149	723.049	61.30003	881.363	62.08149	812.3621	61.29941	0.9094408	62.08058	0.9166397	61.29941	760.9756	62.08058	714.1426	61.29941	836.7511	62.08058	779.0876	61.29878	0.9136676	62.07967	0.9168631	61.29878	767.4443	62.07967	716.7823	61.29878	839.9601	62.07967	781.7767	61.29816	0.9094625	62.07875	0.9148894	61.29816	802.067	62.07875	741.3165	61.29816	881.9132	62.07875	810.2799	61.29753	0.9128138	62.07784	0.9164261	61.29753	849.616	62.07784	792.6133	61.29753	930.766	62.07784	864.8961	61.29691	0.9151928	62.07693	0.9221357	61.29691	823.2845	62.07693	769.6399	61.29691	899.5748	62.07693	834.6276	61.29628	0.9361258	62.07602	0.9396964	61.29628	845.2455	62.07602	794.1257	61.29628	902.9187	62.07602	845.0876	61.29565	0.9406818	62.0751	0.6450256	61.29565	922.2811	62.0751	15.77755	61.29565	980.439	62.0751	24.46035	61.29503	0.9305701	62.07419	0.9320596	61.29503	920.6374	62.07419	864.7748	61.29503	989.3262	62.07419	927.8107
61.44616	0.8304569	62.22501	0.8370289	61.44616	2447.325	62.22501	1935.992	61.44616	2946.961	62.22501	2312.934	61.44698	0.8132493	62.22561	0.8217484	61.44698	2167.083	62.22561	1692.366	61.44698	2664.721	62.22561	2059.47	61.4478	0.8248647	62.22621	0.8335273	61.4478	1815.045	62.22621	1394.738	61.4478	2200.416	62.22621	1673.296	61.44862	0.8443053	62.2268	0.8554528	61.44862	1105.848	62.2268	889.6986	61.44862	1309.773	62.2268	1040.032	61.44944	0.873599	62.2274	0.8747195	61.44944	830.7758	62.2274	726.0687	61.44944	950.9807	62.2274	830.0589	61.45026	0.8851178	62.228	0.8632169	61.45026	784.1105	62.228	738.3752	61.45026	885.8826	62.228	855.3763	61.45108	0.893555	62.2286	0.8953077	61.45108	740.0121	62.2286	694.7416	61.45108	828.1663	62.2286	775.9807	61.4519	0.8848385	62.22919	0.8908036	61.4519	779.7482	62.22919	720.7488	61.4519	881.2322	62.22919	809.0996	61.45272	0.913246	62.22979	0.9178724	61.45272	761.5449	62.22979	712.0662	61.45272	833.8881	62.22979	775.7791	61.45354	0.9124412	62.23038	0.9179737	61.45354	764.0361	62.23038	712.598	61.45354	837.3538	62.23038	776.2728	61.45436	0.9064603	62.23098	0.9135875	61.45436	798.5013	62.23098	739.9793	61.45436	880.9004	62.23098	809.9709	61.45518	0.9135276	62.23158	0.9175768	61.45518	845.7069	62.23158	792.547	61.45518	925.7595	62.23158	863.7391	61.456	0.9137236	62.23217	0.915762	61.456	819.6973	62.23217	763.9177	61.456	897.0955	62.23217	834.188	61.45682	0.9358874	62.23277	0.9390861	61.45682	839.0179	62.23277	790.1147	61.45682	896.4944	62.23277	841.3655	61.45765	0.944803	62.23337	0.6483249	61.45765	919.5172	62.23337	15.96954	61.45765	973.2369	62.23337	24.632	61.45847	0.9300483	62.23396	0.9323763	61.45847	914.2452	62.23396	864.2076	61.45847	983.0083	62.23396	926.8871
