"q (Å^-1)"	"Intensity (cm^-1) AB 20-34 5 mM"	"Intensity (cm^-1) Monomer random coil model"	"Intensity (cm^-1) low q slope"
0.213169300	0.00197066000000	0.00282823625157	
0.211274800	0.00253669000000	0.00286548333262	
0.209380300	0.00281172000000	0.00290330392720	
0.207485800	0.00280384000000	0.00294170383091	
0.205591300	0.00271828000000	0.00298068864267	
0.203696800	0.00332523000000	0.00302026374704	
0.201802300	0.00279883000000	0.00306043429576	
0.199907800	0.00364441000000	0.00310120518881	
0.198013300	0.00353209000000	0.00314258105470	
0.196118800	0.00337874000000	0.00318456623024	
0.194224300	0.00254175000000	0.00322716473964	
0.192329800	0.00330474000000	0.00327038027301	
0.190435300	0.00284279000000	0.00331421616436	
0.188540800	0.00324831000000	0.00335867536896	
0.186646300	0.00308695000000	0.00340376044019	
0.184751800	0.00360286000000	0.00344947350593	
0.182857300	0.00251727000000	0.00349581624438	
0.180962800	0.00346612000000	0.00354278985957	
0.179068300	0.00441160000000	0.00359039505634	
0.177173800	0.00431863000000	0.00363863201506	
0.175279300	0.00339250000000	0.00368750036594	
0.173384800	0.00458935000000	0.00373699916313	
0.171490200	0.00443656000000	0.00378712952114	
0.169595700	0.00266326000000	0.00383788397141	
0.167701200	0.00438995000000	0.00388926231189	
0.165806700	0.00421594000000	0.00394126102980	
0.163912200	0.00494680000000	0.00399387590463	
0.162017700	0.00343004000000	0.00404710198177	
0.160123200	0.00395084000000	0.00410093354637	
0.158228700	0.00519551000000	0.00415536409747	
0.156334200	0.00538555000000	0.00421038632234	
0.154439700	0.00498194000000	0.00426599207134	
0.152545200	0.00548448000000	0.00432217233326	
0.150650700	0.00497656000000	0.00437891721115	
0.148756200	0.00544664000000	0.00443621589898	
0.146861700	0.00445743000000	0.00449405665890	
0.144967200	0.00488076000000	0.00455242679955	
0.143072700	0.00534778000000	0.00461131265514	
0.141178200	0.00457633000000	0.00467069956578	
0.139283700	0.00290911000000	0.00473057185883	
0.137389200	0.00443485000000	0.00479091283164	
0.135494700	0.00576514000000	0.00485170473556	
0.133600200	0.00479735000000	0.00491292876152	
0.131705700	0.00501318000000	0.00497456502711	
0.129811200	0.00393742000000	0.00503659256541	
0.127916700	0.00550881000000	0.00509898931557	
0.126022200	0.00590569000000	0.00516173211527	
0.124127700	0.00587902000000	0.00522479669522	
0.122233200	0.00784870000000	0.00528815767566	
0.120338700	0.00595367000000	0.00535178856512	
0.118444200	0.00679774000000	0.00541566176139	
0.116549700	0.00748030000000	0.00547974855487	
0.114655200	0.00681420000000	0.00554401913431	
0.112760600	0.00542582000000	0.00560844599920	
0.110866100	0.00580603000000	0.00567299036000	
0.108971600	0.00566466000000	0.00573762255752	
0.107077100	0.00637196000000	0.00580230848311	
0.105182600	0.00554421000000	0.00586701299443	
0.103288100	0.00808072000000	0.00593169993733	
0.101393600	0.00636833000000	0.00599633217043	
0.099499120	0.00674886000000	0.00606087091207	
0.097604620	0.00639498000000	0.00612527849510	
0.095710120	0.00537174000000	0.00618951431169	
0.093815610	0.00658494000000	0.00625353791370	
0.091921110	0.00817485000000	0.00631730701928	
0.090026610	0.00804073000000	0.00638077958300	
0.088132100	0.00711093000000	0.00644391281989	
0.086237600	0.00605133000000	0.00650666226064	
0.084343100	0.00631845000000	0.00656898380191	
0.082448590	0.00857629000000	0.00663083274982	
0.080554090	0.00572957000000	0.00669216290668	
0.078659590	0.00738812000000	0.00675292858873	
0.076765080	0.00846963000000	0.00681308369435	
