time/h	150 nM B6	150 nM B6	150 nM B6	150 nM B6	75 nM B6	75 nM B6	75 nM B6	75 nM B6	38 nM B6	38 nM B6	38 nM B6	38 nM B6	19 nM B6	19 nM B6	19 nM B6	19 nM B6	9.4 nM B6	9.4 nM B6	9.4 nM B6	9.4 nM B6	4.7 nM B6	4.7 nM B6	4.7 nM B6	4.7 nM B6	2.3 nM B6	2.3 nM B6	2.3 nM B6	2.3 nM B6	Ab42 alone	Ab42 alone	Ab42 alone	Ab42 alone
46.021	9617.0	9068.0	11011	9740.0	9588.0	10316	9397.0	13625																								
46.041	9307.0	9212.0	10587	9751.0	9573.0	10667	9458.0	14128																								
46.063	9485.0	9079.0	11198	9735.0	9803.0	10762	9774.0	13235																								
46.084	9201.0	9338.0	11148	9747.0	9439.0	10580	9772.0	13526																								
46.104	9797.0	9235.0	10740	9678.0	9502.0	10399	9505.0	13633																								
46.125	9330.0	9264.0	10943	10324	9480.0	10760	9683.0	14057																								
46.146	9460.0	9232.0	10853	10085	9762.0	10634	9384.0	13799																								
46.166	9062.0	9254.0	10782	10139	9181.0	10718	9626.0	14086																								
46.188	9102.0	9283.0	11021	9932.0	9741.0	10429	9750.0	14252																								
46.209	9137.0	9220.0	10680	9834.0	9724.0	10480	9278.0	13869																								
46.229	9123.0	9373.0	10978	10035	9613.0	10599	9395.0	13534																								
46.250	9221.0	9129.0	10959	9947.0	9881.0	10765	9502.0	13889																								
46.271	9305.0	9374.0	10974	10153	9558.0	10738	9586.0	14334																								
46.291	9179.0	9351.0	10956	9425.0	9393.0	10536	9611.0	14228																								
46.312	9349.0	9187.0	11142	10063	9585.0	10454	9385.0	13995																								
46.334	9150.0	8973.0	11069	9896.0	9770.0	10729	9719.0	13399																								
46.354	9499.0	9350.0	11004	9992.0	9518.0	9907.0	9682.0	13698																								
46.375	9540.0	9242.0	11085	9955.0	9387.0	10590	9445.0	13815																								
46.396	8935.0	9159.0	10423	9691.0	9598.0	10775	9630.0	13728																								
46.416	9162.0	9170.0	10761	9741.0	9402.0	10364	9297.0	14427																								
46.437	9364.0	9264.0	11091	10034	9466.0	10868	9254.0	13858																								
46.459	9133.0	9218.0	11188	10007	9395.0	10422	9488.0	13705																								
46.479	9368.0	9145.0	10842	9550.0	9859.0	10822	9524.0	14122																								
46.500	9070.0	8810.0	10845	9801.0	9587.0	10213	9418.0	14141																								
46.521	9252.0	9335.0	10823	9917.0	9696.0	10467	8981.0	13683																								
46.541	9341.0	9290.0	10777	9464.0	9591.0	10410	9726.0	14324																								
46.562	9132.0	9027.0	10931	10065	9791.0	10909	9424.0	14171																								
46.584	9051.0	9219.0	10645	10168	9570.0	10551	9335.0	14268																								
46.604	9009.0	8810.0	11071	9730.0	9606.0	10945	9285.0	14556																								
46.625	9271.0	9266.0	10664	9889.0	9859.0	11006	9543.0	14512																								
46.646	9250.0	9129.0	10981	9739.0	9693.0	10685	9450.0	14440																								
46.666	9249.0	9176.0	10873	9866.0	9715.0	10256	9570.0	14311																								
46.688	9080.0	9165.0	10906	9885.0	9790.0	10609	9525.0	14004																								
46.709	9497.0	9357.0	11042	10078	9691.0	10562	9419.0	14075																								
46.729	9431.0	9144.0	11617	9694.0	9837.0	10917	9613.0	14434																								
46.750	9203.0	9456.0	10888	9881.0	9570.0	10505	9228.0	13956																								
46.771	9425.0	9106.0	10479	9846.0	9661.0	10673	9213.0	14081																								
46.791	9422.0	9433.0	10545	9948.0	9809.0	10561	9631.0	14603																								
46.813	9323.0	9153.0	10764	9628.0	9741.0	10581	9452.0	14571																								
46.834	9172.0	9391.0	10692	9770.0	9638.0	10582	9655.0	14269																								
46.854	9152.0	9270.0	11099	9885.0	9600.0	10630	9521.0	14566																								
46.875	8871.0	9378.0	10945	10201	9649.0	10325	9331.0	14349																								
46.896	9557.0	9161.0	10794	10111	9626.0	11053	9312.0	14479																								
46.916	9626.0	9313.0	10735	9928.0	9596.0	10385	9369.0	14120																								
46.937	8968.0	9239.0	10872	9865.0	9714.0	10648	9768.0	14426																								
46.959	9614.0	9018.0	10611	10012	9864.0	10863	9714.0	14403																								
46.979	9367.0	9218.0	10800	10048	9449.0	10651	9433.0	15039																								
47.000	9231.0	9188.0	10758	10218	9550.0	10844	9400.0	14339																								
47.021	9331.0	9112.0	10881	9645.0	9392.0	10697	9264.0	14106																								
47.041	9284.0	9414.0	11015	9751.0	9443.0	10592	9686.0	14709																								
47.062	9053.0	9129.0	10902	9692.0	9545.0	10501	9866.0	14717																								
47.084	9361.0	9708.0	10705	9757.0	9607.0	10617	9571.0	14627																								
47.104	9444.0	8993.0	10862	10201	9656.0	10682	9272.0	14321																								
47.125	9314.0	9133.0	10973	9796.0	10030	11233	9343.0	14722																								
47.146	9201.0	8977.0	10710	9620.0	9838.0	10691	9847.0	14904																								
47.166	9433.0	9151.0	10882	10007	9923.0	10555	9485.0	14771																								
47.187	9353.0	9295.0	10574	9845.0	9770.0	10454	9793.0	14855																								
47.209	9421.0	9360.0	10983	9919.0	9919.0	10777	9307.0	15232																								
47.229	9079.0	9043.0	10664	10045	9906.0	10610	9566.0	14519																								
47.250	9209.0	9244.0	10660	9671.0	9765.0	10538	9506.0	15199																								
47.271	9412.0	9176.0	10975	10152	9808.0	10608	9580.0	14995																								
47.291	9122.0	9077.0	10849	9958.0	9618.0	10582	9788.0	14837																								
47.313	9370.0	8851.0	10728	10515	10022	10541	9593.0	15098																								
47.334	9213.0	9447.0	10542	9829.0	9573.0	10629	9699.0	15001																								
47.354	8881.0	8946.0	10887	9960.0	9639.0	10695	9470.0	15485																								
47.375	9363.0	9306.0	11179	10392	9669.0	10719	9712.0	15523																								
47.396	9181.0	9075.0	10809	9941.0	9732.0	10803	9295.0	15281																								
47.416	9185.0	9268.0	10908	9908.0	9591.0	10556	9501.0	15250																								
47.438	9270.0	9101.0	11150	10058	9698.0	10514	9648.0	15095																								
47.459	9129.0	8993.0	11075	9989.0	9798.0	10800	9246.0	15041																								
47.479	9252.0	9418.0	10404	9961.0	9635.0	11122	9716.0	14793																								
47.500	9056.0	9089.0	11116	9827.0	9934.0	10722	9678.0	15159																								
47.521	9579.0	8981.0	10528	10224	9647.0	10745	9469.0	15239																								
47.541	9206.0	9115.0	10837	9974.0	9784.0	10838	9598.0	15288																								
47.562	9138.0	9096.0	11023	9794.0	9460.0	10761	9336.0	15013																								
47.584	9062.0	9188.0	11011	9772.0	9667.0	10767	9339.0	15164																								
47.604	9164.0	9253.0	11082	9681.0	9888.0	10986	9540.0	15457																								
47.625	9367.0	8959.0	10883	9455.0	10054	10539	9623.0	15067																								
47.646	8884.0	9373.0	10613	9780.0	9678.0	10209	9513.0	15576																								
47.666	9042.0	9191.0	10781	9956.0	9388.0	10846	9379.0	15173																								
47.687	9272.0	9038.0	10697	9614.0	9765.0	10649	9549.0	15658																								
47.709	9443.0	9311.0	10639	10417	9885.0	10873	9806.0	15649																								
47.729	9146.0	9384.0	10866	9936.0	9754.0	10769	9401.0	15400																								
47.750	9396.0	9028.0	10878	10058	9806.0	10450	9389.0	15453																								
47.771	9214.0	8995.0	10969	10027	9644.0	10669	9592.0	15235																								
47.791	9195.0	9461.0	10945	9936.0	9692.0	10537	9390.0	15898																								
47.812	9332.0	9415.0	10362	9829.0	9979.0	10608	9750.0	15640																								
47.834	9370.0	8952.0	10744	10016	9717.0	10375	9135.0	15753																								
47.854	9120.0	9130.0	10849	10009	9627.0	10931	9600.0	15398																								
47.875	9536.0	9152.0	10501	10035	9744.0	10802	9723.0	15826																								
47.896	9066.0	9190.0	11109	10092	9879.0	10415	9827.0	15895																								
47.916	8898.0	8786.0	10951	9764.0	9850.0	10848	9360.0	15887																								
47.938	9302.0	9289.0	10678	10133	10098	10361	9434.0	15208																								
47.959	9571.0	9291.0	11100	9888.0	9875.0	10930	9814.0	15744																								
47.979	9764.0	9037.0	10976	9753.0	9917.0	10613	9447.0	15720																								
48.000	8849.0	9433.0	10814	9647.0	9712.0	10769	9575.0	15739																								
48.021	9339.0	9058.0	10705	10146	9874.0	10880	9507.0	15706																								
48.041	9392.0	9056.0	10755	9934.0	9539.0	10689	9375.0	15607																								
48.063	9575.0	9244.0	10762	10166	9732.0	10779	9938.0	16239																								
48.084	9262.0	9069.0	10700	9960.0	10239	10573	9699.0	15728																								
48.104	9292.0	9304.0	10883	9855.0	10107	10832	9315.0	16039																								
48.125	9414.0	8961.0	10836	9959.0	9919.0	10977	9610.0	15881																								
48.146	9147.0	9093.0	10931	9907.0	9662.0	10710	9498.0	16089																								
48.166	9395.0	9366.0	10852	9941.0	9918.0	10650	9973.0	15635																								
48.187	9086.0	9222.0	10756	9771.0	9643.0	10522	9831.0	16283																								
48.209	9471.0	9256.0	10801	9877.0	10016	10551	9498.0	15954																								
48.229	9283.0	9396.0	10569	9752.0	10329	11039	9483.0	15873																								
48.250	9314.0	9350.0	10408	9935.0	10245	10972	9650.0	16360																								
48.271	9130.0	8640.0	11109	10125	10108	10529	9545.0	15872																								
48.291	9217.0	8951.0	10718	9677.0	10038	10555	9541.0	16348																								
48.312	9411.0	9017.0	10990	10052	9903.0	10646	9511.0	16188																								
48.334	9271.0	9532.0	11007	10078	9749.0	10898	9585.0	16629																								
48.354	9199.0	9076.0	10737	9721.0	9756.0	10775	9235.0	16865																								
48.375	8929.0	9365.0	10804	10005	10117	10632	9248.0	16567																								
48.396	9236.0	9045.0	11151	9780.0	10406	10961	9316.0	16636																								
48.416	9242.0	9574.0	11152	10140	9957.0	11038	9824.0	16353																								
48.437	9453.0	9215.0	11002	10163	10147	10982	9235.0	16631																								
48.459	9058.0	9268.0	10878	10088	9928.0	11173	9514.0	16445																								
48.479	9527.0	9364.0	10566	9815.0	9955.0	10792	9214.0	16480																								
48.500	9178.0	9050.0	10925	10144	10068	10788	9493.0	16819																								
48.521	9225.0	8981.0	11104	9727.0	10387	10924	9678.0	16709																								
48.541	8931.0	9150.0	10941	9982.0	10232	10613	9697.0	16666																								
48.563	9058.0	9380.0	10800	10193	10052	11028	9356.0	16939																								
48.584	9441.0	9037.0	10710	9826.0	9741.0	11122	9775.0	17018																								
48.604	9138.0	9361.0	10867	9801.0	10178	10876	9437.0	16871																								
48.625	9324.0	9045.0	11249	9889.0	9869.0	10831	9713.0	17072																								
48.646	8979.0	9265.0	10896	9666.0	9827.0	10751	9722.0	17050																								
48.666	9122.0	9427.0	10713	10018	10416	10520	9510.0	17342																								
48.688	9285.0	9228.0	10828	10026	10287	10747	9428.0	16829																								
48.709	8998.0	9323.0	10800	10053	10042	10814	9693.0	17377																								
48.729	9443.0	9403.0	10806	9906.0	9930.0	10872	9662.0	17123																								
48.750	9487.0	9531.0	10712	9783.0	10287	10634	9514.0	17069																								
48.771	9122.0	9328.0	11006	9945.0	9963.0	10914	9559.0	17423																								
48.791	9258.0	9133.0	11028	10067	10029	10897	9358.0	17347																								
48.812	9620.0	9507.0	11166	9919.0	10494	10783	9557.0	17878																								
48.834	9133.0	9566.0	10692	10034	9801.0	10541	9664.0	17437																								
48.854	9093.0	9314.0	10770	9840.0	10374	10823	9770.0	17689																								
48.875	8931.0	9292.0	10612	10063	10365	10816	9430.0	17648																								
48.896	9081.0	8889.0	10752	10081	10353	11024	9615.0	17196																								
48.916	9259.0	9081.0	11064	9662.0	10174	10640	9656.0	17659																								
48.937	9253.0	9420.0	10903	10003	10044	10966	9949.0	17979																								
48.959	9261.0	9163.0	11012	10069	10192	10902	9322.0	17849																								
48.979	9333.0	9185.0	10964	10078	10290	10947	9438.0	17992																								
49.000	9389.0	8972.0	10727	9822.0	10372	10638	9322.0	18056																								
49.021	9022.0	8801.0	11079	10163	10284	10915	9832.0	17990																								
49.041	9272.0	8926.0	11198	9982.0	10200	10705	9360.0	17775																								
49.062	9067.0	9399.0	10811	9587.0	10357	10814	9825.0	18136																								
49.084	9270.0	9252.0	11159	9790.0	10216	10683	9514.0	18115																								
49.104	9413.0	8963.0	10809	9994.0	10137	10639	9442.0	18046																								
49.125	9254.0	9252.0	10883	10045	10404	11121	9509.0	18363																								
49.146	9309.0	9394.0	11224	9871.0	10232	10745	9575.0	18214																								
49.166	9399.0	9138.0	10857	9863.0	10319	10955	9945.0	17686																								
49.188	9309.0	9302.0	10956	10369	10724	10956	9618.0	18530																								
49.209	9211.0	9219.0	10706	10091	10392	10938	9824.0	18819																								
49.229	9291.0	9381.0	10866	9904.0	10391	11088	9676.0	18289																								
49.250	9371.0	9355.0	10721	10236	10349	10949	9784.0	18667																								
49.271	8865.0	9104.0	10981	9831.0	10283	10861	9693.0	18496																								
49.291	9363.0	9269.0	11316	9977.0	10539	10830	9701.0	18922																								
49.313	9195.0	9409.0	11021	9858.0	10271	10772	9301.0	18522																								
49.334	9195.0	9370.0	11118	10019	10417	10621	9417.0	19020																								
49.354	9093.0	9151.0	10981	10151	10577	10727	9218.0	19433																								
49.375	8985.0	9468.0	10632	10090	10357	10644	9701.0	19245																								
49.396	9223.0	9147.0	10831	10271	10822	10807	9805.0	19369																								
49.416	9461.0	9219.0	10764	10023	10555	10610	9397.0	19104																								
49.437	9097.0	9319.0	11002	9895.0	10551	10993	9479.0	19306																								
49.459	9408.0	9390.0	10738	9955.0	10544	10995	9538.0	19245																								
49.479	9165.0	9287.0	11027	9715.0	10696	10719	9597.0	19288																								
49.500	9014.0	9311.0	11170	10047	10762	10482	9387.0	19525																								
49.521	9303.0	9307.0	10752	9820.0	10681	10775	9820.0	19669																								
49.541	9123.0	9351.0	10957	10011	10346	10916	9349.0	19641																								
49.562	9310.0	9496.0	10733	9810.0	10439	11063	9700.0	19605																								
49.584	9130.0	9370.0	10882	9938.0	10709	11002	9299.0	20052																								
49.604	9202.0	9272.0	10785	9767.0	10866	10795	9985.0	20030																								
49.625	9334.0	9094.0	10544	10246	10523	11210	9803.0	20323																								
49.646	9270.0	8931.0	10718	10199	10665	10694	9675.0	20013																								
49.666	9368.0	9193.0	10626	10288	10716	10527	9665.0	20100																								
49.687	9179.0	9116.0	10689	9926.0	10796	11021	9630.0	19859																								
49.709	9238.0	9623.0	10998	10104	11210	10952	9854.0	20608																								
49.729	9559.0	9034.0	10747	10047	10839	11038	9891.0	20459																								
49.750	9174.0	9090.0	10776	10234	11011	11052	9085.0	20784																								
49.771	8877.0	9294.0	11068	9752.0	10617	10739	9705.0	21081																								
49.791	9133.0	9239.0	10991	10154	11063	11004	9367.0	20920																								
49.813	9545.0	9154.0	10921	9889.0	10804	10756	9631.0	20819																								
49.834	9118.0	9008.0	10699	10394	10747	11080	9268.0	21051																								
49.854	9041.0	9243.0	10695	10127	11008	10938	9740.0	21492																								
49.875	9401.0	8997.0	10903	9963.0	10893	11071	9814.0	21246																								
49.896	9112.0	9139.0	10818	10124	11075	11070	9538.0	21251																								
49.916	9318.0	9266.0	10904	9884.0	11012	10712	9587.0	21340																								
49.938	9334.0	9113.0	10825	10142	11493	10733	9654.0	21349																								
