time/h	150 nM B6	150 nM B6	150 nM B6	150 nM B6	75 nM B6	75 nM B6	75 nM B6	75 nM B6	38 nM B6	38 nM B6	38 nM B6	38 nM B6	19 nM B6	19 nM B6	19 nM B6	19 nM B6	9.4 nM B6	9.4 nM B6	9.4 nM B6	9.4 nM B6	4.7 nM B6	4.7 nM B6	4.7 nM B6	4.7 nM B6	2.3 nM B6	2.3 nM B6	2.3 nM B6	2.3 nM B6	Ab42 alone	Ab42 alone	Ab42 alone	Ab42 alone
38.875	9673.0	9733.0	10885	9537.0	9346.0	10027	9329.0	11574																								
38.896	9148.0	9640.0	10955	9322.0	9407.0	10053	9430.0	11430																								
38.916	9250.0	9347.0	10964	9673.0	9017.0	10014	9463.0	11217																								
38.937	9462.0	9068.0	10669	9610.0	9344.0	10118	9865.0	11294																								
38.959	9132.0	9105.0	10747	9816.0	9274.0	9976.0	9338.0	11854																								
38.979	9509.0	9232.0	10583	9750.0	9114.0	10064	9477.0	11436																								
39.000	9325.0	8888.0	10869	9821.0	9234.0	10068	9363.0	11132																								
39.021	9207.0	9241.0	10884	10147	9469.0	9977.0	9227.0	11421																								
39.041	9311.0	9388.0	10507	9885.0	9424.0	10036	9575.0	11500																								
39.062	8999.0	9403.0	10790	9284.0	9153.0	10059	9826.0	11298																								
39.084	9324.0	9306.0	10869	9518.0	9117.0	10308	9205.0	11439																								
39.104	9272.0	9052.0	10640	9440.0	9337.0	10241	9452.0	11689																								
39.125	9380.0	9431.0	10611	9851.0	9250.0	10084	9457.0	11482																								
39.146	9396.0	9009.0	10894	9601.0	9262.0	10133	9331.0	11653																								
39.166	9402.0	9528.0	10948	9942.0	9481.0	10203	9435.0	11528																								
39.188	9359.0	8989.0	11143	9533.0	9255.0	10382	9447.0	11515																								
39.209	9101.0	9500.0	11220	9576.0	9367.0	10138	9468.0	11665																								
39.229	9480.0	9214.0	11041	9539.0	9236.0	9968.0	9517.0	11583																								
39.250	9356.0	9251.0	10797	9632.0	9449.0	10211	9262.0	11543																								
39.271	9154.0	9086.0	11295	9696.0	9279.0	9769.0	9638.0	11106																								
39.291	9515.0	9634.0	10977	9932.0	9415.0	10144	9398.0	11386																								
39.312	9437.0	9256.0	10804	9640.0	9497.0	10253	9365.0	11214																								
39.334	9319.0	8835.0	10587	9865.0	9649.0	10426	9201.0	11533																								
39.354	9480.0	9345.0	10939	9804.0	9668.0	10171	9614.0	11358																								
39.375	9201.0	8900.0	11020	9552.0	9261.0	9949.0	9575.0	11589																								
39.396	9354.0	9138.0	11167	9739.0	9579.0	10144	9426.0	11317																								
39.416	9395.0	9396.0	10584	9470.0	9277.0	10030	9602.0	11073																								
39.437	9178.0	9023.0	10773	9595.0	9537.0	9789.0	9587.0	11069																								
39.459	9259.0	9062.0	10727	9763.0	9047.0	10319	9408.0	11550																								
39.479	9386.0	9495.0	10945	9642.0	9373.0	10208	9407.0	11600																								
39.500	9360.0	9343.0	11036	9558.0	9263.0	10313	9153.0	11532																								
39.521	9276.0	9363.0	10978	9540.0	9040.0	9864.0	9497.0	11739																								
39.541	9308.0	9479.0	10908	9809.0	9397.0	10247	9447.0	11465																								
39.562	9379.0	9286.0	10934	9646.0	9246.0	10454	9440.0	11666																								
39.584	9467.0	9384.0	10849	9804.0	9097.0	10268	9112.0	11657																								
39.604	9128.0	9515.0	10690	9867.0	9148.0	9828.0	9174.0	11242																								
39.625	9445.0	9166.0	10572	9968.0	9272.0	10118	9201.0	11694																								
39.646	9740.0	9545.0	11216	9845.0	9333.0	9962.0	9499.0	11342																								
39.666	9125.0	9691.0	10854	9711.0	9455.0	10066	9571.0	11346																								
39.687	9370.0	9278.0	11234	9857.0	9170.0	10350	9166.0	11882																								
39.709	9372.0	9285.0	10832	9666.0	9421.0	9858.0	9203.0	11824																								
39.729	9264.0	9056.0	10569	9877.0	9514.0	10066	9329.0	11131																								
39.750	9304.0	9086.0	10838	9916.0	9308.0	10145	9516.0	11317																								
39.771	9192.0	9610.0	10576	9726.0	9167.0	10221	9282.0	11367																								
39.791	9432.0	9184.0	11075	9921.0	9475.0	10101	9479.0	11315																								
39.813	9214.0	9315.0	11014	9804.0	9220.0	10427	9361.0	11992																								
39.834	9565.0	9810.0	10843	9791.0	9524.0	10284	9486.0	11810																								
39.854	9421.0	9413.0	10630	9420.0	8757.0	10039	9246.0	12101																								
39.875	9266.0	9174.0	10777	10021	9493.0	10111	9768.0	11548																								
39.896	9130.0	9223.0	10811	9439.0	9405.0	10161	9476.0	11393																								
39.916	9153.0	9626.0	10662	9616.0	9460.0	10263	9439.0	11557																								
39.937	9516.0	9457.0	10742	9457.0	9720.0	10204	9887.0	11809																								
39.959	9656.0	9172.0	10711	9624.0	9470.0	9976.0	9841.0	11325																								
39.979	9360.0	9158.0	10887	9346.0	9410.0	10197	9349.0	11498																								
40.000	9461.0	9364.0	11046	9756.0	9272.0	9905.0	9487.0	11778																								
40.021	9207.0	8810.0	11133	9849.0	9262.0	10525	9891.0	11587																								
40.041	9551.0	9306.0	11008	9834.0	9238.0	10232	9339.0	11458																								
40.062	9693.0	9272.0	10836	9594.0	9384.0	10510	9269.0	11766																								
40.084	9252.0	9463.0	10893	9746.0	9171.0	10341	8916.0	11670																								
40.104	9448.0	9093.0	11034	9840.0	9332.0	10434	9504.0	11167																								
40.125	9308.0	9274.0	10860	9737.0	9385.0	10263	9381.0	11398																								
40.146	9164.0	9349.0	11221	9921.0	9097.0	10471	9628.0	11683																								
40.166	9167.0	9536.0	10823	9841.0	9080.0	10287	9722.0	11797																								
40.187	9460.0	9077.0	10902	9722.0	9695.0	10062	9335.0	11502																								
40.209	9471.0	9193.0	10970	9502.0	9353.0	10310	9473.0	11381																								
40.229	9142.0	9297.0	10834	9803.0	9574.0	10178	9457.0	11593																								
40.250	9178.0	9406.0	10796	10022	9831.0	10399	9193.0	11794																								
40.271	9488.0	9562.0	10706	9864.0	9459.0	10199	9463.0	11727																								
40.291	9288.0	9482.0	11080	9886.0	9311.0	10282	9410.0	11605																								
40.312	9262.0	9158.0	10703	9761.0	9478.0	10064	9292.0	11286																								
40.334	9296.0	9212.0	10691	9636.0	9630.0	10020	9149.0	11935																								
40.354	9449.0	9356.0	10837	9508.0	9476.0	10149	9549.0	11452																								
40.375	9381.0	8869.0	10928	9882.0	9160.0	10226	9614.0	11223																								
40.396	9312.0	9067.0	10667	9569.0	9613.0	10022	9563.0	11744																								
40.416	9447.0	9467.0	10735	9407.0	9297.0	10213	9603.0	11647																								
40.438	9227.0	9422.0	10326	9777.0	9168.0	10284	9744.0	11661																								
40.459	9193.0	9460.0	10769	9966.0	9230.0	10076	9373.0	11523																								
40.479	9542.0	9185.0	10883	10011	9384.0	10146	9419.0	11611																								
40.500	9393.0	9093.0	10704	9671.0	9367.0	9887.0	9576.0	11637																								
40.521	9197.0	8949.0	10722	9652.0	9546.0	10031	9340.0	11758																								
40.541	9453.0	8913.0	10985	9953.0	9404.0	10249	9429.0	11892																								
40.563	9108.0	9245.0	11170	9903.0	9180.0	10207	9515.0	11931																								
40.584	9200.0	9172.0	10688	9574.0	9443.0	10245	9426.0	11469																								
40.604	9169.0	9191.0	10713	10224	9538.0	9862.0	9058.0	11763																								
40.625	9300.0	9216.0	11005	9818.0	9111.0	10193	9500.0	11521																								
40.646	9392.0	9267.0	10585	9627.0	9310.0	10039	9665.0	11724																								
40.666	9338.0	9189.0	11125	9763.0	9055.0	10234	9557.0	11626																								
40.687	9131.0	9128.0	10715	9846.0	9561.0	10343	9320.0	11799																								
40.709	8981.0	9280.0	10864	10056	9425.0	10312	9383.0	11924																								
40.729	9401.0	9333.0	10628	9804.0	9572.0	10328	9613.0	11895																								
40.750	9236.0	8976.0	11296	9757.0	9280.0	10455	9718.0	12023																								
40.771	9474.0	9082.0	10716	9769.0	9415.0	10231	9512.0	11906																								
40.791	9365.0	9155.0	10875	10305	9493.0	10080	9777.0	11767																								
40.812	9361.0	9503.0	10678	9821.0	9541.0	9909.0	9311.0	11887																								
40.834	9235.0	8874.0	10747	9603.0	9347.0	10282	9543.0	11684																								
40.854	9185.0	9433.0	10946	9695.0	9165.0	10227	9410.0	11668																								
40.875	9164.0	9383.0	10765	9840.0	9322.0	10349	9072.0	11692																								
40.896	9229.0	9301.0	10991	9589.0	9436.0	10217	9482.0	12095																								
40.916	9492.0	9090.0	10663	9841.0	9035.0	9886.0	9464.0	11834																								
40.937	9097.0	9510.0	11061	9705.0	9413.0	10195	9516.0	11687																								
40.959	9214.0	9228.0	10770	9851.0	9454.0	10047	9439.0	11943																								
40.979	9553.0	9098.0	11004	9552.0	9327.0	10091	9598.0	11913																								
41.000	9306.0	9035.0	11031	9556.0	9603.0	10028	9587.0	12035																								
41.021	9187.0	9181.0	11350	9912.0	9134.0	10124	9271.0	12154																								
41.041	9433.0	9317.0	10831	9739.0	9229.0	10578	9644.0	12028																								
41.063	9517.0	9317.0	10828	9824.0	9147.0	10078	9284.0	11743																								
41.084	9532.0	9604.0	11200	9694.0	9471.0	10158	9362.0	11720																								
41.104	9237.0	9138.0	10934	9636.0	9620.0	10054	9329.0	11960																								
41.125	9311.0	9317.0	11095	9965.0	9645.0	10317	9809.0	12040																								
41.146	9381.0	9073.0	11179	9412.0	9435.0	10145	9332.0	11538																								
41.166	9016.0	9515.0	10637	10036	9324.0	10500	9483.0	12002																								
41.188	9402.0	9027.0	10874	9883.0	9275.0	10202	9410.0	11336																								
41.209	9433.0	9214.0	10708	9532.0	9499.0	10339	9460.0	11728																								
41.229	9507.0	9261.0	10577	9832.0	9067.0	10449	9464.0	12097																								
41.250	9195.0	8949.0	10794	9789.0	9440.0	10527	9558.0	11909																								
41.271	9415.0	9444.0	10944	9893.0	9429.0	10088	9611.0	11934																								
41.291	9297.0	9568.0	10930	9667.0	9519.0	10064	9244.0	12096																								
41.312	9398.0	8982.0	10853	9853.0	9811.0	10207	9629.0	11889																								
41.334	9070.0	9132.0	10741	10193	9210.0	10202	9224.0	11948																								
41.354	9448.0	9254.0	11046	9964.0	9436.0	10238	9355.0	11983																								
41.375	8895.0	9293.0	11028	9822.0	9162.0	10103	9592.0	12009																								
41.396	9268.0	9292.0	10684	9618.0	9438.0	10588	9382.0	11931																								
41.416	9325.0	9412.0	11057	9606.0	9716.0	10010	9605.0	12551																								
41.437	9196.0	9467.0	10914	9960.0	9461.0	10498	9690.0	12123																								
41.459	9004.0	9070.0	10678	9678.0	9231.0	10564	9366.0	12236																								
41.479	9642.0	9328.0	10901	9632.0	9535.0	10132	9515.0	11810																								
41.500	8997.0	9310.0	10791	9649.0	9197.0	10081	9617.0	11835																								
41.521	9390.0	9250.0	11125	9600.0	9365.0	10335	9339.0	12006																								
41.541	9163.0	9238.0	10629	9827.0	9457.0	10480	9512.0	12114																								
41.562	9149.0	9247.0	10942	9703.0	9384.0	10590	9637.0	11734																								
41.584	9149.0	9395.0	10840	9892.0	9405.0	10106	9536.0	11885																								
41.604	9243.0	9121.0	10790	9763.0	9547.0	10205	9605.0	11883																								
41.625	9431.0	9277.0	10929	9774.0	9281.0	10022	9222.0	11882																								
41.646	9176.0	9159.0	10440	9647.0	9236.0	10326	9404.0	11967																								
41.666	9095.0	9059.0	10652	9437.0	9153.0	10206	9483.0	12281																								
41.688	9551.0	9676.0	10884	9979.0	9293.0	10526	9373.0	11857																								
41.709	9353.0	9220.0	10847	9768.0	8857.0	10141	9301.0	11968																								
41.729	9414.0	9254.0	10712	9931.0	9346.0	10261	9665.0	11823																								
41.750	9243.0	9509.0	10635	9647.0	9414.0	10477	9656.0	12467																								
41.771	9371.0	9184.0	10866	9880.0	9491.0	10164	9499.0	11989																								
41.791	9259.0	9166.0	10727	9677.0	8930.0	10535	9158.0	12255																								
41.813	9323.0	9143.0	10636	9353.0	9598.0	10175	9501.0	12068																								
41.834	9309.0	9498.0	10950	9593.0	9019.0	10259	9678.0	12195																								
41.854	9326.0	9233.0	10928	9803.0	9337.0	10256	9634.0	11939																								
41.875	9501.0	9289.0	10656	9856.0	9525.0	10402	9587.0	11712																								
41.896	9582.0	9345.0	10853	9642.0	9097.0	10114	9465.0	12154																								
41.916	9355.0	9239.0	10802	9900.0	9004.0	10269	9538.0	11944																								
41.937	9553.0	9482.0	10739	9749.0	9132.0	10690	9749.0	12167																								
41.959	9050.0	9344.0	10711	9634.0	9351.0	10428	9513.0	12227																								
41.979	9448.0	9119.0	10993	9745.0	9571.0	10696	9604.0	12178																								
42.000	9209.0	9509.0	10837	9576.0	9475.0	10312	9546.0	12322																								
42.021	9441.0	9429.0	10929	9651.0	9395.0	10185	9467.0	11948																								
42.041	9199.0	9354.0	11125	9688.0	9177.0	10465	9648.0	11636																								
42.062	9183.0	9246.0	11009	9710.0	9331.0	10338	9416.0	12051																								
42.084	9461.0	9301.0	10727	9574.0	9307.0	10360	9652.0	12205																								
42.104	9474.0	9409.0	10650	9702.0	9441.0	10177	9539.0	12354																								
42.125	9093.0	9257.0	10998	9651.0	9382.0	10127	9583.0	12350																								
42.146	9667.0	9450.0	10735	9502.0	9171.0	9952.0	9313.0	11694																								
42.166	9139.0	9303.0	10759	9974.0	9795.0	10249	9441.0	12164																								
42.187	9105.0	9219.0	11034	9742.0	9377.0	10284	9561.0	12052																								
42.209	9182.0	9253.0	10602	9553.0	8932.0	10196	9482.0	12123																								
42.229	9450.0	8897.0	11021	9597.0	9213.0	10338	9553.0	12343																								
42.250	9438.0	9111.0	10703	9797.0	9085.0	10421	9516.0	12100																								
42.271	9053.0	9376.0	11083	9622.0	9497.0	10325	9241.0	12010																								
42.291	9350.0	9237.0	10663	9822.0	9381.0	10201	9391.0	12504																								
42.313	9095.0	9355.0	11007	9510.0	8962.0	9999.0	9458.0	12046																								
42.334	9287.0	9214.0	10650	9561.0	9415.0	10513	9607.0	12292																								
42.354	9497.0	9145.0	10722	9976.0	9339.0	10481	9318.0	12409																								
42.375	9109.0	9152.0	10612	9670.0	9432.0	10515	9368.0	12185																								
42.396	9306.0	9446.0	10739	9585.0	9319.0	10391	9153.0	12291																								
42.416	9209.0	9515.0	10855	9598.0	9575.0	10320	9609.0	11988																								
42.438	9370.0	9101.0	10766	9749.0	9152.0	10293	9368.0	12309																								
42.459	9447.0	9292.0	11019	9847.0	9456.0	10375	8939.0	12196																								
42.479	9375.0	9671.0	10847	9914.0	9300.0	9873.0	9443.0	11893																								
42.500	9274.0	8932.0	10811	9567.0	9476.0	10592	9490.0	11827																								
42.521	9438.0	9108.0	10807	9654.0	9009.0	10303	9430.0	12502																								
42.541	9346.0	9104.0	10905	9808.0	9121.0	10177	9309.0	12606																								
42.562	9518.0	9086.0	10649	9924.0	9080.0	10304	9549.0	12367																								
42.584	9131.0	9229.0	11056	9749.0	9128.0	10299	9134.0	11703																								
42.604	9425.0	9319.0	10797	9569.0	9231.0	10536	9257.0	12625																								
42.625	9222.0	9163.0	10850	9646.0	9656.0	10208	9537.0	12276																								
42.646	9479.0	9000.0	10951	9887.0	9183.0	10165	9299.0	12211																								
42.666	9179.0	9053.0	10880	9771.0	9077.0	10750	9807.0	12143																								
42.687	9615.0	9437.0	10867	9586.0	9463.0	9944.0	9386.0	12411																								
42.709	9141.0	9226.0	10821	10074	9245.0	10495	9634.0	12192																								
42.729	9219.0	9485.0	10795	9917.0	9400.0	10625	9322.0	12352																								
42.750	9144.0	9062.0	10603	9647.0	9545.0	10171	9302.0	11900																								
42.771	9352.0	9374.0	10595	9550.0	9505.0	10539	9270.0	12141																								
42.791	9205.0	9419.0	11163	9451.0	9033.0	10404	9229.0	12132																								
42.812	9252.0	9224.0	10971	9703.0	8990.0	10434	9596.0	12381																								
42.834	9202.0	9179.0	10804	9570.0	9507.0	10416	9424.0	12356																								
42.854	8973.0	9155.0	10929	9577.0	9320.0	10300	9512.0	12154																								
42.875	9218.0	9420.0	10953	9628.0	9447.0	10394	9298.0	12499																								
42.896	9197.0	9281.0	10783	10059	9135.0	10392	9862.0	12233																								
42.916	9243.0	9255.0	10968	9649.0	9421.0	10325	9361.0	12431																								
42.938	9412.0	9147.0	10728	9570.0	9171.0	10568	9600.0	12370																								
42.959	8910.0	8938.0	10910	9687.0	9686.0	10509	9132.0	12190																								
42.979	9292.0	9501.0	10643	9411.0	9182.0	10191	9333.0	12463																								
43.000	9171.0	9387.0	10732	9679.0	9233.0	10277	9601.0	12143																								
43.021	9294.0	8952.0	10980	9473.0	9299.0	10143	9425.0	12390																								
43.041	9480.0	9162.0	10958	10004	9478.0	10563	9313.0	12224																								
43.063	9360.0	9088.0	11291	9388.0	9573.0	10481	9337.0	12187																								
43.084	9371.0	9132.0	10851	9901.0	9266.0	10534	9485.0	12028																								
43.104	9251.0	8964.0	10555	9935.0	9246.0	10066	9407.0	12360																								
43.125	9139.0	9279.0	10626	9882.0	9234.0	10595	9695.0	12646																								
43.146	9312.0	9348.0	10605	9689.0	9377.0	10267	9151.0	12445																								
43.166	9429.0	9292.0	10426	9878.0	9166.0	10319	9415.0	12200																								
43.187	9402.0	9411.0	10646	9716.0	9153.0	10108	9390.0	12260																								
43.209	9450.0	9126.0	10808	9546.0	9508.0	10887	9293.0	12433																								
43.229	9204.0	9292.0	10864	10074	9319.0	10598	9281.0	12949																								
43.250	9451.0	9027.0	10794	9678.0	9412.0	10172	9478.0	12314																								
43.271	9448.0	9199.0	10938	9839.0	9295.0	10160	9638.0	12507																								
43.291	9464.0	9197.0	10722	9850.0	9136.0	10462	9522.0	12482																								
43.312	9422.0	9225.0	10865	9399.0	9379.0	10213	9324.0	12415																								
43.334	9350.0	9478.0	11205	9667.0	9361.0	10518	9106.0	12818																								
43.354	9205.0	9510.0	10740	9481.0	9262.0	10100	9449.0	12475																								
43.375	8815.0	9237.0	10980	9673.0	9595.0	10562	9554.0	12436																								
43.396	9130.0	9392.0	10528	10114	9239.0	10361	9002.0	12485																								
43.416	9427.0	9172.0	11289	9679.0	9364.0	10401	9951.0	12937																								
43.437	9259.0	9407.0	10680	9742.0	9217.0	10337	9490.0	12442																								
43.459	9604.0	9168.0	10995	9852.0	9291.0	9979.0	9229.0	12653																								
43.479	9434.0	9039.0	10543	10011	9490.0	10202	9530.0	12598																								
43.500	9448.0	9289.0	10611	9921.0	9082.0	10680	9534.0	12578																								
43.521	9229.0	9025.0	10588	9738.0	9455.0	10123	9429.0	12557																								
43.541	9084.0	9278.0	10779	9821.0	9509.0	10301	9570.0	12710																								
43.563	9562.0	9111.0	10924	9741.0	9521.0	10456	9441.0	12426																								
43.584	9316.0	9490.0	10661	9293.0	9473.0	9907.0	9448.0	12684																								
43.604	8989.0	9314.0	10873	10032	9084.0	10306	9476.0	12598																								
43.625	9284.0	9557.0	10907	9847.0	9283.0	10302	9519.0	12879																								
43.646	9263.0	8941.0	11233	9536.0	9515.0	10211	9399.0	12454																								
43.666	9444.0	9071.0	10453	10108	9526.0	10578	9449.0	12660																								
43.688	9609.0	9165.0	10632	9496.0	9236.0	10372	9507.0	12876																								
43.709	9114.0	9360.0	10822	9812.0	9208.0	9973.0	9581.0	12324																								
43.729	9354.0	9143.0	10660	9698.0	9688.0	10380	9372.0	12483																								
43.750	9261.0	9230.0	11147	9610.0	9593.0	10491	9324.0	12252																								
43.771	9213.0	9223.0	10983	9948.0	9372.0	10425	9324.0	13052																								
43.791	8974.0	9192.0	10567	9626.0	9724.0	10303	9593.0	12367																								
43.812	9455.0	9063.0	10789	9956.0	9811.0	10284	9132.0	12898																								
43.834	9196.0	9246.0	10275	9708.0	9171.0	10470	9374.0	12449																								
43.854	9201.0	9254.0	11009	10095	9590.0	10198	9516.0	12709																								
43.875	9348.0	9439.0	10793	9760.0	9436.0	10326	9288.0	12445																								
43.896	9151.0	9078.0	10796	9634.0	9317.0	10280	9052.0	12496																								
43.916	9225.0	9335.0	11014	9709.0	9316.0	10200	9744.0	12933																								
43.937	9248.0	9239.0	10624	9797.0	9137.0	10074	9493.0	12891																								
43.959	9516.0	9282.0	10864	10162	9766.0	10282	9470.0	12767																								
43.979	8841.0	9068.0	10589	10073	9212.0	10342	9224.0	12770																								
44.000	9429.0	9078.0	10790	9596.0	9277.0	10237	8942.0	12638																								
44.021	9094.0	9218.0	11045	9610.0	9375.0	10556	9524.0	12740																								
44.041	9141.0	9238.0	10845	9894.0	9521.0	10497	9268.0	12864																								
44.062	9144.0	9142.0	10645	9941.0	9382.0	10510	9662.0	13213																								
44.084	9485.0	8962.0	10712	9666.0	9301.0	9957.0	9258.0	13020																								
44.104	8861.0	9455.0	10568	9713.0	9589.0	10098	9338.0	13065																								
44.125	9441.0	9251.0	10703	9786.0	9329.0	10354	9418.0	12769																								
44.146	9169.0	8878.0	10693	9707.0	9302.0	10628	9483.0	12766																								
44.166	9212.0	9153.0	10583	9874.0	9298.0	10687	9295.0	12596																								
44.188	9233.0	9324.0	10618	9685.0	9224.0	10142	9459.0	13010																								
44.209	9090.0	9218.0	10691	9902.0	9585.0	10692	9578.0	12843																								
44.229	9420.0	9254.0	10702	9966.0	9433.0	10349	9262.0	12846																								
44.250	9443.0	9275.0	10840	9851.0	9379.0	10679	9511.0	12733																								
44.271	9213.0	9406.0	10579	9595.0	9425.0	10556	9073.0	12665																								
44.291	9131.0	9503.0	10772	9587.0	9281.0	10350	9343.0	13039																								
44.313	9068.0	9278.0	10556	9853.0	9661.0	10215	9545.0	12971																								
44.334	9174.0	9272.0	10817	10155	9707.0	10736	9274.0	12752																								
44.354	9057.0	9068.0	10822	9438.0	9703.0	10534	9550.0	12371																								
44.375	8983.0	9115.0	10381	9609.0	9456.0	10355	9511.0	12923																								
44.396	9273.0	9331.0	10727	9920.0	9363.0	10726	9225.0	12820																								
44.416	9628.0	9078.0	10955	9636.0	9373.0	10404	9322.0	12885																								
44.437	9004.0	9195.0	11217	9521.0	9478.0	10583	9660.0	13087																								
44.459	9266.0	9222.0	10812	9533.0	9476.0	10502	9524.0	12944																								
44.479	9198.0	9252.0	10787	10044	9150.0	10525	9026.0	12942																								
44.500	9153.0	9362.0	10570	9817.0	9604.0	10055	9601.0	12987																								
44.521	9324.0	9217.0	10547	9866.0	9569.0	10338	9209.0	13219																								
44.541	9209.0	9080.0	10743	10040	9456.0	10606	9293.0	12564																								
44.562	9574.0	9159.0	10697	9889.0	9513.0	10447	9780.0	12778																								
44.584	9287.0	9118.0	10716	9785.0	9497.0	10066	9559.0	13139																								
44.604	9516.0	9573.0	11047	9956.0	9504.0	10470	9650.0	12671																								
44.625	9361.0	9443.0	10531	9708.0	9626.0	10596	9217.0	12902																								
44.646	9065.0	9369.0	10928	9983.0	9656.0	10361	9065.0	13062																								
44.666	9191.0	9242.0	10948	9760.0	9641.0	10259	9463.0	13319																								
44.687	9217.0	9385.0	10662	9833.0	9182.0	10560	9444.0	12948																								
44.709	9478.0	9234.0	10587	9790.0	9495.0	10741	9016.0	13234																								
44.729	9112.0	9108.0	10886	9621.0	9555.0	9890.0	9577.0	13017																								
44.750	9154.0	9116.0	10517	9908.0	9208.0	10389	9293.0	13183																								
44.771	9525.0	9248.0	10804	9779.0	9527.0	10253	9469.0	13360																								
44.791	9328.0	9193.0	10682	9743.0	9305.0	10205	9732.0	12836																								
44.813	9438.0	9239.0	10611	9548.0	9641.0	10289	9352.0	13202																								
44.834	9308.0	9198.0	10612	9797.0	9813.0	10527	9577.0	12852																								
44.854	9305.0	9138.0	11033	9920.0	9540.0	10238	9527.0	12950																								
44.875	9077.0	8849.0	10715	9836.0	9430.0	10624	9640.0	13308																								
44.896	9422.0	9038.0	10585	9568.0	9548.0	10449	9174.0	13199																								
44.916	9443.0	9271.0	10892	9805.0	9499.0	10435	9595.0	13180																								
44.938	9443.0	9380.0	10549	9659.0	9719.0	10433	9493.0	13018																								
44.959	9132.0	9151.0	10574	10021	9612.0	10526	9532.0	12981																								
44.979	9423.0	8936.0	10625	10082	9772.0	10283	9321.0	13360																								
45.000	9115.0	9368.0	10756	9888.0	9376.0	10436	9274.0	13178																								
45.021	9504.0	9011.0	10727	9570.0	9386.0	10299	9236.0	13054																								
45.041	9097.0	9369.0	11068	9988.0	9447.0	10673	9355.0	13306																								
45.062	9116.0	8965.0	10984	10209	9426.0	10434	9393.0	12882																								
45.084	9309.0	9009.0	10802	9676.0	9566.0	10339	9447.0	13394																								
45.104	9252.0	9182.0	10907	9606.0	9181.0	10616	9654.0	13189																								
45.125	9212.0	9363.0	10559	9977.0	9824.0	10282	9506.0	13442																								
45.146	9545.0	9256.0	10790	9881.0	9558.0	10383	9400.0	13387																								
45.166	9138.0	9095.0	10973	9805.0	9485.0	10632	9459.0	13157																								
45.187	9270.0	9000.0	10655	9802.0	9489.0	10239	9657.0	13495																								
45.209	9200.0	9518.0	10935	9836.0	9582.0	10445	9344.0	13438																								
45.229	9282.0	9406.0	10768	9442.0	9526.0	10571	9785.0	13127																								
45.250	9420.0	9102.0	10930	9970.0	9506.0	10501	9289.0	13468																								
45.271	9275.0	9382.0	11059	9715.0	9439.0	10748	9505.0	12522																								
45.291	9465.0	9360.0	10811	9845.0	9337.0	10806	9448.0	13564																								
45.312	9092.0	9094.0	10445	9821.0	9171.0	10309	9120.0	13216																								
45.334	9230.0	9372.0	10314	9737.0	9314.0	10907	9405.0	13173																								
45.354	9333.0	9194.0	10571	9623.0	9352.0	10541	9609.0	13220																								
45.375	9541.0	9478.0	10938	9810.0	9463.0	10491	9541.0	13232																								
45.396	9246.0	9268.0	11036	9958.0	9403.0	10935	9117.0	12681																								
45.416	9170.0	8860.0	10603	10089	9358.0	10540	9583.0	13397																								
45.438	9484.0	9462.0	10664	9865.0	9484.0	10478	9356.0	13537																								
45.459	9028.0	9340.0	10584	9775.0	9761.0	10524	9146.0	13439																								
45.479	9286.0	9135.0	10604	9527.0	9452.0	10674	9490.0	13540																								
45.500	9314.0	9378.0	10860	9703.0	9545.0	10193	9659.0	13628																								
45.521	9181.0	9210.0	10849	9502.0	9309.0	10251	9359.0	13509																								
45.541	8973.0	9091.0	10747	9819.0	9502.0	10554	9645.0	13515																								
45.563	9318.0	9300.0	10860	9730.0	9350.0	10487	9636.0	13126																								
45.584	9237.0	9379.0	10928	9714.0	9189.0	10699	9010.0	13597																								
45.604	9039.0	8968.0	10693	9692.0	9203.0	10406	9358.0	13526																								
45.625	9370.0	9272.0	10831	9862.0	9420.0	10105	9486.0	13356																								
45.646	8980.0	9077.0	11000	9644.0	9673.0	10529	9504.0	13499																								
45.666	9456.0	9317.0	10920	9845.0	9191.0	10373	9400.0	13730																								
45.687	9327.0	9535.0	10531	9635.0	9474.0	10567	9177.0	13501																								
45.709	9085.0	9191.0	10866	9592.0	9453.0	10449	9534.0	13473																								
45.729	9144.0	9361.0	10922	9969.0	9721.0	10330	9307.0	13664																								
45.750	9375.0	9116.0	10735	9920.0	9301.0	10353	9456.0	13676																								
45.771	9344.0	9223.0	10513	9848.0	9684.0	10695	9420.0	13951																								
45.791	8847.0	9121.0	10513	9684.0	9439.0	10534	9414.0	13875																								
45.812	9168.0	9298.0	10846	9837.0	9580.0	10486	9429.0	13638																								
45.834	9665.0	9239.0	11077	9816.0	9539.0	10491	9836.0	13522																								
45.854	9302.0	9102.0	10934	9912.0	9903.0	10453	9387.0	13459																								
45.875	9446.0	9281.0	10845	9712.0	9813.0	10646	9203.0	13409																								
45.896	9246.0	9341.0	10757	9688.0	9488.0	10337	9412.0	13970																								
45.916	9321.0	9452.0	11154	10205	9876.0	10628	9201.0	13576																								
45.937	9145.0	9202.0	10620	9678.0	9588.0	10589	9402.0	14044																								
45.959	9211.0	9200.0	10898	9883.0	9557.0	10393	9335.0	13485																								
45.979	9445.0	9386.0	10519	9797.0	9316.0	10628	9728.0	13368																								
46.000	9168.0	9424.0	10600	9877.0	9668.0	10474	9470.0	13916																								
