time/h	Ab42 alone	Ab42 alone	Ab42 alone	Ab42 alone	47 nM CTDSTA	47 nM CTDSTA	47 nM CTDSTA	47 nM CTDSTA	94 nM CTDSTA	94 nM CTDSTA	94 nM CTDSTA	94 nM CTDSTA	187 nM CTDSTA	187 nM CTDSTA	187 nM CTDSTA	187 nM CTDSTA	375 nM CTDSTA	375 nM CTDSTA	375 nM CTDSTA	375 nM CTDSTA	750 nM CTDSTA	750 nM CTDSTA	750 nM CTDSTA	750 nM CTDSTA	1500 nM CTDSTA	1500 nM CTDSTA	1500 nM CTDSTA	1500 nM CTDSTA	3000 nM CTDSTA	3000 nM CTDSTA	3000 nM CTDSTA	3000 nM CTDSTA	Fit 0	Fit 47	Fit 94	Fit 187	Fit 375	Fit 750	Fit 1500	Fit 3000
25.422																													0.99056	0.99662										
25.458																													1.0006	1.0065										
25.494																													0.98908	1.0049										
25.531																													0.98985	0.99686										
25.567																													0.99160	1.0142										
25.603																													0.99633	1.0008										
25.639																													0.98596	1.0013										
25.675																													1.0012	1.0095										
25.711																													0.99080	0.98979										
25.747																													0.98728	1.0054										
25.783																													0.99595	0.99088										
25.819																													1.0067	1.0103										
25.856																													1.0059	1.0078										
25.892																													1.0022	1.0038										
25.928																													1.0054	0.99896										
25.964																													1.0061	0.99925										
26.000																													1.0045	1.0088										
26.036																													0.99213	0.98255										
26.072																													0.98479	0.99730										
26.108																													1.0048	0.99925										
26.144																													0.99353	0.99529										
26.181																													0.97921	1.0011										
26.217																													1.0164	1.0002										
26.253																													1.0044	0.98084										
26.289																													1.0145	0.99523										
26.325																													1.0072	1.0037										
26.361																													0.99643	0.99704										
26.397																													1.0024	0.99034										
26.433																													0.99685	0.99368										
26.469																													0.98814	0.99932										
26.506																													0.99959	1.0007										
26.542																													1.0057	0.99700										
26.578																													1.0086	0.98725										
26.614																													0.98975	0.99137										
26.650																													0.99316	0.99356										
26.686																													0.98808	0.99680										
26.722																													1.0020	0.99503										
26.758																													0.98801	0.99163										
26.794																													0.98438	1.0026										
26.831																													0.99323	1.0078										
26.867																													0.98671	0.98458										
26.903																													0.99538	0.99946										
26.939																													1.0013	0.98757										
26.975																													1.0044	1.0092										
27.011																													1.0077											
27.047																													1.0021											
27.083																													1.0040											
27.119																													1.0008											
27.156																													0.99347											
27.192																													0.98488											
27.228																													0.99497											
27.264																													1.0028											
27.300																													0.99490											
27.336																													0.99935											
27.372																													0.99510											
27.408																													1.0042											
27.444																													1.0008											
27.481																													1.0150											
27.517																													0.99090											
27.553																													1.0080											
27.589																													1.0090											
27.625																													1.0035											
27.661																													1.0033											
27.697																													1.0125											
27.733																													1.0043											
27.769																													1.0061											
27.806																													1.0043											
27.842																													0.98528											
27.878																													0.99210											
27.914																													1.0144											
27.950																													1.0013											
27.986																													1.0033											
																																								
0.0000																																	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
0.14081																																	0.00036716	7.3009e-05	3.2458e-06	1.4368e-05	9.0306e-06	2.0137e-05	3.8575e-05	2.1083e-05
0.28162																																	0.0017392	0.00033372	1.5222e-05	6.1196e-05	3.7437e-05	8.1513e-05	0.00015462	8.4406e-05
0.42243																																	0.0051205	0.00093087	4.4189e-05	0.00015262	8.9353e-05	0.00018710	0.00034928	0.00019027
0.56324																																	0.012927	0.0022037	0.00011012	0.00031235	0.00017234	0.00034201	0.00062459	0.00033923
0.70405																																	0.030422	0.0048689	0.00025846	0.00058171	0.00029846	0.00055377	0.00098351	0.00053209
0.84485																																	0.067904	0.010398	0.00059133	0.0010303	0.00048606	0.00083263	0.0014299	0.00076992
0.98566																																	0.14142	0.021723	0.0013374	0.0017737	0.00076236	0.0011921	0.0019687	0.0010540
1.1265																																	0.26448	0.044355	0.0030062	0.0030023	0.0011674	0.0016494	0.0026056	0.0013860
1.2673																																	0.42778	0.087487	0.0067239	0.0050280	0.0017597	0.0022267	0.0033477	0.0017678
1.4081																																	0.59471	0.16290	0.014931	0.0083579	0.0026244	0.0029515	0.0042028	0.0022015
1.5489																																	0.73167	0.27765	0.032696	0.013805	0.0038851	0.0038584	0.0051803	0.0026895
1.6897																																	0.82906	0.42225	0.069570	0.022647	0.0057204	0.0049902	0.0062905	0.0032345
1.8305																																	0.89316	0.57070	0.14002	0.036821	0.0083866	0.0064000	0.0075453	0.0038397
1.9713																																	0.93380	0.69839	0.25630	0.059102	0.012249	0.0081532	0.0089577	0.0045085
2.1121																																	0.95915	0.79543	0.41135	0.093078	0.017821	0.010330	0.010542	0.0052444
2.2529																																	0.97483	0.86393	0.57350	0.14262	0.025814	0.013028	0.012316	0.0060516
2.3938																																	0.98450	0.91040	0.71080	0.21047	0.037183	0.016367	0.014296	0.0069345
2.5346																																	0.99046	0.94129	0.81152	0.29621	0.053166	0.020489	0.016502	0.0078980
2.6754																																	0.99413	0.96163	0.87966	0.39486	0.075274	0.025565	0.018955	0.0089473
2.8162																																	0.99639	0.97495	0.92391	0.49777	0.10519	0.031797	0.021680	0.010088
2.9570																																	0.99778	0.98365	0.95211	0.59584	0.14450	0.039420	0.024702	0.011326
3.0978																																	0.99863	0.98934	0.96992	0.68254	0.19428	0.048702	0.028047	0.012668
3.2386																																	0.99916	0.99304	0.98113	0.75496	0.25456	0.059943	0.031746	0.014121
3.3794																																	0.99948	0.99546	0.98816	0.81309	0.32388	0.073466	0.035831	0.015693
3.5202																																	0.99968	0.99704	0.99258	0.85852	0.39930	0.089611	0.040333	0.017391
3.6610																																	0.99980	0.99807	0.99534	0.89343	0.47691	0.10871	0.045290	0.019224
3.8018																																	0.99988	0.99874	0.99708	0.91997	0.55271	0.13106	0.050738	0.021201
3.9427																																	0.99993	0.99918	0.99817	0.94001	0.62341	0.15690	0.056716	0.023331
4.0835																																	0.99995	0.99946	0.99885	0.95509	0.68688	0.18636	0.063262	0.025625
4.2243																																	0.99997	0.99965	0.99928	0.96640	0.74215	0.21943	0.070419	0.028094
4.3651																																	0.99998	0.99977	0.99955	0.97487	0.78921	0.25594	0.078226	0.030748
4.5059																																	0.99999	0.99985	0.99972	0.98121	0.82858	0.29552	0.086723	0.033600
4.6467																																	0.99999	0.99990	0.99982	0.98595	0.86112	0.33764	0.095950	0.036661
4.7875																																	1.00000	0.99994	0.99989	0.98950	0.88778	0.38161	0.10594	0.039945
4.9283																																	1.00000	0.99996	0.99993	0.99215	0.90950	0.42664	0.11674	0.043464
5.0691																																	1.00000	0.99997	0.99996	0.99413	0.92710	0.47191	0.12836	0.047234
5.2099																																	1.00000	0.99998	0.99997	0.99562	0.94134	0.51663	0.14085	0.051267
5.3507																																	1.00000	0.99999	0.99998	0.99672	0.95282	0.56009	0.15420	0.055579
5.4916																																	1.00000	0.99999	0.99999	0.99755	0.96207	0.60171	0.16845	0.060185
5.6324																																	1.00000	1.00000	0.99999	0.99817	0.96952	0.64103	0.18358	0.065099
5.7732																																	1.00000	1.00000	1.00000	0.99863	0.97551	0.67775	0.19959	0.070337
5.9140																																	1.00000	1.00000	1.00000	0.99898	0.98032	0.71171	0.21648	0.075914
6.0548																																	1.00000	1.00000	1.00000	0.99924	0.98419	0.74283	0.23420	0.081845
6.1956																																	1.00000	1.00000	1.00000	0.99943	0.98730	0.77115	0.25273	0.088145
6.3364																																	1.00000	1.00000	1.00000	0.99957	0.98980	0.79677	0.27201	0.094828
6.4772																																	1.00000	1.00000	1.00000	0.99968	0.99181	0.81982	0.29198	0.10191
6.6180																																	1.00000	1.00000	1.00000	0.99976	0.99342	0.84048	0.31257	0.10940
6.7588																																	1.00000	1.00000	1.00000	0.99982	0.99471	0.85892	0.33371	0.11731
6.8996																																	1.00000	1.00000	1.00000	0.99987	0.99575	0.87535	0.35531	0.12566
7.0405																																	1.00000	1.00000	1.00000	0.99990	0.99659	0.88995	0.37727	0.13445
7.1813																																	1.00000	1.00000	1.00000	0.99993	0.99726	0.90290	0.39950	0.14370
7.3221																																	1.00000	1.00000	1.00000	0.99994	0.99780	0.91437	0.42190	0.15340
7.4629																																	1.00000	1.00000	1.00000	0.99996	0.99823	0.92451	0.44437	0.16356
7.6037																																	1.00000	1.00000	1.00000	0.99997	0.99858	0.93347	0.46681	0.17418
7.7445																																	1.00000	1.00000	1.00000	0.99998	0.99886	0.94139	0.48913	0.18527
7.8853																																	1.00000	1.00000	1.00000	0.99998	0.99908	0.94837	0.51123	0.19681
8.0261																																	1.00000	1.00000	1.00000	0.99999	0.99926	0.95453	0.53304	0.20881
8.1669																																	1.00000	1.00000	1.00000	0.99999	0.99941	0.95996	0.55448	0.22126
8.3077																																	1.00000	1.00000	1.00000	0.99999	0.99953	0.96474	0.57548	0.23413
8.4485																																	1.00000	1.00000	1.00000	0.99999	0.99962	0.96896	0.59597	0.24743
8.5894																																	1.00000	1.00000	1.00000	1.00000	0.99969	0.97267	0.61592	0.26112
8.7302																																	1.00000	1.00000	1.00000	1.00000	0.99975	0.97594	0.63526	0.27519
8.8710																																	1.00000	1.00000	1.00000	1.00000	0.99980	0.97882	0.65398	0.28962
9.0118																																	1.00000	1.00000	1.00000	1.00000	0.99984	0.98136	0.67204	0.30437
9.1526																																	1.00000	1.00000	1.00000	1.00000	0.99987	0.98359	0.68942	0.31943
9.2934																																	1.00000	1.00000	1.00000	1.00000	0.99990	0.98556	0.70611	0.33475
9.4342																																	1.00000	1.00000	1.00000	1.00000	0.99992	0.98729	0.72211	0.35031
9.5750																																	1.00000	1.00000	1.00000	1.00000	0.99993	0.98881	0.73742	0.36607
9.7158																																	1.00000	1.00000	1.00000	1.00000	0.99995	0.99015	0.75204	0.38199
9.8566																																	1.00000	1.00000	1.00000	1.00000	0.99996	0.99133	0.76597	0.39805
9.9974																																	1.00000	1.00000	1.00000	1.00000	0.99997	0.99237	0.77924	0.41419
10.138																																	1.00000	1.00000	1.00000	1.00000	0.99997	0.99329	0.79185	0.43039
10.279																																	1.00000	1.00000	1.00000	1.00000	0.99998	0.99409	0.80383	0.44661
10.420																																	1.00000	1.00000	1.00000	1.00000	0.99998	0.99480	0.81518	0.46280
10.561																																	1.00000	1.00000	1.00000	1.00000	0.99999	0.99542	0.82595	0.47894
10.701																																	1.00000	1.00000	1.00000	1.00000	0.99999	0.99597	0.83614	0.49499
10.842																																	1.00000	1.00000	1.00000	1.00000	0.99999	0.99645	0.84578	0.51092
10.983																																	1.00000	1.00000	1.00000	1.00000	0.99999	0.99688	0.85488	0.52669
11.124																																	1.00000	1.00000	1.00000	1.00000	0.99999	0.99725	0.86349	0.54228
11.265																																	1.00000	1.00000	1.00000	1.00000	1.00000	0.99758	0.87161	0.55766
11.406																																	1.00000	1.00000	1.00000	1.00000	1.00000	0.99787	0.87927	0.57281
11.546																																	1.00000	1.00000	1.00000	1.00000	1.00000	0.99813	0.88650	0.58770
11.687																																	1.00000	1.00000	1.00000	1.00000	1.00000	0.99835	0.89331	0.60231
11.828																																	1.00000	1.00000	1.00000	1.00000	1.00000	0.99855	0.89972	0.61662
11.969																																	1.00000	1.00000	1.00000	1.00000	1.00000	0.99872	0.90576	0.63063
12.110																																	1.0000	1.00000	1.00000	1.00000	1.00000	0.99888	0.91145	0.64431
12.250																																	1.0000	1.00000	1.00000	1.00000	1.00000	0.99901	0.91680	0.65765
12.391																																	1.0000	1.00000	1.00000	1.00000	1.00000	0.99913	0.92184	0.67065
12.532																																	1.0000	1.00000	1.00000	1.00000	1.00000	0.99923	0.92658	0.68330
12.673																																	1.0000	1.00000	1.00000	1.00000	1.00000	0.99933	0.93104	0.69559
12.814																																	1.0000	1.00000	1.00000	1.00000	1.00000	0.99941	0.93523	0.70752
12.954																																	1.0000	1.00000	1.00000	1.00000	1.00000	0.99948	0.93917	0.71909
13.095																																	1.0000	1.00000	1.00000	1.00000	1.00000	0.99954	0.94287	0.73030
13.236																																	1.0000	1.00000	1.00000	1.00000	1.00000	0.99960	0.94635	0.74115
13.377																																	1.0000	1.00000	1.0000	1.00000	1.00000	0.99964	0.94962	0.75164
13.518																																	1.0000	1.00000	1.0000	1.00000	1.00000	0.99969	0.95269	0.76178
13.658																																	1.0000	1.00000	1.0000	1.00000	1.00000	0.99972	0.95558	0.77156
13.799																																	1.0000	1.00000	1.0000	1.00000	1.00000	0.99976	0.95829	0.78100
13.940																																	1.0000	1.0000	1.0000	1.00000	1.00000	0.99979	0.96084	0.79010
14.081																																	1.0000	1.0000	1.0000	1.00000	1.00000	0.99981	0.96323	0.79887
14.222																																	1.0000	1.0000	1.0000	1.00000	1.00000	0.99983	0.96548	0.80731
14.363																																	1.0000	1.0000	1.0000	1.00000	1.00000	0.99985	0.96759	0.81544
14.503																																	1.0000	1.0000	1.0000	1.00000	1.00000	0.99987	0.96957	0.82325
14.644																																	1.0000	1.0000	1.0000	1.00000	1.00000	0.99989	0.97144	0.83076
14.785																																	1.0000	1.0000	1.0000	1.00000	1.00000	0.99990	0.97318	0.83798
14.926																																	1.0000	1.0000	1.0000	1.00000	1.00000	0.99991	0.97483	0.84492
15.067																																	1.0000	1.0000	1.0000	1.00000	1.00000	0.99992	0.97637	0.85158
15.207																																	1.0000	1.0000	1.0000	1.00000	1.00000	0.99993	0.97781	0.85797
15.348																																	1.0000	1.0000	1.0000	1.00000	1.00000	0.99994	0.97917	0.86410
15.489																																	1.0000	1.0000	1.0000	1.00000	1.00000	0.99995	0.98045	0.86998
15.630																																	1.0000	1.0000	1.0000	1.00000	1.00000	0.99995	0.98165	0.87562
15.771																																	1.0000	1.0000	1.0000	1.00000	1.00000	0.99996	0.98277	0.88103
15.911																																	1.0000	1.0000	1.0000	1.00000	1.00000	0.99996	0.98383	0.88621
16.052																																	1.0000	1.0000	1.0000	1.00000	1.00000	0.99997	0.98482	0.89118
16.193																																	1.0000	1.0000	1.0000	1.00000	1.00000	0.99997	0.98575	0.89593
16.334																																	1.0000	1.0000	1.0000	1.00000	1.00000	0.99998	0.98662	0.90049
16.475																																	1.0000	1.0000	1.0000	1.00000	1.00000	0.99998	0.98744	0.90485
16.615																																	1.0000	1.0000	1.0000	1.00000	1.00000	0.99998	0.98821	0.90903
16.756																																	1.0000	1.0000	1.0000	1.00000	1.00000	0.99998	0.98893	0.91303
16.897																																	1.0000	1.0000	1.0000	1.00000	1.00000	0.99999	0.98961	0.91685
17.038																																	1.0000	1.0000	1.0000	1.00000	1.00000	0.99999	0.99025	0.92052
17.179																																	1.0000	1.0000	1.0000	1.00000	1.00000	0.99999	0.99085	0.92402
17.320																																	1.0000	1.0000	1.0000	1.00000	1.00000	0.99999	0.99141	0.92738
17.460																																	1.0000	1.0000	1.0000	1.00000	1.00000	0.99999	0.99194	0.93058
17.601																																	1.0000	1.0000	1.0000	1.00000	1.00000	0.99999	0.99243	0.93365
17.742																																	1.0000	1.0000	1.0000	1.00000	1.00000	0.99999	0.99289	0.93659
17.883																																	1.0000	1.0000	1.0000	1.00000	1.00000	0.99999	0.99333	0.93940
18.024																																	1.0000	1.0000	1.0000	1.00000	1.00000	0.99999	0.99374	0.94208
18.164																																	1.0000	1.0000	1.0000	1.00000	1.00000	1.00000	0.99412	0.94465
18.305																																	1.0000	1.0000	1.0000	1.00000	1.00000	1.00000	0.99448	0.94710
18.446																																	1.0000	1.0000	1.0000	1.00000	1.00000	1.00000	0.99482	0.94945
18.587																																	1.0000	1.0000	1.0000	1.00000	1.00000	1.00000	0.99514	0.95169
18.728																																	1.0000	1.0000	1.0000	1.00000	1.00000	1.00000	0.99544	0.95384
18.868																																	1.0000	1.0000	1.0000	1.00000	1.00000	1.00000	0.99572	0.95589
19.009																																	1.0000	1.0000	1.0000	1.00000	1.00000	1.00000	0.99598	0.95785
19.150																																	1.0000	1.0000	1.0000	1.00000	1.00000	1.00000	0.99623	0.95972
19.291																																	1.0000	1.0000	1.0000	1.00000	1.00000	1.00000	0.99646	0.96151
19.432																																	1.0000	1.0000	1.0000	1.00000	1.00000	1.00000	0.99667	0.96323
19.572																																	1.0000	1.0000	1.0000	1.00000	1.00000	1.00000	0.99688	0.96486
19.713																																	1.0000	1.0000	1.0000	1.00000	1.00000	1.00000	0.99707	0.96643
19.854																																	1.0000	1.0000	1.0000	1.00000	1.00000	1.00000	0.99725	0.96792
19.995																																	1.0000	1.0000	1.0000	1.00000	1.00000	1.00000	0.99742	0.96935
20.136																																	1.0000	1.0000	1.0000	1.00000	1.00000	1.00000	0.99758	0.97071
20.277																																	1.0000	1.0000	1.0000	1.00000	1.00000	1.00000	0.99773	0.97202
20.417																																	1.0000	1.0000	1.0000	1.00000	1.00000	1.00000	0.99786	0.97326
20.558																																	1.0000	1.0000	1.0000	1.00000	1.00000	1.00000	0.99800	0.97446
20.699																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99812	0.97559
20.840																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99823	0.97668
20.981																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99834	0.97772
21.121																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99844	0.97871
21.262																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99854	0.97966
21.403																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99863	0.98057
21.544																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99871	0.98144
21.685																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99879	0.98226
21.825																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99887	0.98305
21.966																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99894	0.98381
22.107																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99900	0.98453
22.248																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99906	0.98522
22.389																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99912	0.98588
22.529																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99917	0.98651
22.670																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99922	0.98711
22.811																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99927	0.98769
22.952																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99932	0.98824
23.093																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99936	0.98876
23.233																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99940	0.98926
23.374																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99943	0.98974
23.515																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99947	0.99020
23.656																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99950	0.99064
23.797																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99953	0.99106
23.938																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99956	0.99145
24.078																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99959	0.99184
24.219																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99961	0.99220
24.360																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99964	0.99255
24.501																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99966	0.99288
24.642																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99968	0.99320
24.782																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99970	0.99350
24.923																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99972	0.99379
25.064																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99974	0.99407
25.205																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99975	0.99433
25.346																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99977	0.99459
25.486																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99978	0.99483
25.627																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99979	0.99506
25.768																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99981	0.99528
25.909																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99982	0.99549
26.050																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99983	0.99569
26.190																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99984	0.99588
26.331																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99985	0.99607
26.472																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99986	0.99624
26.613																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99987	0.99641
26.754																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99988	0.99657
26.895																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99988	0.99672
27.035																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99989	0.99687
27.176																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99990	0.99701
27.317																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.99990	0.99714
27.458																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99991	0.99727
27.599																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99992	0.99739
27.739																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99992	0.99751
27.880																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99993	0.99762
28.021																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99993	0.99773
