time/h	Ab42 alone	Ab42 alone	Ab42 alone	Ab42 alone	47 nM CTDSTA	47 nM CTDSTA	47 nM CTDSTA	47 nM CTDSTA	94 nM CTDSTA	94 nM CTDSTA	94 nM CTDSTA	94 nM CTDSTA	187 nM CTDSTA	187 nM CTDSTA	187 nM CTDSTA	187 nM CTDSTA	375 nM CTDSTA	375 nM CTDSTA	375 nM CTDSTA	375 nM CTDSTA	750 nM CTDSTA	750 nM CTDSTA	750 nM CTDSTA	750 nM CTDSTA	1500 nM CTDSTA	1500 nM CTDSTA	1500 nM CTDSTA	1500 nM CTDSTA	3000 nM CTDSTA	3000 nM CTDSTA	3000 nM CTDSTA	3000 nM CTDSTA	Fit 0	Fit 47	Fit 94	Fit 187	Fit 375	Fit 750	Fit 1500	Fit 3000
11.917																									0.91653	0.92471	0.89454	0.89471	0.58337	0.77736	0.51016	0.61630								
11.953																									0.94762	0.94337	0.92069	0.89029	0.58095	0.79470	0.55694	0.61466								
11.989																									0.94195	0.94244	0.92234	0.88994	0.56938	0.79490	0.54206	0.60918								
12.025																									0.91755	0.92745	0.91635	0.90009	0.59678	0.78143	0.56302	0.60448								
12.061																									0.93544	0.93480	0.90556	0.88654	0.59209	0.74588	0.55115	0.62475								
12.097																									0.92871	0.93923	0.89602	0.90244	0.58751	0.66147	0.57114	0.63447								
12.133																									0.92603	0.94354	0.90439	0.90361	0.60357	0.63838	0.55148	0.63553								
12.169																									0.92837	0.94122	0.91648	0.89094	0.60358	0.64791	0.58136	0.64365								
12.206																									0.94741	0.94043	0.91852	0.91009	0.60742	0.58877	0.56778	0.63603								
12.242																									0.93675	0.94217	0.92148	0.90191	0.60128	0.58504	0.56440	0.63247								
12.278																									0.92120	0.93960	0.93895	0.91039	0.63055	0.63529	0.57977	0.65508								
12.314																									0.94282	0.94117	0.92002	0.91436	0.58114	0.61800	0.57424	0.64225								
12.350																									0.93937	0.94152	0.91913	0.90844	0.61991	0.63989	0.59724	0.64165								
12.386																									0.95270	0.96018	0.93709	0.91866	0.60615	0.61775	0.57570	0.65936								
12.422																									0.92595	0.94464	0.92592	0.91524	0.65018	0.67006	0.58773	0.67547								
12.458																									0.95836	0.94479	0.90893	0.92333	0.63544	0.62023	0.57990	0.64732								
12.494																									0.96840	0.95582	0.93518	0.93246	0.63059	0.64779	0.57758	0.63611								
12.531																									0.94864	0.96103	0.95257	0.90871	0.63137	0.65837	0.59472	0.66821								
12.567																									0.92993	0.95480	0.93992	0.92806	0.60445	0.65449	0.60156	0.65476								
12.603																									0.95558	0.96679	0.93117	0.92033	0.64945	0.67170	0.60497	0.67428								
12.639																									0.96053	0.95473	0.93484	0.91266	0.62757	0.64584	0.59636	0.67019								
12.675																									0.94948	0.94618	0.93898	0.92868	0.61621	0.65779	0.60737	0.66595								
12.711																									0.95627	0.94800	0.94112	0.92583	0.65263	0.65136	0.60465	0.66995								
12.747																									0.96789	0.94344	0.93842	0.93341	0.65475	0.66047	0.61828	0.66157								
12.783																									0.94017	0.95555	0.93604	0.92083	0.64982	0.68125	0.60402	0.68866								
12.819																									0.95742	0.95991	0.93030	0.94153	0.65372	0.67564	0.60623	0.67079								
12.856																									0.95607	0.94917	0.94428	0.93506	0.65227	0.66261	0.62749	0.69734								
12.892																									0.94897	0.96848	0.94069	0.94540	0.65008	0.66668	0.60206	0.68506								
12.928																									0.96059	0.96499	0.94469	0.93213	0.66759	0.68030	0.61339	0.68430								
12.964																									0.94838	0.97142	0.94964	0.92623	0.67080	0.68611	0.62467	0.69589								
13.000																									0.94364	0.96238	0.94836	0.92148	0.64528	0.68461	0.61335	0.67931								
13.036																									0.97904	0.95513	0.95321	0.92023	0.67255	0.69233	0.60847	0.70487								
13.072																									0.95053	0.96993	0.96658	0.95173	0.66865	0.70294	0.62971	0.69899								
13.108																									0.97376	0.95087	0.94211	0.93925	0.67435	0.68155	0.61063	0.71969								
13.144																									0.95045	0.96616	0.96466	0.92221	0.66816	0.70762	0.63504	0.70237								
13.181																									0.95132	0.95774	0.94859	0.92816	0.69781	0.71039	0.61560	0.70784								
13.217																									0.95635	0.96387	0.95497	0.93423	0.65117	0.70317	0.63461	0.69606								
13.253																									0.96796	0.96048	0.96030	0.95115	0.67151	0.72796	0.64784	0.70341								
13.289																									0.95706	0.97045	0.94885	0.95115	0.67251	0.72227	0.63480	0.72055								
13.325																									0.97618	0.97710	0.96951	0.95403	0.69340	0.72457	0.63889	0.72433								
13.361																									0.96822	0.97162	0.96275	0.94955	0.69650	0.73361	0.65658	0.72319								
13.397																									0.98682	0.98988	0.99068	0.97305	0.69823	0.74760	0.65780	0.73781								
13.433																									1.0050	0.99957	0.98282	0.99482	0.71538	0.74776	0.65569	0.73895								
13.469																									1.0049	1.0043	0.99045	0.99569	0.71294	0.75251	0.65177	0.72886								
13.506																									1.0290	1.0170	1.0161	0.98537	0.71237	0.78045	0.67833	0.74754								
13.542																									1.0345	1.0346	1.0166	1.0032	0.74248	0.77393	0.73588	0.76828								
13.578																									1.0531	1.0610	1.0353	1.0289	0.75224	0.77545	0.69583	0.76916								
13.614																									1.0670	1.0691	1.0500	1.0425	0.74441	0.79581	0.73105	0.78582								
13.650																									1.0652	1.0724	1.0759	1.0405	0.75035	0.81782	0.74740	0.79067								
13.686																									1.0797	1.0779	1.0782	1.0544	0.77025	0.82574	0.76918	0.80850								
13.722																									1.1133	1.0866	1.0732	1.0638	0.76246	0.85007	0.77570	0.81249								
13.758																									1.0831	1.1030	1.0745	1.0679	0.77989	0.83169	0.79461	0.80926								
13.794																									1.0838	1.0919	1.0998	1.0641	0.73774	0.85475	0.80033	0.81578								
13.831																									1.1044	1.1113	1.0791	1.0747	0.74283	0.84447	0.82863	0.82739								
13.867																									1.1320	1.0915	1.0809	1.0602	0.80709	0.84988	0.84963	0.84092								
13.903																									1.1136	1.1064	1.1071	1.0805	0.77397	0.86983	0.85290	0.84987								
13.939																									1.1029	1.0870	1.0916	1.0495	0.86616	0.86919	0.84423	0.85779								
13.975																									1.1019	1.0931	1.0761	1.0755	0.73144	0.85917	0.88393	0.86107								
14.011																									1.1180	1.1136	1.0892	1.0810	0.87380	0.86051	0.87211	0.89171								
14.047																									1.0923	1.1017	1.0908	1.0755	0.76785	0.86961	0.86659	0.88116								
14.083																									1.1137	1.0757	1.0603	1.0720	0.88154	0.86803	0.86124	0.84879								
14.119																									1.1056	1.0868	1.0833	1.0764	0.90320	0.84923	0.84333	0.85296								
14.156																									1.1085	1.0869	1.0873	1.0821	0.95305	0.83619	0.83951	0.86748								
14.192																									1.0762	1.0789	1.0915	1.0745	0.94945	0.81003	0.83681	0.85874								
14.228																									1.0843	1.0736	1.0593	1.0652	0.92590	0.83339	0.82369	0.86126								
14.264																									1.0765	1.0842	1.0737	1.0433	0.90482	0.83211	0.82259	0.86110								
14.300																									1.0957	1.0575	1.0681	1.0905	0.91413	0.84488	0.86898	0.86629								
14.336																									1.0805	1.0331	1.0714	1.0464	0.90931	0.85069	0.85711	0.85779								
14.372																									1.0670	1.0446	1.0092	1.0584	0.81621	0.86850	0.89173	0.89030								
14.408																									1.0586	1.0421	1.0384	1.0603	0.79034	0.85979	0.84049	0.87988								
14.444																									1.0482	1.0359	1.0333	1.0627	0.78334	0.85703	0.83600	0.87964								
14.481																									1.0732	1.0243	1.0181	1.0397	0.78055	0.85251	0.85933	0.84910								
14.517																									1.0529	1.0296	1.0173	1.0356	0.79008	0.85441	0.84194	0.84546								
14.553																									1.0474	1.0235	1.0223	1.0407	0.80155	0.84762	0.86752	0.81457								
14.589																									1.0433	1.0331	1.0362	1.0469	0.80499	0.86255	0.85694	0.82521								
14.625																									1.0366	1.0323	1.0333	1.0540	0.82999	0.87712	0.85758	0.82516								
14.661																									1.0245	1.0193	1.0309	1.0393	0.86760	0.85964	0.86422	0.82658								
14.697																									1.0337	1.0443	1.0285	1.0484	0.84450	0.87468	0.85696	0.85355								
14.733																									1.0239	1.0317	1.0205	1.0468	0.84628	0.86426	0.87966	0.83182								
14.769																									1.0182	1.0281	1.0159	1.0599	0.82153	0.87325	0.87414	0.86239								
14.806																									1.0299	1.0216	1.0184	1.0589	0.82308	0.85359	0.87890	0.84210								
14.842																									1.0177	1.0252	1.0186	1.0459	0.87335	0.88258	0.86504	0.83334								
14.878																									1.0213	1.0096	1.0269	1.0435	0.84001	0.89994	0.86533	0.85665								
14.914																									1.0267	1.0220	1.0184	1.0467	0.85175	0.90065	0.86614	0.88226								
14.950																									1.0025	1.0227	1.0204	1.0437	0.85269	0.88524	0.88876	0.84761								
14.986																									1.0206	1.0040	1.0366	1.0380	0.85937	0.89609	0.87838	0.85846								
15.022																									1.0238	1.0271	1.0209	1.0364	0.86946	0.90237	0.87729	0.87892								
15.058																									1.0238	1.0313	1.0075	1.0244	0.89346	0.88500	0.88852	0.86898								
15.094																									1.0262	1.0259	1.0304	1.0316	0.87443	0.88223	0.88130	0.88067								
15.131																									1.0216	1.0122	1.0165	1.0194	0.88756	0.87390	0.89905	0.87774								
15.167																									1.0053	1.0188	1.0050	1.0309	0.88411	0.88764	0.88397	0.88676								
15.203																									1.0045	1.0121	1.0195	1.0280	0.88609	0.87168	0.88852	0.87911								
15.239																									1.0070	1.0180	1.0041	1.0429	0.89633	0.87218	0.88174	0.86662								
15.275																									1.0081	0.99439	0.99206	1.0242	0.91324	0.86755	0.89090	0.88200								
15.311																									1.0326	1.0002	1.0128	1.0221	0.91987	0.88570	0.89257	0.89294								
15.347																									1.0072	1.0029	1.0111	1.0045	0.87722	0.89348	0.87955	0.86184								
15.383																									1.0207	1.0038	1.0134	1.0071	0.88015	0.88348	0.89201	0.88821								
15.419																									1.0101	1.0182	1.0138	1.0072	0.87447	0.87367	0.90307	0.88837								
15.456																									1.0058	1.0158	1.0060	1.0125	0.87308	0.87761	0.88693	0.90123								
15.492																									1.0070	1.0290	0.99583	0.99887	0.89466	0.88228	0.90051	0.88688								
15.528																									1.0169	1.0041	1.0088	1.0168	0.88377	0.87986	0.89203	0.90004								
15.564																									0.99724	1.0122	1.0105	1.0207	0.87507	0.87606	0.91394	0.90549								
15.600																									1.0058	1.0124	1.0141	1.0192	0.88514	0.90053	0.89976	0.90587								
15.636																									1.0187	1.0198	1.0063	1.0120	0.88528	0.88807	0.89561	0.89727								
15.672																									1.0090	1.0089	1.0076	1.0115	0.89878	0.90187	0.90115	0.91234								
15.708																									1.0074	1.0114	1.0118	1.0279	0.89445	0.90295	0.90020	0.91634								
15.744																									1.0214	1.0022	0.99734	1.0218	0.89185	0.88924	0.90835	0.90416								
15.781																									1.0242	1.0181	1.0209	1.0164	0.88543	0.89088	0.90460	0.92698								
15.817																									1.0131	1.0110	1.0125	1.0176	0.88938	0.90565	0.90935	0.91060								
15.853																									1.0011	1.0112	1.0044	1.0176	0.89747	0.90041	0.90476	0.91011								
15.889																									1.0077	1.0230	1.0040	1.0086	0.89513	0.89694	0.90292	0.92553								
15.925																									1.0033	1.0126	1.0105	1.0210	0.88854	0.90558	0.92040	0.92108								
15.961																									1.0048	1.0075	1.0222	1.0103	0.88316	0.89830	0.90646	0.92212								
15.997																									1.0096	1.0051	1.0072	1.0157	0.89298	0.91683	0.91102	0.90634								
16.033																									1.0005	1.0033	1.0094	0.99672	0.89213	0.90377	0.92941	0.92365								
16.069																									1.0169	1.0066	1.0018	1.0080	0.89985	0.89422	0.91616	0.93038								
16.106																									1.0061	1.0116	0.99976	0.98847	0.89930	0.92231	0.91721	0.93245								
16.142																									1.0176	0.99693	0.99405	1.0239	0.90594	0.91339	0.92332	0.91156								
16.178																									1.0195	1.0078	1.0176	1.0231	0.89852	0.90351	0.93222	0.93355								
16.214																									1.0192	1.0058	1.0008	1.0253	0.89698	0.90385	0.91920	0.92712								
16.250																									1.0033	1.0260	1.0030	1.0026	0.89868	0.91268	0.92781	0.91872								
16.286																									1.0094	1.0027	0.99288	0.99932	0.90587	0.89790	0.91188	0.92429								
16.322																									1.0204	1.0147	1.0064	1.0194	0.90917	0.90868	0.93496	0.92551								
16.358																									1.0028	1.0058	0.99372	1.0182	0.91384	0.90275	0.92055	0.92353								
16.394																									0.98991	1.0031	1.0166	0.98634	0.91341	0.92364	0.92024	0.92543								
16.431																									1.0029	1.0066	1.0028	0.99982	0.91525	0.92911	0.93171	0.93553								
16.467																									1.0171	1.0039	1.0100	0.99912	0.90132	0.91560	0.93750	0.93510								
16.503																									1.0092	1.0071	0.98581	1.0132	0.90556	0.91605	0.92071	0.92482								
16.539																									1.0078	0.99611	0.99601	0.99029	0.90562	0.91547	0.92584	0.94090								
16.575																									0.99111	0.99484	0.97928	1.0082	0.89512	0.91584	0.91776	0.93293								
16.611																									1.0083	1.0281	1.0203	1.0040	0.91888	0.91598	0.91380	0.94224								
16.647																									1.0042	1.0061	0.99619	1.0015	0.91623	0.91211	0.93886	0.92920								
16.683																									0.99032	0.98450	0.98364	0.98230	0.90756	0.91157	0.93539	0.92698								
16.719																									1.0037	0.99609	0.99433	1.0007	0.91793	0.92314	0.93986	0.94773								
16.756																									1.0032	0.99942	1.0033	0.99732	0.92030	0.92330	0.92285	0.94154								
16.792																									0.99402	1.0108	0.97938	0.98192	0.92440	0.92005	0.93038	0.93069								
16.828																									0.99405	0.97997	0.99356	1.0079	0.95751	0.91154	0.94621	0.94833								
16.864																									1.0016	1.0065	0.98856	0.99504	0.93804	0.93449	0.95551	0.96159								
16.900																									0.99716	1.0070	1.0103	1.0116	0.93728	0.93274	0.93816	0.95464								
16.936																									0.99691	0.99643	0.99558	0.99684	0.92840	0.91625	0.94224	0.94128								
16.972																									0.99530	0.99995	0.99981	0.98599	0.94418	0.92850	0.94070	0.93872								
17.008																									0.99675	1.0044	1.0073	1.0000	0.93071	0.93020	0.94278	0.95397								
17.044																									0.99479	1.0032	0.98499	0.98350	0.93833	0.92754	0.93529	0.95544								
17.081																									1.0076	1.0000	1.0090	0.99329	0.94040	0.93557	0.94704	0.95442								
17.117																									0.99201	0.98898	1.0035	0.99579	0.93217	0.94119	0.94407	0.95621								
17.153																									0.98448	1.0026	1.0002	0.98434	0.93854	0.92882	0.95340	0.94448								
17.189																									1.0019	0.99795	1.0123	0.99719	0.96258	0.92733	0.95519	0.95721								
17.225																									1.0026	0.98365	0.98504	1.0064	0.93621	0.92817	0.94129	0.94307								
17.261																									1.0080	0.98256	0.98303	0.99717	0.92460	0.92636	0.96156	0.96302								
17.297																									0.98700	0.98906	1.0098	0.98255	0.94482	0.93025	0.93302	0.96570								
17.333																									0.98902	0.98350	0.99882	1.0036	0.94720	0.92400	0.94596	0.97297								
17.369																									0.99908	1.0084	1.0054	1.0087	0.93222	0.92868	0.93800	0.95906								
17.406																									0.99650	1.0135	0.99175	0.99442	0.94360	0.93064	0.94650	0.97406								
17.442																									0.99030	0.99795	1.0018	1.0018	0.94437	0.93815	0.94648	0.96239								
17.478																									0.98846	0.99584	0.98754	0.99707	0.95852	0.92198	0.94815	0.95285								
17.514																									1.0102	1.0110	0.99464	1.0048	0.94773	0.95211	0.96953	0.94504								
17.550																									0.99987	0.99521	0.97793	0.98989	0.95397	0.94211	0.94602	0.96313								
17.586																									1.0093	1.0014	1.0072	1.0025	0.95202	0.94480	0.95441	0.96161								
17.622																									0.99586	1.0175	0.99443	0.99407	0.94979	0.94674	0.94609	0.96378								
17.658																									0.99269	0.98667	1.0021	1.0080	0.95861	0.93832	0.96925	0.96449								
17.694																									1.0058	1.0048	0.98438	0.97905	0.94478	0.93651	0.94977	0.97975								
17.731																									0.97205	1.0049	1.0157	0.98437	0.96515	0.92806	0.95759	0.96045								
17.767																									1.0195	1.0055	1.0013	0.98934	0.95385	0.95012	0.95695	0.97466								
17.803																									0.99438	1.0072	0.99905	0.98167	0.95429	0.94249	0.94967	0.96654								
17.839																									1.0105	1.0011	0.99313	0.98489	0.95827	0.94671	0.96511	0.97104								
17.875																									0.99285	0.99768	1.0141	1.0011	0.97105	0.94551	0.96647	0.97140								
17.911																									0.99395	0.99594	1.0090	0.99694	0.95045	0.94440	0.95440	0.97447								
17.947																									0.99430	0.99419	0.98772	0.98025	0.94949	0.94644	0.96090	0.95942								
17.983																									0.99583	1.0102	0.98372	0.99462	0.94825	0.93990	0.95868	0.97984								
18.019																									1.0014	0.99521	1.0135	1.0108	0.96498	0.95907	0.95997	0.97668								
18.056																									1.0092	0.99499	0.99083	1.0106	0.95913	0.93963	0.95205	0.98227								
18.092																									1.0106	0.98612	0.98862	1.0115	0.93688	0.94832	0.95690	0.98482								
18.128																									0.98922	0.99609	1.0072	0.98492	0.94333	0.95290	0.98934	0.97580								
18.164																									0.99502	0.99783	0.99624	0.99692	0.96213	0.95208	0.95614	0.99646								
18.200																									0.99976	0.99078	0.99971	1.0038	0.96098	0.96027	0.96563	0.97973								
18.236																									1.0025	0.99297	0.99573	0.99699	0.95310	0.95345	0.96557	0.99194								
18.272																									0.98741	1.0002	0.99724	1.0035	0.97217	0.94557	0.94731	0.98689								
18.308																									0.99948	0.99173	1.0015	0.99349	0.96209	0.95481	0.96338	0.97763								
18.344																									1.0054	1.0067	0.99002	1.0055	0.97839	0.96334	0.97742	0.97796								
18.381																									0.98792	0.99115	0.97851	0.99699	0.97165	0.95186	0.97120	0.99070								
18.417																									0.99813	0.98580	0.97859	0.99662	0.95671	0.95834	0.97004	0.97323								
18.453																									0.99328	0.99646	1.0023	1.0065	0.95094	0.97343	0.97492	0.99094								
18.489																									0.99841	1.0063	0.98027	1.0124	0.97315	0.95752	0.96884	0.98941								
18.525																									0.98853	0.99197	1.0089	1.0069	0.95799	0.95469	0.97282	0.97416								
18.561																									1.0012	0.99285	0.99522	0.99602	0.97307	0.97308	0.96845	0.99117								
18.597																									0.98351	0.98923	0.99509	0.99667	0.96239	0.95737	0.96920	0.98411								
18.633																									1.0143	0.99277	0.99055	0.98070	0.96621	0.95337	0.98497	0.99239								
18.669																									0.99568	0.99479	0.98390	1.0046	0.96855	0.96573	0.96778	0.98996								
18.706																									1.0071	0.98587	0.97576	1.0041	0.98533	0.95912	0.96348	0.99317								
18.742																									1.0029	0.98859	0.99879	1.0110	0.96735	0.95711	0.95865	1.0020								
18.778																									0.98494	0.99160		0.98355	0.97107	0.97242	0.97189	0.97970								
18.814																									0.99522	0.98614		0.99662	0.97730	0.96135	0.98081	0.99131								
18.850																									0.99351	0.98056		0.99782	0.99188	0.95886	0.97828	0.98775								
18.886																									1.0059	0.98874		0.99424	0.98499	0.97381	0.97591	0.98705								
18.922																									0.99351	1.0030		0.99644	0.99390	0.95472	0.96660	0.98084								
18.958																									0.99589	0.98946		1.0071	0.98077	0.97196	0.97763	1.0046								
18.994																									0.99195	0.98243		0.99709	0.97315	0.96831	0.96658	0.98484								
19.031																									1.0074	0.98353		1.0047	0.98111	0.98780	0.97119	0.99957								
19.067																									0.99772	0.98054		0.99417	0.97822	0.96416	0.96719	0.98003								
19.103																									0.98397	1.0044		1.0002	0.97032	0.97190	0.97164	0.98292								
19.139																									0.99428	0.99327		1.0071	0.97760	0.96944	0.98117	0.99322								
19.175																									1.0003			1.0109	0.96942	0.96672	0.98839	0.99215								
19.211																									1.0024			0.99854	0.97951	0.98190	0.97805	0.99162								
19.247																									0.98961			0.99539	0.96528	0.98652	0.98446	1.0062								
19.283																									0.98310			1.0046	0.96541	0.98860	0.98038	0.98530								
19.319																									1.0016			0.98482	0.96299	0.97246	0.97084	0.98851								
19.356																									0.99583			0.98419	0.97465	0.97977	0.99220	1.0089								
19.392																													0.96866	0.97339	0.97342	0.98499								
19.428																													0.96436	0.95828	0.97478	1.0140								
19.464																													0.98539	0.97565	0.98151	0.99646								
19.500																													0.98111	0.97178	0.98523	0.99924								
19.536																													0.98766	0.98202	0.98093	0.99531								
19.572																													0.97238	0.97065	0.98022	0.99491								
19.608																													0.98059	0.96684	0.96386	1.0079								
19.644																													0.98262	0.96614	0.99361	0.98905								
19.681																													0.98569	0.97629	0.97887	1.0067								
19.717																													0.98804	0.98441	0.97182	0.98874								
19.753																													1.0015	0.98818	0.98801	0.99403								
19.789																													0.97837	0.96480	0.98528	0.99263								
19.825																													0.99080	0.97027	0.98235	0.98984								
19.861																													0.97454	0.98325	0.97864	1.0007								
19.897																													0.98649	0.99187	0.99128	1.0103								
19.933																													0.98064	0.97333	0.99035	0.98763								
19.969																													0.98206	0.97951	0.97776	1.0007								
20.006																													0.98951	0.99038	0.97753	0.99208								
20.042																													0.97937	0.98363	0.98093	0.99917								
20.078																													0.99125	0.97850	0.99080	0.99648								
20.114																													0.98546	0.98338	0.99080	0.98015								
20.150																													0.99523	0.99198	0.98650	0.99036								
20.186																													0.98663	0.98277	0.98927	1.0010								
20.222																													0.99375	0.97356	0.98884	1.0006								
20.258																													0.98921	0.98485	0.98659	1.0054								
20.294																													0.99186	0.99841	0.98486	1.0075								
20.331																													0.97979	0.98271	0.98335	0.99974								
20.367																													0.99567	0.97689	0.98839	1.0061								
20.403																													0.99046	0.98701	0.99615	1.0075								
20.439																													0.98388	0.98477	0.99618	0.98589								
20.475																													0.98394	0.97745	0.98290	1.0093								
20.511																													0.99136	0.98950	0.99076	1.0092								
20.547																													0.98793	0.99283	0.99115	0.99391								
20.583																													0.99171	0.98286	0.98700	0.99274								
20.619																													1.0036	0.98540	0.98785	0.99660								
20.656																													0.98181	0.99449	0.98288	1.0100								
20.692																													0.98908	0.99753	0.98933	0.99660								
20.728																													1.0030	0.98026	0.99765	1.0079								
20.764																													0.99952	0.98525	0.99037	1.0066								
20.800																													0.99433	0.98613	1.0084	1.0074								
20.836																													1.0002	0.97850	0.98207	0.99741								
20.872																													0.99060	0.98909	0.99334	1.0142								
20.908																													0.98553	1.0021	0.99467	0.98806								
20.944																													0.99382	0.98249	1.0013	1.0091								
20.981																													0.99642	0.98955	0.99664	0.99927								
21.017																													0.99276	0.97486	0.98632	1.0052								
21.053																													0.98943	0.99607	1.0001	0.99448								
21.089																													0.99028	0.97541	0.99512	1.0012								
21.125																													0.98821	0.98161	0.99820	0.99738								
21.161																													0.98684	0.98061	0.99578	1.0008								
21.197																													0.98217	0.98369	1.0092	0.99727								
21.233																													0.98383	0.98362	1.0019	0.99184								
21.269																													0.99435	0.98436	0.99014	1.0020								
21.306																													0.98803	0.96989	0.99977	0.99884								
21.342																													0.99020	0.98625	0.98774	1.0093								
21.378																													0.99261	0.98449	0.98736	0.98546								
21.414																													0.99815	0.98851	1.0070	1.0028								
21.450																													1.0014	0.98648	0.99108	1.0036								
21.486																													1.0001	0.98649	0.99759	1.0006								
21.522																													0.99438	0.99893	0.99020	0.99933								
21.558																													0.98436	0.99491	1.0033	0.98274								
21.594																													1.0028	0.98465	0.99546	0.99567								
21.631																													1.0010	0.97888	0.99667	0.98118								
21.667																													0.97689	0.98978	0.99817	1.0059								
21.703																													0.99787	0.98584	0.99288	0.99705								
21.739																													0.99133	0.98388	1.0043	0.99998								
21.775																													0.99065	0.99196	0.99253	1.0039								
21.811																													0.97916	0.98605	0.99531	0.99512								
21.847																													0.99443	0.97651	1.0009	0.99169								
21.883																													1.0009	0.99355	0.99955	0.99096								
21.919																													0.98981	0.97868	0.98483	0.99553								
21.956																													1.0096	0.99579	0.99779	0.99734								
21.992																													1.0099	0.99812	0.99682	0.99351								
22.028																													0.98021	0.99835	1.0009	1.0111								
22.064																													0.99040	0.99742	1.0106	0.98205								
22.100																													1.0090	0.99715	1.0006	1.0020								
22.136																													0.99638	1.0044	0.99161	1.0024								
22.172																													1.0010	0.99826	1.0081	1.0027								
22.208																													1.0031	0.99222	1.0031	1.0110								
22.244																													0.99278	1.0031	1.0054	0.99643								
22.281																													1.0055	0.99459	1.0017	1.0105								
22.317																													0.99788	0.99713	1.0038	1.0098								
22.353																													0.98533	1.0091	1.0010	0.99562								
22.389																													1.0058	0.99887	0.99037	0.99814								
22.425																													1.0036	1.0001	1.0000	0.99776								
22.461																													0.99743	0.99659	0.99407	1.0106								
22.497																													0.99919	0.98584	1.0136	0.99996								
22.533																													0.98981	0.98765	1.0069	0.99555								
22.569																													1.0079	1.0023	0.99950	1.0021								
22.606																													1.0007	0.99072	0.99911	0.98618								
22.642																													1.0012	1.0105	0.99590	0.99984								
22.678																													0.99452	1.0075	1.0120	0.99914								
22.714																													1.0125	0.99646	1.0048	0.99995								
22.750																													1.0135	0.98965	1.0018	1.0049								
22.786																													0.99438	1.0118	1.0080	1.0032								
22.822																													1.0067	1.0039	0.99574	0.99914								
22.858																													0.99964	1.0070	1.0021	0.99417								
22.894																													1.0079	1.0033	1.0026	0.99198								
22.931																													0.99360	1.0018	1.0036	1.0155								
22.967																													1.0105	1.0019	1.0015	0.98994								
23.003																													0.98609	1.0043	0.98764	0.99739								
23.039																													1.0072	0.99687	0.98701	0.99198								
23.075																													0.99253	1.0102	0.99591	1.0030								
23.111																													1.0064	1.0018	1.0040	1.0186								
23.147																													0.99954	1.0165	1.0062	1.0094								
23.183																													0.98876	0.99396	0.99383	0.99986								
23.219																													0.99792	0.99470	1.0069	1.0069								
23.256																													1.0060	0.99724	0.99563	0.99210								
23.292																													0.99330	1.0044	1.0024	0.99858								
23.328																													0.99750	1.0039	1.0019	1.0094								
23.364																													0.99321	1.0027	1.0034	1.0003								
23.400																													1.0027	1.0071	1.0188	1.0083								
23.436																													1.0188	0.98471	1.0123	0.98498								
23.472																													0.99575	1.0051	0.99799	1.0150								
23.508																													0.99859	0.98731	1.0004	0.99714								
23.544																													0.98859	0.99355	1.0020	1.0138								
23.581																													1.0035	1.0024	1.0020	1.0020								
23.617																													0.99580	1.0023	1.0059	1.0022								
23.653																													1.0055	0.99291	1.0031	1.0060								
23.689																													1.0038	0.99918	0.99041	1.0044								
23.725																													0.99795	1.0118	1.0113	1.0139								
23.761																													0.99598	0.99917	1.0032	0.99446								
23.797																													0.99833	1.0096	0.99789	0.98479								
23.833																													1.0077	0.99459	1.0015	1.0032								
23.869																													1.0142	0.99776	0.99515	1.0101								
23.906																													0.99638	1.0031	0.99913	0.98656								
23.942																													0.98671	0.99807	1.0071	0.99224								
23.978																													1.0023	1.0076	1.0115	0.99393								
24.014																													1.0059	0.98198	1.0015	1.0043								
24.050																													1.0051	0.99718	1.0024	1.0040								
24.086																													0.99974	0.99742	1.0073	0.99679								
24.122																													1.0176	1.0030	1.0059	1.0016								
24.158																													1.0099	1.0072	0.99178	1.0062								
24.194																													1.0035	0.99555	1.0141	1.0014								
24.231																													1.0006	1.0089	0.99305	0.99565								
24.267																													0.99994	1.0055	0.99299	0.99769								
24.303																													1.0048	1.0052	0.99545	1.0011								
24.339																													0.99802	1.0054	0.99206	0.99603								
24.375																													1.0109	1.0005	0.99793	1.0063								
24.411																													0.99610	1.0069	1.0056	1.0075								
24.447																													1.0052	1.0040	1.0094	1.0025								
24.483																													1.0210	1.0058	0.97866	0.99888								
24.519																													0.99675	1.0070	0.98931	1.0011								
24.556																													1.0055	1.0060	0.99248	0.99470								
24.592																													0.99842	0.98795	0.99837	0.98848								
24.628																													0.99882	1.0066	1.0086	0.98543								
24.664																													1.0048	1.0095	1.0064	1.0059								
24.700																													1.0064	1.0072	0.99898	1.0048								
24.736																													1.0094	1.0095		0.98725								
24.772																													1.0054	0.99748		1.0083								
24.808																													1.0062	1.0050		1.0048								
24.844																													0.99658	0.99505		1.0046								
24.881																													0.99256	1.0055		1.0022								
24.917																													1.0162	0.99745		1.0084								
24.953																													1.0004	0.99546										
24.989																													1.0123	1.0003										
25.025																													1.0091	1.0059										
25.061																													0.99610	0.99827										
25.097																													1.0072	1.0048										
25.133																													1.0030	1.0127										
25.169																													0.99838	1.0076										
25.206																													1.0004	1.0084										
25.242																													1.0043	0.98774										
25.278																													1.0034	1.0030										
25.314																													0.99402	0.99371										
25.350																													1.0018	0.99786										
25.386																													1.0006	1.0038										
