time/h	Ab42 alone	Ab42 alone	Ab42 alone	Ab42 alone	47 nM S00GSTsmall	47 nM S00GSTsmal	47 nM S00GSTsmal	47 nM S00GSTsmal	94 nM S00GSTsmal	94 nM S00GSTsmal	94 nM S00GSTsmal	94 nM S00GSTsmal	187 nM S00GSTsmal	187 nM S00GSTsmal	187 nM S00GSTsmal	187 nM S00GSTsmal	375 nM S00GSTsmal	375 nM S00GSTsmal	375 nM S00GSTsmal	375 nM S00GSTsmal	750 nM S00GSTsmal	750 nM S00GSTsmal	750 nM S00GSTsmal	750 nM S00GSTsmal	1500 nM S00GSTsmal	1500 nM S00GSTsmal	1500 nM S00GSTsmal	1500 nM S00GSTsmal	3000 nM S00GSTsmal	3000 nM S00GSTsmal	3000 nM S00GSTsmal	3000 nM S00GSTsmal	Fit 0	Fit 47	Fit 94	Fit 187	Fit 375	Fit 750	Fit 1500	Fit 3000
7.6556									1.0029	0.99717			0.98783	1.0146	1.0026	0.98405	0.99568	0.97981	1.0094	0.98196	0.94999	0.95406	0.93520	0.90205	0.85766	0.84575	0.83845	0.78441	0.64759	0.72101	0.65552	0.76167								
7.6844									1.0012	1.0025			1.0015		1.0129		0.99657	1.0129	0.99920	1.0154	0.96545	0.95901	0.91523	0.91388	0.84129	0.89049	0.83985	0.80037	0.65394	0.73568	0.64627	0.77609								
7.7133									1.0023	0.99015			1.0007		1.0064		1.0015	0.99358	1.0018	1.0061	0.96416	0.94695	0.92810	0.88757	0.86694	0.87236	0.84766	0.80158	0.64528	0.73400	0.65108	0.77297								
7.7422									1.0192	1.0089			0.98942		1.0093		0.99511	1.0222	0.99801	0.99788	0.96826	0.95013	0.93681	0.89189	0.86300	0.86605	0.83582	0.80832	0.66962	0.75461	0.64191	0.77502								
7.7711									1.0012	1.0105					1.0083		1.0064	1.0020	1.0011	1.0080	0.96751	0.96699	0.93796	0.92534	0.87595	0.87346	0.86016	0.80115	0.65489	0.74707	0.63702	0.76339								
7.8000									1.0030	0.99097					0.99814		0.98984	0.99748	1.0116	1.0058	0.97637	0.96471	0.94369	0.90376	0.86404	0.86546	0.85554	0.81555	0.67018	0.74358	0.64880	0.79143								
7.8289									1.0068	1.0015					1.0100		0.99283	1.0103	0.99622	1.0071	0.96865	0.96284	0.93498	0.91796	0.86067	0.86590	0.85669	0.82210	0.64614	0.74848	0.65159	0.76758								
7.8578									0.99091	1.0025					1.0054		0.99548	0.99308	0.99420	1.0059	0.98085	0.95690	0.93623	0.90648	0.85428	0.87024	0.84576	0.81184	0.65266	0.75500	0.65870	0.77863								
7.8867									0.99662	1.0058					0.99836		1.0037	1.0022	1.0021	0.99218	0.96896	0.95484	0.95043	0.91879	0.87460	0.87253	0.85623	0.80925	0.64007	0.75548	0.67134	0.79036								
7.9156									0.98347	1.0013					1.0088		1.0013	0.99807	0.99464	1.0106	0.94805	0.96495	0.95064	0.91305	0.89211	0.85374	0.86574	0.82466	0.66051	0.74752	0.65170	0.79117								
7.9444									0.98458	0.99614					0.99000		0.99938	1.0076	1.0076	1.0002	0.98699	0.95976	0.93744	0.91372	0.87369	0.88745	0.87423	0.81738	0.67065	0.75335	0.67072	0.78970								
7.9733									0.98658	0.99732					0.99148		1.0141	1.0126	0.99736	0.99912	0.96923	0.97252	0.93340	0.92410	0.86541	0.89130	0.86219	0.82057	0.67500	0.74259	0.66082	0.78596								
8.0022									1.0035	0.98045					1.0048		1.0017	0.98946	0.99022	0.99640	0.98005	0.96478	0.96998	0.90708	0.88705	0.87236	0.85136	0.83397	0.67296	0.74674	0.67397	0.80263								
8.0311									0.99640	1.0008					0.99725		1.0009	1.0121	1.0143	1.0015	0.96809	0.96711	0.95164	0.91381	0.88651	0.90251	0.86901	0.83455	0.66514	0.75533	0.66935	0.81344								
8.0600									1.0028	0.99854					0.99491		1.0067	0.99285	1.0045	1.0017	0.96462	0.98002	0.94928	0.92986	0.87301	0.89907	0.86216	0.82456	0.67004	0.76441	0.66717	0.80826								
8.0889									1.0095	0.99792					0.99937		1.0175	0.99166	0.99957	0.99667	0.98991	0.98667	0.94251	0.93279	0.89322	0.89751	0.88544	0.81578	0.67742	0.77300	0.67163	0.80698								
8.1178									0.99860	1.0064					1.0062		1.0013	1.0068	1.0159	1.0086	0.96622	0.98315	0.95887	0.91289	0.88139	0.90112	0.86759	0.81904	0.66817	0.75999	0.67128	0.80480								
8.1467									0.97494	1.0085					0.98014		1.0001	1.0006	0.99077	0.99685	0.98010	0.97449	0.96235	0.93233	0.89805	0.87312	0.87870	0.82697	0.67408	0.77195	0.68145	0.80132								
8.1756									1.0074	0.99554					0.97876		1.0011	0.98274	0.98696	0.98937	0.97777	0.98063	0.97465	0.94934	0.88630	0.88559	0.86150	0.83575	0.67881	0.78042	0.67432	0.80716								
8.2044									1.0108	0.98847					0.99969		0.98671	0.99042	0.99389	1.0039	0.99510	0.97611	0.95703	0.94505	0.87460	0.89344	0.89530	0.83066	0.69260	0.77991	0.68680	0.82012								
8.2333									1.0013	0.98078					1.0110		0.99706	0.99343	1.0003	0.99642	0.97954	0.98599	0.96361	0.92108	0.91014	0.90609	0.86358	0.82694	0.67979	0.76299	0.69364	0.79004								
8.2622									1.0019	1.0045					1.0097		1.0003	0.98705	1.0145	0.99822	0.99316	0.96840	0.95447	0.91155	0.88996	0.88791	0.88159	0.83334	0.67867	0.76579	0.69746	0.81313								
8.2911									1.0065	0.99802					1.0056		1.0022	0.99627	1.0071	1.0106	0.99267	0.98640	0.96233	0.93809	0.89219	0.92800	0.87862	0.84689	0.68469	0.77592	0.70593	0.81192								
8.3200									0.99880	1.0049					0.98833		1.0028	1.0045	0.99859	1.0179	0.98644	0.99118	0.96516	0.94681	0.90770	0.89166	0.88699	0.84092	0.68990	0.78082	0.69506	0.82776								
8.3489									1.0010	1.0058					0.99052		1.0036	0.99704	1.0008	1.0138	0.98122	0.99664	0.96772	0.95114	0.88580	0.87943	0.88970	0.84250	0.69728	0.79701	0.68325	0.82014								
8.3778									0.99361	1.0127					0.99548		1.0039	1.0061	1.0160	0.99509	0.98374	0.97742	0.95500	0.93588	0.90067	0.89978	0.88379	0.85221	0.70045	0.77748	0.69205	0.81520								
8.4067									0.99719	0.98705							0.98935	0.99994	1.0207	0.99261	0.99466	0.99530	0.97211	0.94457	0.90612	0.91903	0.88742	0.84252	0.68555	0.77859	0.70235	0.81137								
8.4356									1.0154	0.98300							0.99738	1.0069	0.98379	1.0007	0.97637	0.96998	0.96541	0.94413	0.91849	0.92927	0.89959	0.86215	0.71279	0.77444	0.69826	0.82753								
8.4644									1.0066	1.0170							1.0037	0.97047	1.0013	0.99498	0.98141	0.99268	0.97723	0.94556	0.90389	0.88964	0.88973	0.84546	0.71148	0.78971	0.70278	0.84695								
8.4933									0.99682	1.0006							1.0068	0.99769	1.0012	0.98908	0.99524	0.96915	0.96469	0.94558	0.90342	0.90675	0.88034	0.84057	0.69455	0.78364	0.69587	0.82239								
8.5222									0.98171	1.0071							1.0116	0.99301	0.98782	0.97428	0.99427	0.98070	0.94890	0.95022	0.90565	0.92437	0.89548	0.86531	0.69845	0.79951	0.71058	0.83347								
8.5511									0.99961	1.0009							0.99659	1.0039	1.0133	1.0118	0.98333	0.99348	0.97650	0.94416	0.88985	0.92195	0.88772	0.86019	0.70655	0.81171	0.70316	0.82153								
8.5800									1.0033	0.99180							1.0140	1.0165	1.0045	0.98649	0.98568	0.97619	0.97856	0.96541	0.89533	0.89298	0.88174	0.84378	0.69221	0.81414	0.71623	0.83732								
8.6089									1.0020	0.98095							1.0023	0.99540	1.0067	0.98829	0.99449	0.99387	0.96107	0.93210	0.89496	0.90100	0.89246	0.85878	0.70552	0.80597	0.71795	0.82190								
8.6378									0.97722	1.0204							0.99167	1.0047	1.0117	0.99615	0.99905	0.98228	0.98338	0.95702	0.91216	0.89907	0.89814	0.85913	0.71496	0.79716	0.71685	0.82902								
8.6667										0.98967							0.98876	0.99896	0.99948	0.99403	0.99908	0.97075	0.96802	0.95919	0.91777	0.91082	0.91635	0.85798	0.70702	0.79954	0.69627	0.83792								
8.6956																	1.0066	1.0023	0.99003	0.99660	0.99549	0.99436	0.96604	0.94475	0.90947	0.91633	0.90644	0.85605	0.70421	0.80230	0.72427	0.84145								
8.7244																	1.0091	1.0047	1.0019	1.0074	0.99449	0.98470	0.96893	0.96267	0.89937	0.88869	0.90649	0.88734	0.71889	0.81011	0.70722	0.83182								
8.7533																	1.0047		1.0052		0.98775	0.99251	0.97354	0.94296	0.92910	0.90894	0.89214	0.87384	0.71741	0.82192	0.72053	0.83512								
8.7822																	1.0053		0.99087		1.0026	1.0069	0.96341	0.95582	0.90957	0.93151	0.90621	0.86558	0.70992	0.81135	0.73780	0.85320								
8.8111																	1.0004		1.0055		1.0136	0.98980	0.97645	0.95661	0.91362	0.92600	0.90182	0.87682	0.72554	0.80591	0.73404	0.85637								
8.8400																	1.0122		0.98901		0.98724	0.97577	0.96750	0.97012	0.91406	0.92198	0.90159	0.87276	0.72521	0.81525	0.72798	0.84132								
8.8689																	1.0024		0.99231		1.0035	0.99196	0.97136	0.95024	0.91567	0.93178	0.91838	0.87652	0.72942	0.79981	0.73963	0.84425								
8.8978																	0.99540		0.99824		1.0068	0.98545	0.99078	0.96982	0.93530	0.95005	0.91488	0.88182	0.71747	0.80741	0.73673	0.85750								
8.9267																	0.99301		0.99694		0.99575	0.99683	0.98644	0.95686	0.90534	0.93382	0.91257	0.86824	0.72343	0.83097	0.74004	0.86208								
8.9556																	0.99251		0.99466		1.0010	0.99691	0.98318	0.97613	0.93691	0.92949	0.91341	0.90199	0.73267	0.82057	0.73783	0.86179								
8.9844																	1.0008		0.99696		1.0212	1.0068	0.96474	0.95218	0.93092	0.92666	0.91737	0.86932	0.73014	0.81555	0.74894	0.84690								
9.0133																	0.99036		1.0031		1.0066	0.98703	0.96110	0.96129	0.92809	0.92032	0.91660	0.88631	0.72412	0.81288	0.74012	0.85480								
9.0422																	1.0053		0.98461		0.99998	1.0011	0.95974	0.94957	0.90866	0.92271	0.93070	0.88864	0.73195	0.82490	0.75502	0.87886								
9.0711																	1.0022		0.99692		1.0132	0.99300	0.99535	0.97328	0.92589	0.94450	0.92403	0.88498	0.73671	0.82253	0.74194	0.86179								
9.1000																	1.0073		0.99224		1.0020	1.0018	0.97555	0.96527	0.93154	0.91752	0.92581	0.89855	0.74986	0.82649	0.73250	0.87464								
9.1289																	1.0015		0.99310		0.99255	0.99593	0.97144	0.96843	0.93520	0.92417	0.93045	0.88741	0.74668	0.82271	0.73713	0.85381								
9.1578																	1.0054				0.98986	1.0218	0.99249	0.96463	0.91284	0.92595	0.92132	0.87685	0.73913	0.83364	0.75590	0.85792								
9.1867																	0.99936				0.99852	0.97337	0.98117	0.95988	0.94485	0.95444	0.91625	0.87489	0.72465	0.83316	0.73665	0.85276								
9.2156																	1.0225				0.99371	0.99576	0.96707	0.97208	0.94568	0.94196	0.93681	0.89113	0.74078	0.81108	0.77522	0.87161								
9.2444																	0.99941				0.99971	0.99909	0.97801	0.97152	0.93738	0.93516	0.92738	0.89685	0.74493	0.83812	0.76365	0.86200								
9.2733																	1.0044				0.99920	1.0011	0.95979	0.96424	0.92739	0.92832	0.92520	0.90144	0.73958	0.84005	0.77210	0.88964								
9.3022																	0.98095				1.0193	0.99705	0.97821	0.98077	0.94677	0.94048	0.92794	0.88917	0.75250	0.84026	0.75634	0.87642								
9.3311																	1.0169				1.0105	1.0095	0.96973	0.97943	0.92877	0.93458	0.92802	0.89692	0.76063	0.82346	0.76303	0.86535								
9.3600																	1.0119				0.98554	0.98043	0.97332	0.98898	0.94553	0.92822	0.93506	0.90480	0.76696	0.83701	0.75997	0.88030								
9.3889																	0.99120				0.99566	0.99766	0.96150	0.97650	0.96114	0.93453	0.94632	0.90287	0.76726	0.83938	0.77116	0.87142								
9.4178																	0.99936				0.99687	0.99455	0.97748	0.97519	0.95902	0.96426	0.92966	0.89833	0.77977	0.84002	0.77177	0.87472								
9.4467																	0.98871				0.99330	0.99613	0.97723	0.99889	0.94252	0.96092	0.92292	0.89835	0.75852	0.83250	0.76790	0.87781								
9.4756																	1.0076				1.0040	0.99361	0.99507	0.98070	0.93577	0.97442	0.92545	0.91057	0.77509	0.83340	0.75507	0.88485								
9.5044																	0.99400				1.0019	0.99200	0.97821	0.98289	0.96862	0.94891	0.93793	0.90199	0.76871	0.83413	0.77498	0.86972								
9.5333																	0.97947				1.0040	0.98846	0.99113	0.97445	0.95061	0.95198	0.94047	0.88207	0.75740	0.85456	0.77083	0.87925								
9.5622																	0.99916				1.0035	1.0162	0.99557	0.98208	0.94532	0.94179	0.93856	0.91205	0.76208	0.84377	0.75149	0.86281								
9.5911																	0.99348				0.99791	0.98951	0.98406	0.98305	0.95305	0.93092	0.94795	0.89316	0.77523	0.84197	0.78452	0.89014								
9.6200																	0.99602				0.98969	0.98863	0.98265	0.97982	0.96397	0.95868	0.93976	0.90432	0.79367	0.83533	0.79332	0.88119								
9.6489																	1.0007				1.0025	1.0054	0.98885	0.98676	0.94210	0.97949	0.93874	0.90432	0.78567	0.86427	0.76279	0.89854								
9.6778																	0.98806				0.99211	0.99060	0.98521	0.97387	0.97118	0.96575	0.94881	0.92801	0.78350	0.85159	0.76871	0.89773								
9.7067																	0.97774				1.0071	1.0091	0.99259	0.99532	0.93530	0.97265	0.94592	0.92327	0.78631	0.85113	0.77307	0.87708								
9.7356																					1.0003	1.0095	1.0025	0.98268	0.96306	0.94162	0.95621	0.90756	0.77918	0.86252	0.77390	0.88797								
9.7644																					1.0047	1.0022	0.99342	0.98045	0.95596	0.94406	0.95801	0.89953	0.79436	0.84386	0.78743	0.89009								
9.7933																					1.0012	0.99870	0.97349	0.99435	0.94856	0.94696	0.94665	0.93270	0.77587	0.85459	0.76411	0.90286								
9.8222																					1.0119	1.0109	0.99349	0.98508	0.95113	0.94896	0.94364	0.92507	0.78659	0.85832	0.79125	0.89187								
9.8511																					0.99971	1.0062	0.98850	0.98257	0.94005	0.93214	0.95822	0.91762	0.79642	0.86141	0.78479	0.91556								
9.8800																					1.0102	1.0098	0.98027	0.98390	0.97126	0.96709	0.95041	0.92430	0.78979	0.87157	0.78466	0.91239								
9.9089																					0.98685	0.99132	0.97058	0.98397	0.97287	0.93070	0.95302	0.90839	0.77888	0.86520	0.79270	0.91084								
9.9378																					0.99777	0.99186	0.99959	1.0034	0.95030	0.93173	0.94787	0.91855	0.78052	0.85760	0.79563	0.90943								
9.9667																					0.99325	0.99739	0.99512	0.99354	0.95990	0.96031	0.95046	0.92324	0.79077	0.88031	0.78853	0.91506								
9.9956																					1.0043	0.99504	0.99861	0.99520	0.95699	0.96470	0.95545	0.92470	0.80049	0.87635	0.81747	0.91168								
10.024																					1.0063	0.97699	0.98915	1.0006	0.95318	0.97313	0.94541	0.91918	0.79169	0.86877	0.79485	0.90425								
10.053																					1.0178	0.99557	0.98990	0.99423	0.97549	0.96390	0.96144	0.93044	0.80166	0.86502	0.78899	0.90121								
10.082																					1.0057	0.99021	0.98988	1.0078	0.95505	0.95330	0.94538	0.92952	0.80046	0.88305	0.79854	0.90092								
10.111																					1.0107	0.97507	0.98576	0.99875	0.96096	0.96180	0.95368	0.90859	0.79417	0.86258	0.80693	0.89564								
10.140																					1.0071	0.99113	0.98780	0.97500	0.96875	0.96538	0.96341	0.93411	0.81043	0.88278	0.79289	0.89548								
10.169																					1.0067	0.99610	0.97086	0.99103	0.95533	0.98546	0.94277	0.92234	0.79960	0.88004	0.81640	0.91621								
10.198																					0.99726	1.0052	0.98679	0.97980	0.96078	0.96419	0.96116	0.93358	0.82475	0.87403	0.80201	0.90676								
10.227																					1.0125	1.0048	1.0013	0.98743	0.98589	0.93916	0.97914	0.93918	0.80258	0.87563	0.81150	0.90637								
10.256																					1.0090	1.0013	0.99442	1.0008	0.96991	0.97374	0.95948	0.94199	0.81996	0.87572	0.81497	0.91637								
10.284																					1.0050	0.99014	0.98862	0.98453	0.95562	0.96604	0.94511	0.93100	0.80085	0.89922	0.82514	0.90731								
10.313																					1.0001	1.0204	0.98042	0.99073	0.95741	0.99514	0.95198	0.96148	0.79300	0.89026	0.81562	0.91310								
10.342																					1.0081	1.0006	1.0050	0.98801	0.97458	0.95919	0.96040	0.93526	0.79595	0.89519	0.82256	0.89749								
10.371																					1.0067	0.98342	0.99103	0.98969	0.97386	0.98722	0.97216	0.94141	0.82491	0.88759	0.80747	0.91650								
10.400																					0.99641	1.0159	1.0103	1.0028	0.97378	0.96497	0.97039	0.93845	0.80973	0.88948	0.80793	0.90954								
10.429																					1.0047	1.0164	1.0018	0.99693	0.96830	0.98288	0.96562	0.93559	0.82703	0.87800	0.81094	0.92378								
10.458																					0.98961	1.0129	0.99419	0.97092	0.96299	0.96685	0.94876	0.92650	0.81720	0.89831	0.82124	0.92815								
10.487																					1.0004	0.99516	0.98930	0.98134	0.97925	0.99066	0.96194	0.94118	0.81578	0.89519	0.81643	0.93616								
10.516																					1.0086	1.0015	0.99332	0.99534	0.96667	1.0070	0.95885	0.93044	0.81519	0.89684	0.82969	0.90736								
10.544																					1.0011	0.99276	1.0090	1.0025	0.95352	0.98430	0.96775	0.93514	0.81809	0.89675	0.81441	0.91375								
10.573																					1.0070	1.0036	0.98852	1.0150	0.98452	0.96777	0.97528	0.93348	0.83257	0.91583	0.82622	0.92291								
10.602																					0.99867	0.99145	0.97761	0.99267	0.97528	0.98166	0.97368	0.92728	0.81232	0.91130	0.83157	0.92139								
10.631																					1.0086	1.0043	0.98067	0.97664	0.97466	0.98571	0.97678	0.95328	0.82786	0.88467	0.83243	0.95383								
10.660																					1.0050	1.0092	0.98258	0.98665	0.97339	0.98247	0.96914	0.93310	0.82589	0.89774	0.84591	0.93087								
10.689																					1.0049	0.99797	1.0105	0.97175	0.97819	0.96792	0.96707	0.95468	0.82959	0.89877	0.81831	0.92535								
10.718																					0.98852	0.99950	1.0006	0.98805	0.96042	0.96275	0.96590	0.94565	0.82338	0.90237	0.83359	0.94069								
10.747																					0.99893	1.0095	0.99108	1.0044	0.98792	0.96592	0.97307	0.93599	0.84218	0.89002	0.83141	0.94228								
10.776																					0.99512	1.0020	0.98910	0.98976	0.97604	1.0148	0.96509	0.95978	0.81427	0.91944	0.84187	0.94537								
10.804																					1.0055	1.0047	0.99914	0.97722	0.97697	0.98559	0.96319	0.94756	0.85616	0.89534	0.84776	0.93275								
10.833																					0.99874	0.99671	1.0041	0.99783	0.96683	0.97974	0.98020	0.96713	0.82553	0.89657	0.84354	0.92082								
10.862																					0.99313	0.99994	0.98943	0.99938	0.99062	0.97813	0.96572	0.95024	0.83719	0.91896	0.86019	0.95553								
10.891																					0.99833	0.98921	0.99126	1.0117	0.99178	0.98585	0.98215	0.94889	0.83909	0.90180	0.84566	0.94519								
10.920																					0.99697	1.0092	0.98810	1.0130	0.98439	0.96884	0.97759	0.95476	0.84998	0.90378	0.85142	0.95134								
10.949																					1.0067	1.0074	0.99580	1.0019	0.99030	0.97211	0.97409	0.95084	0.84549	0.90177	0.87302	0.93142								
10.978																					1.0060	1.0051	0.98729	0.98969	0.98164	0.99248	0.97493	0.95255	0.85120	0.89083	0.84693	0.94472								
11.007																					0.99920	0.99443	0.98875	1.0140	0.99036	0.98188	0.98471	0.95456	0.84276	0.92157	0.86307	0.94553								
11.036																					1.0014	0.99977	1.0131	1.0056	0.97949	0.97991	0.97384	0.96088	0.84708	0.91202	0.86323	0.94679								
11.064																					1.0020	0.99909	1.0241	1.0184	0.99352	0.98451	0.98233	0.95882	0.85521	0.91613	0.86100	0.94063								
11.093																					1.0065	0.99848	1.0099	1.0141	0.98543	0.98381	0.96978	0.94472	0.83360	0.89516	0.85914	0.92634								
11.122																					0.98034		1.0056	0.99179	0.98151	0.98113	0.98312	0.97129	0.83981	0.88684	0.86530	0.94076								
11.151																					1.0150		1.0084	0.99615	0.99752	0.97830	0.99070	0.95769	0.84669	0.90000	0.85995	0.94050								
11.180																					0.98459		1.0189	0.99986	0.97816	0.97725	0.99171	0.94708	0.84820	0.89588	0.87377	0.95011								
11.209																					1.0101		0.98802	1.0164	0.97803	0.99597	0.97670	0.96658	0.85908	0.91418	0.84464	0.94466								
11.238																					1.0156		0.99615	1.00000	0.99656	0.96685	0.96407	0.94886	0.85201	0.93678	0.87103	0.96529								
11.267																					0.99614		0.99853	0.99610	1.0045	0.97087	0.99128	0.96113	0.86106	0.90688	0.84843	0.96411								
11.296																					0.98983		0.99961	1.0065	0.99173	1.0112	0.99280	0.95692	0.87223	0.90390	0.85217	0.94383								
11.324																					0.98806		0.98436	1.0121	0.99513	0.97832	0.98563	0.97247	0.85608	0.92617	0.84687	0.94388								
11.353																					0.99369		1.0077	1.0052	0.98512	0.96831	1.0035	0.94705	0.83424	0.92329	0.84771	0.94775								
11.382																					0.99648		1.0026	1.0036	0.97842	1.0079	0.98611	0.96510	0.84257	0.92251	0.86207	0.97553								
11.411																					0.99558		1.0204	0.98042	1.0075	0.98710	0.98689	0.96688	0.86543	0.93125	0.86678	0.96207								
11.440																					1.0076		0.99575	0.98582	0.99923	0.98546	0.98738	0.96607	0.85496	0.92563	0.86906	0.94294								
11.469																					0.99920		1.0038	1.0021	0.97920	0.95871	0.99620	0.95586	0.85491	0.92776	0.86347	0.96349								
11.498																					1.0007		0.99311	1.0045	0.97777	0.98430	0.97411	0.98334	0.86964	0.91478	0.86570	0.98047								
11.527																					1.0023		0.98960	0.99280	0.99171	0.99351	0.95964	0.95413	0.86343	0.92891	0.85042	0.96249								
11.556																					1.0007		1.0086	0.99449	1.0065	0.98663	1.0149	0.95927	0.85340	0.91839	0.88905	0.95686								
11.584																					0.99954		1.0080	1.0009	0.99534	1.0058	0.97908	0.97847	0.86371	0.93176	0.85887	0.96257								
11.613																					1.0056		0.99871	0.99760	0.99243	0.97898	0.96958	0.98211	0.86532	0.93456	0.86237	0.95846								
11.642																					0.99318		1.0120	0.99087	1.0031	1.0128	0.98258	0.97440	0.86582	0.90736	0.88867	0.94330								
11.671																					1.0102		1.0076	0.99981	0.98257	0.98488	0.97449	0.97922	0.86775	0.91580	0.88327	0.95165								
11.700																					0.99100		0.98240	1.0105	1.0032	0.98330	0.98324	0.97252	0.86983	0.92641	0.87380	0.96542								
11.729																					0.98049		1.0039	0.99804	0.99744	0.99604	0.96846	0.98246	0.86858	0.90330	0.86019	0.96733								
11.758																					1.0073		0.99364	1.0021	0.99928	1.0268	1.0147	0.96489	0.86557	0.92828	0.86990	0.94375								
11.787																							0.99550	1.0235	0.99267	0.99514	0.98104	0.97696	0.87786	0.93414	0.86352	0.95809								
11.816																							1.0034	0.98402	0.98696	0.99787	0.96745	0.96286	0.87680	0.92698	0.87681	0.96273								
11.844																							1.0027	1.0006	0.98667	1.0069	0.98261	0.98273	0.88067	0.92413	0.88771	0.97553								
11.873																							1.0100	1.0023	1.0022	0.99214	0.98598	0.98226	0.86958	0.94844	0.87687	0.96362								
11.902																							1.0033	0.99771	1.0017	1.0156	0.99468	0.97368	0.86429	0.92695	0.87859	0.96215								
11.931																							0.99133	1.0028	0.98719	1.0119	1.0117	0.96893	0.88518	0.93759	0.88453	0.95409								
11.960																							1.0017	1.0040	1.0087	1.0139	0.98487	0.99403	0.87800	0.94634	0.88528	0.96723								
11.989																							0.99279	1.0019	0.99334	0.98137	0.99460	0.96833	0.88045	0.93056	0.88746	0.96956								
12.018																							0.99944	1.0222	1.0038	1.0075	0.98849	1.0044	0.88565	0.94892	0.88854	0.95707								
12.047																							1.0123	1.0157	0.98981	1.0039	0.97224	0.97069	0.88209	0.91695	0.88752	0.96320								
12.076																							0.99921	0.98872	1.0059	0.99370	0.99711	0.96901	0.86491	0.94312	0.88149	0.96699								
12.104																							1.0016	0.99050	1.0018	1.0264	0.99148	0.96437	0.87635	0.92518	0.88703	0.96796								
12.133																							0.99618	0.99765	0.98177	0.99738	0.99524	0.99704	0.88471	0.94859	0.89575	0.95788								
12.162																							0.98632	0.99656	0.99440	1.0029	1.0044	0.98188	0.89546	0.94670	0.86342	0.95186								
12.191																							0.99700	1.0040	0.99357	1.0194	0.98968	0.97240	0.87696	0.93504	0.88569	0.96788								
12.220																								1.0126	0.99277	0.99921	0.98727	0.96700	0.88086	0.93963	0.89967	0.97396								
12.249																								0.99808	0.99625	0.98242	0.99465	0.97292	0.87479	0.94952	0.88114	0.98608								
12.278																								0.99188	0.99767	0.99901	1.0049	0.98371	0.87170	0.95568	0.88574	0.96244								
12.307																								0.98988	0.99915	1.0033	1.0003	0.97764	0.87685	0.95827	0.88251	0.97482								
12.336																								0.98985	1.0038	0.99836	0.97972	0.96663	0.89504	0.92891	0.90382	0.97307								
12.364																								1.0070	0.99684	0.96906	1.0083	0.98080	0.89418	0.93558	0.89467	0.98566								
12.393																								1.0071	0.99822	0.98430	0.97688	0.98941	0.87691	0.95745	0.88773	0.95516								
12.422																								0.99995	1.0071	0.99088	0.97954	0.98015	0.90838	0.93747	0.90761	0.98919								
12.451																								1.0029	1.0174	1.0035	0.98755	0.97784	0.89504	0.94781	0.89475	0.97841								
12.480																								1.0049	0.99438	0.99485	0.97432	0.98743	0.88780	0.95298	0.88956	0.97461								
12.509																								0.98983	0.99487	1.0036	0.99011	0.97626	0.91654	0.94571	0.90029	0.97045								
12.538																								0.99320	1.0118	0.99826	0.99605	0.98695	0.88532	0.93726	0.90616	0.97440								
12.567																								0.98503	1.0185	1.0244	0.99838	0.98610	0.90869	0.93098	0.90024	0.96694								
12.596																								1.0156	0.99150	0.99950	0.99052	0.99179	0.89601	0.93777	0.90543	0.98890								
12.624																								0.99516	1.0032	0.97669	1.0069	0.98366	0.89863	0.96079	0.90505	0.98189								
12.653																								0.99352	0.98387	1.0039	0.98423	0.98539	0.91203	0.95715	0.89970	0.99178								
12.682																								0.99746	1.0135	0.98927	1.0016	0.97659	0.91398	0.95875	0.90955	0.96969								
12.711																								1.0116	0.99907	1.0332	1.0029	0.98289	0.91364	0.95806	0.90180	0.97948								
12.740																								0.99917	1.0004	0.98071	0.99663	0.97829	0.91164	0.95451	0.88961	0.97537								
12.769																								0.99981	1.0023	1.0086	0.99103	0.99709	0.90456	0.94640	0.89596	0.97045								
12.798																								0.98833	0.99500	0.99168	1.0027	0.98728	0.91044	0.96848	0.91998	0.96689								
12.827																								1.0131	0.99516	1.0117	0.99668	0.97742	0.90161	0.95280	0.90632	0.96257								
12.856																								1.0086	0.99593	1.0010	1.0081	0.98953	0.90345	0.96512	0.91616	0.98571								
12.884																								1.0103	0.99116	1.0074	0.99478	0.99337	0.90019	0.96569	0.91772	0.97917								
12.913																								1.0032	0.99005	1.0020	1.0129	1.0067	0.90896	0.95430	0.91420	0.99094								
12.942																								0.98473	1.0181	0.99989	0.99232	0.98424	0.89860	0.93534	0.89725	0.96951								
12.971																								0.99938	1.0108	1.0206	0.99250	0.99124	0.92857	0.94751	0.92281	0.97003								
13.000																								1.0113	1.0026	1.0079	1.0063	0.99001	0.91495	0.94877	0.90495	0.98495								
13.029																								0.99297	0.98538	0.99127	0.99661	0.98911	0.91885	0.94210	0.91396	0.99992								
13.058																								0.99437	1.0195	0.97701	0.98517	0.99455	0.92127	0.95785	0.91049	0.98055								
13.087																								1.0196	0.98950	1.0009	1.0044	1.0016	0.90994	0.94249	0.91224	1.0071								
13.116																								1.0047	0.99708	1.0034	1.0183	0.99332	0.92904	0.95247	0.89967	0.98095								
13.144																								0.98941	1.0004	1.0041	0.99359	0.99242	0.89838	0.95953	0.92542	0.97783								
13.173																								0.99605	1.0062	0.99765	0.99460	0.98675	0.92314	0.97546	0.90952	0.99788								
13.202																								1.0119	1.0038	1.0152	1.0056	1.0206	0.89646	0.96034	0.92324	0.98752								
