time / h	Ab42 alone	Ab42 alone	Ab42 alone	47 nM S100GSTctrl	47 nM S100GSTctrl	47 nM S100GSTctrl	94 nM S100GSTctrl	94 nM S100GSTctrl	94 nM S100GSTctrl	187 nM S100GSTctrl	187 nM S100GSTctrl	187 nM S100GSTctrl	375 nM S100GSTctrl	375 nM S100GSTctrl	375 nM S100GSTctrl	750 nM S100GSTctrl	750 nM S100GSTctrl	750 nM S100GSTctrl	1500 nM S100GSTctrl	1500 nM S100GSTctr	1500 nM S100GSTctr	3000 nM S100GSTctr	3000 nM S100GSTctr	3000 nM S100GSTctr	0 fit	47 fit	94 fit	187 fit	375 fit	750 fit	1500 fit	3000 fit
0.0000										0.0091085	0.0081946	0.0097690	0.0027672	0.0037261	-0.0013818	0.0056366	0.0088132	0.0057933														
0.025278										0.0052319	0.0063403	0.0071687	-0.0016730	0.0027070	0.00073415	0.0038102	0.0082126	0.0042315														
0.050556	0.0069261	0.0061957	0.0053242	0.0073086	0.0048533	0.0045288	0.0076878	0.0047960	0.0048676	0.0061805	0.0054531	0.0054541	0.0012986	0.0013709	0.00085771	0.0043844	0.0053981	0.0031286	0.0061441	0.010668	0.0043775	0.0061146	0.0083657	0.0068095								
0.075833	0.0039123	0.0062582	0.0063517	0.00072441	0.0098756	0.0013334	0.0029896	0.0051864	0.0073800	0.0075826	0.0020722	0.0051211	0.0010049	-0.00061448	-0.00037016	0.0041770	-0.00088043	0.0038068	0.0085183	0.0042808	0.0066744	0.0046319	0.0043333	0.0071328								
0.10111	0.0028193	-4.8236e-05	0.0043656	0.0023065	0.0033943	0.0062230	0.0037501	0.0055697	0.0037013	0.0054299	0.0017046	0.0012314	0.0010395	-0.00032007	0.00029397	0.0064820	0.0034915	0.0023546	0.0057947	0.0044959	0.0024623	-0.00055761	0.0015251	0.0026238								
0.12639	0.0013325	0.0027209	0.0050484	-2.4000e-05	0.0024804	0.0045788	0.0022369	0.0036599	0.00018926	-0.0027851	0.0019843	0.0028964	-0.0028651	0.0013407	0.00040208	0.0037623	0.00090045	0.0027108	0.0020784	-0.0012708	0.00091452	0.0035852	0.0018333	0.0020733								
0.15167	0.00096281	0.00093436	-0.00097878	0.0026286	0.0055214	-0.0016832	0.0033619	0.0028862	0.0031815	-0.0019438	-0.00014174	0.0017344	0.0017306	-0.0018148	0.0023481	-0.0032561	-0.0010969	0.0012997	-0.00042298	0.0018318	0.0041796	0.0032364	0.0026381	0.0014442								
0.17694	-0.0062864	0.0023189	-0.0026821	-0.0051397	3.8397e-05	-0.0014044	0.00022448	-9.0149e-05	0.0010223	-0.00051687	-0.0015325	-0.0044721	0.00097902	-0.0049249	-0.0045712	-8.9857e-05	-6.3320e-05	-0.0040433	0.00019640	0.00045009	-0.00085939	0.0019717	0.0022271	-0.00021613								
0.20222	0.00094673	0.0048379	-0.0027924	-0.0044292	-0.0012748	-0.0011399	-0.00050442	-0.00083597	0.0033948	-0.0056718	-0.0019561	-0.00012895	-0.0038844	-0.0032641	-0.00055550	0.0029807	-4.6559e-07	0.00023792	-0.00032769	-0.0014529	-0.0011916	0.0023816	-0.0030639	-0.0023745								
0.22750	-0.00067670	0.00052345	0.0033243	-0.0018335	-0.0037168	0.0010260	-0.0046481	-0.0031989	-0.00094366	-0.0031727	-0.0016603	-0.0021624	-0.0029342	-0.0024564	0.00068009	-0.0053617	-0.0018931	-0.00063888	-0.0012488	0.00046664	-0.0017923	0.00018374	-0.0021564	0.0013480								
0.25278	-0.0012955	-0.0058634	-0.0038475	-0.0017671	-0.0020888	-0.0022765	-0.0015423	0.0017152	-0.0028763	-0.0044346	-0.0055048	-0.0036928	0.00071987	-0.0012863	-0.0020382	-0.0032561	-0.0056365	-0.00083753	-0.00083590	-0.00070823	0.00041980	-0.0058430	-0.00034132	-0.0028639								
0.27806	-0.0063266	-0.00072712	-0.0022201	-0.0011419	-0.0011980	-0.0023337	-0.0030635	-0.0036798	-0.0033828	0.00010997	-0.0032029	-0.0034590	0.0026894	0.0035978	-0.00086440	-0.0044285	-0.0068377	-0.0077081	-0.0025591	-0.0021644	-0.00069684	-0.0047266	-0.0019680	-0.00039963								
0.30333	0.00082618	-0.0031032	-0.0023235	-0.0022124	-0.0039548	-0.0017118	-0.0016532	-0.0051854	-0.00048382	-0.0024139	-0.0053929	-0.0036786	-0.0015693	-0.00048615	0.00091949	-0.0053537	-0.0040791	-0.0024267	-0.0014473	0.00064038	-0.0023011	-0.0051714	-0.0040485	-0.0044018								
0.32861	-0.0028788	-0.0071318	-0.0029579	-0.0011893	-0.0040163	-0.0015474	-0.0021603	-0.0035544	-0.0018767	-0.0050862	-0.0031390	-0.0075967	-0.00072275	-0.0028112	0.0020856	-0.0062151	-0.0029197	-0.0052147	-0.0074982	-0.0033393	-0.0038136	-0.0021624	-0.0036717	-0.0039824								
0.35389	-0.0022198	-0.0019598	-0.0046406	0.0011507	-0.0049148	-0.0040494	-0.0022078	-0.0021115	-0.0039492	-0.0076184	-0.0032189	-0.0081847	0.0014196	0.0052359	0.0014601	-0.0032721	-0.0034086	-0.0026939	-0.00055797	-0.0083448	-0.0033259	-0.0026857	-0.0030724	-0.0051183								
0.37917	0.00099495	-0.0022725	-0.0017167	0.00037389	-0.0041238	-0.00022494	-0.0036577	-0.0038402	-0.0065550	-0.0064636	-0.0082463	-0.0089854	0.0071468	0.0027070	0.0034911	-0.0035991	-0.0030804	-0.0043105	-0.0039566	-0.0017093	-0.0031987	-0.0012728	-0.0024475	-0.0023483								
0.40444	0.00096281	-0.0026834	-0.00025469	0.0032444	-0.00087544	-0.0013187	-0.00081341	-0.0013169	-0.0036693	-0.0034201	-0.0036665	-0.0029984	0.0047799	0.0030392	0.0062403	-0.0012304	-0.00085250	-0.0021596	-0.0038772	-0.0038440	-0.0018488	0.00031457	-0.00015297	0.00027322								
0.42972	0.0028756	-0.0028263	0.0012486	0.0010749	-0.0013132	-0.00053947	-0.0038320	0.00019563	-0.00012396	-0.0032634	-0.0032828	-0.0064560	0.0023784	0.011683	0.0089740	0.0015770	0.0040572	0.00052563	-9.7407e-05	-0.0046465	-0.0011845	-0.0029299	-0.0032522	0.0014005								
0.45500	0.0074244	0.0017026	0.0018141	0.0022970	-0.00038397	-0.0025839	-0.00051234	-0.0040911	-0.0053221	-0.0019603	-0.0022918	-0.0041037	0.013125	0.0077422	0.0095069	0.0032997	0.00053729	0.0010873	-0.0019000	0.00092169	-0.0059338	0.0041958	-0.00039269	0.0018549								
0.48028	0.0069743	0.0023547	0.00084177	0.0061149	-9.2152e-05	0.00027545	0.0014129	0.00082296	-0.0026430	-0.00023644	0.0027036	-0.0049114	0.011578	0.011086	0.0094760	0.0072955	0.0034077	0.0027861	0.00068873	0.00082240	-0.00060497	0.0042306	0.0022015	0.010270								
0.50556	0.011748	0.0012827	0.0032209	0.0047507	-0.00024574	0.0048004	-0.00018751	0.0038062	0.0015155	-0.0027603	-0.00015772	-0.0053861	0.012235	0.0089802	0.0094374	0.0019200	0.0061663	0.0032040	0.0028407	0.0046697	0.0039676	0.0065070	0.0049754	0.0068008								
0.53083	0.011837	0.0088040	0.0053656	0.0068633	0.0011289	0.0050935	0.0043681	0.0042942	0.0018487	-0.0034861	-0.0019001	0.00033867	0.013677	0.011041	0.012773	0.0070084	0.0036032	0.0056905	0.0052467	0.0033542	0.00052581	0.0093765	0.0049069	0.011651								
0.55611	0.016787	0.0074463	0.0081378	0.011070	0.0055137	0.0038854	0.0038848	0.0029489	0.0024285	0.0048525	0.0067799	0.0017911	0.014248	0.011411	0.011268	0.0089783	0.0074513	0.010698	0.0061758	0.012588	0.0034729	0.013327	0.0088452	0.012166								
0.58139	0.016876	0.0092507	0.0094135	0.012055	0.0057288	0.0065089	0.0056279	0.0039805	0.0031149	0.0024441	0.0048217	0.0027760	0.0090214	0.011668	0.013839	0.011116	0.0085618	0.0085128	0.0048259	0.0068953	0.0058475	0.017392	0.010814	0.015347								
0.60667	0.019954	0.011135	0.012703	0.018724	0.0051835	0.0093111	0.0099854	0.0080790	0.0049475	0.0060073	0.00022593	0.0066161	0.010213	0.014008	0.015067	0.010629	0.010091	0.0077387	0.0074225	0.0091457	0.010017	0.011252	0.013896	0.014525								
0.63194	0.017945	0.016406	0.010744	0.017190	0.0089541	0.011120	0.0074184	0.0064619	0.0065070	0.0061557	0.0059886	0.0047669	0.012641	0.013268	0.015052	0.013118	0.010748	0.011561	0.0088519	0.0057039	0.0096356	0.015176	0.016157	0.018178								
0.65722	0.026689	0.016013	0.012510	0.0080949	0.011327	0.0093468	0.0082028	0.0067059	0.0080931	0.0071372	0.0052053	0.0041505	0.010870	0.013223	0.016488	0.012200	0.010091	0.010157	0.011544	0.010122	0.0090985	0.015604	0.010361	0.014962								
0.68250	0.020974	0.018764	0.015537	0.014471	0.011496	0.016481	0.013170	0.012031	0.010892	0.0084404	0.012031	0.0072608	0.012019	0.010860	0.012511	0.011499	0.012480	0.013184	0.0071843	0.013978	0.0090420	0.014889	0.010343	0.016273								
0.70778	0.021071	0.018299	0.017351	0.015541	0.015028	0.016667	0.0097953	0.010163	0.010972	0.0079785	0.012023	0.0049440	0.011544	0.015004	0.016295	0.014976	0.010601	0.010266	0.0099318	0.0092533	0.010229	0.017374	0.013691	0.016387								
0.73306	0.021875	0.020140	0.021447	0.019359	0.016150	0.018304	0.012228	0.014276	0.012585	0.0078053	0.010808	0.0084086	0.014196	0.013283	0.015222	0.016523	0.014100	0.013965	0.014379	0.016493	0.0063988	0.014435	0.0071928	0.020310								
0.75833	0.025837	0.024481	0.022502	0.019444	0.018906	0.021885	0.014533	0.011285	0.012085	0.013480	0.0095293	0.0095068	0.015448	0.013374	0.0089200	0.012783	0.0076958	0.0097526	0.010329	0.011024	0.010371	0.012080	0.013691	0.018222								
0.78361	0.025170	0.021792	0.026881	0.019283	0.021548	0.024094	0.016625	0.012101	0.015057	0.0089188	0.010385	0.0074876	0.0080279	0.012053	0.013028	0.011068	0.011090	0.013363	0.011988	0.0064733	0.011777	0.022459	0.011842	0.018003								
0.80889	0.032483	0.036844	0.026219	0.018184	0.022723	0.024945	0.013907	0.017294	0.012172	0.0095209	0.0074353	0.011859	0.013988	0.014831	0.014472	0.010861	0.0073326	0.0041561	0.0093442	0.012670	0.010738	0.023218	0.012989	0.017025								
0.83417	0.032563	0.037040	0.033026	0.021462	0.028682	0.026732	0.012616	0.011090	0.012398	0.0097601	0.010872	0.013071	0.011120	0.012898	0.012372	0.018605	0.0077028	0.0085676	0.0065093	0.010345	0.010766	0.018247	0.021730	0.017331								
0.85944	0.039861	0.040390	0.037473	0.019795	0.031347	0.031757	0.014398	0.014547	0.017650	0.012738	0.0059566	0.0079693	0.015068	0.013895	0.013221	0.013788	0.010482	0.012424	0.011583	0.0084673	0.0085261	0.024954	0.026687	0.018283								
0.88472	0.050494	0.049233	0.042714	0.027601	0.038266	0.036468	0.016783	0.014478	0.019376	0.0086878	0.0063323	0.0087204	0.015664	0.012324	0.017801	0.016667	0.0086246	0.0052110	0.0077878	0.0076978	0.014039	0.022895	0.022912	0.022215								
0.91000	0.058948	0.059050	0.047486	0.026351	0.044563	0.042416	0.016300	0.021107	0.023587	0.0097023	0.0074033	0.013737	0.014178	0.016038	0.013399	0.0078059	0.0097700	0.010465	0.015149	0.0071931	0.012646	0.025285	0.027612	0.024767								
0.93528	0.070119	0.072137	0.060568	0.033001	0.052642	0.045811	0.025181	0.016931	0.027726	0.013430	0.0069397	0.011143	0.018187	0.014687	0.019739	0.018860	0.0086875	0.0085265	0.0082881	0.0095760	0.013304	0.027614	0.032937	0.029258								
0.96056	0.080591	0.084839	0.065809	0.036203	0.059200	0.055226	0.019968	0.020556	0.024727	0.0095539	0.0095613	0.010938	0.018619	0.013585	0.022403	0.012607	0.0076748	0.0099376	0.013251	0.010908	0.013480	0.038036	0.036370	0.031259								
0.98583	0.097629	0.10100	0.076022	0.038922	0.073115	0.062245	0.023296	0.020019	0.031291	0.0093889	0.0068838	0.0089683	0.021495	0.015699	0.018874	0.014442	0.0085967	0.0090265	0.016666	0.0077806	0.016032	0.036545	0.045009	0.036092								
1.0111	0.11094	0.12050	0.096366	0.051276	0.095984	0.067671	0.029159	0.022619	0.035596	0.0052649	0.0096013	0.015005	0.029037	0.018137	0.021569	0.016483	0.0083872	0.010897	0.016602	0.013051	0.020039	0.047622	0.054940	0.043790								
1.0364	0.13552	0.14413	0.10346	0.058637	0.10359	0.080874	0.034031	0.024403	0.044173	0.010857	0.0090098	0.012454	0.030842	0.021889	0.028388	0.012639	0.011132	0.012034	0.017110	0.012902	0.024576	0.053727	0.067063	0.047609								
1.0617	0.16127	0.16586	0.12625	0.077821	0.12873	0.095850	0.039324	0.030015	0.049965	0.012746	0.010401	0.019192	0.041994	0.021194	0.031346	0.019865	0.0096233	0.0091156	0.021025	0.015574	0.030011	0.059658	0.080522	0.054871								
1.0869	0.18764	0.18740	0.14209	0.089369	0.15346	0.10459	0.048475	0.025881	0.057355	0.012465	0.0088500	0.018158	0.044603	0.026161	0.032087	0.019115	0.012577	0.013527	0.026496	0.016460	0.032619	0.078069	0.092637	0.066021								
1.1122	0.21056	0.21941	0.16538	0.11532	0.17838	0.11572	0.053886	0.035472	0.062093	0.015138	0.011016	0.018420	0.054226	0.030238	0.045957	0.020104	0.013304	0.011136	0.030975	0.018123	0.036273	0.095713	0.10910	0.072295								
1.1375	0.23833	0.24936	0.19884	0.15649	0.20548	0.13946	0.068939	0.037382	0.074129	0.012482	0.012758	0.021807	0.065447	0.038934	0.053139	0.018677	0.012151	0.012780	0.035414	0.019016	0.048549	0.10640	0.12774	0.093337								
1.1628	0.27728	0.28833	0.22474	0.18991	0.23581	0.16174	0.082535	0.047412	0.082160	0.016383	0.012407	0.023727	0.072496	0.040089	0.063726	0.022122	0.0099306	0.017144	0.051502	0.027538	0.062641	0.11891	0.14859	0.10743								
1.1881	0.31617	0.32827	0.25689	0.24048	0.28738	0.18445	0.099355	0.053288	0.087844	0.021563	0.016403	0.028679	0.088944	0.052009	0.074746	0.038751	0.015909	0.015109	0.052891	0.031170	0.073503	0.14329	0.16960	0.13164								
1.2133	0.35301	0.36793	0.28491	0.29231	0.31981	0.20011	0.10996	0.056139	0.10138	0.018734	0.016283	0.038386	0.10790	0.056214	0.087635	0.032690	0.020378	0.019233	0.059578	0.034389	0.085292	0.16936	0.19873	0.13829								
1.2386	0.39366	0.42381	0.32495	0.35485	0.38678	0.23592	0.13342	0.065605	0.12705	0.021736	0.017202	0.034581	0.10645	0.062245	0.10385	0.040761	0.017683	0.017021	0.071259	0.051118	0.096932	0.19032	0.23333	0.16755								
1.2639	0.45936	0.47390	0.36517	0.40825	0.43695	0.23681	0.15377	0.075133	0.13714	0.029745	0.021694	0.046739	0.13442	0.076528	0.12095	0.054303	0.023612	0.024179	0.080168	0.052847	0.11918	0.21306	0.26131	0.19079								
1.2892	0.49968	0.53884	0.39758	0.46959	0.51132	0.27005	0.17530	0.082835	0.15813	0.031609	0.030822	0.053491	0.15622	0.081736	0.13704	0.058052	0.023116	0.021268	0.091460	0.063115	0.14473	0.23597	0.29712	0.22056								
1.3144	0.55618	0.58080	0.44050	0.53019	0.57340	0.29162	0.20390	0.10071	0.19219	0.037209	0.030846	0.063389	0.17342	0.097899	0.16184	0.071275	0.028773	0.027570	0.11400	0.079588	0.16802	0.26261	0.34499	0.25261								
1.3397	0.60132	0.63791	0.47047	0.58567	0.61339	0.33649	0.23331	0.11696	0.20474	0.044649	0.035138	0.070240	0.19979	0.11297	0.18815	0.080152	0.029199	0.030145	0.12954	0.095283	0.20810	0.29842	0.38797	0.28480								
1.3650	0.66326	0.69164	0.50940	0.63617	0.66753	0.34204	0.26909	0.12823	0.22448	0.052105	0.046072	0.082023	0.22914	0.12914	0.21835	0.092195	0.035212	0.032467	0.14941	0.10832	0.23868	0.35098	0.43609	0.32825								
1.3903	0.69870	0.74782	0.55938	0.66867	0.71000	0.37312	0.30070	0.15245	0.23852	0.064691	0.049197	0.099906	0.25517	0.14353	0.25539	0.11485	0.042545	0.035748	0.17433	0.12633	0.27430	0.38934	0.47499	0.36929								
1.4156	0.74789	0.78873	0.59793	0.70461	0.76245	0.41022	0.33585	0.17574	0.25727	0.068791	0.057109	0.11259	0.28678	0.16317	0.27587	0.12917	0.045618	0.036201	0.19794	0.14125	0.32545	0.42807	0.53327	0.42747								
1.4408	0.78960	0.82697	0.63930	0.73210	0.77358	0.44317	0.37465	0.19518	0.28094	0.075546	0.071200	0.13182	0.31848	0.18504	0.31112	0.15109	0.050514	0.042640	0.21366	0.16934	0.36864	0.47309	0.58456	0.45128								
1.4661	0.82110	0.86055	0.67723	0.76211	0.80084	0.45435	0.42081	0.22451	0.30716	0.090689	0.083773	0.15234	0.34474	0.20774	0.34803	0.16807	0.063874	0.047640	0.25228	0.19531	0.41910	0.51728	0.63749	0.50578								
1.4914	0.87165	0.89959	0.71116	0.78750	0.83410	0.50486	0.46749	0.25064	0.33070	0.10247	0.090782	0.17949	0.39016	0.24002	0.40340	0.19020	0.067205	0.060306	0.28061	0.22774	0.47572	0.56829	0.68580	0.54216								
1.5167	0.90179	0.91978	0.74964	0.81649	0.86727	0.53787	0.50912	0.28173	0.37054	0.12159	0.10440	0.18960	0.43987	0.26736	0.43493	0.22077	0.078135	0.066937	0.31364	0.24890	0.53200	0.61324	0.74685	0.57447								
1.5419	0.93064	0.93719	0.77640	0.83202	0.87887	0.56203	0.55223	0.30749	0.39243	0.13627	0.12689	0.21538	0.47183	0.30278	0.47915	0.25624	0.089491	0.072924	0.34997	0.29806	0.59568	0.66484	0.78443	0.64350								
1.5672	0.93313	0.95908	0.80695	0.83392	0.90920	0.59159	0.59622	0.34040	0.43125	0.16096	0.14084	0.24519	0.51148	0.33102	0.52702	0.27811	0.098786	0.076821	0.40464	0.32570	0.64218	0.71974	0.83349	0.69704								
1.5925	0.95363	0.96810	0.82777	0.86594	0.92295	0.60124	0.64721	0.37782	0.43810	0.17695	0.16144	0.27517	0.55970	0.36645	0.56292	0.31841	0.11158	0.085261	0.44648	0.37064	0.69257	0.76230	0.87707	0.72693								
1.6178	0.95861	0.97141	0.85749	0.88252	0.93047	0.64527	0.68691	0.42447	0.47887	0.19621	0.17387	0.30984	0.59568	0.39573	0.60913	0.35015	0.13216	0.10119	0.46669	0.41361	0.73547	0.78716	0.90883	0.78128								
1.6431	0.97123	0.99731	0.87115	0.88328	0.93201	0.66758	0.71939	0.45888	0.51298	0.21959	0.20718	0.34487	0.65075	0.43143	0.65493	0.39063	0.14459	0.10337	0.54809	0.47380	0.78126	0.81306	0.92647	0.81414								
1.6683	0.99727	1.0029	0.89425	0.90165	0.94153	0.67837	0.76075	0.48278	0.52406	0.25739	0.23128	0.36702	0.67486	0.47812	0.69053	0.43911	0.16000	0.11814	0.58977	0.52790	0.82784	0.86435	0.94847	0.85241								
