"time (h)"	"Fluoresence intensity (a.u.) 1000 nM JB6"	"Fluoresence intensity (a.u.) 1000 nM JB6"	"Fluoresence intensity (a.u.) 1000 nM JB6"	"Fluoresence intensity (a.u.) 1000 nM JB6"	"Fluoresence intensity (a.u.) 1000 nM JB6"	"Fluoresence intensity (a.u.) 1000 nM JB6"	"Fluoresence intensity (a.u.) 1000 nM JB6"	"Fluoresence intensity (a.u.) 300 nM"	"Fluoresence intensity (a.u.) 300 nM"	"Fluoresence intensity (a.u.) 300 nM"	"Fluoresence intensity (a.u.) 300 nM"	"Fluoresence intensity (a.u.) 300 nM"	"Fluoresence intensity (a.u.) 300 nM"	"Fluoresence intensity (a.u.) 300 nM"	"Fluoresence intensity (a.u.) 150 nM"	"Fluoresence intensity (a.u.) 150 nM"	"Fluoresence intensity (a.u.) 150 nM"	"Fluoresence intensity (a.u.) 150 nM"	"Fluoresence intensity (a.u.) 150 nM"	"Fluoresence intensity (a.u.) 150 nM"	"Fluoresence intensity (a.u.) 150 nM"	"Fluoresence intensity (a.u.) 50 nM"	"Fluoresence intensity (a.u.) 50 nM"	"Fluoresence intensity (a.u.) 50 nM"	"Fluoresence intensity (a.u.) 50 nM"	"Fluoresence intensity (a.u.) 50 nM"	"Fluoresence intensity (a.u.) 50 nM"	"Fluoresence intensity (a.u.) 50 nM"	"Fluoresence intensity (a.u.) 0 nM"	"Fluoresence intensity (a.u.) 0 nM"	"Fluoresence intensity (a.u.) 0 nM"	"Fluoresence intensity (a.u.) 0 nM"	"Fluoresence intensity (a.u.) 0 nM"	"Fluoresence intensity (a.u.) 0 nM"	"Fluoresence intensity (a.u.) 0 nM"
0.00000000000000	0.3763	0.3875	0.3911	0.3917	0.3986			0.3618	0.3745	0.3750	0.3774	0.3760			0.403	0.410	0.416	0.423	0.425			0.4390	0.4594	0.4626	0.4622	0.4669			0.5912	0.6257	0.6188	0.6256	0.6357	0.6529	0.6613
0.22166666666667	0.3599	0.3737	0.3754	0.3746	0.3810			0.3466	0.3566	0.3540	0.3590	0.3570			0.386	0.393	0.397	0.405	0.404			0.4399	0.4596	0.4644	0.4618	0.4650			0.6203	0.6622	0.6563	0.6710	0.6821	0.7057	0.7134
0.44333333333333	0.3588	0.3682	0.3712	0.3704	0.3773			0.3430	0.3520	0.3532	0.3506	0.3535			0.386	0.391	0.397	0.404	0.403			0.4610	0.4648	0.4655	0.4694	0.4624			0.6685	0.7172	0.7100	0.7284	0.7397	0.7652	0.7786
0.66500000000000	0.3594	0.3691	0.3723	0.3729	0.3768			0.3396	0.3514	0.3510	0.3527	0.3543			0.392	0.395	0.400	0.409	0.410			0.4691	0.4774	0.4912	0.4802	0.4875			0.7176	0.7781	0.7685	0.7837	0.8010	0.8324	0.8463
0.88666666666667	0.3605	0.3712	0.3766	0.3756	0.3796			0.3452	0.3540	0.3508	0.3538	0.3568			0.398	0.395	0.411	0.414	0.416			0.4892	0.5035	0.5097	0.5051	0.5101			0.7649	0.8268	0.8208	0.8436	0.8546	0.8866	0.9049
1.10833333333333	0.3598	0.3740	0.3780	0.3773	0.3798			0.3480	0.3514	0.3552	0.3542	0.3574			0.402	0.400	0.417	0.422	0.424			0.5056	0.5195	0.5362	0.5243	0.5380			0.8035	0.8726	0.8690	0.8909	0.9008	0.9382	0.9602
1.33000000000000	0.3638	0.3750	0.3799	0.3758	0.3837			0.3509	0.3563	0.3548	0.3554	0.3601			0.407	0.405	0.419	0.434	0.431			0.5210	0.5421	0.5584	0.5457	0.5609			0.8451	0.9128	0.9108	0.9290	0.9488	0.9856	1.0123
1.55166666666667	0.3627	0.3773	0.3770	0.3772	0.3816			0.3466	0.3554	0.3578	0.3629	0.3618			0.412	0.410	0.418	0.442	0.433			0.5385	0.5626	0.5838	0.5565	0.5798			0.8825	0.9495	0.9533	0.9752	0.9946	1.0303	1.0603
1.77333333333333	0.3655	0.3775	0.3787	0.3789	0.3829			0.3472	0.3587	0.3596	0.3618	0.3600			0.413	0.409	0.423	0.449	0.427			0.5546	0.5771	0.6098	0.5825	0.6039			0.9171	0.9855	0.9913	1.0105	1.0217	1.0706	1.0955
1.99500000000000	0.3682	0.3783	0.3818	0.3788	0.3849			0.3457	0.3570	0.3595	0.3638	0.3682			0.422	0.411	0.432	0.451	0.425			0.5707	0.5958	0.6257	0.5993	0.6235			0.9438	1.0239	1.0237	1.0544	1.0678	1.1106	1.1394
2.21666666666667	0.3698	0.3818	0.3831	0.3826	0.3862			0.3461	0.3606	0.3582	0.3648	0.3688			0.424	0.417	0.436	0.453	0.431			0.5876	0.6127	0.6444	0.6195	0.6436			0.9795	1.0580	1.0688	1.0946	1.1038	1.1483	1.1805
2.43833333333333	0.3689	0.3815	0.3820	0.3803	0.3895			0.3473	0.3624	0.3608	0.3658	0.3688			0.425	0.422	0.436	0.456	0.443			0.5980	0.6349	0.6694	0.6376	0.6609			1.0070	1.0813	1.0939	1.1209	1.1385	1.1925	1.2270
2.66000000000000	0.3679	0.3853	0.3811	0.3860	0.3889			0.3514	0.3643	0.3646	0.3662	0.3711			0.430	0.426	0.440	0.461	0.450			0.6206	0.6469	0.6878	0.6528	0.6774			1.0440	1.1223	1.1234	1.1626	1.1762	1.2258	1.2808
2.88166666666667	0.3718	0.3855	0.3868	0.3864	0.3902			0.3542	0.3653	0.3669	0.3684	0.3738			0.435	0.423	0.438	0.465	0.459			0.6328	0.6650	0.7083	0.6664	0.7013			1.0708	1.1599	1.1656	1.1912	1.2174	1.2744	1.3255
3.10333333333333	0.3738	0.3843	0.3887	0.3906	0.3922			0.3523	0.3692	0.3668	0.3695	0.3773			0.440	0.428	0.447	0.473	0.467			0.6541	0.6831	0.7285	0.6850	0.7138			1.0899	1.1815	1.1956	1.2385	1.2662	1.3234	1.3808
3.32500000000000	0.3742	0.3860	0.3877	0.3898	0.3956			0.3564	0.3672	0.3696	0.3755	0.3787			0.443	0.433	0.450	0.479	0.474			0.6657	0.6991	0.7530	0.7029	0.7317			1.1246	1.2366	1.2462	1.2880	1.3154	1.3728	1.4408
3.54666666666667	0.3752	0.3879	0.3903	0.3915	0.3936			0.3557	0.3714	0.3727	0.3734	0.3820			0.449	0.434	0.454	0.481	0.485			0.6840	0.7190	0.7789	0.7247	0.7517			1.1608	1.2668	1.2801	1.3298	1.3592	1.4223	1.4829
3.76833333333333	0.3736	0.3879	0.3915	0.3915	0.3934			0.3606	0.3729	0.3724	0.3769	0.3828			0.454	0.440	0.459	0.488	0.499			0.6991	0.7314	0.8001	0.7420	0.7694			1.1903	1.3094	1.3293	1.3855	1.4251	1.4658	1.5533
3.99000000000000	0.3791	0.3903	0.3926	0.3966	0.3946			0.3615	0.3726	0.3724	0.3807	0.3865			0.463	0.442	0.467	0.500	0.509			0.7128	0.7545	0.8211	0.7608	0.7894			1.2258	1.3513	1.3810	1.4371	1.4898	1.5196	1.6098
4.21166666666667	0.3779	0.3916	0.3955	0.3969	0.3979			0.3661	0.3737	0.3774	0.3821	0.3863			0.465	0.450	0.471	0.503	0.522			0.7303	0.7701	0.8442	0.7852	0.8074			1.2738	1.4084	1.4148	1.4941	1.5384	1.5797	1.6726
4.43333333333333	0.3792	0.3963	0.3970	0.3990	0.3984			0.3647	0.3758	0.3764	0.3838	0.3881			0.469	0.452	0.477	0.508	0.534			0.7477	0.7797	0.8738	0.7862	0.8219			1.3156	1.4521	1.4522	1.5396	1.5916	1.6244	1.7126
4.65500000000000	0.3806	0.3962	0.3978	0.3984	0.4022			0.3687	0.3770	0.3762	0.3852	0.3901			0.478	0.458	0.487	0.521	0.548			0.7711	0.8065	0.9157	0.8158	0.8498			1.3752	1.5074	1.5048	1.5923	1.6494	1.6673	1.7928
4.87666666666667	0.3805	0.3993	0.4018	0.3962	0.4050			0.3680	0.3816	0.3822	0.3850	0.3906			0.484	0.468	0.494	0.535	0.566			0.7869	0.8245	0.9546	0.8335	0.8631			1.4105	1.5517	1.5636	1.6507	1.7087	1.7285	1.8527
5.09833333333333	0.3822	0.3974	0.3996	0.4000	0.4014			0.3712	0.3814	0.3834	0.3861	0.3924			0.489	0.475	0.496	0.543	0.583			0.8062	0.8460	0.9922	0.8565	0.8871			1.4729	1.6108	1.6219	1.7038	1.7798	1.7780	1.9202
5.32000000000000	0.3817	0.3980	0.4010	0.4020	0.4058			0.3708	0.3818	0.3814	0.3867	0.3940			0.505	0.485	0.503	0.557	0.602			0.8266	0.8743	1.0343	0.8794	0.9090			1.5256	1.6611	1.6682	1.7612	1.8326	1.8438	1.9745
5.54166666666667	0.3860	0.4004	0.4010	0.4012	0.4059			0.3715	0.3840	0.3856	0.3863	0.3947			0.515	0.497	0.515	0.572	0.632			0.8548	0.8916	1.0813	0.9025	0.9316			1.5743	1.7086	1.7196	1.8228	1.9022	1.8878	2.0358
5.76333333333333	0.3867	0.4035	0.4046	0.3999	0.4066			0.3718	0.3842	0.3855	0.3884	0.3955			0.524	0.508	0.525	0.584	0.661			0.8727	0.9237	1.1334	0.9304	0.9601			1.6373	1.7601	1.7714	1.8903	1.9559	1.9534	2.1018
5.98500000000000	0.3847	0.4003	0.4045	0.4082	0.4106			0.3728	0.3868	0.3888	0.3888	0.3964			0.534	0.518	0.533	0.597	0.692			0.9089	0.9580	1.1955	0.9615	0.9899			1.6884	1.8312	1.8224	1.9316	2.0236	1.9912	2.1514
6.20666666666667	0.3885	0.4034	0.4046	0.4064	0.4107			0.3750	0.3867	0.3871	0.3925	0.4017			0.549	0.529	0.549	0.615	0.728			0.9370	0.9852	1.2462	0.9955	1.0244			1.7464	1.8792	1.8790	1.9970	2.0644	2.0668	2.2111
6.42833333333333	0.3871	0.4031	0.4074	0.4046	0.4108			0.3767	0.3890	0.3909	0.3928	0.3994			0.557	0.540	0.556	0.637	0.768			0.9754	1.0217	1.2983	1.0335	1.0479			1.8110	1.9359	1.9366	2.0451	2.1222	2.1142	2.2686
6.65000000000000	0.3886	0.4078	0.4093	0.4052	0.4117			0.3799	0.3904	0.3898	0.3957	0.4019			0.575	0.564	0.571	0.671	0.821			1.0124	1.0721	1.3763	1.0693	1.0906			1.8736	1.9937	2.0019	2.1109	2.1676	2.1690	2.3121
6.87166666666667	0.3917	0.4106	0.4094	0.4093	0.4133			0.3802	0.3894	0.3928	0.3962	0.4036			0.597	0.579	0.588	0.697	0.861			1.0570	1.1181	1.4255	1.1185	1.1286			1.9184	2.0530	2.0489	2.1585	2.2201	2.2301	2.3656
7.09333333333333	0.3889	0.4090	0.4114	0.4075	0.4184			0.3823	0.3909	0.3930	0.3973	0.4048			0.617	0.599	0.601	0.737	0.922			1.0981	1.1646	1.4973	1.1653	1.1688			1.9786	2.1250	2.1114	2.2215	2.2634	2.2994	2.4026
7.31500000000000	0.3928	0.4141	0.4099	0.4090	0.4178			0.3823	0.3930	0.3904	0.4011	0.4061			0.642	0.629	0.623	0.777	0.971			1.1391	1.2170	1.5694	1.2150	1.2110			2.0368	2.1640	2.1560	2.2730	2.3071	2.3405	2.4585
7.53666666666667	0.3928	0.4115	0.4138	0.4103	0.4171			0.3819	0.3924	0.3938	0.3996	0.4106			0.674	0.653	0.647	0.815	1.032			1.2022	1.2629	1.6291	1.2670	1.2646			2.0797	2.2367	2.2034	2.3357	2.3632	2.3766	2.4798
7.75833333333333	0.3936	0.4128	0.4128	0.4118	0.4185			0.3851	0.3947	0.3935	0.3989	0.4094			0.703	0.686	0.674	0.854	1.096			1.2501	1.3242	1.7006	1.3144	1.3036			2.1287	2.2694	2.2567	2.3686	2.3992	2.4235	2.5226
7.98000000000000	0.3928	0.4141	0.4108	0.4146	0.4178			0.3852	0.3989	0.3971	0.3997	0.4096			0.741	0.722	0.701	0.903	1.164			1.2945	1.3836	1.7755	1.3685	1.3591			2.1902	2.3214	2.3060	2.4082	2.4289	2.4533	2.5638
8.20166666666667	0.3970	0.4137	0.4146	0.4139	0.4228			0.3867	0.3960	0.3972	0.4012	0.4141			0.784	0.759	0.741	0.950	1.243			1.3633	1.4507	1.8289	1.4261	1.4175			2.2366	2.3727	2.3446	2.4752	2.4614	2.4990	2.5904
8.42333333333333	0.3982	0.4134	0.4187	0.4180	0.4218			0.3858	0.3950	0.3984	0.4028	0.4177			0.826	0.800	0.776	1.005	1.312			1.4111	1.5118	1.8933	1.4856	1.4661			2.2912	2.4096	2.3766	2.5032	2.5128	2.5327	2.6118
8.64500000000000	0.3963	0.4160	0.4146	0.4177	0.4216			0.3881	0.3993	0.4010	0.4033	0.4205			0.874	0.843	0.818	1.060	1.394			1.4699	1.5734	1.9478	1.5605	1.5312			2.3258	2.4423	2.4148	2.5159	2.5456	2.5577	2.6559
8.86666666666667	0.3966	0.4157	0.4182	0.4180	0.4245			0.3904	0.3994	0.3988	0.4039	0.4214			0.924	0.878	0.864	1.135	1.465			1.5392	1.6473	2.0010	1.6040	1.5834			2.3805	2.4613	2.4660	2.5619	2.5684	2.6047	2.6758
9.08833333333334	0.3966	0.4190	0.4208	0.4168	0.4210			0.3881	0.4016	0.4011	0.4038	0.4282			0.980	0.927	0.912	1.186	1.538			1.5962	1.7054	2.0629	1.6815	1.6496			2.4149	2.5110	2.4891	2.5862	2.6071	2.6150	2.7091
9.31000000000000	0.3989	0.4155	0.4212	0.4201	0.4233			0.3924	0.4034	0.4006	0.4060	0.4322			1.041	0.975	0.969	1.264	1.605			1.6672	1.7636	2.1202	1.7337	1.7095			2.4806	2.5404	2.5404	2.6526	2.6371	2.6710	2.7395
9.53166666666667	0.4004	0.4188	0.4180	0.4196	0.4242			0.3928	0.4023	0.4014	0.4086	0.4387			1.107	1.041	1.024	1.334	1.698			1.7413	1.8232	2.1595	1.8149	1.7707			2.5226	2.5840	2.5672	2.6777	2.6660	2.7006	2.7645
9.75333333333333	0.4015	0.4212	0.4237	0.4219	0.4271			0.3970	0.4020	0.4028	0.4073	0.4444			1.171	1.087	1.085	1.397	1.781			1.7962	1.8847	2.2039	1.8661	1.8288			2.5439	2.6269	2.5894	2.6963	2.6711	2.7258	2.8014
9.97500000000000	0.4002	0.4197	0.4231	0.4192	0.4284			0.3952	0.4021	0.4042	0.4111	0.4496			1.238	1.151	1.148	1.461	1.870			1.8502	1.9476	2.2529	1.9256	1.8854			2.5978	2.6471	2.6108	2.7294	2.7180	2.7576	2.8131
10.19666666666670	0.4017	0.4229	0.4230	0.4221	0.4268			0.3978	0.4033	0.4094	0.4100	0.4623			1.299	1.212	1.216	1.531	1.912			1.9139	2.0136	2.2867	1.9835	1.9438			2.6386	2.6638	2.6664	2.7728	2.7358	2.7898	2.8477
10.41833333333330	0.4012	0.4234	0.4233	0.4259	0.4262			0.3972	0.4051	0.4080	0.4142	0.4698			1.373	1.270	1.272	1.592	1.986			1.9756	2.0535	2.3230	2.0513	2.0035			2.6684	2.6928	2.6963	2.8024	2.7594	2.7903	2.8600
10.64000000000000	0.4029	0.4248	0.4240	0.4227	0.4278			0.3986	0.4048	0.4042	0.4142	0.4830			1.445	1.336	1.338	1.663	2.062			2.0306	2.1275	2.3844	2.1055	2.0365			2.7150	2.7110	2.7189	2.8356	2.7852	2.8408	2.8855
10.86166666666670	0.4034	0.4262	0.4269	0.4246	0.4312			0.4008	0.4066	0.4106	0.4136	0.5020			1.499	1.392	1.411	1.709	2.128			2.0880	2.1746	2.4082	2.1688	2.0824			2.7539	2.7490	2.7530	2.8534	2.8110	2.8673	2.9124
11.08333333333330	0.4067	0.4267	0.4270	0.4262	0.4316			0.4018	0.4055	0.4096	0.4191	0.5188			1.573	1.454	1.467	1.758	2.205			2.1510	2.2280	2.4417	2.2251	2.1348			2.7755	2.7872	2.7772	2.8589	2.8352	2.8948	2.9454
11.30500000000000	0.4100	0.4300	0.4302	0.4287	0.4331			0.4042	0.4034	0.4134	0.4190	0.5364			1.644	1.512	1.528	1.825	2.266			2.2089	2.2708	2.4750	2.2875	2.1675			2.8063	2.8056	2.8067	2.9032	2.8498	2.8964	2.9474
11.52666666666670	0.4043	0.4277	0.4291	0.4271	0.4340			0.4044	0.4078	0.4114	0.4206	0.5669			1.699	1.579	1.601	1.871	2.320			2.2652	2.3236	2.4887	2.3439	2.2317			2.8355	2.8307	2.8274	2.9252	2.8708	2.9187	2.9862
11.74833333333330	0.4049	0.4288	0.4273	0.4277	0.4348			0.4080	0.4099	0.4118	0.4208	0.5967			1.757	1.635	1.666	1.912	2.371			2.3008	2.3704	2.5268	2.3899	2.2848			2.8622	2.8468	2.8506	2.9374	2.9073	2.9309	3.0026
11.97000000000000	0.4062	0.4275	0.4306	0.4299	0.4378			0.4102	0.4089	0.4112	0.4221	0.6338			1.824	1.705	1.717	1.962	2.412			2.3453	2.4064	2.5707	2.4288	2.3327			2.8980	2.8888	2.8695	2.9673	2.9196	2.9608	3.0006
12.19166666666670	0.4096	0.4321	0.4294	0.4295	0.4346			0.4133	0.4100	0.4165	0.4264	0.6756			1.876	1.741	1.774	2.014	2.467			2.3922	2.4449	2.5805	2.4767	2.3699			2.9229	2.8999	2.9090	2.9782	2.9160	2.9884	3.0394
12.41333333333330	0.4052	0.4322	0.4334	0.4267	0.4363			0.4148	0.4088	0.4164	0.4272	0.7189			1.929	1.799	1.816	2.059	2.508			2.4383	2.4734	2.6319	2.5423	2.4054			2.9446	2.8994	2.8988	3.0009	2.9538	3.0063	3.0531
12.63500000000000	0.4101	0.4335	0.4317	0.4314	0.4342			0.4149	0.4105	0.4195	0.4312	0.7624			1.987	1.849	1.854	2.101	2.550			2.4737	2.5212	2.6568	2.5910	2.4422			2.9791	2.9258	2.9585	3.0279	2.9758	3.0248	3.0731
12.85666666666670	0.4084	0.4320	0.4337	0.4315	0.4386			0.4182	0.4129	0.4207	0.4375	0.8070			2.029	1.933	1.907	2.127	2.613			2.5193	2.5548	2.6953	2.6090	2.4909			3.0235	2.9396	2.9934	3.0502	3.0052	3.0498	3.0993
13.07833333333330	0.4112	0.4348	0.4332	0.4324	0.4367			0.4226	0.4115	0.4243	0.4447	0.8704			2.070	1.967	1.948	2.174	2.635			2.5648	2.5792	2.7158	2.6496	2.5310			3.0329	2.9618	2.9929	3.0458	2.9985	3.0466	3.1102
13.30000000000000	0.4070	0.4340	0.4334	0.4369	0.4388			0.4228	0.4130	0.4271	0.4492	0.9355			2.108	2.030	2.002	2.214	2.676			2.6121	2.5999	2.7229	2.6882	2.5646			3.0601	2.9826	2.9996	3.0651	3.0122	3.0615	3.1229
13.52166666666670	0.4104	0.4363	0.4380	0.4326	0.4375			0.4269	0.4123	0.4322	0.4598	1.0002			2.157	2.067	2.045	2.262	2.728			2.6377	2.6518	2.7585	2.7512	2.6062			3.0572	3.0118	3.0175	3.1238	3.0362	3.0897	3.1334
13.74333333333330	0.4096	0.4363	0.4348	0.4361	0.4401			0.4337	0.4146	0.4410	0.4697	1.0724			2.199	2.113	2.075	2.320	2.736			2.6776	2.6797	2.8023	2.7771	2.6347			3.0924	3.0271	3.0466	3.1308	3.0558	3.1234	3.1644
13.96500000000000	0.4104	0.4365	0.4372	0.4367	0.4389			0.4386	0.4139	0.4454	0.4874	1.1457			2.237	2.139	2.097	2.343	2.781			2.7083	2.7112	2.8202	2.8116	2.6717			3.0897	3.0706	3.0816	3.1378	3.0685	3.1439	3.1578
14.18666666666670	0.4156	0.4364	0.4378	0.4374	0.4437			0.4418	0.4161	0.4476	0.5069	1.2234			2.263	2.169	2.112	2.372	2.793			2.7345	2.7265	2.8469	2.8286	2.7073			3.1473	3.0800	3.0933	3.1542	3.0912	3.1542	3.1880
14.40833333333330	0.4115	0.4359	0.4375	0.4372	0.4414			0.4472	0.4172	0.4600	0.5370	1.2997			2.310	2.213	2.145	2.407	2.820			2.7742	2.7650	2.8526	2.8709	2.7286			3.1358	3.0829	3.1016	3.1673	3.1023	3.1711	3.2010
14.63000000000000	0.4122	0.4383	0.4416	0.4373	0.4416			0.4610	0.4167	0.4752	0.5637	1.3842			2.353	2.249	2.191	2.430	2.836			2.7873	2.7787	2.8672	2.8932	2.7432			3.1572	3.0806	3.1074	3.1933	3.1275	3.1819	3.2168
14.85166666666670	0.4112	0.4348	0.4384	0.4371	0.4408			0.4703	0.4157	0.4896	0.5996	1.4524			2.378	2.276	2.211	2.468	2.872			2.8204	2.8059	2.9028	2.9296	2.7722			3.1771	3.0987	3.1180	3.1958	3.1171	3.2188	3.2209
15.07333333333330	0.4182	0.4390	0.4412	0.4410	0.4446			0.4822	0.4218	0.5103	0.6432	1.5408			2.420	2.302	2.262	2.505	2.919			2.8585	2.8512	2.9536	2.9641	2.8026			3.2003	3.1416	3.1668	3.2182	3.1474	3.2055	3.2444
15.29500000000000	0.4144	0.4395	0.4409	0.4427	0.4458			0.5030	0.4227	0.5487	0.7015	1.6168			2.461	2.345	2.280	2.529	2.957			2.8850	2.8773	2.9573	2.9961	2.8363			3.2270	3.1400	3.1784	3.2360	3.1569	3.2086	3.2619
15.51666666666670	0.4132	0.4376	0.4416	0.4402	0.4430			0.5241	0.4210	0.5811	0.7430	1.6737			2.473	2.375	2.306	2.549	2.970			2.9072	2.8710	2.9710	3.0099	2.8664			3.2322	3.1590	3.1634	3.2574	3.1546	3.2252	3.2766
15.73833333333330	0.4164	0.4386	0.4400	0.4422	0.4425			0.5508	0.4219	0.6211	0.8088	1.7607			2.513	2.405	2.347	2.589	3.003			2.9176	2.9027	2.9988	3.0314	2.8908			3.2474	3.1878	3.1914	3.2545	3.1664	3.2589	3.2744
15.96000000000000	0.4148	0.4398	0.4402	0.4427	0.4475			0.5846	0.4251	0.6724	0.8894	1.8180			2.524	2.422	2.377	2.602	3.020			2.9631	2.9363	3.0227	3.0546	2.9095			3.2501	3.1785	3.2014	3.2817	3.1922	3.2896	3.2841
16.18166666666670	0.4158	0.4423	0.4429	0.4407	0.4448			0.6185	0.4279	0.7132	0.9644	1.8757			2.572	2.461	2.400	2.645	3.054			2.9839	2.9572	3.0296	3.0960	2.9335			3.2824	3.2029	3.2150	3.2891	3.1951	3.2993	3.3098
16.40333333333330	0.4170	0.4413	0.4412	0.4430	0.4463			0.6618	0.4310	0.7675	1.0510	1.9368			2.591	2.476	2.422	2.690	3.072			3.0062	2.9723	3.0436	3.0923	2.9550			3.2912	3.2273	3.2246	3.3091	3.2308	3.2925	3.3244
16.62500000000000	0.4147	0.4408	0.4406	0.4412	0.4462			0.6840	0.4369	0.8351	1.1329	1.9780			2.585	2.500	2.442	2.678	3.086			3.0289	3.0024	3.0578	3.1240	2.9744			3.3016	3.2398	3.2470	3.3155	3.2132	3.3022	3.3076
16.84666666666670	0.4170	0.4440	0.4455	0.4473	0.4468			0.7341	0.4450	0.8992	1.2224	2.0176			2.622	2.529	2.478	2.726	3.122			3.0535	3.0044	3.0997	3.1660	2.9896			3.3282	3.2292	3.2623	3.3515	3.2400	3.3160	3.3270
17.06833333333330	0.4210	0.4440	0.4442	0.4457	0.4509			0.7881	0.4538	0.9728	1.2998	2.0784			2.658	2.557	2.500	2.750	3.150			3.0950	3.0416	3.1094	3.1879	3.0353			3.3344	3.2604	3.3029	3.3571	3.2591	3.3218	3.3602
17.29000000000000	0.4184	0.4444	0.4445	0.4461	0.4491			0.8482	0.4634	1.0552	1.3896	2.1118			2.681	2.594	2.538	2.779	3.164			3.0959	3.0854	3.1209	3.2132	3.0580			3.3640	3.2643	3.3030	3.3622	3.2660	3.3400	3.3597
17.51166666666670	0.4188	0.4454	0.4466	0.4445	0.4495			0.9083	0.4825	1.1348	1.4681	2.1585			2.700	2.618	2.553	2.793	3.178			3.1325	3.0840	3.1556	3.2275	3.0825			3.3748	3.2791	3.3165	3.3854	3.2909	3.3600	3.3808
17.73333333333330	0.4187	0.4447	0.4454	0.4467	0.4503			0.9680	0.5026	1.2206	1.5484	2.2138			2.723	2.650	2.582	2.826	3.210			3.1526	3.1248	3.1658	3.2509	3.0971			3.3820	3.2938	3.3332	3.3976	3.2954	3.3740	3.4038
17.95500000000000	0.4207	0.4466	0.4484	0.4475	0.4522			1.0425	0.5255	1.2914	1.6230	2.2622			2.746	2.686	2.588	2.836	3.239			3.1710	3.1349	3.1796	3.2572	3.1421			3.4015	3.3201	3.3528	3.4330	3.3109	3.3959	3.4294
18.17666666666670	0.4246	0.4473	0.4502	0.4455	0.4500			1.1149	0.5556	1.3781	1.6992	2.3039			2.771	2.680	2.600	2.874	3.265			3.1939	3.1498	3.2059	3.2873	3.1319			3.4278	3.3339	3.3523	3.4418	3.3267	3.4287	3.4141
18.39833333333330	0.4238	0.4464	0.4485	0.4466	0.4530			1.1885	0.5907	1.4456	1.7601	2.3562			2.797	2.721	2.651	2.878	3.257			3.2011	3.1877	3.2096	3.2976	3.1666			3.4272	3.3480	3.3535	3.4552	3.3501	3.4113	3.4055
18.62000000000000	0.4226	0.4464	0.4513	0.4471	0.4525			1.2497	0.6232	1.5298	1.8372	2.3807			2.813	2.725	2.658	2.910	3.298			3.2139	3.2021	3.2442	3.3171	3.1976			3.4472	3.3422	3.3806	3.4481	3.3519	3.4157	3.4305
18.84166666666670	0.4225	0.4493	0.4516	0.4482	0.4529			1.3167	0.6569	1.5891	1.8926	2.4141			2.830	2.753	2.704	2.926	3.327			3.2411	3.1930	3.2660	3.3796	3.2076			3.4609	3.3882	3.4057	3.4812	3.3679	3.4446	3.4536
19.06333333333330	0.4271	0.4483	0.4504	0.4494	0.4548			1.3861	0.7019	1.6508	1.9317	2.4494			2.875	2.796	2.712	2.943	3.337			3.2747	3.2551	3.2704	3.3757	3.2019			3.4638	3.4157	3.4076	3.4818	3.3933	3.4528	3.4468
19.28500000000000	0.4250	0.4500	0.4504	0.4506	0.4558			1.4582	0.7424	1.7106	1.9870	2.4912			2.863	2.823	2.725	2.978	3.351			3.2940	3.2752	3.2868	3.3941	3.2361			3.4801	3.3926	3.4200	3.5074	3.3698	3.4544	3.4787
19.50666666666670	0.4246	0.4535	0.4529	0.4522	0.4570			1.5277	0.7911	1.7682	2.0340	2.5198			2.899	2.836	2.737	2.988	3.360			3.3046	3.2588	3.3020	3.4014	3.2546			3.5081	3.4036	3.4277	3.5247	3.4216	3.4801	3.4778
19.72833333333330	0.4254	0.4501	0.4512	0.4498	0.4555			1.5962	0.8498	1.8199	2.0590	2.5423			2.912	2.845	2.759	3.018	3.396			3.3332	3.3105	3.3127	3.4230	3.2623			3.5065	3.4261	3.4352	3.5180	3.4018	3.4648	3.4769
19.95000000000000	0.4249	0.4505	0.4532	0.4525	0.4554			1.6552	0.9124	1.8632	2.1025	2.5660			2.918	2.873	2.777	3.029	3.380			3.3318	3.3265	3.3473	3.4362	3.2792			3.5382	3.4312	3.4520	3.5598	3.4248	3.5088	3.4928
20.17166666666670	0.4266	0.4517	0.4538	0.4495	0.4566			1.7039	0.9786	1.9034	2.1270	2.6018			2.948	2.883	2.787	3.044	3.417			3.3608	3.3138	3.3388	3.4569	3.2916			3.5201	3.4444	3.4514	3.5440	3.4360	3.5015	3.4956
20.39333333333330	0.4263	0.4526	0.4546	0.4530	0.4589			1.7456	1.0420	1.9375	2.1692	2.6238			2.971	2.884	2.814	3.058	3.418			3.3835	3.3520	3.3699	3.4704	3.2980			3.5622	3.4401	3.4516	3.5580	3.4362	3.5131	3.5178
20.61500000000000	0.4255	0.4550	0.4530	0.4532	0.4570			1.7911	1.1089	1.9690	2.1996	2.6387			2.986	2.907	2.813	3.095	3.459			3.4002	3.3469	3.4008	3.4866	3.3333			3.5372	3.4497	3.4722	3.5383	3.4694	3.5178	3.5365
20.83666666666670	0.4282	0.4575	0.4576	0.4525	0.4600			1.8316	1.1770	1.9974	2.2217	2.6643			2.986	2.914	2.834	3.095	3.451			3.3975	3.3652	3.3854	3.4928	3.3450			3.5432	3.4774	3.5060	3.5746	3.4744	3.5432	3.5294
