time/h	Ab42 alone	Ab42 alone	Ab42 alone	Ab42 alone	47 nM CTD	47 nM CTD	47 nM CTD	47 nM CTD	94 nM CTD	94 nM CTD	94 nM CTD	94 nM CTD	187 nM CTD	187 nM CTD	187 nM CTD	187 nM CTD	375 nM CTD	375 nM CTD	375 nM CTD	375 nM CTD	750 nM CTD	750 nM CTD	750 nM CTD	750 nM CTD	1500 nM CTD	1500 nM CTD	1500 nM CTD	1500 nM CTD	3000 nM CTD	3000 nM CTD	3000 nM CTD	3000 nM CTD	Fit 0	Fit 47	Fit 94	Fit 187	Fit 375	Fit 750	Fit 1500	Fit 3000
16.864																									0.88481	0.86986	0.87595	0.83344	0.51661	0.65626	0.54058	0.65648								
16.900																									0.89704	0.86702	0.88233	0.82959	0.53027	0.65567	0.53123	0.67661								
16.936																									0.88382	0.84674	0.87897	0.83761	0.52952	0.66233	0.54346	0.66755								
16.972																									0.89005	0.85787	0.88787	0.83232	0.52448	0.64948	0.53066	0.67295								
17.008																									0.88119	0.87543	0.88748	0.83330	0.52643	0.67414	0.53679	0.68109								
17.044																									0.90145	0.86751	0.87977	0.83793	0.53864	0.65677	0.54214	0.66957								
17.081																									0.88508	0.87894	0.88044	0.84123	0.54848	0.66550	0.53692	0.67986								
17.117																									0.88278	0.85488	0.87784	0.83370	0.52847	0.67106	0.55325	0.66557								
17.153																									0.87877	0.86234	0.87629	0.84089	0.53438	0.66952	0.52797	0.66503								
17.189																									0.89186	0.86497	0.86785	0.84471	0.54881	0.66207	0.54233	0.68068								
17.225																									0.88051	0.86182	0.88351	0.83229	0.55271	0.65620	0.53811	0.68569								
17.261																									0.91059	0.88442	0.88458	0.84422	0.54080	0.66050	0.54730	0.67913								
17.297																									0.91215	0.89331	0.90928	0.85359	0.54521	0.68743	0.52835	0.67768								
17.333																									0.91114	0.88068	0.90300	0.85520	0.54662	0.68740	0.56197	0.66083								
17.369																									0.90633	0.86998	0.89598	0.82985	0.54584	0.66409	0.55015	0.69803								
17.406																									0.90489	0.86417	0.89617	0.84367	0.55088	0.67084	0.53001	0.67339								
17.442																									0.92034	0.88010	0.89882	0.84135	0.54044	0.68583	0.54621	0.70566								
17.478																									0.89244	0.87763	0.89214	0.85302	0.55175	0.67401	0.56460	0.69241								
17.514																									0.91160	0.88475	0.90135	0.85612	0.54521	0.68265	0.54458	0.68033								
17.550																									0.91188	0.89295	0.89187	0.84856	0.54002	0.67332	0.56298	0.69673								
17.586																									0.92034	0.86793	0.89848	0.85690	0.53660	0.66588	0.57189	0.66989								
17.622																									0.91592	0.87258	0.89964	0.83994	0.54746	0.67904	0.55694	0.69216								
17.658																									0.90805	0.89050	0.90818	0.83106	0.56100	0.68532	0.56257	0.68919								
17.694																									0.91669	0.87833	0.89504	0.84554	0.55755	0.68416	0.55331	0.70566								
17.731																									0.91310	0.89481	0.88687	0.85382	0.54059	0.67838	0.55869	0.70389								
17.767																									0.91289	0.87234	0.91488	0.85598	0.55322	0.68114	0.55756	0.70910								
17.803																									0.91007	0.89218	0.91281	0.86365	0.56550	0.67866	0.57971	0.69165								
17.839																									0.91954	0.88393	0.90495	0.86351	0.54554	0.67986	0.57530	0.70998								
17.875																									0.91826	0.90218	0.90498	0.87423	0.55518	0.68868	0.56141	0.70629								
17.911																									0.92203	0.89949	0.91671	0.88082	0.55755	0.68495	0.56294	0.70538								
17.947																									0.92135	0.90460	0.91473	0.86644	0.56085	0.70150	0.56010	0.69967								
17.983																									0.92941	0.89469	0.90501	0.86926	0.56034	0.69902	0.55863	0.71118								
18.019																									0.92230	0.88931	0.91787	0.86066	0.57582	0.69497	0.58181	0.72055								
18.056																									0.91148	0.89967	0.91333	0.86466	0.56154	0.70876	0.55415	0.71771								
18.092																									0.92672	0.88637	0.92735	0.87196	0.54068	0.71002	0.57070	0.70916								
18.128																									0.94655	0.89496	0.89729	0.87673	0.58446	0.69993	0.56482	0.70673								
18.164																									0.92941	0.91466	0.91330	0.87346	0.56583	0.70273	0.58090	0.71689								
18.200																									0.92055	0.91233	0.90053	0.89976	0.57387	0.71297	0.57577	0.71408								
18.236																									0.92687	0.89402	0.92711	0.88550	0.56013	0.70405	0.57499	0.72254								
18.272																									0.93279	0.90989	0.94189	0.85839	0.56988	0.69415	0.58919	0.70061								
18.308																									0.92840	0.88946	0.91370	0.86452	0.56574	0.71655	0.57690	0.70541								
18.344																									0.93880	0.89111	0.91751	0.88248	0.57120	0.69374	0.58956	0.71330								
18.381																									0.91307	0.90050	0.90412	0.89194	0.57318	0.70207	0.57396	0.71692								
18.417																									0.92246	0.91539	0.92043	0.88703	0.56508	0.70763	0.58009	0.71434								
18.453																									0.92620	0.91068	0.91745	0.86949	0.57543	0.70345	0.57930	0.71434								
18.489																									0.93377	0.90824	0.93305	0.87728	0.58635	0.71756	0.58512	0.72115								
18.525																									0.93300	0.92028	0.91546	0.87806	0.58206	0.71881	0.58178	0.71459								
18.561																									0.94922	0.91297	0.92345	0.87883	0.56619	0.69575	0.58193	0.71235								
18.597																									0.92261	0.93016	0.92299	0.86449	0.58698	0.70801	0.57893	0.70923								
18.633																									0.93913	0.92083	0.92074	0.87886	0.57189	0.71834	0.57708	0.72254								
18.669																									0.92751	0.91197	0.92272	0.88507	0.57558	0.72752	0.58509	0.72762								
18.706																									0.94232	0.90350	0.91443	0.88335	0.59488	0.71137	0.59663	0.74793								
18.742																									0.91994	0.90909	0.91531	0.88300	0.57306	0.71740	0.57486	0.72210								
18.778																									0.95173	0.90506	0.91921	0.88461	0.57420	0.71536	0.58475	0.71885								
18.814																									0.95247	0.91961	0.91988	0.89507	0.56274	0.70688	0.59150	0.72875								
18.850																									0.95716	0.92719	0.93104	0.89027	0.57429	0.72038	0.59851	0.73058								
18.886																									0.93892	0.91487	0.93223	0.87987	0.58458	0.72711	0.60993	0.72762								
18.922																									0.93552	0.91469	0.94946	0.90416	0.58909	0.71765	0.59748	0.72077								
18.958																									0.93717	0.92918	0.93171	0.89073	0.59452	0.71828	0.59463	0.72077								
18.994																									0.93346	0.92450	0.93418	0.86684	0.58188	0.72821	0.59926	0.74787								
19.031																									0.95508	0.90784	0.92159	0.89910	0.59314	0.74841	0.57918	0.73591								
19.067																									0.93653	0.91698	0.92324	0.88254	0.59218	0.73195	0.59926	0.73626								
19.103																									0.93263	0.91952	0.92562	0.89804	0.58056	0.71938	0.60486	0.74557								
19.139																									0.93683	0.92787	0.93693	0.89936	0.60889	0.72425	0.60236	0.75270								
19.175																									0.93527	0.91961	0.95738	0.90025	0.58518	0.71369	0.59085	0.72431								
19.211																									0.95661	0.91692	0.92656	0.89392	0.59554	0.71306	0.60758	0.72916								
19.247																									0.95557	0.93147	0.93720	0.89827	0.59548	0.73198	0.60571	0.72084								
19.283																									0.93959	0.92518	0.93220	0.88544	0.59311	0.72579	0.60708	0.74355								
19.319																									0.94156	0.91129	0.93031	0.90830	0.59488	0.75743	0.61862	0.73238								
19.356																									0.96345	0.93288	0.94766	0.90594	0.59062	0.73785	0.61012	0.74172								
19.392																									0.95063	0.92747	0.94811	0.89861	0.60880	0.72855	0.61878	0.73276								
19.428																									0.95964	0.92652	0.95028	0.90591	0.61096	0.72711	0.61190	0.74980								
19.464																									0.94845	0.93731	0.94949	0.89631	0.60169	0.74781	0.62125	0.75970								
19.500																									0.96075	0.93068	0.93568	0.92373	0.58686	0.74907	0.61174	0.75696								
19.536																									0.94312	0.91172	0.95339	0.92161	0.61066	0.75114	0.61703	0.73677								
19.572																									0.94119	0.92719	0.93946	0.92184	0.59053	0.73399	0.60004	0.72358								
19.608																									0.94867	0.93404	0.94760	0.91293	0.60484	0.74040	0.60736	0.75573								
19.644																									0.93686	0.93282	0.94293	0.91643	0.59833	0.77439	0.63326	0.74831								
19.681																									0.95272	0.93270	0.95116	0.91249	0.62177	0.73653	0.62153	0.75399								
19.717																									0.95922	0.94208	0.94979	0.92118	0.60400	0.74272	0.63301	0.75629								
19.753																									0.94842	0.93594	0.94250	0.91091	0.62486	0.74781	0.63129	0.75850								
19.789																									0.95569	0.93423	0.93732	0.90554	0.61456	0.74662	0.61293	0.75566								
19.825																									0.95606	0.91964	0.92866	0.90643	0.61453	0.73795	0.61791	0.74692								
19.861																									0.96568	0.94319	0.94830	0.93512	0.61219	0.76013	0.62666	0.75920								
19.897																									0.96247	0.91842	0.95595	0.91238	0.62249	0.75736	0.62657	0.76172								
19.933																									0.95118	0.95248	0.97003	0.93207	0.60769	0.75309	0.62510	0.74506								
19.969																									0.97295	0.96006	0.94037	0.91960	0.61510	0.75975	0.63699	0.74450								
20.006																									0.93938	0.95215	0.95013	0.90864	0.62504	0.75805	0.64021	0.75929								
20.042																									0.96339	0.94640	0.93885	0.92733	0.61720	0.77122	0.62128	0.75405								
20.078																									0.95719	0.91683	0.93308	0.89346	0.61105	0.74360	0.62923	0.76891								
20.114																									0.96204	0.94869	0.96174	0.92000	0.61381	0.75054	0.63417	0.76986								
20.150																									0.95336	0.95288	0.93754	0.92319	0.61210	0.75328	0.63539	0.74055								
20.186																									0.96339	0.93683	0.95958	0.92747	0.62501	0.74533	0.64534	0.75200								
20.222																									0.95569	0.94994	0.95147	0.91218	0.61897	0.76531	0.63633	0.75509								
20.258																									0.95314	0.95826	0.97122	0.92333	0.63917	0.76248	0.64302	0.76355								
20.294																									0.95051	0.93172	0.95711	0.91589	0.62339	0.74753	0.63489	0.76967								
20.331																									0.96427	0.97055	0.94189	0.91048	0.62558	0.76283	0.64146	0.74929								
20.367																									0.96066	0.94334	0.96470	0.91842	0.63677	0.75623	0.62616	0.77301								
20.403																									0.96722	0.96126	0.97464	0.93089	0.61480	0.75501	0.65413	0.74670								
20.439																									0.95618	0.94465	0.95836	0.91005	0.62264	0.76167	0.66079	0.76481								
20.475																									0.96602	0.95104	0.97028	0.91833	0.63386	0.76660	0.63902	0.78128								
20.511																									0.96093	0.95783	0.96680	0.92831	0.63854	0.77546	0.63511	0.77409								
20.547																									0.96731	0.95872	0.96747	0.93460	0.63971	0.78341	0.64215	0.77181								
20.583																									0.95900	0.94031	0.96363	0.92026	0.63617	0.77810	0.64609	0.76910								
20.619																									0.97663	0.96435	0.95153	0.93696	0.63815	0.77002	0.63373	0.75882								
20.656																									0.98371	0.94545	0.96759	0.94699	0.62966	0.77703	0.65063	0.78314								
20.692																									0.97491	0.95159	0.93629	0.93256	0.62339	0.77288	0.67305	0.77421								
20.728																									0.95931	0.93894	0.95781	0.93121	0.63683	0.77992	0.64481	0.77074								
20.764																									0.98656	0.94774	0.95235	0.93702	0.65207	0.77646	0.64878	0.77380								
20.800																									0.96243	0.94046	0.96720	0.93799	0.63530	0.75557	0.64800	0.78866								
20.836																									0.97556	0.93355	0.96095	0.96812	0.64295	0.77467	0.65985	0.76677								
20.872																									0.98319	0.96077	0.96162	0.93075	0.63629	0.77678	0.65163	0.75453								
20.908																									0.96912	0.96529	0.97701	0.95530	0.64709	0.75705	0.65256	0.78390								
20.944																									0.99076	0.94575	0.97354	0.92586	0.64628	0.79560	0.64587	0.76907								
20.981																									0.96887	0.95603	0.97436	0.95398	0.65360	0.76792	0.66605	0.77655								
21.017																									0.96737	0.94095	0.95217	0.93903	0.63851	0.76186	0.65438	0.77260								
21.053																									0.98721	0.94783	0.95717	0.93285	0.62669	0.77747	0.64853	0.77065								
21.089																									0.98534	0.96447	0.96287	0.95516	0.64763	0.77734	0.63880	0.79049								
21.125																									0.99499	0.96630	0.97342	0.94144	0.64817	0.79494	0.66107	0.78437								
21.161																									0.95925	0.96970	0.97503	0.93837	0.64010	0.79054	0.67080	0.78967								
21.197																									0.98914	0.95043	0.97522	0.89967	0.65150	0.77090	0.67312	0.77834								
21.233																									0.95897	0.95866	0.97659	0.94291	0.65613	0.78815	0.66630	0.79794								
21.269																									0.98049	0.95187	0.97095	0.93006	0.65868	0.79579	0.66914	0.77172								
21.306																									0.95468	0.97324	0.97796	0.94846	0.65799	0.78683	0.65141	0.77636								
21.342																									0.98475	0.94557	0.97317	0.93382	0.65252	0.79673	0.66154	0.76771								
21.378																									0.97412	0.96526	0.96894	0.94662	0.65099	0.78466	0.67421	0.77011								
21.414																									0.98034	0.95355	0.97561	0.93975	0.67200	0.78136	0.65228	0.78134								
21.450																									0.97313	0.94453	0.97241	0.93739	0.65078	0.77895	0.64778	0.78544								
21.486																									0.98276	0.96089	0.97491	0.93934	0.64865	0.78426	0.66110	0.80592								
21.522																									0.98917	0.95166	0.98323	0.94305	0.66261	0.80499	0.68241	0.78693								
21.558																									0.96906	0.97068	0.98082	0.93115	0.66195	0.77521	0.66242	0.79715								
21.594																									0.99079	0.96068	0.97464	0.93558	0.68295	0.77093	0.66789	0.78327								
21.631																									0.98123	0.97364	0.97461	0.95524	0.65652	0.80735	0.66089	0.77913								
21.667																									0.99086	0.98037	0.96982	0.94164	0.65063	0.77932	0.67149	0.78976								
21.703																									0.96412	0.95013	0.97134	0.94745	0.67287	0.77370	0.68591	0.78323								
21.739																									0.98837	0.96621	0.96750	0.96821	0.66180	0.79032	0.68006	0.79131								
21.775																									0.98043	0.97349	0.97863	0.95754	0.68082	0.77194	0.67481	0.79462								
21.811																									0.99098	0.95606	0.97842	0.94616	0.66852	0.78501	0.65804	0.79128								
21.847																									1.0059	0.97731	0.98433	0.94831	0.66060	0.80282	0.68866	0.80036								
21.883																									0.98092	0.96915	0.97302	0.94348	0.67257	0.78733	0.68466	0.81595								
21.919																									0.97807	0.96077	0.96942	0.93802	0.66441	0.81366	0.69874	0.79680								
21.956																									0.99748	0.94991	0.95394	0.94642	0.67821	0.79560	0.68679	0.79620								
21.992																									0.99205	0.98019	0.98159	0.97910	0.66990	0.79070	0.70236	0.78910								
22.028																									0.98574	0.98541	0.97628	0.95826	0.66870	0.79541	0.69417	0.81134								
22.064																									0.97740	0.98178	0.96921	0.96243	0.69907	0.79440	0.67793	0.79424								
22.100																									0.98341	0.97214	0.98595	0.93411	0.66555	0.80348	0.70959	0.79418								
22.136																									0.99358	0.97490	0.98765	0.94009	0.67920	0.79450	0.68835	0.80447								
22.172																									0.97507	0.98694	0.97034	0.95731	0.67854	0.80144	0.67640	0.80071								
22.208																									0.98822	0.96214	0.98125	0.95435	0.67494	0.79465	0.68660	0.81018								
22.244																									0.99751	0.95685	0.97445	0.97102	0.68751	0.81068	0.69364	0.80547								
22.281																									0.97899	0.96401	0.99375	0.96780	0.68685	0.79035	0.69986	0.78686								
22.317																									0.97939	0.97260	0.95967	0.96651	0.68076	0.80543	0.68697	0.81147								
22.353																									0.96020	0.95551	0.97677	0.96065	0.68370	0.81052	0.68275	0.81589								
22.389																									0.97062	0.95725	0.97528	0.96798	0.69355	0.82180	0.70202	0.80929								
22.425																									0.97421	0.96581	0.97933	0.96878	0.67404	0.82277	0.69614	0.79626								
22.461																									0.97209	0.97279	0.98521	0.95343	0.70000	0.80245	0.70659	0.82702								
22.497																									0.99527	0.97132	0.98107	0.95633	0.67749	0.81074	0.69648	0.81677								
22.533																									0.99383	0.96811	0.96830	0.97062	0.69139	0.79934	0.69892	0.80538								
22.569																									0.98276	0.98982	0.99009	0.96516	0.68013	0.83075	0.70850	0.80775								
22.606																									1.0001	0.97541	0.98201	0.96961	0.71179	0.78799	0.69739	0.82923								
22.642																									0.99018	0.97532	0.99076	0.95409	0.69076	0.82494	0.72292	0.80062								
22.678																									0.98429	0.99682	0.97890	0.95268	0.69394	0.81036	0.69157	0.80730								
22.714																									0.98356	0.97538	0.99582	0.95628	0.70363	0.80047	0.69167	0.81727								
22.750																									1.0066	0.96655	0.96564	0.95326	0.68899	0.81445	0.70615	0.82434								
22.786																									1.0018	0.98000	0.98710	0.97157	0.70126	0.81159	0.69689	0.82201								
22.822																									0.98362	0.98281	0.97397	0.96536	0.68875	0.83462	0.71400	0.83169								
22.858																									1.0146	0.97538	1.0019	0.96343	0.69064	0.82818	0.71234	0.82380								
22.894																									1.0155	0.97511	0.99921	0.95944	0.70021	0.82481	0.71272	0.82652								
22.931																									0.99211	0.98887	0.98820	0.96542	0.69733	0.81633	0.72582	0.83134								
22.967																									1.0230	0.95584	0.97811	0.96226	0.70411	0.81809	0.71172	0.80642								
23.003																									0.98485	0.98349	0.99085	0.97442	0.69247	0.79811	0.69179	0.81027								
23.039																									1.0116	0.97068	1.0036	0.97812	0.68160	0.82249	0.72826	0.84005								
23.075																									0.98843	0.98168	0.97845	0.96861	0.70996	0.82136	0.70903	0.80749								
23.111																									0.98595	0.95285	1.0039	0.95694	0.68962	0.81344	0.71901	0.83693								
23.147																									1.0088	0.98994	0.98430	0.94179	0.69427	0.81388	0.69717	0.81901								
23.183																									1.0030	0.99138	0.99802	0.97689	0.68712	0.81910	0.73177	0.83901								
23.219																									0.98583	0.97236	0.99506	0.96990	0.69139	0.83151	0.74297	0.81298								
23.256																									0.99328	0.98887	0.98909	0.96447	0.71482	0.83886	0.70724	0.82286								
23.292																									1.0237	0.98905	1.0003	0.97447	0.70897	0.83163	0.72079	0.82175								
23.328																									1.0180	0.97743	0.99284	0.97295	0.69847	0.80078	0.70943	0.84440								
23.364																									0.99450	1.0005	0.98223	0.98054	0.71392	0.82111	0.71466	0.82295								
23.400																									1.0011	0.96236	0.99162	0.96456	0.70543	0.82959	0.73862	0.80412								
23.436																									0.98788	0.96814	0.98451	0.94808	0.70534	0.82343	0.72786	0.81103								
23.472																									1.0015	0.96181	1.0066	0.97352	0.71686	0.80791	0.73796	0.82866								
23.508																									1.0174	1.0110	0.99101	0.96530	0.69787	0.82730	0.72489	0.82510								
23.544																									0.99012	0.98404	0.97244	0.94757	0.70501	0.85108	0.72210	0.84532								
23.581																									0.98494	0.97404	0.99997	0.98557	0.70615	0.82664	0.72536	0.84216								
23.617																									1.0265	0.98037	0.99695	0.97672	0.70285	0.84712	0.73768	0.83582								
23.653																									0.97191	0.99083	1.0081	0.95728	0.70882	0.83832	0.73777	0.83525								
23.689																									0.99518	0.96875	0.97945	0.97738	0.72218	0.83722	0.73827	0.85052								
23.725																									1.0027	0.98826	1.0048	0.97715	0.70489	0.81608	0.72970	0.82734								
23.761																									1.0031	0.98156	0.97482	0.97887	0.72644	0.84602	0.71901	0.83185								
23.797																									1.0198	1.0004	1.0062	0.96556	0.72761	0.83814	0.72292	0.83888								
23.833																									1.0112	0.98673	1.0003	0.95889	0.73736	0.84552	0.71710	0.84630								
23.869																									1.0172	0.95450	0.99927	0.96139	0.72830	0.84040	0.73239	0.85251								
23.906																									1.0069	0.99621	1.0134	0.97617	0.72380	0.84508	0.75338	0.83368								
23.942																									1.0178	0.99257	1.0066	0.97508	0.71008	0.83895	0.72345	0.83781								
23.978																									0.99386	0.98517	0.97857	0.98982	0.71146	0.83993	0.73465	0.84090								
24.014																									1.0047	0.99263	0.98799	0.98522	0.72602	0.84571	0.74284	0.84560								
24.050																									0.99640	0.98618	0.99107	0.96205	0.73037	0.83396	0.73878	0.84661								
24.086																									1.0048	0.98973	0.98915	0.94417	0.72746	0.85098	0.72945	0.85434								
24.122																									1.0202	1.0092	0.98573	0.97163	0.73367	0.82752	0.72933	0.84822								
24.158																									0.99098	0.98685	0.97747	0.97982	0.73196	0.85576	0.73308	0.84737								
24.194																									1.0113	0.99988	0.98421	0.96780	0.72602	0.84828	0.71926	0.85447								
24.231																									1.0010	0.99281	0.98134	0.96441	0.73019	0.84473	0.72952	0.83393								
24.267																									0.99312	0.98098	0.99531	0.98637	0.72809	0.86528	0.73946	0.82920								
24.303																									0.98466	0.96052	0.99811	0.97528	0.71959	0.85805	0.75923	0.85024								
24.339																									1.0171	0.96927	1.0015	0.98669	0.74084	0.86930	0.72651	0.83917								
24.375																									1.0167	0.98752	0.99534	0.97298	0.73637	0.84841	0.74907	0.85431								
24.411																									0.99263	0.98593	0.99095	0.96703	0.72665	0.86336	0.74131	0.84914								
24.447																									0.99732	0.97138	0.98714	0.96378	0.73670	0.85419	0.74647	0.84636								
24.483																									0.99294	0.98933	0.98808	0.98911	0.74954	0.83455	0.73824	0.87292								
24.519																									0.98908	0.97859	1.0029	0.97473	0.72749	0.85230	0.75026	0.86106								
24.556																									0.98414	1.0015	1.0005	0.99888	0.72737	0.86861	0.74456	0.86166								
24.592																									0.99886	1.0008	1.0048	0.99227	0.73037	0.85208	0.73909	0.84589								
24.628																									1.0179	0.97523	0.98659	0.99120	0.74468	0.83867	0.74706	0.84888								
24.664																									0.99266	1.0098	0.99128	0.98735	0.73754	0.86069	0.73674	0.85951								
24.700																									0.99677	0.99300	0.99329	0.97145	0.75945	0.85966	0.75573	0.83743								
24.736																									1.0149	0.98355	0.99811	0.96743	0.75477	0.86720	0.74857	0.82860								
24.772																									0.97154	1.0133	0.98296	0.97901	0.74090	0.84875	0.75845	0.86977								
24.808																									1.0007	1.0002	0.98842	0.97818	0.74690	0.85073	0.73884	0.87604								
24.844																									1.0117	0.98447	0.97683	0.97393	0.77454	0.85673	0.74538	0.86428								
24.881																									1.0011	0.98468	0.99759	0.99376	0.75080	0.85950	0.75579	0.86450								
24.917																									1.0047	0.98716	0.97939	0.99152	0.75828	0.85645	0.75848	0.84169								
24.953																									1.0041	1.0042	1.0001	0.97792	0.73523	0.86123	0.76830	0.88015								
24.989																									0.99938	1.0039	0.98628	0.98025	0.75480	0.88193	0.74910	0.83932								
25.025																									1.0116	0.97933	0.97796	0.96933	0.75350	0.86751	0.74975	0.86645								
25.061																									1.0112	0.98266	0.99902	0.98620	0.73304	0.86330	0.75163	0.86920								
25.097																									0.98978	0.99208	1.0191	0.98508	0.74825	0.85771	0.74910	0.85062								
25.133																									0.99015	0.98578	0.97704	0.97516	0.76473	0.85011	0.77187	0.84582								
25.169																									0.98837	0.99706	1.0017	0.98568	0.76353	0.87156	0.75589	0.84891								
25.206																									1.0046	1.0025	1.0021	1.0018	0.74468	0.85268	0.75645	0.84043								
25.242																									1.0185	0.98355	1.0011	0.97795	0.75323	0.87313	0.76202	0.87314								
25.278																									0.97718	1.0024	0.99869	0.98301	0.76548	0.87068	0.76977	0.87283								
25.314																									1.0100	0.99676	0.99082	0.97485	0.75606	0.87260	0.75842	0.87406								
25.350																									0.99690	0.98422	0.97339	0.99278	0.75080	0.88385	0.75898	0.87434								
25.386																									1.0050	0.99021	0.97924	0.99526	0.75639	0.88306	0.77769	0.88160								
25.422																									0.99956	1.0020	0.99092	0.97033	0.75666	0.87430	0.75407	0.86431								
25.458																									0.99312	0.99046	0.97046	0.98382	0.76773	0.86239	0.77250	0.86119								
25.494																									1.0161	0.99930	0.98375	0.98563	0.76362	0.86000	0.76608	0.85803								
25.531																									1.0030	0.98911	0.98354	0.99764	0.75579	0.87700	0.76468	0.85850								
25.567																									1.0026	0.99905	0.97009	0.99408	0.76503	0.85636	0.77275	0.86608								
25.603																									1.0077	0.98963	0.97659	0.99319	0.77190	0.86867	0.76149	0.87627								
25.639																									1.0013	0.99743	0.98686	0.96283	0.77124	0.90527	0.76893	0.85197								
25.675																									0.99751	0.99483	0.98677	0.99756	0.76116	0.86248	0.77810	0.87803								
25.711																									0.98549	0.99975	0.98927	0.98902	0.77160	0.87436	0.77788	0.87699								
25.747																									1.0084	1.0210	0.98805	0.98057	0.76635	0.88237	0.77675	0.87838								
25.783																									0.98117	0.99529	0.99704	0.97631	0.77643	0.88196	0.77306	0.88179								
25.819																									0.98534	1.0039	0.98448	0.98646	0.76929	0.87706	0.79208	0.89131								
25.856																									0.98203	0.98832	0.99552	0.98643	0.76980	0.87681	0.77691	0.89595								
25.892																									1.0075	0.97902	0.99168	0.99730	0.77871	0.87386	0.76658	0.86071								
25.928																									1.0093	0.96957	0.99244	0.99759	0.79075	0.86808	0.77753	0.85450								
25.964																									1.0049	0.99514	0.97586	1.0003	0.79570	0.88055	0.76299	0.87144								
26.000																									0.99757	0.99330	1.0009	0.98520	0.77508	0.87979	0.76386	0.89305								
26.036																									0.99432	0.99526	0.99354	0.99776	0.76623	0.87486	0.75923	0.87264								
26.072																									0.99086	0.98624	0.98506	0.98686	0.78069	0.88740	0.78638	0.87529								
26.108																									1.0119	0.99844	0.98525	0.98821	0.78672	0.88382	0.76646	0.87103								
26.144																									1.0196	0.99141	0.99686	0.98307	0.78309	0.87266	0.77587	0.90254								
26.181																									1.0128	1.0005	0.99482	0.98870	0.77718	0.87562	0.76339	0.88548								
26.217																									0.99837	1.0101	1.0039	0.99836	0.77325	0.88639	0.79905	0.87481								
26.253																									1.0058	0.98746	0.99994	0.98773	0.78543	0.89114	0.78729	0.87929								
26.289																									0.99729	1.0046	0.99085	1.0203	0.79147	0.88344	0.77547	0.87869								
26.325																									0.99257	1.0231	0.99793	0.99738	0.78705	0.88485	0.77806	0.87907								
26.361																									0.99202	1.0159	0.99052	1.0103	0.79063	0.88077	0.77653	0.86844								
26.397																									1.0037	1.0028	0.98537	0.99488	0.78144	0.89478	0.77212	0.87223								
26.433																									1.0017	0.96954	0.99652	0.98951	0.78297	0.89714	0.80224	0.89226								
26.469																									0.99282	0.99529	0.98439	0.99963	0.78672	0.89088	0.80077	0.86462								
26.506																									0.98322	0.97052	0.97640	0.99465	0.78922	0.88444	0.78191	0.90469								
26.542																									1.0015	0.98890	0.98494	0.99879	0.79204	0.88416	0.78025	0.86832								
26.578																									1.0148	0.99541	0.99433	1.0049	0.78111	0.88627	0.79865	0.88456								
26.614																									1.0054	0.98670	0.96918	0.99874	0.79957	0.88944	0.78907	0.88794								
26.650																									1.0094	1.0027	0.99619	0.99894	0.78753	0.88579	0.78667	0.88371								
26.686																									0.99736	0.99859	0.98817	0.98088	0.80134	0.87018	0.79793	0.88964								
26.722																									1.0226	1.0112	1.0039	0.98183	0.79237	0.87920	0.78288	0.89030								
26.758																									1.0087	0.98297	0.99738	0.99353	0.79786	0.90138	0.78870	0.89267								
26.794																									0.99545	1.0091	0.99098	0.97924	0.79945	0.88328	0.79633	0.86223								
26.831																									1.0036	0.99064	1.0039	1.0104	0.80725	0.88702	0.79796	0.88223								
26.867																									0.99644	0.97783	0.99067	0.99874	0.79837	0.90022	0.80443	0.89365								
26.903																									1.0034	0.98878	0.98774	0.98704	0.79891	0.87606	0.79342	0.89024								
26.939																									0.99046	0.98202	1.0108	0.99230	0.79588	0.90169	0.80359	0.88049								
26.975																									1.0221	1.0201	0.99226	1.0071	0.80167	0.88661	0.79821	0.90504								
27.011																									1.0059	0.99333	0.99646	0.97252	0.79165	0.88133	0.78554	0.88387								
27.047																									0.97025	0.98566	1.0067	1.0160	0.79465	0.89252	0.78388	0.88649								
27.083																									1.0065	0.99495	0.96881	0.98361	0.80134	0.87800	0.80863	0.88611								
27.119																									1.0169	1.0130	0.99930	0.99943	0.80968	0.91404	0.80027	0.89608								
27.156																									0.99631	0.99073	1.0024	0.98514	0.79735	0.90728	0.79952	0.86343								
27.192																									1.0074	1.0012	0.99406	0.96749	0.80113	0.90273	0.80168	0.88791								
27.228																									1.0233	1.0008	1.0186	0.97982	0.80431	0.90380	0.79414	0.86926								
27.264																									1.0010	1.0056	0.99482	0.99733	0.79918	0.90245	0.80081	0.88377								
27.300																									1.0082	0.99177	1.0044	1.0095	0.81871	0.89123	0.79483	0.90075								
27.336																									0.99380	0.96844	1.0018	1.0106	0.81124	0.89525	0.79927	0.87235								
27.372																									1.0027	1.0152	0.98601	1.0199	0.79993	0.89384	0.80834	0.88598								
27.408																									1.0205	0.98352	1.0014	0.98824	0.78699	0.89924	0.80794	0.89680								
27.444																									1.0051	1.0068	0.99314	1.0192	0.81280	0.91561	0.78789	0.87828								
27.481																									1.0106	0.98578	1.0136	0.98315	0.81265	0.89717	0.81707	0.89456								
27.517																									1.0095	1.0126	0.98906	0.99825	0.81499	0.89714	0.81291	0.90144								
27.553																									1.0176	1.0048	1.0338	0.98019	0.80947	0.91938	0.81798	0.89898								
