time/h	Ab42 alone	Ab42 alone	Ab42 alone	Ab42 alone	47 nM CTD	47 nM CTD	47 nM CTD	47 nM CTD	94 nM CTD	94 nM CTD	94 nM CTD	94 nM CTD	187 nM CTD	187 nM CTD	187 nM CTD	187 nM CTD	375 nM CTD	375 nM CTD	375 nM CTD	375 nM CTD	750 nM CTD	750 nM CTD	750 nM CTD	750 nM CTD	1500 nM CTD	1500 nM CTD	1500 nM CTD	1500 nM CTD	3000 nM CTD	3000 nM CTD	3000 nM CTD	3000 nM CTD	Fit 0	Fit 47	Fit 94	Fit 187	Fit 375	Fit 750	Fit 1500	Fit 3000
44.814																													0.99946		1.0121	0.99075								
44.850																													0.99076		1.0056	0.99299								
44.886																													0.97800		0.97955	0.99841								
44.922																													1.0086		1.0042	1.0128								
44.958																													0.97137		0.99631	1.0045								
44.994																													0.97449		0.99293	1.0108								
45.031																													1.0078		0.99794	0.99595								
45.067																													0.99829		1.0167	1.0186								
45.103																													0.99967		1.0010	0.99816								
45.139																													0.99718		0.98783	1.0140								
45.175																													0.99985		0.99121	0.99996								
45.211																													0.98364		1.0067	0.99362								
45.247																													1.0071		1.0079	0.99261								
45.283																													0.99520		1.0081	1.0222								
45.319																													1.0070		1.0069	1.0133								
45.356																													1.0040		1.0048	1.0167								
45.392																													0.99712		1.0205	1.0159								
45.428																													0.99655		1.0207	0.99457								
45.464																													0.98223		0.98252	1.0088								
45.500																													0.97773		1.0005	1.0035								
45.536																													0.98040		1.0230	0.99573								
45.572																													0.99271		0.98499	1.0263								
45.608																													1.0096		1.0025	1.0059								
45.644																													0.99985		1.0001	1.0104								
45.681																													0.99724		0.98386	1.0240								
45.717																													0.98511		1.0157	0.99384								
45.753																													0.98379		0.99453	1.0035								
45.789																													1.0042		0.99985	1.0113								
45.825																													0.98172		1.0126	0.99911								
45.861																													0.99793		1.0144	0.99532								
45.897																													1.0134		1.0052	1.0078								
45.933																													1.0107		0.99309	1.0202								
45.969																													0.99655											
46.006																													0.98748											
46.042																													1.0075											
46.078																													1.0253											
46.114																													0.98367											
46.150																													0.99874											
46.186																													0.99370											
46.222																													0.99190											
46.258																													1.0073											
46.294																													0.99628											
46.331																													0.99562											
46.367																													1.0040											
46.403																													0.99115											
46.439																													0.99538											
46.475																													0.99721											
46.511																													1.0172											
46.547																													0.99619											
46.583																													0.99937											
46.619																													0.98779											
46.656																													0.99589											
46.692																													1.0046											
46.728																													1.0108											
46.764																													1.0128											
46.800																													0.97971											
46.836																													1.0122											
46.872																													1.0125											
46.908																													1.0116											
46.944																													1.0359											
46.981																													0.99199											
47.017																													1.0251											
47.053																													1.0003											
47.089																													0.98998											
47.125																													1.0027											
47.161																													0.98652											
47.197																													1.0048											
47.233																													1.0161											
47.269																													1.0097											
47.306																													1.0074											
47.342																													0.98490											
47.378																													0.99616											
47.414																													1.0158											
47.450																													1.0032											
47.486																													0.99862											
47.522																													1.0031											
47.558																													1.0128											
47.594																													1.0093											
47.631																													1.0265											
47.667																													1.0054											
47.703																													0.99982											
47.739																													0.98851											
47.775																													1.0182											
47.811																													0.99337											
47.847																													0.99625											
47.883																													1.0010											
47.919																													1.0045											
47.956																													1.0114											
47.992																													0.97818											
48.028																													1.0029											
48.064																													1.0165											
48.100																													1.0056											
48.136																													1.0002											
48.172																													1.0075											
48.208																													0.98481											
																																								
0.0000																																	0.0000	0.0000	0.0000	-2.2204e-16	0.0000	0.0000	0.0000	0.0000
0.24228																																	0.00093615	0.0015243	0.00074892	0.00077994	0.00082952	0.00098210	0.00066942	0.00034917
0.48455																																	0.0062591	0.0074669	0.0037680	0.0037828	0.0036993	0.0040240	0.0026310	0.0013748
0.72683																																	0.029597	0.022984	0.012113	0.011519	0.0099171	0.0094498	0.0058181	0.0030448
0.96911																																	0.11898	0.060053	0.033715	0.030099	0.022201	0.017835	0.010168	0.0053284
1.2114																																	0.35062	0.13970	0.085871	0.072223	0.045451	0.030021	0.015622	0.0081960
1.4537																																	0.64563	0.28072	0.19484	0.15795	0.087363	0.047122	0.022123	0.011619
1.6959																																	0.83938	0.46731	0.37008	0.30139	0.15730	0.070484	0.029619	0.015570
1.9382																																	0.93148	0.64694	0.56906	0.48275	0.26098	0.10156	0.038057	0.020021
2.1805																																	0.97120	0.78206	0.73322	0.65370	0.39215	0.14165	0.047388	0.024949
2.4228																																	0.98794	0.87016	0.84341	0.78256	0.53133	0.19156	0.057565	0.030326
2.6650																																	0.99495	0.92384	0.91019	0.86786	0.65719	0.25112	0.068540	0.036131
2.9073																																	0.99789	0.95560	0.94897	0.92086	0.75812	0.31892	0.080268	0.042339
3.1496																																	0.99912	0.97419	0.97110	0.95289	0.83299	0.39227	0.092705	0.048929
3.3919																																	0.99963	0.98501	0.98366	0.97203	0.88607	0.46771	0.10581	0.055879
3.6341																																	0.99985	0.99129	0.99076	0.98341	0.92277	0.54165	0.11953	0.063167
3.8764																																	0.99994	0.99495	0.99478	0.99017	0.94783	0.61110	0.13383	0.070775
4.1187																																	0.99997	0.99707	0.99705	0.99417	0.96481	0.67400	0.14866	0.078683
4.3610																																	0.99999	0.99830	0.99833	0.99655	0.97629	0.72934	0.16399	0.086872
4.6033																																	1.00000	0.99901	0.99906	0.99795	0.98403	0.77693	0.17977	0.095324
4.8455																																	1.00000	0.99943	0.99947	0.99879	0.98925	0.81715	0.19595	0.10402
5.0878																																	1.00000	0.99967	0.99970	0.99928	0.99276	0.85072	0.21250	0.11295
5.3301																																	1.00000	0.99981	0.99983	0.99957	0.99512	0.87848	0.22937	0.12209
5.5724																																	1.00000	0.99989	0.99990	0.99975	0.99672	0.90128	0.24653	0.13142
5.8146																																	1.00000	0.99993	0.99995	0.99985	0.99779	0.91992	0.26393	0.14094
6.0569																																	1.00000	0.99996	0.99997	0.99991	0.99851	0.93511	0.28153	0.15063
6.2992																																	1.00000	0.99998	0.99998	0.99995	0.99900	0.94746	0.29929	0.16047
6.5415																																	1.00000	0.99999	0.99999	0.99997	0.99933	0.95747	0.31717	0.17045
6.7837																																	1.00000	0.99999	0.99999	0.99998	0.99955	0.96560	0.33514	0.18055
7.0260																																	1.00000	1.00000	1.00000	0.99999	0.99969	0.97217	0.35315	0.19077
7.2683																																	1.00000	1.00000	1.00000	0.99999	0.99979	0.97750	0.37117	0.20109
7.5106																																	1.00000	1.00000	1.00000	1.00000	0.99986	0.98180	0.38916	0.21150
7.7528																																	1.00000	1.00000	1.00000	1.00000	0.99991	0.98529	0.40709	0.22200
7.9951																																	1.00000	1.00000	1.00000	1.00000	0.99994	0.98810	0.42494	0.23256
8.2374																																	1.00000	1.00000	1.00000	1.00000	0.99996	0.99038	0.44265	0.24317
8.4797																																	1.00000	1.00000	1.00000	1.00000	0.99997	0.99223	0.46021	0.25384
8.7219																																	1.00000	1.00000	1.00000	1.00000	0.99998	0.99372	0.47759	0.26454
8.9642																																	1.00000	1.00000	1.00000	1.00000	0.99999	0.99492	0.49477	0.27527
9.2065																																	1.00000	1.00000	1.00000	1.00000	0.99999	0.99589	0.51171	0.28603
9.4488																																	1.00000	1.00000	1.00000	1.00000	0.99999	0.99668	0.52839	0.29679
9.6911																																	1.00000	1.00000	1.00000	1.00000	1.00000	0.99732	0.54480	0.30756
9.9333																																	1.00000	1.00000	1.00000	1.00000	1.00000	0.99783	0.56092	0.31832
10.176																																	1.00000	1.00000	1.00000	1.00000	1.00000	0.99825	0.57672	0.32907
10.418																																	1.00000	1.00000	1.00000	1.00000	1.00000	0.99858	0.59220	0.33980
10.660																																	1.00000	1.00000	1.00000	1.00000	1.00000	0.99885	0.60734	0.35051
10.902																																	1.00000	1.00000	1.00000	1.00000	1.00000	0.99907	0.62213	0.36118
11.145																																	1.00000	1.00000	1.00000	1.00000	1.00000	0.99925	0.63656	0.37182
11.387																																	1.00000	1.00000	1.00000	1.00000	1.00000	0.99939	0.65062	0.38241
11.629																																	1.0000	1.00000	1.00000	1.00000	1.00000	0.99951	0.66430	0.39295
11.872																																	1.0000	1.00000	1.00000	1.00000	1.00000	0.99960	0.67761	0.40343
12.114																																	1.0000	1.00000	1.00000	1.00000	1.00000	0.99968	0.69054	0.41385
12.356																																	1.0000	1.00000	1.00000	1.00000	1.00000	0.99974	0.70308	0.42421
12.598																																	1.0000	1.00000	1.00000	1.00000	1.00000	0.99979	0.71524	0.43449
12.841																																	1.0000	1.00000	1.00000	1.00000	1.00000	0.99983	0.72701	0.44470
13.083																																	1.0000	1.00000	1.00000	1.00000	1.00000	0.99986	0.73840	0.45484
13.325																																	1.0000	1.00000	1.00000	1.00000	1.00000	0.99989	0.74941	0.46488
13.567																																	1.0000	1.00000	1.00000	1.00000	1.00000	0.99991	0.76005	0.47485
13.810																																	1.0000	1.00000	1.00000	1.00000	1.00000	0.99993	0.77032	0.48472
14.052																																	1.0000	1.00000	1.00000	1.00000	1.00000	0.99994	0.78022	0.49450
14.294																																	1.0000	1.00000	1.00000	1.00000	1.00000	0.99995	0.78977	0.50418
14.537																																	1.0000	1.00000	1.00000	1.00000	1.00000	0.99996	0.79896	0.51376
14.779																																	1.0000	1.00000	1.00000	1.00000	1.00000	0.99997	0.80781	0.52324
15.021																																	1.0000	1.00000	1.00000	1.00000	1.00000	0.99998	0.81631	0.53262
15.263																																	1.0000	1.00000	1.00000	1.00000	1.00000	0.99998	0.82449	0.54189
15.506																																	1.0000	1.00000	1.00000	1.00000	1.00000	0.99998	0.83235	0.55105
15.748																																	1.0000	1.00000	1.00000	1.00000	1.00000	0.99999	0.83990	0.56010
15.990																																	1.0000	1.00000	1.00000	1.00000	1.00000	0.99999	0.84714	0.56904
16.233																																	1.0000	1.00000	1.00000	1.00000	1.00000	0.99999	0.85408	0.57786
16.475																																	1.0000	1.00000	1.00000	1.00000	1.00000	0.99999	0.86074	0.58657
16.717																																	1.0000	1.00000	1.00000	1.00000	1.00000	0.99999	0.86712	0.59516
16.959																																	1.0000	1.00000	1.00000	1.00000	1.00000	1.00000	0.87324	0.60364
17.202																																	1.0000	1.00000	1.00000	1.00000	1.00000	1.00000	0.87909	0.61199
17.444																																	1.0000	1.00000	1.00000	1.00000	1.00000	1.00000	0.88470	0.62023
17.686																																	1.0000	1.00000	1.0000	1.00000	1.00000	1.00000	0.89006	0.62835
17.928																																	1.0000	1.00000	1.0000	1.00000	1.00000	1.00000	0.89519	0.63634
18.171																																	1.0000	1.00000	1.0000	1.00000	1.00000	1.00000	0.90009	0.64422
18.413																																	1.0000	1.0000	1.0000	1.00000	1.00000	1.00000	0.90478	0.65197
18.655																																	1.0000	1.0000	1.0000	1.00000	1.00000	1.00000	0.90926	0.65961
18.898																																	1.0000	1.0000	1.0000	1.00000	1.00000	1.00000	0.91354	0.66712
19.140																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.91762	0.67450
19.382																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.92153	0.68177
19.624																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.92525	0.68892
19.867																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.92881	0.69594
20.109																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.93220	0.70284
20.351																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.93544	0.70963
20.593																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.93853	0.71629
20.836																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.94147	0.72283
21.078																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.94428	0.72926
21.320																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.94695	0.73557
21.563																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.94951	0.74176
21.805																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.95194	0.74783
22.047																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.95426	0.75379
22.289																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.95646	0.75964
22.532																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.95857	0.76537
22.774																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.96057	0.77099
23.016																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.96248	0.77650
23.259																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.96430	0.78189
23.501																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.96603	0.78718
23.743																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.96768	0.79237
23.985																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.96925	0.79744
24.228																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.97075	0.80241
24.470																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.97217	0.80728
24.712																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.97352	0.81205
24.954																																	1.0000	1.0000	1.0000	1.0000	1.00000	1.00000	0.97481	0.81671
25.197																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.97604	0.82128
25.439																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.97721	0.82574
25.681																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.97832	0.83011
25.924																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.97938	0.83439
26.166																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.98038	0.83857
26.408																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.98134	0.84266
26.650																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.98225	0.84666
26.893																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.98312	0.85056
27.135																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.98395	0.85438
27.377																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.98473	0.85812
27.620																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.98548	0.86177
27.862																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.98619	0.86533
28.104																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.98687	0.86881
28.346																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.98751	0.87221
28.589																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.98812	0.87554
28.831																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.98870	0.87878
29.073																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.98926	0.88195
29.315																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.98978	0.88504
29.558																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99028	0.88806
29.800																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99076	0.89101
30.042																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99121	0.89388
30.285																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99164	0.89669
30.527																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99205	0.89943
30.769																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99244	0.90210
31.011																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99281	0.90470
31.254																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99317	0.90725
31.496																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99350	0.90973
31.738																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99382	0.91214
31.980																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99412	0.91450
32.223																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99441	0.91680
32.465																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99469	0.91904
32.707																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99495	0.92123
32.950																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99520	0.92336
33.192																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99543	0.92543
33.434																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99566	0.92746
33.676																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99587	0.92943
33.919																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99607	0.93135
34.161																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99627	0.93322
34.403																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99645	0.93505
34.646																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99662	0.93683
34.888																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99679	0.93856
35.130																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99695	0.94024
35.372																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99710	0.94188
35.615																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99724	0.94348
35.857																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99738	0.94504
36.099																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99750	0.94656
36.341																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99763	0.94804
36.584																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99774	0.94947
36.826																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99785	0.95087
37.068																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99796	0.95224
37.311																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99806	0.95356
37.553																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99816	0.95485
37.795																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99825	0.95611
38.037																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99833	0.95733
38.280																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99841	0.95853
38.522																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99849	0.95968
38.764																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99857	0.96081
39.006																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99864	0.96191
39.249																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99870	0.96298
39.491																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99877	0.96401
39.733																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99883	0.96503
39.976																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99889	0.96601
40.218																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99894	0.96696
40.460																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99899	0.96790
40.702																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99904	0.96880
40.945																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99909	0.96968
41.187																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99913	0.97054
41.429																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99918	0.97137
41.672																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99922	0.97218
41.914																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99926	0.97297
42.156																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99929	0.97373
42.398																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99933	0.97448
42.641																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99936	0.97520
42.883																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99939	0.97591
43.125																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99942	0.97659
43.367																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99945	0.97726
43.610																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99948	0.97790
43.852																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99950	0.97853
44.094																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99953	0.97914
44.337																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99955	0.97974
44.579																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99957	0.98032
44.821																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99959	0.98088
45.063																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99961	0.98142
45.306																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99963	0.98195
45.548																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.00000	0.99965	0.98247
45.790																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.99967	0.98297
46.033																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.99968	0.98346
46.275																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.99970	0.98393
46.517																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.99971	0.98439
46.759																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.99973	0.98484
47.002																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.99974	0.98528
47.244																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.99975	0.98570
47.486																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.99977	0.98611
47.728																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.99978	0.98651
47.971																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.99979	0.98690
48.213																																	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	0.99980	0.98727
