time/h	3 uM CTD	3 uM CTD	3 uM CTD	3 uM CTD	750 nM CTD	750 nM CTD	750 nM CTD	750 nM CTD	187 nM CTD	187 nM CTD	187 nM CTD	187 nM CTD	Ab42 alone	Ab42 alone	Ab42 alone	Ab42 alone
38.133	46836	45532	45543	46236	46625	47013	48229	48684	61455	64412	65032	65696	1.0074e+05	1.0236e+05	1.1174e+05	96212
38.169	46985	45960	45515	46776	46889	46871	47126	49127	60836	64673	64349	64793	1.0119e+05	1.0378e+05	1.1213e+05	95140
38.206	47400	46097	45795	46487	46657	46947	47173	49134	60615	64930	64379	64845	1.0212e+05	1.0216e+05	1.1236e+05	96288
38.242	47103	46180	46491	45862	46959	47267	47966	48358	60959	65279	64129	64926	1.0177e+05	1.0291e+05	1.1139e+05	95789
38.278	46474	45788	45485	46198	46427	47168	47501	48459	61011	64854	64722	64780	1.0105e+05	1.0205e+05	1.1188e+05	95473
38.314	46824	45331	45868	46147	46869	47192	47527	48738	61030	64460	64744	64368	1.0218e+05	1.0275e+05	1.1255e+05	95997
38.350	47658	45671	45875	45246	47197	46816	47511	48455	61385	64409	65742	64297	1.0209e+05	1.0206e+05	1.1076e+05	95395
38.386	46839	46147	45857	46348	46888	46830	47746	48901	61495	65438	64519	64387	1.0261e+05	1.0355e+05	1.1147e+05	95015
38.422	46898	46115	45866	45874	46842	46788	47904	48793	60983	64534	64006	65681	1.0158e+05	1.0324e+05	1.1143e+05	95310
38.458	47328	46054	45507	46085	46801	46773	47570	48519	60649	64415	65269	64002	1.0130e+05	1.0249e+05	1.1214e+05	95582
38.494	46906	46307	46371	45975	46692	47083	47855	48306	61522	64761	63912	64893	1.0064e+05	1.0363e+05	1.1116e+05	95208
38.531	47722	46781	45592	46060	46957	46888	47957	48605	60392	64710	64356	65111	1.0115e+05	1.0292e+05	1.1194e+05	96011
38.567	47273	46624	46043	46047	46830	46844	47988	48992	60787	63698	64987	64631	1.0156e+05	1.0258e+05	1.1239e+05	95840
38.603	47846	46545	46104	45782	46671	46882	47846	48548	60726	65271	64903	64616	1.0157e+05	1.0339e+05	1.1146e+05	95212
38.639	46926	45825	45489	45997	46568	46947	47989	49107	61350	63973	63914	64833	1.0092e+05	1.0253e+05	1.1090e+05	95132
38.675	47081	46230	46291	46799	46902	46814	47390	48719	61214	65582	64371	64633	1.0173e+05	1.0350e+05	1.1084e+05	95633
38.711	47168	46347	45818	46076	47097	47213	47139	49099	60938	64984	64588	64767	1.0175e+05	1.0339e+05	1.1132e+05	95625
38.747	46422	46045	45984	46091	46626	46985	48370	48658	61736	65634	64372	65215	1.0158e+05	1.0307e+05	1.1062e+05	95758
38.783	46812	46394	46373	46081	47777	47285	47731	48671	61454	65089	64321	65140	1.0119e+05	1.0286e+05	1.1206e+05	95803
38.819	47403	45383	45468	45762	46923	47702	48170	48185	61375	64304	64678	65742	1.0215e+05	1.0222e+05	1.1121e+05	95863
38.856	47284	46081	46199	46050	47040	46421	47569	48602	61020	64792	64335	64942	1.0213e+05	1.0305e+05	1.1164e+05	94928
38.892	47263	46209	45228	45624	46743	47437	47326	48956	61862	64848	64363	64457	1.0142e+05	1.0265e+05	1.1162e+05	96322
38.928	47245	46077	46266	46142	47251	46652	47765	48299	60911	65451	64136	64921	1.0133e+05	1.0239e+05	1.1098e+05	95170
38.964	47671	45879	46130	46602	47399	46506	47602	48348	60797	64414	64088	65847	1.0100e+05	1.0265e+05	1.1083e+05	95252
39.000	47737	45822	45782	45573	46029	46709	47761	48694	61153	64640	64643	65714	1.0217e+05	1.0333e+05	1.1081e+05	96317
39.036	47391	45665	45271	45805	46880	47006	48055	48363	61423	64107	63996	63589	1.0150e+05	1.0336e+05	1.1029e+05	95814
39.072	47896	46080	46230	46424	46544	47006	47939	48555	61536	64758	64384	65190	1.0233e+05	1.0274e+05	1.1108e+05	95488
39.108	47510	45760	45844	45940	46706	46783	48552	48507	60853	64539	64183	64922	1.0199e+05	1.0290e+05	1.1227e+05	96583
39.144	47226	46205	45242	46074	47088	46828	47156	49302	60526	64460	64337	65315	1.0132e+05	1.0255e+05	1.1200e+05	95428
39.181	47455	45888	45852	46110	47522	47156	47951	48690	61781	64691	64409	64301	1.0138e+05	1.0263e+05	1.1168e+05	96226
39.217	47452	46433	46178	46238	46535	46891	47412	48831	60951	65001	65080	65020	1.0118e+05	1.0336e+05	1.1104e+05	95523
39.253	47442	46126	45936	46073	46147	46888	47409	48514	60872	64051	64704	64505	1.0289e+05	1.0233e+05	1.0998e+05	96290
39.289	47050	45780	45847	46280	46592	47015	47854	49131	61087	64716	64677	64781	1.0204e+05	1.0344e+05	1.1138e+05	96440
39.325	47152	46315	45154	45832	46998	47157	47630	48929	61165	65051	64689	65058	1.0202e+05	1.0283e+05	1.1130e+05	95417
39.361	47219	46406	45853	46032	46233	47317	48104	48695	61031	65024	64831	64570	1.0130e+05	1.0311e+05	1.1060e+05	96069
39.397	47849	46248	46291	46358	46726	46513	47703	48586	61358	63964	64717	65139	1.0223e+05	1.0186e+05	1.1019e+05	95436
39.433	47123	46362	46328	45605	46585	46953	48346	48693	61189	65228	64805	64359	1.0104e+05	1.0378e+05	1.1251e+05	95363
39.469	46915	46292	46012	45519	46585	47067	47676	48360	61843	65279	64422	64812	1.0105e+05	1.0301e+05	1.1115e+05	95776
39.506	47488	46192	45849	45311	46392	46964	47279	48031	61558	65587	65209	64753	1.0113e+05	1.0323e+05	1.1258e+05	95769
39.542	47338	47086	45520	46059	46209	46388	47626	48555	61102	64579	64615	64769	1.0098e+05	1.0155e+05	1.1095e+05	95534
39.578	47343	46586	46079	45626	46720	46499	47611	48418	61655	65159	64478	64322	1.0152e+05	1.0279e+05	1.1116e+05	95557
39.614	47526	46393	45878	46566	46790	47382	47288	48764	61233	64625	64672	65884	1.0141e+05	1.0209e+05	1.1234e+05	96290
39.650	47048	45999	45290	45877	46581	47109	47197	48880	61527	64777	64831	64912	1.0143e+05	1.0308e+05	1.1165e+05	96195
39.686	47217	45940	46077	46013	46267	46900	47106	48589	61370	64513	64133	63543	1.0263e+05	1.0340e+05	1.1184e+05	95877
39.722	47946	46136	45916	45655	47003	47197	47952	48780	61595	64506	65692	64431	1.0227e+05	1.0198e+05	1.1113e+05	95687
39.758	47239	45829	46207	45776	47006	47454	47879	48374	61514	64471	64228	64204	1.0221e+05	1.0212e+05	1.1066e+05	96683
39.794	47623	46042	46198	45698	46740	46909	48249	48890	61645	64306	65192	64702	1.0244e+05	1.0375e+05	1.1050e+05	94759
39.831	48072	46286	46215	45780	47029	46881	47811	48846	61029	64406	64235	65189	1.0134e+05	1.0289e+05	1.1163e+05	95256
39.867	46857	46483	45858	46158	46684	46885	48178	48742	61344	64702	65279	64698	1.0109e+05	1.0375e+05	1.1047e+05	97086
39.903	47737	45343	46294	45918	47553	46861	47809	48247	61144	65235	64765	64881	1.0172e+05	1.0363e+05	1.1101e+05	95669
39.939	47155	46285	46687	46001	47082	46661	48335	48415	60673	63904	64801	64567	1.0150e+05	1.0358e+05	1.1099e+05	96190
39.975	47146	45383	45896	46114	46557	46860	47294	48247	60882	64213	64414	63771	1.0159e+05	1.0346e+05	1.1112e+05	95444
40.011	47583	45820	46355	45573	46428	46991	47439	49333	61500	64491	65447	64876	1.0265e+05	1.0333e+05	1.1153e+05	95222
40.047	47114	46131	45865	46311	46686	47265	48050	48888	61831	64839	65134	65245	1.0222e+05	1.0325e+05	1.1019e+05	94286
40.083	47668	46648	46372	46496	46740	47378	47617	49461	60745	65488	65724	64118	1.0251e+05	1.0352e+05	1.1070e+05	95254
40.119	47939	45853	45858	46200	46991	47180	47862	49486	61914	64498	65071	64767	1.0170e+05	1.0292e+05	1.1121e+05	95519
40.156	46930	46383	45459	45657	46323	47219	47565	48173	61421	64342	65792	64563	1.0250e+05	1.0332e+05	1.1157e+05	95700
40.192	47847	45305	45918	46218	46524	46751	47165	48776	61903	64724	65045	64633	1.0127e+05	1.0337e+05	1.1022e+05	95789
40.228	47802	45898	46381	45856	46428	46409	47634	48906	61720	65054	64946	65017	1.0200e+05	1.0385e+05	1.1114e+05	95704
40.264	47334	46360	46030	45957	46799	46476	48217	48580	61376	65421	64619	64942	1.0222e+05	1.0272e+05	1.1106e+05	95014
40.300	47444	45972	45738	46167	46250	45894	47659	48557	61588	64194	65412	64853	1.0204e+05	1.0270e+05	1.1140e+05	94823
40.336	46913	45505	45815	45815	47010	47010	47528	49319	61778	64426	64661	64197	1.0229e+05	1.0410e+05	1.1212e+05	95060
40.372	47396	46541	46315	45330	46807	46842	47567	48463	61785	64743	64883	64842	1.0197e+05	1.0151e+05	1.1059e+05	95841
40.408	47989	46394	45528	45517	46392	47057	47094	49085	61488	65868	64872	65230	1.0129e+05	1.0285e+05	1.1085e+05	94602
40.444	47345	46006	46662	45659	46843	47061	47548	48515	61305	64445	64602	64795	1.0260e+05	1.0361e+05	1.1004e+05	95335
40.481	47566	46455	46371	45632	47047	47304	47379	48162	60973	63977	64496	64015	1.0191e+05	1.0278e+05	1.1257e+05	95444
40.517	47747	46514	46149	45840	46899	47010	48158	48512	61312	64906	65231	64570	1.0114e+05	1.0213e+05	1.1240e+05	95300
40.553	47705	46313	45836	46000	46899	46270	47799	48888	61393	64364	64379	64553	1.0264e+05	1.0303e+05	1.1198e+05	95173
40.589	47393	45943	46379	45922	46459	46914	47896	48591	60781	64735	64636	65000	1.0248e+05	1.0336e+05	1.1196e+05	95915
40.625	48151	45999	46494	46214	46922	47053	47404	48328	61239	64248	64674	64017	1.0235e+05	1.0378e+05	1.1231e+05	95435
40.661	48136	46400	46052	46143	47444	46348	46990	48811	61337	65036	65081	64806	1.0261e+05	1.0372e+05	1.1119e+05	94232
40.697	48030	46210	46023	46353	46616	47679	47544	48693	61301	65020	65126	65047	1.0139e+05	1.0338e+05	1.1085e+05	94679
40.733	47725	46127	46088	45643	47080	46946	47842	48682	62199	64717	64464	64555	1.0174e+05	1.0224e+05	1.1060e+05	94942
40.769	47352	45837	47051	46169	47217	46676	47588	48934	61442	64705	65341	64541	1.0235e+05	1.0327e+05	1.1070e+05	96277
40.806	47733	46155	46033	45563	46341	46927	47908	48742	61452	64507	64807	65068	1.0208e+05	1.0220e+05	1.1037e+05	94018
40.842	47211	46758	46260	46202	46843	46619	47354	48290	61672	64792	64338	65886	1.0182e+05	1.0330e+05	1.1130e+05	94896
40.878	47897	46719	46080	46116	46835	47371	47634	48491	60941	64837	64309	64473	1.0202e+05	1.0314e+05	1.1120e+05	94860
40.914	47821	46336	46113	46071	46587	46673	48080	48390	60994	64574	65001	65570	1.0198e+05	1.0359e+05	1.1169e+05	95180
40.950	46882	45454	46440	45852	46177	46578	47397	49107	61251	64368	64203	65157	1.0239e+05	1.0460e+05	1.1065e+05	95070
40.986	47217	45722	46134	45557	46755	46273	47691	48985	61488	64573	64952	63996	1.0107e+05	1.0339e+05	1.1103e+05	94519
41.022	47641	45740	46672	46279	46952	46893	47465	48680	61293	64695	64267	65159	1.0221e+05	1.0356e+05	1.1008e+05	94443
41.058	47100	46269	46401	46000	46272	46977	47835	48724	61708	64508	65019	64880	1.0211e+05	1.0402e+05	1.1006e+05	95152
41.094	48040	45998	46534	46775	46870	46687	47619	48733	60989	63960	65485	64849	1.0157e+05	1.0273e+05	1.1088e+05	95804
41.131	47654	46204	46017	45900	47295	47154	47682	49484	62572	64828	64768	64957	1.0229e+05	1.0330e+05	1.1160e+05	95116
41.167	47468	46328	46140	45145	46733	47179	47067	48679	61626	64263	65193	65245	1.0192e+05	1.0404e+05	1.1145e+05	95655
41.203	47767	46805	45936	45678	46547	46935	47938	48823	61194	65156	64146	65072	1.0249e+05	1.0394e+05	1.1148e+05	95044
41.239	48079	46087	46232	46323	46698	47231	47669	48156	61546	64618	64789	64876	1.0142e+05	1.0260e+05	1.1205e+05	94589
41.275	47994	45761	46641	45963	46984	46760	47805	49142	61704	64514	64689	64705	1.0232e+05	1.0264e+05	1.1153e+05	95377
41.311	47694	45943	46903	45524	46808	47284	47489	48198	61523	65200	65099	63946	1.0265e+05	1.0260e+05	1.1145e+05	94749
41.347	47513	46083	46267	45755	46827	47103	48243	48933	61464	64735	65306	64281	1.0198e+05	1.0306e+05	1.1142e+05	94507
41.383	47496	46457	46603	45946	47409	46854	47424	48557	62399	64541	64557	64660	1.0213e+05	1.0446e+05	1.1032e+05	95543
41.419	47660	45954	46281	46252	46277	46468	47740	48476	61569	64989	65401	64262	1.0221e+05	1.0244e+05	1.1165e+05	94958
41.456	47814	46388	46884	46240	46971	47225	47645	49158	61530	65029	65481	64786	1.0158e+05	1.0327e+05	1.1078e+05	95112
41.492	47812	46201	46488	45952	47093	46692	47705	48043	61929	64066	64932	64320	1.0067e+05	1.0421e+05	1.1145e+05	94699
41.528	47814	45942	46515	45430	47326	46526	47322	48249	61575	64874	64598	65364	1.0229e+05	1.0439e+05	1.1168e+05	95245
41.564	47845	45608	46176	46022	46869	47372	47556	49191	61395	64781	64720	64600	1.0223e+05	1.0380e+05	1.1055e+05	95045
41.600	47310	46162	45957	46150	46048	47024	47553	48124	61623	64172	64314	65389	1.0114e+05	1.0343e+05	1.1114e+05	95638
41.636	47342	47005	46114	46248	46650	47173	48186	48449	61807	65461	64488	65059	1.0189e+05	1.0268e+05	1.0999e+05	94835
41.672	47953	46463	46183	46251	46462	46433	47171	48657	61924	64505	64839	65346	1.0165e+05	1.0289e+05	1.1122e+05	94499
41.708	47528	47006	46556	46121	46520	46864	47718	49617	61322	64501	65278	65362	1.0172e+05	1.0334e+05	1.1003e+05	94210
41.744	47800	46024	46574	46270	45972	47157	47897	49175	61342	64800	64916	64635	1.0218e+05	1.0342e+05	1.1017e+05	95444
41.781	47401	45954	46960	46086	46753	47382	47499	47954	61671	64262	64519	64064	1.0171e+05	1.0300e+05	1.1110e+05	94760
41.817	47963	45997	45797	46649	46639	46342	48734	48284	61709	64467	64978	64122	1.0295e+05	1.0357e+05	1.1040e+05	95201
41.853	47588	46622	46532	46070	46771	46658	47073	47937	61569	64667	65374	65362	1.0180e+05	1.0324e+05	1.1066e+05	94925
41.889	47775	46602	46531	45352	47099	47054	47546	49050	60935	64660	65325	64526	1.0221e+05	1.0330e+05	1.1100e+05	93888
41.925	47592	46723	46462	45895	47206	46826	47478	48417	61648	64529	65771	65414	1.0294e+05	1.0302e+05	1.1034e+05	93760
41.961	48393	45845	46234	46585	46246	45821	48029	48649	61725	64538	64667	65127	1.0219e+05	1.0316e+05	1.1138e+05	95019
41.997	47841	46441	46031	46446	47146	46562	47709	48434	62044	64190	64592	64588	1.0221e+05	1.0354e+05	1.1092e+05	94898
42.033	47161	46570	46186	45487	46509	46219	47835	48859	61826	65365	65132	63993	1.0222e+05	1.0299e+05	1.1177e+05	94288
42.069	47654	46820	46158	46420	45870	47062	47212	47810	62013	64560	65539	65194	1.0201e+05	1.0293e+05	1.0993e+05	95438
42.106	47708	46257	46589	46057	46656	46664	47682	48376	61132	64635	64969	65695	1.0278e+05	1.0302e+05	1.1084e+05	94707
42.142	47897	45855	46150	46074	46422	47132	48221	49350	60846	64589	65014	64652	1.0210e+05	1.0380e+05	1.1045e+05	94371
42.178	48217	45998	46990	46029	46832	47172	47803	48950	61205	64952	64703	65124	1.0322e+05	1.0332e+05	1.1035e+05	94431
42.214	47212	46212	45928	46218	46905	46561	47209	48452	61503	64901	65638	64775	1.0192e+05	1.0473e+05	1.1141e+05	94784
42.250	47431	45878	46919	46442	47124	47410	47828	48929	61782	65384	64884	64898	1.0223e+05	1.0347e+05	1.1092e+05	94619
42.286	47875	46434	46510	46558	46826	47156	47820	48880	61804	64333	64142	65187	1.0247e+05	1.0424e+05	1.1227e+05	94734
42.322	47723	46454	46101	46198	46785	46748	47361	48845	61902	64377	65216	64959	1.0137e+05	1.0383e+05	1.1145e+05	94168
42.358	47968	46648	46543	46411	46967	46685	47335	48730	61483	64887	65427	65077	1.0155e+05	1.0421e+05	1.1074e+05	95478
42.394	47610	46424	46685	45705	46305	46613	48338	48915	61537	65103	64317	64861	1.0240e+05	1.0362e+05	1.1102e+05	95502
42.431	47841	46366	46496	45951	46576	46267	47716	48405	62129	65035	64862	65106	1.0211e+05	1.0402e+05	1.1072e+05	94683
42.467	47701	46408	46051	45988	46481	46865	47329	48714	62144	65883	64720	64402	1.0168e+05	1.0346e+05	1.1072e+05	94872
42.503	47977	46346	47239	46008	47149	46266	47847	49119	61928	65191	65324	65397	1.0098e+05	1.0328e+05	1.1077e+05	94611
42.539	47708	46157	46316	46606	46565	46990	47630	48543	61562	64654	65155	65380	1.0202e+05	1.0339e+05	1.1078e+05	95110
42.575	48250	46550	46703	45946	46858	46856	47554	48607	61425	64268	64059	64712	1.0184e+05	1.0281e+05	1.1065e+05	96076
42.611	47751	46360	46483	45788	46653	46942	47412	48645	61834	65742	65102	64661	1.0255e+05	1.0305e+05	1.1097e+05	96120
42.647	47069	46237	46732	45523	46130	46807	47832	48345	61157	64609	65194	65096	1.0140e+05	1.0375e+05	1.1144e+05	94391
42.683	47427	46263	45702	45954	46554	46762	47843	49251	61382	65371	64736	64584	1.0221e+05	1.0438e+05	1.1106e+05	94074
42.719	47595	46414	46045	46164	46621	46428	47468	48701	62092	65612	65491	65301	1.0186e+05	1.0410e+05	1.1228e+05	95222
42.756	48025	46792	46089	45965	46836	47495	47546	48561	62067	64845	65352	65125	1.0238e+05	1.0259e+05	1.1155e+05	95174
42.792	48174	46422	46131	45555	46111	46962	48120	48029	61662	65021	65184	64340	1.0122e+05	1.0219e+05	1.1092e+05	95293
42.828	47767	46831	46397	45871	46874	47027	47820	48263	61939	65233	64398	65798	1.0220e+05	1.0361e+05	1.1053e+05	94336
42.864	48216	46447	46426	46039	46771	46876	47685	48459	61577	65159	65212	65155	1.0214e+05	1.0329e+05	1.1082e+05	95205
42.900	48176	46803	46776	46444	46268	47041	47797	48517	62272	64706	65710	64494	1.0215e+05	1.0325e+05	1.1079e+05	95638
42.936	47584	45610	46464	46420	46892	46750	47577	48002	62321	65829	65205	65079	1.0160e+05	1.0365e+05	1.1110e+05	94576
42.972	47359	46469	46255	46661	46418	46502	47492	48380	62249	65346	64978	64173	1.0219e+05	1.0424e+05	1.1058e+05	95008
43.008	47304	46251	46582	45453	46468	47036	47851	49068	61499	64836	64905	64807	1.0178e+05	1.0314e+05	1.1072e+05	94284
43.044	47823	46875	46722	46236	46306	47185	47848	48706	61619	65767	66111	65322	1.0215e+05	1.0326e+05	1.1087e+05	94465
43.081	46985	46048	46733	46049	46373	46568	47815	47883	61523	64988	65034	64742	1.0191e+05	1.0311e+05	1.1195e+05	94867
43.117	47355	46745	46133	45487	46888	46283	47815	47818	61480	64796	63982	65565	1.0185e+05	1.0404e+05	1.1095e+05	94473
43.153	47549	46083	46805	46028	46751	46863	48081	48516	61083	64170	64417	64473	1.0156e+05	1.0397e+05	1.0988e+05	94165
43.189	48164	46254	46843	45972	46299	46524	47624	48556	61614	65352	64516	65733	1.0207e+05	1.0431e+05	1.1016e+05	94134
43.225	47354	45636	46429	46295	46576	46979	47827	48224	61443	65390	64974	65071	1.0183e+05	1.0371e+05	1.1115e+05	94783
43.261	47927	46338	46911	46011	46478	47262	46905	49204	61722	65097	65468	64540	1.0216e+05	1.0357e+05	1.1125e+05	95146
43.297	47219	46769	46356	46406	45764	46996	47171	48328	61841	64509	64520	65501	1.0229e+05	1.0407e+05	1.1159e+05	93875
43.333	48320	46796	46432	46092	46655	46724	47656	48957	61631	65274	65143	65094	1.0143e+05	1.0429e+05	1.1177e+05	94556
43.369	47717	46430	46408	46672	47323	46578	46796	48493	61993	65010	64460	65579	1.0196e+05	1.0234e+05	1.1131e+05	94143
43.406	47687	46798	47073	46013	46827	47210	47339	48471	61798	66069	64356	64797	1.0206e+05	1.0333e+05	1.1219e+05	94771
43.442	47682	46591	46215	46279	46312	46561	47084	48893	61174	64773	64652	65626	1.0184e+05	1.0317e+05	1.1173e+05	94215
43.478	47941	46620	46958	46408	46545	47311	46624	48418	61456	65251	65074	65244	1.0117e+05	1.0434e+05	1.1070e+05	94943
43.514	47957	46777	46554	45818	47192	47355	47220	48877	61609	65539	64451	64830	1.0320e+05	1.0458e+05	1.1137e+05	95298
43.550	48426	47349	46115	45751	46728	46813	46923	48593	62158	65097	64867	65368	1.0142e+05	1.0340e+05	1.1088e+05	94849
43.586	47891	46031	46940	45793	47074	46096	47657	48730	62043	65598	64737	64922	1.0249e+05	1.0351e+05	1.1022e+05	94557
43.622	48398	46562	46786	46047	46487	46574	47457	48748	61736	65352	65276	64431	1.0208e+05	1.0334e+05	1.1117e+05	95410
43.658	48220	46482	45755	46576	46145	46482	48103	48773	61788	64862	64355	64836	1.0160e+05	1.0336e+05	1.1202e+05	94883
43.694	48196	46036	46830	45951	47298	47196	47324	48373	61764	65061	64496	64629	1.0261e+05	1.0344e+05	1.0946e+05	94641
43.731	47423	45979	47241	46593	46364	46540	47294	49044	61170	65437	65118	65040	1.0222e+05	1.0360e+05	1.1066e+05	94758
43.767	48119	46228	46788	45701	46278	45999	47461	48657	61202	64708	65176	64507	1.0194e+05	1.0482e+05	1.1099e+05	94750
43.803	48063	46791	46647	46323	47303	47014	47081	48793	61833	64910	65085	65074	1.0225e+05	1.0354e+05	1.1078e+05	94095
43.839	48613	46425	46923	45809	46871	46987	47440	49083	61151	64732	65008	64362	1.0346e+05	1.0216e+05	1.1155e+05	94486
43.875	47600	46270	46439	46178	46920	46827	47431	49167	62060	65110	65335	64682	1.0271e+05	1.0411e+05	1.1123e+05	94947
43.911	47889	46423	47098	46556	46947	46487	47889	47990	61406	65040	65014	64510	1.0188e+05	1.0258e+05	1.1061e+05	94728
43.947	47345	46605	46637	46194	46520	46940	47286	48587	61366	65477	65619	65021	1.0216e+05	1.0353e+05	1.1098e+05	95168
43.983	47648	45987	46796	45902	46141	46415	47894	49043	60947	64959	65462	64628	1.0251e+05	1.0324e+05	1.1162e+05	94044
44.019	47923	45714	46637	46955	46579	47165	47355	49097	61451	64977	65924	64642	1.0301e+05	1.0346e+05	1.1169e+05	94388
44.056	48000	46430	46155	46561	46184	47199	47193	48328	61427	65247	65318	65301	1.0153e+05	1.0333e+05	1.1205e+05	95215
44.092	47885	46152	46549	46069	46244	46936	46904	48305	61440	65404	65206	64224	1.0230e+05	1.0246e+05	1.1117e+05	94640
44.128	48113	46416	46665	46159	46899	47347	46816	48549	61438	65385	65359	64995	1.0177e+05	1.0367e+05	1.1191e+05	94488
44.164	48021	46667	46498	46624	46517	47396	47802	48701	61337	65447	65193	64817	1.0255e+05	1.0262e+05	1.1067e+05	94976
44.200	47513	46662	46033	46229	46787	47002	47604	48867	61288	65590	65028	64473	1.0187e+05	1.0415e+05	1.1077e+05	94700
44.236	48049	46473	47211	46349	46971	46739	47761	48853	61313	65257	65124	65910	1.0245e+05	1.0376e+05	1.1108e+05	94664
44.272	48093	46667	47123	46140	47145	47121	47502	49105	61635	64465	64738	65218	1.0292e+05	1.0407e+05	1.0981e+05	94974
44.308	48493	45941	46716	46013	45965	46761	47059	48064	61162	65450	64736	64571	1.0241e+05	1.0308e+05	1.1222e+05	96616
44.344	47413	46093	46546	46260	46839	47221	47809	48896	61350	65051	65444	64809	1.0218e+05	1.0422e+05	1.1165e+05	95220
44.381	47924	45818	46711	46597	46458	46430	47880	48790	61305	65627	64352	65554	1.0118e+05	1.0378e+05	1.0967e+05	94308
44.417	47585	45323	46552	46592	46710	46938	47833	48947	61833	65284	64994	64949	1.0248e+05	1.0358e+05	1.1082e+05	95605
44.453	47792	46318	46831	46702	46858	46542	47155	48205	62473	65830	65092	64962	1.0322e+05	1.0357e+05	1.1150e+05	94811
44.489	47732	46230	46605	45744	46864	46599	47877	48716	61094	65614	65647	63708	1.0194e+05	1.0362e+05	1.1122e+05	95333
44.525	47966	46565	46868	46278	46443	47532	47955	49027	61770	65610	65744	65359	1.0242e+05	1.0375e+05	1.1132e+05	94747
44.561	47377	46544	46684	46667	46343	47293	47830	48697	60609	65043	66180	64843	1.0210e+05	1.0366e+05	1.1123e+05	94630
44.597	48401	45960	45812	46255	46824	47350	47153	48461	61255	65037	65432	64981	1.0223e+05	1.0384e+05	1.1167e+05	95316
44.633	48408	46490	46871	46123	46888	47187	47408	48546	61479	65394	65866	64847	1.0178e+05	1.0365e+05	1.1045e+05	94953
44.669	48516	46730	46737	46065	46547	46869	47301	49083	61427	65872	64672	65197	1.0284e+05	1.0336e+05	1.1120e+05	93892
44.706	48223	46661	47097	46358	46697	46626	47852	48141	61317	65195	64900	64589	1.0143e+05	1.0279e+05	1.1131e+05	96080
44.742	47737	45693	47080	45836	47771	46987	47085	48688	61846	65732	65216	65308	1.0248e+05	1.0237e+05	1.1100e+05	95726
44.778	48272	46092	47079	46366	47149	47588	47541	48926	61391	65355	65035	64992	1.0239e+05	1.0386e+05	1.1229e+05	94691
44.814	48082	46960	47021	45951	46286	47091	47724	49124	61177	65818	65210	65406	1.0223e+05	1.0192e+05	1.1132e+05	94435
44.850	47792	46031	46813	46022	46174	47363	47543	48359	61350	65228	65627	64610	1.0266e+05	1.0405e+05	1.1089e+05	95367
44.886	47367	46985	45980	46194	46807	47273	47614	49229	62037	65192	65228	64973	1.0204e+05	1.0417e+05	1.1034e+05	94691
44.922	48388	46309	46768	46649	47029	47039	47295	49096	61518	65583	64970	65519	1.0250e+05	1.0322e+05	1.1233e+05	95309
44.958	47146	46649	46516	46388	47165	46959	47442	49257	61398	65655	65082	64950	1.0276e+05	1.0339e+05	1.1144e+05	95428
44.994	47250	46736	46408	46586	46599	46142	47536	48550	61119	66211	65110	64650	1.0261e+05	1.0385e+05	1.1120e+05	94709
45.031	48361	46008	46568	46116	46363	46514	47645	48788	61367	64651	65287	65066	1.0266e+05	1.0452e+05	1.1055e+05	94932
45.067	48043	46599	47168	46834	46907	46938	47369	48214	62679	65747	66006	65073	1.0272e+05	1.0381e+05	1.1185e+05	96401
45.103	48089	46789	46665	46186	46807	47314	46846	48741	61513	65133	64529	65279	1.0215e+05	1.0395e+05	1.1181e+05	94532
45.139	48006	47065	46245	46689	47118	46737	47758	48222	61635	64754	65064	66286	1.0234e+05	1.0400e+05	1.1207e+05	95361
45.175	48095	46799	46353	46243	46224	46887	46940	48854	61534	65406	65553	65852	1.0214e+05	1.0380e+05	1.0996e+05	95263
45.211	47555	46214	46848	46042	46895	45969	47281	48659	60978	65090	65194	64540	1.0274e+05	1.0408e+05	1.1097e+05	94761
45.247	48338	46742	46887	46010	47149	46180	47755	49221	61933	64758	65293	65548	1.0357e+05	1.0353e+05	1.0990e+05	95716
45.283	47940	46268	46894	46949	46366	47242	47262	49054	61520	64877	64453	65053	1.0271e+05	1.0404e+05	1.1073e+05	94898
45.319	48332	46617	46854	46666	46577	46627	47084	48945	61873	65112	65654	65258	1.0303e+05	1.0379e+05	1.1174e+05	94397
45.356	48235	46102	46787	46774	46661	46419	47399	48879	60682	64681	65399	65103	1.0218e+05	1.0372e+05	1.1162e+05	94976
45.392	48004	46669	47289	46748	46476	46953	47875	48704	61623	65079	65549	64699	1.0270e+05	1.0314e+05	1.1130e+05	94852
45.428	47985	46538	47296	46072	46380	46589	47446	49229	61960	65958	64741	65916	1.0262e+05	1.0403e+05	1.1035e+05	94461
45.464	47508	47000	46075	46524	46080	47035	46932	48798	61210	64430	64970	65705	1.0230e+05	1.0388e+05	1.1261e+05	94724
45.500	47358	46240	46651	46355	46905	46915	46571	48534	61631	65567	65296	66497	1.0347e+05	1.0399e+05	1.1196e+05	94821
45.536	47447	46341	47368	46109	46125	46919	47375	49112	61500	65258	65339	65221	1.0231e+05	1.0444e+05	1.1026e+05	93921
