time/h	3 uM CTD	3 uM CTD	3 uM CTD	3 uM CTD	750 nM CTD	750 nM CTD	750 nM CTD	750 nM CTD	187 nM CTD	187 nM CTD	187 nM CTD	187 nM CTD	Ab42 alone	Ab42 alone	Ab42 alone	Ab42 alone
9.2806	23617	24067	23017	25959	46862	45769	46353	47665	54910	59250	59613	58779	90915	90962	1.0181e+05	90113
9.3167	23071	24203	22875	26056	47541	45856	47243	47672	55138	59217	58136	58625	90527	90934	1.0140e+05	88851
9.3528	23194	24485	22901	25785	46830	46354	46865	47038	55413	59169	58921	58312	91243	91126	1.0208e+05	90496
9.3889	23244	24518	22915	25708	47060	45806	46502	47409	55291	58849	58679	58569	91061	91407	1.0175e+05	90598
9.4250	23209	24090	22733	25735	47352	46068	47471	47280	55526	58999	58110	58238	90315	91583	1.0223e+05	89996
9.4611	23280	24146	23574	26155	47140	46635	46627	47695	55358	59347	58760	58681	90359	91526	1.0193e+05	90064
9.4972	23463	24423	22655	25783	47368	46375	47298	47928	54990	58065	59007	59168	90504	90807	1.0228e+05	90251
9.5333	23175	24545	23396	26023	46779	46524	46857	48090	55535	59447	58536	58986	90912	91486	1.0159e+05	90733
9.5694	23762	24567	22942	25627	46994	45921	46507	47307	55229	59115	58848	58942	91519	91768	1.0151e+05	89710
9.6056	23848	24689	23111	26164	46831	46284	46612	46296	55044	58691	58075	59129	91180	91113	1.0232e+05	90333
9.6417	23557	24734	23291	25839	47320	46078	46419	47561	55358	58644	58494	58544	90617	91699	1.0275e+05	89326
9.6778	23821	25297	23330	26370	46970	46024	47123	47405	55800	59023	58336	59046	91073	90066	1.0235e+05	89735
9.7139	23757	25007	23775	26510	47440	46021	47178	47410	55443	58021	58622	59213	90343	91762	1.0174e+05	89329
9.7500	23257	24836	23240	25916	47273	45858	46658	47188	55728	59002	58233	57909	90430	91319	1.0133e+05	89820
9.7861	23562	24759	22974	26306	46860	46637	47209	47057	56152	58215	58224	59354	91452	92045	1.0305e+05	90500
9.8222	24122	24821	23386	25953	46907	45870	46632	47518	55777	58421	58466	58765	91247	91511	1.0287e+05	89933
9.8583	23493	24867	23472	26505	46994	46617	47584	46834	55703	59104	58250	59105	90680	92267	1.0247e+05	89793
9.8944	23574	25425	23470	26438	47429	46121	47022	47373	55386	58611	58835	58951	90595	91232	1.0103e+05	90586
9.9306	23684	24996	23459	26551	47284	46403	47260	47900	55372	58824	58498	59184	91579	91435	1.0250e+05	89880
9.9667	24049	25084	23520	26686	47276	45488	46852	46965	55395	59364	59135	59492	90444	92686	1.0233e+05	91382
10.003	24066	25016	23516	26259	46449	45839	46948	47276	55940	59084	59232	58727	89840	92012	1.0163e+05	91081
10.039	23814	25088	23465	26485	46909	45881	46570	47311	55240	58539	58314	59363	91319	91668	1.0280e+05	90001
10.075	24151	25101	23826	26678	46763	45726	46886	46488	55484	58842	58809	59278	91163	91344	1.0162e+05	90411
10.111	24575	25374	23428	26606	47140	46896	46869	47378	55635	59277	58455	58912	91005	91808	1.0387e+05	90016
10.147	24552	25354	23562	26837	46907	46011	47188	47487	55549	58775	58972	58650	91957	92232	1.0251e+05	91949
10.183	24157	25498	23783	26701	47286	45710	46712	46493	55713	59142	58902	58868	90859	92047	1.0284e+05	90773
10.219	23961	25323	23471	26702	46802	45944	46266	47388	56070	58746	58897	59122	91392	92436	1.0348e+05	90590
10.256	23783	25600	23473	27194	46527	46816	46809	47571	55400	58690	57918	58975	90625	92410	1.0257e+05	90569
10.292	24364	25269	23914	27020	47480	45608	46957	47770	55894	58705	58731	58665	91804	91625	1.0247e+05	90717
10.328	23804	25566	23876	26701	47102	46086	46375	47204	55513	58995	58787	58708	91105	91728	1.0305e+05	90620
10.364	24796	25276	23806	27023	47030	46190	47273	47276	55332	58986	58972	58649	91602	92403	1.0353e+05	91363
10.400	24124	26039	24065	26601	46523	45803	46609	46818	55936	58796	58652	58984	91127	92079	1.0231e+05	90575
10.436	24435	25135	23841	26875	47133	46188	46406	47791	55612	58793	59404	58455	91964	93125	1.0272e+05	90648
10.472	24720	26419	24202	26923	46727	46535	46783	47350	55301	59753	58803	58847	91428	91699	1.0269e+05	91052
10.508	24643	26020	24208	27148	46976	46339	46221	46686	56024	58783	58974	58991	91518	92539	1.0239e+05	90753
10.544	24667	26382	24076	27042	46869	46465	46443	47380	56038	59309	58769	58946	90637	93567	1.0311e+05	90242
10.581	24533	25920	24297	27158	46960	46276	46131	47468	55199	58499	59420	58977	91118	92211	1.0202e+05	90564
10.617	24488	26100	24515	27240	46924	46513	46581	47827	54725	59349	58497	58526	91836	91440	1.0261e+05	90573
10.653	24624	26105	24040	27233	46721	46241	46545	46925	54977	58944	58448	58894	91013	91458	1.0225e+05	90451
10.689	24944	26410	23964	27657	46256	45962	46668	47102	55468	59232	59014	59131	91994	91501	1.0260e+05	89468
10.725	24354	26222	24438	27178	46425	45895	46601	47245	54656	58949	59144	59361	91793	91840	1.0396e+05	90281
10.761	24581	26074	24258	27671	46941	45913	46976	47540	55527	59152	59013	58908	91590	92637	1.0250e+05	90719
10.797	24646	26345	24157	27196	46840	46422	46571	47624	56440	59359	59638	59007	91672	92383	1.0222e+05	90046
10.833	24687	26282	24373	27301	47131	45816	46708	47123	55364	59960	59316	59328	92111	92064	1.0297e+05	89885
10.869	24901	26375	24282	27945	46704	45781	46475	47132	56059	58012	58635	58815	91043	91969	1.0310e+05	90613
10.906	24995	26761	24748	27729	46914	45795	46634	47387	55335	59237	59006	59045	91779	93148	1.0370e+05	90337
10.942	25148	26543	24311	27578	47271	46177	46263	47027	55920	59601	59038	58130	91949	92032	1.0198e+05	89411
10.978	24869	26848	24491	28024	46860	45797	45811	47602	56081	58619	59194	58455	91596	93437	1.0294e+05	90644
11.014	24861	26475	24664	27845	46923	46259	46683	47378	55895	59086	58865	58481	91733	92571	1.0295e+05	91232
11.050	24878	26575	24250	27892	46414	45840	46990	47064	55472	59903	58488	59122	91537	92496	1.0340e+05	90705
11.086	25095	26628	25093	27942	47639	45941	47242	47733	55121	58735	59336	59512	92333	92275	1.0357e+05	90347
11.122	25419	26804	24831	27752	46446	45742	46341	47162	55860	58940	59043	58837	92142	92295	1.0323e+05	91706
11.158	25512	27264	24549	28126	46874	45823	46567	46918	55465	58501	58971	58315	93051	92297	1.0390e+05	90878
11.194	25052	26655	24752	28230	46733	46247	46032	47287	55935	58482	59081	59162	92038	93142	1.0287e+05	90933
11.231	25031	27268	25236	28174	47341	45958	46482	47124	55800	59421	58929	59241	92218	93050	1.0397e+05	90988
11.267	25461	27298	24589	28226	46953	46167	46736	47344	55711	59089	59118	59218	92156	93513	1.0340e+05	89581
11.303	25212	26996	24901	28167	46853	45604	46715	47119	54568	59953	58322	58253	92435	93449	1.0364e+05	91540
11.339	25602	26962	24777	27948	46835	46073	46358	47012	55293	59008	59372	58119	92396	93603	1.0439e+05	91456
11.375	25453	26742	25451	27986	46229	45983	47004	47411	55486	58992	59233	58754	92702	92427	1.0477e+05	90163
11.411	25263	27060	25189	28363	47097	45456	46897	46886	55344	59481	58855	59839	91746	92625	1.0383e+05	91351
11.447	25542	26720	25130	27959	46825	46126	47233	47039	55212	59637	58739	59351	91507	93272	1.0362e+05	90164
11.483	25508	27405	24976	28392	47370	45873	46349	47314	55718	59508	59324	58731	92567	92406	1.0418e+05	91388
11.519	25450	27255	25488	28381	46106	46567	47372	46848	56382	59232	59551	58475	90724	94047	1.0422e+05	90516
11.556	25250	27045	24890	28362	46723	45797	46759	47526	55472	59787	58797	58201	91832	93871	1.0391e+05	90619
11.592	25840	27507	25036	28990	46939	45586	46957	47235	55595	58680	59092	59086	92308	92913	1.0399e+05	91147
11.628	26022	26904	25044	28756	47114	46240	47154	46954	55965	58697	59146	58812	92328	93133	1.0466e+05	91089
11.664	25917	27252	25497	28699	46997	45845	46684	46897	55703	59364	59401	58770	92325	93438	1.0465e+05	91453
11.700	25929	27350	25300	29189	46513	45521	46293	47218	54903	58449	59237	58773	92807	94213	1.0378e+05	90446
11.736	25932	27447	25791	28396	46910	46338	46836	47335	55480	58970	59239	58423	92488	93178	1.0400e+05	90710
11.772	26086	27526	25414	28366	46406	46118	46586	47391	55808	58795	59331	58614	92626	93072	1.0419e+05	91418
11.808	25867	27742	25666	28654	47024	45903	46117	47277	55816	58608	59500	58679	92046	93254	1.0432e+05	90428
11.844	25973	27601	25439	29110	47147	45645	45769	47167	56010	59382	59260	59446	92681	92790	1.0412e+05	90933
11.881	25805	27584	25207	29232	47270	45050	46155	46664	55647	59171	59595	58793	92306	92603	1.0379e+05	90608
11.917	26659	27983	25782	28968	47166	45930	46843	47095	55914	60100	59029	58779	92260	93408	1.0437e+05	90651
11.953	26094	28149	25795	28994	46853	45470	46390	46609	55484	59167	59245	58758	92289	93528	1.0406e+05	89404
11.989	25988	27917	26109	29098	47232	45672	46036	46688	55927	59186	59175	59579	92822	93070	1.0277e+05	90545
12.025	25991	28080	26084	29164	46716	45960	46629	47445	56522	59926	59716	58575	92250	93334	1.0459e+05	91432
12.061	26150	27535	25699	29328	46991	46373	46693	47106	55546	59193	59364	59202	93359	93170	1.0410e+05	91644
12.097	26858	27947	26206	29214	46381	45662	46374	46906	55359	59047	59384	59566	92644	93397	1.0430e+05	91416
12.133	26103	28307	25758	29843	47088	45600	46667	46781	55282	59511	58880	58124	93215	93954	1.0400e+05	90339
12.169	26286	27836	25773	29623	46847	46311	46798	46712	55453	59199	58925	59031	91724	92852	1.0420e+05	92042
12.206	26375	28153	25632	29329	47081	45641	46754	47319	55354	59266	58487	58818	92589	93156	1.0352e+05	90502
12.242	26370	28277	25855	29199	46663	45556	46554	47390	56098	59530	59344	59176	93782	93772	1.0460e+05	90824
12.278	26663	28411	26078	29220	47008	45935	46939	47267	55222	59085	58529	58970	92122	93115	1.0427e+05	91225
12.314	26055	27732	25937	29695	46781	45944	46718	48057	56066	59107	59106	59203	92694	93918	1.0454e+05	90852
12.350	27033	28367	26558	29372	46556	45885	46487	47345	56089	59056	59044	59686	92621	93499	1.0368e+05	90602
12.386	26559	28171	25817	29414	46738	45578	46253	47235	56013	59422	59112	59048	92555	94141	1.0395e+05	90037
12.422	26848	28119	26251	29539	46838	46226	46832	47158	55663	59185	59635	59106	92308	92834	1.0406e+05	91488
12.458	26333	28737	26011	29760	46809	45801	46508	46414	55679	59280	58792	58877	92573	93800	1.0349e+05	91958
12.494	26624	28725	25859	29740	46674	45896	46155	47841	55793	59021	58777	57996	92164	93238	1.0356e+05	90278
12.531	26585	28659	25948	30161	47350	46325	46409	46900	55852	59341	58971	59474	93123	93171	1.0438e+05	90484
12.567	26481	28430	26732	29561	46946	46394	46812	47224	54919	59213	59152	59264	92417	93366	1.0490e+05	91586
12.603	26445	28675	26581	29812	45971	45901	46830	47298	55536	59469	59723	59636	93006	93999	1.0452e+05	90482
12.639	26705	28682	25940	29869	46919	45245	47192	47124	56009	59530	59452	58996	92614	94287	1.0420e+05	90588
12.675	26857	28636	26287	29755	46554	46437	46262	46707	56147	59401	58626	58595	92931	93421	1.0378e+05	90471
12.711	26634	28874	26449	30110	46415	45853	46438	46795	57075	58810	59268	58796	92816	93510	1.0399e+05	91552
12.747	26679	28805	26264	30100	46847	45599	46731	47229	55464	59058	58106	59795	92513	94465	1.0381e+05	91622
12.783	27108	29360	26972	29709	46156	45436	46364	47514	55299	59534	59264	59358	93327	93562	1.0460e+05	90602
12.819	26789	29085	26444	30485	46657	45906	46162	47068	56044	59525	59660	59227	93342	95053	1.0517e+05	90893
12.856	27023	29228	26459	30267	46621	45572	46888	47110	55651	59626	59760	59319	92233	93839	1.0427e+05	90087
12.892	26860	29038	26451	29921	46345	45809	46627	47241	56130	59526	58263	59551	93304	94203	1.0479e+05	90410
12.928	27149	29335	26893	29898	47176	45767	46369	47225	55960	58850	59210	58506	93344	93846	1.0439e+05	90566
12.964	27014	28908	26578	30647	46589	45948	46487	47964	56180	59310	58686	59055	92772	94410	1.0459e+05	90697
13.000	27237	29305	26373	30048	46832	45862	47249	47553	55558	59213	59297	59386	93359	94804	1.0464e+05	91268
13.036	26890	29321	26659	30346	46728	46025	46390	47894	55798	59662	59323	59206	92845	93955	1.0464e+05	90469
13.072	26699	29056	26461	29804	47010	45389	46620	47594	55858	59161	59647	58632	93956	94275	1.0505e+05	90754
13.108	27555	29329	26516	30498	46465	46050	46735	47219	56061	59417	58749	59847	93048	93450	1.0351e+05	90822
13.144	27455	29508	26779	30698	46147	45684	46515	47041	55834	60180	59369	58239	93559	93978	1.0508e+05	90455
13.181	27310	29272	26653	30355	46237	45462	46521	47205	55582	58742	58727	59233	94103	93896	1.0527e+05	90857
13.217	27377	29243	26941	30714	46442	46082	46492	46864	55393	58758	59222	59116	93755	93686	1.0316e+05	91030
13.253	27343	29496	27035	30446	46116	45796	46977	47523	55437	59846	59668	58603	93183	93740	1.0476e+05	90908
13.289	27174	29717	27030	30768	46455	45778	46729	47617	55402	59692	59147	59113	93668	94739	1.0533e+05	91111
13.325	27514	29615	27199	30783	46406	45457	46671	47572	55939	59641	59527	60132	93680	95062	1.0494e+05	91639
13.361	27710	30137	26974	31191	46525	46464	47342	47707	56339	59851	59673	59248	94892	95468	1.0566e+05	92322
13.397	27782	29699	27641	30844	47052	46319	46814	47732	56643	60118	60387	60162	95473	94356	1.0548e+05	92605
13.433	28268	30175	27668	31223	47374	45969	46859	48363	56590	60301	59639	60460	94995	95509	1.0644e+05	92250
13.469	28668	30685	27860	32228	47767	46368	47610	49150	56992	61437	60786	59091	96106	96426	1.0629e+05	91959
13.506	28658	31123	28704	32454	47405	47441	49202	49234	58037	61436	61789	61223	95000	96651	1.0668e+05	93606
13.542	29102	31838	29457	33127	48675	48456	48060	49253	57644	62755	62299	61299	95951	97260	1.0826e+05	94141
13.578	29820	31622	29639	32865	49090	47889	49566	50018	58696	61831	61291	62105	97221	98019	1.0718e+05	93922
13.614	29922	32251	29280	32956	48887	48555	49523	50087	58895	62178	62415	62848	97822	98515	1.0721e+05	93373
13.650	29966	32329	30153	33573	49047	48570	49613	50772	58959	62143	62782	62801	98131	98110	1.0735e+05	94095
13.686	30515	33247	30415	33841	49204	49140	49997	50569	59245	62781	63890	63541	98603	97728	1.0729e+05	93769
13.722	31191	33123	30620	34077	50305	49024	50272	49890	59432	63420	63391	63573	98670	98051	1.0707e+05	94800
13.758	31033	33913	30839	34256	50604	49879	49519	50779	59532	63207	63643	64146	98822	98641	1.0819e+05	93518
13.794	30904	33501	30588	34117	50572	49501	50194	50934	59677	63875	63470	63315	98184	99046	1.0892e+05	94442
13.831	30719	33263	30622	34550	49415	49646	50299	50924	60272	63354	63129	63863	98319	1.0033e+05	1.0903e+05	93513
13.867	31021	34059	30626	34580	50154	49640	50338	51457	59936	64204	63462	63756	97174	99631	1.0758e+05	93158
13.903	31307	34212	30758	34618	50160	49600	50604	51111	59993	63865	63814	63119	96567	99827	1.0823e+05	94553
13.939	31499	33732	30550	34530	49946	49748	50691	51083	60067	64058	63311	63180	97029	98647	1.0720e+05	95353
13.975	31501	33635	30780	34951	50724	50277	50110	51553	59741	63929	63704	63023	96433	98965	1.0741e+05	94663
14.011	30858	33947	31034	34573	50407	48992	50427	51525	60016	64232	63987	62832	97255	97348	1.0596e+05	94689
14.047	30872	33337	31073	34638	50112	49994	50512	51387	60084	63703	62699	63656	96156	98129	1.0768e+05	94872
14.083	31351	32895	30981	34470	50287	49361	49956	51219	60116	63619	63050	63740	97426	98790	1.0747e+05	95212
14.119	31112	33560	30954	34289	50544	49348	50195	51332	60288	64293	63670	63820	96217	96759	1.0715e+05	95950
14.156	31387	33185	31033	34294	50278	49693	50588	50547	60530	64849	62263	63723	96081	97696	1.0734e+05	94916
14.192	31144	33445	31127	34508	50393	49302	49656	51023	59932	64037	64219	63687	95605	96852	1.0683e+05	95219
14.228	30889	33378	30820	34734	50258	49348	50508	50597	60097	63438	62893	63545	97115	98269	1.0815e+05	94938
14.264	31095	34047	31044	34890	50241	49220	50236	50914	60486	63410	63252	63578	96458	98094	1.0694e+05	94909
14.300	31361	33415	30773	34095	50045	49575	49748	50734	59851	63397	63613	64196	95950	97102	1.0695e+05	93576
14.336	30681	33566	30752	34830	49940	49127	49400	50641	60538	63866	63688	63429	96169	96562	1.0725e+05	94102
14.372	31027	33400	30872	34595	49672	49347	49477	50620	60075	63745	62975	63091	95438	97956	1.0701e+05	93897
14.408	31061	33110	30632	33699	48783	49817	50220	50125	59825	62558	62400	63620	95353	96892	1.0756e+05	94325
14.444	30928	33269	30722	34454	49274	49114	49968	50408	59902	63531	62977	63530	96510	97290	1.0768e+05	94285
14.481	31011	33060	30832	34768	49000	49659	50227	49801	59803	63182	63136	63237	95270	96559	1.0595e+05	94747
14.517	31057	33675	31059	34440	48033	48570	50482	50165	60276	63636	62877	63581	95408	96699	1.0705e+05	95180
14.553	31196	33609	30596	34637	48738	49005	50360	49988	60472	63650	62639	62911	95925	97223	1.0719e+05	93720
14.589	30867	33777	30804	34984	48155	49246	50504	49897	60592	63045	62283	62757	96870	96010	1.0754e+05	93002
14.625	30999	33485	30809	35099	48024	49200	50596	49552	59307	63574	62609	62612	94479	96439	1.0766e+05	94255
14.661	30628	33463	30527	34533	48318	48119	49798	49352	59762	63204	62118	63494	96303	96645	1.0716e+05	93937
14.697	30884	33204	30768	34627	48136	48808	49230	49493	59231	63384	62611	62790	95733	96039	1.0674e+05	93699
14.733	30982	33958	31084	34001	48102	49078	49588	49661	59988	63230	62777	63073	95859	97298	1.0696e+05	94315
14.769	30833	33765	30270	34675	48475	48510	49759	49790	60139	63278	63282	63015	95500	97415	1.0692e+05	93492
14.806	31322	33793	30996	34625	47458	49184	49712	49354	59474	62985	62428	62683	95841	97326	1.0582e+05	94288
14.842	30695	34133	31026	34243	47684	49051	49370	49342	59729	62901	62567	62902	95932	96848	1.0704e+05	93536
14.878	31107	34311	30729	34517	47889	48371	49056	49656	59894	63056	63044	63139	95796	96357	1.0760e+05	94711
14.914	31280	34005	30346	34204	47307	48851	49437	49383	60217	62446	62875	62934	94801	95812	1.0787e+05	93800
14.950	31207	33601	30153	34773	47835	48498	49698	49460	59281	62969	63167	62499	96323	96321	1.0649e+05	94407
14.986	30519	34005	30866	34643	47598	48835	49292	49667	59284	63281	62761	63530	95037	95897	1.0666e+05	94477
15.022	30844	34186	30718	34783	47995	48923	49007	49160	59773	62483	62110	62997	96134	96694	1.0640e+05	93588
15.058	31563	33717	30833	34752	47556	48243	49289	49543	59978	62982	62195	62716	95841	96290	1.0648e+05	93810
15.094	31197	34182	30711	34460	47430	48607	49596	49675	58999	62627	62388	62955	95838	96393	1.0691e+05	94452
15.131	30852	33975	30651	35126	47706	48074	49517	49030	59370	62124	62335	62083	96077	96151	1.0601e+05	93859
15.167	30993	33741	30549	34028	48402	48417	49535	49725	59350	62283	62240	61941	96425	96896	1.0694e+05	94277
